Product code,Product label,China's imports from Russian Federation-Value in 2012,China's imports from Russian Federation-Value in 2013,China's imports from Russian Federation-Value in 2014,China's imports from Russian Federation-Value in 2015,China's imports from Russian Federation-Value in 2016,China's imports from Russian Federation-Value in 2017,China's imports from Russian Federation-Value in 2018,China's imports from Russian Federation-Value in 2019,China's imports from Russian Federation-Value in 2020,China's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
251820,"Calcined or sintered dolomite (excluding broken or crushed dolomite for concrete aggregates, ...",0,0,0,0,0,0,0,0,1,0,,8,52,0,44,115,84,141,37,8,22,,168,402,1202,1388,743,1233,1294,2453,624,650
252010,Gypsum; anhydrite,0,0,1,5,0,0,0,0,0,0,,5057,3963,3269,2056,833,608,2869,3850,4228,2992,,4488,7340,13731,15274,13365,19556,27019,27270,27684,30805
252910,Feldspar,0,0,0,2,0,0,0,0,0,0,,12125,11375,6332,4287,5197,6690,6307,6010,4847,7031,,14744,15480,16511,22910,20426,18333,22284,19193,12963,14144
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,121,0,0,208,241,628,0,0,1,0,,5475,11272,0,0,1,38,0,0,1,0
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,23,0,0,0,,370299,338152,393143,446523,217951,339245,601630,182237,112212,82122
261220,Thorium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,8673,,8432,2828,13384,13830,18285,16338,19387,29062,41039,80426
190240,"Couscous, whether or not prepared",0,0,0,0,0,0,0,0,0,0,,129,169,143,108,96,153,193,275,421,581,,131,114,148,103,141,129,116,237,139,124
150210,"Tallow of bovine animals, sheep or goats (excluding oil and oleostearin)",0,0,0,0,0,0,0,0,0,0,,81,0,29,31,0,0,6,35,92,28,,175141,110202,116780,91290,48326,72455,60882,62754,65226,72079
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",0,0,0,0,0,0,0,0,0,0,,2443,2986,2092,2249,23029,31987,29135,10895,9500,27190,,6451857,4820043,4379163,3697204,2853732,3495054,3392760,4082424,4113953,5283760
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,24,226,200,33,469,756,129,142,777,834,,271646,373091,424863,473734,601841,763131,651324,531876,484535,679119
160290,"Prepared or preserved meat, offal, blood or insects (excl. meat or offal of poultry, swine ...",0,1,0,0,0,0,0,0,0,0,,374,748,378,343,621,974,3323,3099,4886,4994,,19,22,6,9,71,1147,41352,22498,37374,33932
160553,"Mussels, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,415,537,517,266,381,774,768,1388,1407,2048,,165,280,156,1364,2230,2201,2161,2847,1952,1482
160556,"Clams, cockles and arkshells, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,46,20,65,,1882,244,330,644,2315,5065,909,869,545,398
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,0,0,0,0,0,0,0,0,,840,1388,1160,1315,1260,1020,1311,1046,263,359,,1208,922,504,1475,5,97,122,6,0,0
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",0,0,0,0,0,0,0,0,0,0,,201,341,226,242,364,402,369,416,605,615,,89,74,100,671,316,48,23,49,150,268
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,0,0,0,1,0,,291,312,458,251,316,320,303,563,386,416,,7583,5974,6647,7021,4605,5247,6180,5579,7718,4732
170310,Cane molasses resulting from the extraction or refining of sugar,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,263,1,0,1,2,2,,7856,0,0,0,0,0,0,0,0,0
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,18,0,,0,0,0,0,0,0,0,0,0,0
280130,Fluorine; bromine,0,0,0,0,0,0,0,0,0,0,,56,11,4,315,317,338,85,78,12,244,,71425,77533,80518,59203,110220,170651,173049,239358,192609,248881
280511,Sodium,0,0,0,0,0,1,2,5,4,0,,3,0,6,21,77,74,7,13,52,65,,1217,199,30,57,443,86,83,44,75,112
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",0,0,0,0,0,0,0,0,0,0,,571,722,538,413,629,690,551,1061,1834,4220,,40699,38954,49977,40986,57730,101152,113447,109047,129081,146910
281122,Silicon dioxide,2,1,0,0,52,0,0,0,0,0,,1076,1370,1309,866,1301,2738,3585,3331,3593,6440,,196246,182830,195816,188830,181536,200360,202749,180750,185431,213809
281217,Thionyl chloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,490,3151,4682,2012
281310,Carbon disulphide,0,0,0,0,0,0,0,0,0,0,,6825,7358,6928,6001,6403,7050,8727,11632,11327,12140,,0,0,0,0,0,0,582,216,0,0
281511,"Sodium hydroxide """"caustic soda"""" solid""""",0,0,0,0,0,0,0,0,0,0,,49552,48780,37108,28595,37205,51070,60682,41697,34799,49449,,7668,7288,6958,5845,6233,6971,7316,7550,6320,9024
281512,"Sodium hydroxide """"caustic soda"""" in aqueous solution """"soda lye or liquid soda""""""""",0,0,0,0,0,0,1,0,0,0,,56366,59231,39887,39955,38464,77394,113911,91768,77805,61014,,3174,2424,2425,2345,3102,2238,14204,21891,10032,12391
282110,Iron oxides and hydroxides,0,0,0,0,48,0,0,0,0,0,,704,279,580,1990,1626,1173,1777,1492,1733,1928,,134901,120540,117292,110122,104080,105238,88238,78605,71598,105935
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",0,0,0,0,0,0,0,1,0,0,,5846,9048,8946,4215,4643,8130,9691,13032,12441,13280,,17954,12656,12035,11965,12191,18366,17823,14923,16291,20969
284450,"Spent """"irradiated"""" fuel elements """"cartridges"""" of nuclear reactors [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,23,22,0,0,0
284910,"Carbides of calcium, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,5466,4393,2976,89,3,69,112,103,258,410,,2,8,2,23,1,1,3,4,64,0
290123,"Butene """"butylene"""" and isomers thereof""""",0,0,0,0,0,0,0,0,0,0,,6612,16,13,0,1,7,48,204,1207,15,,73375,30937,28770,36232,35086,17291,6670,18276,25875,61013
290241,O-Xylene,4323,1430,2944,808,0,0,0,0,0,0,,61919,59726,65034,50669,60817,62017,104676,50713,41494,41034,,1052850,834083,609981,287200,215277,282762,224303,71048,100386,115951
290244,Mixed xylene isomers,0,0,0,0,0,0,0,0,0,0,,343,217,263,111,46,169,186,155,30,81,,18498,45970,9858,7370,564,6805,9730,106059,1560,267
290260,Ethylbenzene,0,0,0,0,0,0,0,0,0,0,,103,119,1,0,69,2,0,0,0,0,,8631,56498,15210,26988,45729,134739,192304,18231,2307,5898
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",0,0,0,0,0,0,0,0,0,0,,328,150,235,19,20,43,29,71,51,52,,153758,225152,302734,177693,167987,101446,130656,66483,76877,58297
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,1,2,0,0,0,0,,0,0,0,0,0,0,0,1,0,0
290491,"Trichloronitromethane """"chloropicrin""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",0,0,0,0,0,0,0,0,0,0,,0,0,12,4,24,40,27,27,8,20,,56,107,97,55,144,236,359,1402,1156,547
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, ...",166,343,0,0,10,2,0,0,0,0,,90320,106121,105705,69170,98552,83243,75634,83936,77001,106561,,70991,74015,93911,97287,100284,120503,112679,105439,86389,87045
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",0,0,0,0,0,0,0,0,0,0,,2042,2004,1665,890,732,694,1485,1825,2674,2847,,9912,10954,14316,14522,16049,13741,19221,20850,19817,17551
282919,Chlorates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,570,1924,1057,1194,508,670,0,11,11,32,,10,5,35,4,4,3,3,2,3,3
283190,Dithionites and sulfoxylates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,0,0,0,15,54,0,1,4,1,4,,1521,2043,2333,2686,3086,2803,2493,2981,2862,3183
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",0,0,0,0,0,11,0,0,0,0,,736,779,718,233,340,573,1232,1261,1537,1459,,120087,127916,132291,128400,128570,146103,156151,127347,122085,148978
391530,"Waste, parings and scrap, of polymers of vinyl chloride",0,0,18,90,72,0,0,0,0,0,,356,239,300,226,643,1091,898,654,690,1041,,450992,278644,246377,127430,228742,184551,70,0,180,0
391722,"Rigid tubes, pipes and hoses of polymers of propylene",0,0,0,0,0,0,0,0,0,0,,3971,11042,9885,7651,8633,13003,16699,19940,22312,34032,,20590,22939,27470,27902,41558,47991,41979,35817,37393,41665
390450,"Vinylidene chloride polymers, in primary forms",0,0,0,0,0,0,0,0,0,0,,282,0,16,6,6,0,0,50,0,0,,80514,64581,54966,34917,26271,14983,18513,18121,22750,19729
390750,"Alkyd resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,3692,5260,4842,2886,4289,3649,4499,5389,4583,4303,,40801,36265,33514,26496,24915,26142,26610,16699,15526,20997
390760,"Poly""""ethylene terephthalate"""", in primary forms""""",2,0,2,0,0,0,0,0,0,0,,82399,12562,20306,26424,16403,0,0,0,0,0,,377077,406914,530273,571734,379385,9,0,0,0,0
391212,"Plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26708,10804,9443,8976,8567,9236,8084,5317,4362,5733
391220,"Cellulose nitrates, incl. collodions, in primary forms",0,0,0,0,0,0,0,0,0,0,,73,606,1404,891,1120,1111,760,77,91,51,,2037,1386,1359,1074,1943,979,969,929,554,1034
381400,"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...",5,3,0,0,0,4,1,0,0,0,,31273,42218,56807,36741,27647,40893,58864,61296,51630,108514,,151540,133568,114241,102282,100138,100066,114150,111143,100165,102160
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",0,0,0,0,2,0,0,0,0,0,,7026,4175,490,203,950,1004,166,3531,1454,3211,,131596,153505,175306,193699,153494,149043,254472,146399,195227,267869
382000,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,0,0,0,0,0,2,0,10,12,0,,64888,64272,56652,36126,38904,47559,49963,59062,43683,64334,,32880,41576,43401,38367,38490,44336,52672,43453,38085,33551
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",0,0,22,0,0,0,122,11,0,0,,1309,1468,1522,3792,1379,2159,2539,2067,3281,4008,,41129,50862,89918,101718,118562,153491,210398,233740,307233,407625
382440,"Prepared additives for cements, mortars or concretes",0,0,0,0,0,0,0,6,15,0,,36118,47160,54689,50453,42336,70709,98320,80289,81650,126396,,53997,40184,30728,24496,25463,25716,24269,28715,34416,33122
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,0,18,1,0,0,0,0,0,0,0,,18,12,9,0,0,0,0,0,0,0
382477,"Mixtures containing bromomethane """"methyl bromide"""" or bromochloromethane""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,3,2,7,0,0,0,0,0,0,0
382487,"Mixtures and preparations containing perfluorooctane sulphonic acid, its salts, perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,1,2,3,0
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",0,0,0,2,0,0,0,0,0,0,,2242,10966,2728,2267,4807,3917,5545,7159,3516,5263,,2222,2160,1738,3599,6792,5146,3008,2778,4655,2088
400211,"Styrene-butadiene rubber latex """"SBR""""; carboxylated styrene-butadiene rubber latex """"XSBR""""""""",0,0,0,0,0,0,0,0,0,0,,1610,1869,1285,172,257,450,177,175,142,320,,168245,142256,154897,151857,132767,199274,198047,163453,162719,227572
392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,1,0,1,,76735,136720,235412,300335,395702,403524,441537,451225,527528,579552
401161,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,5,13,49,0,0,0,0,0,0,,59559,51990,43233,33154,33744,0,0,0,0,0,,882,1766,2754,2661,2623,0,0,0,0,0
401219,"Retreaded pneumatic tyres, of rubber (excluding of a kind used on motor cars, station wagons, ...",0,0,0,0,0,0,0,0,0,0,,0,124,24,0,0,174,0,0,1,2,,102,79,176,23,117,181,145,71,6,19
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",0,0,0,0,0,0,0,0,0,0,,6942,6445,4413,2947,2394,2285,3364,4381,2949,4199,,220,702,289,269,1011,873,787,477,184,178
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,220,373,364,517,1648,2009,1797,1995,2563,1480
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",0,0,0,0,0,0,0,0,0,0,,0,0,7,0,0,2,4,3,1,2,,8492,2904,17094,39956,25811,13681,7188,5925,2416,4081
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16778,12647,12016,14001,8628,11602,9211,6815,2911,3539
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,0,0,0,0,0,0,0,0,,319,6,9,2,0,0,10,0,0,0,,50,246,228,143,0,474,593,74,0,84
401019,"Conveyor belts or belting, of vulcanised rubber (excluding reinforced only with metal or only ...",0,0,0,0,0,0,0,0,0,0,,119,276,531,371,608,321,1282,402,475,519,,15186,12630,12344,10446,10928,13368,12928,10343,8523,8929
401032,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,0,0,0,0,0,0,0,0,0,,2687,2613,1997,1311,1338,1758,1911,2068,1970,2232,,9142,10750,11559,10643,12424,11983,11993,7332,8911,12219
440610,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated""""",5972,3829,2669,3814,2525,0,0,0,0,0,,8604,5914,4035,3016,1603,0,0,0,0,0,,6251,3840,2669,5095,2585,0,0,0,0,0
440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,49,117,602,359,123,,0,0,0,0,0,0,73,0,0,0
441194,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,0,0,,5,50,35,56,62,21,26,80,141,225,,784,840,1674,1495,1390,822,544,1324,799,442
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",122,50,0,12,2,26,27,15,24,0,,36,29,5,4,85,34,141,186,88,64,,391,1247,153,278,239,6283,2395,1488,760,418
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,0,0,0,0,0,4,0,0,0,,0,34,32,46,1,93,151,28,52,9,,28726,12078,15818,14928,16990,27528,23341,18078,22514,16456
441700,"Tools, tool bodies, tool handles, broom or brush bodies and handles, of wood; boot or shoe ...",0,0,0,0,5,30,32,29,0,0,,435,575,690,610,1102,1831,1879,2128,1592,2134,,1420,1326,1127,1492,1232,1228,1561,1487,1225,1351
441820,"Doors and their frames and thresholds, of wood",0,1,0,0,0,1,0,4,2,0,,35882,48913,51691,37172,45248,70452,78249,92946,105779,146485,,5360,4438,10699,5985,4980,10531,6561,5063,6379,7179
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,0,0,11,0,10,0,2,0,0,,118,265,837,1164,358,319,1018,779,718,753,,261,850,1554,1119,1615,1633,445,708,1125,2132
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,13977,8169,6246,4867,3418,0,0,0,0,0,,197,1525,205,139,86,0,0,0,0,0
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",0,0,0,0,0,0,0,0,0,0,,66,356,1006,1662,1439,78,48,100,13,62,,127,152,180,488,274,361,669,1202,1139,938
442110,Clothes hangers of wood,0,0,0,0,0,0,0,0,0,0,,38,109,201,187,102,140,188,262,255,424,,2150,2111,1933,1737,1619,1526,2406,1965,1267,1802
450190,"Cork waste; crushed, powdered or ground cork",0,0,0,0,0,0,0,0,0,0,,0,0,8,7,0,0,1,7,5,7,,395,491,779,2774,793,2063,1744,2071,1380,2609
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",0,0,1,0,103,85,10,15,0,0,,22283,18021,32762,24918,23891,34502,24307,26019,27958,45274,,233098,215333,219414,214530,202562,219657,240619,204553,202209,212522
481320,Cigarette paper in rolls of a width of <= 5 cm,0,0,0,0,0,0,0,0,0,0,,494,607,583,414,382,602,652,1080,775,1062,,39842,28399,24401,26703,19944,20090,29257,30962,34539,24918
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",0,0,0,0,0,0,0,0,0,0,,48,72,77,81,251,540,677,751,393,111,,663,201,686,642,136,214,64,78,27,90
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,162,249,0,11,0
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,3,20,3,341,260,91,73,2,247,0,,10712,9290,6764,5717,7561,7534,5195,5020,4421,5414
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",38,6,42,0,0,33,0,0,0,0,,54882,60845,81336,68376,38118,50300,74218,66269,61669,97090,,5476,6029,5596,5026,4443,5386,9433,4554,77588,152822
481013,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",95,0,0,1,0,0,0,0,0,0,,198,470,2670,2051,1337,1285,2439,1576,2353,4745,,222068,201076,230750,241233,234606,271238,238433,177901,192172,216913
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",0,0,8,0,0,0,2,3,1,0,,6114,9861,7750,13180,28643,36619,36182,46262,67077,57217,,46940,42629,46400,34132,29983,35960,51032,31692,27202,34944
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,35,33,41,91,16,49,29,48,20,,6340,6003,7405,5264,5412,4422,5392,3821,4538,6258
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1323,917,967,123,100,16,27,16,22,21
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",1,0,0,0,0,0,0,0,0,0,,16,13,47,0,0,0,0,3,1,0,,1519,1039,160,150,20,30,47,53,99,223
330530,Hair lacquers,0,0,0,0,0,0,0,0,0,0,,17271,19422,18353,10663,12116,15384,13298,15473,10556,11653,,8763,8886,8432,8862,3205,4809,10539,17121,18923,22345
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",44,0,2,1,0,3,30,41,0,0,,8482,12270,15585,10544,19839,16159,15218,18578,19541,30998,,362459,397939,426552,394345,402930,446928,495686,435056,424079,495853
380210,"Activated carbon (excluding medicaments or deodorant products for fridges, vehicles etc., put ...",54,78,80,71,0,0,113,60,0,0,,3622,4104,3137,2516,2213,2270,3107,3622,3872,4572,,65429,76499,91882,97465,99113,116015,146944,157869,148710,181845
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,0,0,0,0,0,0,0,0,0,,1643,1710,2013,1414,1073,1830,1483,2201,3157,2827,,151,97,148,1247,85,370,2951,9028,10442,5196
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",0,3,3,0,0,3,1,2,0,0,,759,610,690,548,616,950,958,1499,973,1928,,105069,101506,110726,84755,79388,88628,90330,87723,90355,99338
350219,"Egg albumin (excluding dried [e.g. in sheets, scales, flakes, powder])",0,0,0,0,0,0,0,0,0,0,,463,377,44,0,0,1,0,0,0,0,,0,1,6,8,0,6,1,4,0,0
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",2,0,0,4,3,3,14,0,0,0,,10497,14805,14237,9825,9878,13182,13894,14912,14700,18209,,391500,436705,456412,418228,414090,430410,448249,446637,477612,570604
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,0,0,0,0,0,0,0,0,0,0,,19913,27493,56146,39081,35109,42390,40767,41261,37066,0,,63899,76214,98039,99515,121299,117777,110496,91016,76029,77507
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,114,11,293,0,28,72,23,23,3,4,,45,80,72,39,9,39,234,222,141,124
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,19,16,13,6,14,9,14,14,17,10,,6061,6963,8077,8549,6924,6242,7196,8141,9750,8343
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,58,0,0,0,3,1,3,2,16,,204,111,149,168,102,123,152,333,378,527
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,0,0,0,0,0,0,,1,7,1,1356,6,0,55,697,326,446,,2394,1993,1340,1831,2277,1961,1227,996,847,1031
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",0,0,0,0,0,0,0,0,0,0,,16,17,20,16,25,29,29,42,63,46,,29116,31441,40829,47262,29274,22596,20927,19175,17011,18535
330130,Resinoids,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,5,4,5,117,11,16,,1098,1196,802,694,735,736,1477,3472,1205,1106
293040,Methionine,1895,57,135,0,0,0,0,0,0,0,,44012,28230,31906,33815,27472,26170,29538,26127,25781,28410,,505439,384297,475657,660235,522547,416544,353602,431722,429670,414069
293080,"Aldicarb (ISO), Captafol (ISO) and methamidophos (ISO)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
293333,"Alfentanil """"INN"""", anileridine """"INN"""", bezitramide """"INN"""", bromazepam """"INN"""", carfentanil ...""",0,0,0,0,0,0,0,0,0,0,,65,106,133,118,69,179,5,15,231,0,,1,7,8,14,15,67,14,21,22,26
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",0,0,0,0,0,0,0,0,0,0,,1,1,3,0,16,2,3,11,44,2,,6,7,1,15,6,11,4,61,6,200
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,27,0,0,0,25,0,0,,0,252,536,655,276,6493,2428,1527,1,0
300439,"Medicaments containing hormones or steroids used as hormones but not antibiotics, put up in ...""",0,0,0,0,0,0,0,0,0,0,,13955,12798,12209,12702,7575,8023,9395,6073,6159,7924,,746884,865815,960118,1004985,1010948,1236002,1265247,1426497,1536440,2087922
300441,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,48,30,53,2,1,,0,0,0,0,0,0,0,0,0,3
300442,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
300650,First-aid boxes and kits,0,0,0,0,0,0,0,0,0,0,,262,389,400,1518,219,494,620,982,554,821,,3320,4029,4790,5048,5551,7629,8648,6419,6023,4843
320290,"Inorganic tanning substances; tanning preparations, whether or not containing natural tanning ...",0,0,0,0,0,234,0,0,0,0,,45,40,53,22,23,117,75,86,131,143,,61245,59868,54218,56771,59141,60159,44727,41239,43732,50966
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,0,0,0,0,0,0,0,0,0,0,,352,176,289,99,113,149,134,136,312,526,,9742,8132,10163,9274,9123,10053,13061,13461,13776,16973
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind ...,0,0,0,0,0,0,0,0,0,0,,504,306,256,263,218,277,423,112,159,97,,20974,20049,16480,15998,15715,15485,22799,19417,23600,24629
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,0,0,0,0,0,0,0,0,0,0,,791,1697,2764,2134,3291,5313,5703,6565,7624,11695,,57275,72656,79193,74411,83757,92068,95083,86496,78705,74753
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations of a kind ...",0,0,0,0,0,0,0,0,0,0,,485,488,1186,682,530,698,1358,1213,1465,1358,,85622,161415,120345,78777,77164,87836,78671,59534,57794,61987
320740,"Glass frit and other glass in the form of powder, granules or flakes",166,1008,675,105,180,392,236,353,67,0,,1920,1742,1515,218,338,1049,995,1323,2381,4993,,37377,46589,49529,51059,57202,69153,71730,76690,79667,90213
321000,"Paints and varnishes, incl. enamels, lacquers and distempers (excluding those based on synthetic ...",0,59,0,0,0,0,0,0,0,0,,5241,3610,2730,2297,2220,2895,3016,3335,3056,4989,,110783,107863,108477,91429,97142,90733,96058,87615,74000,100276
291461,Anthraquinone,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,0,0,0,1,6,,274,8613,2166,1582,975,3058,2322,3807,4675,12392
291512,Salts of formic acid,0,0,0,0,0,0,0,0,0,0,,222,463,976,843,973,966,597,715,516,1058,,2013,2597,2770,2312,2189,3011,4954,64881,4380,2524
291524,Acetic anhydride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13615,15257,14598,5681,6965,3069,5384,670,1713,550
291540,"Mono- di- or trichloroacetic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,5167,708,119,271,323,56,247,297,188,17,,1562,1797,2501,2678,2301,2596,2688,3259,2598,5227
291550,"Propionic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,1,94,82,55,24,28,35,13,37,66,,15275,20215,18153,17106,23574,21710,31720,31120,29059,16018
