Product code,Product label,China's imports from Germany-Value in 2012,China's imports from Germany-Value in 2013,China's imports from Germany-Value in 2014,China's imports from Germany-Value in 2015,China's imports from Germany-Value in 2016,China's imports from Germany-Value in 2017,China's imports from Germany-Value in 2018,China's imports from Germany-Value in 2019,China's imports from Germany-Value in 2020,China's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",31187,50207,69060,56843,64291,24433,32758,37642,42692,27709,,485963,550186,545932,428046,420844,300898,407083,356982,292768,375615,,3800905,4330575,4837911,4244288,4139049,751933,1063328,1102026,973059,1003981
281830,Aluminium hydroxide,18454,19396,22384,18669,20366,19973,21442,19083,20025,27653,,310598,318982,331755,288551,293083,336950,363071,339263,286649,367101,,36632,37304,39480,34529,39827,43126,42813,40293,50087,88493
560394,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than ...",5857,6953,10168,6835,11906,14997,18251,14883,24862,27640,,223982,248085,267469,215926,228409,260355,264654,262066,237730,286288,,111484,107660,127842,126119,149739,155380,159893,143539,155784,175471
722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",10307,5189,6652,3530,9036,15404,22558,19355,17421,27453,,206511,209857,245327,161830,172700,229666,236420,201245,160132,251075,,73389,72521,91492,127179,93156,84008,94772,74567,70458,67442
841199,"Parts of gas turbines, n.e.s.",288009,177745,85293,13572,19517,18488,89048,79275,44278,27232,,2430790,2728169,2176428,1589099,1631257,2228533,2051574,1807384,1799558,1572322,,855601,793789,510052,257767,382867,470633,615098,557190,442924,479071
900110,"Optical fibres, optical fibre bundles and cables (excluding made up of individually sheathed ...",15973,13154,9024,11333,12596,15612,21122,13738,17618,27225,,106406,101533,100016,99773,107952,121032,131845,121054,122236,165262,,479792,375553,231540,325471,429071,391971,371495,338453,353676,356061
846210,"Forging or die-stamping machines, incl. presses, and hammers",118573,78928,37394,47331,25211,42880,40911,34132,31712,27076,,253664,154868,182693,119649,161810,232083,152285,112284,86252,118875,,815551,628411,558474,452092,462494,480418,381581,339653,297390,291374
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",22585,22428,29729,26220,16001,23004,31233,30883,27579,27046,,317688,349534,372454,374008,410671,441461,457856,430615,384517,447521,,200681,212966,255659,253860,311925,339313,344802,312169,461460,329469
390210,"Polypropylene, in primary forms",28195,35127,37903,29371,26163,28944,25184,20561,22509,26983,,1728958,2044871,2101649,1644887,1447882,1639276,1771393,1508200,1449037,2018090,,5801001,5595865,5821826,4439846,3523446,3843963,4191398,4044476,4542092,3707061
844839,"Parts and accessories of machines of heading 8445, n.e.s.",41865,45065,43356,38739,34423,47899,64012,84797,68371,26961,,188457,217699,221150,217427,220455,200121,226913,200038,178946,178009,,168931,173957,146542,117208,111845,150181,163533,173444,127154,124189
902410,Machines and appliances for testing metals,35185,28310,53363,42507,35850,40236,47894,36268,42749,26942,,214860,195774,197126,175492,173241,174791,192016,163586,141389,135051,,145152,134860,179452,139130,124301,142865,168496,154064,144204,120707
843850,Machinery for the industrial preparation of meat or poultry (excluding cooking and other heating ...,29582,40799,35927,26352,18114,16472,18773,24038,16553,26865,,603285,656106,656470,607392,623941,623744,667594,667365,676599,725315,,113379,128391,166412,106456,93077,71606,59429,110047,111216,197276
853620,Automatic circuit breakers for a voltage <= 1.000 V,24340,29741,37801,31011,26939,29981,32044,27299,26897,26831,,773773,765956,761515,633561,620484,678036,741088,697455,667390,780619,,200039,206521,230197,214039,207493,234079,232287,210183,197852,224683
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",31453,27586,24624,18182,18220,19197,21558,23224,23095,26709,,1168049,1231837,1275043,1144896,1249976,1363056,1397418,1339231,1339507,1856967,,77521,80671,81469,84216,81105,107675,117009,112424,138055,171692
820790,"Interchangeable tools for hand tools, whether or not power-operated, or for machine tools, ...",17104,21354,21964,23499,16640,23296,24439,20961,21194,26683,,488639,525585,526462,455870,487620,549601,589404,544141,518727,615778,,83260,82494,87247,86373,83857,109229,123500,131234,117322,148890
761610,"Nails, tacks, staples, screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers ...",7814,8041,13217,10933,14196,18513,23913,25811,23765,26679,,77026,90173,105165,99717,113158,121347,134850,134205,118988,142315,,106576,98350,94425,96114,103534,98931,97840,104630,88780,99583
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",10767,15030,15464,16346,14448,16789,19765,23089,20590,26599,,217668,236375,245655,223041,223428,241782,259108,267506,263646,295265,,52583,62631,75191,62214,60105,71162,85779,89812,87913,106096
391710,"Artificial guts """"sausage casings"""" of hardened protein or cellulose materials""""",19101,24405,30852,16595,25544,15518,10101,14079,23745,26597,,285053,292712,331917,252434,264256,276529,225274,215138,237409,245913,,25907,39618,47781,38082,46228,33620,27574,33727,50698,50548
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,3057,4329,5929,7230,11503,13796,15185,8120,14115,26513,,1257337,1285553,1265247,1086472,1091188,1167892,1237669,1207995,1382266,1594354,,221621,216951,227917,225100,261088,263439,255067,244625,351680,435577
540333,"Filament yarn of cellulose acetate, incl. monofilament of < 67 decitex, single (excluding sewing ...",441,0,0,9586,3214,9246,24548,34924,29997,26418,,165,149,594,84,86,229,72,101,67,188,,15443,10054,9470,19683,16754,34718,53189,67524,55372,70056
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",25712,28918,50980,36318,23573,29411,26123,26851,24474,26342,,310433,198651,221302,253947,238330,260389,327837,293163,214127,257430,,128819,128828,162084,110942,101328,109636,116389,111751,101134,114767
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",2030,3364,1323,4700,6550,13466,15217,33960,19667,26268,,66129,82000,90334,88015,150922,145225,110884,123971,75946,93898,,3284,5765,6389,10597,10816,22500,21416,37995,24507,28321
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",25346,29560,28106,23113,24757,28595,28342,25584,25688,26215,,252962,263437,261599,225112,237787,265081,279707,269781,266411,310537,,167297,182119,189261,163362,168229,169006,175602,163735,167684,176289
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",25577,28677,14126,10096,16338,17145,26246,28628,20452,26058,,221970,188038,228023,103632,111363,113093,135830,127662,108797,116321,,106944,49921,46665,37888,37477,39670,51289,45907,28552,37147
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",3684,9206,15474,14922,18164,27879,28387,20022,19812,26010,,109242,115277,126552,100341,102809,134713,162765,127339,100547,158631,,71349,79343,80902,63414,52566,64984,66606,49549,48035,63607
851810,Microphones and stands therefor (excluding cordless microphones with built-in transmitter),10102,15429,14174,11690,14005,24142,22754,24522,22578,25956,,202601,249630,256299,227276,239414,268391,274493,258670,264902,347072,,718474,807541,921479,892036,802414,759939,778506,751312,758545,709151
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",26605,27500,36475,30349,29657,32143,29226,25603,28824,25727,,75688,81805,86790,70362,79287,86785,82178,74634,70043,88122,,182064,184619,188190,165619,156825,158952,146068,122754,121428,142988
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",15081,23371,25891,27840,20335,21229,24268,19729,23959,25679,,395641,416915,467062,461161,449794,523371,589997,556105,564347,624253,,510129,662273,416928,268590,185198,480288,329488,272217,124319,117764
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",6523,10416,18767,21047,19608,20399,21655,25003,35854,25605,,287157,322665,336755,292158,307256,347992,386584,396542,659829,497888,,51172,74925,102621,123947,124524,131654,145949,184950,333076,225251
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",28585,32251,39157,33432,32887,32171,30672,30553,24265,25580,,321433,351634,368421,354529,381250,405859,437269,392829,382231,468099,,228343,239881,233559,219999,216348,232785,238621,218535,208224,229245
841620,"Furnace burners for pulverised solid fuel or gas, incl. combination burners",46436,63462,100205,32599,33769,55185,49410,33175,29312,25573,,276282,298785,332208,231278,236161,296157,302211,329991,449026,328343,,167279,216970,232199,137018,135718,213657,199490,158738,134924,105627
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",11192,11477,11814,12186,16070,20023,24640,23137,22999,25490,,369192,365734,374119,293912,285576,367891,365650,315280,307916,448000,,662380,704283,723751,611312,633124,744452,919401,952369,927065,1172451
843390,"Parts of harvesting machinery, threshing machinery, mowers and machines for cleaning, sorting ...",5393,8464,11979,13333,13333,14066,11310,13516,17380,25332,,904884,969917,927553,664683,694236,776266,838716,748275,807814,1005147,,88532,106255,69322,79220,84980,92527,82316,113883,80411,86190
750522,Wire of nickel alloys (excluding electrically insulated products),4909,5268,7891,5270,5737,10754,23801,38053,34712,25276,,179528,190896,184382,156940,120128,140592,185331,198477,191754,190288,,30058,37509,44249,34107,37831,46447,59726,95758,94072,86705
40310,"Yogurt, whether or not flavoured or containing added sugar or other sweetening matter, fruits, ...",1154,1149,1888,4095,17382,40729,38399,36253,29186,25267,,535781,613744,610797,558513,559865,574700,634414,642161,666572,669797,,8514,12412,13828,19356,31205,53165,52561,52708,47483,43157
847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",77429,93896,75474,58581,38415,62444,38579,41469,36812,25002,,573429,579044,661858,651008,632516,758793,912770,1301458,1207337,830267,,939653,888590,691266,515926,487213,421540,470544,460847,525936,377325
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",2898,1715,2510,1144,3544,4290,20451,5067,125205,24994,,212408,175967,170929,122315,102031,90512,97714,101319,89003,96590,,108054,58824,36050,29654,97279,81813,150866,334285,555393,99083
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,4462,7716,10446,24138,24979,,0,0,0,0,0,20243,42503,45409,49229,65236,,0,0,0,0,0,25813,31159,30748,38611,40805
170211,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",9574,7196,7290,2321,4201,6115,5240,9078,13292,24976,,327212,343366,329259,221057,219016,297896,273390,330922,344585,393076,,126565,117799,95861,63232,54507,73212,75225,77329,107623,144052
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",41345,23849,36179,21143,18950,21021,14697,28471,16050,24835,,167173,178140,128622,114452,86491,105300,117330,95160,97666,104030,,88046,66017,82829,67064,44600,45333,41616,61406,37641,46972
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",17616,14501,19371,18656,11034,10093,14386,15268,24256,24766,,102991,104801,119150,114595,124576,137303,149219,144760,156907,183738,,114798,112455,281628,112396,90178,97472,108678,115918,309888,132065
590320,"Textile fabrics impregnated, coated, covered or laminated with polyurethane (excluding wallcoverings ...",13771,26531,33112,21365,22818,26456,32887,36568,25897,24745,,304072,334374,378677,334606,366339,444145,453033,401408,324180,354023,,641320,635084,638628,587325,508053,520324,524555,487499,375440,404032
851090,"Parts of electric shavers, hair clippers and hair-removing appliances, with self-contained ...",21541,20088,18315,18745,19489,25156,19676,18202,26045,24729,,79113,94707,97675,83170,93608,125620,132360,124690,156126,134425,,148043,141457,136099,120200,103599,107701,98222,96324,91745,91656
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",31962,44045,52174,40962,14269,18844,13607,16913,19608,24672,,201170,247096,274381,194931,230908,288825,357332,384175,360602,282751,,250673,258382,315748,259717,218195,197958,217845,195810,125256,118668
901831,"Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences",23555,27254,32585,19983,20910,22949,23335,23251,25635,24659,,445883,448517,472711,380460,363394,355498,472022,510784,569496,695890,,136295,167438,190322,175147,167943,195550,215070,228516,219384,278530
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),77918,77756,37318,8124,5458,112519,12002,63640,17339,24618,,1209592,707507,592146,295148,979246,471058,461965,375144,320073,410468,,336921,341999,144518,91828,474572,597472,182029,254340,213716,178026
844010,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",25864,25270,20291,16362,14995,21764,28403,22220,25268,24584,,314520,307511,276878,221607,222030,237179,208458,188262,151225,153776,,60295,74951,71025,46714,46521,63991,80048,70189,60667,73805
291614,Esters of methacrylic acid,28317,42225,20958,22171,18112,17679,33497,25956,29888,24569,,337463,347396,338571,269411,237141,291708,325149,237867,209399,319824,,496231,505979,600880,379637,246119,290063,409575,358430,362617,225886
392112,"Plates, sheets, film, foil and strip, of cellular polymers of vinyl chloride, unworked or merely ...",15752,18776,17513,15227,20704,24517,17981,15316,18068,24565,,265043,283288,313868,265458,282331,302595,322372,296002,255736,316926,,127341,149169,166727,177376,178377,153423,151133,158307,164060,151512
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",1291,2924,1675,2266,5879,4760,5624,10618,15906,24558,,799986,846228,791624,757508,745540,751317,779186,638426,574306,742852,,463489,477553,811972,830049,854694,707803,1234863,2122186,3427885,5192941
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",16261,27752,23936,29624,24390,28077,22276,18533,26963,24241,,374539,400977,427280,338077,339819,347606,367819,353746,360376,414314,,280177,312721,330632,328570,375592,335237,400701,422739,440008,493919
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excluding those of vinyl ...""",12757,13407,17021,18960,19588,19845,24068,18014,21216,24127,,238012,241593,224865,224826,233557,242304,256956,224933,241306,258659,,118995,127348,131947,155777,157004,167738,183023,180885,160160,196895
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",13552,9074,15450,9487,10447,14343,16972,21154,18122,23955,,0,0,0,0,0,0,0,0,0,0,,90524,92736,98874,96427,101874,112373,153560,152938,182730,259462
851521,Fully or partly automatic machines for resistance welding of metals,53107,39722,37415,37103,17229,43680,58271,57903,38826,23926,,293461,306236,270573,200743,304379,344923,428037,376843,178441,206646,,204662,187510,151608,129717,92941,152306,148629,175108,84679,74729
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",10125,13696,12848,10743,12640,15077,16713,14419,21440,23864,,93347,98860,110727,104937,128094,137424,152638,151634,148736,176524,,120087,127916,132291,128400,128570,146103,156151,127347,122085,148978
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",16705,20074,31065,35692,21453,21847,37584,34294,33116,23798,,305130,368583,389481,276454,329284,371228,447803,399521,319895,360499,,1018900,1043019,1524682,1765424,1866501,1935373,1993298,1746832,2314474,2127138
845730,Multi-station transfer machines for working metal,117015,159154,39121,66141,68944,86145,132791,60292,39981,23769,,243950,271182,181772,176897,172921,203215,208896,180798,155560,138731,,306740,230220,191401,142460,131025,140010,264017,145780,125510,95170
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",6164,8473,8896,14534,12721,12013,14329,15506,17075,23601,,962658,1042418,1130026,1018717,1076184,1157397,1230553,1241033,1313764,1571312,,97003,110662,125234,174826,180250,187244,241331,280725,264980,320786
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",16141,13053,16519,11559,9917,14785,16619,15547,21367,23552,,361230,376916,405173,337673,318161,375030,443935,389469,360093,625304,,115296,119938,133636,121387,115446,140819,186585,168948,160974,206322
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",81036,59955,95804,69853,81395,64590,97807,55237,25024,23400,,831877,897396,857037,675406,697306,711287,806162,713611,709236,832592,,286630,243510,260508,230342,266690,214134,292707,195324,108306,121301
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",16117,18893,19296,17070,16430,19329,23424,20368,19277,23292,,1014413,1087899,1047976,855603,812656,904494,957657,922979,834417,927615,,1376201,1381934,1366156,1879673,2196696,2551765,2573299,2202867,1655358,1308405
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",74788,90628,127807,112830,77071,44301,36093,65001,31717,23205,,2916628,3309171,3270553,2764012,2616991,2890761,3097105,2825444,2604640,3333192,,525489,563566,1076124,795552,462633,316977,342424,453259,350252,333020
902920,"Speed indicators and tachometers, stroboscopes",110370,114618,136854,56653,28068,28002,32816,26078,30250,23166,,637072,675577,735629,634327,630085,755590,1033928,1146858,1133637,1131141,,288328,357762,412807,201655,125323,129052,144556,198801,240679,239686
282110,Iron oxides and hydroxides,17641,22979,23901,28702,29678,30321,22920,23308,25192,23131,,0,0,0,0,0,0,0,0,0,0,,134901,120540,117292,110122,104080,105238,88238,78605,71598,105935
848240,Needle roller bearings,24246,22380,25460,17037,17395,19542,19511,20420,20194,23117,,322625,337788,355659,293474,305821,335735,281934,256111,222834,264298,,122287,147038,169530,158354,160213,140237,112551,103833,103171,123630
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",7701,9948,14235,12538,6681,12968,18923,26446,24711,23026,,33447,35972,44157,44795,52664,54006,65072,75293,74779,78838,,16964,17554,24328,21419,19713,30343,43333,48980,43966,45668
848490,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, ...",8871,9397,14607,11470,11077,12664,18649,19993,19340,22908,,308432,335378,371249,321660,323921,362212,413515,415247,399445,457896,,46904,50518,57040,53291,53281,59754,75865,81421,83678,94153
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",8107,7894,8827,10136,10379,10824,16024,23355,9966,22838,,149945,148495,154526,147526,132410,138362,154024,148906,137501,153411,,107883,95506,99129,92774,87121,94471,111799,113467,88699,100618
820760,Interchangeable tools for boring or broaching,16857,21633,29592,22755,25746,35427,36318,30127,21212,22790,,160021,170547,176380,153319,153237,168106,185460,161183,132126,140389,,45869,50022,60956,50706,51707,66366,68225,59432,45735,48534
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",10103,12883,16440,16838,27238,19679,21482,18306,20332,22748,,773433,720497,770274,673455,729745,798254,820160,821881,899396,914397,,3458143,3580545,3799404,3171868,1949690,1447311,977300,1083047,1087595,1111653
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,66,0,50,218,22733,,0,0,0,0,0,173,1378,6109,12831,13533,,0,0,0,0,0,80004,79753,53444,35768,69404
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",18042,19740,16097,11488,15371,23717,15047,19659,20534,22728,,153593,150167,136512,126606,160299,154422,197860,208069,148965,193180,,81885,74793,68788,52624,56438,90384,82181,65989,55736,47350
860721,"Air brakes and parts thereof for railway or tramway locomotives or rolling stock, n.e.s.",83676,121325,260056,194161,160823,118858,58864,44307,30070,22670,,390374,426464,593351,517817,461281,551573,589445,606655,542475,439812,,272920,302837,576855,382002,337975,250754,185554,145242,139023,121814
320820,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",24139,27874,35902,30060,33770,31485,27592,22792,23879,22623,,686661,723526,785126,644933,673627,739620,865051,838803,823156,925973,,179092,198323,199168,181471,176437,167414,187293,172622,168927,188641
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",10641,3950,0,4,6336,76,23067,0,60347,22473,,64017,56897,56380,36188,42527,43760,70052,34671,83641,66475,,31607,13482,12166,11951,18527,45206,63507,32399,74904,26772
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",5205,2999,3637,3576,3352,2507,4281,9164,10614,22382,,208549,230299,248989,221996,187530,171133,181690,178734,114028,165406,,82525,47666,60939,65163,102008,70306,69841,135372,138009,220085
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",3821,5559,5591,4599,7044,6315,7578,10774,18963,22320,,47742,53572,58262,51880,55373,57732,65015,64432,86364,106734,,8742,10337,12090,11781,15681,16472,15985,18825,24732,38801
902580,"Hydrometers, areometers and similar floating instruments, barometers, hygrometers and psychrometers, ...",14565,29546,33402,24242,93546,44146,19087,47638,19193,22290,,100193,118316,224544,249475,214466,151214,150312,167126,137560,140795,,98061,134393,141441,130100,257788,168228,153535,172344,151573,209381
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,471,0,0,0,64,869,4207,38095,22282,,676083,853837,914067,739351,734072,883995,1106191,997683,961976,1504130,,6078,7016,5426,4207,2496,61180,123524,189879,563727,595610
830820,"Tubular or bifurcated rivets, of base metal",3667,4560,5961,5732,4033,7447,10241,13619,17520,22182,,59419,72111,77766,71248,80411,98501,119692,116217,107526,121433,,20371,22598,26072,25675,25613,29291,35271,38622,53851,69482
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",20822,18919,38075,32031,24890,25835,23003,25481,14837,22102,,286087,288107,226430,187995,311737,261045,181334,203114,194990,207677,,188775,124913,113857,134959,115287,124778,131675,152363,90333,135087
853949,Ultraviolet or infra-red lamps,8685,10260,12053,12808,12812,15793,17690,18381,18727,22038,,151818,150842,152688,150076,159827,185074,188410,180346,172344,202659,,71269,81735,91399,92145,101592,127378,133497,137397,158042,153344
490290,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",23094,14028,23623,18723,11485,26682,33566,49955,39025,22017,,860057,827134,758258,601061,576267,581595,558431,458033,334003,361564,,214087,209758,237437,234361,135000,225224,365655,362340,389031,198047
841899,"Parts of refrigerating or freezing equipment and heat pumps, n.e.s.",4159,6332,9885,7424,2726,3983,4117,6127,8404,22015,,420269,419822,452144,368914,386155,388632,422429,403105,402380,452222,,109987,101256,102458,84312,79865,82928,100260,92229,104452,129333
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",13036,20194,14353,22972,32259,26706,29364,22105,23501,22006,,715115,1086121,893275,856996,767827,845671,874403,794231,865196,841517,,160027,307247,454469,436985,469930,553797,785190,680998,681373,639449
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excluding ...",2234,3065,3778,2643,3307,3612,7304,8863,10593,21915,,287628,324108,343834,311678,275602,288872,341418,225471,237387,485354,,111517,120767,157355,152008,161836,214880,223519,206145,236934,249445
851822,"Multiple loudspeakers, mounted in the same enclosure",9489,11054,10915,9611,12092,14732,16150,20993,15674,21737,,226931,236760,258016,254826,267563,316164,345510,368822,299869,332249,,204586,221621,255674,250351,249658,252415,283221,294852,250694,280149
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),38386,49303,30402,30286,22962,25681,36289,46774,19735,21545,,470932,504258,604048,510681,521844,584382,663285,655067,605853,712632,,715303,811183,821741,771293,615714,699665,910994,807907,832421,898990
730431,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",40053,31806,38219,23289,26370,28949,24324,25333,14297,21464,,377719,340959,346343,272724,280729,289950,350588,308438,233368,361492,,79440,73981,87553,63201,55892,58976,61009,48668,31896,43886
842211,Dishwashing machines of the household type,7165,12830,17330,35008,23505,77207,38077,18057,23236,21425,,868660,957320,930995,840384,874063,1019031,947654,948437,972449,997576,,13441,26064,39745,67571,63243,151008,129242,64976,108881,64862
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",18704,24091,24031,23259,24299,18563,19642,15846,17929,21420,,84562,72973,65223,50859,48291,64176,69497,66949,64587,74469,,274859,243739,234342,169474,168125,147933,169606,171111,170002,188590
381220,"Compound plasticisers for rubber or plastics, n.e.s.",26198,27931,30854,23394,20330,22727,23385,21986,18741,21374,,148716,160445,165265,141699,138613,151617,160326,143516,126537,168126,,116111,119696,129469,113598,119719,124609,125624,99571,94264,105917
294200,"Separate chemically defined organic compounds, n.e.s.",935,1083,1593,1545,944,869,1261,5427,6087,21367,,37249,39234,39698,20513,15800,15195,17140,17521,23542,39039,,25293,24171,48065,36541,20311,27638,32445,41178,34357,51774
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",103454,73624,86163,86053,49253,75697,63309,77830,19795,21292,,634960,680261,436835,328984,275454,318176,414383,321716,249357,289214,,327641,275682,278855,226970,161768,212510,188038,165300,105861,88471
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",18398,16912,30737,28315,23755,26100,44930,30685,29295,21231,,449922,393847,387224,359655,307866,379615,377189,343532,280252,305650,,124705,111039,164943,166805,168304,189456,212067,214207,178304,153199
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",21471,21772,31481,24575,17729,14224,14786,15825,19900,21219,,477162,518298,577485,368399,357390,325113,380553,323819,332566,424114,,417345,376047,315321,310773,293686,306191,350622,332742,318718,349861
844110,"Cutting machines for making up paper pulp, paper or paperboard (excluding bookbinding machinery ...",45784,12283,23190,20077,19610,18643,28618,8920,26203,21170,,355985,344412,303710,264453,241648,314001,305412,261928,278761,285225,,134406,85604,80691,66351,55255,54974,74579,34978,52870,80546
830120,"Locks used for motor vehicles, of base metal",46611,63680,72254,47935,40876,52113,50547,27724,20550,21151,,419958,479059,557376,492302,504032,573690,588922,503527,436746,469728,,209161,232432,275992,240100,243715,227117,211577,165294,153568,190564
851440,Equipment for the heat treatment of materials by induction or dielectric loss (excluding ovens ...,49791,49499,44379,39914,24127,30763,23110,14178,10380,21079,,160134,148798,148961,124680,97418,140072,134175,114061,91301,100370,,157815,141296,104799,113407,77883,83009,91450,73941,55650,62911
390230,"Propylene copolymers, in primary forms",25552,13840,19205,14957,16686,24215,27850,19845,24241,20935,,1174872,1067299,1136677,1001483,1069458,1255951,1322189,1138665,1019261,1501525,,1914908,2280725,2356596,2002131,1876375,1999005,2104257,2119622,2199094,2051715
846420,"Grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like ...",13338,11526,19329,18521,16605,15176,17973,19282,30593,20901,,138372,101683,123103,89466,83956,92568,108261,150618,137626,168790,,332052,246112,334993,148762,121320,228244,308545,240663,220342,266260
731823,Rivets of iron or steel (excluding tubular and bifurcated rivets for particular uses),15762,17095,19981,15941,17264,19944,21529,18035,19955,20886,,110541,116974,137366,117905,126289,139416,160664,145511,131190,159018,,95697,90309,95135,79200,95472,89541,86160,71937,67122,72254
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",15087,12296,12172,11502,14829,13871,15899,17169,21646,20878,,6302288,6127135,5723153,4543412,4139065,4797725,5359399,4643730,4208919,4623316,,7565968,7294149,6413234,5372264,4717869,4728272,4720712,4298222,3730453,3928964
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",21825,19310,20157,17039,18628,16453,17578,25079,19806,20802,,132520,145827,149283,132917,138150,152739,173021,169882,174847,206725,,54566,48875,41806,41103,40874,43001,49925,54123,44397,53617
590290,"Tyre cord fabric of high-tenacity viscose rayon yarn, whether or not dipped in rubber or plastic",4,219,827,2053,7018,11507,14502,13652,9663,20802,,77454,79429,85160,0,0,0,0,0,0,0,,6819,9066,17481,21538,31250,37930,43990,42662,41352,49779
