Product code,Product label,Viet Nam's imports from Saudi Arabia-Value in 2012,Viet Nam's imports from Saudi Arabia-Value in 2013,Viet Nam's imports from Saudi Arabia-Value in 2014,Viet Nam's imports from Saudi Arabia-Value in 2015,Viet Nam's imports from Saudi Arabia-Value in 2016,Viet Nam's imports from Saudi Arabia-Value in 2017,Viet Nam's imports from Saudi Arabia-Value in 2018,Viet Nam's imports from Saudi Arabia-Value in 2019,Viet Nam's imports from Saudi Arabia-Value in 2020,Viet Nam's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",0,0,0,0,0,0,0,0,0,,,0,0,0,31,15,16,85,0,0,0,,286,217,210,410,472,224,156,233,551,3223
830170,"Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating ...",0,0,0,0,0,0,0,0,0,,,0,0,0,13,35,16,7,0,0,0,,2742,3951,4773,5854,6129,3790,3170,2151,2542,2135
830260,Automatic door closers of base metal,0,0,0,0,0,0,0,0,0,,,120,239,221,178,565,39,124,11,7,6,,2474,2031,3491,3199,3575,4839,4259,4741,4319,14886
830520,"Staples in strips, of base metal",0,0,0,0,0,0,0,0,0,,,0,0,0,9,2,7,0,0,0,0,,635,1036,1422,1823,1826,1763,2111,2713,3239,4776
830790,"Flexible tubing of base metal other than iron or steel, with or without fittings",0,0,0,0,0,0,0,0,0,,,294,0,0,18,4,85,34,0,5,0,,2064,5122,3127,4922,7526,7314,4348,2692,565,4228
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",0,0,0,0,0,0,0,0,0,,,965,261,200,291,279,345,408,0,0,39,,10862,11302,11345,12341,12087,12597,16642,17045,13989,5597
840310,"Central heating boilers, non-electric (excluding vapour generating boilers and superheated ...",0,0,0,0,0,0,0,0,0,,,97,69,0,12,100,16,21,0,0,39,,1609,1094,548,1113,982,510,624,623,704,1027
840420,Condensers for steam or other vapour power units,0,0,0,0,0,0,0,0,0,,,0,0,0,601,11,150,0,0,0,0,,13559,10165,2088,8894,6887,356,1906,10298,54300,764
840490,Parts of auxiliary plant of heading 8402 or 8403 and condensers for steam or other vapour power ...,0,0,0,0,0,0,0,0,0,,,50,200,0,1,214,382,0,0,0,0,,63458,35743,24956,11414,139531,2760,13183,6764,772,44657
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,,,75,0,6893,201,0,0,0,0,0,0,,112185,122914,5848,63134,305440,167092,77645,654,147,7929
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,0,0,0,0,,,47,0,43,5,6,11,7,0,0,0,,0,524,675,1041,2040,2245,2503,2982,2383,20580
840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",0,0,0,0,0,0,0,0,0,,,902,465,2596,636,29,105,115,0,0,0,,66799,66606,66628,74359,81243,92760,84768,73095,70117,87567
840999,"Parts suitable for use solely or principally with compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,,,12487,10965,8740,7050,6543,901,3290,0,0,2,,36868,29515,33312,39529,40426,35043,36415,46846,54696,88999
841210,Reaction engines other than turbojets,0,0,0,0,0,0,0,0,0,,,0,444,0,49,1,19,84,0,134,0,,54,5,13,131,55,746,70,112,43,258
841231,"Pneumatic power engines and motors, linear-acting, """"cylinders""""""""",0,0,0,0,0,0,0,0,0,,,39,0,0,43,1,34,53,0,0,0,,4534,5332,7939,10353,13042,15970,20934,24527,23575,23351
841319,"Pumps for liquids, fitted or designed to be fitted with a measuring device (excluding pumps ...",0,0,0,0,0,0,0,0,0,,,12914,6306,4452,12469,2931,3899,3992,396,246,325,,12912,11916,9286,14969,9419,9493,10313,14291,17976,11534
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",0,0,0,0,0,0,0,0,0,,,91,142,1891,1479,3131,98,3175,0,0,943,,11139,9750,11307,12459,15404,14942,16371,21649,31587,66048
841382,Liquid elevators (excluding pumps),0,0,0,0,0,0,0,0,0,,,7329,6675,1149,4601,640,1910,1258,1783,10,0,,12459,7946,13021,15354,11152,9578,14988,23456,9475,680
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",0,0,0,0,0,0,0,0,0,,,519,832,449,536,829,685,695,86,230,182,,34094,32641,35794,50437,58358,52045,59026,63943,57442,117077
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",0,0,0,0,0,0,0,0,0,,,0,0,0,63,30,172,14,0,0,0,,9269,10704,12088,16744,15165,21198,22170,24575,22704,27025
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",0,0,0,0,0,0,0,0,0,,,8795,9267,16749,14473,9634,26307,32057,23683,13272,11781,,42409,60970,61718,77242,104631,86896,88992,96023,82276,155367
841720,"Bakery ovens, incl. biscuit ovens, non-electric",0,0,0,0,0,0,0,0,0,,,108,871,29,198,1368,314,270,0,0,1,,1645,793,1088,828,1413,1808,6106,1813,2526,3050
841821,"Household refrigerators, compression-type",0,0,0,0,0,0,0,0,0,,,2982,3549,1990,2938,1971,1788,3152,0,0,1,,158226,195821,179452,234188,244507,159949,89349,84517,20150,28285
841960,Machinery for liquefying air or other gases,0,0,0,0,0,0,0,0,0,,,367,0,37,9,1753,2648,253,0,0,0,,2798,2046,16468,1426,1395,690,546,1765,1859,41422
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",0,0,0,0,0,0,0,0,0,,,2174,2055,803,676,1243,635,918,454,0,3341,,8913,30379,96760,85248,18359,16812,25398,15888,12640,46632
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",0,0,0,0,0,0,0,0,0,,,0,0,34,7,17,108,1168,526,0,51,,1237,1859,1434,1470,1930,2479,2599,2519,1461,3585
842211,Dishwashing machines of the household type,0,0,0,0,0,0,0,0,0,,,109,395,223,366,7246,9784,8687,26,0,22,,856,1175,1644,2102,2419,3452,7305,8321,15304,25888
842310,"Personal weighing machines, incl. baby scales; household scales",0,0,0,0,0,0,0,0,0,,,0,0,0,13,2,32,39,0,0,0,,654,923,1056,1107,1487,1791,2418,2355,2723,16136
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines ...",0,0,0,0,0,0,0,0,0,,,1793,2577,2616,1807,2736,10492,3263,9565,11543,6194,,14409,15548,33687,18321,23352,25299,28261,39781,46532,102178
842539,"Winches and capstans, non-powered by electric motor",0,0,0,0,0,0,0,0,0,,,239,2037,2025,794,654,3656,1968,0,0,1,,14751,17773,7677,8603,8571,7302,5335,6985,9049,5096
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",0,0,0,0,0,0,0,0,0,,,1206,706,922,17430,4303,4626,1798,671,0,502,,8866,10431,11543,10321,12321,12447,12225,5225,5070,5600
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,2,0,0,0,0,0,,8470,6394,3452,10292,12971,4894,2913,3871,2637,1112
842840,Escalators and moving walkways,0,0,0,0,0,0,0,0,0,,,76,0,50,14,44,2,117,0,0,0,,10579,12779,11360,12900,13453,11939,20242,12809,9203,4710
842911,"Self-propelled bulldozers and angledozers, track laying",0,29,0,0,0,0,0,0,0,,,9977,4356,5693,15365,10698,25878,23337,212,0,0,,20131,13447,16884,25417,32345,21127,22069,14534,15106,22040
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",0,0,0,0,0,0,0,0,0,,,115,1175,6212,2783,1030,1573,16391,0,0,0,,4294,5046,11658,22384,26099,19129,12938,9064,5659,14842
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,0,0,0,0,0,0,0,0,0,,,9581,9218,7155,11457,7129,11063,9273,0,0,48,,20217,20442,16133,35248,31826,21244,32498,21795,21610,21164
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",0,0,0,0,0,0,0,0,0,,,1262,0,1921,559,229,185,1952,21,0,0,,768,938,1388,1852,1975,1995,3055,2428,1086,1249
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",0,0,0,0,0,0,0,0,0,,,525,98,1170,254,90,85,85,12,12,0,,3924,4122,2590,5575,5192,4467,4629,5519,3999,9827
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",0,0,0,0,0,0,0,0,0,,,3032,815,153,111,56,13,32,0,0,0,,4646,3179,3461,3341,3510,4331,2705,4279,608,1620
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,0,0,0,0,0,0,0,0,0,,,89,128,0,54,13,1,11,0,0,0,,14499,8319,13931,26387,61495,43423,38316,37414,29256,22754
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",0,0,0,0,0,0,0,0,0,,,0,189,0,38,21,1,0,0,0,0,,99,149,141,661,545,2167,1756,760,264,4863
844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, ...",0,0,0,0,0,0,0,0,0,,,345,0,133,33,232,174,98,0,27,50,,9864,8548,8718,8728,8561,14677,11819,10652,9837,7347
844339,"Printers, copying machines and facsimile machines, whether or not combined (excluding those ...",0,0,0,0,0,0,0,0,0,,,90,153,161,373,710,706,611,4,27,0,,9545,16332,18876,9463,67114,23707,12223,15403,21181,29826
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",0,0,0,0,0,0,0,0,0,,,0,41,2666,21,1,13,48,0,0,0,,3999,4423,6191,12682,14740,22973,15354,15013,10169,10066
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,0,0,0,0,0,0,0,0,,,0,0,0,7,0,0,19,0,0,0,,49272,68802,147366,127182,112813,75569,155076,154139,42321,23593
844842,"Reeds for looms, healds and heald-frames",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,3498,2609,3522,3106,3408,4447,4930,5631,3740,3438
844849,"Parts and accessories of weaving machines """"looms"""" and their auxiliary machinery, n.e.s.""""",0,0,0,0,0,0,0,0,0,,,0,0,0,5,0,7,0,0,0,0,,6859,6808,7799,7780,11089,13067,16343,13031,8126,20133
845210,Sewing machines of the household type,0,0,0,0,0,0,0,0,0,,,29,0,0,278,38,66,88,0,0,0,,634,1247,812,3753,2753,2248,57,48,325,4813
845430,Casting machines of a kind used in metallurgy or in metal foundries,0,0,0,0,0,0,0,0,0,,,0,55,0,11,0,0,24,0,0,0,,43635,62050,158892,124728,38520,45354,57524,74213,49941,33867
845530,Rolls for metal-rolling mills,0,0,0,0,0,0,0,0,0,,,496,316,68,864,171,45,79,6,0,9,,13232,12790,20003,34101,36942,40752,48341,51307,28532,44883
845590,"Parts of metal-rolling mills, n.e.s.",0,0,0,0,0,0,0,0,0,,,0,0,0,101,783,1321,15,0,0,23,,8788,17775,13741,10741,10992,18684,21756,32047,11601,43111
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,177,1274,1367,945
845710,Machining centres for working metal,0,0,0,0,0,0,0,0,0,,,30,0,0,0,50,4,31,0,0,0,,20311,16842,85447,688517,46497,46072,92920,95503,83472,139912
845720,"Unit construction machines """"single station"""", for working metal""""",0,0,0,0,0,0,0,0,0,,,0,0,80,19,0,790,370,0,0,0,,1770,1771,4039,1421,3222,5043,5340,6390,1619,541
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",0,0,0,0,0,0,0,0,0,,,99,215,609,707,131,205,406,0,0,0,,25339,29647,19936,21907,18735,24702,27744,17339,9981,4423
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),0,0,0,0,0,0,0,0,0,,,0,267,55,3,11,0,67,0,0,0,,3999,1153,1822,1784,1284,3679,0,0,0,
846029,"Grinding machines, for working metals, metal carbides or cermets, in which the positioning ...",0,0,0,0,0,0,0,0,0,,,0,167,0,0,18,246,148,0,0,0,,14024,8056,8871,10393,19481,15526,23499,24023,14529,4759
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,,,74,0,0,1578,36,0,1046,0,0,0,,1403,481,371,483,1180,585,634,375,247,749
846130,"Broaching machines, for working metals, metal carbides or cermets",0,0,0,0,0,0,0,0,0,,,0,0,0,9,1,2,0,0,0,0,,1619,1802,2030,1461,1746,967,2424,1672,942,408
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",0,0,0,0,0,0,0,0,0,,,107,28,64,406,13,439,115,0,0,10,,7436,3414,4939,6132,4339,5275,5937,5670,3166,5616
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",0,0,0,0,0,0,0,0,0,,,0,0,110,305,0,246,954,0,0,0,,4207,4986,28586,10979,9222,16918,12339,19584,19720,24434
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",0,0,0,0,0,0,0,0,0,,,0,0,265,306,573,153,193,6,0,0,,29289,21313,23245,24861,24399,39720,26465,18318,19051,13159
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",0,0,0,0,0,0,0,0,0,,,45,79,93,61,280,86,4,4,0,0,,32842,29063,35832,60690,70508,64402,85345,77312,85230,12667
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",0,0,0,0,0,0,0,0,0,,,118,567,1218,425,611,371,1380,65,25,16,,128036,34572,42224,60399,76254,82942,90111,119850,39688,44075
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1324,4067,5191,3124
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",0,0,0,0,0,0,0,0,0,,,0,0,0,10,54,12,59,0,0,0,,6093,9920,21151,41601,23831,22006,32518,39408,35142,34404
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",0,0,0,0,0,0,0,0,0,,,220,0,220,36,263,99,155,0,0,0,,75459,7652,6466,10868,11107,9186,11660,15481,8704,29454
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",0,0,0,0,9,0,0,0,0,,,1845,124,636,283,3113,3365,5319,0,0,0,,87925,94254,142234,131224,147224,167654,147954,172203,194692,118865
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",0,0,0,0,0,0,0,0,0,,,0,0,0,1,3,16,0,0,0,0,,269,59,106,98,66,45,103,205,80,158
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",0,0,0,0,0,0,0,0,0,,,103,341,413,279,952,712,97,0,0,0,,2147,201,247,1235,320,1504,2612,3066,4048,8301
847420,Crushing or grinding machines for solid mineral substances,0,0,0,0,0,0,0,0,0,,,172,397,501,1207,496,1179,2248,3,0,0,,62622,111014,73463,78126,179307,114500,87378,64252,116195,47168
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,0,0,0,0,0,0,0,0,0,,,0,0,0,261,14,4372,35,10,0,27,,4135,4313,8125,20763,10716,7198,14574,8228,10673,10144
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,0,0,0,0,0,0,0,0,0,,,0,106,0,22,2,0,0,0,0,0,,10,1,16,64,264,855,1627,2071,820,1571
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these ...,0,0,0,0,0,0,0,0,0,,,31,91,29,1070,1227,2085,3584,234,0,57,,33356,26624,32302,43617,47847,46395,59276,48784,45067,134891
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",0,0,0,0,0,0,0,0,0,,,196,388,561,41,77,64,13,4,0,0,,926,2237,957,2433,2576,2364,1297,1818,2097,215
847989,"Machines and mechanical appliances, n.e.s.",0,0,0,0,0,0,0,0,0,,,6921,2751,6218,8243,6797,12924,6767,324,102,134,,457395,726909,643986,857013,938223,2890186,1140655,1125335,1100473,1555067
848010,Moulding boxes for metal foundry,0,0,0,0,0,0,0,0,0,,,0,0,0,58,8,4,33,165,27,31,,35003,21667,17746,20689,20512,19871,18796,16545,12228,8670
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),0,0,0,0,0,0,0,0,0,,,0,0,0,7,22,297,3,0,0,0,,2663,1299,1769,5826,3410,6834,10550,7438,2125,2955
848120,Valves for oleohydraulic or pneumatic transmission,0,0,0,0,0,0,0,0,0,,,139,139,0,318,257,201,1221,7,286,5,,23762,23727,25227,32371,37678,32372,41342,39135,28520,49026
848280,"Roller bearings, incl. combined ball-roller bearings (excluding ball bearings, tapered roller ...",0,0,0,0,0,0,0,0,0,,,142,50,116,397,45,172,301,0,0,1,,26306,21604,20514,19413,21378,22014,18570,20542,22223,18470
848610,Machines and apparatus for the manufacture of boules or wafers,0,0,0,0,0,0,0,0,0,,,0,268,683,108,3,55,149,0,0,0,,12249,13192,17524,23707,18168,14731,149706,41694,18317,9801
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",0,0,0,0,0,0,0,0,0,,,3336,483,666,3254,865,1512,1568,5682,4443,291,,25864,25282,35430,33507,40088,41413,45055,43582,43382,53582
850590,"Electromagnets and electromagnetic lifting heads, and their parts (excluding magnets for medical ...",0,0,0,0,0,0,0,0,0,,,0,1406,0,22,11,117,81,12,0,0,,47556,49082,48610,55926,56309,64264,66267,64158,71583,62841
850730,Nickel-cadmium accumulators (excluding spent),0,0,0,0,0,0,0,0,0,,,967,138,64,7,80,1179,37,0,0,165,,691,1475,2640,2106,1788,2041,1107,2199,3385,6378
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",0,0,0,0,0,0,0,0,0,,,47,0,0,1,17,210,695,0,0,0,,2055,1659,1304,2295,2723,3120,3120,5193,10923,33668
851010,"Shavers, electric",0,0,0,0,0,0,0,0,0,,,103,110,71,55,38,12,18,0,0,0,,172,273,347,572,867,1063,1993,3606,3145,6145
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,0,0,0,0,0,0,0,0,0,,,6083,3160,1900,878,2866,3422,9806,68,1191,9,,4144,7109,14930,9309,12104,8738,10754,14973,9657,19373
851310,Portable electrical lamps designed to function by their own source of energy,0,0,0,0,0,0,0,0,0,,,2363,1584,1032,1213,724,555,420,54,0,2,,4383,4620,6010,7104,10144,9178,9394,7158,14243,85693
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",0,0,0,0,0,0,0,0,0,,,0,0,0,73,159,447,0,0,15,0,,410,632,265,336,108,562,237,454,541,758
851829,"Loudspeakers, without enclosure",0,0,0,0,0,0,0,0,0,,,0,665,0,87,109,134,2522,0,0,0,,176932,211226,184351,211283,146389,160147,164566,165283,218272,479902
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",0,0,0,0,0,0,0,0,0,,,2128,580,97,277,243,2370,126,0,0,0,,235891,324705,348834,436121,459908,616467,649190,686818,699030,644737
851950,Telephone answering machines,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,28,15,0,0,0,,19,23,18,33,23,21,18,9,13,279
852589,"Television cameras, digital cameras and video camera recorders (excl. high-speed, radiation-hardened ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
852610,Radar apparatus,0,0,0,0,0,0,0,0,0,,,86973,90422,75612,61591,5223,3125,3579,0,0,0,,29332,39024,8496,11104,17645,5847,29644,12666,7620,7380
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",0,0,0,0,0,0,0,0,0,,,88,0,0,0,5,46,174,0,0,0,,4800,3786,7053,19376,15480,4877,5072,6951,3326,10553
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",0,0,0,0,0,0,0,0,0,,,0,0,215,3,11,3,0,0,0,0,,132,378,803,1955,3564,3413,2466,1647,1250,28131
852842,"Cathode-ray tube monitors """"CRT"""" capable of directly connecting to and designed for use with ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,478,334,361,1982
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",0,0,0,0,0,0,0,0,0,,,2295,3673,1547,10018,911,1797,1463,0,0,26,,26277,32548,30098,28192,32450,32972,38384,34559,24167,17790
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,,,22684,1954,1906,235,1311,987,903,0,0,0,,31,2,23,24,25,11,19,36,25,48
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",0,0,0,0,0,0,0,0,0,,,3403,2030,1649,10364,1032,3006,1475,26,0,0,,40735,51793,54530,59136,63215,50904,62462,72506,79064,110863
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",0,0,0,0,0,0,0,0,0,,,0,0,0,6,2,0,0,0,0,0,,22566,28621,29058,33832,44279,46019,62318,71072,80325,157012
853230,"Variable or adjustable """"pre-set"""" electrical capacitors""""",0,0,0,0,0,0,0,0,0,,,0,0,0,898,6,481,0,0,0,0,,580,1028,1882,2205,3915,3313,3442,3161,4220,6394
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",0,0,0,0,0,0,0,0,0,,,0,0,0,6,3,7,0,0,0,0,,3037,3077,2060,2267,2545,9167,39502,2085,4683,9401
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",0,0,0,0,0,0,0,0,0,,,3635,4540,1662,1841,1200,971,2084,2564,4242,5016,,34564,46874,39659,66368,42573,66335,50348,85940,53523,37762
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),0,0,0,0,0,0,0,0,0,,,2544,1152,2579,3820,2675,3372,6733,1209,4781,7485,,92944,102828,105942,131683,174994,189592,194463,226449,293858,268333
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",0,0,0,0,0,0,0,0,0,,,3859,777,2518,1552,5265,7730,11494,7338,11313,15199,,9060,10942,14084,20400,42551,38096,19373,32248,25478,25668
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",0,0,0,0,0,0,0,0,0,,,335,224,477,1019,1238,275,460,0,0,29,,6899,5956,6123,7107,7574,8949,9048,7841,4793,20035
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,1,17,0,0,0,,10,234,171,195,210,49,83,0,1,
854110,Diodes (excluding photosensitive or light emitting diodes),0,0,0,0,0,0,0,0,0,,,0,0,0,141,1,4,0,15,0,0,,103637,132977,168908,186916,185400,228675,231665,264541,318827,284167
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",0,0,0,0,0,0,0,0,0,,,551,0,51,222,590,102,292,75,115,656,,239574,374237,324056,522706,635755,866923,1723199,3095809,5073553,2812908
854310,"Electrical particle accelerators for electrons, protons, etc. (excluding ion implanters for ...",0,0,0,0,0,0,0,0,0,,,0,85,0,152,13,2808,5339,0,6772,0,,9,10,215,7,3,839,8,3038,3248,6247
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",0,0,0,0,0,0,0,0,0,,,0,0,0,811,5605,22482,1088,38,0,0,,100120,67233,78379,81104,100031,94603,140271,133030,118495,134529
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",0,0,800,0,0,0,0,0,0,,,16451,6991,5567,6615,4826,754,2823,747,336,669,,174748,226059,219721,245182,256402,276635,252665,334783,533211,778861
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",0,0,0,0,10,0,0,0,17,,,14702,1795,2287,4238,3066,4228,18591,34558,19985,21601,,257136,314361,297665,369628,389973,495296,567721,727023,813539,940218
860120,Rail locomotives powered by electric accumulators,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,2265,539,840,786,872,614,858,754,1124,983
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,25,12,0,0,16,,362,383,292,339,684,1391,1051,421,535,138
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,22487,18276,19116,42746
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9393,10032,11154,17412
870323,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",0,0,0,0,0,0,0,0,0,,,232924,282837,303579,196504,258303,320870,193216,0,0,0,,86387,99180,174433,217958,321933,448846,309600,646472,519046,1363288
870331,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,5,10,11,0,0,0,,0,0,0,0,0,411,0,0,0,22504
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3142,8021,31216,81172
870410,Dumpers for off-highway use,0,0,0,0,0,0,0,0,0,,,2028,3673,1986,2024,668,5862,1580,0,0,0,,22338,24610,21956,58204,19378,17120,10408,85848,44061,42751
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,0,0,0,0,0,0,,,4181,5858,11098,11858,13288,13787,20352,157,725,832,,185453,183870,460095,1017577,380261,303292,24607,92818,107023,345046
870530,Fire fighting vehicles (excluding vehicles for transporting persons),0,0,0,0,0,0,0,0,0,,,35,0,947,71,0,1427,1127,0,0,0,,13119,18449,23647,17162,51395,41726,28335,33129,24978,10773
870590,Special purpose motor vehicles (other than those principally designed for the transport of ...,0,0,0,0,0,0,0,0,0,,,11284,6288,30315,7759,8127,29135,16750,198,0,0,,44662,47008,58527,98363,132201,147190,100774,165273,113549,79885
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",0,0,0,0,0,0,0,0,0,,,0,0,0,30,32,27,129,0,0,0,,6011,9102,16012,26489,43655,35755,56340,69975,84816,90713
870911,"Electrical vehicles not fitted with lifting or handling equipment, of the type used in factories, ...",0,0,0,0,0,0,0,0,0,,,783,0,50,308,101,1197,814,0,11,0,,386,351,884,1224,1858,12001,3266,7515,7258,1681
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,0,0,0,0,0,0,0,0,,,876,564,241,258,365,615,314,0,0,0,,3150,4420,9538,20240,18435,14569,24100,26247,20276,17188
