Product code,Product label,China's imports from Japan-Value in 2012,China's imports from Japan-Value in 2013,China's imports from Japan-Value in 2014,China's imports from Japan-Value in 2015,China's imports from Japan-Value in 2016,China's imports from Japan-Value in 2017,China's imports from Japan-Value in 2018,China's imports from Japan-Value in 2019,China's imports from Japan-Value in 2020,China's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",23574,21997,22661,19718,24520,26837,31207,28376,27694,35255,,108561,94605,95043,89115,89298,90601,99732,94848,95080,125903,,152171,140345,138345,141857,142153,152893,174425,177246,194485,235207
560314,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",33226,25139,29335,29066,24682,28035,27748,28132,29804,34958,,96256,78276,78330,67026,56690,62013,67968,62513,62831,69769,,86959,83452,98678,84177,79972,82346,77934,88833,90181,105003
900319,"Frames and mountings for spectacles, goggles or the like (excluding of plastics)",20723,19377,14678,13976,14134,15117,20931,28577,25982,34933,,104602,89003,86277,76091,81084,87607,102149,120739,88035,119553,,63663,68866,58346,53655,58098,75717,80558,92717,84785,103872
911490,"Clock or watch parts, n.e.s.",83452,65885,69455,71811,62571,61930,57889,41787,31517,34818,,109564,88263,85029,71926,63675,65296,70194,81968,59415,65998,,174413,156009,179785,172430,148086,141456,143897,128433,108160,88291
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured",58523,42010,33341,26112,27390,33900,28554,21199,23886,34817,,435514,368278,313828,258090,253476,295213,296826,252632,286131,446231,,172438,129379,104319,87285,86157,101945,99771,71105,69510,86352
950631,"Golf clubs, complete",17589,53786,182341,119570,27599,15582,16019,23342,26581,34757,,277872,254505,260557,242670,244274,251050,288619,274105,288727,368866,,43197,127749,378002,171929,57280,26432,24776,30708,34181,47484
721499,"Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded ...",49622,49208,48623,35749,38098,51123,52869,44576,32024,34503,,419864,349307,367132,333421,310983,353964,389523,337846,197405,358307,,63293,63250,59592,43846,45265,61731,65229,54954,40801,51137
291614,Esters of methacrylic acid,117620,84959,72789,30793,29306,29575,26203,20801,34654,34443,,373080,337301,429424,330312,294565,477302,394414,316057,259877,333536,,496231,505979,600880,379637,246119,290063,409575,358430,362617,225886
390461,"Polytetrafluoroethylene, in primary forms",24797,24638,27848,23324,22415,23792,26665,26939,26674,34424,,73258,77292,83687,77361,76777,76914,74503,76765,68808,89475,,66955,75243,80942,70690,77211,77770,79239,74300,79936,86846
851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",13595,15962,15855,27759,34261,34253,29252,29415,28294,34303,,3153,3555,5677,8966,7681,9319,9658,8380,9304,9943,,220356,107260,135781,199734,217382,228881,271291,216058,231638,216655
650610,"Safety headgear, whether or not lined or trimmed",323,253,544,596,2271,2711,2183,9776,34237,34125,,112028,110850,114376,102210,127541,130336,129000,151597,166797,202463,,7572,9034,12107,12390,16169,19537,20760,34699,64477,67347
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",20803,22524,33031,45302,46015,55456,42574,52976,40227,34062,,336813,303901,249818,233130,200607,192567,195711,215247,282186,206297,,1919152,2362308,2826089,2456526,2506007,2346999,2444217,1828919,2005144,2855683
540219,"High-tenacity filament yarn of nylon or other polyamides (excluding sewing thread, yarn put ...",7560,12915,22548,19900,24440,33015,31804,23656,12358,34000,,159956,157562,180836,147062,155064,173133,158402,103968,81633,111008,,69573,86429,98211,92896,91778,94688,103694,97727,86968,115872
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",69853,66535,67022,54673,50352,52183,53365,44296,33155,33945,,121430,112059,132741,93952,109748,103723,95777,88631,73656,91383,,185631,168825,167111,157274,154482,149504,151231,120106,106062,117359
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",28799,22968,24267,19499,22065,25110,30213,25905,27930,33806,,58470,58295,59670,52546,58161,70986,70380,61258,59999,82594,,86310,88952,103130,87137,89936,112962,134788,121238,129534,155517
811300,"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ...",55098,39124,33449,26652,28576,33970,36047,31705,26318,33804,,22436,25417,26122,17609,20130,23749,27135,22385,20054,29342,,151540,139222,123765,100309,105516,120617,127642,95034,85365,102101
730424,"Casing and tubing, seamless, of a kind used for drilling for oil or gas, of stainless steel",65341,86438,55656,20770,8608,20525,24709,44964,43854,33709,,1325660,1134777,1071025,937111,573022,645319,737462,1216972,1131634,789119,,65925,87129,57082,22032,9155,20849,26591,52877,49372,36961
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",4049,5107,5040,6241,7782,8064,15740,24438,16995,33496,,1144543,803969,1363134,1621309,2280223,1676821,1324684,1052985,409648,829483,,463489,477553,811972,830049,854694,707803,1234863,2122186,3427885,5192941
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",20339,16946,25900,20282,19856,26035,25108,26186,25849,33479,,177012,160191,152320,132749,110339,144063,152309,138503,86196,172774,,34924,30905,48677,36208,39075,54689,50328,43602,42541,53971
850153,"AC motors, multi-phase, of an output > 75 kW",145984,113892,50394,56874,47740,35766,56892,51764,40614,33471,,446157,335341,280108,204955,201337,202944,199548,207465,215427,192308,,578753,606458,529696,379104,270993,271696,333519,345403,340445,445591
790120,Unwrought zinc alloys,30712,28325,26513,34078,32039,40758,46030,32147,21496,33469,,39668,48122,47869,54013,59796,91724,93958,63834,45882,76489,,296252,283928,261511,255004,233435,313730,323884,243707,186204,237311
330210,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, with a basis of ...",32246,30840,27955,27064,27804,28949,34296,33304,28655,33415,,140763,131852,119189,106518,119753,119794,129941,129215,125080,135637,,219742,242839,242376,261199,249186,261680,287326,269409,275295,329715
950730,Fishing reels,278,1164,3232,4186,5757,6327,7793,23843,33744,32972,,68664,70914,76101,75386,86720,85721,95939,112693,119932,138318,,6108,3757,8731,11866,14475,19028,24431,53227,76226,68327
741110,Tubes and pipes of refined copper,65813,40310,35809,29912,29927,26189,22792,19264,17253,32859,,185050,160162,136449,117689,111498,129295,109412,97316,74511,51528,,154207,101921,91094,77875,91713,124891,160665,165489,166002,201443
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",15006,9913,8616,11942,13275,15791,18134,25117,27843,32553,,59121,56048,56424,53160,49416,51251,74888,91006,98030,106847,,28231,24237,28984,30019,27193,31377,38110,39794,50463,51644
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",15555,13013,8312,6107,6918,10231,30584,41199,47475,32465,,46285,47251,45463,40123,56246,66297,84047,96188,119184,163576,,38762,41670,31300,28660,27061,31610,49019,56031,60108,74885
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",49999,49659,43513,30157,27171,23363,37456,24882,25868,32335,,180566,135812,131282,119930,123830,121159,135597,130873,94418,101202,,228424,263714,268608,259653,282728,283159,318998,267438,247760,239235
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",56409,61825,69112,66828,68897,63847,72838,38984,46878,32311,,62272,72531,78373,80386,84396,93761,96411,62438,71479,80766,,372489,295934,315635,311255,344771,378500,644597,499830,533199,679635
848041,Injection or compression-type moulds for metal or metal carbides (excluding moulds of graphite ...,94017,63497,60249,60992,57437,47105,56875,55638,44621,32283,,410872,338543,300624,284049,282094,286805,270013,265378,225488,220016,,202005,211153,207944,189315,176132,135864,157880,134677,93770,83773
730799,"Tube or pipe fittings, of iron or steel (excluding cast iron or stainless steel products; flanges; ...",47259,37278,36650,21744,23864,32339,40214,28977,29869,32196,,216174,221821,208005,161387,165220,180214,191341,171887,129789,160377,,240448,246679,260544,202122,189353,208756,240762,198285,169856,157790
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",38155,43398,29198,36196,22687,35922,45973,46849,35377,32182,,17078,19272,28178,21582,51747,42888,60476,55808,57122,77140,,293282,242686,221638,219997,216081,267480,313628,362628,441422,319442
920120,Grand pianos,15204,11580,15450,17873,18538,21873,24959,29866,28961,32034,,114964,115061,117122,105335,101599,110671,118790,124067,112455,140967,,37821,34951,42537,48712,55003,62200,76363,85883,79443,92073
701820,Glass microspheres <= 1 mm in diameter,10268,14670,16247,16065,20826,23644,22789,21203,24892,32034,,7922,5661,7763,7959,7551,8729,6577,5517,6189,6684,,33194,51119,44575,40530,47141,50919,49850,46918,48279,56307
850690,"Parts of primary cells and primary batteries, n.e.s.",718,283,1302,872,1397,1915,497,4338,16763,31968,,43268,44402,38614,34180,47149,48977,44932,50556,74462,93283,,15141,12650,20273,9532,8630,10728,7228,13807,28000,48484
950710,Fishing rods,13001,12763,10405,12036,12371,12103,14533,17479,23670,31955,,65217,40746,38011,35529,38104,38140,42165,42899,51830,58618,,15941,19865,22254,23174,23155,21843,27268,36740,50816,61622
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",38249,29167,26727,28040,19437,17737,18895,29294,30885,31951,,280721,239312,244117,218043,208551,204129,217408,222771,174696,224067,,72898,53917,57723,61429,45316,44597,50948,58587,53573,54867
400260,"Isoprene rubber """"IR"""", in primary forms or in plates, sheets or strip""""",31639,32522,31343,31456,26702,30917,33803,31944,30916,31842,,145376,155524,156873,160047,156236,175578,177393,171661,173803,196364,,202096,123378,68214,61865,69875,88593,74889,62110,76474,74133
901190,"Parts and accessories for compound optical microscopes, n.e.s.",10736,12083,12903,15807,24226,27829,24010,29113,24098,31809,,143743,116442,114150,109191,110217,122370,152490,150867,135712,166904,,24817,29860,28227,34345,46736,54318,54241,60630,54518,83978
853630,Apparatus for protecting electrical circuits for a voltage <= 1.000 V (excluding fuses and ...,36319,34325,45826,39305,42117,44036,47811,33190,32169,31782,,87117,74590,67585,59547,57897,65197,64104,63431,47796,55406,,535823,493745,393553,382794,444536,603594,658994,641897,723344,767001
850520,"Electromagnetic couplings, clutches and brakes",22474,26777,31239,26216,27485,37986,33565,26716,26377,31692,,90138,72417,61705,63445,73287,66857,66468,59527,55035,74001,,89644,115121,139232,127228,119611,133766,133028,114742,108481,119527
320740,"Glass frit and other glass in the form of powder, granules or flakes",12869,16482,16425,14628,18113,27586,28827,24023,25417,31608,,84339,84431,85299,75398,90273,104974,108259,95787,78751,94940,,37377,46589,49529,51059,57202,69153,71730,76690,79667,90213
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",30327,24976,21798,18148,16906,23220,26859,20183,20602,31530,,45138,42448,51334,46944,41186,52946,56470,48983,43037,59961,,84028,74761,77934,67358,62786,82158,93330,75522,66576,83195
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",18489,17694,19003,14779,15829,19912,22145,28906,26814,31368,,37920,26255,17244,17522,23623,33269,38341,44240,40422,57347,,71636,51804,71799,57954,60664,73221,74888,75296,77054,84164
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",52414,42042,41763,30339,24063,28109,30030,32009,33641,31330,,82936,88508,87930,67798,80228,70846,71937,86456,83712,113678,,130075,113535,128270,111565,94165,107104,109786,96059,94171,87736
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",29870,26177,29260,25070,21241,28682,30123,22192,15059,31262,,99822,63858,52116,38590,33319,49063,43358,31907,29685,37225,,44322,48699,53596,52201,46343,63702,74965,60851,68440,95094
290230,Toluene,59110,152196,149579,61041,42890,17536,16362,28368,28055,31184,,149360,414929,554999,458939,320251,400214,467727,339594,168606,326005,,774567,977875,1059537,525230,472614,342564,256928,219808,194763,145495
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",734,579,436,381,1330,24990,8475,2800,26211,31152,,765,33658,49213,49624,57054,94227,84545,47611,89358,135230,,45783,24288,15296,28796,27417,245453,479255,533893,1362723,1295347
400239,"Halo-isobutene-isoprene rubber """"CIIR"""" or """"BIIR"""", in primary forms or in plates, sheets ...""",61070,106177,86645,55633,58184,35802,36117,51417,42006,31086,,101219,142950,107274,65203,79299,46760,37506,46157,53124,47209,,933530,868752,824438,575019,501002,517886,491874,425219,362949,278395
392112,"Plates, sheets, film, foil and strip, of cellular polymers of vinyl chloride, unworked or merely ...",22436,22829,28219,26569,21860,24143,31548,34712,35983,31038,,17377,13200,16755,19132,22479,20462,22380,26589,23456,25809,,127341,149169,166727,177376,178377,153423,151133,158307,164060,151512
381239,"Anti-oxidising preparations and other compound stabilisers for rubber or plastics (excl. mixtures ...""",0,0,0,0,0,51486,45184,29862,28715,30911,,0,0,0,0,0,57431,61158,50577,47447,59380,,0,0,0,0,0,316632,330935,276416,293231,305119
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",17652,15092,14563,12923,16490,18533,22461,19071,21999,30876,,110264,105376,92408,90805,102724,123507,139401,123505,120027,145773,,75877,84555,75771,85998,80300,88596,140254,123725,122052,124044
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",66443,52157,49213,47610,45608,31160,63935,37695,19195,30810,,73988,71940,68368,53712,43186,38877,51276,50204,35880,27707,,286630,243510,260508,230342,266690,214134,292707,195324,108306,121301
848320,"Bearing housings, incorporating ball or roller bearings, for machinery",15839,19297,19500,16117,18146,22926,22851,22254,24349,30410,,79628,81623,78117,65964,71598,74679,71607,74906,49517,69247,,68217,63343,67633,62463,54375,62275,66682,68089,60445,76685
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",63989,66853,56338,39368,40328,35141,44558,34403,26766,30388,,553314,429785,432683,433792,574467,678545,715006,629413,559942,703049,,937607,1071143,1094738,947554,913262,971193,1068877,1041903,1062529,1152546
901730,"Micrometers, callipers and gauges (excluding gauges without adjustable devices of subheading ...",24293,13985,19172,14225,13797,19731,26735,26466,29514,30374,,179917,146917,163140,148374,140238,143951,171672,171203,128738,149241,,46012,35180,39371,34279,30473,38059,50673,43928,43603,44433
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",10103,10230,13907,14549,15809,20436,24657,26310,25138,30189,,168160,167097,187113,164546,151606,160540,174681,153727,106896,159497,,56400,49181,55927,36257,34686,46241,49918,46346,96426,51554
900130,Contact lenses,629,784,2908,4875,6542,8783,11789,20624,26522,30164,,4755,4342,8032,10482,12150,16553,23853,23352,34081,42497,,81047,107639,121937,148406,215360,257932,321589,372819,390667,542192
844712,"Circular knitting machines, with cylinder diameter > 165 mm",8415,13773,10317,7121,4759,12007,11116,7313,18926,30131,,35870,41870,44853,46995,46139,49295,52318,47812,57961,74163,,40886,50427,32332,28764,16908,27049,28024,22264,22067,44277
600410,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",74976,52414,51765,36696,42426,43181,46816,40670,36757,30118,,175665,141476,133498,112740,114425,111974,111538,104756,89657,88603,,563672,621556,501081,434456,393290,391469,372597,324584,242181,265181
220210,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...",1080,1275,2265,4176,4537,9067,16114,16258,23320,30090,,52809,63488,83934,86800,68418,76484,68206,72139,83965,104806,,7879,10928,18319,32081,40790,114407,111273,107091,197885,236494
843120,"Parts of fork-lift trucks and other works trucks fitted with lifting or handling equipment, ...",25441,33043,36450,34848,33242,36366,41571,34335,22187,29688,,312591,302937,290114,258196,233724,274345,295924,245423,187810,259261,,144307,137972,175928,164667,164057,159695,176411,162691,139592,156600
960719,Slide fasteners (excluding fitted with chain scoops of base metal),70771,65643,53162,48041,47772,45965,44285,37649,31346,29687,,93632,79289,67597,65968,71525,75666,77386,76704,65161,66929,,168378,167794,147696,139566,129504,122665,118114,101153,79786,87385
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",26147,20774,30785,27946,25882,28823,26125,31599,29800,29638,,85975,71902,78485,73370,71864,76816,75339,79013,72827,81125,,60917,58324,69907,61020,61074,76029,63847,55765,55634,52201
722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",31860,40271,52039,87062,54322,30693,34105,36574,35851,29607,,74769,72617,71401,68865,63819,64238,66950,67764,52983,66862,,73389,72521,91492,127179,93156,84008,94772,74567,70458,67442
900410,Sunglasses,9093,6237,21524,23674,7393,20380,23697,22255,24189,29587,,105762,84513,91767,88732,127997,124501,124951,135888,91056,120062,,158963,229393,254871,287312,301643,277987,369207,357239,280724,347580
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",14024,8831,16136,20262,26889,34998,36197,32303,28328,29410,,156876,145058,148359,151514,188022,209455,205673,191479,170758,215548,,36886,36882,44478,53688,62223,63446,56697,45003,40635,44392
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excluding powders of ferro-alloys ...""",19492,19362,19717,17499,16072,24318,23016,26705,27628,29373,,61585,63743,60180,50563,49220,49851,54208,58360,42935,56539,,69549,77120,75631,72470,81481,111508,108712,91794,92161,106909
590390,"Textile fabrics impregnated, coated, covered or laminated with plastics other than poly""""vinyl ...""",76337,59686,50774,42997,41657,40459,40005,36747,32636,29332,,180599,150003,157689,134485,119109,98855,93540,78226,67232,81364,,333722,314144,290727,246750,246479,259898,249760,231712,216477,234105
391231,"Carboxymethylcellulose and its salts, in primary forms",4562,5045,6343,7120,11266,12261,16836,16509,21531,29226,,26723,21661,22468,20897,26438,28052,36643,37074,43916,53819,,13245,16030,16517,17623,25935,29168,34792,34991,40508,52507
842810,Lifts and skip hoists,128540,136202,162261,107828,112093,110077,71300,71742,53715,29102,,197040,191929,223840,202151,210084,205040,168269,154646,127795,79848,,183616,198339,243748,235980,194724,187550,136593,140916,126574,82919
740919,"Plates, sheets and strip, of refined copper, not in coils, of a thickness of > 0,15 mm (excluding ...",7446,8016,8657,10966,12351,11967,18830,25425,22824,29055,,99874,81677,105767,61950,49056,56254,82062,97818,119328,164053,,46701,39917,39163,36541,36583,39935,47458,45757,45619,57321
854790,"Insulating fittings for electrical purposes, of materials other than ceramics or plastics; ...",26291,21062,18829,15669,17848,20917,18661,20474,24540,28867,,43407,33963,33097,39176,56998,82029,94216,113894,132344,136266,,91972,102024,70790,79257,91565,138794,121677,87631,111680,93911
481159,"Paper and paperboard, surface-coloured, surface-decorated or printed, coated, impregnated or ...",47791,46168,49142,40820,34877,34889,35805,28498,27519,28846,,366064,305097,282936,232961,223900,226366,209138,195400,155321,174411,,233098,215333,219414,214530,202562,219657,240619,204553,202209,212522
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",37484,44415,50050,47035,30194,42771,28503,40205,45728,28773,,877350,1400513,1943895,1483907,1071297,1699836,1633144,1527156,872097,1610589,,3363029,3759632,3740186,3994815,3477904,4161497,5834302,4271919,3480420,4812584
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",24098,21559,20169,17222,17773,21108,22854,25132,28058,28630,,112194,95887,90814,77526,89390,96957,96714,93580,84498,100725,,53567,54345,57007,50948,60381,69299,81492,89088,102213,111930
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",37174,27285,35628,42519,43146,41800,42559,42956,28543,28624,,320196,297336,290400,324459,321455,356077,325717,441575,355010,308723,,769891,778687,824471,792658,793012,981642,1180974,1150781,1041771,993313
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",22497,25380,25410,23553,19759,26723,27768,28186,32087,28575,,102911,93135,102124,104495,102657,112781,108917,104432,120087,120701,,262555,290347,312351,278216,252544,274610,272537,287646,267561,296879
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",11359,9611,16516,22731,16030,11069,10310,8872,19389,28400,,94019,89563,91931,96739,79180,78266,96094,90433,69621,92109,,20920,29080,34329,38552,51226,66883,100544,100912,143424,180979
845530,Rolls for metal-rolling mills,57105,32034,22658,28830,26370,27226,40088,42361,38964,28307,,306213,195411,206125,198358,204862,178624,211320,239039,211124,191111,,186386,123689,130326,103745,90206,67676,98557,106097,78078,68929
854089,"Electronic valves and tubes (excluding receiver or amplifier valves and tubes, microwave tubes, ...",23457,17270,16163,15414,19355,33852,32587,25768,29638,28265,,26823,26982,19632,12782,11058,7760,7143,4780,4024,4250,,47057,38781,38260,36286,44612,57454,56028,49214,46250,45798
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",7901,9929,12198,10853,10083,13582,22821,14217,17919,28201,,34776,30250,31723,30678,36960,36970,45179,38660,43253,63785,,40699,38954,49977,40986,57730,101152,113447,109047,129081,146910
392350,"Stoppers, lids, caps and other closures, of plastics",40906,35831,32549,28402,32625,34628,32639,32444,26368,28163,,62669,57945,56414,48670,53006,55429,59681,62856,63363,67196,,181020,171691,184543,174699,174531,194427,218445,214126,210291,224385
720421,"Waste and scrap of stainless steel (excluding radioactive, and waste and scrap of batteries ...",8505,16154,2548,21877,4272,2861,0,0,0,28161,,228696,209946,148417,188684,109312,169869,201460,245164,258062,382600,,152656,30735,47251,38131,13533,12207,0,0,0,41649
960820,Felt-tipped and other porous-tipped pens and markers,6956,6341,8234,9995,10207,13312,16812,20358,20380,28047,,160965,142819,146003,144238,171507,177278,179527,181048,160649,187456,,20909,19821,25864,25211,25998,33541,38360,41566,35937,46385
841239,Pneumatic power engines and motors (excluding linear acting),5254,10820,8031,5718,6233,7992,16352,18100,23423,28035,,32551,25362,28543,22709,42950,104279,91639,74570,86130,97625,,51981,48248,55453,52072,41737,46530,60089,65183,72115,72774
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",2327,2394,3701,7942,12726,13946,16329,18890,24556,27975,,195571,204764,234136,257550,304350,294997,311802,308337,318856,400366,,153616,176016,205005,291787,292713,306991,355832,384046,387326,459065
680530,"Natural or artificial abrasive powder or grain, on a base of materials other than woven textile ...",39999,25155,27881,28358,24225,32529,43406,25851,34146,27911,,190549,141004,156611,168143,216930,197909,200826,145824,171546,188335,,120771,94967,107902,119552,102551,122271,154802,99757,113528,111645
842290,"Parts of dishwashing machines, packing or wrapping machinery and other machinery and apparatus ...",19063,17439,18391,17583,15726,19667,20644,19148,24896,27528,,84973,85554,92651,82766,89846,98976,110413,119307,110576,122820,,138100,148380,159576,129925,127987,146158,187235,185129,194664,193862
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",5926,5838,8511,8916,7100,5674,24467,32534,28388,27527,,3911542,4290059,5135990,5050134,4756115,4172000,3875794,4428643,2961241,1592560,,1521658,1802658,2009289,1760446,1731410,1803870,2270993,2573495,1735837,1936234
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",7175,15594,10099,10684,14388,17977,18772,21623,24757,27387,,68752,54163,50027,57067,52722,74391,74066,93742,103224,123902,,90524,92736,98874,96427,101874,112373,153560,152938,182730,259462
902230,X-ray tubes,15168,13458,16329,15852,17621,20973,24522,21892,28732,27358,,70991,66364,72481,69668,73089,80430,88379,91195,95047,108855,,236831,264281,313436,322031,370110,432579,481574,511716,569827,656325
700220,"Rods of glass, unworked",277677,270888,264798,162088,182349,181443,172525,115052,64174,27313,,293702,293656,279542,218226,255222,279159,320340,208822,145272,146110,,383187,452364,399788,279625,309300,309656,311379,178778,108520,70400
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",4386,5282,5914,13935,15872,20160,20322,20010,23557,27160,,45066,38501,46965,45555,51931,62277,73063,73514,69164,84259,,19455,21158,23231,30438,31324,36587,37994,39250,50772,68615
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",78489,33862,33746,32466,50852,50861,50347,73282,36709,27103,,225565,161005,124743,101246,135317,165014,140284,163150,107384,86921,,373096,289760,292447,251571,215150,208398,271940,374550,252545,231797
551219,"Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different ...",78074,68355,66839,55945,54737,49862,45298,41189,26840,27040,,56026,48393,51219,45699,41580,47153,41200,42812,30983,35225,,257294,237552,212661,185221,169229,154203,139792,127148,90832,95412
321511,"Black printing ink, whether or not concentrated or solid",18997,19518,20095,15744,16777,17902,29457,25055,32049,27008,,174967,168954,173630,153945,142432,155803,162320,156264,143856,187535,,50610,48201,47769,42876,46104,55089,65896,56932,66111,59445
848420,Mechanical seals,47422,45358,46186,45343,41671,36672,39012,30670,29970,27006,,175970,153977,159606,156009,155535,162908,169544,160408,139535,146780,,212015,204067,233128,186300,165227,185419,204774,200628,202314,227481
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",38962,37668,40727,46144,31892,38496,29941,26175,26781,26996,,81760,74316,81512,88464,76760,85166,78358,63556,58803,72111,,102423,111509,122035,127562,115114,131105,117539,93059,101512,104213
280120,Iodine,10666,9843,11523,14160,20688,18370,23708,21546,27926,26985,,126074,141060,126626,113357,101319,94138,105252,119499,138148,151262,,228508,168919,147037,122054,103202,115332,111430,182450,222037,199310
940540,"Electric lamps and lighting fittings, n.e.s.",26271,25504,31405,32376,50882,45078,56593,17005,24926,26854,,79775,66321,62811,59117,58895,68939,74788,68930,69628,73280,,198624,208852,254188,271474,276128,254842,285169,240196,225452,243877
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",6139,9616,12432,14586,17750,23284,24849,26936,27638,26802,,59930,47155,51860,52439,53556,59011,67583,79503,62985,60274,,34043,38569,46526,43333,43852,53670,65099,67761,88604,78753
290711,"Phenol """"hydroxybenzene"""" and its salts""""",115354,73722,56683,44695,30586,33578,16111,36582,25328,26715,,260500,268221,123274,67059,47291,50510,34632,45129,26776,38949,,838163,546855,317353,160385,207387,329846,530601,462233,488258,509896
840690,"Parts of steam and other vapour turbines, n.e.s.",173089,129932,73355,93519,107207,82756,47522,36279,33109,26713,,969238,1043148,1233858,1107806,882418,907510,519727,577953,450657,343893,,466624,246989,205265,222077,206170,225074,180709,133023,150415,117177
490700,"Unused postage, revenue or similar stamps of current or new issue in the country in which they ...",1669,3434,4888,4849,8931,13215,19275,23636,22135,26693,,1830,1090,980,491,1073,464,1344,2851,1359,2578,,339838,500277,550823,547540,641633,645759,801449,917702,833528,951829
847170,Storage units for automatic data-processing machines,228412,155677,181123,98534,65944,63222,45414,30001,22731,26654,,420083,396019,390510,278646,313569,498373,371105,288369,172081,160948,,25590038,19062401,18732128,17373461,18323375,18393616,22513570,22783544,25638968,26704498
910212,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",21316,7955,8416,6762,9316,7887,12047,25824,27005,26547,,39936,23546,16634,14721,15293,13818,27113,33818,21108,29723,,37200,38509,48098,44327,34923,45030,68141,89762,104320,110494
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",50095,38476,30325,27151,29274,26139,25502,25773,25663,26533,,80646,68386,66721,101600,133621,133604,148279,137604,137420,165142,,168219,134891,123877,105024,99577,101956,99909,91243,84396,85369
