Product code,Product label,India's imports from Japan-Value in 2012,India's imports from Japan-Value in 2013,India's imports from Japan-Value in 2014,India's imports from Japan-Value in 2015,India's imports from Japan-Value in 2016,India's imports from Japan-Value in 2017,India's imports from Japan-Value in 2018,India's imports from Japan-Value in 2019,India's imports from Japan-Value in 2020,India's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
284321,Silver nitrate,0,0,0,0,0,1,0,0,0,0,,762,641,854,269,389,392,294,241,324,746,,67,301,133,1106,149,916,3492,2135,2663,5627
290342,Dichlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,190,0,0,0,0,0,0,0,0,0
290344,Dichlorotetrafluoroethanes and chloropentafluoroethane,503,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2627,0,0,0,0,0,0,0,0,0
290349,Halogenated derivatives of acyclic hydrocarbons with two or more different halogens (excluding ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6165,0,0,0,0,0,0,0,0,0
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",0,0,0,0,0,0,0,0,0,0,,16328,24350,12717,18211,6828,12060,4829,6188,3996,1278,,1835,451,1795,3057,1949,4229,2711,6190,3805,7078
290551,"Ethchlorvynol """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,29,0,0,0,0,,0,0,0,0,0,7,0,0,0,0
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",1,0,0,0,0,0,0,0,0,0,,140703,179433,148036,101298,67985,84354,115380,78962,64806,108466,,877,1727,1261,953,495,790,919,1308,1304,629
284161,Potassium permanganate,0,0,0,2,0,0,0,0,0,0,,251,171,123,78,128,184,229,113,206,395,,627,374,80,60,3,565,975,949,398,73
281213,Phosphorus trichloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,17,0,0,0,0
290230,Toluene,59,0,0,0,0,1,0,0,0,0,,149360,414929,554999,458939,320251,400214,467727,339594,168606,326005,,337112,384298,330781,248597,251008,297377,340235,306456,300460,451966
290250,Styrene,0,0,0,0,0,0,0,0,0,0,,1416530,1940895,1592566,1064708,564667,763558,729548,615540,470616,593197,,875954,963685,1008246,757252,775823,937421,1158098,880635,558533,1065778
290314,Carbon tetrachloride,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,0,141,0,158,1,0,569,1694,3834
282410,"Lead monoxide """"litharge, massicot""""""""",0,0,0,0,0,0,0,0,0,0,,1534,415,441,619,493,677,1077,605,935,1375,,3347,2689,2375,1296,841,1628,354,489,76,56
282630,"Sodium hexafluoroaluminate """"synthetic cryolite""""""""",136,0,0,0,1,58,80,22,0,0,,3811,753,183,233,430,551,732,592,551,687,,6636,6157,14205,8617,3802,6056,2012,1826,2132,2330
282710,Ammonium chloride,0,0,0,0,0,0,0,0,15,0,,1307,957,1012,765,646,553,455,395,416,412,,3013,4323,3328,3100,2909,2449,2727,3619,2853,2711
282720,Calcium chloride,38,1,1,0,1,1,0,1,0,0,,3520,3568,3385,2711,2106,2279,2214,3041,2968,3678,,769,688,672,884,1221,1059,1369,1357,1641,1610
283421,Nitrate of potassium,0,1,0,0,0,0,0,0,0,0,,6312,3433,2834,3175,2118,2620,2146,2430,1390,1050,,621,166,361,463,285,335,163,431,175,171
283692,Strontium carbonate,0,0,0,0,0,0,0,0,0,0,,658,764,683,721,774,839,627,558,591,1050,,3665,1849,2539,2039,1989,2434,2709,3157,3621,2596
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,8,25,25,36,105,61,38,24,71,229,,201,266,130,82,48,39,129,56,79,176
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,4,,1,2,0,6,0,0,0,0,12,38
230330,Brewing or distilling dregs and waste,0,0,0,0,0,0,0,0,0,0,,123,79,71,138,144,249,289,155,275,167,,0,0,26,35,235,322,205,99,184,295
230641,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,0,,1313,2,648,15258,1484,0,0,0,1217,1977,,0,0,0,596,357,36,0,0,0,0
240310,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,261,0,0,0,0,0,0,0,0,0
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,123,112,17129,20352,10463,13071,,3759,6522,7208,6787,6982,9758,7584,10717,7494,10107
250200,Unroasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,64,40,18,33,14,0,218,0,0,3,,494,583,1005,562,613,847,929,1037,995,1231
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,11,0,2,,0,91,145,150,177,578,352,79,41,19
210220,Inactive yeasts; other dead single-cell micro-organisms (excluding packaged as medicaments),12,6,0,0,0,0,13,0,0,0,,16474,14001,13796,12616,13955,13236,15464,13124,12099,12039,,365,437,971,796,1317,2341,2839,2160,2468,4734
210410,Soups and broths and preparations therefor,26,7,12,6,3,1,0,1,0,0,,58756,56333,56094,58162,76816,84683,104329,100766,100003,107812,,793,576,502,338,342,167,172,234,76,117
251010,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,,990573,568194,560288,619147,531375,366518,389763,383266,358342,564685
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",739,0,0,0,0,0,0,0,0,0,,0,27,0,0,0,0,0,0,0,2,,816756,417808,424156,426034,253436,315485,372131,386060,380274,634817
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",203,0,0,0,0,0,0,0,0,0,,25057,23909,20345,15297,13842,13028,11806,11429,6788,6388,,15632,19296,22556,19830,13789,14572,15198,15255,10697,10787
251749,"Granules, chippings and powder, whether or not heat-treated, of travertine, ecaussine, alabaster, ...",0,0,0,1,0,2,5,0,0,0,,1236,1565,1542,1191,1594,1297,1763,1701,1595,1322,,220,270,56,1,148,6,71,82,2,18
280110,Chlorine,0,0,0,0,0,0,0,0,0,0,,9714,8496,8878,9475,10515,11795,12342,11838,12154,12209,,313,185,292,372,258,247,1084,371,215,374
252921,Fluorspar containing by weight <= 97% calcium fluoride,0,0,0,0,0,0,0,0,0,0,,523,399,391,462,461,8,6,15,109,45,,8040,9208,8724,8280,6766,9036,15661,22218,15554,11408
252930,"Leucite, nepheline and nepheline syenite",0,0,0,0,0,0,0,0,0,0,,16,24,12,6,2,5,0,0,6,10,,392,942,1258,1245,1601,2080,2171,2040,1802,2045
280410,Hydrogen,0,4,0,0,0,0,0,0,0,0,,19,23,23,3,42,4,7,2,0,1469,,9,519,3,0,32,11,9,233,157,4
280429,Rare gases (excluding argon),0,0,67,0,0,0,74,0,0,0,,1983,2634,3250,2445,3290,2618,2689,832,1923,1261,,15176,18796,28556,27768,26374,24611,29988,32781,39164,47391
280440,Oxygen,0,6,0,0,9,0,145,1,0,0,,1009,1094,657,539,634,1038,1520,1148,581,1225,,410,874,1010,789,398,521,664,854,376,5645
280461,"Silicon containing >= 99,99% by weight of silicon",270,0,1,10,0,0,0,0,84,0,,616649,567418,520152,395392,429257,503006,454078,370929,348711,465987,,78525,67966,92178,89515,39590,611,724,353,970,110
253020,"Kieserite and epsomite """"natural magnesium sulphates""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,8,0,0,0,0,0,0,0,0
260300,Copper ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,78,0,0,0,0,,4884537,7443378,5320205,4096144,2458286,3900957,2640129,1187735,897664,2523909
260800,Zinc ores and concentrates,0,0,0,0,44,0,0,0,0,0,,23,0,0,0,21,1309,1255,0,0,0,,89534,34476,35415,175,1401,0,331,268,21,315
262011,Hard zinc spelter,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,0,0,,0,0,0,0,0,0,0,0,0,61
262030,"Slag, ash and residues containing mainly copper",164,0,0,95,33,0,0,0,0,0,,10394,16970,8927,4260,4702,3960,5547,4955,7412,7486,,6081,22558,6512,5420,8623,6155,6198,3245,3277,7615
262040,"Slag, as and residues containing mainly aluminium",0,0,0,0,0,0,0,0,0,0,,5999,6840,5762,5499,4513,3469,3318,2359,2073,1304,,658,440,242,0,264,162,621,0,289,898
262060,"Slag, ash and residues, containing arsenic, mercury, thallium or their mixtures, of a kind ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
270112,"Bituminous coal, whether or not pulverised, non-agglomerated",0,0,0,0,0,0,0,0,0,0,,1418,914,587,629,913,971,1049,1253,895,2034,,17489,212636,946244,1663371,868255,804896,1728312,2196277,1295829,1309904
350190,Caseinates and other casein derivatives; casein glues (excluding those put up for retail sale ...,0,0,0,0,0,0,0,0,0,0,,287,332,412,248,104,82,108,269,75,70,,1276,918,11190,7753,2437,1044,3953,7678,12414,13986
330710,"Shaving preparations, incl. pre-shave and aftershave products",1,0,0,0,0,0,0,0,0,0,,1406,898,992,749,574,393,541,522,565,616,,3004,3205,5328,3569,3894,3271,2536,3203,2015,2312
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",395,0,0,0,1,0,4,2,0,0,,6668,8365,6401,3750,3889,4026,5184,4473,6891,9491,,27215,37926,57054,67610,74247,81375,84471,58171,3659,1406
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,22,0,0,0,0,0,0,0,0,0,,132,132,522,466,203,223,211,140,133,331,,4000,4006,3748,3583,3745,3517,3888,2608,1773,2891
380120,Colloidal or semi-colloidal graphite,229,12,14,9,13,1,3,6,3,0,,3120,2953,3502,5062,4719,4558,4761,3951,4206,4648,,2825,1700,1822,1693,2067,2156,3811,2198,836,3310
360200,Prepared explosives (excluding propellent powders),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4484,9078,8643,5968,6318,5011,7198,4996,4640,4009
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",250,6,13,10,0,0,0,0,0,0,,893,700,503,444,282,280,275,347,239,220,,266,57,152,65,34,53,36,73,41,65
370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",2,15,62,0,0,0,40,0,0,0,,2740,1935,3541,2711,2595,3347,2969,2405,1912,2045,,35,137,175,59,53,54,62,34,26,16
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,29,4,18,0,10,81,521,178,1022,242,,26,11,128,115,117,153,134,29,62,133
382430,Non-agglomerated metal carbides mixed together or with metallic binders,208,0,1,0,0,0,0,0,0,0,,16891,17040,17885,15281,17223,17933,20278,12377,8964,12974,,25854,28032,31002,25166,17724,23877,33705,26214,17802,25742
382549,"Waste organic solvents, non-halogenated",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,80,0,1,0,0
390521,"Vinyl acetate copolymers, in aqueous dispersion",21,0,0,0,0,0,0,0,0,0,,3953,3606,1832,1635,1936,2654,2452,2509,1540,3263,,4253,4591,9240,12515,14529,17738,25975,35249,27999,59274
292030,"Endosulfan """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,3,1
292113,"2-""""N,N-Diethylamino""""ethylchloride hydrochloride""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1
291818,"Chlorobenzilate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
291511,Formic acid,0,0,0,0,0,0,0,0,0,0,,216,233,286,340,339,549,262,223,265,272,,6457,6627,10730,9966,9199,11459,20139,11776,12199,28796
293050,"Captafol """"ISO"""" and methamidophos """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,34,0,0,0,0,0,0,0
293131,Dimethyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,18,9,0,,0,0,0,0,0,0,10,17,3,1
293137,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2,0
293138,Salt of methylphosphonic acid and (aminoiminomethyl)urea (1 : 1),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,45,79,43,23,0
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,32,0,0,0,0,0,0,0,0,0,,0,43,101,91,73,9,15,148,55,179,,14348,12447,14265,15001,12070,15093,20716,12860,10186,18103
293311,"Phenazone """"antipyrin"""" and its derivatives""""",0,0,0,0,0,0,0,0,0,0,,2188,0,6,0,0,0,2,8,7,11,,705,859,955,323,892,352,167,492,830,779
293353,"Allobarbital """"INN"""", amobarbital """"INN"""", barbital """"INN"""", butalbital """"INN"""", butobarbital ...""",0,0,0,0,0,0,0,0,0,0,,353,455,523,280,447,524,371,622,564,736,,0,0,91,0,1,8,4,429,244,2937
293372,"Clobazam """"INN"""" and methyprylon """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,805,1349,1197,1182,1141,1423,2121,906,1839,1820
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",1,0,0,0,0,0,0,0,0,0,,1485,1348,1301,1314,984,1533,1280,1419,1241,1482,,358,1235,1093,1004,1414,1319,1356,2070,1553,945
310260,Double salts and mixtures of calcium nitrate and ammonium nitrate (excluding those in pellet ...,0,0,0,0,0,0,0,0,0,0,,35,0,9,0,84,143,149,218,119,183,,13251,12024,21673,23556,17120,23647,31127,30967,32004,51991
310311,"Superphosphates containing by weight => 35 % of diphosphorus pentaoxide """"P2O5"""" (excl. such ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",0,0,0,0,0,0,0,0,0,0,,223,35,14,20,41,7,19,16,2,99,,76844,61091,39827,48498,49031,28468,8877,46197,166695,106807
320120,Wattle extract,99,0,0,0,0,0,0,0,0,0,,0,6,14,12,21,0,0,0,0,0,,19440,28250,30230,30993,32460,30033,30884,24126,16975,20271
293520,N-Ethylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,21,0,,0,0,0,0,0,0,2,3,0,0
293729,"Steroidal hormones, their derivatives and structural analogues, used primarily as hormones ...""",203,93,99,127,51,0,0,0,288,0,,1509,539,584,674,600,467,1509,1544,1018,489,,35081,68503,93766,90214,66407,78438,78613,76315,77335,95760
293740,"Amino-acid derivatives, used primarily as hormones",8,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1134,0,0,0,0,0,0,0,0,0
293911,"Concentrates of poppy straw; buprenorphine """"INN"""", codeine, dihydrocodeine """"INN"""", ethylmorphine, ...""",0,0,0,0,0,0,0,0,0,0,,0,9,0,0,0,0,0,0,0,0,,42990,30044,27797,32031,20393,16386,15804,13143,18340,21464
293943,"Cathine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,116,0,0
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,63752,67853,105587,122667,282378,,0,0,0,0,0,117,354,207,95,999
300349,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,146,177,276,168,228,,0,0,0,0,0,0,312,507,6,90
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",0,0,0,0,0,0,0,0,0,0,,5688,5001,4334,3927,3927,4720,1472,2438,3304,5957,,2728,3248,1736,1241,1831,2342,5401,3781,3796,3935
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,3,0,0,0,,0,8,60,47,59,26,22,210,384,1022
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,0,1,0,1,2,7,0,0,0,,440,408,486,447,916,852,599,399,478,370,,524,387,453,536,606,847,1233,1015,441,568
470311,"Unbleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,12,71,227,1071,726,118,0,,62272,72531,78373,80386,84396,93761,96411,62438,71479,80766,,13212,11831,15241,13286,13920,16641,21826,23047,11911,22569
480256,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",5,31,0,0,0,4,2,0,1,0,,6165,3121,3726,3713,3354,3437,3257,3331,3093,2851,,5678,4626,10896,11852,22190,61719,41244,42268,13482,2978
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,2,,230,296,699,218,68,8,133,384,196,162
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",0,0,0,0,0,0,1,0,0,0,,1648,1424,1333,1087,1177,1331,1190,1109,1294,1345,,686,964,746,877,627,859,1656,1939,1541,2073
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,85,47,48,10,28,,0,0,0,0,0,143,108,55,1,45
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,74,6,17,22,29,,0,0,0,0,0,178,513,841,794,1729
442010,"Statuettes and other ornaments, of wood (excluding wood marquetry and inlaid wood)",1,0,0,0,0,0,0,0,0,0,,2972,3183,2301,6726,3528,2535,5584,6651,5169,7706,,530,387,533,573,434,691,823,731,290,368
441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances ...",274,0,3,1,0,0,0,2,4,0,,3712,2462,2849,3507,4904,4772,3886,5483,4205,6225,,38780,31525,29388,32448,32572,25302,34471,41199,27213,22765
441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",159,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,4,0,0,0,0,,18991,11918,4064,2241,1262,896,656,1037,910,1356
441239,"Plywood consisting solely of sheets of wood <= 6 mm thick (excluding of bamboo, plywood of ...",0,0,0,0,0,0,2,5,0,0,,881,961,1139,15436,39321,48600,55970,51220,46435,62433,,5259,3926,5516,4554,3166,6482,5377,4443,3142,3781
480630,"Tracing papers, in rolls of a width > 36 cm or in square or rectangular sheets with one side ...",0,0,0,1,0,1,0,0,0,0,,274,296,180,104,186,199,135,112,106,83,,2547,2668,2806,2586,2307,2100,2374,2268,1338,1898
480920,"Self-copy paper, whether or not printed, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,5507,4006,5590,5297,6396,7684,11873,9951,5309,6442,,956,780,641,952,1148,1220,1451,1361,1076,1459
481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",7,87,95,61,120,263,449,111,0,0,,1974,1261,3698,4313,2040,1061,1567,2124,2817,3583,,8503,7159,7689,4478,4647,5532,4293,5774,10856,162
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",113,67,0,0,0,0,0,0,0,0,,57,441,8046,11182,12410,14815,2794,2321,24,80,,1576,1839,892,1324,2293,3290,3983,5681,5721,5658
491191,"Pictures, prints and photographs, n.e.s.",6,4,12,65,2,7,1,2,5,0,,14944,12329,10356,11776,16679,10824,14656,17402,16761,23150,,864,2134,1222,657,1250,1754,1299,2017,873,1408
500600,"Silk yarn and yarn spun from silk waste, put up for retail sale; silkworm gut",0,4,1,2,1,1,1,0,2,0,,1328,471,610,353,416,354,483,604,645,475,,1108,1089,863,845,1421,1443,1159,1373,236,526
430230,"Tanned or dressed whole furskins and pieces or cuttings thereof, assembled, without the addition ...",1,0,0,0,0,0,0,0,0,0,,64,54,25,2,0,2,3,52,7,0,,171,206,260,92,20,55,177,80,5,20
440310,"Wood in the rough, treated with paint, stains, creosote or other preservatives (excluding rough-cut ...",0,0,0,0,0,0,0,0,0,0,,17,0,6,0,0,0,0,0,0,0,,78,0,22,0,29,123,0,0,0,0
440312,"Wood in the rough, treated with paint, stains, creosote or other preservatives, non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,3,0,0,5,,0,0,0,0,0,0,24,50,50,105
440322,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is <15 cm, ...""",0,0,0,0,0,22,0,0,0,0,,0,0,0,0,0,206,8,0,0,0,,0,0,0,0,0,2882,141012,180098,32820,122447
440324,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,735,856,631,48,290,,0,0,0,0,0,103,986,2957,1068,1127
440396,"Birch """"Betula spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,68,73,147,206,277
440692,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,49,0,0
440721,"Mahogany """"Swietenia spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not ...""",0,0,0,0,0,0,0,0,0,0,,0,6,0,2,0,0,0,0,6,0,,190,56,15,55,24,110,47,117,163,226
440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,,85,164,66,0,75,225,4166,4681,2457,1493
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,4,54,3,0,0,0
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,6,12,3,12,19,7,5,5,2,5,,17937,22021,19580,17133,14292,10612,10309,11855,6476,7037
440839,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,1460,1258,1033,1332,473,1140,902,750,839,763,,13078,14443,24487,59096,70429,60610,69651,85690,65673,107407
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",14,30,0,0,0,0,0,3,0,0,,2179,1680,1397,1052,1310,1162,1299,1330,998,1008,,5372,13109,14521,7840,3741,3991,5304,6697,8617,6702
411330,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,129,565,301,223,331,86,254,66,40,91,,387,253,0,62,88,0,3,0,0,0
411390,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",94,0,0,0,0,8,0,0,0,0,,1725,1210,1153,837,1041,900,1240,1225,808,968,,7137,6287,10630,8121,2561,1596,1481,999,441,416
420100,"Saddlery and harness for any animal, incl. traces, leads, knee pads, muzzles, saddle cloths, ...",1,1,0,0,0,0,0,0,0,0,,187,148,159,211,449,343,350,625,942,572,,204,241,290,285,303,456,959,1284,1241,2949
410229,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,9,0,0,0,0,0,,7062,4265,8828,6703,4988,9057,7964,5827,4080,5957
410419,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the wet state """"incl. wet-blue"""", ...""",376,58,25,27,31,7,0,0,0,0,,359,298,167,64,42,0,4,147,16,0,,115533,134491,178241,119634,96275,85551,67476,61377,29329,35741
410632,"Hides and skins of swine, in the dry state (crust), without wool on, whether or not split (excluding ...",0,0,0,0,0,0,0,0,0,0,,11,84,4,53,18,38,6,6,15,0,,12,150,178,207,123,207,303,569,619,872
391510,"Waste, parings and scrap, of polymers of ethylene",0,30,31,0,0,0,0,0,0,0,,190876,153213,157095,137744,128513,113857,69135,54421,42521,43862,,5750,3739,1116,547,1553,3052,11944,13350,119,22791
391590,"Waste, parings and scrap of plastics (excluding that of polymers of ethylene, styrene and vinyl ...",71,103,181,66,48,173,94,3,1,0,,569040,509096,458826,381230,325917,324787,242876,221694,172312,168139,,100064,127587,103699,72580,54050,47730,39965,24060,585,3534
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",1,1463,3,8,0,3,0,0,6,0,,94540,55156,66720,90304,52796,38741,48211,45991,43855,58726,,18654,12606,12344,9992,8055,9911,8562,8652,8319,10369
731930,"Pins of iron or steel, n.e.s.",349,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1065,0,0,0,0,0,0,0,0,0
750511,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...",41,24,176,140,9,0,20,46,12,0,,490,378,373,228,197,226,65,75,50,83,,294,2500,1613,454,26,920,607,1279,282,382
800200,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",0,0,0,0,0,0,6,0,0,0,,450,1041,8334,1284,369,298,86,994,1081,21,,0,9,1,0,2,3,6,1,0,0
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of ...",0,0,5,15,105,58,77,0,0,0,,3244,2392,2754,3078,3677,3821,3777,3844,3740,4214,,68,69,119,159,369,255,358,225,373,487
810920,Unwrought zirconium; zirconium powders,0,0,0,0,0,0,0,0,0,0,,2158,1244,940,2799,1855,1349,1624,1754,1125,894,,31,35,13,166,11,30,108,158,2,365
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,18,0,0,1,0,3,2,0,0,0,,680,182,388,326,400,371,324,376,337,408,,2901,1780,1209,1874,1658,1651,3289,4194,3152,4104
820530,"Planes, chisels, gouges and similar cutting tools for working wood",21,3,38,0,13,2,6,6,5,0,,1915,1769,1521,1424,2015,1760,1881,2052,2540,3192,,1088,949,539,324,468,423,722,957,893,1450
830621,"Statuettes and other ornaments, of base metal, plated with precious metal (excluding works ...",9,3,0,2,1,25,136,3,10,0,,118,178,302,536,488,431,457,399,326,372,,1411,873,825,669,717,28570,9856,799,329,397
