Product code,Product label,"United States of America's imports from Taipei, Chinese-Value in 2012","United States of America's imports from Taipei, Chinese-Value in 2013","United States of America's imports from Taipei, Chinese-Value in 2014","United States of America's imports from Taipei, Chinese-Value in 2015","United States of America's imports from Taipei, Chinese-Value in 2016","United States of America's imports from Taipei, Chinese-Value in 2017","United States of America's imports from Taipei, Chinese-Value in 2018","United States of America's imports from Taipei, Chinese-Value in 2019","United States of America's imports from Taipei, Chinese-Value in 2020","United States of America's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,8,0,10,12,0,12,0,0,0,0,,0,0,0,39,26,37,0,0,0,0
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",12,0,4,0,0,0,0,0,0,0,,1,29,5,9,11,0,2,0,0,0,,74,22,120,249,117,89,198,100,35,79
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,129,77,292,289,43,0,3,0,5,134,,10,18,244,153,147,16,15,8,88,343
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",802,985,971,46,7,14,121,2,23,0,,1072,202,710,176,23,10,72,17,142,149,,19739,12927,17075,16583,12002,11665,13588,10048,6278,6414
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",0,0,6,27,0,0,0,0,2,0,,240,197,150,126,114,102,133,142,94,118,,4629,3701,3915,4406,4320,2635,2925,2202,1738,2289
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,3598,2798,3883,2468,2124,2759,2728,1076,50,75,,15543,12835,17294,16933,9808,10492,11049,8825,12153,11066
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,629,782,1026,306,582,3220,4083,1355,2162,1563,,256,75,258,597,379,436,657,500,136,151
551020,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,8,12,62,38,14,99,79,53,50,19,,65,199,242,256,167,161,340,475,564,206
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",47,1,75,43,10,15,40,0,0,0,,432,408,121,560,505,362,368,379,208,294,,21032,28374,29886,25770,16677,18800,15022,14728,15885,15861
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",1,1,5,28,0,0,0,0,0,0,,16,15,134,100,76,0,4,0,0,0,,717,680,1291,761,254,343,382,355,221,367
530919,"Woven fabrics of flax, containing >= 85% flax by weight, dyed, made of yarn of different colours, ...",10,10,1,1,6,2,29,16,44,0,,63,81,10,33,464,9,5,1,0,111,,50557,48886,45001,51014,46114,45106,49564,48021,41405,62470
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, printed ...",44,0,1,2,4,5,0,0,0,0,,2798,2419,1502,1431,779,814,698,631,744,1089,,19633,18898,20256,15546,9614,9663,8574,5837,5529,5018
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, bleached ...",4,65,39,117,7,10,9,0,0,0,,825,1089,1318,1194,752,1092,738,582,1812,1807,,8963,6584,9789,11413,8132,4613,3769,4020,4031,5426
540310,High-tenacity yarn of viscose rayon filament (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,0,1,112,1,28,0,28,18,10,20,,10036,7397,8202,9516,9600,10329,5836,5723,5031,7239
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,3955,4019,2403,1550,1008,1326,1706,890,494,542,,475,42,391,362,278,114,169,198,77,138
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",64,23,26,55,17,95,18,18,1,0,,34821,33852,31051,19640,6640,6317,4506,3246,1537,1545,,689,405,689,655,404,633,323,619,683,511
843340,"Straw or fodder balers, incl. pick-up balers",0,0,0,0,0,0,0,0,0,0,,452,378,265,290,141,104,151,83,46,58,,61915,97208,94493,107264,62152,58183,75964,107167,115996,116361
843352,Threshing machinery (excluding combine harvester-threshers),0,0,0,0,0,0,0,0,0,0,,31,92,75,146,146,395,192,178,91,49,,3503,4360,11173,11259,7018,7544,7579,10252,17696,21006
842541,Built-in jacking systems of a type used in garages,57,39,93,95,481,75,111,0,0,0,,4561,5101,4997,4578,3798,4193,4627,4549,3588,4501,,36906,33048,37649,45713,50374,52928,55133,54831,70181,72549
842919,"Self-propelled bulldozers and angledozers, on wheels",0,0,0,0,0,0,0,0,0,0,,212,226,755,61,213,912,216,128,50,15,,8438,5805,14725,16995,20390,14277,27190,33121,9021,10475
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,0,0,0,0,0,0,0,0,0,0,,2,1327,0,73,1271,46,0,0,0,1038,,59169,70997,66177,36580,50288,75524,101287,118057,83152,120377
844311,"Offset printing machinery, reel fed",167,0,0,0,0,127,0,0,0,0,,2877,2013,828,847,2194,58,418,1302,428,1052,,23427,9083,19801,21486,25164,18543,8181,25076,22304,5356
843910,"Machinery for making pulp of fibrous cellulosic material (excluding autoclaves, boilers and ...",9,0,0,0,3,0,0,12367,0,0,,2790,2702,78,6,432,390,702,994,523,400,,19148,19329,23443,24531,17320,12354,28285,37587,17561,4261
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,10,2,433,0,0,,0,0,0,0,0,786,1458,1083,410,240,,0,0,0,0,0,1654,5926,2390,1265,1314
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",266,157,141,9,44,136,120,17,90,0,,2131,992,1143,892,1007,644,1113,408,287,213,,16743,9941,12351,10836,12487,9842,13342,9441,11490,12933
851650,Microwave ovens,23,0,0,0,0,0,54,4,42,0,,811,724,517,230,21,14,101,183,18,9,,1130603,1200464,1241597,1351247,1371734,1360950,1417919,1403958,1633126,1696728
847431,Concrete or mortar mixers (excluding those mounted on railway wagons or lorry chassis),10,93,17,14,26,40,5,0,0,0,,1713,1632,1625,1437,2044,1125,1095,584,1002,678,,61539,50007,60258,60732,58859,64172,62562,61419,70661,90031
810110,Tungsten powders,0,9,7,4,16,15,9,9,8,0,,515,1298,1927,1487,1103,367,1326,552,345,1743,,80764,80579,75577,49875,35801,48701,71922,75400,60919,47088
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",0,0,0,14,0,0,0,79,0,0,,344,280,317,109,293,332,247,763,134,59,,13067,12128,19596,12394,12111,11737,14113,15011,11402,14557
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",0,0,0,0,0,0,0,0,0,0,,1644,3468,3650,1381,14375,5640,11907,8520,16113,10835,,835250,850088,860674,903147,909269,1107259,1352897,1254469,1192923,994854
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",0,0,0,0,0,0,8,0,0,0,,416,615,612,523,1056,987,989,580,508,884,,37115,30892,50927,43015,42138,48106,55910,47488,53405,59118
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",11,10,0,0,17,0,0,0,0,0,,758,214,358,203,464,375,268,338,388,692,,71267,62448,66771,57246,49026,54008,47728,70006,73779,56257
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,0,0,3,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,346,,4487,26335,40409,12471,35303,35234,23133,5463,5976,15377
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,358,623,11,2321,702,11,157,8,713
841121,Turbopropellers of a power <= 1.100 kW,0,0,0,0,0,0,0,0,0,0,,31,56,19,94,73,103,488,268,150,10,,546573,577768,583553,466400,515353,574693,610203,522617,421280,519872
841182,Gas turbines of a power > 5.000 kW (excluding turbojets and turbopropellers),0,0,0,0,0,4001,0,11165,0,0,,0,0,0,0,39,1,0,2,0,0,,272404,185060,245708,228297,146779,332307,229628,232771,223426,254846
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,0,0,3,2,2,0,0,0,0,0,,17179,13601,13707,16950,11885,9521,16286,9225,3921,8730
730451,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""",0,6,256,8,11,39,18,0,0,0,,436,1642,1437,754,858,1223,1016,1321,838,2771,,80886,75595,104540,81997,66436,67472,55437,52405,39146,57608
760200,"Waste and scrap, of aluminium (excluding slags, scale and the like from iron and steel production, ...",0,143,1687,794,6448,4294,4971,1456,368,0,,62212,76300,88257,70040,66196,85429,132843,133700,104406,234558,,883358,814785,902227,781295,783307,1021284,1108319,805266,668995,1224520
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,275,0,0,0,3,0,0,0,0,,59215,56412,46095,37998,33210,52823,48363,38362,33520,40128,,67927,107716,127801,115406,106177,117821,137865,100604,93727,175312
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",9,3,0,244,7,7,0,0,0,0,,202025,212410,181271,144379,98393,129786,110060,72124,49940,59603,,1050346,1046488,1045825,771962,707549,836964,1168946,1148502,974606,1796703
732421,"Baths of cast iron, whether or not enamelled",174,205,78,268,116,55,18,0,0,0,,0,1,43,61,16,21,25,38,20,27,,14257,17231,18579,18754,17492,15882,24872,15563,12403,19059
200290,"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid (excluding whole or ...",0,0,0,0,0,0,0,0,0,0,,90,203,249,260,170,161,84,306,12,1,,14684,14055,17166,28434,25825,31893,30773,35091,40175,43082
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",0,0,0,0,4,0,3,3,17,0,,1181,1332,1178,1355,2196,1790,1718,2021,2424,2742,,137787,138433,153797,165890,172957,189123,203419,224136,160500,220370
220410,Sparkling wine of fresh grapes,0,0,0,0,0,0,0,0,0,0,,44,359,59,77,206,536,496,350,178,291,,802937,848483,929180,1011581,1127459,1249998,1347237,1429511,1304575,1910501
220850,Gin and Geneva,0,0,0,0,0,0,0,0,0,0,,0,12,40,2,2,20,32,81,378,405,,288060,305135,329458,349917,373763,379936,393291,414823,339129,330214
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ...",0,0,0,0,0,21,0,0,0,0,,4,3,22,33,6,7,5,17,255,256,,12272,13218,22423,41984,25316,22339,22597,11141,14126,13291
230310,Residues of starch manufacture and similar residues,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,39184,39647,39410,29476,42940,58276,76836,65930,44145,53534
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,11,,305,495,501,708,719,1179,1543,1814,2157,1463
230700,Wine lees; argol,0,0,0,0,0,0,0,0,0,0,,0,0,0,18,4,1,2,0,0,0,,5,127,122,159,92,84,2,0,30,24
250410,Natural graphite in powder or in flakes,14,0,0,10,0,9,0,14,12,0,,94,118,150,17,108,1085,546,144,115,156,,67861,71221,69783,57316,44573,55311,60839,54013,43574,68608
250860,Mullite,0,0,0,0,0,0,0,0,0,0,,224,107,62,210,149,147,213,484,395,375,,9725,5496,6362,6112,6027,6930,7243,5282,3534,6756
251110,"Natural barium sulphate """"barytes""""""""",0,0,0,0,0,0,0,0,0,0,,249,101,77,119,114,37,73,73,72,59,,244114,160676,266564,165265,136790,236827,220301,267615,122365,181331
251120,"Natural barium carbonate """"witherite"""", whether or not calcined (excluding barium oxide)""""",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,,21,3,0,5,0,178,0,9,33,52
251511,"Marble and travertine, crude or roughly trimmed",0,0,0,0,0,0,0,0,0,0,,1564,1254,702,381,765,984,1287,713,525,586,,3755,1086,1310,825,1568,1473,2149,414,385,557
251612,"Granite, merely cut, by sawing or otherwise, into blocks or slabs of a square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,24,137,314,216,21,38,100,5,1,0,,7309,1766,2520,5216,5948,8083,5741,7725,6606,8648
180400,"Cocoa butter, fat and oil",0,0,0,0,0,0,0,0,0,0,,0,0,3,3,1,2,12,23,10,0,,237161,348056,673144,630584,548819,595129,619946,673078,575019,545698
151610,"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ...",0,0,0,0,0,0,0,0,0,0,,123,114,145,158,43,8,2,146,0,1,,19475,11229,11314,16102,21271,14906,15888,30693,50765,59680
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,0,0,0,0,0,0,0,,262,335,239,181,210,262,258,106,164,322,,8,59,0,0,0,0,0,0,0,0
160249,"Prepared or preserved meat and offal of swine, incl. mixtures (excluding hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,9710,12905,12608,8087,9457,9610,10664,11748,18579,22865,,39429,37449,33569,44916,54349,76652,78825,70157,80435,87881
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",0,0,0,0,0,0,0,0,0,0,,303,450,442,356,4696,1509,3819,4302,3674,2522,,6438,11195,9373,11823,9332,18526,24773,21474,27451,27339
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",0,0,0,4,0,0,0,0,0,0,,12,0,0,0,7,6,5,8,13,1,,38987,39525,43268,40549,37664,36757,35447,33651,41244,38789
160431,Caviar,0,2,0,0,0,0,0,0,0,0,,0,0,82,130,25,23,17,12,0,20,,7388,9134,7763,11490,13470,16537,17881,19349,17866,38454
160561,"Sea cucumbers, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,478,39,1140,941,784,16,581,,2048,2352,3936,4548,5242,6103,2836,2155,702,1184
160563,"Jellyfish, prepared or preserved (excluding smoked)",15,134,129,153,130,15,6,0,35,0,,0,76,234,299,401,486,351,392,240,306,,3741,4035,3085,2348,3000,4655,5058,2087,2810,1697
282612,Fluoride of aluminium,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,0,0,11,0,,65920,58075,50652,41613,23083,23692,35608,50376,29899,45756
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",2,0,0,0,32,31,0,0,0,0,,4742,5119,6964,6225,6137,6688,7109,7659,6067,6642,,85651,66646,56646,54346,52149,60719,68736,65252,57263,83595
283010,Sodium sulphides,37,0,0,0,513,0,0,0,0,0,,1996,1628,941,1383,1871,589,634,347,193,152,,8809,9772,14477,13023,11066,11148,13661,11064,9378,12325
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",24,0,6,3,12,0,0,0,0,0,,904,1100,587,1020,830,779,821,699,546,553,,22573,24626,27538,23353,15798,17298,23603,10222,8258,11856
283410,Nitrites,0,0,0,0,0,0,0,0,0,0,,39,99,35,30,48,38,47,16,15,111,,8914,9841,12395,10232,11543,9815,9367,8771,8493,12358
283691,Lithium carbonates,0,0,0,0,0,0,0,0,0,0,,6,89,46,22,354,222,76,151,5,1108,,58055,48091,44933,61437,79257,80553,128528,104501,76855,80552
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,3,0,0,14,0,1,0,13,0,,2802,4748,7154,4000,4433,2926,2662,2985,2636,2377
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",0,0,0,0,0,0,0,0,0,0,,42,41,20,37,34,34,61,88,46,41,,287615,385555,502886,496745,559644,573840,586464,635815,607088,705068
290270,Cumene,0,0,4,0,0,0,0,0,0,0,,0,0,1758,0,5397,10230,36738,20307,7936,4240,,6535,195238,260216,200281,131541,70106,47508,49007,39179,35876
290322,Trichloroethylene,0,0,0,0,0,0,0,0,0,0,,109,54,23,0,0,0,0,0,0,0,,1313,1121,1936,1537,1501,1553,3896,2425,1339,3045
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,,0,0,0,5,0,5,14,14,6,8
290393,"Pentachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,25,0,0,6,4
290511,"Methanol """"methyl alcohol""""""""",9,6,7,10,5,0,2,0,0,0,,1047,990,1050,916,662,627,834,1281,500,841,,1708504,2000974,1833489,1191853,586199,864014,970922,773032,568195,930163
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",0,0,0,0,0,167,0,0,0,0,,192,289,197,148,111,577,193,181,97,123,,43055,41438,50741,40699,40934,41412,54735,39179,37362,56451
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),0,0,0,0,0,0,0,0,0,0,,1,16,69,1795,13360,62,77,127,304,111,,41598,39394,47474,41992,41196,45978,51379,49992,48330,62077
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",41,0,0,0,0,0,0,0,0,0,,19309,13817,320,326,213,148,163,135,112,229,,27332,25733,33289,19560,16612,5077,1477,1523,1303,1440
261800,Granulated slag (slag sand) from the manufacture of iron or steel,0,0,0,0,2,0,0,0,0,0,,36967,41956,39355,12996,18468,18250,11167,6179,4311,9398,,52394,35686,33674,32457,39341,62053,79442,70083,85976,113475
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,0,0,0,0,0,0,0,0,,1938,1705,540,1047,962,861,1287,866,630,674,,25711,18343,13052,25673,1718,9007,15731,27951,23564,24713
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,6632,5997,1994,1093,1061,1104,1612,1432,1086,486,,7353,11933,9859,21889,41,2665,18675,13533,5931,21027
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",0,0,0,0,0,0,0,0,0,0,,32310,36058,70842,35086,15919,40342,25420,119700,29684,27222,,242144,147599,217634,122520,96424,139813,131888,88572,69826,254722
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),0,48,427,0,0,115,57,10,0,0,,31,244,746,106,6,27,64,0,25,0,,19592,7837,12257,11570,9464,15866,27960,19558,14470,13016
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23,7,66,486,312,253,318,438,153,635
251730,Tarred macadam,0,0,0,0,0,0,0,0,0,0,,0,3,3,0,0,0,0,0,0,0,,913,78,794,88,60,95,93,131,97,110
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,15,0,0,0,0,0,0,0,,1,1,0,25,47,27,12,1,0,254,,34684,41971,39990,48443,41708,36361,39661,30634,45644,39894
252410,Crocidolite asbestos (excluding products made from crocidolite),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,24,0,0,0,0,0,0,0
260400,Nickel ores and concentrates,0,0,0,0,0,7,0,0,0,0,,387,141,385,0,0,14,19,82,129,292,,17,15,275,207,82,357,123,84,668,189
281210,Chlorides and chloride oxides,0,3,0,3,0,0,0,0,0,0,,736,698,561,877,1144,80,0,0,0,0,,25851,23044,28193,34417,52197,0,0,0,0,0
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,7,0,,0,0,0,0,0,899,1607,5287,9736,6449,,0,0,0,0,0,18232,18619,23707,17647,14198
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,0,0,5,0,,922,772,853,738,269,105,55,83,69,71,,28895,27945,27178,36459,32887,35252,34791,30557,34269,41236
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,105,28,0,0,,166,8,18,39,79,37,7,106,0,20
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,8,0,58,0,0,,0,1,28,12,16,43,51,41,17,4,,29909,45229,52014,46382,55628,64251,73279,81069,74561,124037
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,168915,194602,146156,147991,139591
80840,Fresh quinces,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,6160,591,366,516,592,656,772,1082,1292,1283
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,3,0,3,0,4,0,2,2,4,2,,359345,330125,389927,413300,559499,642573,609567,871269,849306,1085037
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,0,30,292,50,0,126,197,327,474,169,,87328,104132,118869,134864,154468,137667,154571,158521,182341,219781
90520,"Vanilla, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,4,4,5,1,14,7,87,36,,914,1708,2781,4031,4144,7819,11351,4080,4794,6117
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,,13728,18716,15521,15713,10328,11472,11620,11091,11509,11548
70320,"Garlic, fresh or chilled",0,0,60,45,0,0,0,0,0,0,,8,10,607,83,32,283,3110,14,19,7,,152436,191072,144176,182542,221559,222415,160672,199842,235214,256948
70940,Fresh or chilled celery (excluding celeriac),0,0,0,0,0,0,0,0,0,0,,32,77,174,249,209,95,72,80,126,186,,18263,28041,24759,28895,30059,38330,31065,78151,71426,79517
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,48,0,0,0,0,0,0,0,,208,215,230,190,205,179,63,76,29,42,,121252,124678,132913,146811,168465,186579,227559,265637,306350,348207
10129,Live horses (excluding pure-bred for breeding),0,0,0,208,0,0,0,0,0,0,,0,0,3,6,0,0,0,0,0,0,,276416,293456,330593,398468,473025,561846,492484,517477,473961,636203
10229,Live cattle (excluding pure-bred for breeding),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,1782457,1781034,2488917,2192977,1617507,1534650,1587722,1800782,1757383,1565002
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1302,1859,2279,3081,4751,3480,2374,2184,1203,1659
10515,"Live domestic guinea fowls, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,64,0,0,0,0,0,0,0,0,0
100821,Millet seed for sowing (excluding grain sorghum),0,0,4,15,0,7,4,7,11,0,,0,0,0,0,0,0,0,0,0,0,,2106,8745,783,851,462,693,523,1278,1543,6058
100860,Triticale,0,0,0,0,0,0,0,0,0,0,,0,0,0,11,0,0,0,0,0,0,,4151,6604,3249,2655,1446,1560,2004,2110,2478,2692
130214,Extracts of pyrethrum and of roots containing rotenone,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,8,14,0,38,167
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,594,1046,629,437,588,365,308,287,278,353,,15022,18537,19992,18688,29179,34461,25455,16758,28552,26487
110430,"Germ of cereals, whole, rolled, flaked or ground",0,0,2,2,0,0,2,0,0,0,,663,774,975,600,154,169,146,96,80,119,,20422,14750,10673,10951,10191,12532,10364,10538,11930,18630
120300,Copra,0,0,0,0,0,0,0,0,0,0,,19,34,21,4,3,2,0,0,0,8,,24,7,0,0,0,0,2,0,0,0
121140,"Poppy straw, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30313,"Frozen, Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,580,215,473,0,5,323,,12900,15458,22262,17118,25210,23191,20906,18368,13309,17231
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,,2382,417,189,385,228,244,243,489,32,393
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,21,15,240,115,0,42,15,0,,0,0,78,210,217,614,1072,176,178,2,,2190,476,1047,537,712,948,842,1326,805,1082
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",0,0,0,0,0,0,0,0,0,0,,6754,2513,5481,6566,4745,8514,7568,8574,5650,6601,,1217,1009,2104,1034,233,438,1335,1526,1027,746
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,24,0,27,10,0,0,4,0,,2173,1663,5529,10345,14550,20099,20135,7835,14680,13208
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,7,0,0,0,0,0,0,0,,1438,905,1740,1608,2000,1825,1417,1500,1285,1229
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,21727,19290,24152,22352,20714,28252,21951,22249,24734,34637
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,5,0,0,0,0,0,0,,315,1382,648,857,939,706,485,481,388,655
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,646,767,1212,1249,1568,2079,1183,1614,1534,1143
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,,5992,6254,5950,5728,5329,4530,4100,6099,6250,7115
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1252,1245,1042,0,0,0,0,0,,561,318,255,918,3934,0,0,0,0,0
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,142,93,70,1,54,,0,0,0,0,0,1098,1552,879,1637,5502
