Product code,Product label,"Korea, Republic of's imports from Taipei, Chinese-Value in 2012","Korea, Republic of's imports from Taipei, Chinese-Value in 2013","Korea, Republic of's imports from Taipei, Chinese-Value in 2014","Korea, Republic of's imports from Taipei, Chinese-Value in 2015","Korea, Republic of's imports from Taipei, Chinese-Value in 2016","Korea, Republic of's imports from Taipei, Chinese-Value in 2017","Korea, Republic of's imports from Taipei, Chinese-Value in 2018","Korea, Republic of's imports from Taipei, Chinese-Value in 2019","Korea, Republic of's imports from Taipei, Chinese-Value in 2020","Korea, Republic of's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021","Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
100830,Canary seed,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,92,76,84,98,78,47,89,48,50,82
110290,"Cereal flours (excluding wheat, meslin and maize)",0,0,0,0,0,0,0,0,0,0,,1198,1531,1879,1566,1621,1876,2461,2143,1708,1623,,474,490,502,452,514,532,715,598,827,1160
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",0,1,0,0,0,0,0,0,0,0,,3315,2899,2945,3545,4027,5197,6192,5223,3508,5916,,6370,6474,11965,24130,42504,36834,11235,7011,7502,7671
120110,"Soya bean seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,30,4,0,5,1,1,,1,0,125,0,0,0,1,0,0,0
120241,"Groundnuts, in shell (excluding seed for sowing, roasted or otherwise cooked)",0,0,0,0,0,0,0,0,0,0,,0,111,97,219,162,53,154,91,90,83,,178,153,276,148,149,120,122,141,261,171
120729,Cotton seeds (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46906,51489,68826,58116,52268,44858,38529,38083,40876,51951
120791,"Poppy seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,86,76,119,71,123,82,85,17,50,42
120910,"Sugar beet seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,3,0,0,1,1,1,,0,0,0,1,1,2,5,7,0,0
120924,"Kentucky blue grass """"Poa pratensis L."""" seed for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,1033,1345,626,737,936,1005,1055,840,1025,1348
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",0,0,0,0,0,0,0,0,0,0,,112,64,49,72,74,66,26,2,0,0,,719,251,536,745,1266,1313,2723,5829,8709,7895
382477,"Mixtures containing bromomethane """"methyl bromide"""" or bromochloromethane""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,34,13,18,32,34,32,43,22,0,0
382487,"Mixtures and preparations containing perfluorooctane sulphonic acid, its salts, perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
381511,"Supported catalysts with nickel or a nickel compound as the active substance, n.e.s.",818,0,0,0,1,0,0,0,0,0,,57,55,39,45,1754,292,41,171,31,155,,74677,53967,63677,55472,47410,45899,84397,94929,73578,113717
382000,Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ...,0,0,1,0,0,0,0,0,0,0,,338,733,568,528,468,321,496,502,208,888,,4286,10772,4788,4594,6686,6472,10759,6393,4948,9083
330530,Hair lacquers,0,0,0,0,0,0,4,1,0,0,,40,72,89,65,39,87,49,99,54,87,,1782,2440,2864,3777,3698,4500,3939,4094,3665,3473
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,0,0,0,0,0,0,0,0,0,0,,0,361,0,363,0,392,0,202,980,369,,15987,17734,27684,26782,16368,14783,14243,20499,26638,15888
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",14,2,1,29,58,46,52,73,32,0,,10,10,2,0,0,15,4,0,0,0,,42,37,18,157,161,109,149,251,286,3599
370254,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,2,0,0,0,0,0,,1,2,5,27,10,170,215,430,153,155,,604,532,393,443,675,1274,1223,2023,2452,2834
370296,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,3,0,0,0,0,,0,0,89,93,7,0,0,0,151,155,,101,47,78,55,93,80,82,113,161,181
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,2,0,0,1,0,0,0,0,,142,108,148,21,37,21,14,1,12,23,,22858,19809,18547,17060,13461,14946,17153,15358,14422,16274
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",0,0,0,0,0,0,0,0,0,0,,24,143,866,774,973,849,1273,319,323,140,,972,956,2065,1749,2263,2300,2465,2667,2471,2822
330130,Resinoids,0,0,0,0,0,0,0,0,0,0,,2729,2649,2301,2194,1444,1677,1225,759,682,889,,296,274,253,277,410,246,408,397,372,141
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",1,1,48,0,1,0,0,0,0,0,,1052,502,749,485,578,711,672,667,394,267,,1247,1579,1799,1740,1991,2330,2217,2261,2316,2357
350219,"Egg albumin (excluding dried [e.g. in sheets, scales, flakes, powder])",0,0,0,0,0,0,0,0,0,0,,16,0,0,1,0,76,2,0,0,0,,241,628,740,543,777,2151,610,480,1492,2709
293626,"Vitamin B12 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,0,0,3,40,5,390,1,2,0,0,,7503,2776,2704,3329,4525,5351,6787,8081,7825,8866
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",0,0,0,0,0,0,0,0,0,0,,0,526,4,0,71,20,48,23,1356,1955,,1609,1489,2161,2967,4189,8768,11929,16522,21966,31324
293722,Halogenated derivatives of corticosteroidal hormones,0,0,0,0,0,0,0,0,0,0,,0,101,3,9,12,0,0,783,736,1907,,7578,8351,6784,7309,8245,8345,8651,6365,8787,7288
293944,Norephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,0,70,3253,2347,2512,2291,2424,3154,3380,2804,,0,0,0,0,0,0,0,0,0,1
293969,"Alkaloids of rye ergot and their derivatives; salts thereof (excluding lysergic acid, ergotamine ...",0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,0,0,0,0,0,,6919,3802,4686,3704,3319,3548,2675,2755,4157,2531
294000,"Sugars, chemically pure (excluding sucrose, lactose, maltose, glucose and fructose); sugar ...",0,0,0,0,0,0,0,0,0,0,,351,769,473,707,607,548,681,521,696,613,,22943,20578,23733,30337,35927,33324,36108,33442,33152,42802
294130,Tetracyclines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,569,685,535,328,494,529,367,557,526,321,,4631,5684,5301,5934,7168,5432,7042,6834,6151,11095
291812,Tartaric acid,0,0,0,0,0,0,0,0,0,0,,121,150,198,146,38,23,142,19,17,29,,2033,1720,2083,1769,1640,1562,1725,1853,3063,5384
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),2,0,0,0,0,0,0,0,0,0,,816,4301,7679,2645,266,1,7,93,0,0,,2044,1770,2647,2462,1410,1451,1800,1783,1259,2078
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",52,0,0,0,0,0,0,0,0,0,,50,0,0,7,0,0,0,0,0,6,,5131,4307,4415,3909,4180,6022,5415,10265,10418,16324
291634,Phenylacetic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,1,2,0,0,0,0,0,0,,57,6,14,27,19,73,134,14,2,9
300441,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,959,,0,0,0,0,0,3,57,24,3,3
300442,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,293,119,0,111,,0,0,0,0,0,0,0,0,0,57
300650,First-aid boxes and kits,0,0,3,0,0,0,0,0,0,0,,36,383,431,747,722,355,190,209,267,440,,471,271,365,620,861,494,798,622,623,1413
291524,Acetic anhydride,0,0,0,0,0,0,0,0,0,0,,145,42,205,231,115,490,168,361,484,510,,12335,12298,12715,10176,9865,9658,15345,12621,10194,21841
291540,"Mono- di- or trichloroacetic acids, their salts and esters",0,0,0,0,2,0,0,0,0,0,,114,42,117,3,77,8,0,30,24,53,,2132,2075,2644,2383,2533,2730,3598,3245,4688,8830
291221,Benzaldehyde,0,0,0,0,0,0,0,0,0,0,,0,0,39,0,0,0,0,66,0,0,,4277,4967,5903,6808,6788,6705,6358,6464,4595,6300
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,360,196,314,271,321,423,330,303,363,543
291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone """"methyl ethyl ...""",160,10,0,0,0,0,0,0,0,0,,1684,1490,454,383,94,48,53,62,212,194,,5274,3944,4403,4101,5461,6531,9041,7734,6811,9484
291461,Anthraquinone,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,,10,11,6,5,28,61,166,218,287,889
292310,Choline and its salts,0,0,0,0,0,0,0,0,0,0,,0,2,9,0,4,81,143,230,263,306,,33574,41393,35854,33714,42536,50594,53040,71265,52495,78117
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,7013,6366,5085,1668,3554,5068,6953,6171,5448,6007,,17154,13887,19133,17711,20915,20499,24754,23022,20894,24672
292340,Didecyldimethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,0,0,1,0
292411,"Meprobamate """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),0,0,0,0,0,0,0,2,0,0,,300,110,158,467,191,141,209,66,162,65,,24239,20085,22779,19758,22540,21496,26408,28261,45123,48757
293040,Methionine,0,0,0,0,0,0,0,0,0,0,,39,154,629,1076,381,225,153,108,21,8,,46602,39757,27025,41835,31018,23729,23010,23105,24079,32832
293080,"Aldicarb (ISO), Captafol (ISO) and methamidophos (ISO)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1792,1800,1707,365,602,,0,0,0,0,0,9,1,0,4,1
293134,Sodium 3-(trihydroxysilyl)propyl methylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,1,1
293333,"Alfentanil """"INN"""", anileridine """"INN"""", bezitramide """"INN"""", bromazepam """"INN"""", carfentanil ...""",0,1,0,72,0,0,0,0,0,0,,0,0,0,70,154,147,275,338,66,120,,1016,1018,691,930,678,688,686,986,926,1161
293354,"Derivatives of malonylurea """"barbituric acid"""" and salts thereof (excluding salts of malonylurea)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,0,0,0,0,,993,265,179,203,109,151,158,251,70,200
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,128,33,56,58,56,18,4,4,28,51,,6621,7793,7376,9292,12849,10511,10554,9839,6831,6975
510531,"Hair of Kashmir """"cashmere"""" goats, carded or combed""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5218,5560,8825,11002,13628,14997,16957,16785,11309,12977
481320,Cigarette paper in rolls of a width of <= 5 cm,0,0,0,0,0,0,2,0,0,0,,0,0,4,2,12,0,1,9,3,3,,22813,22564,19703,18073,21321,18290,23712,22796,30772,23087
481850,"Articles of apparel and clothing accessories, of paper pulp, paper, cellulose wadding or webs ...",1,0,0,0,1,0,0,0,1,0,,4909,5155,5091,5076,5579,5721,5003,1239,1419,1302,,276,101,3479,1961,1931,2510,2578,2571,3471,2630
480512,"Straw fluting paper, in rolls of a width > 36 cm, weighing >= 130 g/m©÷",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,33,0,0
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,110,0,0,0,0,,0,7,2,1,5,0,0,3,3,0,,2144,2881,3711,1722,1779,2093,920,812,621,555
480592,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",6,14,1,0,1,0,26,0,0,0,,4187,11620,10619,1046,673,1366,1699,581,303,145,,11709,9264,11960,10068,13291,10044,18892,27903,21325,28015
441210,"Plywood, veneered panel and similar laminated wood, of bamboo, not containing particle board ...",0,0,22,0,0,1,0,0,0,0,,489,114,23,3,0,8,50,23,6,14,,1192,706,849,773,1624,1117,987,1242,1905,2671
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",121,17,0,0,0,0,0,1,0,0,,3254,3991,3436,2840,2865,5532,33719,28777,22329,24786,,460300,489748,411452,406365,85227,424288,520682,451579,438901,545121
410320,"Raw hides and skins of reptiles, fresh or salted, dried, limed, pickled or otherwise preserved ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2256,4547,3977,3152,3606,2025,1827,1993,1815,1276
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",0,0,0,0,0,0,0,0,0,0,,27,121,210,247,77,19,9,45,42,0,,2177,2923,1706,1213,2294,1038,1164,1394,1289,860
410622,"Hides and skins of goats or kids, in the dry state """"crust"""", without wool on, whether or ...""",0,1,0,0,0,0,0,0,0,0,,2807,3043,2564,2361,1367,1076,791,288,0,0,,1529,860,901,1160,954,821,678,408,111,89
441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),0,0,0,0,0,0,0,0,0,0,,0,0,98,50,49,80,59,10,19,57,,1443,409,295,274,160,442,990,553,908,237
441875,"Flooring panels, multilayer, assembled, of wood other than bamboo (excl. for mosaic floors)",0,0,0,0,0,17,48,0,1,0,,0,0,0,0,0,15479,13673,9701,9615,15551,,0,0,0,0,0,18527,16251,22818,27181,31951
442110,Clothes hangers of wood,161,183,199,30,3,12,0,0,0,0,,1479,898,1688,2502,1668,2038,1759,1619,854,1126,,6449,7572,8386,8643,8625,9000,10577,11650,12599,11932
450190,"Cork waste; crushed, powdered or ground cork",0,0,0,0,0,0,1,0,0,0,,2,5,2,20,4,4,0,2,50,69,,393,402,370,175,183,199,406,358,347,645
470411,"Unbleached coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,273,52,45,120,43,25,19,11,15,0,,0,0,2,322,57,35,0,0,0,0
470429,"Semi-bleached or bleached non-coniferous chemical wood pulp, sulphite (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,31,0,43,17,0,5,4,0,,226,259,481,275,341,365,347,370,471,1229
470630,Pulps of fibrous cellulosic bamboo material,0,0,0,0,0,0,0,0,0,0,,0,28,46,44,19,27,0,0,0,18,,32,161,224,45,0,150,291,223,240,453
470691,"Mechanical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",4,2,1,0,0,0,0,0,0,0,,0,0,26,37,20,30,27,18,14,0,,57,45,46,6,25,16,15,2,12,1
480100,"Newsprint as specified in Note 4 to chapter 48, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,85,168,82,59,72,135,337,25,28,766,,62,0,5,4,0,20,23,4,11,7
391239,"Cellulose ethers, in primary forms (excluding carboxymethylcellulose and its salts)",441,82,42,73,34,27,59,19,1,0,,835,708,924,745,1417,1336,1070,1097,911,1278,,32097,35753,33966,34792,38931,43470,48059,53766,52825,53531
391530,"Waste, parings and scrap, of polymers of vinyl chloride",0,0,130,174,0,0,0,0,0,0,,2018,1660,1322,1460,2061,2146,2399,2507,4342,4679,,12982,15417,12523,9336,7402,6546,8946,7029,3719,2757
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ...,0,0,0,0,0,0,0,0,0,0,,35,15,36,37,47,7,58,22,34,4,,157,312,470,382,10168,11195,9282,269,259,3968
390760,"Poly""""ethylene terephthalate"""", in primary forms""""",640,1282,1823,3534,2446,21,0,0,0,0,,1237402,1128977,975561,832580,803532,14587,0,0,0,0,,43107,50301,57939,57780,52652,69,0,0,0,0
391212,"Plasticised cellulose acetates, in primary forms",0,0,0,0,0,0,0,0,0,0,,372,418,449,387,429,303,217,282,121,236,,1128,1192,1087,1387,1123,1338,1143,1208,990,1132
390450,"Vinylidene chloride polymers, in primary forms",0,0,0,0,0,0,0,0,0,0,,1178,555,275,127,52,95,61,48,24,44,,3037,1994,1848,1896,2093,1880,1375,2297,1873,1674
401032,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",0,0,1,0,0,0,0,0,1,0,,1136,966,1032,976,886,914,633,391,415,710,,912,1532,1114,1417,1530,1784,1833,1586,1919,2662
401130,"New pneumatic tyres, of rubber, of a kind used for aircraft",36,0,27,0,0,0,3,0,0,0,,0,3,0,0,279,67,40,35,117,96,,6432,5831,6960,10708,9236,10121,6573,7083,10165,11886
401161,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",21,0,0,0,0,0,0,0,0,0,,2114,739,510,228,141,7,0,0,0,0,,984,1567,2648,3060,3107,0,0,0,0,0
401219,"Retreaded pneumatic tyres, of rubber (excluding of a kind used on motor cars, station wagons, ...",0,0,0,0,1,0,0,0,0,0,,1250,366,91,157,87,46,11,24,4,9,,3,85,20,51,7,33,19,7,19,46
401310,"Inner tubes, of rubber, of a kind used on motor cars, incl. station wagons and racing cars, ...",0,0,0,0,0,0,0,0,0,0,,2402,1789,2264,2300,1617,804,756,140,202,128,,1260,1352,393,757,161,25,127,108,69,69
392510,"Reservoirs, tanks, vats and similar containers, of plastics, with a capacity of > 300 l",4,0,0,0,4,0,6,48,0,0,,1800,1495,1316,950,1661,1670,1391,1297,897,1065,,3602,2034,3797,2305,2352,3310,3099,4072,2766,955
430130,"Raw furskins of the following types of lamb: Astrakhan, Caracul, Persian, Broadtail and similar, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,16,24,0,3,2,0,0,21,0,0,,708,515,856,713,788,1656,590,1132,993,880,,94051,88839,92880,93641,99440,104035,126968,102598,62824,86116
440110,"Fuel wood, in logs, billets, twigs, faggots or similar forms",0,0,0,0,0,0,0,0,0,0,,744,90,354,331,12,0,0,0,0,0,,9,45,63,23,21,0,0,0,0,0
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",0,0,0,0,12,0,0,0,0,0,,400,396,302,190,327,395,258,250,255,270,,4012,1606,1024,329,503,1696,3559,3588,3703,3414
440290,"Wood charcoal, whether or not agglomerated (excl. of bamboo or shell or nut, charcoal used ...",24,3,0,0,0,1,32,0,0,0,,75,121,172,266,347,1268,540,1003,122,68,,91852,99321,105038,113150,111565,108590,121866,110109,90585,85460
440610,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1123,2331,244,2133,473,0,0,0,0,0
440612,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, non-coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1525,1389,545,1014,256
722012,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",0,1,24,0,0,23,0,2,0,0,,29499,18089,22259,23686,19698,21426,20284,18176,16034,30369,,17629,7105,9368,4072,4685,3911,2208,2649,2096,2685
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",0,11,0,0,0,0,0,0,0,0,,7669,6430,6791,6811,7166,6444,5502,4428,3586,4999,,5924,7827,2892,3800,4849,2629,14086,14408,1872,2014
722870,"Angles, shapes and sections of alloy steel other than stainless, n.e.s.",0,0,0,24,237,0,0,0,0,0,,461,961,864,5498,3226,4620,3787,2225,1860,2675,,94374,172473,184248,180875,213237,146278,48206,39244,11808,19303
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",0,0,0,0,0,0,0,0,0,0,,2880,2851,1450,706,504,1119,304,60,183,237,,8077,994,17097,9797,3215,12739,594,4091,339,745
730423,"Drill pipe, seamless, of a kind used in drilling for oil or gas, of iron or steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,1,0,5,1,0,34,27,1,0,110,,8677,46543,83059,18090,1637,2549,587,450,471,1394
730520,"Casing of a kind used in drilling for oil or gas, having circular cross-sections and an external ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,0,6,671,17749,130,1213,0,0,32,0
730810,"Bridges and bridge-sections, of iron or steel",0,0,0,0,0,0,0,0,0,0,,1219,353,378,6147,548,503,400,1332,3439,10936,,7528,10387,11760,5602,8645,6136,5578,3322,2821,4461
731581,Stud-link of iron or steel,0,0,0,0,0,0,0,0,0,0,,3,5,26,28,64,52,116,65,29,49,,1363,2591,4842,14980,6783,3866,3572,3085,3675,3628
732111,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,1,1,0,2,0,21,0,1,0,,16961,18054,17005,17471,16176,16670,21292,19237,24872,36973,,10971,7655,5140,6125,4964,5728,10769,12501,15969,17598
732591,"Grinding balls and similar articles for mills, cast (excluding such articles of non-malleable ...",0,0,0,0,0,0,0,0,0,0,,667,474,390,379,223,271,321,272,185,245,,2404,4002,3728,3569,2240,4020,2908,3437,2552,3228
740319,"Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...",1233,1341,888,463,0,0,0,0,0,0,,3105,2840,1842,1783,2326,1494,160,3332,20590,16645,,117398,72917,81563,114526,106277,91403,109712,81399,76627,108855
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",0,0,0,0,0,0,0,0,0,0,,8887,10121,11357,5651,4138,4605,3359,4163,3104,7416,,832,807,423,273,43,38,26,41,49,190
740822,"Wire of copper-nickel alloys """"cupro-nickel"""" or copper-nickel-zinc alloys """"nickel silver""""""""",0,9,0,0,0,6,0,0,0,0,,1387,1545,1321,1245,917,1087,615,292,313,541,,2886,2864,2699,2147,1440,1528,1747,1878,1851,2480
701333,Drinking glasses of lead crystal (excluding stemware),0,0,0,0,0,0,0,0,0,0,,56,7,17,4,4,3,6,3,0,11,,1020,999,1218,1195,604,570,520,507,796,1289
701710,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated, of ...",0,0,0,0,0,0,0,0,0,0,,5585,1671,2169,1567,1674,612,605,428,563,1051,,1594,2073,1930,1682,2096,2185,3036,3295,3887,4147
710121,"Cultured pearls, unworked, whether or not graded",0,0,0,0,0,0,0,0,0,0,,109,46,3,41,357,188,87,12,85,327,,1116,786,1222,676,352,252,137,161,176,110
711011,"Platinum, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,3577,5041,3035,2051,14713,8505,3251,4489,39025,83639,,152623,136686,149052,122705,54311,81648,49075,65795,113198,172483
711039,Rhodium in semi-manufactured forms,0,0,0,0,0,0,0,0,0,0,,77,717,1313,254,131,70,1584,4448,9867,19174,,201,205,58,52,73,89,96,251,364,684
711291,"Waste and scrap of gold, incl. metal clad with gold, and other waste and scrap containing gold ...",50,1,0,0,284,5,201,2,0,0,,221,0,50,324,77,158,0,347,84,6,,43234,54667,60479,79611,64946,65786,71601,97714,89091,113939
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",0,0,0,0,0,0,0,0,0,0,,916,781,1275,1715,1177,667,944,523,499,581,,128,224,64,119,53,186,113,213,143,143
720211,"Ferro-manganese, containing by weight > 2% of carbon",0,0,0,0,0,0,0,0,0,0,,75,32,64,42,23533,42402,25062,17657,29,210,,23541,7322,7683,4498,6766,1727,29742,20779,6513,26207
720229,"Ferro-silicon, containing by weight <= 55% silicon",0,0,0,0,0,0,0,0,0,0,,136,130,98,102,82,65,87,53,37,40,,47426,41417,42697,40012,34198,34484,37643,32699,24082,38195
720241,"Ferro-chromium, containing by weight > 4% of carbon",0,0,0,0,0,0,0,60,0,0,,4532,8112,3859,3508,3434,5626,16523,13491,1196,1659,,547162,567569,499757,498648,473699,688584,668230,516080,396524,662355
720410,"Waste and scrap, of cast iron (excluding radioactive)",82,0,0,0,0,0,107,112,0,0,,59,54,63,61,38,480,989,1467,1415,3161,,21764,11686,6728,8308,7970,9506,12015,15970,8257,11069
720430,"Waste and scrap of tinned iron or steel (excluding radioactive, and waste and scrap of batteries ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,9,25,0,0,0,,135,572,0,1,36,3,183,108,934,6454
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",1,0,240,155,0,0,0,0,0,0,,95510,140518,92113,56,15339,34683,10008,17,14,9,,898,2790,3682,42074,3522,1026,1150,1071,1614,2060
720915,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,19,0,,15190,12345,16882,10160,9316,14241,13851,10739,8119,19608,,2802,1884,7568,8224,4093,1185,533,695,1957,994
721069,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,3388,2084,1982,1467,1978,1317,1887,2003,654,1615,,44325,62209,74212,64212,58106,63228,54518,57962,11889,9539
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",0,4,0,0,28,85,96,27,33,0,,94,40,147,43,28,49,31,45,63,222,,3093,3781,3788,4046,3593,3458,2759,2727,2388,2633
630240,"Table linen, knitted or crocheted",0,0,1,0,0,31,14,0,0,0,,76,29,62,40,81,48,51,56,41,53,,142,118,305,345,458,461,390,370,237,421
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",0,0,0,27,0,0,46,0,1,0,,108,86,59,167,261,673,588,234,150,239,,213,355,507,641,651,864,979,803,904,1292
630532,"Flexible intermediate bulk containers, for the packing of goods, of synthetic or man-made textile ...",0,0,0,0,0,0,0,0,0,0,,73,811,143,127,98,80,317,253,608,492,,138629,155029,167138,161813,168912,191699,216104,211992,213862,259244
620212,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,0,1,0,0,0,4,1,1,0,,830,205,766,284,351,278,888,609,549,847,,33212,38746,42232,51260,46490,44854,51706,54064,37489,39601
