Product code,Product label,Viet Nam's imports from United States of America-Value in 2012,Viet Nam's imports from United States of America-Value in 2013,Viet Nam's imports from United States of America-Value in 2014,Viet Nam's imports from United States of America-Value in 2015,Viet Nam's imports from United States of America-Value in 2016,Viet Nam's imports from United States of America-Value in 2017,Viet Nam's imports from United States of America-Value in 2018,Viet Nam's imports from United States of America-Value in 2019,Viet Nam's imports from United States of America-Value in 2020,Viet Nam's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
841451,"Table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an ...",20,50,36,108,55,328,112,38,18,,,92783,91596,84140,96195,93197,85770,106757,107847,96764,110302,,34094,32641,35794,50437,58358,52045,59026,63943,57442,117077
841460,"Hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal ...",102,52,32,50,36,11,39,49,48,,,40845,44278,43740,49229,41572,50305,50641,45707,46791,45368,,9269,10704,12088,16744,15165,21198,22170,24575,22704,27025
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",105,1931,568,1634,338,650,419,213,328,,,1200148,1328567,1394343,1422743,1434504,1352312,1400175,1405853,1235092,1296788,,42409,60970,61718,77242,104631,86896,88992,96023,82276,155367
841720,"Bakery ovens, incl. biscuit ovens, non-electric",127,73,75,61,7,6,61,74,21,,,32376,48198,55399,52141,45865,41274,39266,30131,27326,37183,,1645,793,1088,828,1413,1808,6106,1813,2526,3050
841821,"Household refrigerators, compression-type",0,9,0,0,4,7,1,10,5,,,70603,64236,76355,75479,62487,67937,70166,62922,47949,65592,,158226,195821,179452,234188,244507,159949,89349,84517,20150,28285
841960,Machinery for liquefying air or other gases,380,61,85,0,2,26,10,0,308,,,173937,137203,147878,115763,52588,58148,60520,75914,147584,103604,,2798,2046,16468,1426,1395,690,546,1765,1859,41422
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",1123,1503,1695,2429,2246,2820,602,902,1587,,,856610,901399,867117,855710,801848,727447,808090,790902,646839,666377,,8913,30379,96760,85248,18359,16812,25398,15888,12640,46632
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",277,219,305,146,133,100,173,178,136,,,140769,123306,136159,109183,97382,104410,117234,102936,97553,120511,,1237,1859,1434,1470,1930,2479,2599,2519,1461,3585
842211,Dishwashing machines of the household type,5,0,2,4,4,3,5,2,8,,,182425,183052,164572,154461,159809,158605,166062,156218,168831,164403,,856,1175,1644,2102,2419,3452,7305,8321,15304,25888
842310,"Personal weighing machines, incl. baby scales; household scales",24,10,3,0,4,7,2,1,5,,,17057,19207,20801,15152,16210,20129,17400,21329,20706,23574,,654,923,1056,1107,1487,1791,2418,2355,2723,16136
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines ...",2015,1834,1890,2682,2609,3158,4191,4858,4566,,,855771,797742,948932,827761,840836,884359,928901,873669,867882,973519,,14409,15548,33687,18321,23352,25299,28261,39781,46532,102178
842539,"Winches and capstans, non-powered by electric motor",716,248,170,1004,359,51,149,253,140,,,161923,167693,181678,165893,99836,103789,99851,119183,84697,77483,,14751,17773,7677,8603,8571,7302,5335,6985,9049,5096
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",774,187,7138,359,577,185,67,283,39,,,75580,93371,99692,93648,89883,85652,89531,80323,76318,76344,,8866,10431,11543,10321,12321,12447,12225,5225,5070,5600
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,0,0,0,0,0,3,0,3,,,12111,38141,10929,11783,51563,4977,8681,8576,2221,10471,,8470,6394,3452,10292,12971,4894,2913,3871,2637,1112
842840,Escalators and moving walkways,0,0,0,0,0,0,0,0,0,,,25045,19383,14433,17855,9727,8334,6496,9274,7521,9462,,10579,12779,11360,12900,13453,11939,20242,12809,9203,4710
842911,"Self-propelled bulldozers and angledozers, track laying",2128,440,1106,5009,1010,1028,2098,302,104,,,859837,556676,614575,371982,310625,381485,556809,415679,294408,393035,,20131,13447,16884,25417,32345,21127,22069,14534,15106,22040
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",0,0,0,0,0,0,0,0,0,,,57992,80381,54700,41384,69153,55209,46390,41551,51580,37489,,4294,5046,11658,22384,26099,19129,12938,9064,5659,14842
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,3885,4127,87,880,4650,925,2361,0,6018,,,915706,701733,563987,532349,241083,377550,421138,337556,278055,303406,,20217,20442,16133,35248,31826,21244,32498,21795,21610,21164
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",1,41,0,3,24,0,0,2,5,,,48456,62074,42736,37627,32958,34641,18706,16051,10672,17367,,768,938,1388,1852,1975,1995,3055,2428,1086,1249
843141,"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430",241,79,181,286,239,45,96,49,26,,,349547,334322,289960,251810,222132,229496,262669,237885,219748,228686,,3924,4122,2590,5575,5192,4467,4629,5519,3999,9827
843510,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...",179,141,651,877,0,122,84,143,0,,,18892,13460,25170,26892,19468,22437,18703,9834,7457,10549,,4646,3179,3461,3341,3510,4331,2705,4279,608,1620
843610,Machinery for preparing animal feedingstuffs in agricultural holdings and similar undertakings ...,1095,950,423,1865,833,1185,1236,454,792,,,66795,75813,83930,87943,82531,75568,111348,87165,60970,73536,,14499,8319,13931,26387,61495,43423,38316,37414,29256,22754
843691,"Parts of poultry-keeping machinery or poultry incubators and brooders, n.e.s.",8,6,21,20,6,83,24,37,4,,,131289,102920,103798,96901,91062,87160,79839,77645,61561,67322,,99,149,141,661,545,2167,1756,760,264,4863
844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, ...",63,91,75,64,160,282,669,506,618,,,80073,67689,60807,61470,57963,55744,63464,57239,42427,44180,,9864,8548,8718,8728,8561,14677,11819,10652,9837,7347
844339,"Printers, copying machines and facsimile machines, whether or not combined (excluding those ...",714,729,487,467,436,627,314,223,80,,,178115,147370,129749,111467,112903,127333,143843,98543,81318,104949,,9545,16332,18876,9463,67114,23707,12223,15403,21181,29826
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",18,0,0,0,0,0,271,0,0,,,33070,26278,42823,27603,18668,12511,14206,15253,9739,14014,,3999,4423,6191,12682,14740,22973,15354,15013,10169,10066
844520,Textile spinning machines (excluding extruding and drawing or roving machines),0,253,0,4,87,7,95,0,0,,,3592,4729,4257,4598,2732,5688,4448,4501,2769,4604,,49272,68802,147366,127182,112813,75569,155076,154139,42321,23593
844842,"Reeds for looms, healds and heald-frames",576,87,120,1,0,9,5,0,0,,,5282,2029,903,596,595,1707,1023,793,458,4462,,3498,2609,3522,3106,3408,4447,4930,5631,3740,3438
844849,"Parts and accessories of weaving machines """"looms"""" and their auxiliary machinery, n.e.s.""""",16,8,1,3,0,20,25,188,7,,,13864,11820,16796,11886,12297,10829,12440,11625,8139,17398,,6859,6808,7799,7780,11089,13067,16343,13031,8126,20133
845210,Sewing machines of the household type,0,1,0,0,1,3,10,2,1,,,32904,28653,31812,39357,34289,31614,34681,30156,20931,30226,,634,1247,812,3753,2753,2248,57,48,325,4813
845430,Casting machines of a kind used in metallurgy or in metal foundries,1137,7050,263,6397,35,1902,1040,181,0,,,99900,68719,43110,36081,43256,41395,36161,35754,26813,21597,,43635,62050,158892,124728,38520,45354,57524,74213,49941,33867
845530,Rolls for metal-rolling mills,82,746,950,838,1379,2740,2077,246,30,,,184470,160057,155704,118966,106424,98440,114393,118323,105197,84892,,13232,12790,20003,34101,36942,40752,48341,51307,28532,44883
845590,"Parts of metal-rolling mills, n.e.s.",467,80,104,373,149,447,251,582,772,,,146017,101958,88417,88946,53062,92735,80131,82119,74029,58278,,8788,17775,13741,10741,10992,18684,21756,32047,11601,43111
845612,"Machine tools for working any material by removal of material, operated by light or photon ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,19830,4963,5393,6747,8208,,0,0,0,0,0,0,177,1274,1367,945
845710,Machining centres for working metal,4,0,242,300,6,1,481,84,753,,,671269,691205,743567,617447,515461,627338,628531,473414,349159,535712,,20311,16842,85447,688517,46497,46072,92920,95503,83472,139912
845720,"Unit construction machines """"single station"""", for working metal""""",0,0,0,0,0,0,0,11,0,,,40933,18215,20264,19589,6894,8004,9471,11385,7790,9909,,1770,1771,4039,1421,3222,5043,5340,6390,1619,541
845899,"Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...",492,270,286,340,161,81,167,27,29,,,22684,15495,17664,16636,20771,21726,16774,17192,12499,15227,,25339,29647,19936,21907,18735,24702,27744,17339,9981,4423
845940,Boring machines for metals (excluding way-type unit head machines and boring-milling machines),10,26,45,356,0,43,0,0,0,,,28966,18760,15648,9649,15824,0,0,0,0,0,,3999,1153,1822,1784,1284,3679,0,0,0,
846029,"Grinding machines, for working metals, metal carbides or cermets, in which the positioning ...",830,10,50,43,20,23,295,73,428,,,26799,33723,20996,20047,15164,11312,23938,16847,11771,9963,,14024,8056,8871,10393,19481,15526,23499,24023,14529,4759
846120,"Shaping or slotting machines, for working metals, metal carbides or cermets",9,0,0,0,22,0,0,0,0,,,11324,6122,8256,6806,4722,6628,4652,4383,3552,6546,,1403,481,371,483,1180,585,634,375,247,749
846130,"Broaching machines, for working metals, metal carbides or cermets",1,19,0,2,83,6,0,22,0,,,12490,16465,19828,7919,5062,9204,6493,12456,5315,4989,,1619,1802,2030,1461,1746,967,2424,1672,942,408
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",100,0,64,309,19,235,75,0,0,,,88290,111440,78671,52181,57396,57911,72941,46552,37840,39886,,7436,3414,4939,6132,4339,5275,5937,5670,3166,5616
846221,"Bending, folding, straightening or flattening machines, incl. presses, numerically controlled, ...",0,537,0,0,0,0,0,0,342,,,81874,85415,97381,96087,93592,75978,105778,74589,61512,66324,,4207,4986,28586,10979,9222,16918,12339,19584,19720,24434
846239,"Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...",22,55,185,56,178,783,60,0,28,,,36427,34869,24338,28858,16783,31838,27771,17909,19834,14117,,29289,21313,23245,24861,24399,39720,26465,18318,19051,13159
846249,"Punching, notching or nibbling machines for flat products incl. combined punching and shearing ...",4278,4250,3269,10705,2871,7355,19018,6394,25040,,,30291,33187,38015,33275,19182,29890,28635,23409,19960,29197,,32842,29063,35832,60690,70508,64402,85345,77312,85230,12667
846299,"Presses, not hydraulic, for working metal (excluding forging, bending, folding, straightening ...",15770,2165,887,2091,6746,19142,898,2724,1173,,,127896,54845,44380,66900,69353,61590,56319,44480,41817,60614,,128036,34572,42224,60399,76254,82942,90111,119850,39688,44075
846520,"Machining centres for working wood, cork, bone, hard rubber, hard plastics or similar hard ...",0,0,0,0,0,0,0,37,0,,,0,0,0,0,0,3748,4077,8364,7523,13039,,0,0,0,0,0,0,1324,4067,5191,3124
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",25,75,157,23,234,87,47,156,127,,,19937,16234,15525,12593,15249,19912,18138,12739,13610,17706,,6093,9920,21151,41601,23831,22006,32518,39408,35142,34404
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",1897,11,8,0,3,15,30,0,56,,,32848,27715,22902,29449,34755,21642,19689,20465,15897,18466,,75459,7652,6466,10868,11107,9186,11660,15481,8704,29454
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",5627,7678,3480,2917,4422,6037,5919,6667,14712,,,1520314,1655912,1506768,1424410,1460439,1431050,1312089,1196285,985489,1038597,,87925,94254,142234,131224,147224,167654,147954,172203,194692,118865
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",1,0,4,2,0,13,28,61,29,,,60571,63670,64823,56155,70465,59066,43682,50682,35817,38922,,269,59,106,98,66,45,103,205,80,158
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",1,13,1,0,5,32,7,25,21,,,115285,123443,131998,97584,93395,108421,119432,94153,87485,83526,,2147,201,247,1235,320,1504,2612,3066,4048,8301
847420,Crushing or grinding machines for solid mineral substances,2252,949,886,488,869,1998,1386,538,450,,,324879,271374,278279,200693,193453,166540,150672,141859,91989,123912,,62622,111014,73463,78126,179307,114500,87378,64252,116195,47168
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,191,0,0,7,0,0,0,0,0,,,79073,33965,31906,51210,45008,55004,55400,22981,41905,21374,,4135,4313,8125,20763,10716,7198,14574,8228,10673,10144
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,0,0,0,0,37,0,0,0,0,,,23601,22148,29622,20208,19500,20196,11758,4702,9211,4481,,10,1,16,64,264,855,1627,2071,820,1571
847790,Parts of machinery for working rubber or plastics or for the manufacture of products from these ...,530,108,475,203,294,671,11159,1174,539,,,826071,808601,823114,807897,758075,824400,829822,758195,687790,764781,,33356,26624,32302,43617,47847,46395,59276,48784,45067,134891
847890,"Parts of machinery for preparing or making up tobacco, n.e.s.",21,15,0,6,2,5,7,0,1,,,23557,32411,26960,36649,40249,30109,22071,24920,20246,21420,,926,2237,957,2433,2576,2364,1297,1818,2097,215
847989,"Machines and mechanical appliances, n.e.s.",15179,18047,23210,16339,44881,15907,41953,33031,13856,,,3313444,3951424,4247448,4077682,3449591,3672177,3650442,3787243,3267817,3352429,,457395,726909,643986,857013,938223,2890186,1140655,1125335,1100473,1555067
848010,Moulding boxes for metal foundry,105,143,307,144,65,97,207,51,31,,,9603,14962,9534,8824,6598,9053,8431,10228,5051,3289,,35003,21667,17746,20689,20512,19871,18796,16545,12228,8670
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),0,0,0,0,0,0,0,0,3,,,19335,18560,12483,19205,19977,15732,19848,22060,16136,14330,,2663,1299,1769,5826,3410,6834,10550,7438,2125,2955
848120,Valves for oleohydraulic or pneumatic transmission,2493,1281,1979,1555,1365,1472,3283,3006,1369,,,1189307,1159489,1331673,1241463,1274520,1383397,1600494,1523507,1360170,1432278,,23762,23727,25227,32371,37678,32372,41342,39135,28520,49026
848280,"Roller bearings, incl. combined ball-roller bearings (excluding ball bearings, tapered roller ...",1506,870,1249,686,797,672,561,625,676,,,165442,149928,140066,136135,125214,124210,125636,103664,82416,86787,,26306,21604,20514,19413,21378,22014,18570,20542,22223,18470
848610,Machines and apparatus for the manufacture of boules or wafers,290,569,401,155,469,54,616,1089,606,,,247374,52371,45788,63169,73757,119198,101379,83359,122968,154675,,12249,13192,17524,23707,18168,14731,149706,41694,18317,9801
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",1131,505,666,481,1042,232,504,672,582,,,321620,344356,352230,342087,340230,347329,367369,351626,325125,378726,,25864,25282,35430,33507,40088,41413,45055,43582,43382,53582
850590,"Electromagnets and electromagnetic lifting heads, and their parts (excluding magnets for medical ...",39,90,88,27,56,86,144,36,54,,,129785,154945,153945,159173,171808,192716,221479,214201,171430,196001,,47556,49082,48610,55926,56309,64264,66267,64158,71583,62841
850730,Nickel-cadmium accumulators (excluding spent),10,1,73,1,22,13,19,5,42,,,71385,82037,83701,78169,86255,99057,112361,101954,75948,79145,,691,1475,2640,2106,1788,2041,1107,2199,3385,6378
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",12,15,4,11,7,4,5,0,15,,,192257,185820,188059,163575,165089,147341,175422,158510,134314,232553,,2055,1659,1304,2295,2723,3120,3120,5193,10923,33668
851010,"Shavers, electric",0,0,8,0,0,2,13,6,12,,,45944,40215,48184,41177,25944,33274,31251,41732,36923,38142,,172,273,347,572,867,1063,1993,3606,3145,6145
851150,Generators of a kind used for internal combustion engines (excluding magneto dynamos and dual ...,121,72,412,190,2029,26,21,850,55,,,657521,635343,690788,714082,706363,698500,673629,647540,523924,505540,,4144,7109,14930,9309,12104,8738,10754,14973,9657,19373
851310,Portable electrical lamps designed to function by their own source of energy,80,91,155,154,169,895,287,322,1212,,,130687,133750,124889,121605,139602,123871,126873,127310,108903,137479,,4383,4620,6010,7104,10144,9178,9394,7158,14243,85693
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",1,1,1,0,1,0,0,0,0,,,11175,13275,12255,10107,7968,5866,5334,4516,6345,4783,,410,632,265,336,108,562,237,454,541,758
851829,"Loudspeakers, without enclosure",339,329,1170,5003,825,576,454,4956,110,,,342025,387774,441216,450734,393521,395617,357082,375532,274626,321563,,176932,211226,184351,211283,146389,160147,164566,165283,218272,479902
851890,"Parts of microphones, loudspeakers, headphones and earphones, earphones, audio-frequency electric ...",1762,747,910,571,344,332,269,203,115,,,459258,487459,441646,281716,318125,351146,330786,227466,184422,206178,,235891,324705,348834,436121,459908,616467,649190,686818,699030,644737
851950,Telephone answering machines,0,0,0,0,0,0,0,0,0,,,1489,1064,3185,1371,1328,1231,1156,1294,1686,1176,,19,23,18,33,23,21,18,9,13,279
852589,"Television cameras, digital cameras and video camera recorders (excl. high-speed, radiation-hardened ...",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,
852610,Radar apparatus,2016,127,9,0,5,0,2,0,87,,,680134,1323191,813381,705333,972637,1364236,1496575,1796224,782921,726319,,29332,39024,8496,11104,17645,5847,29644,12666,7620,7380
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",0,0,0,0,0,6,0,1,0,,,829275,823841,898431,1015413,1001134,1064055,1004398,865645,614442,489643,,4800,3786,7053,19376,15480,4877,5072,6951,3326,10553
852791,"Radio-broadcast receivers, for mains operation only, combined with sound recording or reproducing ...",103,0,0,0,6,0,7,3,3,,,103662,90194,102580,89613,73981,53968,46548,42685,37759,27002,,132,378,803,1955,3564,3413,2466,1647,1250,28131
852842,"Cathode-ray tube monitors """"CRT"""" capable of directly connecting to and designed for use with ...""",0,0,0,0,0,0,65,0,1,,,0,0,0,0,0,45054,22318,20688,16156,16226,,0,0,0,0,0,0,478,334,361,1982
852869,"Projectors, not incorporating television reception apparatus (excluding of a kind solely or ...",633,330,1,33,17,47,10,10,16,,,287657,279336,267803,245294,219106,248150,281784,243946,108540,104420,,26277,32548,30098,28192,32450,32972,38384,34559,24167,17790
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",0,0,0,3,13,1,0,1,0,,,6348,4786,2823,1951,2977,6782,5842,7401,5235,2367,,31,2,23,24,25,11,19,36,25,48
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",4687,5370,3205,1746,2402,1180,902,829,890,,,1217511,1123291,1264417,1125545,1111448,1299925,1139419,1087704,1000756,922853,,40735,51793,54530,59136,63215,50904,62462,72506,79064,110863
853222,"Fixed electrical capacitors, aluminium electrolytic (excluding power capacitors)",32,37,25,59,28,420,1662,3373,2409,,,194193,206859,202652,187555,182621,190828,232664,204189,192487,247345,,22566,28621,29058,33832,44279,46019,62318,71072,80325,157012
853230,"Variable or adjustable """"pre-set"""" electrical capacitors""""",20,54,206,300,112,48,11,19,0,,,24410,23613,29781,31150,29833,32687,47606,49615,76484,145824,,580,1028,1882,2205,3915,3313,3442,3161,4220,6394
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",303,23,31,10,25,19,17,6,84,,,78963,82222,79145,73369,59083,61434,55896,47516,60525,54921,,3037,3077,2060,2267,2545,9167,39502,2085,4683,9401
853530,"Isolating switches and make-and-break switches, for a voltage > 1.000 V",28,80,51,918,50,371,217,1422,241,,,142759,137614,169233,144502,111141,90901,102138,102738,92094,99713,,34564,46874,39659,66368,42573,66335,50348,85940,53523,37762
853650,Switches for a voltage <= 1.000 V (excluding relays and automatic circuit breakers),1421,1933,1902,2562,3234,3386,4115,5256,4297,,,1504739,1523785,1618763,1664205,1752040,1833668,1937302,1804707,1621409,1768453,,92944,102828,105942,131683,174994,189592,194463,226449,293858,268333
853810,"Boards, panels, consoles, desks, cabinets and other bases for the goods of heading 8537, not ...",271,153,499,465,1036,803,758,527,421,,,195404,190390,150368,153537,137969,149535,164999,170632,170166,175335,,9060,10942,14084,20400,42551,38096,19373,32248,25478,25668
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",509,356,225,164,187,166,101,60,76,,,60389,65221,67782,64835,58905,56938,50307,52350,37842,38218,,6899,5956,6123,7107,7574,8949,9048,7841,4793,20035
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",0,0,0,0,0,0,0,0,0,,,560,298,620,814,717,361,313,375,173,163,,10,234,171,195,210,49,83,0,1,
854110,Diodes (excluding photosensitive or light emitting diodes),291,124,3806,2393,321,625,297,553,638,,,944011,1091571,1207454,1095266,1013014,980670,1075068,924323,606154,719013,,103637,132977,168908,186916,185400,228675,231665,264541,318827,284167
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",875,3333,2312,2346,549,1841,779,2230,2643,,,2380668,2246198,2210898,2425590,2310200,2405393,2571442,2176831,2286835,2454837,,239574,374237,324056,522706,635755,866923,1723199,3095809,5073553,2812908
854310,"Electrical particle accelerators for electrons, protons, etc. (excluding ion implanters for ...",0,0,4,0,0,59,0,0,0,,,27203,32218,28059,36393,22993,47686,38536,38551,30848,42715,,9,10,215,7,3,839,8,3038,3248,6247
854430,"Ignition wiring sets and other wiring sets for vehicles, aircraft or ships",194,264,210,297,718,665,740,412,116,,,1869109,1852051,1894134,1855034,1890537,2002951,2165102,2179589,1620766,1819764,,100120,67233,78379,81104,100031,94603,140271,133030,118495,134529
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",694,1181,1573,2776,2028,1669,1825,2963,3439,,,1663103,1863971,1905858,1974649,2381506,2534310,2767694,2627224,2183600,2597053,,174748,226059,219721,245182,256402,276635,252665,334783,533211,778861
854449,"Electric conductors, for a voltage <= 1.000 V, insulated, not fitted with connectors, n.e.s.",2871,5247,3488,4400,3593,2766,2443,2959,5002,,,2927387,2990249,3071692,2796485,2459436,2470066,2607424,2381997,2006932,2584989,,257136,314361,297665,369628,389973,495296,567721,727023,813539,940218
860120,Rail locomotives powered by electric accumulators,0,0,0,0,0,0,0,0,0,,,412,1969,223,1674,0,0,0,0,0,0,,2265,539,840,786,872,614,858,754,1124,983
860730,"Hooks and other coupling devices, buffers, and parts thereof, for railway or tramway locomotives ...",7,1,6,0,11,3,0,13,0,,,163249,147647,138067,160274,165354,151623,175883,173140,95692,114617,,362,383,292,339,684,1391,1051,421,535,138
870192,"Tractors, of an engine power > 18 kW but <= 37 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,37,0,0,,,0,0,0,0,0,101886,102738,87658,93211,203192,,0,0,0,0,0,0,22487,18276,19116,42746
870193,"Tractors, of an engine power > 37 kW but <= 75 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,0,134,0,0,,,0,0,0,0,0,239924,337457,327642,169283,170736,,0,0,0,0,0,0,9393,10032,11154,17412
870323,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...",5428,6000,19186,22959,37404,56817,23553,35097,30415,,,20657827,22819936,25406823,21721726,21916493,18724756,17390556,20528260,17047647,20547366,,86387,99180,174433,217958,321933,448846,309600,646472,519046,1363288
870331,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,0,0,0,0,,,9850,11980,8851,10689,6956,9849,14811,13274,13057,17208,,0,0,0,0,0,411,0,0,0,22504
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,105,3227,12780,,,0,0,0,0,0,459119,413100,806875,1558396,2511447,,0,0,0,0,0,0,3142,8021,31216,81172
870410,Dumpers for off-highway use,0,419,198,241,97,118,122,193,253,,,6241809,3346767,2303009,1362956,835388,1601004,1650693,1865955,1917513,2150185,,22338,24610,21956,58204,19378,17120,10408,85848,44061,42751
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",55,0,0,12,0,0,3351,0,0,,,1177418,949766,1005103,879656,697424,882597,1119243,1109155,808366,968403,,185453,183870,460095,1017577,380261,303292,24607,92818,107023,345046
870530,Fire fighting vehicles (excluding vehicles for transporting persons),757,0,1393,0,0,0,0,0,0,,,305793,359753,359842,339843,300409,283022,248532,257726,254793,255107,,13119,18449,23647,17162,51395,41726,28335,33129,24978,10773
870590,Special purpose motor vehicles (other than those principally designed for the transport of ...,2818,3740,4829,5948,11968,6023,1918,14520,11202,,,1604304,1659449,1413189,1246130,1195345,1009430,1206749,1191415,945787,1179674,,44662,47008,58527,98363,132201,147190,100774,165273,113549,79885
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",7,4,3,4,8,18,11,804,218,,,1434632,1523247,1599840,1703968,1788238,1825844,1707906,1842934,1201906,1105907,,6011,9102,16012,26489,43655,35755,56340,69975,84816,90713
870911,"Electrical vehicles not fitted with lifting or handling equipment, of the type used in factories, ...",35,2,3,0,0,0,53,147,24,,,69470,64165,71992,74592,59662,52705,62569,46966,38906,47430,,386,351,884,1224,1858,12001,3266,7515,7258,1681
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",111,756,3460,3424,3521,3176,4064,867,402,,,953775,1048069,1108448,1022164,1079827,1065749,1074059,959543,422170,641833,,3150,4420,9538,20240,18435,14569,24100,26247,20276,17188
871410,"Parts and accessories of motorcycles, incl. mopeds, n.e.s.",3,4,48,80,89,42,116,538,746,,,395542,404069,404445,433783,408735,395187,431982,465049,374898,504331,,145884,133862,113066,107180,120125,119870,131600,139824,148552,418306
871499,"Parts and accessories, for bicycles, n.e.s.",1,0,109,157,37,3,8,7,6,,,109241,100059,120486,121040,93674,94283,79526,85650,81737,104282,,9320,11683,19342,21989,21745,23709,29600,36134,56863,186641
871680,Vehicles pushed or drawn by hand and other vehicles not mechanically propelled (excluding trailers ...,221,211,178,295,176,259,566,527,1136,,,213139,282642,309110,300934,276955,261947,281533,272907,230601,295288,,4678,5918,10896,8625,7418,11954,10840,18081,11827,20598
880212,Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806),0,0,0,0,0,0,0,0,0,,,760653,1173967,1659831,1908254,2326646,837754,655356,1896257,1200841,1888182,,0,25236,3200,15475,16007,0,16765,0,0,
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",10379,7866,8846,40702,62783,116238,212040,322878,108459,,,4927387,4778115,4871853,5053698,5482108,4865541,4806774,5472775,4890890,4683787,,68370,84093,82862,151114,194736,292053,432479,591673,215606,214702
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",9872,39,40,17,0,0,0,319,351,,,39119,42742,31592,47914,32754,56567,280860,44404,78442,27238,,26812,44,528,1413,530,2150,0,874,2574,24560
