Product code,Product label,India's imports from Russian Federation-Value in 2012,India's imports from Russian Federation-Value in 2013,India's imports from Russian Federation-Value in 2014,India's imports from Russian Federation-Value in 2015,India's imports from Russian Federation-Value in 2016,India's imports from Russian Federation-Value in 2017,India's imports from Russian Federation-Value in 2018,India's imports from Russian Federation-Value in 2019,India's imports from Russian Federation-Value in 2020,India's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,82,63,8,0,0,,0,0,0,0,0,250,77,32,100,167
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,24,731,641,619,697,851,,0,0,0,0,0,6035,9768,5911,8762,6007
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,0,0,0,0,,65,0,46,49,1307,7786,13984,13275,2968,11337,,38,28,40,69,96,624,712,498,217,0
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,0,13,50,3,20,4,13,11,28,64,,0,308,1646,722,2301,4419,16487,4393,825,1476
390130,"Ethylene-vinyl acetate copolymers, in primary forms",246,0,0,0,0,0,0,0,0,0,,1829,1894,1671,1207,1181,2546,1790,2241,3433,5415,,210479,192328,261318,236622,231915,262390,290678,296639,267626,456876
390330,"Acrylonitrile-butadiene-styrene copolymers """"ABS"""", in primary forms""""",0,133,0,0,0,0,0,0,0,0,,5264,13409,5836,5526,4490,5791,7780,5270,5233,19057,,120961,147793,154514,159010,153765,197514,243996,196865,133202,293798
390390,"Polymers of styrene, in primary forms (excluding polystyrene, styrene-acrylonitrile copolymers ...""",29,0,0,0,0,12,0,0,0,0,,113,926,11055,27191,33752,32344,28917,27422,18108,18805,,54306,47645,53302,46732,42861,57829,56847,50936,47998,105092
390920,"Melamine resins, in primary forms",0,0,0,0,0,173,56,0,32,0,,380,335,4281,6663,7092,11719,10796,7278,2405,5258,,19339,19809,21404,20827,21878,25048,29309,26786,18219,31405
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",0,0,0,0,0,1,0,0,0,0,,923,1738,681,628,1378,1405,1733,2006,4245,2820,,26064,30881,37694,38242,39608,50164,60732,72967,63136,110961
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",0,0,0,0,0,0,0,0,0,0,,1800,3004,2973,2222,3241,3945,4400,4370,4137,5991,,1533,1538,1542,2760,3006,3166,5086,7191,4746,7818
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",2,0,0,0,0,0,0,0,0,0,,2783,5764,5526,3947,4990,7772,9142,8791,28332,12972,,22830,23472,24735,22955,19781,21477,21154,21347,14379,19092
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",4,0,0,0,0,0,0,3,0,0,,3138,4474,5910,4529,4609,4779,7444,3852,3316,2613,,30553,37168,38282,39178,39626,45564,55224,45492,32982,49412
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,0,0,6,0,0,0,0,0,1,1,,48,313,235,141,465,265,55,15,22,12
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",2,0,0,0,0,2,0,0,0,0,,9081,11177,10249,9305,9552,11117,10471,11045,11785,17310,,16484,16561,18510,22794,27129,36287,45827,50467,52419,86906
392520,"Doors, windows and their frames and thresholds for doors, of plastics",0,0,0,0,0,0,0,0,0,0,,1224,3701,4829,4981,6964,8014,8734,11747,13595,17402,,12244,12445,14358,20411,12642,15206,15025,13445,11536,15656
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",0,0,0,0,0,0,0,0,0,0,,366,564,546,596,959,829,1485,1430,1699,1955,,4392,3657,3764,4520,3329,3412,4085,4138,2521,4133
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",0,0,0,0,0,0,0,0,0,0,,46,250,49,28,183,353,217,230,215,1063,,47443,34545,50613,64280,34952,36800,8989,10537,5985,7083
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3,13,30,14,10,16,12,11,13,2
400510,"Rubber, unvulcanised, compounded with carbon black or silica, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,7708,7869,7380,6484,5667,5066,6337,8478,4624,5135,,19767,30177,40699,24511,57318,74832,88283,118897,117459,156136
400922,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",12,0,1,0,19,1,0,22,0,0,,4196,3826,3229,2610,2492,3654,4983,7050,5578,7192,,8048,7072,8765,5091,4893,5815,11666,10424,12824,18349
401011,"Conveyor belts or belting, of vulcanised rubber, reinforced only with metal",0,0,0,0,0,0,0,0,0,0,,2307,3521,3600,621,1086,911,1709,4542,3746,1842,,5974,13577,4613,4356,6991,10739,14779,14046,9024,10356
401039,"Transmission belts or belting, of vulcanised rubber (excluding endless transmission belts ...""",2,2,1,0,10,0,3,0,0,0,,6842,5999,5905,4023,3973,5027,6499,7252,7699,8800,,48121,46368,46529,43894,39341,40462,46033,41436,32692,51269
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",0,0,0,0,0,0,0,0,0,0,,38,34,64,338,359,621,626,631,554,227,,404,1,0,4,0,0,414,0,0,16
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",0,0,0,0,0,134,0,0,0,0,,375,295,537,600,685,705,910,896,1074,1083,,3465,3867,4452,5916,6466,4139,3868,3467,2500,2611
401610,"Articles of cellular rubber, n.e.s.",0,0,0,0,0,0,0,0,0,0,,762,776,348,236,269,629,577,570,494,741,,2188,752,896,708,1069,1157,2086,2225,1521,2436
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",0,0,0,0,0,0,0,0,0,0,,219,139,181,146,273,399,522,2741,636,747,,945,784,1170,1374,1649,1842,2136,2063,1224,1560
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",0,0,0,0,34,0,0,0,0,0,,131,0,208,926,214,563,295,134,13,18,,14015,12162,10886,5491,5116,12205,7769,8241,2063,1569
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,40,95,0,0,2,0,0,0,0,,1780,2122,3535,782,1599,1570,1108,88,0,0
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",100,37,5,10,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,25038,27614,27493,23434,21066,1195,138,2672,839,485
420222,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",3,0,0,0,0,0,39,0,0,0,,1287,2636,5604,5463,6633,6463,6616,7552,6051,8562,,37852,43023,42790,45809,45042,82417,104658,108878,46573,89360
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",0,0,0,0,0,0,0,0,0,0,,43,103,94,36,141,366,920,601,2965,122,,661,619,1072,543,951,2592,2687,3224,1452,1251
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",1,0,0,0,0,0,0,0,0,0,,636,979,1300,912,1025,1421,1397,1886,1807,2231,,2048,1121,1090,2308,1652,1147,1791,732,780,1464
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,0,,129898,183564,89429,52635,47265,64026,48042,37788,19530,28221,,105,45,44,49,25,1,8,317,0,0
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,626,2314,2016,1598,1894,,0,0,0,0,0,15,109,61,21,28
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,19,4670,4168,2889,2687,4308,,0,0,0,0,0,2335,424,412,91,41
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,36,0,0,0,0,0,0,0,0,0,,4642,9379,6151,5201,5098,531,0,0,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,,0,0,0,0,0,1788,2704,2759,1516,651
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,0,0,0,0,0,0,0,,2291,2259,1942,1016,99,194,112,208,280,336,,1593,321,511,435,791,1923,2029,2194,2030,2439
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,42,0,0,0,0,0,0,0,0,,17338,17237,14116,8418,5317,0,0,0,0,0,,0,49,0,0,0,212,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",1446,2785,1933,2171,3070,918,0,0,0,0,,3190526,3502614,3567025,2779434,2950732,102,0,0,0,0,,62055,73276,74985,85529,77745,12650,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,,85,108,961,934,4291,1624,7803,23601,17433,20518
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,16,0,0,0,0,0,0,,28,26,32,11,3,0,0,0,6,56
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",0,0,0,0,0,0,0,0,0,0,,10691,31113,37042,34040,29186,24608,26600,23507,22984,20403,,24193,9981,15885,13043,19731,10027,13570,6476,16521,14381
240130,Tobacco refuse,0,0,0,0,0,0,0,0,0,0,,1748,866,549,830,1047,315,783,745,1323,894,,4,1,1,0,0,20,65,36,0,0
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,19,6,0,1,12,,224,326,22,1250,1074,1060,1415,1816,0,5
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excluding ...",0,0,0,0,0,0,0,0,0,0,,56762,107237,78219,100740,78348,69822,54525,46639,43925,50737,,0,205,571,199,378,545,567,502,197,6030
281830,Aluminium hydroxide,0,0,0,0,0,0,0,0,0,0,,286,427,835,2072,4796,6058,16146,9665,3751,4564,,11566,13875,12163,13768,15445,22365,22342,26648,21625,32068
282010,Manganese dioxide,111,0,0,0,0,0,0,0,0,0,,8,13,34,13,32,17,29,10,11,17,,11234,10325,10671,11263,11273,11442,12256,14026,13714,14254
282090,Manganese oxides (excluding manganese dioxide),0,0,0,0,0,0,0,0,0,0,,2,0,3,25,105,109,106,7,100,185,,2147,3515,4056,3891,3732,5045,7117,5689,6948,10495
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",4,0,0,50,87,431,1413,0,0,0,,1104869,1305139,1487670,662018,6114,9200,8027,6863,1554,6482,,119185,108453,91344,86715,99774,143241,210628,448496,1097295,1879024
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",0,0,0,0,0,0,0,0,0,0,,74,110,91,103,108,0,0,0,0,0,,656,545,157,220,335,69,0,0,0,0
282540,Nickel oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,1020,426,364,119,0,7,22,269,575,776,,7333,6264,4227,3481,3185,58371,7977,8803,5812,7557
282751,Bromides of sodium or of potassium,0,0,0,0,0,0,0,0,0,0,,16,14,7923,4446,4408,98,8676,10921,9275,15511,,493,529,430,612,348,876,795,1025,1714,1668
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",0,0,0,0,0,0,0,0,0,0,,18,105,22,89,118,67,336,169,537,3399,,1989,6353,4681,3230,5465,4647,7503,4025,3636,2759
283210,Sodium sulphites,17,0,0,50,0,0,0,0,0,0,,62,412,998,366,732,920,995,737,1224,1510,,4956,6370,5686,8090,7771,7102,9183,8260,7316,6815
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",48,21,0,0,0,182,233,0,0,0,,1305,936,1161,621,597,794,1330,1164,1424,1406,,8341,10924,13536,9413,7805,9072,11913,12106,12034,21585
283719,Cyanides and cyanide oxides (excluding sodium and mercury),0,0,0,0,0,0,0,0,0,0,,9,2,0,0,0,0,0,0,0,1,,3358,2665,2254,2587,1907,2463,2781,2951,3777,7545
250850,"Andalusite, kyanite and sillimanite",11,0,0,0,0,0,0,0,0,0,,0,0,1,0,2,7,6,0,1,51,,4845,4093,3599,5112,3510,4456,6054,6964,6058,5273
250900,Chalk,0,0,0,0,0,0,0,0,0,0,,3407,2785,2344,1316,1775,2415,2349,2398,2036,2550,,246,1858,1067,595,903,572,78,88,43,30
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",52,0,0,0,0,13,0,0,0,0,,263,237,341,487,872,1552,485,420,276,409,,203498,225394,227169,294802,213633,248986,208319,208157,130415,223821
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",0,0,0,0,0,0,0,0,0,0,,1074,1913,1830,1124,1411,1688,1847,1669,1939,2547,,624,218,522,68,149,513,346,904,313,144
252321,"White portland cement, whether or not artificially coloured",0,0,0,0,0,0,0,0,0,0,,726,1237,895,851,563,355,64,181,143,319,,2117,2186,1842,1690,1421,2025,7093,14930,15745,19811
252510,Crude mica and mica rifted into sheets or splittings,22,0,18,0,0,0,0,0,0,0,,180,207,53,8,101,274,74,147,73,844,,134,154,251,292,470,671,602,856,678,1041
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),39238,32573,11227,0,0,5770,0,0,0,0,,1080827,976576,1000100,475786,436509,1134506,1288423,1564798,1213693,2304743,,277142,93729,44865,64796,15860,83393,121513,6290,62673,11573
261310,Roasted molybdenum ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,757,0,23,979,1303,1028,,131632,94760,141196,79483,78725,106047,182118,151979,100686,189227
261400,Titanium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,30155,31866,22487,27199,8328,339,593,395,309,851,,49968,30895,18441,19803,20334,36588,44223,60561,42185,70570
261510,Zirconium ores and concentrates,0,0,0,0,0,0,30,0,0,0,,32046,24603,31055,27364,24593,24521,29488,33394,13466,26404,,67975,70217,50827,55746,67603,78556,123921,89547,78231,152179
262021,"Leaded gasoline sludges and leaded anti-knock compound sludges, obtained from storage tanks ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",0,707,751,32934,23244,48173,31810,39745,0,0,,15377855,17638570,22212195,12524204,10759136,12909371,16750754,14160911,9954896,15688290,,0,1321496,929453,1923540,1450912,717450,1079458,1745225,1105493,1802279
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,0,0,0,0,0,0,0,0,,547248,480007,468216,289442,259155,237827,206363,152644,141113,245828,,1109689,876380,874505,457331,747374,1047366,659808,457320,39917,62680
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,62253297,67232302,55240328,0,0,0,0,0,0,0,,0,0,0,6,1,0,0,0,0,0
271320,Petroleum bitumen,0,0,0,0,165,0,0,0,0,0,,285560,269969,138228,55264,47747,58087,87421,69167,87898,177449,,49363,87435,223156,281576,209752,264221,307992,425819,493046,1008975
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,0,,29797,27008,31111,23098,13298,43784,62595,43784,46559,70497,,401251,561946,587721,328314,243381,346753,483956,439287,205465,182340
280120,Iodine,484,49,75,0,0,0,0,0,0,0,,54,40,90,77,153,52,81,160,207,221,,158169,132352,121372,83228,87514,90069,91181,115105,107481,111712
280421,Argon,0,0,181,93,82,0,0,0,0,0,,513,913,991,932,1108,1300,2119,3184,2503,2887,,606,726,215,151,192,464,108,56,26,40
280490,Selenium,66,0,0,121,132,145,0,63,225,0,,18223,10716,10340,3285,4929,7283,7368,4091,2768,3536,,28372,19044,15290,10016,7823,7644,14082,9491,9268,9653
281000,Oxides of boron; boric acids,0,316,139,70,162,0,0,0,0,0,,50595,44078,38390,32967,38628,40359,45423,36201,36457,39390,,11093,12230,12601,11059,15024,6526,4479,3329,4259,6682
281112,"Hydrogen cyanide """"hydrocyanic acid""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,,0,0,0,0,0,0,0,0,0,39
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",0,0,0,0,0,0,0,0,0,0,,1801,2792,2197,1038,1032,1608,1195,1080,3765,6569,,2623,2597,2671,2429,5569,4875,5251,6086,4314,9471
281520,"Potassium hydroxide """"caustic potash""""""""",857,14981,1305,769,777,181,685,353,345,0,,3752,3953,4413,4249,11126,12292,14079,14279,12510,13624,,20928,52493,21514,18203,13827,12365,14873,9915,9869,14239
281700,Zinc oxide; zinc peroxide,0,0,0,0,0,0,5,0,0,0,,14998,18665,22691,27270,29431,38653,32128,25294,20531,41220,,8674,10829,14309,10914,8221,11870,18382,18287,13983,19154
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",0,0,0,2,0,0,0,0,0,0,,26,0,3,1000,219,38,71,101,80,148,,10908,10002,7224,8606,7142,6428,6571,4114,3850,6596
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,0,0,0,,125,287,70,11,27,18,4,9,5,8
220830,Whiskies,0,4,21,11,36,3,0,0,0,0,,1422,620,941,755,795,1019,242,434,930,5819,,92802,99028,128575,127821,139199,163070,185664,214982,133804,184444
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,16283,126540,315915,218087,201645,142158,206366,194504,235072,488248,,244,325,748,584,16686,2375,2342,15307,10252,364730
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,22,43,0,5,0,0,154,0,,376060,370300,373067,240999,234674,185755,225381,353395,362545,474055,,12977,21356,13085,5059,68602,50113,27991,51954,71389,69926
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,154,0,0,0,0,0,0,0,0,0,,28774,38029,43612,41914,43193,53060,57392,62030,72750,91795,,225441,196265,245064,268563,270388,335110,430479,400884,371433,473112
100710,"Grain sorghum, for sowing",0,0,0,0,0,0,0,0,0,0,,0,8,4,7,5,10,18,49,239,72,,0,0,0,0,0,0,0,0,1,0
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,1846,5744,4351,7192,4346,5296,3188,3267,3774,6717,,0,0,0,0,0,0,0,0,91,22
100820,Millet (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,0,0,0,0,0,,12,39,39,40,58,82,136,174,225,408,,0,120,288,507,292,383,243,207,231,31
110220,"Maize """"corn"""" flour""""",0,0,0,0,0,0,0,0,0,0,,3,139,126,90,120,160,255,290,413,468,,89,176,99,118,140,75,93,85,96,45
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,0,,1,41,22,11,17,18,23,48,43,73,,0,2,0,8,7,86,554,1273,258,106
210330,"Mustard flour and meal, whether or not prepared, and mustard",0,0,0,0,0,0,0,0,0,0,,1326,1737,1898,1616,2011,2138,2161,2273,2539,2748,,216,282,333,390,320,398,665,479,270,361
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",0,0,0,0,0,0,0,0,0,0,,2093,3651,4538,2763,3419,3070,2087,2911,2343,2751,,235,85,112,29,32,0,72,9,1,0
210500,"Ice cream and other edible ice, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,0,,38387,41224,39611,30664,38186,48654,47124,53034,57014,85375,,1467,2829,3649,4925,4010,4096,4448,5686,2742,4563
210610,Protein concentrates and textured protein substances,0,0,0,0,0,0,0,0,0,0,,4801,5198,4028,4616,6633,4495,4969,6237,6447,8620,,16622,19102,22566,34880,35780,69742,77466,64095,26102,46448
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,0,0,0,0,0,0,0,0,,11161,9483,8727,2318,2729,7227,28016,21303,59112,13893,,16,131,0,0,142,0,0,0,0,0
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",0,0,0,0,0,0,0,0,0,0,,14189,30212,35126,10871,3973,4000,4416,12750,12785,15696,,19026,25156,22135,25557,28821,15546,20150,27567,33036,18614
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",0,0,0,0,0,0,0,0,0,0,,977,1614,1429,2972,1720,1590,1922,2598,5331,3961,,224,300,1278,175,64,160,579,910,586,1063
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",0,0,0,0,0,0,0,0,0,0,,21,125,69,154,79,152,251,241,425,663,,9254,5734,6030,7432,9961,9132,8121,10674,10164,13570
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,1,4,23,11,,304,852,309,356,173,181,0,0,0,0
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,0,0,0,0,0,0,0,0,0,,474,815,1041,370,472,684,1136,1504,952,987,,6661,7874,5692,7462,7139,5166,7856,11480,7512,6054
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,0,0,0,0,0,0,0,0,,305,200,67,281,299,232,332,389,468,511,,667,871,484,639,573,347,615,2166,482,571
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,0,0,0,0,0,,294,495,1152,1291,1497,4312,1326,2065,2686,9026,,1241,784,4715,4030,432,66,1025,2315,411,31
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,0,,3800,2565,4305,1500,655,1178,2376,1451,1081,1771,,0,0,0,0,0,0,0,0,0,0
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,0,0,0,0,0,0,0,,9617,10430,10292,8676,10470,13599,12294,12925,20088,23860,,10,3,18,3,20,52,64,139,438,215
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,2423,4369,2419,1626,2172,4227,2894,4475,4846,4540,,2,0,5,13,13,27,36,45,526,77
160430,Caviar and caviar substitutes prepared from fish eggs,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,11,0,0,0,0,0,0,0,0,0
170111,Raw cane sugar (excluding added flavouring or colouring),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,399489,0,0,0,0,0,0,0,0,0
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,0,0,0,0,0,0,,22,17,5,3,0,0,4,4,6,14,,0,0,25,0,0,0,6,0,0,26
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,0,0,0,0,,412,498,551,434,279,219,293,299,421,435,,1558,1497,1847,3072,3488,3287,1494,1781,4307,2993
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,0,0,0,0,0,,0,59,3,1947,1016,170,339,1460,21,49,,76561,36845,102796,47605,80066,57413,78109,64654,60369,56854
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",45,0,0,0,0,0,0,5,0,0,,59302,68230,54589,32561,42799,48729,50136,58607,73423,86273,,2404,5020,6650,1333,856,1031,2209,5636,3282,3979
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",0,0,0,0,0,0,0,0,0,0,,1448,2139,2345,1185,895,635,866,1406,1653,1827,,508,502,435,384,235,366,493,424,657,2983
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,37,72,221,122,205,605,561,712,822,781,,177,147,275,373,448,584,795,816,503,745
200320,"Truffles, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,0,0,0,0,0,0,0,0,0
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,0,0,0,,2425,2854,3152,4955,10002,12077,13245,15028,19687,23195,,284,347,449,155,129,63,64,128,88,3
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,0,0,0,0,0,,149,327,367,296,498,606,579,650,670,989,,183,144,173,217,198,246,501,559,357,216
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",6,0,0,0,0,0,0,0,0,0,,5175,8208,8948,8603,9190,11046,12053,12639,16165,22471,,3707,2999,4479,4866,5449,7182,8064,8966,4130,5772
200811,"Groundnuts, prepared or preserved (excluding preserved with sugar)",0,0,0,0,0,0,0,29,0,0,,1960,2323,2152,3024,3816,5410,6004,9805,11151,15426,,89,1153,2076,1104,1642,1575,1553,1370,1391,2069
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,82,414,273,263,163,176,177,250,264,410,,2099,1990,1927,1249,937,1477,1037,889,732,1155
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,312,2139,787,542,464,482,640,932,1045,1122,,1549,1811,1795,1143,707,1056,1185,556,431,87
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,1737,359,222,488,443,421,469,483,477,319,,0,0,0,0,0,0,72,28,14,86
