Product code,Product label,China's imports from India-Value in 2012,China's imports from India-Value in 2013,China's imports from India-Value in 2014,China's imports from India-Value in 2015,China's imports from India-Value in 2016,China's imports from India-Value in 2017,China's imports from India-Value in 2018,China's imports from India-Value in 2019,China's imports from India-Value in 2020,China's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",0,0,0,0,0,2,3,217,6,4,,0,0,0,0,0,2214,3219,3032,2504,4320,,0,0,0,0,0,77575,125438,97600,74078,159779
630253,Table linen of man-made fibres (excluding knitted or crocheted),28,3,0,79,1,3,0,19,6,4,,3567,1897,1738,2393,1308,1311,914,2526,2003,1497,,300,353,159,259,442,1173,1380,1335,1182,994
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",0,0,20,3,49,66,115,5,8,4,,5828,1548,1582,3880,4365,9204,4900,6008,3934,7353,,3499,2291,2473,3024,2599,2602,2130,2690,1225,1417
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",9,16,2,4,8,2,11,31,33,4,,31,97,294,491,275,483,1535,1136,1212,2147,,180420,181209,153358,136302,118470,124167,116661,103521,94519,98531
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",5,24,7,14,5,11,0,40,0,4,,602,2112,945,2508,3262,1195,942,1966,742,3289,,4726,3670,4144,4389,4687,3968,3029,3608,3341,3822
842410,"Fire extinguishers, whether or not charged",6,14,11,5,0,191,0,11,15,4,,1674,4977,2942,6263,4460,4093,5874,5634,5775,8139,,48499,42132,46770,44850,36093,26134,35688,43064,46559,53487
852872,"Reception apparatus for television, colour, whether or not incorporating radio-broadcast receivers ...",0,4,0,0,1,6,5,24,2,4,,28486,36228,32527,36362,27410,26417,12664,4217,5057,9117,,14138,30875,18534,19613,43467,24361,17057,15568,46662,207926
940153,Seats of rattan,0,0,0,0,0,0,2,5,8,4,,0,0,0,0,0,0,0,17,0,3,,0,0,0,0,0,1865,2093,1988,1532,1411
900290,"Lenses, prisms, mirrors and other optical elements, mounted, of any material, being parts of ...",0,153,16,19,14,14,7,6,6,4,,6352,3542,3453,3452,2502,6222,4744,7033,7859,6007,,337144,541400,656002,745357,560036,756933,766790,896699,864318,936028
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",2,2,4,2,240,68,125,9,463,4,,1386,1141,1817,1477,1798,2941,8692,19213,11599,20060,,39684,29637,58954,33001,42296,33508,40806,46570,60994,38984
853529,"Automatic circuit breakers for a voltage >= 72,5 kV",0,78,0,0,3,0,0,0,170,4,,29775,30670,37050,35685,38054,51810,42146,56579,34195,40186,,22575,38122,22313,37188,69055,86676,18314,18548,25928,23673
845229,"Sewing machines, industrial type (excluding automatic units)",1,0,4,1,3,2,0,0,1,4,,5874,4413,5482,5479,7004,9028,8442,9124,8381,12132,,8696,7270,5947,5861,7244,8877,8123,6108,4544,6528
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",82,13,16,8,11,7,6,11,3,4,,21813,37261,51580,33828,27656,25445,26596,23133,20889,37854,,132966,107271,82400,71220,69052,69724,63651,54718,52049,57591
761520,"Sanitary ware and parts thereof, of aluminium (excluding cans, boxes and similar containers ...",0,2,1,0,1,0,0,3,0,4,,3273,14222,7048,4649,2251,1393,1100,2677,1667,2764,,804,766,635,2194,2723,2889,3341,2477,3462,1527
621590,"Ties, bow ties and cravats of textile materials (excluding of silk, silk waste or man-made ...",0,1,0,1,14,2,1,1,0,4,,767,750,565,541,833,873,471,2131,855,1624,,727,916,793,621,495,520,571,542,389,415
731812,Wood screws of iron or steel (excluding coach screws),0,0,0,0,0,0,0,4,11,4,,2891,3446,3351,1768,1523,1387,1071,1297,1464,1459,,1152,1085,1873,1418,2497,1893,1588,2412,1458,1338
610461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,1,0,0,0,1,2,4,,1293,4193,6179,147,602,394,23,179,72,261,,1115,1078,1893,1448,1573,2315,3762,4855,6478,14174
290544,"D-glucitol """"sorbitol""""""""",3,1,0,0,2,0,0,0,6,4,,11220,18000,20681,21024,27182,33377,43853,37047,32583,35442,,2324,4631,3938,2881,2486,2629,3557,2620,3507,4187
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,0,74,26,42,0,0,0,0,0,4,,3783,104,1004,130,495,1037,4867,1446,801,8107,,487217,622248,627428,890261,956099,2170018,3695586,1992464,2430149,4149926
850220,Generating sets with spark-ignition internal combustion piston engine,0,2,5,0,5,3,4,0,7,4,,13925,36460,48309,44735,44264,52780,51544,50486,39706,68955,,44528,91578,101649,100422,128062,91532,104698,112818,87868,68442
721250,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",14,0,0,2,0,9,2,1,0,4,,1601,4417,1482,3144,2738,4268,4616,5301,4625,5053,,82195,70586,79657,57434,68233,73151,73792,69236,71528,97486
720925,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",1,0,2,0,0,0,0,0,1,4,,1094,486,96,1253,14,108,134,64,115,40,,566,683,678,633,206,725,830,929,549,231
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",65,134,3,2,12,37,46,58,37,4,,782,466,1005,724,459,669,994,1377,1231,1380,,69284,74061,57079,51256,45714,45120,41286,40518,32959,35102
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",4,8,1,13,93,14,48,41,10,4,,2793,2668,1534,1343,1076,1264,2215,2548,1345,1802,,9560,9640,11099,8278,7850,11319,11571,10484,9440,11222
680520,"Natural or artificial abrasive powder or grain, on a base of paper or paperboard only, whether ...",0,30,82,56,64,8,4,74,11,4,,1056,637,778,1218,820,1063,925,1230,1033,1808,,77009,76147,76390,63280,64467,66498,60351,47760,45750,46601
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",29,14,14,22,0,0,0,0,0,4,,225,680,451,2825,3991,3357,880,381,315,475,,102423,111509,122035,127562,115114,131105,117539,93059,101512,104213
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,7,2,0,0,16,8,0,0,0,4,,2114,2487,1406,1742,2126,2345,2057,598,957,1503,,6554,7496,5695,5134,4301,4029,3755,3799,2766,2307
848630,Machines and apparatus for the manufacture of flat panel displays,0,0,0,0,0,0,0,0,7,4,,33,5,449,452,2,52,142,72,55,81,,1578152,2770054,3008783,4302325,4338556,7093798,10189648,7211531,7073919,5461035
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),3,1,4,6,13,3,3,8,1,4,,1598,1120,742,478,765,792,695,972,1136,1713,,29914,28823,30610,30176,26472,30360,30488,30502,28826,29817
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",463,22,0,0,4,0,8,18,4,4,,4529,1075,2515,2199,1791,3175,3044,3685,1737,17418,,388154,386983,359117,297410,272750,321841,322875,263305,249615,303989
741110,Tubes and pipes of refined copper,8,9,135,31,52,137,72,193,33,4,,3515,6573,7849,7089,11580,11810,18874,18603,20424,33949,,154207,101921,91094,77875,91713,124891,160665,165489,166002,201443
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",0,0,0,0,0,0,1,10,1,4,,1108,107,36,176,1060,1859,3306,11872,12806,22158,,34014,35380,36397,32856,34634,31538,36370,38091,32583,43296
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",1,0,4,17,0,3,0,0,386,4,,31339,32424,29393,25638,26149,30621,35074,39261,58816,83336,,11227,8568,7770,10375,8721,11773,11144,15280,20463,15057
283327,Sulphate of barium,0,17,0,0,0,0,0,0,1,4,,146,241,360,290,278,270,119,187,157,226,,13316,12722,12136,10008,12472,12265,12547,12340,10915,12803
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,0,0,0,0,0,0,0,0,4,,4247,12291,10968,6923,4546,6481,7973,7311,6579,11621,,2827,1933,3463,1662,1666,2066,3093,3184,2123,2997
90962,"Juniper berries and seeds of anise, badian, caraway or fennel, crushed or ground",0,0,0,0,0,4,5,4,4,4,,0,1214,1388,2275,2266,2417,2485,2561,2687,2860,,28,27,38,29,48,64,73,7,47,4
611241,"Women's or girls' swimwear of synthetic fibres, knitted or crocheted",4,0,0,0,0,2,10,9,7,4,,188,1270,599,1363,475,478,489,189,333,697,,3414,5066,4025,5706,5483,7219,14890,9511,7704,35273
650699,"Headgear, whether or not lined or trimmed, n.e.s.",6,25,63,15,33,29,22,15,1,4,,1530,1856,2150,1670,1681,1419,1006,1218,1483,1852,,6040,6808,9188,9983,9814,13488,6531,6603,6903,5815
847141,"Data-processing machines, automatic, comprising in the same housing at least a central processing ...",1909,1052,88,0,137,12,1,30,13,4,,29936,18622,28875,24216,11388,18992,9157,6586,6513,13779,,510129,662273,416928,268590,185198,480288,329488,272217,124319,117764
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",2,3,5,4,4,6,8,0,18,4,,1452,1242,1469,1268,1570,2814,4653,3197,1672,1920,,2626,2871,3502,3616,3636,3000,2947,3039,2690,3719
845929,"Drilling machines for working metal, not numerically controlled (excluding way-type unit head ...",0,0,0,0,0,0,0,5,1,4,,2315,5446,4342,4719,3822,1901,4248,4053,4461,8753,,11946,10402,6466,4061,4520,2500,2334,4034,4013,1914
852190,"Video recording or reproducing apparatus, whether or not incorporating a video tuner (excluding ...",0,0,1,10,0,0,0,0,0,4,,1975,3136,1933,4319,1345,1251,5491,2094,1085,824,,108054,58824,36050,29654,97279,81813,150866,334285,555393,99083
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",20,1299,1968,64,0,20,157,14,4,4,,0,1104,1972,1014,308,1259,625,1989,2755,5628,,8749,9986,11235,9327,12367,12756,14999,13893,14884,17472
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",1,0,0,0,0,1,0,8,8,4,,1016,1351,1946,1693,1716,1829,1851,2170,1654,3019,,2030,3213,2936,3499,3904,5535,6583,6169,3752,4580
392520,"Doors, windows and their frames and thresholds for doors, of plastics",0,0,5,7,16,19,47,44,52,4,,479,732,514,548,1032,1970,9351,6957,2919,4182,,4451,4974,4971,5108,6836,8884,10405,9572,8842,8369
871494,"Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excluding ...",0,0,0,0,0,0,0,0,10,4,,19957,17895,20292,16612,22961,24390,36742,34586,19903,31653,,56707,69963,93051,84073,69903,61169,63743,60690,71969,90780
950710,Fishing rods,0,0,0,0,0,1,1,5,1,4,,105,0,64,19,1,64,18,167,150,122,,15941,19865,22254,23174,23155,21843,27268,36740,50816,61622
910529,Wall clocks (excluding electrically operated),10,4,4,6,2,0,0,0,8,4,,8822,9237,7746,7494,6147,5474,4766,5124,4795,7047,,1517,1969,1335,803,585,758,705,706,442,332
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",2,2,1,13,9,6,5,6,14,4,,292,19842,59056,56247,54779,44807,14186,21262,45839,57700,,1046,11492,8351,1770,841,4233,12094,3028,3879,4969
611692,"Gloves, mittens and mitts, of cotton, knitted or crocheted (excl. impregnated, coated, covered ...",7,5,0,1,2,5,6,23,5,4,,3955,4952,3780,3420,4037,3436,3553,2495,3568,1961,,417,500,408,989,500,512,563,560,444,631
540331,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, untwisted or with ...",1,3,7,316,0,72,128,41,0,4,,32210,29355,26121,25134,22194,23872,25446,23993,12773,18451,,2829,1814,941,806,1563,3657,2461,1478,677,445
520632,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",1560,107,4965,0,0,0,2,0,0,4,,386,46,402,628,1232,1147,515,688,675,2097,,27956,25969,27065,10245,10044,12299,13027,4429,1265,1189
282710,Ammonium chloride,1,0,1,1,3,5,7,2,0,4,,6952,1893,735,732,1067,2015,3729,3503,1518,3094,,393,293,504,746,1196,1420,914,1052,1289,1158
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,2,0,0,72,4,,0,0,0,0,0,27,0,755,11060,10494,,0,0,0,0,0,2868,13228,10689,45474,67567
901490,"Parts and accessories for compasses and other navigational instruments and appliances, n.e.s.",1,3,14,0,2,0,2,10,9,4,,1438,853,1011,825,3395,1749,7691,4122,3837,4394,,27638,35977,60972,112023,117655,42803,44292,51575,37995,41990
961900,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ...",1,5,11,2,0,0,5,1,0,3,,0,13067,14474,13004,23686,25599,31906,37585,36324,43046,,303667,492030,744105,1357243,1287360,1422645,1244642,1063237,803827,581508
950420,Billiards of all kinds and accessories,0,0,0,0,0,0,0,0,0,3,,58,27,585,966,692,192,99,141,307,370,,3912,2449,3361,3692,2726,3183,3841,3952,4926,6718
291611,Acrylic acid and its salts,0,15,1,1,0,0,0,4,5,3,,447,2703,453,1239,1224,1386,2277,2632,2717,1537,,82410,75764,54435,28812,22231,44097,31132,56698,54012,56281
292910,Isocyanates,241,46,12,120,182,676,911,94,4,3,,9978,17403,24302,29724,59215,72315,91624,46560,32238,34173,,529383,573884,513522,437013,407959,524141,676061,470632,386057,400004
391721,"Rigid tubes, pipes and hoses, of polymers of ethylene",95,106,18,7,7,15,18,2,5,3,,40108,39654,37238,33758,34479,27639,34259,26725,16345,38078,,27119,34213,29481,24420,28651,32761,44711,31545,22937,20047
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",1,0,18,31,2,4,10,47,4,3,,479,499,378,310,341,109,484,733,314,525,,1337,1548,1098,974,1023,926,717,718,873,464
551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",20,0,0,0,0,0,0,8,3,3,,437,1428,1655,692,837,1097,1548,1553,1046,1992,,24570,18684,16516,13038,14127,13706,16349,14096,11951,11845
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",1,0,1,21,0,0,34,11,4,3,,119,376,1374,3867,2397,2666,3282,3247,3776,6090,,112519,105636,74542,42341,48234,55288,64462,65629,82124,99533
681299,Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ...,4,0,12,1,1,1,9,8,0,3,,989,1345,1500,1385,983,1173,1304,1007,846,884,,6772,4965,5222,5204,3579,4673,5728,5690,5145,5219
842542,"Jacks and hoists, hydraulic (excluding built-in jacking systems used in garages)",2,28,8,45,17,101,40,123,6,3,,3046,3487,7182,6616,10067,10141,12137,13679,9604,12056,,60888,53068,82642,53661,34067,28177,22671,24259,43538,19571
500400,Silk yarn (excluding that spun from silk waste and that put up for retail sale),33,0,125,0,0,0,0,0,0,3,,1435,703,1422,781,420,276,466,195,258,1762,,1732,9418,3451,781,2009,1190,1398,744,565,1334
91012,"Ginger, crushed or ground",0,0,0,0,0,7,0,2,0,3,,0,8303,11133,11379,10637,11055,11393,12102,17035,19787,,131,178,82,64,64,381,865,194,188,86
521223,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",147,31,176,31,28,2,19,17,6,3,,6632,8627,12382,10570,9664,6592,5916,4717,2754,4194,,5569,6206,5146,4552,3336,4746,6463,2805,1648,2046
610690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials, knitted or crocheted ...",9,5,2,4,5,0,1,6,2,3,,29377,54045,48963,58122,45053,54398,51342,46268,30706,38279,,1691,1825,2065,1099,1047,522,944,1408,2042,3760
841960,Machinery for liquefying air or other gases,0,0,0,0,0,0,3,0,0,3,,11062,15906,12716,13150,19301,15088,15084,20686,18176,66908,,42610,94623,133773,31131,35863,24385,15433,22585,46872,70687
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",1,7,0,1,2,0,0,1,15,3,,4889,5171,6079,4866,5024,5504,7403,7235,4456,8090,,32567,36556,36802,32164,27194,28210,32747,31543,26189,27875
482020,Exercise books of paper or paperboard,0,0,0,0,0,2,0,0,1,3,,47623,37286,38184,36635,41088,43709,56984,61517,40552,56210,,145,83,194,126,179,746,1108,568,734,796
420229,"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...",0,1,3,2,0,1,4,18,4,3,,11335,17282,12998,30918,41960,35592,40615,30681,15730,18957,,380,1462,831,481,649,516,711,406,944,1463
392069,"Plates, sheets, film, foil and strip, of non-cellular polyesters, not reinforced, laminated, ...",362,50,22,14,31,56,353,116,0,3,,161828,162444,143098,118810,125696,144201,159046,156333,152262,186605,,131236,100915,77884,74625,78916,79354,84604,75110,79439,82572
321310,"Sets of artist's, student's or signboard painter's colours, modifying tints, amusement colours ...",1,0,0,0,2,3,0,14,0,3,,1681,1434,1181,1275,1576,2254,2184,2785,3565,4877,,1343,1966,3340,3757,5033,6292,6929,6474,6989,6963
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",0,0,0,0,0,0,0,1,0,3,,809,286,187,362,1327,1898,632,417,619,1091,,34406,20838,17321,17708,45358,62246,40249,25949,28694,77730
283340,"Peroxosulphates """"persulphates""""""""",1,40,0,39,0,1,3,8,2,3,,2277,3487,3340,2646,2904,3717,4522,5105,5606,11012,,3103,4048,4698,4878,4827,5443,6525,5936,4555,5262
901831,"Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences",3,0,0,4,0,0,635,770,1279,3,,23249,33675,36833,22544,31449,33161,33872,32087,40309,53688,,136295,167438,190322,175147,167943,195550,215070,228516,219384,278530
950590,"Festival, carnival or other entertainment articles, incl. conjuring tricks and novelty jokes, ...",12,4,65,37,8,7,7,4,2,3,,3369,4473,5054,7399,7122,9877,8871,8166,7609,11396,,2061,2748,3393,6871,13300,7865,9066,7793,4975,14688
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",802,0,36,0,0,948,0,1,0,3,,30455,26286,19144,65336,59333,60523,66254,102790,92236,72511,,596847,500185,543483,448423,366457,442909,457481,555066,595909,376484
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,2,4,3,,0,366,419,256,201,1587,1787,700,626,443,,31,6,20,0,9,0,352,332,619,283
282300,Titanium oxides,0,0,0,3,1,3,2,2,2,3,,87826,59334,43062,35714,32893,36131,50413,56394,41839,62932,,39251,55371,46920,24638,22189,28066,30467,34319,34863,36496
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",2035,1934,1869,2141,2550,1403,1151,700,114,3,,15470,18480,18921,18958,23874,26523,31462,31784,27847,35332,,305511,308063,317997,292174,337330,349414,464874,652429,772811,819400
846291,"Hydraulic presses for working metal (excluding forging, bending, folding, straightening and ...",1237,1184,16,135,20,0,2,2,7,3,,10339,7493,8728,8317,8815,9547,9496,11581,7290,9362,,239652,192905,177110,137339,97225,95908,152056,74429,56084,41442
830590,"Office articles such as letter clips, letter corners, paper clips and indexing tags, of base ...",1,37,29,15,20,18,15,3,8,3,,551,675,493,445,529,455,470,501,304,284,,1417,911,836,772,824,668,1060,1128,996,557
842220,Machinery for cleaning or drying bottles or other containers (excluding dishwashing machines),13,709,945,84,367,0,0,17,109,3,,3545,11918,5021,4007,2173,2467,3729,2604,1657,4927,,50529,49895,51263,49237,39299,32401,49380,62109,51459,56762
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",92,40,28,83,87,42,32,57,26,3,,286,569,1231,3841,2787,2593,5913,5631,3390,4391,,22622,19799,16826,13494,10796,10525,8468,7470,4189,3936
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",9,8,16,47,18,3,2,16,9,3,,2680,3651,3501,3843,5027,6023,8960,14487,21845,62455,,20153,22177,23416,22210,22568,21939,25621,27292,31063,38949
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,1,30,1,0,0,70,24,37,0,3,,560,854,2324,1651,849,4496,7982,9800,5205,11115,,26640,13780,24513,24910,15785,22326,18770,16180,10805,26108
382450,Non-refractory mortars and concretes,3,1,4,1,1,1,0,0,0,3,,524,506,932,832,1046,2045,2493,2806,1982,3653,,3503,4620,5189,3999,6332,8225,5912,5361,6862,6825
290532,"Propylene glycol """"propane-1,2-diol""""""""",0,0,0,1,2,0,2,0,0,3,,3239,2240,1326,1515,1633,2121,2465,8168,7303,5668,,109515,106284,113693,109785,85508,85341,109481,98146,93147,120782
741910,"Chain and parts thereof, of copper (excluding watch chains, necklace chains and the like)",0,0,0,0,6,9,4,47,0,3,,4663,3724,4489,3766,1264,753,990,1256,781,1519,,2075,1398,971,957,1360,1140,1255,2063,1386,1348
850239,Generating sets (excluding wind-powered and powered by spark-ignition internal combustion piston ...,0,0,0,0,0,0,0,0,1511,3,,13237,11522,17048,23072,20448,19187,18300,20179,18742,24103,,187503,179731,259672,66413,57513,95721,93533,79265,127054,143086
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",0,4,0,0,3,0,0,0,0,3,,11993,2329,2102,746,889,747,694,561,476,947,,44,77,80,49,73,86,118,119,74,208
551429,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,1,4,1,0,20,3,8,3,,7212,6636,6149,6692,6568,5820,10929,8462,5298,7130,,7463,4078,4682,3534,3040,1878,2225,2406,1244,1017
521224,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",18,48,283,212,32,24,21,12,5,3,,2437,1513,2928,4903,3492,2806,2162,2422,873,1261,,3029,3164,4130,3982,2955,3254,5714,3728,2065,2143
620311,"Men's or boys' suits of wool or fine animal hair (excluding knitted or crocheted, tracksuits, ...",12,2,9,0,2,2,4,5,1,3,,9198,15583,16122,12008,10395,12750,14884,11279,5107,10035,,74850,69602,66649,53468,47724,48014,49556,40645,36644,43854
600539,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,75,170,302,1276,2436,,0,0,0,0,0,1713,1915,1909,1005,1583
610441,"Women's or girls' dresses of wool or fine animal hair, knitted or crocheted (excluding petticoats)",1,0,22,9,0,0,3,0,3,3,,701,690,961,473,409,65,357,457,89,382,,9265,12251,13092,11296,12011,12108,14901,14464,15218,24671
482290,"Bobbins, spools, cops and similar supports of paper pulp, paper or paperboard, whether or not ...",0,0,49,0,15,11,12,0,7,3,,657,1684,2470,3010,2940,3491,3981,6081,7672,9037,,3447,3087,2989,2982,3461,4610,7270,6892,7122,7333
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",2,3,12,8,11,13,6,6,1,3,,128,22,82,205,114,20,32,37,64,53,,3448,3798,3596,4041,5209,5876,5308,6089,7479,8293
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,0,0,0,3,0,0,1,0,3,,2035,1753,2809,3363,6658,7435,9611,14052,12867,24129,,28726,12078,15818,14928,16990,27528,23341,18078,22514,16456
281512,"Sodium hydroxide """"caustic soda"""" in aqueous solution """"soda lye or liquid soda""""""""",0,0,0,0,0,0,0,0,0,3,,1083,1523,79,3790,135,7961,1759,3310,19915,70971,,3174,2424,2425,2345,3102,2238,14204,21891,10032,12391
610341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",0,0,0,0,0,0,0,18,0,3,,72,50,55,4,151,193,168,1067,74,196,,559,1102,2231,2561,2727,4019,4276,5114,7105,12378
600624,"Printed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",1,0,10,6,10,6,14,1,2,3,,13230,19905,13327,9922,5297,6329,8168,10854,9877,37927,,30346,26168,27802,30609,26556,20207,21254,15280,8841,7424
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",0,19,13,11,19,8,13,10,9,3,,55681,81437,87547,83974,112837,141759,134011,166047,152132,188696,,505,1033,715,833,1033,703,2064,1810,1328,2976
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,1,2,13,0,5,2,9,9,2,3,,5,7,24,2,25,4,27,7,55,128,,13638,11903,11039,10086,8680,7481,6835,6458,4626,5057
520622,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",868,390,154,619,95,0,71,716,861,3,,2731,3342,2795,5005,4962,6495,13971,12076,13178,50337,,62631,63293,57854,58671,52890,53907,48395,35453,21558,12926
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",12,5,10,12,1,2,1,42,4,3,,14416,21881,16069,14706,11509,9634,8437,4026,4297,5748,,36917,35928,38808,36109,34496,34685,38673,35602,36624,43245
842820,Pneumatic elevators and conveyors,0,46,68,11,80,10,0,250,0,3,,12993,18498,22595,25444,27959,28930,45116,49124,31808,43813,,92201,73317,96177,52433,50992,40455,75135,67442,76098,50798
900319,"Frames and mountings for spectacles, goggles or the like (excluding of plastics)",2,0,4,2,0,0,0,4,8,3,,903,1112,1048,1050,1125,1251,1648,1653,1965,4182,,63663,68866,58346,53655,58098,75717,80558,92717,84785,103872
854620,Electrical insulators of ceramics (excluding insulating fittings),2,0,3,0,0,1,2,0,7,3,,47772,47018,37697,37018,39473,42447,48897,50323,45372,53609,,89528,76052,75017,71738,87273,67867,38472,50662,50983,32388
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,0,0,0,3,,22046,18775,20291,14907,9998,14047,17920,13995,10744,19905,,1446,1134,699,396,1390,4347,5117,8675,2068,8579
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",5,1,5,1,0,0,10,107,4,3,,1714,1492,1497,899,892,1076,1326,4139,3851,3740,,69528,86132,66288,63146,54927,62040,51319,10487,8077,7685
530610,Single flax yarn,0,0,9,0,0,0,0,0,0,3,,255,623,1644,2208,2242,1919,1803,5910,3652,6064,,2505,3743,3537,3095,2826,2943,1492,2666,1248,1422
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",1,1,4,8,4,1,0,0,3,3,,838,511,679,439,298,279,566,1298,1923,4232,,1803,1519,1298,2476,3075,1699,1970,2289,2419,1421
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,0,4,24,0,3,,0,0,0,0,0,916,4016,7926,4110,2182,,0,0,0,0,0,9730,13888,8524,11534,14515
500500,Yarn spun from silk waste (excluding that put up for retail sale),0,0,0,0,0,0,0,5,5,2,,1330,2802,2209,1307,906,1150,1986,1553,2266,2265,,2535,2541,2364,1652,1260,850,1114,1683,1064,1750
