Product code,Product label,Saudi Arabia's imports from United States of America-Value in 2012,Saudi Arabia's imports from United States of America-Value in 2013,Saudi Arabia's imports from United States of America-Value in 2014,Saudi Arabia's imports from United States of America-Value in 2015,Saudi Arabia's imports from United States of America-Value in 2016,Saudi Arabia's imports from United States of America-Value in 2017,Saudi Arabia's imports from United States of America-Value in 2018,Saudi Arabia's imports from United States of America-Value in 2019,Saudi Arabia's imports from United States of America-Value in 2020,Saudi Arabia's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",0,95,0,67,0,0,153,311,94,50,,10699,10723,15030,18102,13503,7670,7184,6069,5282,5577,,16387,47530,63604,67621,32140,26165,30578,50479,27998,22188
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,50,,0,0,0,0,0,42091,3759,3338,2074,857,,0,0,0,0,0,0,0,0,0,256
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",4252,10975,2621,1744,2375,1459,2411,2864,268,50,,71255,87900,98534,73728,67714,68358,85057,91588,77413,111689,,180371,199138,195180,209764,109741,77447,62005,55502,39145,54944
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",0,0,0,60,130,106,70,28,102,50,,170490,211422,229084,236535,239104,224292,224573,235475,205744,222625,,5449,6511,26186,24581,49243,41648,38869,16921,44942,54294
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,0,0,0,0,0,52,6,262,50,,7492,35295,6803,8696,16111,23952,31978,32886,135195,64577,,0,49,57,78,39,13,156,173,603,82
401390,"Inner tubes, of rubber (excluding those of a kind used on motor cars, incl. station wagons ...",387,297,272,612,212,228,19,10,90,50,,16045,10017,8869,10035,7209,9991,8205,9693,9522,12814,,4933,1720,2831,3252,1232,1617,539,693,7328,3279
90112,Decaffeinated coffee (excluding roasted),254,102,102,122,0,280,299,184,42,50,,7624,5586,7460,4621,4964,7911,8416,3916,3332,4878,,15254,9356,6891,2920,2730,5875,6678,4382,10442,20457
911180,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of materials ...",0,0,0,0,0,0,0,0,50,50,,1580,1925,1482,1367,750,717,1998,1297,1938,2136,,176,0,157,21,50,141,84,181,98,1684
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,714,506,232,466,386,679,326,425,209,49,,116073,213241,138943,110882,96178,116908,103859,90437,86508,92782,,15054,12127,13547,13138,10134,10514,10266,9473,7468,8815
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",182223,187574,100250,6171,20202,6266,93,82,74,49,,143187,131685,185561,134893,127071,137552,148509,99555,74881,98722,,427404,405999,421395,330027,188797,140946,130251,61180,40319,29041
610342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or ...",0,63,0,0,0,0,94,39,42,49,,11832,12712,16734,22165,22657,22296,21890,23622,23493,34440,,1177,2067,3653,14551,10340,14385,12475,25524,41129,72708
30510,"Flours, meals and pellets of fish, fit for human consumption",0,0,0,0,0,0,0,85,7,49,,27135,1193,1027,534,1430,4373,1462,1082,383,657,,204,495,290,219,235,348,83,120,10,191
81120,"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ...",0,0,0,0,99,0,195,276,55,49,,23254,28941,23074,21138,21546,15878,20158,26026,29206,35066,,28,59,269,488,941,760,854,1100,1588,2745
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",0,0,0,0,0,42,37,186,89,49,,77113,61435,59743,56582,50036,62868,50775,56317,75687,90925,,460,499,1093,506,957,1196,7572,679,571,1880
200830,"Citrus fruit, prepared or preserved, whether or not containing added sugar or other sweetening ...",122,0,0,0,0,0,31,65,62,49,,116137,98039,72434,85217,64168,75500,41018,37466,26752,30359,,4206,3152,3625,3129,2959,1943,1174,1571,1260,902
845949,"Boring machines for metals, not numerically controlled (excl. way-type unit head machines and ...",0,0,0,0,0,0,0,0,0,49,,0,0,0,0,0,3748,3417,4646,3028,10943,,0,0,0,0,0,0,0,0,0,114
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",33,0,0,0,0,0,141,49,28,49,,829275,823841,898431,1015413,1001134,1064055,1004398,865645,614442,489643,,9495,15753,24804,19988,13683,15249,8465,12305,9455,7118
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",0,0,135,0,41,64,35,43,58,49,,132950,134559,143869,151287,149081,131560,140150,152842,125230,166875,,1312,794,827,1598,1300,1089,1649,2012,1949,2233
851519,Brazing or soldering machines (excluding soldering irons and guns),1033,788,148,121,122,157,947,629,19,48,,29584,28311,42206,37707,27498,30524,41559,29567,21918,28491,,3632,3059,2881,4371,2048,2019,3717,2172,526,464
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,0,0,0,0,66,0,138,102,25,48,,13908,21385,23201,19341,20615,29606,34973,29756,27856,27697,,1109,3147,1792,2133,3759,3356,2240,2097,2958,2724
690740,Finishing ceramics (excl. refractory),0,0,0,0,0,0,0,0,0,48,,0,0,0,0,0,12636,11810,13086,9455,8739,,0,0,0,0,0,0,0,0,0,1319
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",0,27,0,0,0,0,78,37,68,48,,168664,176069,191179,161289,164455,158519,153011,167005,171847,196282,,18754,19505,17759,21198,22100,22795,25564,28197,17309,12850
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",0,0,38,92,54,0,214,71,236,48,,240464,220796,255443,220063,233029,273494,242139,215640,213133,259217,,6132,13014,11017,4107,1801,2014,2663,3536,1586,556
380510,"Gum, wood or sulphate turpentine oils",0,0,0,0,0,0,0,6,34,48,,32863,22699,27872,33681,24569,28479,20122,26608,10585,8555,,0,0,80,129,94,25,18,27,197,123
721011,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,12,0,48,,18907,9805,14231,10343,9961,10059,11609,15565,12865,17222,,12747,16060,15242,19146,15013,23772,28104,37336,11246,23722
843142,"Bulldozer or angledozer blades, n.e.s.",705,3750,1974,8344,1295,125,159,466,695,48,,36861,35821,23815,23223,18796,14930,18465,22015,19569,31553,,7090,11585,11746,16759,6106,3676,3907,7508,13836,9496
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",0,27,0,93,66,0,104,70,49,48,,15477,12966,14253,11543,11790,10098,10155,8398,9115,8775,,1118,1699,1342,2635,1662,1414,1384,2204,2138,1797
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",33,0,0,0,0,0,10,0,4,48,,5236,5065,6826,6642,5779,5434,6318,6820,5426,7823,,6668,5057,4882,6652,4113,3470,4553,5426,4097,4195
845229,"Sewing machines, industrial type (excluding automatic units)",100,95,583,86,261,331,49,56,247,47,,58100,77569,62490,64242,56840,60770,60992,48271,38268,43571,,3951,3067,5242,6441,4194,2639,2888,2393,3008,2070
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",0,0,0,0,665,0,94,93,1602,47,,22559,30814,31880,30102,26119,31903,32248,22555,18609,23383,,0,0,50,71,1489,72,160,887,4457,587
292130,"Cyclanic, cyclenic or cycloterpenic mono- or polyamines, and their derivatives; salts thereof",0,78,58,440,1120,566,142,1728,637,47,,25517,28932,32796,33476,37897,20698,11868,24111,21644,22035,,2532,2782,3414,4694,5807,5371,3208,7590,4956,7724
681520,Articles of peat (excluding textile products from peat fibres),0,0,0,0,0,0,8,5,80,47,,4420,3023,3234,2531,2682,3196,3030,2731,4927,3478,,46,37,459,100,341,563,262,386,2190,2313
90931,"Cumin seeds, neither crushed nor ground",0,0,0,0,0,0,10,15,0,47,,505,472,342,259,887,900,410,560,653,470,,3587,9799,8394,11633,10454,13439,15350,15427,16449,14876
650700,"Headbands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear ...",303,354,0,234,30,43,47,113,31,47,,26787,21953,19562,26481,31709,24710,23145,26182,25446,34540,,461,854,411,972,446,221,226,378,561,577
851010,"Shavers, electric",0,0,0,46,0,0,15,172,90,46,,45944,40215,48184,41177,25944,33274,31251,41732,36923,38142,,10386,13694,13759,11558,11390,12212,9421,9855,8870,4533
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",1299,178,152,160,54,49,0,0,0,46,,48456,62074,42736,37627,32958,34641,18706,16051,10672,17367,,7865,6608,6794,4889,4018,1684,3696,1350,2212,2032
620711,Men's or boys' underpants and briefs of cotton (excluding knitted or crocheted),0,0,0,0,32,0,32,4,3,46,,5575,6970,7288,4250,5100,3808,4924,5058,4563,4510,,7017,5843,4274,7239,16680,11547,4655,3501,4234,6311
910229,"Wrist-watches, whether or not incorporating a stop-watch facility, with hand winding only (excluding ...",0,0,87,88,113,86,117,66,82,46,,32524,36586,36118,29777,40634,48182,51721,65673,72995,70140,,34835,33626,27832,35590,28461,20231,12671,5522,856,1133
610463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, ...",104,159,158,45,0,0,101,20,83,46,,21591,34607,42836,46561,54341,50432,59169,69181,84149,89185,,2311,7811,11192,12157,11889,9875,16167,8835,26800,47912
40790,"Birds' eggs, in shell, preserved or cooked",0,95,178,167,0,0,138,74,60,46,,1186,1353,845,1146,25542,23492,8168,3281,4182,11590,,43,95,437,797,681,673,2989,933,2423,264
840130,"Fuel elements """"cartridges"""", non-irradiated, in casing with handling fixtures, for nuclear ...""",0,0,0,0,0,0,0,0,24,46,,189480,436644,228018,218117,555186,424431,149981,297888,232563,257820,,0,1783,132,1,1,6,5,0,188,58
151229,"Cotton-seed oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,0,88,39,0,7,45,,52722,50688,28894,32113,22425,30591,40270,31469,28805,23255,,512,0,661,595,251,161,39,28,7,106
843210,"Ploughs for use in agriculture, horticulture or forestry",233,0,28,0,120,66,76,0,13,45,,43006,47022,32679,16435,15848,26228,21586,15441,16556,22301,,1450,2630,1200,1270,988,471,282,884,528,425
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",514,605,471,1405,1521,963,340,55,110,45,,89967,140227,90463,108605,92830,91282,105339,104534,55551,81035,,38842,48883,51816,62483,66600,78194,54715,29651,22172,26760
90240,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",105,36,31,65,0,0,215,89,84,45,,11368,13693,13106,15685,15155,15093,12925,15414,11365,10148,,19438,24014,33609,31883,29928,37549,57416,73729,98513,76628
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",238,203,623,344,265,199,177,294,744,45,,25742,85550,22349,23309,25479,24269,19698,17274,15310,12669,,86484,95787,112636,83211,133167,137072,129147,149071,122119,108398
480240,"Wallpaper base, uncoated",58,0,0,132,0,0,96,138,72,44,,3797,2309,2467,2090,1286,1167,1148,1473,820,1275,,2780,1225,190,1423,566,1345,694,1058,1081,966
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",127,137,86,179,82,635,116,145,13,44,,22831,27603,28593,29264,25436,26812,29313,26526,21577,27372,,424,352,392,649,1002,1304,694,1181,1577,2283
843010,"Pile-drivers and pile-extractors (excluding those mounted on railway wagons, motor vehicle ...",1241,2383,0,224,371,0,26,3,263,44,,57992,80381,54700,41384,69153,55209,46390,41551,51580,37489,,2556,3740,9396,3039,3491,8878,17653,2278,9475,11833
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,44,,0,0,0,0,0,0,5957,11767,6428,7428,,0,0,0,0,0,0,0,0,0,44
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,151,0,88,54,539,34,546,187,44,,53937,61094,64864,57873,58824,47200,52710,61055,57848,95683,,32,180,0,185,258,1491,34,812,210,69
850630,Mercuric oxide cells and batteries (excluding spent),0,291,0,0,0,34,13,244,109,44,,2630,2908,1556,1866,1414,4033,4402,578,391,347,,185,1242,305,512,388,767,1153,709,276,143
847480,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened ...",12162,4049,3907,7155,455,207,15,132,304,44,,51516,70459,52165,45218,37959,36621,27856,42900,33221,40827,,93041,106893,79298,99192,30050,13889,12450,32812,37141,14343
150810,Crude groundnut oil,0,0,0,0,0,0,36,0,0,44,,5048,1652,2518,6115,4535,6766,4078,4268,17174,15708,,0,29,38,33,0,7,36,0,3,47
871500,"Baby carriages and parts thereof, n.e.s.",74,100,0,0,223,120,106,81,126,44,,34796,36417,38756,37899,32218,33280,32603,29776,30603,31785,,15327,16955,20736,20256,18504,21622,20942,22783,14794,17317
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...",701,226,605,323,129,0,218,81,54,44,,522520,416900,433027,289149,226738,309981,388024,278720,183111,316011,,15215,9369,11702,8200,8997,6192,5491,7350,3541,3062
292310,Choline and its salts,0,0,0,102,0,1111,1413,952,161,44,,31476,28829,27491,28040,18194,17157,20830,24594,34288,34617,,945,1234,1420,3919,7177,13867,5900,4011,4640,2863
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",0,178,498,0,0,133,85,184,106,44,,206658,17839,2704,5709,4049,4010,7618,11917,8915,14468,,72,178,498,71,44,273,305,184,116,190
252520,Mica powder,52,0,0,0,0,0,0,0,48,44,,9135,9550,13051,10903,9549,10177,10499,9954,7203,10484,,1122,670,199,470,862,702,616,491,573,1044
290122,"Propene """"propylene""""""""",0,0,0,59,0,0,55,13,98,43,,167016,212189,130058,218850,326631,521170,692518,664615,535898,492246,,0,0,0,284,411,1271,745,30705,18761,20673
920600,"Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas",0,59,0,0,0,0,56,38,53,43,,66544,62332,65790,64564,60502,58529,58572,62095,41061,51051,,72,170,166,323,327,434,857,721,281,453
961320,"Pocket lighters, gas fuelled, refillable",0,0,0,0,80,0,38,109,0,43,,5635,4258,2110,2199,2405,2041,1989,1467,2591,3536,,2335,1119,2662,3482,3780,2232,1525,1107,878,1007
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",118,99,170,130,0,0,640,22,5,43,,20806,10194,18334,17316,8555,8981,15942,14916,7268,11977,,8382,3426,4186,4273,1952,922,1671,1427,1051,1699
721669,"Angles, shapes and sections, of iron or non-alloy steel, not further worked than cold-formed ...",0,0,128,616,0,0,64,4,12,43,,27717,3947,3445,1873,3940,4238,1538,1845,1294,2270,,9707,8731,10271,22081,3130,1912,1679,7094,3614,741
844859,"Parts and accessories of machines of heading 8447, n.e.s.",0,0,0,0,37,0,33,106,49,43,,25446,30401,31450,28062,32383,35167,37100,35452,19759,34870,,622,683,532,507,1363,830,477,590,393,506
291816,"Gluconic acid, its salts and esters",0,0,0,0,0,59,40,0,48,43,,6278,6414,6601,5814,6148,6970,8692,9170,9467,10374,,3383,3834,8166,12245,6318,4128,6587,6273,7441,6455
700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",0,0,38,0,0,77,10,36,19,43,,41573,40149,37504,29965,25230,26271,29546,34442,29883,38196,,388,807,416,974,843,1285,1578,1604,4271,16822
821410,"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base ...",0,0,0,0,77,0,4,0,0,43,,1991,1579,2082,2566,2821,2576,2014,1981,1203,1673,,3739,4842,3131,4016,2337,3223,2661,3033,1817,2035
611130,"Babies' garments and clothing accessories of synthetic fibres, knitted or crocheted (excluding ...",0,0,0,0,49,0,51,16,45,42,,8138,4165,5750,4438,4511,4435,5694,5663,5634,6164,,1524,713,4999,6256,8484,8641,29800,40966,19377,17073
330710,"Shaving preparations, incl. pre-shave and aftershave products",185,0,137,522,201,477,269,38,103,42,,68558,72311,76397,95835,81845,79881,89420,87714,87216,75393,,11358,5918,5378,9581,5586,5113,6732,6170,4393,5329
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",67,0,28,0,0,47,151,214,90,42,,540053,541127,451457,394389,388399,317897,346776,256811,220105,315633,,123663,61801,82576,124864,61618,63416,87578,16259,17216,19748
900661,Electronic discharge lamp flashlight apparatus for photographic purposes,77,49,0,0,0,0,10,25,17,42,,16028,15210,7367,7038,8345,6853,6107,6083,2842,3582,,1912,1338,1069,605,80,263,355,3003,1260,1749
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",0,0,56,0,35,0,8,5,61,42,,432651,434125,319285,283898,396644,440837,604547,768978,564476,561857,,2973,2245,3196,3114,2343,2793,4613,5855,5734,6969
854610,Electrical insulators of glass (excluding insulating fittings),0,0,0,0,0,0,24,43,18,42,,4336,5007,5898,6903,8862,8556,9601,9427,9176,12244,,4582,4077,2309,13048,6861,6125,1426,6550,9926,21884
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",522,465,495,872,1663,1108,159,145,149,42,,56085,61002,41504,43216,46741,50209,55059,52579,83071,75416,,1890,1915,2745,3126,4487,5435,6309,4233,6629,6434
480210,Handmade paper and paperboard of any size or shape,0,0,0,0,0,0,25,18,157,42,,2142,2040,5418,5944,3827,3589,5594,5337,10791,6907,,1735,793,394,1089,2044,2182,3302,2210,6356,1293
911390,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",47,0,0,0,0,0,125,79,36,42,,5854,6498,8503,8527,13025,13322,14258,12627,12603,10504,,335,308,566,847,992,1757,2585,1809,1786,2558
722810,"Bars and rods of high-speed steel (excluding semi-finished products, flat-rolled products and ...",93,0,0,0,0,48,217,231,4,41,,20748,18317,18961,19688,16685,20461,22479,24825,15023,18640,,4187,178,252,97,231,1422,1741,2194,1247,1257
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",768,718,642,762,257,776,338,240,409,41,,175739,221519,283081,276451,218469,218048,198078,227919,233461,241735,,15662,11767,19041,20849,71378,12493,10581,15502,21317,14241
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",29,0,0,0,0,0,80,114,69,41,,145313,150794,151358,145454,97040,106311,101847,105532,63668,71260,,837,403,1987,1526,2103,1720,1776,1686,8739,5660
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",0,31,243,164,0,0,86,32,10,41,,735749,684650,693971,744250,760053,994902,1271714,1274299,1278901,1439288,,49,90,243,339,57,131,144,206,184,358
560729,"Twine, cordage, ropes and cables, of sisal or other textile fibres of the genus Agave, whether ...",0,0,0,0,46,0,0,0,12,41,,3310,4073,2572,2466,1469,2217,4041,4028,3199,3242,,1064,1532,1689,1525,810,949,1025,1275,307,183
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",105,82,0,185,214,0,84,84,92,41,,107436,110255,109762,102244,108777,126575,116786,100463,89037,112628,,18938,14019,15682,22101,12378,10610,11707,10592,13385,18714
920510,Brass-wind instruments,0,49,0,0,0,0,46,0,25,41,,24944,24106,28073,24583,22858,25405,25833,23704,15720,16237,,0,175,39,70,93,116,316,120,539,350
950631,"Golf clubs, complete",0,0,0,0,0,73,52,18,4,41,,180993,163563,157091,130229,126578,136297,139590,176801,154099,202608,,0,0,0,114,85,129,299,152,254,291
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),89,129,220,259,434,166,396,178,63,40,,18267,23318,27156,25882,29555,27708,24414,27182,17464,16903,,4027,1221,1961,7607,37613,21187,25283,25238,15999,34362
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard",0,0,0,0,0,91,31,17,50,40,,2946,2047,1439,1286,1068,758,1029,796,1059,1433,,29,70,65,619,280,187,536,3230,2051,1229
760110,"Aluminium, not alloyed, unwrought",0,0,159,0,0,0,12,0,6,40,,340305,215776,176762,150341,158995,202761,197086,126825,127100,106436,,54946,40870,51776,56112,24138,11147,4465,32312,46774,16845
900311,"Frames and mountings for spectacles, goggles or the like, of plastics",109,667,625,1703,704,63,47,56,25,40,,80497,97116,110251,123404,130381,141696,119795,121700,91229,118926,,6726,11053,13752,15147,8426,8041,11407,10015,6871,13237
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excluding ...",0,0,0,114,0,0,31,349,53,40,,154157,159550,175973,182651,179342,248948,296728,276770,294851,317386,,126,338,682,548,560,1083,171,614,1022,2704
731520,"Skid chain for motor vehicles, of iron or steel",43,0,0,0,78,0,0,71,33,40,,6722,5381,5672,4232,4582,6453,5707,4987,5766,4161,,366,441,1237,523,1407,254,193,548,770,1026
110900,"Wheat gluten, whether or not dried",0,0,0,0,0,0,0,0,0,40,,16536,21200,17206,12056,7742,9660,19984,12595,12634,11616,,6354,9056,9463,8929,9127,10338,13997,13928,11202,14585
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,67,0,62,11,3,40,,9077,9315,10506,8976,12519,11995,10957,14829,12877,10886,,1205,1650,3863,1941,1693,910,1048,2265,665,1220
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",0,112,85,233,139,0,41,26,35,40,,11909,11244,10968,9124,6901,8927,8803,7339,5841,8083,,629,1052,848,1692,1170,316,819,1040,1844,1861
854890,"Electrical parts of machinery or apparatus, not specified or included elsewhere in chapter ...",620,524,949,938,789,262,159,371,951,39,,305678,270811,277136,256433,250739,193418,182182,178172,154231,173994,,3192,13725,3118,5645,6259,2447,1240,1415,1969,234
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",31,37,0,0,0,0,16,16,44,39,,1705,2053,1866,1865,1502,1279,1666,2137,942,1311,,2573,2584,2546,3998,3770,2783,2267,3874,2629,2515
871120,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",405,851,578,857,0,52,107,331,57,39,,45622,48533,37776,28806,19412,14684,12992,14065,10414,15270,,8858,6465,9447,12014,4859,5623,5874,9219,9088,6422
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",37,41,0,0,0,0,0,45,73,39,,705462,597025,481311,447993,461823,462793,457643,408458,377859,345629,,553,190,177,235,157,347,491,528,197,798
820560,Blowlamps and the like (excluding gas-powered blowlamps),0,0,0,122,67,0,12,11,10,39,,9130,10407,9877,8836,7597,8463,9693,10037,8909,8383,,288,129,243,395,139,31,165,70,228,601
480540,"Filter paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets ...",135,89,31,251,267,0,281,731,10,39,,102379,98198,92289,61111,55483,52580,54414,51429,47520,61018,,2163,2119,1651,537,478,318,1594,2070,1001,481
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",263,130,205,0,0,74,68,241,126,39,,16828,20754,26345,23740,24459,30149,37282,41173,38368,48148,,8468,8516,8700,7063,8303,10225,7755,4854,6895,10010
630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excluding flat covers of light fabrics ...",0,0,70,152,43,0,83,33,35,39,,31175,28559,27822,31343,28668,28065,32379,31949,27187,37424,,2969,3886,3241,3779,3653,3840,7527,7071,5837,5465
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",0,123,0,75,51,240,26,52,102,39,,47529,50277,54149,51595,35258,25979,18363,15511,15469,14507,,771,1873,1000,3943,3941,2631,2861,3701,800,113
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",1090,1350,2840,1343,1601,810,1228,1967,1498,39,,78007,86839,90102,93318,93634,93084,98358,90417,81179,101863,,20717,26347,36489,27525,21503,17537,22071,24565,23373,15660
854150,"Semiconductor devices, n.e.s.",275,284,0,142,0,0,55,7,1467,39,,710644,685520,1104852,1138980,1131282,1091198,1022645,1138082,1028981,1316528,,709,2615,987,921,688,210,738,2489,6831,958
841911,Instantaneous gas water heaters (excluding boilers or water heaters for central heating),0,115,115,116,67,99,18,133,0,39,,53554,60342,54010,56579,71348,77172,80925,81475,100856,127630,,1385,1949,232,3707,310,515,247,138,29,673
845521,Hot or combination hot and cold metal-rolling mills (excluding tubes mills),1317,37,3261,442,0,0,162,91,6,38,,38964,56961,36488,28028,4629,7159,15097,71335,14409,7358,,7718,8805,10647,3996,2001,922,508,504,1323,400
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",259,0,0,282,277,130,732,118,18,38,,61921,59218,60207,70626,68661,70707,71453,67902,65103,88377,,4136,3847,3806,4761,4200,3287,5556,4900,2384,2458
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,127,47,81,106,180,160,6,9,38,,33849,31408,35678,38381,34172,35666,36909,35146,31993,33355,,715,127,77,158,449,476,298,75,31,121
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",136,0,33,166,103,73,117,94,0,38,,18752,22683,24047,23886,28479,21452,30862,21808,21341,20907,,789,341,232,840,931,1106,1673,2353,1773,2352
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,0,0,0,27,26,30,38,,7111,8119,11374,10083,11583,10826,11070,10160,8787,6990,,2710,2732,3581,4184,4186,3109,3479,3512,3583,3890
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",603,383,313,235,49,111,409,172,123,38,,172626,181879,185544,151976,136288,155070,178115,155442,160895,202021,,4026,2869,4424,3429,1934,1253,1521,1624,1532,1577
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",634,381,767,2489,348,927,1436,512,85,38,,180806,162303,143751,175496,167250,185023,192805,199933,223728,227778,,25555,18180,15119,16330,12692,18314,17783,16649,14474,12120
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,0,0,0,0,38,,0,0,0,0,0,290479,357333,683765,341610,129909,,0,0,0,0,0,0,0,0,0,792
450200,"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ...",45,0,0,148,0,0,11,24,0,38,,188,376,176,189,379,354,599,562,592,564,,726,1091,967,1176,1157,1111,1405,1009,1153,1596
640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the ...",29,0,0,0,0,0,0,0,25,38,,12997,10796,12178,8770,9930,14552,14986,12425,6770,8629,,1545,737,1932,2337,1293,1117,0,0,893,2568
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",0,0,61,330,0,0,36,34,22,38,,164257,150239,193701,227938,248712,329145,413065,466233,342535,327710,,2771,1947,2405,3651,4867,4527,4766,3093,8548,4709
