Product code,Product label,"Taipei, Chinese's imports from Australia-Value in 2012","Taipei, Chinese's imports from Australia-Value in 2013","Taipei, Chinese's imports from Australia-Value in 2014","Taipei, Chinese's imports from Australia-Value in 2015","Taipei, Chinese's imports from Australia-Value in 2016","Taipei, Chinese's imports from Australia-Value in 2017","Taipei, Chinese's imports from Australia-Value in 2018","Taipei, Chinese's imports from Australia-Value in 2019","Taipei, Chinese's imports from Australia-Value in 2020","Taipei, Chinese's imports from Australia-Value in 2021",Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,1274,945,641,707,522,646,1175,701,680,1153
293229,"Lactones (excluding coumarin, methylcoumarins, ethylcoumarins, and inorganic or organic compounds ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,18611,10956,0,0,0,0,0,0,0,0
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",0,0,0,0,0,0,0,0,0,0,,533,485,9,30,17,54,42,187,32,153,,7078,9042,9802,9690,10345,12522,13798,12468,16160,17178
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",0,0,0,0,0,0,0,0,0,0,,3717,2485,286,88,102,419,62,154,2328,2760,,13139,18382,19761,16918,16075,22542,20475,24035,21540,22445
293361,Melamine,0,0,0,0,0,0,0,0,0,0,,99,64,18,60,37,29,34,0,11,5,,13930,15804,13045,10433,10495,12662,14638,11367,7621,18444
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,8,5,3,0,4,1,6,3,0,,1994,2875,2886,2114,1742,2185,2233,2328,1570,2080
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,31,8,284,16,70,36,12,33,133,44,,1389,1563,1784,1813,2374,2098,2427,2031,1945,2200
293628,"Vitamin E and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,1723,1301,1403,813,445,289,211,549,528,778,,3895,4409,3237,3192,3655,3590,3592,3169,3866,4304
293723,Oestrogens and progestogens,0,0,0,0,0,0,0,0,0,0,,4,3,2,35,7,88,99,76,280,35,,957,1673,1238,903,1531,1479,1383,2502,1843,2826
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,0,,505,615,0,46,30,35,2,0,21,0,,0,17,0,4,0,15,0,0,0,60
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",0,0,0,0,0,0,0,0,0,0,,1269,646,753,495,280,410,6748,551,277,349,,468,582,506,438,737,1286,911,1198,1514,1683
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",0,0,0,0,0,0,0,0,0,0,,0,0,0,726,1315,1506,720,1081,1681,946,,106003,94762,106349,88960,76459,88921,111139,85339,72646,91465
280430,Nitrogen,0,0,0,0,0,0,0,0,0,0,,3849,2579,2786,444,1498,422,744,520,544,291,,1265,758,702,736,836,1240,1539,1373,2096,2790
280469,"Silicon containing < 99,99% by weight of silicon",0,0,0,118,0,0,0,0,0,0,,90500,117337,124153,123558,93528,93519,102678,93368,84353,100336,,45450,35178,41441,34555,32247,38899,40572,20448,29040,63855
280540,Mercury,0,0,0,0,0,0,0,0,0,0,,61,276,443,20,18,1,12,5,33,316,,133,9,158,8,8,8,8,2,2,2
280610,"Hydrogen chloride """"hydrochloric acid""""""""",0,0,1,2,0,0,0,1,0,0,,1863,3697,3732,6235,6992,6059,6022,5192,2590,1884,,15078,14956,16620,13259,14040,15394,16381,13617,18242,20847
281214,Phosphorus pentachloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,2,1,1,0,0
281215,Sulphur monochloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,8,18,36
281910,Chromium trioxide,0,0,0,0,0,0,0,0,0,0,,159,7,6,14,13,22,179,0,396,39,,9432,7765,9611,7712,6744,8475,6842,7011,5893,8620
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,0,0,0,0,0,0,,222,169,217,180,396,223,406,312,424,609,,634,642,791,685,1014,745,778,767,866,932
190211,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs",0,0,0,0,0,0,0,0,0,0,,0,0,0,5492,5163,2904,0,0,0,0,,241,216,119,132,147,133,295,484,329,359
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",0,0,0,0,0,0,0,0,0,0,,344,317,293,225,274,269,257,319,313,134,,268,536,352,731,373,355,430,690,578,533
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,1,0,0,0,,85,275,186,184,196,147,67,342,5,40,,37,55,65,51,146,229,198,205,35,25
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,3,0,0,0,0,0,0,0,0,,1270243,1470184,1251215,853465,513925,0,0,0,0,0,,103,81,61,41,56,80,70,29,36,24
261100,Tungsten ores and concentrates,0,0,0,0,0,0,0,0,0,0,,3807,13723,12398,9205,1621,0,152,566,608,2974,,0,625,0,0,329,1945,505,1,0,132
262099,"Slag, ash and residues, containing metals or metal compounds (excluding those from the manufacture ...",9,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,9,0,,5973,30019,33590,31407,24351,31554,28213,27685,33497,46574
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,0,,814,810,123,3,0,77,8,7,27,70,,0,0,0,0,0,1,0,0,0,0
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,0,0,0,9,0,10,0,0,,1366,1364,1300,761,216,135,17,248,152,33,,223,172,111,167,108,176,241,233,351,258
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",4,2,0,0,0,0,0,0,0,0,,31,207,513,134,121,136,29,109,822,65,,211817,159918,143856,127461,142249,136674,151415,182215,197861,228045
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,4,0,0,0,,24,3,0,0,122,0,0,0,26,30,,58,137,2,30,0,0,6,10,1,7
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,12,12,26,2,6,12,164,2,2,0,,1,33,22,18,15,8,42,13,41,33
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",10,15,0,0,0,0,0,0,0,0,,2,14,29,1,23,0,0,0,0,0,,217686,265424,256489,256925,271870,761,0,0,0,0
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",0,0,0,0,0,0,0,0,0,0,,545,1537,943,684,314,644,586,316,456,380,,9360,9486,9933,9055,8425,9818,10853,9295,9658,12014
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,20,61,86,39,84,52,0,0,0,0,,8362,10555,9959,6988,4119,6441,5437,3646,9505,9575,,8290,7509,11665,11783,8924,10648,9805,9142,9057,10447
380910,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products ...",0,0,0,0,0,0,0,0,0,0,,31,0,0,0,0,51,117,40,182,155,,938,1118,1651,1720,2247,1510,1913,1429,1474,2194
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",1,0,0,0,0,0,0,0,0,0,,30,36,35,13,22,119,108,681,1820,1305,,8086,10228,11340,8625,7049,6313,5551,3999,2420,3879
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,19,12,0,3,7,0,0,0,0,0,,59,277,22,17,17,13,5,0,1,0
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,0,0,0,0,0,8,0,0,0,0,,8235,8748,7061,8836,6700,5582,2570,1659,1281,3060,,19289,24085,27695,25358,26968,25787,26223,25900,30388,38916
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,0,0,0,0,0,,275,797,95,254,139,181,166,26,45,64,,3969,3113,3747,4130,3207,2255,2770,1565,2290,2761
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,0,0,0,0,0,0,0,0,0,,3,4,0,62,0,20,24,122,4,22,,38,21,40,42,3,13,30,184,80,247
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,0
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",0,0,0,0,0,0,0,0,0,0,,352,218,187,121,172,212,275,97,443,1083,,0,0,0,0,0,0,11,0,8,5
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,19,54,212,103,5,19,2,0,0,5,,938,1012,288,136,295,409,386,109,173,336
382486,"Mixtures and preparations containing pentachlorobenzene """"ISO"""" or hexachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,9,0,0
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,24,28,0,161,,0,0,0,0,0,0,0,0,0,0
382541,"Waste organic solvents, halogenated",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,272,7,28,45,27,236,260,23,0,0,,5361,4831,5143,4222,4933,6754,7867,4287,5067,8024
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",0,0,0,0,0,0,0,0,0,0,,800,1839,977,736,396,565,300,441,447,417,,18445,18188,19281,15666,24522,23410,22232,14449,19860,27715
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,0,0,0,0,,47,2,307,30,10,2,157,101,74,421,,3845,4543,5999,5533,5517,8432,6436,5382,6166,9434
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",0,0,0,0,0,0,0,0,3,0,,7732,4447,3141,2822,3154,4441,4258,3471,3309,3872,,10185,8665,6299,7152,6128,4146,3801,4780,4328,6390
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,899,965,179,123,189,39,47,62,34,107,,58,70,69,68,79,97,110,98,91,76
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,0,0,0,,7871,4737,5286,2569,1798,899,1361,1197,947,1991,,2724,2628,3350,3176,4070,4216,4285,2319,2993,2532
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,2,1,1,0,0,0,0,0,,90,1,0,11,6,21,12,0,0,0,,449,624,837,553,677,664,822,740,983,647
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,0,,42,23,8,31,4,81,50,66,0,0,,6,4,10,4,6,10,283,12,0,13
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,9,0,0,0,0,0,0,0,,464,537,1113,573,275,38,23,391,141,509,,203,289,230,99,130,170,179,240,226,385
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,11,2,0,0,3,0,90,13,4,16,,27410,31384,39870,39688,26658,29308,33520,42860,32874,28475
110210,Rye flour,45,37,0,0,0,0,0,0,0,0,,,,,,,,,,,,,79,94,0,0,0,0,0,0,0,0
110819,"Starch (excluding wheat, maize, potato and manioc)",33,0,0,0,0,0,0,0,0,0,,124,47,136,103,46,57,75,22,32,55,,843,779,1831,1492,1665,1979,1757,2308,1932,2064
120210,"Groundnuts in shell, not roasted or otherwise cooked",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,0,,1527093,2196830,1285502,1131116,886146,1277786,927314,669779,786927,2157781,,69,52,69,0,0,0,0,0,0,0
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,0,0,0,0,0,0,0,0,0,0,,10,108,140,20,281,129,97,88,78,349,,1463,1073,666,1039,813,1001,1203,810,1003,897
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,0,0,,0,0,9,6,0,0,8,0,0,0,,0,2,4029,4217,3146,3746,3287,3758,3347,4035
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,0,,0,360,70,0,0,0,0,9,0,0,,0,202,924,0,0,0,0,0,0,0
151110,Crude palm oil,0,0,0,0,0,0,0,0,0,0,,0,0,18,0,0,0,0,0,0,4,,779,459,573,245,241,342,282,193,201,176
151529,"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,1,0,0,0,0,0,0,,2484,1686,788,855,1397,65,5,87,0,24,,132,180,383,336,362,106,65,78,106,82
151550,"Sesame oil and its fractions, whether or not refined, but not chemically modified",1,0,1,0,0,3,0,7,0,0,,160,128,92,50,104,62,117,91,1093,86,,2181,3996,3322,4500,5592,6827,3756,3995,7004,8684
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,47,49,69,48,44,101,105,64,50,22,,246,293,255,339,284,368,478,426,253,308
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,146,0,,0,0,1,284,168,2694,2016,677,1446,593
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,14,0,3,,685,1523,1153,1532,1696,2269,2497,2629,2339,3601
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",0,0,0,0,0,0,0,0,0,0,,3,0,1,0,39,4,1,0,1,41,,0,912,9940,7770,8314,9333,10449,8363,7212,8037
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",0,0,0,0,0,0,0,0,0,0,,346,1380,1604,748,176,512,861,1247,1529,1715,,284,178,197,253,480,579,360,441,369,553
210310,Soya sauce,0,0,0,7,8,0,0,0,0,0,,316,486,292,277,393,227,230,1360,192,381,,3723,3559,4144,5117,5822,6200,7029,7395,8052,9323
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,0,,35,180,15,0,0,0,19,0,0,28,,404,507,443,636,567,531,593,1296,1257,1474
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",1730,1162,0,0,0,0,0,0,0,0,,14533,14151,11764,1137,1958,3558,1719,3,17,177,,1803,1353,79,55,39,6,3,0,3,0
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2083,7098,10441,9304,4759,756,3,132,296,142
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,0,0,0,0,0,0,0,0,,1126,939,629,832,1320,1939,849,2641,930,571,,2427,2921,3560,3783,6217,7543,7385,9446,8046,7847
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,0,0,0,0,0,0,0,0,,277,132,162,260,237,258,323,369,818,0,,0,0,10,7,10,7,38,7,200,12
251741,"Marble granules, chippings and powder, whether or not heat-treated",0,0,0,0,0,0,0,0,0,0,,10,47,14,17,18,39,2,25,142,21,,341,356,371,366,490,716,856,671,539,590
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",0,0,0,0,0,0,0,0,0,0,,700,183,404,161,250,176,135,676,217,714,,52875,62107,67218,80445,69696,61807,64438,62297,58734,85783
252220,Slaked lime,0,0,0,0,0,0,0,0,0,0,,106,230,181,207,85,228,144,86,266,38,,116,362,308,234,268,304,284,505,308,331
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,0,0,0,0,0,0,0,,182,227,314,260,294,434,291,75,5,6,,0,0,3,6,6,3,3,7,0,3
252310,Cement clinkers,0,0,0,0,0,0,0,0,0,0,,551,304,686,110,87,0,1164,10,2,52,,51875,51731,56885,50828,44371,50981,67205,92193,88279,96820
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",0,0,0,0,0,0,0,0,0,0,,877,244,524,242,418,481,1168,1266,446,393,,328,194,297,191,160,361,135,166,246,506
252530,Mica waste,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,4,1,903,25,12,0,29,4,3,11,,0,1515,22442,21853,20092,18712,16939,15553,14313,18237
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,4,4,1,1,3,0,0,0,0,0,,135,140,153,182,236,292,197,66,147,203
282732,Aluminium chloride,0,0,0,0,0,0,0,0,0,0,,317,120,108,115,496,622,1026,1147,724,839,,1250,1208,1024,1085,617,529,548,538,553,519
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,0,0,0,0,0,0,0,,159,0,35,199,0,4,0,0,0,0,,594,254,94,44,3,4,29,2,1,0
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,862,199,285,344,233,406,880,179,129,274,,22217,19442,19652,18753,21573,21361,23818,22288,23223,22564
283311,Disodium sulphate,0,0,0,0,0,0,0,0,0,0,,11,5,4,33,14,24,14,16,36,224,,1823,1871,1807,2036,3043,2224,2184,2000,2244,2918
283327,Sulphate of barium,0,0,0,0,0,0,0,0,0,0,,2,47,0,0,7,7,0,0,3,1,,5410,4474,5041,4597,5001,5228,4462,3934,4103,4792
283510,"Phosphinates """"hypophosphites"""" and phosphonates """"phosphites""""""""",0,0,0,0,0,0,0,0,0,0,,124,153,50,22,55,2573,609,19,17,28,,5502,4932,5454,4141,4655,5054,4947,3748,3557,8431
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,0,0,0,0,0,0,0,0,0,,3187,4817,4583,5581,3118,2858,2209,1624,1178,1265,,14179,17305,12124,7078,8670,3760,5314,5423,7047,18624
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,0,,326,627,753,25,97,83,115,58,206,266,,949,891,1098,922,699,746,687,630,423,619
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",0,0,0,0,0,0,0,0,0,0,,7,36,28,12,162,178,64,56,71,107,,20374,21145,24872,26694,31434,47277,84425,53691,60333,84892
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,19,40,98,54,63,75,59,61,328,441,,89,32,29,4,9,28,26,23,27,36
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,3,0,0,0,0,0,0,0,,2,2,2,3,3,5,2,2,3,476,,29,222,441,312,589,704,342,184,137,118
284610,Cerium compounds,0,0,0,0,0,0,0,0,0,0,,11,7,5,1,24,13,9,3,1,48,,36890,27996,27480,26686,25930,35023,38342,29491,38568,47575
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",0,0,0,0,0,0,0,0,0,0,,303,35,59,25,61,29,10,49,206,0,,4687,4926,4824,4377,3286,4549,4042,3571,2846,3305
285200,"Compounds, inorganic or organic, of mercury (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,111,187,0,0,0,0,0,0,0,0
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,527,33,8,0,0,114,35,18,11,0,,0,0,132,119,138,192,132,176,156,189
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",0,0,0,0,0,0,0,0,0,0,,200,155,242,186,198,281,46,48,57,73,,12067,13272,80440,132203,94293,96525,87972,109049,117195,112574
290313,"Chloroform """"trichloromethane""""""""",0,0,0,0,0,0,0,0,0,0,,11,10,36,3,14,13,8,10,13,9,,148,147,184,169,154,177,162,166,165,211
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4137,1319,2,1,0,0,1,1,0,0
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,56,38,16,0,0,0,6,3,0,0,,0,426,5449,2151,1650,2093,2873,2259,149,297
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,2,183,62,23,51,338,435,276,280
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,0,0,0,0,0,0,0,0,,30,7,2,71,98,1,21,61,13,5,,0,519,26912,40369,36887,34062,44046,51705,64107,61311
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",0,0,0,0,0,0,0,0,0,0,,13,9,7,23,6,0,0,0,0,0,,1415,1880,1216,1564,1215,9,0,0,0,0
290712,Cresols and their salts,0,0,0,0,0,0,0,0,0,0,,10,23,3,0,5,0,2,0,0,0,,13748,12435,14569,17943,12330,12088,17362,16143,14172,23233
290722,"Hydroquinone """"quinol"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,27,21,5,13,0,0,4,22,3,4,,9315,10789,8184,6289,5177,4815,5266,4741,4847,6809
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",0,5,117,143,0,0,0,0,0,0,,4942,3203,3092,3407,3246,2685,2617,1337,470,390,,88272,80472,106545,84121,91158,115812,126227,97004,113618,140555
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",0,0,0,0,0,0,0,0,0,0,,0,0,3,14,33,0,6,5,71,162,,353,1613,1911,1399,1514,1116,930,403,802,1389
291230,Aldehyde-alcohols,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2,1,0,0,0,0,0,0,0,0
291260,Paraformaldehyde,0,0,0,0,0,0,0,0,0,0,,39,24,3,0,0,2,25,3,5,21,,1817,2571,2620,1647,1174,1447,1042,1227,1652,2194
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,61,260,711,49,113,74,122,104,118,123,,6511,5384,5628,4040,4622,4671,4679,4734,4114,5482
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",0,0,0,0,0,0,0,0,0,0,,21,37,3830,67,769,2043,9757,105,425,614,,4141,4325,5355,4370,3812,3751,4304,4211,4684,4868
291737,Dimethyl terephthalate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4869,4288,4017,2965,2364,2902,3261,1738,1006,1960
291817,"Phenylglycolic acid """"mandelic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,0,0,0,0,0,0,,24946,25447,28344,21986,13884,12527,20681,24185,11379,6030,,9045,13471,13374,10167,9260,11918,11561,10843,12988,11490
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,83,0,,61,261,263,219,643,554,762,418,108,86,,15480,12640,12592,10347,13115,15740,18263,16572,18779,30213
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,54,0,2,64,0
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",0,0,0,0,0,0,0,0,0,0,,85,44,146,135,168,220,333,847,1735,748,,19710,20231,22361,17301,13196,15760,19287,24909,14821,20683
292213,Triethanolamine and its salts,0,0,0,0,0,0,0,0,0,0,,36,42,9,6,20,0,0,0,0,0,,2159,1568,2664,1819,1741,0,0,0,0,0
292423,"2-Acetamidobenzoic acid """"N-acetylanthranilic acid"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,25,1721,1623,1286,23,24,0,0,0
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",0,62,0,16,17,0,0,0,0,0,,8,12,4,10,6,71,7,97,72,26,,7499,6184,5114,6741,7240,8631,10145,14584,18089,18422
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,2375,2444,4226,8025,8416,6855,4497,11355,5882,4779,,0,0,0,0,0,0,0,0,0,2
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,0,0,0,0,0,0,0,,29,22,57,102,167,413,773,352,76,67,,0,0,0,0,0,0,0,1,1,4
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,6,,0,0,13,3,0,0,1,0,0,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,1146,0,0,0,,0,0,0,0,0,55,42,0,0,0,,0,0,0,0,0,324,1427,225,279,354
30326,"Frozen eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,360,212,0,0,0,0,0,0,0,23,,0,10,0,0,1145,614,25,0,0,0
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,4,307,9,2,3,8,0,0,0,0,,110,26,10,42,22,7,120,31,19,204
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,38,246,507,256,592,,0,0,0,0,0,6452,21551,20052,17740,29838
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",0,0,0,0,0,0,0,0,0,0,,86,0,2,0,3,0,4,11,7,10,,0,4,0,42,0,0,0,0,0,4
