Product code,Product label,Singapore's imports from Saudi Arabia-Value in 2012,Singapore's imports from Saudi Arabia-Value in 2013,Singapore's imports from Saudi Arabia-Value in 2014,Singapore's imports from Saudi Arabia-Value in 2015,Singapore's imports from Saudi Arabia-Value in 2016,Singapore's imports from Saudi Arabia-Value in 2017,Singapore's imports from Saudi Arabia-Value in 2018,Singapore's imports from Saudi Arabia-Value in 2019,Singapore's imports from Saudi Arabia-Value in 2020,Singapore's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,0,0,0,0,0,,8200,3182,2800,2653,3533,2989,1713,1522,1864,3217
960630,Button moulds and other parts of buttons; button blanks,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,0,0,0,21,,255,231,105,158,286,263,256,222,283,232
960810,Ball-point pens,0,0,0,0,0,0,0,0,0,0,,741,441,647,376,1319,674,150,0,0,0,,30291,28139,26809,30041,36845,33722,33418,28033,18279,22330
960840,Propelling or sliding pencils,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,23,7,12,0,0,0,,2070,1550,1480,1601,1718,1631,1565,1476,1123,743
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",0,0,0,0,0,0,0,0,1,0,,0,0,0,20,66,43,33,0,0,0,,2517,2008,2154,1998,1897,1541,1960,1988,1253,1157
961210,"Typewriter or similar ribbons, inked or otherwise prepared for giving impressions, whether ...",0,0,0,0,0,0,0,0,0,0,,0,27,0,122,14,163,0,0,0,0,,21610,18732,18905,22263,23161,30278,35457,40521,25701,29813
961511,"Combs, hair-slides and the like of hard rubber or plastics",0,0,0,0,0,0,0,0,0,0,,39,31,0,29,41,17,65,0,0,0,,1467,1005,1033,783,1063,741,1020,4772,5262,8022
962000,"Monopods, bipods, tripods and similar articles",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2222,4972,4094,7083
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",0,0,0,0,0,0,0,799,1,0,,7236,4650,5261,847,2296,2184,651,1967,181,754,,121020,154193,179033,196182,409271,459297,229394,277796,202955,665164
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",0,0,0,0,0,0,0,0,0,0,,381,629,275,567,861,518,157,17,590,792,,6656,7494,12460,10681,9596,9465,10480,9666,7316,9627
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",0,10,0,0,0,0,0,0,0,0,,677,955,173,342,4344,314,734,413,1989,3581,,21306,17462,12374,14597,13419,15347,17187,15627,20545,19498
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,97,17,59,18,28,0,0,,29259,68447,67042,39276,47481,53658,49794,14302,11144,8326
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,0,0,0,0,0,0,0,,272,112,0,0,33,2,0,31,0,0,,356,273,69,67,368,217,539,234,263,296
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",0,0,0,0,0,0,0,0,0,0,,29888,43235,53799,30746,39457,40738,58648,34490,24152,33335,,19426,22488,26268,18406,14627,16964,14723,17525,14267,13967
392520,"Doors, windows and their frames and thresholds for doors, of plastics",0,0,0,0,0,0,0,0,0,0,,52,44,127,59,202,25,215,82,15,226,,3740,6195,3656,3549,6689,6131,8619,8999,7132,8973
392530,"Shutters, blinds, incl. Venetian blinds, and similar articles and parts thereof, of plastics ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,36,136,6,121,49,0,107,,3259,1536,2161,1926,1741,1615,2605,2435,1759,2922
400129,"Natural rubber in primary forms or in plates, sheets or strip (excluding smoked sheets, technically ...""",0,0,0,0,0,0,0,0,0,0,,358,233,599,689,348,262,230,26,0,122,,844,748,437,319,337,218,306,999,167,239
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,27,145,0,0,,2907,1984,1800,1844,2321,1868,796,0,1002,470
400510,"Rubber, unvulcanised, compounded with carbon black or silica, in primary forms or in plates, ...",0,0,0,0,0,0,0,0,0,0,,0,38,158,123,20,20,31,0,4,0,,26055,3071,11118,10436,15257,7461,4566,2592,3889,5165
400922,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,17,646,216,244,12,631,428,,13549,15368,13822,10480,6828,8443,7280,9147,8073,10672
401011,"Conveyor belts or belting, of vulcanised rubber, reinforced only with metal",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,27,497,61,0,0,0,,2021,1121,5758,938,707,2755,678,513,989,1110
401039,"Transmission belts or belting, of vulcanised rubber (excluding endless transmission belts ...""",0,0,0,8,0,0,0,0,0,0,,120,0,0,422,1353,1003,81,7,0,0,,37521,36605,31571,36532,31235,41250,37945,35526,28400,39574
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,562,407,293,0,27,0,280,132,0,0
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",0,0,0,0,0,0,0,0,0,0,,322,724,186,1545,692,896,1758,5,0,1,,60576,50786,40386,28675,23445,21977,25009,23263,7755,9108
401610,"Articles of cellular rubber, n.e.s.",0,0,1,0,0,0,0,0,0,0,,30,0,96,168,934,65,51,22,0,107,,17994,17077,21200,13216,11943,7906,4711,6254,5258,8933
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,14,10,0,0,0,0,,1089,1041,1433,1106,896,1064,1310,1154,1237,2246
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",0,0,0,0,0,0,0,0,0,0,,29,28,0,985,560,2473,2493,2959,1673,656,,471,295,0,0,0,0,7,0,0,0
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
420222,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",0,0,0,0,0,0,0,6,1,0,,84,846,429,126,821,639,1295,0,0,45,,100439,98963,125445,153303,218371,207441,217871,337972,385134,338247
420239,"Wallets, purses, key-cases, cigarette-cases, tobacco-pouches and similar articles of a kind ...",0,0,0,0,0,0,0,0,1,0,,0,0,571,247,511,181,0,0,0,2,,17434,25795,29212,33927,25262,7080,7458,6834,4526,2702
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",0,0,0,0,0,0,0,0,0,0,,0,0,177,51,95,43,73,0,0,1,,10304,11737,14296,12979,11120,8274,7541,8759,8106,7947
430180,"Raw furskins, whole, with or without heads, tails or paws (excluding those of mink, lamb - ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,1,0,0,0,9,0
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,81,21,20,24
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,0,5,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,8,3,0,0
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",0,0,0,0,0,0,0,0,0,0,,0,30,0,24,14,1,31,94,41,60,,593,576,254,338,218,343,248,280,192,305
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,1091,356,0,234,136,2,0,0,18,0,,0,0,0,0,0,0,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",0,0,0,0,0,0,0,0,0,0,,422,172,158,250,354,34,78,0,0,0,,3770,3903,2883,2882,3773,3766,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,22,0,0,0,0,,45,29,0,0,0,9,0,0,0,1
440794,"Cherry """"Prunus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,30,201,287,4,80
440796,"Birch """"Betula spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,693,0,0,0
441112,"Medium density fibreboard """"MDF"""" of wood, of a thickness <=?5?mm""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,109,46,114,64,19,167,5,,380,581,399,574,383,430,283,318,184,150
441234,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2158,1052,481,715
441400,"Wooden frames for paintings, photographs, mirrors or similar objects",0,0,0,0,0,0,0,0,0,0,,48,0,0,59,65,50,38,211,302,261,,2548,2234,2172,1832,1760,1748,2084,1658,1306,1716
441860,"Posts and beams, of wood",0,0,0,0,0,0,0,0,0,0,,0,107,117,461,48,55,139,109,5,4,,566,959,207,445,1562,2002,728,476,123,1223
460122,"Mats, matting and screens, of rattan plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,88,90,108,85,78,103,152,117,327,635
460290,"Basketwork, wickerwork and other articles, made directly to shape from non-vegetable plaiting ...",0,0,0,0,0,0,0,0,0,0,,83,306,191,342,489,264,618,479,877,24,,1298,1014,876,919,934,965,793,990,1134,899
470419,"Unbleached non-coniferous chemical wood pulp, sulphite (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
470693,"Semi-chemical pulp of fibrous cellulosic material (excluding that of bamboo, wood, cotton linters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1201,0,0,0,,0,0,79,144,55,137,0,0,11,28
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,6853,7057,5768,5618,1436,1415,2092,2666,5374,16892,,5360,4394,1173,1071,723,2413,1860,830,902,485
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,108,1453,,458,300,206,306,250,363,394,1195,1257,952
292421,Ureines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,3601,2630,4626,1815,2108,2325,4521,2927,2239,3277
292511,Saccharin and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,264,354,389,411,340,429,310,329,194,223
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,177,0,,105,65,46,54,72,45,453,370,74,76
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,6,0,0,0,,27841,32156,34021,30403,34022,30866,26170,22617,23512,25215
293030,"Thiuram mono-, di- or tetrasulphides",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,39,53,196,36,1017,32,66,29,11,96
293060,"2-(N,N-Diethylamino)ethanethiol",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293133,Diethyl ethylphosphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
293339,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyridine ring, ...",0,0,0,0,0,0,0,0,0,0,,0,152,0,117,117,97,35,558,0,144,,47648,75409,244831,374116,225092,236403,300458,214737,227165,185926
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,0,0,0,47,26,7,0,0,0,0,,36305,28929,27865,25028,27489,34138,51522,49696,50716,41354
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,694,1431,1270,2807,2822,8251,3582,3250,7098,11923
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,1,3,0,1,0,0,0,0,0
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,584,0,626,395
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,44,8,1,45
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,234,30,6,0,0,0,,702,798,469,563,924,1174,582,645,919,704
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,84915,40368,59295,48288
300341,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,51,0,0,0
300360,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",0,0,0,0,0,0,0,0,0,0,,152,1035,1832,982,1184,1979,4250,22531,15006,11221,,763,1873,5246,9458,11994,6071,7437,6218,8040,4718
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1379,1784,4109,5578
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",0,0,0,0,0,0,0,0,0,0,,2695,2024,1852,1029,806,498,73,126,480,12,,29449,30171,28782,26665,40087,38923,38460,45568,39434,52250
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,0,0,0,0,,115,0,51,63,0,0,0,0,0,0,,1057,2270,2149,1392,1151,4101,6777,4208,1984,5308
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,0,0,0,0,0,0,0,0,0,0,,61,169,0,116,153,18,25,62,0,78,,2545,1198,1316,3205,3985,6435,2717,2479,3079,3346
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,4191,11387,16189,8217,527,2293,3601,1531,1867,2806,,800,873,875,1253,3127,3028,5293,4214,4176,2807
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,895,58,435,288,86,0,0,0,0,0,,283101,271157,213820,156219,143230,196013,226415,187974,144394,238344,,125526,83691,69852,84736,75533,79227,84329,100807,71255,71870
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,11,0,0,0,0,,9754,13297,11209,12677,11236,12022,10885,8851,4464,6418
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,40182,43082,18166,14476,20475,22937,30898,27279,27690,21205
330510,Shampoos,0,205,2275,5043,1417,1311,0,725,126,0,,188310,232770,189603,188793,124670,105268,54221,58207,52504,59079,,56320,56236,61288,69015,69579,73599,75194,74941,73376,75768
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",0,0,663,0,0,0,0,0,0,0,,5645,13179,27741,37156,40682,11447,11576,7520,3771,4179,,64045,63474,59693,61280,50483,51449,61808,68005,66592,78631
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",0,0,0,0,0,0,0,0,0,0,,47032,36701,26435,20828,14414,10153,2166,1799,2073,3456,,19232,19439,25812,23350,23087,26320,22789,20879,22085,25836
340590,"Glass or metal polishes, whether or not in the form of paper, wadding, felt, nonwovens, cellular ...",0,0,0,0,0,0,0,0,0,0,,3347,2347,2368,3350,3126,805,911,1074,1082,674,,74629,83560,72010,62843,70274,94252,111896,125671,101505,96996
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,322,306,555,549,467,349,314,297,203,286
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,,130,158,194,361,454,318,471,707,356,7167
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",0,0,0,0,0,0,0,0,0,0,,0,169,48,9,138,303,364,345,780,6161,,14180,19790,18121,16223,15954,15416,21141,21586,19451,20110
350691,Adhesives based on polymers of heading 3901 to 3913 or on rubber (excluding products suitable ...,0,0,0,0,0,0,0,0,0,0,,9830,11673,7671,7530,6893,9833,14120,14589,13972,12738,,43963,41501,42515,45463,43434,55761,69782,76177,57332,60009
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,0,0,0,33,20,0,0,0,0,0,,205,126,114,120,101,112,104,68,156,138
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,1,0,0,0,0,,831,1034,154,388,345,277,117,172,122,453
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8843,9787,10805,9875,10414,12712,4918,669,536,597
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5397,4634,3377,2988,2907,3310,8599,9754,9851,11252
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,0,0,0,0,0,0,0,0,0,,27,112,0,13,14,2,3,0,0,0,,238,285,1027,1306,1628,1534,1075,456,380,357
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,0,0,0,0,0,0,0,0,0,,0,134,0,0,0,118,0,0,0,0,,3599,3384,553,495,408,869,941,476,240,220
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7607,1352,1144,792,467,2929,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,0,60,0,3,0,0,0,0,0,0,,677,260,16,10,2,1,0,14,6,11
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,1083,633,0,0,0,72,,445,596,854,649,1202,1171,1542,2146,1320,1214
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,0,0,0,0,0,0,,418,0,298,83,1168,932,828,813,500,949,,13024,24386,18392,16398,15951,18232,18657,11621,16217,15452
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,0,0,0,0,0,0,0,0,0,,169,415,302,1004,1684,1225,766,1539,953,1180,,4917,4856,5538,7619,11434,19593,22093,19694,108205,46490
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,0,0,0,0,0,0,0,,3227,8473,14677,27717,28218,41055,60119,72155,51138,44050,,23978,14901,14492,18835,23290,27269,40403,36596,45195,62495
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,0,0,0,63,58,0,0,0,0,0,,21702,21272,24839,27644,19405,3393,3800,4286,8345,2490,,41778,36429,42361,31709,34653,40013,0,0,0,0
381900,Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ...,0,23,0,0,0,70,0,0,0,0,,472,257,70,18,0,119,0,0,0,873,,12842,15103,13389,13891,12188,15229,13489,13773,10745,15350
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2166,3871,5082,48855
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,0,0,0,0,,209,155,0,0,2,374,792,0,0,0,,12,6,202,86,213,170,185,218,267,297
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,140,156638,97810,128,80,846,1040,1254,473,1896
490600,"Plans and drawings for architectural, engineering, industrial, commercial, topographical or ...",0,0,0,0,0,3,0,0,0,0,,0,0,0,2,28,0,0,0,0,0,,10148,5926,5391,1270,1348,970,941,978,1028,341
490900,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, ...",0,0,0,0,0,0,0,0,0,0,,2050,31,0,49,31,40,0,0,0,0,,5781,4812,4615,3288,3873,2838,2695,2455,2107,2943
500200,Raw silk (non-thrown),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,46,39,5505,15,177,11,513,3,323,2
500400,Silk yarn (excluding that spun from silk waste and that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,90,108,112,177,240,371,114,132,74,116
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,0,0,0,86,110,101,88,20,843,1376,,1,0,0,0,2,0,3,0,0,0
510400,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,61,0,0,0,0,0,0,0,,0,0,0,21,24,0,0,0,2,1
510539,"Fine animal hair, carded or combed (excluding wool and hair of Kashmir """"cashmere"""" goats)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,52,1,2,0,0,0,0,,0,0,2,0,0,0,0,0,0,0
510540,"Coarse animal hair, carded or combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,469,0,0,0,0,0,,0,20,0,0,0,0,0,0,0,0
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excluding that put up ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,6,165,313,60,6,210,32,9
520291,Garnetted stock of cotton,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12,57,0,0,0,0,0,0,32,4
520300,"Cotton, carded or combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,123,43,79,68,0,5,0,,144,121,71,157,104,423,349,785,1050,961
520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,8,0,0,0,,184,610,246,127,221,24,66,181,169,43
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,15
520611,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,0,0,0,,0,0,0,0,0,1,0,0,0,11
520613,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0
520634,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,2
520642,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,34,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0
520831,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1071,929,1524,507,744,165,163,79,117,103
521059,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,138,83,37,0,0,0,,307,220,269,574,314,381,79,85,85,65
521149,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,4,0,0,0,,383,523,418,419,505,479,347,293,367,386
521151,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,49,184,122,142,101,40,10,27,5,5
521223,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,236,194,344,417,218,147,61,65,24,61
530129,"Flax, hackled or otherwise processed, but not spun (excluding broken, scutched and retted flax)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,59,0,0,0,,0,9,0,0,0,0,0,0,0,0
530500,"Coconut, abaca Manila hemp or Musa textilis Nee"""", ramie, agave and other vegetable textile ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,,181,494,784,592,580,623,551,420,259,1452
540110,"Sewing thread of synthetic filaments, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,123,0,0,52,25,4,13,0,0,0,,1877,1766,1184,1062,1206,861,1052,1234,1758,1439
