Product code,Product label,"Taipei, Chinese's imports from India-Value in 2012","Taipei, Chinese's imports from India-Value in 2013","Taipei, Chinese's imports from India-Value in 2014","Taipei, Chinese's imports from India-Value in 2015","Taipei, Chinese's imports from India-Value in 2016","Taipei, Chinese's imports from India-Value in 2017","Taipei, Chinese's imports from India-Value in 2018","Taipei, Chinese's imports from India-Value in 2019","Taipei, Chinese's imports from India-Value in 2020","Taipei, Chinese's imports from India-Value in 2021",India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled",0,0,0,0,0,0,0,0,0,0,,4422,6175,3008,1858,2361,2826,3154,4964,6254,12277,,1804,3101,3512,2876,3017,4090,3143,2961,2680,4116
842839,"Continuous-action elevators and conveyors, for goods or materials (excluding those for underground ...",0,0,0,0,0,48,0,0,0,0,,7639,5851,9414,9708,7992,13861,22179,35680,10901,11243,,25074,35138,27879,78377,110499,129098,58372,58686,95377,63981
843039,"Coal or rock cutters and tunnelling machinery, not self-propelled (excluding hand-operated ...",0,0,0,0,0,0,0,0,0,0,,690,942,86,1007,178,845,764,1445,820,254,,1111,2069,349,2139,18,2348,565,17566,14789,824
843221,"Disc harrows for use in agriculture, horticulture or forestry",0,0,0,0,0,0,3,0,0,0,,8210,8171,8550,7364,7681,8098,5944,7415,5939,13221,,50,14,50,97,171,151,225,279,178,465
851930,"Turntables """"record-decks""""""""",2,0,2,0,0,0,0,0,0,0,,10,2,17,3,0,78,7,4,2,7,,219,221,243,477,712,635,517,616,284,486
852210,Pick-up cartridges,0,0,0,0,0,0,0,0,0,0,,3,2,20,14,1,5,0,0,6,8,,42,49,45,387,184,79,449,1106,846,2450
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,9,3,0,0,0,0,0,0,0,0,,854,1347,925,597,561,695,973,642,1350,555,,24776,19296,21336,21701,18067,22540,19519,19182,19404,24472
852340,Optical media for the recording of sound or of other phenomena (excluding goods of chapter ...,4151,25,0,0,0,0,0,0,0,0,,194264,0,0,0,0,0,0,0,0,0,,403209,436234,342,0,0,0,0,0,0,0
852341,"Optical media for the recording of sound or of other phenomena, unrecorded (excluding goods ...",0,0,0,2,1,1,1,0,0,0,,0,92710,87699,37799,35689,12808,2454,1264,456,1024,,0,322,11682,13363,10451,11822,14775,11226,8099,13532
851632,Electro-thermic hairdressing apparatus (excluding hairdryers),0,0,0,0,0,0,0,0,0,0,,431,204,6,38,29,39,85,307,161,880,,3159,3108,4968,4957,5552,6097,8635,15929,12578,15477
851672,"Electric toasters, for domestic use",0,0,0,0,0,0,0,0,0,0,,56,169,152,313,510,140,535,372,490,270,,985,1155,1310,1532,1405,2352,2320,1647,2337,3976
851711,Line telephone sets with cordless handsets,0,0,0,0,0,0,0,0,0,0,,95370,160498,27745,10490,17469,6144,4830,12431,4514,3825,,18074,11209,11314,10074,7959,7251,6705,6535,4627,3385
851519,Brazing or soldering machines (excluding soldering irons and guns),0,0,0,1,0,0,0,2,0,0,,2608,1769,2114,2659,1742,1054,2016,1520,1133,1231,,6371,9558,11320,7426,11340,11063,15749,27049,24841,30641
851120,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...",0,0,0,0,0,0,1,1,1,0,,11323,8823,6112,9713,10148,12089,16341,20249,17988,18098,,544,185,72,117,171,171,149,116,83,67
854050,"Data-graphic display tubes, black and white or other monochrome (excluding photo cathode tubes ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8,56,0,0,0,0,0,0,0,0
854081,"Receiver or amplifier valves and tubes (excluding microwave tubes, photo-cathode tubes and ...",0,0,0,0,0,0,0,0,0,0,,108,22,31,28,46,45,24,17,25,19,,1094,1491,923,841,922,1112,859,1360,837,1014
853931,"Discharge lamps, fluorescent, hot cathode",0,0,0,0,0,0,0,0,0,0,,20698,23599,18017,15875,21866,24191,14854,7559,5635,9955,,47706,47073,37205,34073,30898,25693,18057,15712,13581,15132
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",0,4,0,0,4,0,0,0,0,0,,409,499,1324,1782,1420,450,444,418,489,532,,1484,386,485,462,826,301,109,91,84,60
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",0,0,0,0,0,0,0,0,0,0,,15743,46958,36468,23838,22290,17959,15417,13633,8982,11511,,5504,5123,7070,6336,5379,7784,8223,8064,5472,6303
871495,Saddles for cycles (excluding for motorcycles),0,0,0,0,0,0,0,0,0,0,,4853,6251,6110,7499,6448,5982,4771,5431,4906,6729,,29750,25369,27789,30437,22551,18837,16002,20035,20976,38818
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",0,0,0,0,0,0,0,0,0,0,,1013,952,747,1557,1253,957,2503,4319,3967,5819,,2888,369,116,641,252,433,511,1293,1104,662
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",0,5,0,0,0,0,0,0,0,0,,158,432,465,205,146,428,724,358,164,585,,1016,1547,829,1077,467,416,547,10,184,649
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,0,2331867,3431032,1900050,727327,96850,187267,1856,112129,21229,,512442,356952,1460406,1959960,1265843,1601586,1105064,726069,499460,652300
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,0,0,0,0,0,0,0,0,0,0,,0,24,163,167,0,7,23,0,2,4,,0,0,0,0,0,0,0,0,0,0
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 ...",0,0,0,0,0,0,0,0,0,0,,7,41,65,77,71,3243,1129,8,100,56,,1579,2233,2906,3402,3880,2635,2135,2805,3075,11556
847979,Passenger boarding bridges (excluding of a kind used in airports),0,0,0,0,0,0,0,0,0,0,,0,216,762,2703,1172,1835,4337,2891,2899,18364,,0,0,0,0,2,1094,2865,3,1621,2734
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",4,8,5,0,0,0,6,4,12,0,,3472,1413,1577,1834,1765,3346,9242,3346,418,1188,,61461,53482,58115,82315,337334,80456,82285,73664,43729,45234
848630,Machines and apparatus for the manufacture of flat panel displays,0,0,0,0,0,0,0,0,0,0,,33,5,449,452,2,52,142,72,55,81,,277304,183571,216381,425851,824036,362855,437486,365198,247817,187911
848640,Machines and apparatus specified in Note?9 C to chapter 84,0,0,0,0,0,0,0,0,0,0,,110,156,411,372,126,246,296,504,38,59,,393805,336148,489137,232883,376987,449810,581634,470166,646759,788907
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",0,0,0,0,0,0,0,0,0,0,,130113,164490,143889,181774,220171,156758,149903,131870,96332,154661,,138,3652,11106,7662,4,6638,13847,750,15177,6661
850511,Permanent magnets of metal and articles intended to become permanent magnets after magnetization ...,0,0,20,0,1,14,1,4,2,0,,20012,20751,21760,20708,17009,24624,27694,22156,18521,30466,,63885,68562,72566,72842,73361,86596,90404,81526,72327,131521
850740,Nickel-iron accumulators (excluding spent),3,1,0,0,2,1,0,0,0,0,,20,4,0,18,39,7,22,6,268,456,,697,371,246,90,96,139,5,25,4,5
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",0,0,51,0,0,0,0,0,0,0,,4248,6545,1942,3126,2464,2913,3612,4080,1855,3455,,2750,2142,1141,1050,891,714,890,3687,1483,1587
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,3,0,12,44,131,30,20,23,15,,71,118,18,10,24,12,23,21,13,10
845129,"Drying machines for textile yarns, fabrics or made-up textile articles (excluding machines ...",0,0,0,0,0,0,0,0,0,0,,480,1524,1474,1858,1841,1375,824,418,1155,1406,,5306,6657,5583,6191,12714,11145,9662,12518,11853,20438
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",0,0,0,0,0,0,0,0,0,0,,11594,15885,12567,11451,15994,16455,16698,8344,7111,15426,,5062,8940,11650,6864,14517,4498,6610,3262,8999,4334
844629,"Hand looms for weaving fabrics of a width > 30 cm, shuttle type",0,0,0,0,0,0,0,0,0,0,,3875,18757,21140,19004,24884,25392,32459,30230,24919,31051,,1373,328,1708,807,547,680,461,203,44,112
844720,Flat knitting machines; stitch-bonding machines,0,0,0,0,0,0,0,0,0,0,,2632,790,256,1106,1102,2721,1011,640,2075,10091,,26802,24048,20659,26480,25755,25920,26824,16699,4532,6177
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",0,0,0,0,0,0,0,0,0,0,,1278,1313,988,335,973,796,961,733,314,585,,8227,10778,8537,11051,7851,7204,7552,7548,5975,5896
845640,"Machine tools for working any material by removal of material, operated by plasma arc processes",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,123,642,274,744,,0,0,0,0,0,1457,497,479,312,1144
845811,"Horizontal lathes, incl. turning centres, for removing metal, numerically controlled",0,0,50,0,0,0,0,0,0,0,,3472,5906,8421,9415,9764,12576,8297,9603,6237,10660,,18619,16493,20309,29757,18258,30129,43987,24967,26455,46027
845939,"Boring-milling machines for metals, not numerically controlled (excluding way-type unit head ...",0,0,0,0,0,0,0,0,0,0,,697,222,585,1358,298,590,877,1045,214,471,,310,42,242,67,54,70,75,89,2,17
845959,"Milling machines for metals, knee-type, not numerically controlled",0,0,0,0,0,0,0,0,0,0,,695,668,762,460,642,1230,1619,1312,438,473,,7,15,0,92,12,6,28,39,15,2
846012,"Flat-surface grinding machines for finishing metal, numerically controlled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,72,532,220,478,,0,0,0,0,0,6336,7395,3456,5761,3402
846190,"Planing machines and other machine tools for working metals, metal carbides or cermets by removing ...",0,2,0,0,0,0,20,2,0,0,,3593,5892,4004,3642,4835,6913,10045,7949,5169,9094,,8595,8454,7261,3986,8820,6087,6620,3934,2433,5157
846291,"Hydraulic presses for working metal (excluding forging, bending, folding, straightening and ...",3,0,6,16,0,0,0,0,0,0,,10339,7493,8728,8317,8815,9547,9496,11581,7290,9362,,7878,5510,7322,4502,2610,5052,5467,7591,8513,2759
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",0,4,2,0,0,0,2,0,0,0,,87987,94540,107746,148442,123388,32569,17540,25016,17513,50491,,65,101,45,66,80,74,43,83,30,60
610429,"Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...",0,1,0,1,0,1,1,0,5,0,,15159,20287,17804,20858,22352,13426,12882,11526,7353,9327,,353,143,118,118,121,118,108,114,384,78
600642,"Dyed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,11,0,0,0,0,0,0,0,0,,692,748,324,970,1106,771,417,1810,423,309,,126,522,402,514,202,307,136,117,54,163
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",6,2,0,0,0,31,82,7,1,0,,17444,12330,20183,25657,53101,104710,44594,48451,39883,44483,,8823,9394,16190,19091,22859,25744,26739,29850,26181,28707
611510,"Graduated compression hosiery [e.g., stockings for varicose veins], of textile materials, knitted ...",0,0,0,0,0,0,0,0,0,0,,674,611,1058,1820,695,762,1123,1520,1200,1404,,458,1396,580,467,703,586,699,1045,1033,1254
611691,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, ...",0,0,0,0,0,0,0,0,0,0,,171,84,36,43,7,18,16,19,22,29,,130,137,187,272,392,329,273,272,106,197
590410,"Linoleum, whether or not cut to shape",0,0,0,0,0,0,0,0,0,0,,3,72,0,31,0,0,0,4,0,5,,0,77,137,137,371,121,97,356,290,288
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",0,1,0,0,0,0,0,0,0,0,,602,1120,848,2238,926,891,537,431,608,705,,4,3,14,3,15,32,70,2,0,6
600340,"Knitted or crocheted fabrics of artificial fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,2,0,9,8,40,20,17,0,18,1,,3,0,0,0,0,0,2,0,0,0
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,0,0,0,0,,1523,2757,4696,5000,5586,3740,2667,5412,5746,5250,,430,735,825,589,1256,922,587,577,261,518
600531,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,34,642,28,235,892,0,0,0,0,0,,1847,2272,1843,2336,2086,96,0,0,0,0
600538,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,64,100,569,755,2293,,0,0,0,0,0,483,286,286,251,180
560600,"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ...",0,0,3,0,0,0,0,0,0,0,,3689,2043,2172,1945,1141,3616,7266,5273,4392,7147,,4317,3900,2986,2510,3170,2980,8153,4550,4713,7763
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",2,0,0,0,0,1,0,0,0,0,,2033,1856,2029,1523,1009,943,1391,898,1300,1762,,16,20,7,8,9,4,3,1,5,1
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading 5605, of a kind ...",0,0,0,0,0,3,3,0,0,0,,2484,4157,1641,2323,1211,1473,1399,2064,5918,726,,122,1,129,36,16,20,96,94,18,38
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,0,0,0,0,0,1,0,0,0,,51,203,163,180,178,184,22,4,2,209,,1641,1032,258,202,95,1,6,11,6,9
580230,Tufted textile fabrics (excluding carpets and other floor coverings),0,0,0,0,0,0,0,0,0,0,,1,0,14,30,30,10,10,12,3,2,,20,14,23,15,9,0,300,600,1083,549
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,915,1051,1351,943,472,574,1096,923,538,976,,596,478,322,176,228,124,130,161,117,82
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,0,0,0,0,0,0,0,0,0,,169,191,102,171,17,28,25,8,36,31,,0,17,0,9,5,26,4,20,11,8
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,13,13,2,1,4,3,1,632,943,1426,,0,0,0,0,0,0,0,0,0,7
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,31,22,32,9,10,1,2,4,10,4,,0,0,221,109,0,0,0,0,13,3
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,2546,3360,2857,1523,899,2229,2685,2255,2671,4539,,10,47,1,2,5,3,5,11,0,0
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,1315,504,371,490,203,356,1164,779,631,477,,473,298,352,365,324,403,170,12,1,0
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,2,0,2,0,,286,569,1231,3841,2787,2593,5913,5631,3390,4391,,87,55,118,285,170,84,93,66,40,78
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",2,11,0,3,4,6,9,5,2,0,,3024,5010,4444,4566,3628,7914,11169,8829,6776,7569,,457,369,86,100,105,101,61,62,39,9
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",3,2,0,1,0,0,1,1,0,0,,2540,4754,3183,2065,1114,1424,1856,1809,1088,1559,,356,415,464,148,132,153,142,64,97,73
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",0,5,0,0,0,0,0,0,0,0,,510,185,290,425,120,136,622,584,206,353,,41719,55983,60684,48862,21960,14061,8419,7016,7504,18794
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",0,19,0,0,0,64,0,0,0,0,,13948,8317,4167,4450,7803,9798,9502,12819,8576,16294,,1500,1129,32,72,47,210,128,331,644,1499
540263,"Multiple """"folded"""" or cabled filament yarn of polypropylene, incl. monofilament of < 67 decitex ...""",0,0,0,0,0,0,72,91,28,0,,0,0,0,0,0,24,118,581,167,176,,0,0,0,0,0,57,74,94,35,0
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,0,0,0,0,0,0,0,0,0,0,,0,7,1,0,2,21,3,7,36,2,,47,3,29,54,0,32,13,14,4,0
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",0,0,0,0,0,0,0,1,0,0,,871,1308,1130,2418,505,797,1946,2991,1445,431,,6775,4953,8466,8482,7279,8349,6364,11077,7929,8996
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,0,,2114,2487,1406,1742,2126,2345,2057,598,957,1503,,176,88,213,194,252,734,175,73,81,63
540754,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",3,1,6,0,0,1,0,0,0,0,,30835,48542,59682,50643,63673,61843,65020,81086,55009,81747,,859,712,1780,2485,3637,4610,4098,2965,3523,3821
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,1488,26089,21539,9956,14316,12438,11698,13499,10977,15361,,5617,4293,5500,5817,4784,5733,6119,6040,7924,7913
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,1071,561,178,123,104,92,89,163,58,133,,112,116,24,1,4,0,5,0,0,0
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,25,306,928,1708,1591,583,506,333,,5,0,8,2,0,0,0,0,3,3
551643,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,1,0,0,0,1,1,0,,1118,65,3,30,70,514,1394,371,312,2673,,98,37,62,40,47,37,41,57,11,34
560130,Textile flock and dust and mill neps,0,0,0,0,0,0,0,0,0,0,,294,286,277,108,185,512,165,317,291,2599,,1739,2199,2127,1844,2033,2080,2759,1922,1771,2675
560210,"Needleloom felt and stitch-bonded fibre fabrics, whether or not impregnated, coated, covered ...",0,0,0,0,0,0,0,98,158,0,,1401,1064,480,340,1227,1780,2903,3604,3307,5919,,133,118,384,243,500,538,821,1248,1361,3166
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",3,6,0,0,0,0,18,0,0,0,,5192,5367,4659,4505,4138,4127,5186,5515,5234,7339,,628,671,576,733,1137,1196,1291,1127,817,702
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,624,824,6952,2645,2110,3516,380,747,284,116,,3,3,4,3,9,2,5,4,11,6
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",4,6,7,0,5,0,0,0,2,0,,16624,5095,7777,8840,8054,4400,3297,3315,1392,1460,,432,969,1037,501,200,262,194,132,195,102
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,5,0,0,0,0,0,0,,3215,4751,3817,3415,3298,3101,2970,3797,2151,3769,,92,25,10,7,1,24,57,1,9,12
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,2654,2949,2202,2845,1294,4382,6460,6323,2992,1943,,82,77,9,5,1,2,4,17,6,0
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,14007,15697,12436,10266,5788,4876,3782,2422,2156,3009,,7,51,245,127,175,195,92,136,0,0
640510,"Footwear with uppers of leather or composition leather (excluding with outer soles of rubber, ...",0,0,1,0,1,0,4,20,0,0,,7106,3293,5470,5189,3445,1866,4706,2841,330,500,,381,314,300,470,402,381,350,350,308,183
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",5,0,0,0,0,0,0,0,0,0,,615,381,613,551,576,1056,1242,1832,1131,2144,,3011,2432,1237,228,405,407,382,431,592,963
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",2,0,0,0,0,0,0,0,0,0,,2234,432,708,523,379,500,690,670,609,722,,727,731,974,584,924,639,925,871,1110,1378
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",0,0,0,0,0,0,0,0,0,0,,163,160,138,222,779,848,1649,3787,3049,7273,,2464,1087,1742,1592,1381,1694,1225,1855,1451,1445
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,0,0,0,0,0,0,0,0,,0,29,1,0,0,1,8,11,8,4,,460,127,119,34,42,32,47,23,17,22
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),0,2,1,1,2,4,3,1,1,0,,1598,1120,742,478,765,792,695,972,1136,1713,,6128,5721,7638,7056,5787,5848,8183,7751,8312,7195
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",0,0,0,0,0,0,0,0,0,0,,560,410,408,330,394,480,824,1982,856,737,,3740,1919,649,1087,5708,1398,917,937,1569,4558
681520,Articles of peat (excluding textile products from peat fibres),0,0,0,0,0,0,0,0,0,0,,5,2,1,0,2,1,2,2,24,0,,0,1,13,10,12,15,17,16,23,9
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",1636,976,922,988,493,458,535,136,0,0,,14718,12707,18618,16624,14454,16080,27114,33408,17050,23994,,31340,31277,30559,24410,21311,31236,27691,29384,19423,18537
690490,"Ceramic flooring blocks, support or filler tiles and the like (excluding those of siliceous ...",0,0,0,56,0,0,0,0,20,0,,246,147,348,384,321,183,236,120,106,698,,1048,662,710,1000,551,625,534,426,226,566
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",0,0,0,0,0,100,9,9,3,0,,0,0,0,0,0,264,56,744,1836,2395,,0,0,0,0,0,3029,1648,1168,532,503
621141,"Women's or girls' tracksuits and other garments, n.e.s. of wool or fine animal hair (excluding ...",0,2,0,0,0,0,0,0,0,0,,272,0,0,0,0,0,0,0,0,0,,20,24,0,0,0,0,0,0,0,0
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,0,0,0,0,0,0,1,2,0,0,,4701,4460,4012,6200,7753,8297,3251,1672,1904,1342,,22,10,23,15,5,19,30,71,41,74
630222,Printed bedlinen of man-made fibres (excluding knitted or crocheted),1,22,9,5,1,0,0,0,0,0,,30471,23336,19633,15268,13859,14605,11440,10914,10962,12214,,841,1094,1226,862,468,494,541,810,1544,1916
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",0,4,24,2,0,0,1,2,5,0,,164778,173213,102339,81324,109036,121798,120127,110919,94909,120736,,39,27,34,36,21,21,52,30,37,88
630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excluding flat covers of light fabrics ...",0,0,0,0,0,0,0,0,1,0,,1101,1762,2930,6451,2169,1738,2113,2669,3431,4463,,219,389,656,1126,1109,1251,1087,1082,1327,2147
630691,"Camping goods of cotton (excluding tents, awnings and sunblinds, sails, pneumatic mattresses, ...",4,1,0,0,0,0,0,0,0,0,,1888,0,0,0,0,0,0,0,0,0,,8,1,0,0,0,0,0,0,0,0
630699,"Camping goods of textile materials (excluding of cotton, tents, awnings and sunblinds, sails, ...",0,2,0,0,0,0,0,0,0,0,,1115,0,0,0,0,0,0,0,0,0,,101,275,0,0,0,0,0,0,0,0
680520,"Natural or artificial abrasive powder or grain, on a base of paper or paperboard only, whether ...",0,0,0,0,11,3,0,4,2,0,,1056,637,778,1218,820,1063,925,1230,1033,1808,,10276,10449,9614,8466,8301,7669,7905,7292,6725,7274
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",3,1,0,2,0,0,0,0,0,0,,3656,3320,2137,2378,1337,2183,2425,2236,2123,3411,,2711,1821,1415,2951,1680,1504,2194,1554,2474,3471
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,2715,4401,3212,2863,1360,373,1025,1170,662,796,,13,32,66,39,4,7,11,78,49,94
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,165,25,32,16,1,24,46,104,43,396,,341,228,300,241,189,355,451,110,186,150
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,0,0,0,0,0,0,0,0,0,,149,929,73,130,20,14,331,7287,6409,816,,2722,2464,2181,2803,754,3747,2664,924,4350,5444
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",0,0,0,0,0,0,0,0,0,0,,18,42,19,18,7,53,342,49,42,49,,2061,1650,1607,740,845,666,202,217,371,917
710700,"Base metals clad with silver, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,443,76,2644,2746,106,124,26,200,294,159,,4939,6575,2947,1783,1915,1668,1724,823,4721,17540
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",0,0,0,4,0,0,0,0,0,0,,1195287,106155,20884,36343,174239,74906,18404,19033,2318,1554,,8543,7731,5254,5248,4583,18241,16313,5772,84810,157498
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",0,9,0,1,0,0,0,0,0,0,,477,734,473,444,417,321,170,170,125,230,,2295,2267,1759,1054,985,995,679,409,295,207
720270,Ferro-molybdenum,0,0,0,0,0,0,0,69,63,0,,5273,7166,843,881,1499,5554,6438,2875,3270,7826,,45794,43030,54621,38821,38952,50390,69147,59899,45416,80926
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,1327,3845,869,14178,21035,31799,19517,18366,5172,1742,,9075,6001,7596,9206,4413,4391,5099,5357,2445,4271
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,2896,2870,1538,3234,575,616,1366,1029,842,1075,,4541,1955,1806,4623,3462,4775,2516,1253,2698,4972
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,3,0,0,0,0,0,0,0,0,,169,440,500,499,752,625,485,461,191,696,,5205,5086,4605,3113,2865,4739,6031,7282,9259,19330
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",0,0,0,0,0,0,0,0,0,0,,686,195,247,431,556,518,718,613,781,664,,2136,6002,522,2214,1219,4374,7230,6960,5287,7455
