Product code,Product label,"Taipei, Chinese's imports from Saudi Arabia-Value in 2012","Taipei, Chinese's imports from Saudi Arabia-Value in 2013","Taipei, Chinese's imports from Saudi Arabia-Value in 2014","Taipei, Chinese's imports from Saudi Arabia-Value in 2015","Taipei, Chinese's imports from Saudi Arabia-Value in 2016","Taipei, Chinese's imports from Saudi Arabia-Value in 2017","Taipei, Chinese's imports from Saudi Arabia-Value in 2018","Taipei, Chinese's imports from Saudi Arabia-Value in 2019","Taipei, Chinese's imports from Saudi Arabia-Value in 2020","Taipei, Chinese's imports from Saudi Arabia-Value in 2021",Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
732182,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,173,37,1,26,0,0,0,,2294,1233,2479,1805,3004,1414,2749,526,255,2394
732392,"Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excluding ...",0,0,0,0,0,0,0,0,0,0,,53,0,35,184,83,53,31,0,0,0,,1221,1738,2382,5192,11491,5667,3458,8776,18686,6314
732510,"Articles of non-malleable cast iron, n.e.s.",0,0,0,0,0,0,0,0,0,0,,743,499,121,313,1014,821,1762,1868,5706,253,,3862,3084,2979,2604,3304,4476,4388,5026,5193,7818
740321,"Copper-zinc base alloys """"brass"""" unwrought""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,55014,42762,57739,44628,29349,28505,34978,21871,19071,34004
740710,"Bars, rods and profiles, of refined copper, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1713,0,0,103,4610,22355,16878,3189,5224,3884,,70795,55308,36451,35824,30191,46872,71625,66464,79037,122708
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,1,0,0,0,0,0,0,,0,187,159,5045,174,308,0,0,0,0,,14921,10787,13349,13128,12416,21088,19102,16802,16828,33956
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,42,0,81,0,0,0,0,,134596,119920,112873,114746,108757,158123,187470,157998,205053,226318
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,549,1139,361,235,327,760,2714,2047,2100,2530
741110,Tubes and pipes of refined copper,0,0,0,0,0,0,0,0,0,0,,106,132,62,117,155,411,378,54,10,0,,174228,166169,179074,147713,133648,153380,157958,117916,121961,201951
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",0,0,0,0,0,0,0,0,0,0,,0,145,0,371,472,397,105,1185,2506,5366,,3467,2732,2987,3177,2549,3022,3060,2463,2339,2603
741521,"Washers, """"incl. spring washers and spring lock washers"""", of copper""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,,1223,828,298,564,879,950,3527,1203,465,619
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,272157,267246,268115,205247,187886,49999,4172,1993,2203,6
750521,Wire of non-alloy nickel (excluding electrically insulated products),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,0,0,,1746,3135,1072,1635,953,1101,1854,1539,1884,1371
750712,Tubes and pipes of nickel alloys,0,0,0,0,0,0,0,0,0,0,,215,280,1676,1598,2296,0,0,0,0,111,,10958,11545,8760,8565,6510,4245,9528,7301,9582,8954
750810,"Cloth, grill, netting and fencing, of nickel wire",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,1,3,0,0,0,125,,277,461,650,581,457,1034,1450,663,970,2133
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",0,0,0,0,0,0,97,0,0,0,,10243,16432,63703,19351,33097,18268,26598,23760,27947,2878,,5361,4831,5143,4222,4933,6754,7867,4287,5067,8024
390410,"Poly""""vinyl chloride"""", in primary forms, not mixed with any other substances""""",0,0,0,0,0,0,0,0,0,0,,55825,35198,28525,27388,93723,150059,161416,136198,100166,174038,,18445,18188,19281,15666,24522,23410,22232,14449,19860,27715
848630,Machines and apparatus for the manufacture of flat panel displays,0,0,0,0,0,0,0,0,0,0,,0,0,43,5,200,5,0,0,8,0,,277304,183571,216381,425851,824036,362855,437486,365198,247817,187911
848640,Machines and apparatus specified in Note?9 C to chapter 84,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,9,0,0,0,,393805,336148,489137,232883,376987,449810,581634,470166,646759,788907
850134,DC motors and DC generators of an output > 375 kW (excl. photovoltaic generators),0,0,0,0,0,0,0,0,0,0,,10873,2935,3363,1729,615,1472,324,2084,0,0,,1560,1775,5651,1721,937,920,640,1407,1485,899
850161,"AC generators """"alternators"""", of an output <= 75 kVA (excl. photovoltaic generators)""""",0,0,0,0,0,0,0,0,0,0,,877,3567,485,9411,1321,3972,2019,480,12,130,,6810,6218,5159,7624,6704,4680,5228,9979,2916,3887
850163,"AC generators """"alternators"""", of an output > 375 kVA but <= 750 kVA (excl. photovoltaic  ...""",0,0,0,0,0,0,0,0,0,0,,1606,886,672,2122,340,338,573,14,75,57,,750,471,825,436,207,281,522,382,281,1059
850211,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,0,0,0,0,0,0,0,0,0,,2065,1167,1160,1792,1779,1155,14511,255,333,0,,3341,2166,2949,10590,9349,12313,4157,4106,4901,5323
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",0,0,0,0,0,0,0,0,0,0,,13222,1513,1002,3482,1310,7704,8729,7519,2860,24299,,138,3652,11106,7662,4,6638,13847,750,15177,6661
850511,Permanent magnets of metal and articles intended to become permanent magnets after magnetization ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,1078,1518,636,1113,530,0,,63885,68562,72566,72842,73361,86596,90404,81526,72327,131521
850740,Nickel-iron accumulators (excluding spent),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,0,,697,371,246,90,96,139,5,25,4,5
851110,Sparking plugs of a kind used for spark-ignition or compression-ignition internal combustion ...,0,0,0,0,0,0,0,0,0,0,,31,0,0,411,35,21,223,0,0,0,,16817,16475,15191,13909,14508,14697,17041,16270,19942,20442
851120,"Ignition magnetos, magneto-dynamos and magnetic flywheels, for spark-ignition or compression-ignition ...",0,0,0,0,0,0,0,0,0,0,,38,50,0,190,8,10,0,145,0,0,,544,185,72,117,171,171,149,116,83,67
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",0,0,0,0,0,0,0,0,0,0,,32,209,32,3297,174,243,2750,145,4,0,,42224,36450,33193,25449,30907,28551,17275,12586,12450,16851
851519,Brazing or soldering machines (excluding soldering irons and guns),0,0,0,0,0,0,0,0,0,0,,0,224,148,64,719,2023,878,0,0,0,,6371,9558,11320,7426,11340,11063,15749,27049,24841,30641
851531,"Fully or partly automatic machines for arc welding of metals, incl. plasma arc welding",0,0,0,0,0,0,0,0,0,0,,212,128,811,605,482,363,2777,0,0,0,,12985,16515,12114,12521,11666,17922,24167,24147,23338,34477
851632,Electro-thermic hairdressing apparatus (excluding hairdryers),0,0,0,0,0,0,0,0,0,0,,559,146,292,262,173,267,148,0,0,0,,3159,3108,4968,4957,5552,6097,8635,15929,12578,15477
851672,"Electric toasters, for domestic use",0,0,0,0,0,0,0,0,0,0,,117,100,39,77,278,42,26,0,0,0,,985,1155,1310,1532,1405,2352,2320,1647,2337,3976
851711,Line telephone sets with cordless handsets,0,0,0,0,0,0,0,0,0,0,,0,1830,168,20,423,238,44,0,0,0,,18074,11209,11314,10074,7959,7251,6705,6535,4627,3385
851810,Microphones and stands therefor (excluding cordless microphones with built-in transmitter),0,0,0,0,0,0,0,0,0,0,,45,465,50,76,220,127,202,0,0,0,,30296,42442,47496,29299,27538,27928,18844,19272,24699,29947
851930,"Turntables """"record-decks""""""""",0,0,0,0,0,0,0,0,0,0,,1782,0,0,50,104,0,73,0,0,0,,219,221,243,477,712,635,517,616,284,486
852210,Pick-up cartridges,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,42,49,45,387,184,79,449,1106,846,2450
852290,Parts and accessories suitable for use solely or principally with sound reproducing and recording ...,0,0,0,0,0,0,0,0,0,0,,3050,1551,311,27,36,29,6,0,0,0,,24776,19296,21336,21701,18067,22540,19519,19182,19404,24472
852340,Optical media for the recording of sound or of other phenomena (excluding goods of chapter ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,403209,436234,342,0,0,0,0,0,0,0
852341,"Optical media for the recording of sound or of other phenomena, unrecorded (excluding goods ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,92,9,0,0,0,0,,0,322,11682,13363,10451,11822,14775,11226,8099,13532
853080,"Electrical signalling, safety or traffic control equipment (excluding that for railways or ...",0,0,0,0,0,0,0,0,0,0,,0,391,0,316,1378,224,740,7,1546,0,,4919,2098,3899,3631,1898,4664,4065,3632,2772,3144
853110,Burglar or fire alarms and similar apparatus,0,2,0,0,0,0,0,0,0,0,,439,375,457,888,554,670,916,0,0,0,,17282,20007,20245,16040,17527,15195,16007,15323,16156,18710
853120,"Indicator panels with liquid crystal devices """"LCD"""" or light emitting diodes """"LED"""" (excluding ...""",13,0,0,0,0,10,0,0,0,0,,0,0,0,207,53,414,286,0,0,0,,1379719,928934,426516,320403,207533,193994,202510,216887,197701,244606
853224,"Fixed electrical capacitors, ceramic dielectric, multilayer (excluding power capacitors)",0,0,0,1,0,0,15,0,0,0,,0,0,0,1,0,1,16,0,0,0,,382959,377491,391776,366541,545678,631315,930938,793066,1083012,1591232
853340,"Electrical variable resistors, incl. rheostats and potentiometers (excluding wirewound variable ...",0,0,0,0,0,0,0,0,0,0,,54,1306,50,81,8,24,58,0,0,0,,66801,55204,54174,48879,50724,59625,62378,57278,66374,88864
853510,Fuses for a voltage > 1.000 V,0,0,0,0,0,0,0,0,0,0,,0,0,0,48,9,195,0,0,0,70,,2168,1355,2823,1936,2225,1216,1545,1329,2157,2308
853540,"Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V",0,0,0,0,0,0,0,0,0,0,,28,60,0,444,125,379,1991,0,206,994,,9022,6588,6765,5918,6029,5762,6790,13094,30563,11699
853669,Plugs and sockets for a voltage <= 1.000 V (excluding lamp holders),0,0,0,0,0,5,0,0,1,0,,864,722,1818,1222,919,490,949,11,167,24,,562323,559906,600972,556305,546918,585536,665410,724776,870753,1256270
853931,"Discharge lamps, fluorescent, hot cathode",0,0,0,0,0,0,0,0,0,0,,1665,1739,1687,2026,1285,914,592,95,26,77,,47706,47073,37205,34073,30898,25693,18057,15712,13581,15132
853949,Ultraviolet or infra-red lamps,0,0,0,0,0,0,0,0,0,0,,1316,718,243,856,847,1205,11669,5593,11,0,,87791,90015,102909,100478,108055,76732,73029,59187,61885,61769
854050,"Data-graphic display tubes, black and white or other monochrome (excluding photo cathode tubes ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,56,0,0,0,0,0,0,0,0
854081,"Receiver or amplifier valves and tubes (excluding microwave tubes, photo-cathode tubes and ...",0,0,0,0,0,0,0,0,0,0,,0,33,99,250,95,0,0,5,0,0,,1094,1491,923,841,922,1112,859,1360,837,1014
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,44529,33313,37583,49995,56902,56780,69163,62373,68266,92691
854233,Electronic integrated circuits as amplifiers,0,0,0,0,0,0,0,0,0,0,,0,0,0,93,241,261,88,0,0,0,,94235,96172,127471,155416,211834,173181,181513,187242,210691,222661
854320,"Signal generators, electrical",0,0,0,0,0,0,2,3,0,0,,0,31,120,518,8,203,388,0,352,0,,14283,17688,15661,16247,13996,15385,16043,23799,23949,28206
854330,"Machines and apparatus for electroplating, electrolysis or electrophoresis",0,0,0,0,0,0,0,0,0,0,,29,289,0,1068,15,84,0,0,0,0,,161162,81028,41307,85754,114672,101760,96519,76282,129190,142234
860799,"Parts of rolling stock of heading 8603, 8604, 8605 or 8606, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,336,144,483,222,239,60,0,70,0,,50988,45019,31891,20776,38624,33666,36316,29568,17755,14884
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,852,332,260,63,261
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,0,0,0,0,0,0,0,0,0,0,,0,0,0,62,18,51,8,0,0,0,,1870,615,458,414,518,618,222,487,201,337
870891,"Radiators and parts thereof, for tractors, motor vehicles for the transport of ten or more ...",0,1,0,0,0,0,0,0,0,0,,1368,189,138,673,557,272,194,170,252,225,,29783,26928,28689,28675,26489,28380,28518,31185,31506,37539
871190,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor and side cars for motorcycles ...",0,0,0,0,0,0,0,0,0,0,,1126,605,1018,1853,2147,2032,2552,0,0,0,,1484,386,485,462,826,301,109,91,84,60
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,3,4,61,0,0,0,,5504,5123,7070,6336,5379,7784,8223,8064,5472,6303
871495,Saddles for cycles (excluding for motorcycles),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,84,0,0,0,0,,29750,25369,27789,30437,22551,18837,16002,20035,20976,38818
871639,"Trailers and semi-trailers for the transport of goods, not designed for running on rails (excluding ...",0,0,0,0,0,0,0,0,0,0,,9675,10451,48229,60474,38722,24595,13446,1727,1562,1243,,2888,369,116,641,252,433,511,1293,1104,662
880100,"Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft",0,0,0,0,0,0,0,0,0,0,,27,0,0,378,46,21,88,0,0,0,,1016,1547,829,1077,467,416,547,10,184,649
880240,"Aeroplanes and other powered aircraft of an of an unladen weight > 15.000 kg (excl. helicopters, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,512442,356952,1460406,1959960,1265843,1601586,1105064,726069,499460,652300
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,0,0,0,0,0,0,0,0,0,0,,101,259,273,259,55,300,61,0,0,0,,0,0,0,0,0,0,0,0,0,0
890399,"Outboard motorboats, for pleasure or sports, and rowing boats and canoes, of a length > 7,5 ...",0,0,0,0,0,0,0,0,0,0,,2733,7733,4785,2049,1013,2839,740,18,12,14,,1579,2233,2906,3402,3880,2635,2135,2805,3075,11556
900150,Spectacle lenses of materials other than glass,0,0,0,0,0,0,0,0,0,0,,40,0,46,66,79,197,63,0,0,21,,40653,41718,50662,46419,51202,43006,46653,41550,47402,51644
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",0,0,0,0,0,0,0,0,0,0,,1607,220,143,180,396,344,832,66,0,0,,107150,91735,72184,72740,50579,48132,59175,69849,49714,66041
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,2,0,0,0,0,,3451,5465,4840,3890,1502,2230,3036,1807,1337,2057
900890,"Parts and accessories for image projectors, photographic enlargers and reducers, n.e.s.",0,0,0,0,0,0,0,0,0,0,,29,58,0,203,99,218,0,0,0,0,,238,414,310,104,101,210,412,108,68,56
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",0,0,0,0,0,0,0,0,0,0,,209,467,0,27,126,8,9,0,0,0,,59151,33069,34737,58875,42703,40320,38332,35923,32295,33503
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,726,0,10,0,103,0,,7178,6264,9257,12541,12441,15164,18161,22628,32192,23986
901510,Rangefinders,0,0,0,0,0,0,0,0,0,0,,0,0,550,10,0,4,10,0,0,0,,5595,3764,3552,3067,2363,3243,3674,4559,4121,6080
901520,"Theodolites and tachymeters """"tacheometers""""""""",0,0,0,0,0,0,0,0,0,0,,90,0,29,714,161,136,1430,0,0,0,,704,518,998,1082,1582,1888,2143,2228,1919,2431
901812,Ultrasonic scanning apparatus,0,0,0,0,0,0,0,0,0,0,,196,144,139,1148,693,193,421,0,0,0,,19209,19106,19863,23008,22479,24094,23567,31565,36792,31361
901890,"Instruments and appliances used in medical, surgical or veterinary sciences, n.e.s.",0,5,0,0,0,0,0,0,0,0,,9445,5931,8610,18163,9236,11798,11761,613,683,975,,541174,555874,558768,597116,602689,680336,618867,668118,781299,689013
901910,Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus,0,0,0,0,0,0,0,0,0,0,,0,100,0,206,706,245,177,0,0,0,,83209,78854,66270,75614,74327,80211,95912,98631,127839,148098
901920,"Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic ...",0,0,0,0,0,0,0,0,0,0,,45,138,583,45,569,480,817,0,0,0,,16920,19392,23570,19708,20019,19513,23155,25188,33237,39180
902219,"Apparatus based on the use of X-rays (other than for medical, surgical, dental or veterinary ...",0,0,0,0,0,0,0,0,0,0,,320,147,407,575,190,834,1115,0,0,0,,132843,107965,104003,174984,158656,60712,246294,167090,165986,349561
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",0,0,0,0,0,0,0,0,0,0,,1778,523,1445,2162,1626,3746,6425,119,5,83,,13552,16355,20504,24773,18264,16385,19842,17599,20432,24591
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",0,0,0,0,0,0,0,0,0,0,,586,557,1019,1591,2087,1876,6089,13,0,3,,125782,122090,132244,132865,137281,147014,147115,143344,153845,170853
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",0,0,0,0,0,0,3,0,0,0,,0,0,133,456,76,261,520,3,0,0,,44288,40085,46460,35572,27312,45399,55410,56040,75846,69830
903110,Machines for balancing mechanical parts,0,0,0,0,0,0,0,0,0,0,,0,0,84,191,46,101,50,0,0,0,,5596,4783,6383,8356,10856,5684,6394,4369,3635,7414
903120,"Test benches for motors, generators, pumps, etc.",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,437,7,241,0,0,0,,11681,10682,12613,15310,8884,8314,16740,17697,15793,13150
910129,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",0,0,0,0,0,0,0,0,0,0,,2992,125,816,131,133,279,8,0,0,0,,62505,60590,74063,57424,45525,40708,41514,34701,34228,36270
910211,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",0,0,0,0,0,0,0,0,0,0,,6499,2324,1560,1275,5998,1528,5678,0,0,0,,92553,92291,102263,95249,94322,70079,69019,58912,38965,41612
911011,"Complete watch movements, unassembled or partly assembled movement sets",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,1,0,0,0,0,0,,289,712,328,238,449,407,423,431,1166,1189
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,4,0,0,0,0,,6310,5273,4215,4073,3906,3023,2925,2810,3002,3298
930520,"Parts and accessories of shotguns or rifles of heading 9303, n.e.s.",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,25,11,22,29,27
930529,"Parts and accessories for sporting, hunting and target-shooting rifles of heading 9303, n.e.s. ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,122,0,0,0,0,0,0,0,0
940151,Seats of bamboo or rattan,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,17,3,0,0,0,0,,2047,2009,2435,2280,1797,11,0,0,0,0
940179,"Seats, with metal frames (excluding upholstered, swivel seats with variable height adjustments ...",0,0,0,0,0,0,0,0,0,0,,662,145,120,147,1271,327,335,421,821,182,,13173,12665,15708,14413,15208,18499,19506,18150,19772,23479
940421,"Mattresses of cellular rubber or plastics, whether or not covered",0,0,0,0,0,0,0,0,0,0,,7482,8394,8177,8141,9866,12509,11622,10041,7240,1948,,8540,8427,10186,8851,9579,8969,9907,11407,12093,25884
940530,Electric lighting sets of a kind used for Christmas trees,0,0,0,0,0,0,0,0,0,0,,0,0,0,21,34,1,0,0,0,0,,431,331,383,844,672,1082,788,831,440,386
940592,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, of plastics, ...",0,0,0,0,0,0,0,0,0,0,,0,0,64,53,1923,555,110,0,0,3,,4665,3578,4045,3931,4438,2958,3543,4759,5011,5240
950490,"Tables for casino games, automatic bowling alley equipment, and other funfair, table or parlour ...",0,0,0,0,0,0,0,0,0,0,,260,606,246,709,3619,799,286,18,0,111,,38591,18231,13257,13763,16208,13681,14611,16312,21361,26833
950619,Ski equipment for winter sports (other than skis and ski-fastenings [ski-bindings]),0,0,0,0,0,0,0,0,3,0,,314,221,37,100,437,192,254,0,3,0,,1850,2199,3262,3558,3654,4482,5513,7197,4002,6301
950639,Golf equipment (excluding balls and complete clubs),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,42,6,0,0,0,0,,8585,11921,14336,15285,12960,15538,18328,20321,23312,24723
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",0,0,0,0,0,0,0,0,0,0,,51,78,184,331,804,841,568,0,3,11,,48490,52582,71539,67949,67127,70608,86275,98663,129301,219173
950720,"Fish-hooks, whether or not snelled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,6,0,0,0,0,,2716,1934,1946,2150,1927,1674,1860,1931,2365,2507
950790,"Line fishing tackle n.e.s; fish landing nets, butterfly nets and similar nets; decoys and similar ...",0,5,0,0,0,0,0,0,0,0,,0,0,0,21,24,12,115,0,0,0,,7040,7619,6403,6934,6779,6301,6205,6038,7167,8168
960820,Felt-tipped and other porous-tipped pens and markers,0,0,0,0,0,0,0,0,0,0,,0,0,0,43,305,85,72,0,0,0,,9285,8999,9130,9368,11475,10862,11323,10556,10966,12138
960860,"Refills for ball-point pens, comprising the ball-point and ink-reservoir",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,8,0,0,0,0,0,,11229,8922,9176,7447,9027,8927,9066,8237,8713,9756
961310,"Pocket lighters, gas fuelled, non-refillable",0,0,0,0,0,0,0,0,0,0,,206,0,0,0,21,439,0,0,0,0,,3098,2758,2678,2683,2714,2551,2434,2189,2410,2353
970300,"Original sculptures and statuary, in any material",0,0,0,0,0,0,0,0,0,0,,15921,3811,0,15,44,66253,27,0,0,0,,6694,11746,12454,11430,7210,11780,11663,15697,9715,10871
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",0,0,0,0,0,0,11,0,0,0,,2147,3933,59398,63465,59141,56686,54659,52139,36634,72464,,139759,141590,155377,113997,99294,103978,114057,94315,94125,124553
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",56,0,0,0,0,0,0,0,0,0,,0,482,3384,3370,3308,8890,12390,17550,16895,24498,,19457,13407,14543,13326,11034,11703,17797,21804,23738,38601
390910,"Urea resins and thiourea resins, in primary forms",0,0,0,0,0,0,0,0,0,0,,8363,5784,6038,1143,3361,9025,11675,14521,8799,6129,,2925,3101,3465,3312,2869,3093,2729,2540,2744,3081
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",0,0,0,0,0,0,0,0,0,0,,25442,28306,19860,929,859,2273,109460,449748,474398,503245,,54201,59537,59394,47091,41125,302,0,0,0,0
390950,"Polyurethanes, in primary forms",0,0,0,0,0,0,0,0,0,0,,4227,5513,8135,8955,9644,21367,16621,11231,4006,2648,,66356,65592,71448,75983,86602,95883,116267,114364,111286,155350
391231,"Carboxymethylcellulose and its salts, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,210,824,292,0,0,138,,16112,14485,14857,11701,11040,12378,12831,14097,12499,14078
391739,"Flexible tubes, pipes and hoses, of plastics, reinforced or otherwise combined with other materials ...",0,0,0,0,0,0,0,0,0,0,,22615,9240,14168,14259,11780,9726,7624,9638,6524,6867,,25015,27678,29215,28866,33961,36963,40181,46109,55182,64738
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",103,170,0,0,0,0,0,0,0,0,,70281,84245,35495,22262,20690,2927,1097,1454,3037,3120,,14986,16609,17286,17121,19474,20002,21816,20490,23381,25665
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,3371,4786,3717,4237,2469,107,0,170,70,307,,8468,8926,9093,8343,5981,6174,5938,5346,5648,5996
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,8,18,0,0,0,0,,745,677,538,746,550,575,677,609,501,431
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",0,0,0,0,0,0,0,0,0,0,,17257,24677,24267,29118,12833,4814,3792,1383,1442,3316,,24248,27509,34760,35742,37633,42257,41102,40384,47132,53497
400110,"Natural rubber latex, whether or not prevulcanised",0,0,0,0,0,0,0,0,0,0,,2552,348,62,235,43,22,12,432,0,1,,17474,14970,11643,9220,7977,8914,7347,6332,6512,8351
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,0,,2599,537,0,667,29,14,427,151,237,0,,1484,1308,1805,1427,1379,1744,885,1327,1005,1485
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",0,0,0,0,0,0,0,0,0,0,,200,233,269,547,568,1690,735,2230,116,301,,623,642,722,768,528,431,566,1130,939,818
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",0,0,0,0,0,0,0,0,0,0,,7098,13471,9027,7361,2276,2151,3594,1523,767,805,,3579,3929,4308,4376,4543,4345,3876,3446,3992,4554
400811,"Plates, sheets and strip of cellular rubber",0,0,0,0,0,0,0,0,0,0,,761,306,0,330,72,1652,9016,298,25,162,,1051,1280,1529,1899,1965,2700,3203,3620,5908,7962
400932,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,0,37,0,30,8,9,40,0,0,15,,2503,2111,2822,2375,5030,4713,4018,2732,2878,3668
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,19,22,19,0,0,,395,598,695,655,893,1644,1900,1819,1490,1882
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",0,0,0,0,0,0,0,0,0,0,,2281,5830,3820,2005,1796,5588,3405,160,0,0,,112921,103321,115617,109806,98529,113338,111408,110114,120743,154632
