Product code,Product label,Germany's imports from Australia-Value in 2012,Germany's imports from Australia-Value in 2013,Germany's imports from Australia-Value in 2014,Germany's imports from Australia-Value in 2015,Germany's imports from Australia-Value in 2016,Germany's imports from Australia-Value in 2017,Germany's imports from Australia-Value in 2018,Germany's imports from Australia-Value in 2019,Germany's imports from Australia-Value in 2020,Germany's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
853939,"Discharge lamps (excluding flourescent, hot cathode lamps, mercury or sodium vapour lamps, ...",2668,2800,2139,592,295,249,229,161,160,153,,5361,5332,5671,5890,3078,982,470,759,371,677,,44762,30724,29007,29728,24655,20448,20459,21721,12354,11114
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",9,11,12,6,5,28,54,112,192,153,,6200,4682,3482,3624,4543,2934,3056,2524,1804,2963,,585324,615576,707739,670762,716019,772924,822919,793509,758189,877250
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",25,52,98,59,36,32,27,147,56,153,,7903,5334,7995,8396,9458,12319,19164,21932,12903,15630,,908823,900947,968719,1064155,1103823,562916,594257,449747,284484,244901
970300,"Original sculptures and statuary, in any material",133,2750,334,108,1050,711,256,160,155,152,,18752,11839,18052,14099,12884,9902,12243,15223,9571,12500,,123154,102144,103619,90474,89442,75550,98260,74599,59872,98446
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",26,38,65,51,72,30,58,141,212,151,,2035,2621,2629,2621,2923,2937,2970,3771,3322,5025,,291315,313432,338138,291651,310151,351484,370314,380574,384987,460359
330730,Perfumed bath salts and other bath and shower preparations,0,301,0,0,0,35,37,52,123,149,,1959,4086,4018,3680,3135,3271,1593,4743,5195,8810,,80625,80745,86944,67486,75659,74238,74971,75828,78950,80246
845140,"Machines for washing, bleaching or dyeing textile yarns, fabrics or made-up textile articles ...",206,0,0,0,0,0,0,0,0,147,,225,283,998,155,428,352,357,511,319,120,,9226,10538,12456,4969,5518,5425,14053,11611,7913,13603
880390,"Parts of aircraft and spacecraft, n.e.s.",37,10,97,14,29,28,55,154,30,147,,0,0,0,1382,963,0,22397,14253,31916,34267,,506846,580706,201818,261348,260180,279960,270359,309467,357560,272353
842191,"Parts of centrifuges, incl. centrifugal dryers, n.e.s.",159,64,43,45,52,33,133,36,132,146,,3756,3720,3369,1934,2686,3734,1125,2187,4714,5846,,71656,69636,73763,59794,67589,76992,73362,72826,72276,77855
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",130,328,112,24,1,10,337,342,285,146,,33074,28216,36281,31161,44783,42253,39497,75623,57485,51778,,458589,529626,606371,564083,699660,798180,934198,941829,896539,966930
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",22,45,71,42,82,77,104,106,154,145,,5146,6366,8299,6226,5454,4719,8809,7092,5770,9266,,437509,464456,512688,430037,400852,381765,356760,387499,327909,354164
220410,Sparkling wine of fresh grapes,127,127,338,299,285,321,336,265,408,144,,74373,65115,54752,48145,46046,43744,43548,43989,38766,63736,,499964,509418,497011,413027,441086,481411,504952,462483,441049,538495
950450,Video game consoles and machines (excluding operated by any means of payment),4,3,199,29,974,39,11,188,22,144,,33275,14437,44637,45724,42975,42544,55915,57296,52672,73737,,1612021,1168717,1296389,1473719,1107563,1965823,2263996,2160973,2241224,2692096
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",247,572,393,326,237,154,311,325,230,143,,52314,56730,54145,47392,47835,60417,58332,60577,80915,66429,,1357145,1364875,1373242,1194053,1291098,1456760,1599675,1511774,1393392,1699011
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",50,42,25,28,52,77,74,85,165,143,,3956,4080,3522,2941,4116,3378,3593,2867,3447,3735,,1884206,2081144,2011325,1803400,1750860,1700237,1838639,1666075,1566568,1783882
852692,Radio remote control apparatus,7549,862,126,124,150,30,255,156,121,143,,15502,8413,5792,4976,7785,9763,10040,7881,8356,8035,,192331,214831,230596,196806,227219,257496,280480,291906,262258,290375
880310,"Propellers and rotors and parts thereof, for aircraft, n.e.s.",30,3,55,8,3,268,21,290,3,142,,10680,16036,20516,16345,21143,25088,24352,42987,23986,24719,,23520,21868,29436,30181,25411,20551,26997,22266,20778,18648
903032,Multimeters with recording device,31,53,3,6,8,23,3,78,65,139,,188,252,319,213,222,308,385,794,1209,702,,20952,22121,25918,23603,24162,27150,31019,27943,38332,62158
870790,"Bodies for tractors, motor vehicles for the transport of ten or more persons, motor vehicles ...",26,0,9,0,11,0,0,3,84,139,,9385,9555,13682,4689,5144,7601,4831,5517,2866,4852,,168742,139717,107021,87515,101541,111764,122061,125006,108792,128270
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",10,21,98,45,72,159,58,77,193,139,,1118,1026,2690,1683,1452,838,848,668,893,1799,,222772,242121,278344,302298,300670,281698,303901,314239,257301,254398
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...",0,991,332,561,293,3,350,0,1484,139,,12656,18916,20151,14156,8215,6348,9144,9044,4841,3938,,950,3447,3970,4720,4557,10965,2335,4983,3357,1748
731816,Nuts of iron or steel,280,27,14,10,34,18,96,47,72,138,,5478,5202,5091,4788,4671,8780,5966,6023,6887,10262,,479923,514106,556939,494584,508494,576866,654170,592091,526635,677591
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",34,32,25,30,39,69,46,59,66,138,,1340,1314,1210,1188,3834,9222,12091,9419,4730,7314,,35680,41753,55338,63843,71627,81290,98614,90157,98620,132063
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",1486,196,263,168,122,108,106,130,322,138,,25260,21042,21355,23472,18692,23378,25494,24481,24805,34429,,1254637,1411894,1483444,1278312,1327875,1435872,1529539,1412898,1272831,1533928
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",11,16,80,1,7,17,20,30,0,137,,12090,16321,8609,5978,2718,5994,4184,2634,3989,7036,,300582,314820,361873,342020,347017,351746,414926,435208,451415,456308
390950,"Polyurethanes, in primary forms",16,7,15,8,66,101,177,91,209,135,,29193,25762,25141,22702,22734,24918,28396,25232,21852,35395,,405732,423342,443712,377353,375149,439029,494107,439628,412179,537645
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",2181,1803,1722,2870,4003,3909,4647,1338,69,134,,1614,701,1373,1066,1135,3081,2254,1234,1149,1534,,32423,31342,34658,50769,49063,46561,55010,50984,42204,36942
851711,Line telephone sets with cordless handsets,9,25,22,14,26,12,43,80,48,133,,4563,2523,2608,2146,848,1172,1639,903,930,770,,176782,174693,163960,131527,121892,114470,112732,90848,93704,92369
650699,"Headgear, whether or not lined or trimmed, n.e.s.",595,721,533,355,550,330,339,225,90,133,,1452,1801,1712,1528,1763,1852,1494,1620,1131,1328,,13166,15440,15879,12707,15130,15734,15624,16683,13471,18960
852852,Monitors capable of directly connecting to and designed for use with an automatic data processing ...,0,0,0,0,0,65,376,76,56,131,,0,0,0,0,0,9849,9943,11211,9865,10034,,0,0,0,0,0,1770473,1873425,1843675,2129341,2590622
870850,"Drive-axles with differential, whether or not provided with other transmission components, ...",111,248,820,976,858,49,69,72,126,131,,9206,9914,8895,9018,8456,9519,12561,12376,12138,20604,,2213763,2164025,2161282,1834569,2097490,2412537,2651415,2525270,2112023,2545583
960390,Mops and leather dusters; prepared knots and tufts for broom or brush making; squeegees of ...,2,18,5,0,1,19,6,0,5,130,,4660,4241,3532,3565,3142,3499,3892,3191,3845,5351,,178368,200695,207430,182977,211694,224487,257755,246263,267463,319974
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",434,345,263,285,421,171,46,330,230,129,,353441,390211,443252,409501,398503,429216,493262,522994,547385,692770,,50857,46865,54825,46288,47664,54439,58517,51797,56518,52709
848420,Mechanical seals,99,87,67,83,33,69,30,61,40,129,,11076,11259,10588,9655,10466,13529,14244,22485,14552,15319,,250026,281633,321851,267989,283553,323698,331152,286348,242163,294930
382100,"Prepared culture media for the development or maintenance of micro-organisms incl. viruses ...""",387,607,78,29,23,160,726,665,506,129,,7086,3319,2032,3600,3962,2485,1926,2647,4653,8140,,124219,140144,181267,171529,158970,174605,209937,201204,244429,240309
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",0,0,0,0,0,0,0,20,102,129,,28805,45590,31117,23157,19919,22661,25703,37722,43003,40246,,20770,17334,14258,14762,18532,20500,27925,25163,22032,22151
853641,Relays for a voltage <= 60 V,35,45,63,47,38,48,103,83,75,128,,3016,1817,2205,1326,1594,1389,1228,2305,3192,3191,,451063,428730,492727,407993,441124,477365,499906,451999,417124,571620
761699,"Articles of aluminium, n.e.s.",152,100,270,136,234,154,418,886,141,128,,31782,23863,28940,28684,36725,35762,38200,39139,40601,30579,,1403732,1450222,1540243,1368805,1429650,1529590,1627684,1445830,1272733,1614105
20230,"Frozen, boneless meat of bovine animals",2368,2121,3062,158,273,381,402,392,399,128,,2828207,3370846,4371609,4277980,3075554,3223065,3694760,4468083,3749032,3750481,,278107,282624,293347,254252,231113,290851,285647,285107,233921,236879
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",251,227,377,317,334,59,42,67,122,127,,44589,41899,41916,39464,42631,57118,57740,65306,73584,133898,,462157,495443,524330,490378,566902,662982,721075,717525,696929,798873
330710,"Shaving preparations, incl. pre-shave and aftershave products",4,1,18,5,16,1,0,35,52,126,,4247,3932,4249,3206,5242,7451,7968,6644,7954,10083,,80772,90670,97449,88134,88804,89056,90718,70556,63450,65198
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",222,100,102,61,60,58,134,85,22,126,,66631,74178,107942,138095,50563,31022,34299,35405,27315,38777,,1605637,1585542,1404047,1199905,1062890,1133790,1219176,1053254,960558,979320
847950,"Industrial robots, n.e.s.",2,0,13,11,15,0,10,3,0,124,,8597,3803,6877,3251,8894,4298,3512,4166,3302,5234,,399807,394251,432433,425819,368661,484898,507437,423508,378566,432984
848330,"Bearing housings for machinery, not incorporating ball or roller bearings; plain shaft bearings ...",1131,1004,1411,415,55,196,275,191,205,124,,13774,12829,13107,10460,10350,10235,11838,11977,9974,10506,,521085,548400,619232,516131,529531,587855,647265,615004,516360,616393
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",348,476,281,199,156,199,210,117,83,124,,7732,4447,3141,2822,3154,4441,4258,3471,3309,3872,,22971,24981,26205,22385,22940,21327,19860,18569,20387,22885
902140,Hearing aids (excluding parts and accessories),2702,328,529,1172,219,240,813,1119,1250,123,,234353,185055,173636,176791,108941,30536,28076,21565,13668,24489,,348920,492920,354693,409701,408390,401281,439392,472590,432941,512247
293190,Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ...,106,70,114,131,48,269,336,52,28,122,,3675,3574,920,1631,1169,1068,826,1958,3124,1002,,190946,210894,230881,211371,227834,209774,268485,228049,205267,266492
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",49,76,56,52,82,247,157,190,177,119,,2477132,2005445,1927252,1300465,1372687,1470569,1856943,1413859,1283906,1956440,,23761969,26820702,22678918,13970891,12235047,14189323,17461245,17496797,10501298,13236501
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",4,9,1,13,6,6,0,50,149,119,,1084,2380,7387,2363,572,1053,1644,1737,964,2712,,104600,105644,117347,94758,94739,110231,113491,116098,110324,146517
842620,Tower cranes,0,0,0,0,0,0,0,0,0,118,,276,5904,3050,4288,11450,4769,4745,2184,2626,6780,,98613,109667,99753,86701,111270,139536,181102,116216,97604,168369
850590,"Electromagnets and electromagnetic lifting heads, and their parts (excluding magnets for medical ...",10,8,10,43,5,11,16,12,7,118,,2878,1626,2095,2277,2359,1772,3167,1768,1555,3039,,312863,366485,363652,302184,313849,350548,362921,293650,280810,370752
901813,Magnetic resonance imaging apparatus,121,540,554,126,50,25,32,10,377,117,,3217,2082,4409,3960,3486,9676,6294,6820,7528,3586,,439858,444005,427436,424515,405265,383805,449599,515374,483425,655087
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",904,4,54,25,21,1483,6,28,3,117,,15141407,12938150,11889298,10709989,13390949,12999194,13986349,16124214,15983700,15003130,,1713529,1780960,1387947,1086179,1125727,1277172,1242018,1106921,2036788,2824887
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",10362,9172,11071,3363,779,107,313,141,162,116,,15471,11954,15773,22606,16614,35560,31431,16797,14664,21485,,451151,447873,595458,714510,537101,538524,499093,519292,601574,641411
950629,"Water-skis, surfboards and other water-sport equipment (other than sailboards)",62,42,21,44,10,56,24,187,135,115,,10464,11328,11834,11782,11903,13140,12842,14701,18252,28922,,53898,63175,67107,64872,70919,88866,110782,128897,134972,207066
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled",0,0,0,1,2,1,3,0,10,115,,29230,8125,6890,17528,5916,5871,8604,10845,5781,5711,,62875,48293,54917,59072,55452,69232,77621,70906,60270,88832
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",0,0,0,2,0,5,18,36,58,113,,108,22,293,60,78,301,410,88,92,271,,18851,19296,21971,23780,26962,25959,26765,34136,27277,38133
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",25,44,42,5,26,31,46,57,303,112,,1159,912,1619,917,1060,1158,2869,1640,959,1441,,394617,415271,469907,424604,431519,474530,578194,603080,524656,568224
903290,"Parts and accessories for regulating or controlling instruments and apparatus, n.e.s.",182,162,156,132,128,87,129,60,72,112,,38819,15774,17960,16735,22736,28174,26013,21109,19472,19852,,305512,327362,273634,207844,223394,250774,312883,304905,262677,319132
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",28,109,190,69,166,25,29,59,87,112,,22014,27121,9397,7163,6965,8326,11118,23266,29314,21975,,2180632,2152492,2437505,2237633,2293669,2453285,2441451,2147311,1803399,2173576
903120,"Test benches for motors, generators, pumps, etc.",94,47,769,54,17,57,64,0,84,111,,1442,758,1149,1315,697,733,1050,2919,813,421,,49127,44893,38610,49415,42802,49554,84031,78474,66253,46646
610990,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excluding cotton)",12,51,116,80,42,56,79,112,167,111,,3624,5005,5713,4733,4867,5783,4433,8369,9713,14351,,1228834,1408451,1596584,1493379,1563012,1569638,1589196,1374135,1223194,1238978
820770,Interchangeable tools for milling,170,30,46,36,25,82,149,159,123,110,,6201,2139,1576,2448,901,1473,1168,1042,952,1226,,246491,260202,306067,275823,317106,374578,454975,400569,363356,460794
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",6,52,50,14,29,17,34,47,37,109,,8311,6958,4399,2077,1653,1676,2816,2662,3292,3610,,73883,70973,76661,69970,78385,88115,95866,99310,98680,125484
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",42,378,810,1020,1086,168,165,106,73,107,,17527,21460,25265,21463,25074,17937,14657,18658,12527,17854,,555900,620086,673473,676345,657152,727893,736822,617564,670699,617460
340111,"Soap and organic surface-active products and preparations, in the form of bars, cakes, moulded ...",32,109,119,18,4,20,23,31,68,107,,12233,8157,9338,10505,16071,16642,15287,16282,18601,32796,,133181,153650,174272,155038,171475,178185,225127,217772,246944,271190
630690,"Camping goods of textile materials (excluding tents, awnings and sunblinds, sails, pneumatic ...",26,27,2,3,3,4,0,36,59,107,,682,1221,1027,1138,1341,1730,2471,2061,2223,4943,,52170,53601,57564,63002,75015,74871,77419,83318,71679,79941
611430,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...",65,57,103,39,18,50,103,111,100,107,,1490,1592,4078,8237,5323,1799,514,648,1209,3490,,218750,214473,279786,355125,405959,423612,471234,501932,484261,550703
610462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton, knitted ...",48,42,6,15,8,9,34,58,165,106,,674,602,582,816,403,858,3243,575,825,1623,,469857,563876,659873,608332,613326,695755,743787,776080,883798,1263366
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",45,36,16,41,41,15,37,40,76,106,,1614,2196,2339,3332,2962,3120,3848,5398,5289,5088,,1750536,1984859,2140557,1912841,1959880,2148054,2264646,2100889,1989490,2190658
330720,Personal deodorants and antiperspirants,1,1,7,5,6,1,8,66,92,106,,68723,66937,47698,30061,37603,30980,48157,45805,25368,29304,,253730,242240,225752,204970,204764,217753,247958,239223,201987,223682
400821,"Plates, sheets and strip, of non-cellular rubber",30,3,10,6,15,22,6,1,30,105,,8341,6563,6573,6131,4989,5722,6298,2909,2490,2564,,162553,160650,161030,130712,141699,147733,152648,148303,144476,156823
330790,"Depilatories and other perfumery, toilet or cosmetic preparations, n.e.s.",12,57,28,28,26,59,158,121,333,105,,6776,6805,8412,6938,10790,31248,26363,11664,11841,19771,,136788,153949,171710,149316,186261,194649,194777,219740,247709,254537
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",245,197,206,186,133,150,399,596,389,104,,485,458,492,1135,691,1373,726,235,559,326,,263288,294480,314864,275128,306001,321236,353691,343796,358468,439055
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",2883,3534,1427,432,492,5450,4774,136,269,104,,47645,27355,46511,30117,28599,36866,55568,51963,44372,54728,,244478,239006,304140,321967,237775,238226,244403,256872,235796,270051
841430,Compressors for refrigerating equipment,141,235,58,319,15,11,33,36,10,103,,15701,7551,7945,10286,7645,8164,5871,5540,5477,7066,,1063211,1153591,948699,954077,916220,913306,983025,956937,932025,1130466
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",0,0,0,0,0,2,7,16,52,102,,135,111,2569,15,31,137,109,105,202,437,,92871,82323,123542,81801,60149,68433,77960,65887,42591,50846
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",51,41,71,42,50,145,81,73,75,102,,2453,2270,2007,1521,1746,1546,1258,2545,5176,5273,,261667,242155,281777,266373,268667,279295,308163,325213,411152,525717
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",124,147,76,87,114,73,3,10,19,102,,34725,16582,28159,19213,23246,29725,19693,17062,12256,2634,,136439,130550,124067,123880,138188,140825,143876,133981,143943,160574
621142,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",5,3,3,9,9,2,43,79,122,102,,2909,607,1270,1557,1278,729,1768,9005,2178,911,,101448,85752,82252,70037,67828,67299,73666,86589,83216,92721
900211,"Objective lenses for cameras, projectors or photographic enlargers or reducers",55,25,5,11,97,107,77,26,172,102,,4704,7701,16038,27930,55776,66972,63414,54843,29038,28061,,550369,511867,596666,509771,445234,499444,558577,583130,537511,627473
392321,"Sacks and bags, incl. cones, of polymers of ethylene",85,112,160,127,232,275,276,259,100,101,,13506,11573,9265,7301,10608,11980,12885,10695,8624,12323,,706616,760023,781572,714855,724767,744562,815144,764556,736821,850839
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",11,25,18,12,23,25,56,64,57,100,,2452,2546,2398,1517,2812,2404,3692,3067,5218,3357,,465338,490639,519085,435427,422748,474378,534964,514781,519250,649132
902480,Machines and appliances for testing the mechanical properties of materials (excluding metals),3,5,91,44,28,41,30,23,62,100,,2927,3192,5047,4104,2047,3040,2368,2932,2079,3487,,40652,44477,54464,43005,35984,38824,46883,66818,57004,54600
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),15,8,274,87,69,535,163,36,126,100,,6735,19775,8098,18262,21638,19090,15457,10642,14425,24907,,461475,581677,637113,535474,645965,608645,702821,783591,675085,818825
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",329,515,47,82,275,311,278,268,234,100,,6506,9398,8025,8158,6569,9338,6423,6304,6836,9354,,14230,16390,16377,20673,22992,19872,20296,23688,23997,25313
900791,"Parts and accessories for cinematographic cameras, n.e.s.",153,84,14,3,11,7,4,26,51,98,,8523,6500,7433,5489,5342,2847,4838,4735,5078,7094,,38846,38667,53200,46370,38610,23620,20952,22063,20362,30410
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",7,51,1,39,122,125,15,31,105,98,,37342,40144,38212,37025,43298,41170,42233,40891,39674,47280,,309923,314153,342012,298054,315923,333592,380951,353616,348274,396395
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",153,0,129,13,44,67,61,56,67,98,,19949,6803,6690,10431,11052,15839,12152,10568,9137,9668,,268708,298592,332270,300618,346010,406063,384485,409023,316380,374655
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",28,43,17,36,46,39,50,193,62,98,,4154,4205,2841,2777,4165,3485,2942,3647,3599,3360,,14863,21122,18394,15684,14997,16420,16425,19091,21055,23204
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",41,38,4,6,43,9,0,5,147,97,,2,83,11246,9418,6151,14,4,271,4,0,,70788,66824,107650,108476,84289,64221,94733,142085,134782,175498
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",2,3,4,0,247,197,210,166,64,97,,84278,85644,76669,68120,70047,84209,90199,88326,93993,91830,,1227017,1343566,1397304,1288282,1363417,1454276,1602581,1692254,1752475,1991277
400829,"Rods, tubes and profile shapes, of non-cellular rubber",238,244,197,157,133,107,160,180,117,97,,2418,1179,915,1459,713,702,1320,2262,1011,1471,,92685,83132,81057,68829,73029,82299,89849,85405,77760,92012
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",3,30,21,20,13,217,22,112,20,97,,5416,3520,3914,2222,2071,2329,3382,3390,2506,3426,,406512,447976,475306,464123,448622,449050,471798,481223,509828,705825
591140,"Straining cloth of a kind used in oil-presses or for similar technical purposes, incl. that ...",0,1,2,0,0,8,0,0,0,97,,423,544,384,252,106,334,494,265,103,115,,19684,28462,33608,29340,32165,39523,46055,42302,37860,56574
903020,Oscilloscopes and oscillographs,754,663,122,93,156,2,2,78,26,96,,631,789,285,855,458,698,338,252,439,954,,61194,60148,57901,62507,59688,65258,62081,85265,86448,93090
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",133,1,562,100,6,333,2,0,0,96,,375,852,1592,1809,807,604,1413,4777,4430,3072,,26302,29427,26145,31561,28878,30035,31802,34571,37524,46158
940510,Chandeliers and other electric ceiling or wall lighting fittings (excluding for lighting public ...,33,85,50,55,39,26,12,23,21,96,,8102,8453,8435,7767,8736,8434,11727,11727,10567,14840,,925681,1014259,1190647,1115055,1153685,1235072,1303486,1232485,1291899,1467329
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",1,1,1,5,6,28,10,6,149,95,,2742,2363,2872,1803,1688,1869,2130,2044,1949,1809,,206785,214052,250928,214003,211038,214667,280313,230111,246141,324382
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),5,16,19,46,102,199,178,138,127,95,,8964,379,550,907,3200,3821,2576,3276,2561,2959,,92377,102226,131508,143459,176038,201649,241530,375701,388216,423014
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",4629,767,2,8,3,24,0,1,61,94,,277695,290947,269642,784,1410,1709,1905,4489,1173,1782,,1987020,2050345,2392031,2622768,2470742,2853375,2934581,2526907,2135730,2924270
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,96,51,41,51,94,,0,0,0,0,0,630,417,355,834,1211,,0,0,0,0,0,61875,67075,78042,84618,108785
850152,"AC motors, multi-phase, of an output > 750 W but <= 75 kW",590,429,299,219,461,109,78,150,159,93,,6466,5828,8339,4651,5799,5225,6952,6786,4698,5804,,778890,799250,916798,786912,824667,955826,1081264,997240,859463,1074885
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",391,349,308,164,72,196,63,90,147,93,,12701,13525,17171,10688,9477,15226,9606,9042,7775,6574,,244894,238911,229739,247963,262691,283095,313511,300098,298682,364073
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",903,292,420,109,170,203,45,33,35,92,,19770,20006,26471,24598,20900,21359,22382,15201,21378,36444,,771269,814751,887970,765024,779728,816970,956957,994236,891559,1052001
841410,Vacuum pumps,184,187,269,149,142,59,82,79,104,91,,6048,4094,4173,3975,9859,4034,2975,4593,2672,4724,,264432,288626,292596,251629,256139,290960,319197,333983,305024,364704
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",5,0,13,11,3,2,6,101,25,91,,8231,8441,6628,8025,7741,8430,13561,9814,9143,13593,,290764,314152,319893,305054,315626,323163,325498,308758,303080,350340
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",547,301,189,194,154,163,143,77,84,91,,591,503,593,695,658,650,360,378,386,321,,10079,10163,10894,10745,7891,12268,14427,13655,21452,27446
482010,"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ...",11,13,58,75,59,55,41,103,69,91,,2331,1599,1880,1744,2389,2404,2093,2914,1162,2127,,150103,162081,167133,145632,152768,157982,171714,165405,140107,154076
30489,"Frozen fish fillets, n.e.s.",0,117,119,2,7,120,167,176,93,90,,2622,535,743,3465,2601,5110,5657,8561,9471,14513,,161005,180331,190393,160802,154990,150627,150297,146809,126305,110589
847340,"Parts and accessories of other office machines of heading 8472, n.e.s.",10,23,98,38,69,13,88,79,79,89,,5047,5781,2944,4543,2182,2743,2806,3725,4548,9153,,129726,144579,157115,124627,131612,120491,128732,126703,131181,140991
330410,Lip make-up preparations,142,1,28,31,23,18,22,26,37,89,,3987,5270,5230,9028,13074,13313,12591,13792,16918,16832,,130184,159987,173802,181875,230961,256845,266549,255724,164974,176577
846090,"Machines for deburring, grinding or polishing metals, metal carbides or cermets (excluding ...",81,41,40,5,247,19,50,5,39,88,,5473,4264,1051,1252,458,1285,2768,1207,1208,1419,,43828,28216,37815,42043,38748,48255,60805,54696,20684,30500
847960,"Evaporative air coolers, n.e.s.",0,2,6,0,0,0,0,5,86,88,,6947,8646,8650,8899,16091,22565,16483,12989,12353,15614,,1197,2406,3686,5659,7863,9206,9068,11881,23560,22170
901832,"Tubular metal needles and needles for sutures, used in medical, surgical, dental or veterinary ...",48,80,289,168,228,79,109,104,66,87,,14554,15915,14830,16118,17453,21355,23403,24881,19486,29507,,136119,130719,124523,116157,127168,185205,216841,235510,219720,225302
843061,"Tamping or compacting machinery, not self-propelled (excluding hand-operated tools)",0,1,0,0,0,0,0,0,0,87,,760,735,975,1638,564,344,869,1032,367,331,,34472,30832,33847,29620,25836,22718,23003,30589,30071,47849
