Product code,Product label,India's imports from China-Value in 2012,India's imports from China-Value in 2013,India's imports from China-Value in 2014,India's imports from China-Value in 2015,India's imports from China-Value in 2016,India's imports from China-Value in 2017,India's imports from China-Value in 2018,India's imports from China-Value in 2019,India's imports from China-Value in 2020,India's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
732510,"Articles of non-malleable cast iron, n.e.s.",1673,174,281,1699,3965,5766,11492,9134,2946,7878,,502561,490725,563251,502911,450021,435101,471444,481582,464399,589326,,3396,1298,2359,26162,32130,38569,56130,35373,5731,9621
854720,"Insulating fittings for electrical purposes, of plastics",6422,3866,4164,4830,7042,8509,6287,4705,4737,7873,,175863,210342,145098,135600,177714,194211,183651,147645,147111,177795,,79724,77422,86644,84643,93510,116903,125128,109890,114853,173874
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",67,41,453,655,15,28,34,13,278,7870,,30100,11281,52747,50561,66543,56935,21212,36261,47992,164018,,5727,6280,9298,9830,9250,6364,12819,28637,14106,29118
731811,Coach screws of iron or steel,3848,3647,3618,4174,5651,5801,6479,6636,4729,7863,,31797,41574,40998,30729,27646,20821,20779,15525,14103,23205,,12384,11678,10145,10877,12048,12815,16835,15489,12626,24519
844831,Card clothing for machines for preparing textile fibres,3041,2098,2237,2604,2584,5156,7462,7084,5732,7826,,18356,19985,21187,18652,19716,21287,25739,24286,22650,26777,,9350,10332,10894,9871,10029,13188,15213,13223,10260,16056
620520,"Men's or boys' shirts of cotton (excluding knitted or crocheted, nightshirts, singlets and ...",6091,6876,6959,8367,7855,7719,10068,9260,4590,7804,,2776944,2865203,2922782,2697951,2321928,2097392,1980717,1575223,941990,860467,,37075,45494,37235,39036,44596,36494,91048,88124,48003,65417
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",6691,4431,9168,9290,10075,7656,5739,4662,5214,7765,,24582,19714,27103,21728,33911,43698,39193,63298,101230,114856,,13620,10269,17521,16569,15229,10963,9186,6857,7583,10232
390461,"Polytetrafluoroethylene, in primary forms",10010,9269,7828,4749,3439,6196,11014,7119,5147,7763,,243962,171135,173209,143679,154375,196569,226802,184104,204093,256602,,29502,26089,19552,19029,16436,26369,32348,28564,25015,29440
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",1578,2265,2500,4055,2222,4569,4653,5953,4289,7741,,382730,458941,472580,436210,336924,406490,457655,468694,441175,534705,,19269,27808,24782,21642,21179,24755,32987,32314,25963,28795
80610,Fresh grapes,658,166,70,119,696,1455,3877,6595,6237,7727,,262135,268561,358824,771546,663606,735177,689599,987242,1212702,690478,,9197,9781,9329,12981,10778,10952,11576,13301,9914,12201
848140,Safety or relief valves,2510,3409,1639,1346,1579,2246,5028,3921,4766,7719,,86350,111646,161617,150929,128460,152776,174239,179457,170490,184900,,21503,22316,21416,19137,20424,22602,38222,36119,41242,48570
630710,"Floorcloths, dishcloths, dusters and similar cleaning cloths, of all types of textile materials",1047,970,1442,1698,1675,2738,4622,6985,5632,7713,,833681,857865,897027,907449,885955,972382,1075093,1133798,1269525,1241951,,5034,5745,5037,4153,3528,5540,7753,10538,8062,11411
901600,"Balances of a sensitivity of 50 mg or better, with or without weights",2660,3417,2908,3888,3823,3588,5090,4590,4121,7712,,28938,29898,31418,42472,59509,59823,65461,62766,54174,70087,,19933,19493,21053,24575,22548,23742,24301,20674,18405,28543
902720,Chromatographs and electrophoresis instruments,7344,3069,3247,3542,5877,5248,4495,5320,3927,7687,,117020,124392,128853,130630,119897,123663,142716,110896,117840,132101,,152028,127401,145893,179552,186785,195764,209462,214610,189363,239873
901320,Lasers (excluding laser diodes),1005,924,420,869,1318,3172,2953,4927,5754,7646,,239594,299154,497601,520520,473298,607882,754702,677602,744814,692728,,22749,19681,22394,19593,21705,34739,34202,38506,35764,42046
520931,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",5780,5667,4641,3583,2186,3942,12024,10137,5077,7643,,118561,141741,271114,239942,172407,155720,202837,213443,148078,220663,,9343,8217,7584,5496,4039,6315,16608,12964,6250,9438
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",2316,2575,2970,3199,4907,5628,7088,8479,6780,7628,,42017,42014,47794,66133,84564,41100,41752,40907,43717,44946,,25694,23206,26258,29321,34622,36188,37696,41626,30040,40080
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),3544,4021,4022,6647,6871,8908,12332,10039,6369,7626,,988499,983761,916182,958448,923873,877276,895722,1050693,912272,1094674,,15588,16100,17174,19733,20964,23257,27448,24111,13578,21102
901811,Electro-cardiographs,2272,2391,3617,3473,5713,4587,3298,2503,4745,7622,,58864,50988,50035,50893,49772,50161,56909,56646,72221,76490,,4699,3033,5105,5179,8264,8486,7802,7954,11871,19515
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",306,616,1574,3871,4787,6712,7626,7576,7852,7604,,9106,12410,30129,46887,58242,53416,76061,72853,48606,42958,,508,786,1778,4224,5052,7070,8260,7966,8177,8078
850710,"Lead-acid accumulators of a kind used for starting piston engine """"starter batteries"""" (excluding ...""",3858,3665,8041,8507,7517,9554,9381,2877,4208,7602,,377584,382820,401358,388361,335770,595412,560720,591848,724083,790823,,10724,15263,20031,23920,22510,34713,46849,37844,26319,48154
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",862,900,733,926,1039,10528,12223,12296,6161,7599,,20562,19388,18767,17621,16035,16099,22398,24472,27480,34997,,4733,3326,2747,3050,3119,13308,14284,13888,7047,9111
940171,"Upholstered seats, with metal frames (excluding seats for aircraft or motor vehicles, swivel ...",2991,2679,3250,2532,2317,3518,4307,3634,3469,7571,,5992403,5942871,5089381,4605664,3828044,3997680,4881497,5866976,7505435,8550096,,4878,4841,6488,5779,5441,7589,9418,10637,9069,19418
846593,"Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...",1494,1145,2311,3317,3112,5707,7068,9315,9084,7560,,19170,25273,37595,50234,55199,54286,65918,114938,98251,110425,,13987,8434,11257,11105,8376,16655,15001,17076,13785,13121
848420,Mechanical seals,4280,2157,3431,2823,2668,3131,4504,5617,5365,7544,,138320,124632,136408,128020,120267,129561,147204,145782,139459,154436,,34884,38107,40997,36729,42454,51715,60092,57059,50505,71664
853230,"Variable or adjustable """"pre-set"""" electrical capacitors""""",572,821,689,527,736,1208,2400,8593,8311,7526,,12080,8688,12171,9292,11733,19343,25882,10253,12969,19602,,1859,1349,1415,2575,2122,2363,3749,10244,9502,8992
690990,"Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, ...",3518,3085,4066,4505,4348,5417,5849,4314,4115,7498,,6650,7419,3500,3172,5084,3086,4530,4349,8952,14572,,6797,7218,8723,8194,8475,9493,8914,7824,20439,26286
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...",4034,4581,3698,5086,5785,7667,7990,7373,4612,7486,,79272,60197,69127,68483,69531,71657,82366,86470,85126,108393,,7850,8708,7822,9014,11094,14870,15185,14273,8947,13401
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",20196,16607,9257,5487,2415,5720,7437,3786,3671,7468,,256107,299896,338985,368574,352747,373640,391727,402653,404849,486433,,40780,48491,46463,54637,44048,59584,100271,53594,38519,52708
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,6364,3832,5698,5186,10040,10761,10843,7560,5505,7467,,329377,361721,313020,307512,273884,275312,307294,323383,475513,405915,,72670,69448,88049,82443,84352,81609,107082,101119,80512,103482
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",21365,104,1909,6855,12680,4025,13115,9049,12318,7465,,326103,174988,210011,228730,226646,255603,305455,287214,320971,376820,,140442,61270,70243,114137,167371,100462,126333,111974,120112,170596
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",4106,12090,7343,2338,2434,7751,23922,4360,3027,7433,,96275,108623,96653,74704,79705,80611,55286,45954,29982,32625,,11139,17818,11319,3784,4182,10021,28885,12354,7718,16889
740990,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""",4991,5229,4667,3665,3200,5824,6193,5222,5610,7389,,32753,42289,42158,37752,33389,45584,50143,44328,43674,73332,,55783,17796,47621,35698,25531,33126,27179,28476,16716,19725
730110,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements",2884,3434,2539,8649,132,274,304,4211,8436,7354,,142858,202981,199362,207183,184204,291667,482804,323788,383032,490014,,11220,4449,6129,10647,5281,7790,14665,25084,17713,17760
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",4387,5166,5171,4405,3576,4455,6730,3823,2944,7348,,2146,2081,2314,3472,3610,3265,2337,3008,2892,3336,,6082,7755,9953,9721,8986,10239,10042,5596,5074,9614
848041,Injection or compression-type moulds for metal or metal carbides (excluding moulds of graphite ...,2759,4173,1612,1753,1092,7319,3028,7892,6471,7332,,365402,344595,332984,269956,269995,308046,276123,272325,278125,329508,,16735,8333,5726,5181,5719,14514,13129,17968,17900,16286
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",6774,10108,10953,10751,9478,9584,10543,9755,7325,7319,,31557,31584,31014,32564,27064,24627,20945,20663,25753,21388,,27658,26013,27952,23511,19830,26038,29776,20553,21970,17218
851440,Equipment for the heat treatment of materials by induction or dielectric loss (excluding ovens ...,2731,7977,4843,3678,3879,2727,3641,5632,7344,7307,,31924,35101,37009,54046,40791,34652,39275,59741,39308,36671,,21222,15841,12185,11218,14541,13776,18802,37800,17595,28282
290543,Mannitol,3834,4391,4959,3039,2667,4205,4543,5902,4455,7306,,17566,22824,19882,17217,15935,20388,25554,25262,24601,27600,,14524,17695,20904,16050,16324,18309,24123,30570,32595,34465
960329,"Shaving brushes, hair brushes, nail brushes, eyelash brushes and other brushes for use on the ...",1914,3051,3808,4348,5291,6707,7506,7419,5791,7299,,310852,366160,422827,538997,690216,695301,774558,782687,818543,1084152,,3094,3990,4395,4875,6067,7595,8688,8438,8553,10713
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, ...",13160,10005,18154,16282,14810,22178,45878,10782,3817,7298,,89560,77276,80955,96504,89621,105972,156522,130371,109643,122145,,18099,15970,23259,19817,18495,27140,50671,15592,8709,19766
271220,"Paraffin wax containing < 0,75% by weight of oil",38979,26199,16312,14625,8434,8113,10188,10052,5803,7268,,626302,630382,619471,653503,588013,511421,523184,511065,484039,766780,,96123,50514,26360,23468,14249,15459,18512,14898,10624,28491
580639,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, with a width ...",3277,3848,4680,4887,5302,6474,6592,6338,4678,7268,,6597,10758,16548,19848,14854,14287,14757,14068,13728,15850,,10421,12243,13688,13308,13240,15460,14353,13356,8173,13376
722880,"Hollow drill bars and rods, of alloy or non-alloy steel",9336,20429,9717,7090,7991,5438,6548,5317,5645,7261,,12912,7907,8647,5352,4414,4126,6228,6664,7795,6387,,29059,40279,20888,16106,13865,30016,21399,16281,10090,13294
846029,"Grinding machines, for working metals, metal carbides or cermets, in which the positioning ...",19820,9303,7362,1803,6639,4138,3479,4725,2320,7260,,15995,16900,17999,13926,9076,13540,15772,14871,13020,13146,,106270,96312,101798,48594,71262,61132,78441,83532,58570,41601
900661,Electronic discharge lamp flashlight apparatus for photographic purposes,82,253,570,751,413,1401,1383,2040,2989,7246,,59622,62169,60629,67328,86013,91966,120837,135664,113017,129543,,1078,996,1820,1370,811,1897,3179,5640,5128,9966
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",6167,5833,5265,9139,8357,11840,8736,9804,6344,7244,,36561,44943,47434,39210,45409,46196,57065,51082,66153,56764,,10522,10826,13736,18187,21087,21330,34457,40953,25782,21832
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",9124,5537,7817,9171,5590,7449,10033,11993,6503,7225,,56551,49908,56511,51399,44182,42782,43097,34465,39212,33510,,10107,6044,8099,9454,6015,8922,14276,14004,8674,8651
750890,"Articles of nickel, n.e.s.",473,1208,1442,655,1804,2099,3594,3940,807,7212,,19769,19226,24388,24975,45126,28659,28169,33593,21521,26118,,9180,11592,13685,16505,17852,13302,19705,28591,26026,42295
851989,"Sound recording or sound reproducing apparatus (excluding using magnetic, optical or semiconductor ...",22870,32401,31210,37417,30904,25530,5522,4295,6834,7203,,150844,281590,432777,475991,469855,519393,198131,142916,204860,207966,,93661,77818,57633,45182,39466,34026,19184,11698,10587,11339
340211,"Anionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",4077,6367,7927,12695,3488,3421,4247,2868,3882,7195,,205192,222454,263794,231976,220306,242224,288538,313342,331977,355347,,48114,47983,75301,70733,40957,40219,47442,42146,37035,54842
720241,"Ferro-chromium, containing by weight > 4% of carbon",646,304,985,370,2535,926,2844,19509,25350,7192,,48552,171641,4152,2199,2694,30303,108579,29138,49920,93832,,26926,26315,44386,89649,61838,53617,41405,27825,36843,56168
846591,"Sawing machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...",1540,1543,2751,2204,1915,3920,4729,3838,3185,7174,,429172,493140,598755,576381,604680,632689,697885,675441,693761,931042,,4989,3988,6720,7017,4519,6498,8724,8436,7151,13038
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",2179,1594,3811,2750,5001,5007,5624,6482,4332,7172,,158698,158892,150180,151036,128100,135955,145261,114207,98154,116413,,8412,9829,12673,16362,17679,22441,25526,24606,21236,22138
293410,"Heterocyclic compounds containing an unfused thiazole ring, whether or not hydrogenated, in ...",6512,9439,5538,6795,10089,10110,12884,8690,8398,7171,,133179,148989,221352,173875,172137,195881,215148,253667,273387,285524,,63393,21432,17148,8986,14574,32124,54073,75531,67754,65790
300212,Antisera and other blood fractions,0,0,0,0,0,4376,3258,2886,6528,7168,,0,0,0,0,0,21758,26902,39973,34785,124914,,0,0,0,0,0,77662,118828,160220,416172,190085
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",1991,2518,1583,2421,1628,1892,4259,6820,8597,7163,,59665,48605,55022,63748,53720,63345,75131,107662,141307,185931,,31287,32337,38810,40151,38871,42341,45903,40922,37803,41770
821420,"Manicure or pedicure sets and instruments, incl. nail files, of base metal (excluding ordinary ...",3298,2990,3435,3415,3385,4256,5466,5055,4455,7157,,203634,214590,273753,277699,218861,225383,215595,243130,280175,376839,,5006,4203,4739,4517,4237,5114,6966,5786,5062,7950
390430,"Vinyl chloride-vinyl acetate copolymers, in primary forms",8106,6607,7271,5647,7124,8444,8269,7883,7465,7155,,34490,30435,29250,28517,28971,32759,33744,31618,28524,33246,,23247,20276,24056,24292,32868,34128,40896,40128,38776,46539
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",3189,4429,3976,5630,5217,9564,7817,8660,5044,7128,,2705100,3241562,3912104,4002374,3967162,3790850,3734371,3493512,3226653,4006537,,8886,9726,12243,16940,17153,23283,36634,41815,18230,38167
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,697,2185,4896,4524,7110,,0,0,0,0,0,319153,314536,300207,341859,519139,,0,0,0,0,0,914,2706,6383,4801,7450
382440,"Prepared additives for cements, mortars or concretes",13449,13903,13701,9042,7514,10370,10415,8309,6582,7093,,191192,263498,290281,324508,239798,248624,308581,271225,207497,236817,,41235,52389,53178,52417,54730,72198,95354,76377,55112,70750
310559,"Mineral or chemical fertilisers containing the two fertilising elements nitrogen (excluding ...""",74655,35654,38523,20131,25166,10469,1349,872,9535,7092,,332162,179005,214844,253578,147599,215693,248375,279593,241500,461572,,76844,61091,39827,48498,49031,28468,8877,46197,166695,106807
960321,"Tooth brushes, incl. dental-plate brushes",8965,9643,8088,9857,7281,8729,9989,7516,6436,7076,,500962,556940,578003,624317,622554,658505,658950,679659,657076,655856,,17084,19264,11107,17951,14413,16493,18717,19567,14561,16969
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",4592,4252,5662,3809,5490,5887,6393,6065,4635,7073,,55543,64900,64033,62032,68699,76877,94553,90117,84039,91887,,9414,9478,10903,8889,11360,11226,13312,13629,8884,11904
740931,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",169,221,233,419,907,3268,4428,3170,3511,7057,,59313,44148,60284,46051,44896,64959,72709,45473,50708,83864,,7399,10609,8299,6611,7483,10064,12702,9980,12944,26700
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",1808,1283,2406,3015,3338,4132,6505,5820,7560,7043,,368885,380646,444701,406982,373884,423048,492432,489506,576492,759626,,10071,8954,8737,9270,11848,16319,20619,17139,18078,22811
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",1277,2190,2472,3803,5435,9522,12700,13502,9474,7039,,238231,274298,264752,231161,192165,200251,200627,180293,138407,156056,,1720,3030,3277,4805,6462,11297,14110,15042,10372,8018
850980,"Electromechanical domestic appliances, with self-contained electric motor (excluding vacuum ...",3310,3727,4781,3664,3928,3584,5691,4160,5506,7032,,1419181,1622243,1896284,2121148,2060136,2319401,2734145,3308388,5536011,6469567,,5331,5889,5693,4522,5990,5606,7834,6661,9241,10372
854520,Carbon brushes for electrical purposes,1342,1304,1934,2314,2634,2792,4686,5324,4894,7032,,62493,67350,70013,65172,62757,66518,67937,59946,61304,72453,,12830,12469,15118,15635,15628,17115,20766,19641,18564,25695
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",4661,7207,8737,3698,4310,4560,4285,3744,4104,7024,,167228,160345,186416,171133,163863,176710,191742,204606,200875,216182,,8341,10924,13536,9413,7805,9072,11913,12106,12034,21585
580620,"Narrow woven fabrics of textile materials, containing >= 5% elastomeric yarn or rubber thread ...",4817,3346,2224,3432,3989,6089,8885,7300,5387,7008,,225230,272415,295245,341712,357497,425260,429467,443356,446960,583913,,19750,18049,16753,24759,27590,26755,30055,35719,20956,35477
820411,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable",1198,1839,2040,2299,2120,2980,5211,3819,4829,6994,,350106,383291,483823,407543,414661,414305,447936,439786,417703,514854,,7790,8675,7884,9315,8850,10530,14757,13746,10376,15973
842549,"Jacks and hoists of a kind used for raising vehicles, not hydraulic",5423,6317,10929,4897,5785,8491,8031,10123,5437,6973,,224035,234987,275680,268704,259703,291167,318243,286601,291723,380300,,31542,31869,32594,28768,16109,23107,24700,24589,14429,24626
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",6622,6993,9747,8582,5696,5410,6591,6307,5582,6960,,226107,215355,222915,184135,162997,161284,164404,135906,123776,154214,,15585,12561,21128,25535,18850,18637,24813,17392,11929,17533
611599,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",6337,13403,16376,17489,13117,17183,23071,13714,8539,6958,,48989,68310,122131,97304,83522,87846,76630,84590,80239,86363,,8264,15172,17899,19190,15294,18390,25932,16784,9721,8068
842119,"Centrifuges, incl. centrifugal dryers (excluding isotope separators, cream separators and clothes ...",10456,5045,8677,4652,7720,7140,8417,8611,3794,6954,,152671,194092,216881,220132,222499,189601,221879,239807,214608,230600,,48557,51398,56990,33155,33560,34256,41580,42056,53419,46665
283529,"Phosphates (excluding phosphates of monosodium, disodium, potassium, calcium and mercury)",4091,4682,4628,4526,4766,5296,5865,5713,5684,6941,,51195,28535,32460,31822,30384,21804,22103,25632,21442,40871,,5685,6258,6559,6452,7741,7189,9048,8931,8885,9937
283410,Nitrites,7753,7883,6436,5650,3681,5642,10754,6125,883,6939,,25173,23738,25273,20534,19732,25606,29510,22690,14284,23888,,10743,8965,7392,6625,7811,9736,14257,9227,4866,11193
850650,Lithium cells and batteries (excluding spent),37897,19437,10508,26645,36379,138179,27975,3997,6923,6914,,124217,156600,202012,331613,366670,316530,312679,311445,344131,389873,,55281,40825,32054,49706,59524,157814,48569,20469,21952,23507
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",878,2048,2503,3282,2225,2862,3605,4647,3806,6901,,170261,218819,202295,239197,233039,228604,263809,274874,348939,361056,,6145,5762,6453,6820,6241,9060,10566,11687,10884,19845
901730,"Micrometers, callipers and gauges (excluding gauges without adjustable devices of subheading ...",4219,1785,2185,2418,3059,4597,6166,6750,4751,6899,,136832,128099,133564,128096,138885,128623,149115,144873,129087,162283,,25339,23094,19370,17505,17602,18959,25238,29721,16289,22897
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,9131,12144,8568,6833,5536,5328,7229,6486,5208,6894,,2441153,2475238,2484049,2498666,2211797,2496904,2584765,2239346,6403687,5036812,,18416,24500,18604,12099,16737,12124,12754,11051,9603,11932
841940,Distilling or rectifying plant,4892,1121,20148,9357,2312,2191,1243,5214,1703,6891,,144851,145328,114445,200175,233525,467010,191153,197524,140379,156828,,40132,16941,29590,21234,35077,17220,21515,33220,15995,34107
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",16383,11372,7707,6221,7943,6847,8744,5399,7585,6879,,429127,425138,457568,455300,436816,396743,452827,407435,370162,415838,,1731628,1358178,1246672,1574746,1621444,1670788,1869057,1931623,1550092,2332850
730719,Cast tube or pipe fittings of iron or steel (excluding products of non-malleable cast iron),6116,3603,2775,2535,2262,1779,5073,7751,4163,6876,,558662,554109,626411,594627,569752,618109,724397,590810,605881,610144,,10595,7409,6281,6743,5398,7421,16568,17228,9428,12755
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",1328,1522,1475,1237,1620,2337,2957,3337,2784,6860,,103757,134728,261959,147944,156522,165966,198206,236364,270737,289947,,6618,7220,7138,6718,9424,10647,13869,12384,9571,17541
540211,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,1170,557,501,607,889,700,961,2120,1300,6845,,14059,11533,10697,12537,10927,13630,16162,16317,20872,41169,,11342,4606,10136,14171,13806,13517,18449,29077,18015,36589
760691,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm (other than square ...",6682,4738,3125,2807,2637,4210,9496,10706,8168,6843,,101306,87470,132706,161439,130448,144316,197389,183568,188729,217980,,27464,13330,4676,4686,4009,6323,11120,14828,12511,8162
841861,Heat pumps (excluding air conditioning machines of heading 8415),1129,2087,2914,2239,3210,3460,5418,10878,6042,6838,,153408,172054,170129,172806,177731,197404,231918,275752,396816,697095,,3112,3480,4000,3102,5055,4404,7850,12727,7040,12948
292121,Ethylenediamine and its salts,7914,10350,13151,12838,7234,9236,5183,6562,4252,6807,,20583,22519,22262,23194,13204,23893,17784,14260,9934,13268,,46036,57234,78340,87119,72895,87616,99673,65030,55631,86789
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",9083,8530,5905,6212,6527,6161,6604,6412,4654,6799,,25390,30718,34220,31072,29535,36038,51304,68514,66946,72424,,16213,13445,10995,10613,9914,10499,11096,14359,11501,17903
902590,"Parts and accessories for hydrometers, areometers and similar floating instruments, thermometers, ...",1781,1101,3465,1568,1929,3407,3708,2268,11185,6786,,98762,122894,248785,130268,114974,120820,141835,159089,350889,261044,,14951,12071,13714,11655,11284,15951,22613,20445,28853,23510
844230,"Machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders ...",4491,4283,4969,5585,5645,5561,8393,7877,5617,6778,,90915,84217,96361,87332,88702,83864,84418,69099,50429,54995,,14041,13701,15445,17966,18328,18649,27216,18589,11118,18786
842410,"Fire extinguishers, whether or not charged",2127,3280,602,2193,473,234,970,379,420,6738,,249900,271469,296624,300516,280239,328855,359869,363575,310157,328153,,23061,10789,6326,8227,3799,5582,7881,6150,5221,12964
283531,"Sodium triphosphate """"sodium tripolyphosphate"""", whether or not chemically defined""""",13918,8463,7399,22002,12368,3273,21296,2503,8126,6734,,265449,237176,217067,219628,210408,162742,199742,150557,145451,157377,,61819,79486,79306,81646,63045,53649,68436,44147,56116,41305
845819,"Horizontal lathes, incl. turning centres, for removing metal, not numerically controlled",2752,1330,4995,7976,6269,4281,4184,4982,3724,6693,,139391,110752,102883,84616,67691,78114,83503,84589,77859,92352,,66266,35051,23722,28881,23363,29799,34270,29324,14591,23991
392220,"Lavatory seats and covers, of plastics",6192,3535,3887,3945,3963,4984,5475,4841,3678,6690,,329056,319365,362492,376281,319129,350993,368151,373397,404008,417142,,8272,5251,5313,5324,6116,7327,8878,7817,5258,9754
843890,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s.",3164,2554,3600,3195,4355,3254,8150,5542,3518,6685,,94509,102956,131268,138474,164391,225241,177566,146649,115613,136301,,26906,21637,24935,27612,28935,21047,29060,30100,27081,35481
940310,Metal furniture for offices (excluding seats),12305,12306,10997,12635,13519,13911,11893,11472,8805,6669,,453336,496737,545116,592135,529548,579048,685189,662461,668766,679569,,26816,26595,26194,25209,26327,20984,23061,23360,17011,13784
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",4180,3439,5779,6310,5414,5573,5255,3976,6246,6666,,2411,1575,2632,1270,345,247,366,331,53,25,,77014,71967,87698,92687,101644,97429,91355,58742,47430,55683
961320,"Pocket lighters, gas fuelled, refillable",2072,2646,3600,5275,4560,4212,5025,6498,6164,6647,,315395,273598,261642,239881,245134,220389,232316,261228,262454,298978,,2097,2918,3713,5452,4586,4226,5040,6544,6166,6658
960891,Pen nibs and nib points,4632,6612,8315,8105,8669,8200,10243,10721,4736,6635,,3581,4436,2797,3229,3450,3280,4200,3703,2229,3088,,9837,10530,17249,15871,17070,17120,21408,17927,9339,13247
30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",0,0,0,0,0,0,0,426,1140,6619,,977762,1158703,1348366,970555,1048183,905228,680945,507331,461226,413059,,0,958,687,2359,2603,10822,25024,21818,18113,25674
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",2619,3044,2719,2050,3122,4371,6895,7567,4951,6613,,637990,743233,862172,895245,706937,800807,816760,866219,1002589,1210864,,14443,15240,11491,12761,9320,11427,17568,19274,14393,16827
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",166,115,127,271,132,317,824,4803,3782,6593,,1714370,1856188,1956414,1977086,1918146,2031936,2152383,2287342,2414466,2794371,,1227,659,782,801,515,1067,2016,7532,6027,10348
730630,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of iron or non-alloy steel ...",4820,4268,10879,8993,15453,17313,10681,9078,5721,6582,,682537,734973,872012,946110,888917,945642,1016785,952338,927774,1456044,,31373,38563,47755,42116,42933,41855,39901,27653,20553,34173
