Product code,Product label,Australia's imports from Viet Nam-Value in 2012,Australia's imports from Viet Nam-Value in 2013,Australia's imports from Viet Nam-Value in 2014,Australia's imports from Viet Nam-Value in 2015,Australia's imports from Viet Nam-Value in 2016,Australia's imports from Viet Nam-Value in 2017,Australia's imports from Viet Nam-Value in 2018,Australia's imports from Viet Nam-Value in 2019,Australia's imports from Viet Nam-Value in 2020,Australia's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
701190,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,36,0,0,0,0,0,0,0,0,,27,47,37,39,53,42,19,33,85,115,,1225,767,559,489,364,245,284,348,290,320
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",0,0,0,0,0,0,0,0,0,0,,19,0,1,17,86,112,67,65,2,183,,460,423,522,509,991,797,614,866,744,1522
721260,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,2,24,310,137,4,27,60,106,30,4,,48,46,102,115,22,1,163,330,27,376
690810,"Glazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,5,1,0,0,0,0,0,0,0,,23559,24412,28593,21063,8815,15304,0,0,0,,,5648,5819,6960,6646,6323,0,0,0,0,0
700320,"Cast glass and rolled glass, in wired sheets, whether or not with absorbent, reflecting or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,41,32,124,37,34,5,10,18,16,4
690310,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,0,0,0,0,,0,0,22,0,184,139,9,4,5,15,,722,302,370,456,366,461,517,513,591,651
690510,Roofing tiles,5,0,0,2,0,0,2,5,0,0,,1835,2058,2485,3121,3046,3026,3703,3724,3995,1994,,1299,4011,3036,2126,2436,2896,2426,2981,2863,2746
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",0,0,0,0,0,3,0,57,0,0,,7224,14134,7485,5427,8725,13019,28403,39778,40515,24034,,32161,35164,38999,37485,35789,40571,49036,49869,62631,75284
721899,Semi-finished products of stainless steel (excluding of rectangular [other than square] cr ...,0,0,0,19,0,0,0,0,0,0,,1192,796,562,470,576,2142,1430,1224,661,2461,,69,128,203,301,331,417,164,88,265,216
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,1524,5946,2100,193,15,77,149,28,36,834,,2839,385,430,261,499,1098,471,66,157,83
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,251,10,11,49,0,1361,12,4,4,132,,339,493,245,269,604,897,616,2449,684,1181
721622,"T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,0,,58,23,101,201,237,308,851,385,237,39,,1490,1764,2229,0,0,0,0,0,0,0
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,58,29,0,0,0,,5592,3978,4676,2831,2013,2862,3812,5046,731,364,,34308,14377,0,0,13536,51831,65256,26467,21752,42564
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded ...",0,0,0,0,0,0,0,0,0,0,,19448,13985,15798,11394,10743,13302,12836,16309,11962,3163,,0,12179,23245,14452,3887,0,0,0,0,0
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",125,69,21,3,25,62,11,0,0,0,,1421,1149,1017,1619,5171,2572,6114,1976,975,585,,14557,13823,17108,16189,16028,25645,20228,12307,11399,12951
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",0,2,1,12,6,0,37,0,0,0,,0,83,61,7,171,153,124,267,51,153,,39,154,227,147,73,48,60,74,120,41
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",0,0,0,0,0,0,0,0,0,0,,13509,20665,22829,13394,10410,6251,16622,26607,11690,3166,,1187,812,1090,1263,1316,1749,1585,1154,941,1060
680422,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",0,0,1,0,1,1,0,0,0,0,,1734,2617,2433,2495,2793,3905,4950,5927,5942,10217,,31301,25523,27343,25401,24742,28494,30045,30673,28992,29320
680919,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster ...",0,0,0,0,0,0,0,0,0,0,,24,572,1291,2922,5486,2119,1761,83,275,344,,2851,2693,5039,3672,1643,2496,2595,3933,3286,5208
630420,"Bed nets, warp knit, antimalarial",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,25,2215,18087,11802,,0,0,0,0,0,9,59,15,36,37
701952,"Woven fabrics, incl. narrow fabrics, of glass filaments, of width of > 30 cm, plain weave, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,94,0,1288,,958,1184,1784,2053,1939,2077,1951,1891,1783,1642
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",0,0,0,0,0,0,0,0,0,0,,7,165,82,316,1561,1653,1809,1983,2895,2517,,11490,9667,10899,8950,9846,10577,12161,12587,11593,12071
710210,"Diamonds, unsorted",0,0,0,0,0,0,0,0,0,0,,0,0,265,320,215,115,88,127,71,,,67,67,1721,1,73,0,5,0,2,20
710221,"Industrial diamonds unworked or simply sawn, cleaved or bruted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,,,28,2,0,4,24,35,62,7,22,10
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excluding industrial diamonds)",0,0,0,0,0,0,0,0,0,0,,16936,39470,44238,34672,19368,20470,21756,18871,3037,1582,,10450,3920,5258,7688,8330,4466,6798,5712,5517,14272
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",0,0,0,0,0,0,0,0,0,0,,16407,2865,1243,1467,187,713,175,157,538,,,71133,77265,67364,38540,35759,25917,19609,32476,359278,241059
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",0,0,0,0,0,0,0,0,0,0,,1576,1881,1677,1940,1345,1623,1580,1607,965,704,,1652741,1055002,788968,351409,1549353,1335559,1672353,28977,324238,261972
711021,"Palladium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,1545,0,0,0,0,10,0,0,0,213,,2312,3015,1826,2849,2218,2588,3379,3676,4347,5349
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,0,,0,12,0,0,0,0,0,0,0,,,85,102,50,47,70,211,160,245,154,641
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,0,0,0,0,0,0,0,0,0,,1018,1340,1392,3807,4791,4350,6704,7370,10413,19293,,109,111,400,7,159,224,53,2843,163,70
711890,Coin of legal tender,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,26,,46958,46345,39601,35515,29858,15885,17280,22351,41431,42890
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,0,0,0,0,0,0,0,,0,112,7,1430,64,50,35,515,117,,,0,0,1,0,2,0,285,2060,122,107
720291,Ferro-titanium and ferro-silico-titanium,0,0,0,0,0,0,0,0,0,0,,486,0,20,0,0,0,3,10,0,1,,1204,1221,1332,943,706,723,674,686,256,1103
720293,Ferro-niobium,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,24,0,,,5747,3004,3862,2695,2984,2692,3536,2862,3689,4553
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",0,0,0,0,0,0,0,0,0,0,,1503,979,875,312,128,1071,418,717,371,800,,2171,351,338,134,389,224,19197,5906,184,279
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excluding powders of ferro-alloys ...""",0,0,0,0,0,0,0,0,0,0,,360,1,72,44,883,360,347,866,192,44,,2204,1952,2046,1614,1073,949,830,1717,894,1164
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,357,97,120,19,61,139,104,448,257,26,,5579,3194,3348,1897,1266,2634,2746,2663,1474,1975
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",106,46,22,0,0,0,0,0,0,0,,4511,1648,2032,1754,736,3792,3564,4381,6882,454,,88623,34213,46283,17258,17099,34306,38631,29523,26721,29123
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",239,200,36,0,0,0,0,0,0,0,,11296,4866,2406,2016,6441,4935,10644,14948,18551,131,,51182,36285,46529,26129,18837,28160,41680,26241,25908,30816
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,3447,3442,3968,4796,2976,5867,6667,7329,6172,54,,0,0,1041,2884,2267,3809,6598,5710,5930,8753
721011,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,4270,3681,2114,2357,2059,939,2658,1596,1073,1837,,3193,1713,1950,2527,2038,4639,4301,3449,4219,4089
721090,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,22,82,344,0,0,0,0,0,,212,240,696,343,1569,1106,515,1009,435,778,,3663,3102,4565,4821,6265,13605,11348,11676,10280,7827
610729,"Men's or boys' nightshirts and pyjamas of textile materials, knitted or crocheted (excluding ...",0,0,5,0,1,0,0,0,0,0,,968,926,6619,875,1683,1567,1571,1597,1389,238,,120,45,128,22,130,18,19,1367,1411,644
620411,"Women's or girls' suits of wool or fine animal hair (excluding knitted or crocheted, ski overalls ...",0,0,0,3,0,0,0,0,0,0,,318,14,90,731,157,94,17,92,30,562,,453,514,920,867,769,491,403,404,298,439
621440,"Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excluding ...",2,0,0,0,1,48,12,4,1,0,,19,7,70,9,17,4,83,103,14,83,,4384,4028,4843,6206,6729,4621,4128,3694,2245,1610
580500,"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ...",0,11,0,0,0,0,0,0,0,0,,1,5,2,3,7,10,8,25,142,27,,282,151,566,905,210,192,547,667,562,835
570110,"Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or ...",0,0,0,0,13,0,0,0,0,0,,0,0,0,1,1,0,0,2,3,34,,18897,17694,16311,13575,14044,15311,14061,10288,10021,13788
580639,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, with a width ...",0,2,0,0,3,0,0,0,0,0,,414,1186,5449,5437,5308,10345,11761,1756,1634,8444,,528,640,817,765,772,801,898,505,595,943
590210,"Tyre cord fabric of high-tenacity yarn of nylon or other polyamides, whether or not dipped ...",0,0,0,0,0,0,0,0,0,0,,72431,83398,101829,101702,101020,120614,147535,174729,130097,209090,,17,22,32,28,23,35,51,51,36,54
600539,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,936,2356,1916,7299,,0,0,0,0,0,1438,1405,864,703,656
600541,"Unbleached or bleached warp knit fabrics of artificial fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,28,24,64,278,33,35,25,26,18,18
600623,"Cotton fabrics, knitted or crocheted, of yarns of different colours, of a width of > 30 cm ...""",0,0,0,0,0,0,0,0,0,0,,3100,4139,3578,3549,4031,9040,8865,11341,1847,4283,,397,329,416,156,181,62,84,79,73,82
610310,"Men's or boys' suits of textile materials, knitted or crocheted (excluding tracksuits, ski ...",37,4,2,0,0,0,1,1,8,0,,311,316,449,620,2970,4261,4229,3094,2301,1743,,2328,1600,1254,789,1000,428,1188,441,408,673
330730,Perfumed bath salts and other bath and shower preparations,4,0,0,3,1,0,0,0,0,0,,1726,3517,5490,21,9083,10653,9655,10677,11067,13758,,10132,9344,9670,7423,8010,10098,14822,12717,10597,14412
340490,"Artificial waxes and prepared waxes (excluding poly""""oxyethylene"""" [polyethylene glycol] waxes)""""",0,0,0,0,0,0,4,0,3,0,,599,928,683,388,401,433,971,4248,6948,7077,,13313,11793,12264,13889,17615,15136,16215,14690,15940,23103
350110,Casein,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,12,13,,,6330,8841,11319,7321,6243,4544,3230,2954,5096,8219
350220,"Milk albumin """"lactalbumin"""", incl. concentrates of two or more whey proteins containing by ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,568,584,0,0,0,1,1,,25028,15229,12831,17556,8660,8152,7774,10341,11028,12950
370120,"Instant print film in the flat, sensitised, unexposed, whether or not in packs",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,11,10,0,2,,1290,1788,1066,2042,3075,1927,1993,3191,4795,8293
370241,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,22,1,0,3,0,0,0,0,0,2
370298,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",0,0,0,0,0,0,0,0,0,0,,0,147,275,1,70,55,28,183,40,23,,302,7,3,5,6,33,130,22,33,63
370320,"Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography ...""",0,0,34,102,0,0,0,0,0,0,,111,42,40,0,0,3,0,0,7,25,,17774,15677,10101,6860,5558,4441,5154,3452,2567,2836
370710,"Sensitising emulsions """"for photographic uses""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,15,6,2,0,0,4,15,7,,331,290,241,267,238,250,285,254,203,267
380110,"Artificial graphite (excluding retort graphite, retort carbon and goods of artificial graphite, ...",0,0,0,0,0,0,0,0,0,0,,2,0,45,108,192,473,287,124,6,9,,2530,2009,1551,1592,1537,2106,4275,2281,3294,3076
380510,"Gum, wood or sulphate turpentine oils",0,0,0,0,0,0,0,169,0,0,,1349,1273,7263,7705,8288,13034,25322,27217,25287,49875,,292,399,343,314,264,528,618,437,637,433
300460,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,220,163,171,68,,0,0,0,0,0,427,39,369,6207,1891
310100,"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ...",56,59,31,25,21,15,15,9,0,0,,13625,13061,10085,6243,10512,8320,5902,8945,6788,14518,,5937,6641,6980,7606,8143,7719,10217,10250,10889,11895
310210,"Urea, whether or not in aqueous solution (excluding that in pellet or similar forms, or in ...",0,0,0,0,0,0,0,0,0,0,,191920,139131,103710,49591,27136,46937,53115,66870,108896,128166,,669048,610337,599144,498065,466432,492830,469977,558011,605332,1102908
310250,"Sodium nitrate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,96,50,63,5,77,26,,1660,1521,584,532,857,1249,1654,1258,1485,1573
321100,Prepared driers,0,0,0,0,0,0,0,0,0,0,,103,94,80,74,85,160,96,147,568,1417,,803,886,918,784,1025,795,963,673,1144,1148
330124,"Oils of peppermint """"Mentha piperita"""", whether or not terpeneless, incl. concretes and absolutes""""",0,0,0,0,0,0,0,0,0,0,,1,0,28,0,0,1,0,2,3,16,,1222,804,673,1488,1272,1537,1592,1524,2280,2633
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",0,22,0,0,0,34,99,0,82,0,,5245,6042,5795,6585,5932,7578,7697,6151,5092,3136,,336228,358294,314249,316233,288471,318263,335225,378207,306926,362742
330430,Manicure or pedicure preparations,0,11,34,3,7,30,79,19,3,0,,635,650,694,535,376,593,117,46,13,3453,,41724,42204,38825,38208,36536,33265,28522,26048,24629,27558
330520,Preparations for permanent waving or straightening,0,0,0,4,1,0,1,2,0,0,,0,1,2,192,82,170,107,169,31,95,,1599,1237,845,1335,768,1896,2580,1526,1984,2441
390931,"Poly""""methylene phenyl isocyanate"""" """"crude MDI, polymeric MDI"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,126,8426,12803,21697,,0,0,0,0,0,5310,8826,10755,10563,18629
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",0,0,0,0,0,0,0,0,0,0,,12,344,885,217,2309,3766,1185,1692,433,380,,7294,9590,11559,20190,19893,18132,21710,20936,30443,37000
390770,"Poly""""lactic acid"""", in primary forms""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,2,0,43,2221,317,,416,261,114,120,34,63,152,84,136,291
310530,"Diammonium hydrogenorthophosphate """"diammonium phosphate"""" (excluding that in tablets or similar ...""",0,0,0,0,0,0,0,0,0,0,,147711,100706,88679,75214,35896,49211,57434,20087,45001,60971,,91593,95821,99498,109981,61537,44025,65381,93435,69203,127647
320411,Synthetic organic disperse dyes; preparations based on synthetic organic disperse dyes of a ...,0,0,0,0,0,0,2,0,0,0,,181,264,1200,1678,468,351,886,2263,4213,2166,,912,1028,843,657,693,690,514,780,751,860
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",0,107,15,32,69,1,43,0,437,0,,62685,43414,18937,23931,30776,31547,31728,41197,45514,44122,,100604,110543,113444,99586,135364,143879,102231,98983,115476,150569
380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,0,0,0,0,0,0,0,,236,76,161,56,90,85,240,118,68,268,,10106,9474,10747,8292,7305,8951,9011,9871,9789,11048
381700,Mixed alkylbenzenes and mixed alkylnaphthalenes produced by the alkylation of benzene and naphthalene ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,38,,13525,12768,17640,14770,9428,8107,9235,7972,7013,8925
382311,"Stearic acid, industrial",0,0,0,0,0,0,0,0,0,0,,320,246,153,83,18,4,236,453,398,55,,1013,1746,2795,2345,2440,2449,2634,1967,2339,3620
382473,"Mixtures containing hydrobromofluorocarbons """"HBFCs""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,1,12,4,0,5,0,0,4
382478,"Mixtures containing perfluorocarbons """"PFCs"""" or hydrofluorocarbons """"HFCs"""", but not containing ...""",0,0,0,0,0,0,0,0,0,0,,0,0,4,1,0,2,52,9,29,136,,28076,266,741,4351,7610,15454,11891,10793,5601,9016
382482,"Mixtures and preparations containing polychlorinated biphenyls """"PCBs"""", polychlorinated terphenyls ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,80,,2,0,0,1,0,0,0,0,0,0
382485,"Mixtures and preparations containing 1,2,3,4,5,6-hexachlorocyclohexane """"HCH """"ISO"""""""", including ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
382510,Municipal waste,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,0,0,3,0,4,3,4,0,0
390461,"Polytetrafluoroethylene, in primary forms",0,0,0,0,0,0,0,0,0,0,,7,8,404,42,12,19,0,190,40,180,,4219,2007,2164,2033,1990,2233,3213,2236,2113,2967
210230,Prepared baking powders,0,1,0,0,0,0,0,0,0,0,,206,278,292,233,285,279,210,237,253,148,,552,788,1053,1235,818,526,600,580,616,777
220290,"Non-alcoholic beverages (excluding water, fruit or vegetable juices and milk)",986,947,430,648,694,0,0,0,0,0,,47115,50688,52524,64705,77874,86838,0,0,0,142,,36659,39535,39242,38822,32741,0,0,0,0,0
250870,Chamotte or dinas earths,6,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,,,230,838,1113,942,654,394,782,698,848,901
251200,"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ...",0,0,0,0,0,0,0,0,0,0,,1,252,55,11,212,235,113,45,32,,,2673,1751,1921,2207,1979,1429,1648,1368,1415,1028
251400,"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ...",0,0,0,0,0,0,0,0,0,0,,411,0,0,0,1,0,9,0,0,8,,880,746,583,495,387,534,559,1011,722,497
251620,"Sandstone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks ...",0,0,0,0,4,0,0,0,0,0,,85,69,99,11,0,11,82,35,38,262,,457,299,265,239,263,286,302,266,244,402
293949,"Alkaloids of ephedra and their derivatives; salts thereof (excl. ephedrine, pseudoephedrine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,1,0,0,0,859,0,267,10
293959,"Theophylline and aminophylline """"theophylline-ethylenediamine"""" and their derivatives, and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,0,0,0,0,,,8,20,5,5,6,10,18,3,9,20
293962,"Ergotamine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3,3,3,20,14,5,11,10,19,1
293999,"Vegetable alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,35,0,0,53,0,8,0,0,0,,,53622,62224,37551,27781,13495,0,0,0,0,0
294120,Streptomycins and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,108,134,82,59,27,19,39,39,68,71
294140,Chloramphenicol and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,104,3,17,110,28,92,0,0,0,,,6,5,25,10,41,36,4,10,34,20
300220,Vaccines for human medicine,0,0,0,0,0,0,0,0,0,0,,345,262,5,179,158,129,95,485,357,17,,370011,477343,358733,287861,263479,345883,288491,292520,289704,1761029
300310,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...",0,0,0,0,0,0,0,0,0,0,,230,74,321,251,339,640,1042,1557,943,,,715,346,212,334,333,384,276,398,416,442
300340,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,,,2,215,5,18,1,0,0,0,0,0
300342,"Medicaments containing pseudoephedrine """"INN"""" or its salts, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,33,0,0,0,0
291413,"4-Methylpentan-2-one """"methyl isobutyl ketone""""""""",0,0,0,0,0,0,0,0,0,0,,3,3,21,0,17,61,98,46,128,,,1614,1850,1553,946,1066,1036,887,589,511,1071
291423,Ionones and methylionones,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,173,235,343,362,384,398,450,465,431,413
291439,"Ketones, aromatic, without other oxygen function (excluding phenylacetone [phenylpropan-2-one])",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,16,0,5,27,54,,,972,1064,1136,1178,920,1327,1438,1546,1563,2209
291440,Ketone-alcohols and ketone-aldehydes,0,0,0,0,0,0,0,0,0,0,,0,0,0,18,0,7,21,14,16,,,3797,4174,3809,4067,4216,4622,5664,5528,5279,6212
291532,Vinyl acetate,0,0,0,0,0,0,0,0,0,0,,0,0,8,0,14,0,0,0,0,,,8300,7884,8250,6244,5327,6365,8442,5509,4404,12211
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",0,0,0,0,0,0,0,0,0,0,,6,3,5,0,16,102,145,178,70,19,,8503,8184,7942,8157,8397,8985,12192,10653,10070,12301
291632,Benzoyl peroxide and benzoyl chloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,764,624,1035,648,778,705,890,886,858,1031
291714,Maleic anhydride,0,0,0,0,0,0,0,0,0,0,,1,13,0,0,0,0,0,47,0,,,6582,8291,7973,4962,4452,5821,7224,5609,4825,9190
291736,Terephthalic acid and its salts,0,0,0,0,0,0,0,0,0,0,,22,0,23,0,377,0,0,19,0,145,,0,0,0,977,1227,2125,2119,2268,1972,3615
291823,"Esters of salicylic acid and their salts (excluding o-acetylsalicylic acid, its salts and esters)",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,1,,,587,1290,1233,1223,1586,1540,1976,3576,1848,2769
291891,"2,4,5-T """"ISO"""" """"2,4,5-trichlorophenoxyacetic acid"""", its salts and esters""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,12,2,12,4,0,2,7,6,0
292143,Toluidines and their derivatives; salts thereof,587,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,49731,21133,33910,11900,24101,33061,35346,34842,84704,73801
292216,Diethanolammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,1517,1067,902,1185,747
292218,"2-""""N,N-Diisopropylamino""""ethanol""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
292241,Lysine and its esters; salts thereof,0,0,0,0,0,0,0,0,0,0,,1651,478,416,281,397,399,501,638,860,404,,28136,20418,16346,12386,11909,13896,13658,13896,14367,25688
292800,Organic derivatives of hydrazine or of hydroxylamine,0,0,0,0,5,0,0,0,0,0,,4,2,2,3,6,11,11,10,7,43,,10657,6945,11134,6656,4813,6217,7081,13167,15905,12370
292990,Compounds with nitrogen function (excluding amine-function compounds; oxygen-function amino-compounds; ...,0,0,0,0,0,0,0,0,0,0,,0,81,15,15,27,2,0,1,25,,,6430,3749,1141,2936,2576,1038,365,393,423,1237
293291,Isosafrole,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,6,0,13,2,2,0,16,3
293295,"Tetrahydrocannabinols """"all isomers""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,9,0,0,15,2,4,207,0,658,894
293321,Hydantoin and its derivatives,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,1,0,0,0,0,,,11742,9985,6472,4398,3209,3553,2150,1408,1384,2232
293369,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused triazine ring, ...",0,0,0,0,0,0,0,0,0,0,,44,0,0,0,40,2,8,9,54,1,,24131,34540,17146,16429,14726,28057,24853,22840,29303,32098
293510,N-Methylperfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,16,31,20,18,31
293622,"Vitamin B1 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,7,5,3,372,526,643,358,105,357,62,,2267,1671,1212,1805,4751,4455,4627,2834,3602,4132
