Product code,Product label,"Viet Nam's imports from Taipei, Chinese-Value in 2012","Viet Nam's imports from Taipei, Chinese-Value in 2013","Viet Nam's imports from Taipei, Chinese-Value in 2014","Viet Nam's imports from Taipei, Chinese-Value in 2015","Viet Nam's imports from Taipei, Chinese-Value in 2016","Viet Nam's imports from Taipei, Chinese-Value in 2017","Viet Nam's imports from Taipei, Chinese-Value in 2018","Viet Nam's imports from Taipei, Chinese-Value in 2019","Viet Nam's imports from Taipei, Chinese-Value in 2020","Viet Nam's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
30472,"Frozen fillets of haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,619,586,3514,1175,1,
30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,,0,0,0,13,23,207,132,403,71,62
30484,"Frozen fillets of swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,,,0,0,20,0,275,731,460,198,1902,1733,,13,0,0,13,264,65,0,308,0,271
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,40,0,6,0,0,236,450,348,418
30520,"Fish livers and roes, dried, smoked, salted or in brine",0,0,0,0,0,0,0,0,0,,,1269,405,416,614,3932,3725,5482,401,348,309,,72,389,200,0,12,51,115,2258,189,363
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,90,614,685,374,301,272,311,,34,108,52,591,798,519,1665,3643,2934,998
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,4,11,4,45,186,99,,10821,8812,5631,3973,5991,12920,3728,4074,5345,5759
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,132,127,68,7888
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,4112,4459,4375,5282,6047,,0,0,0,0,0,0,18142,17040,18717,8761
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",0,0,0,0,0,0,0,0,0,,,2,44,3,9,4,0,17,0,2,0,,0,0,0,0,3,1,64,976,1099,339
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,10140,4870,345,317,605,,0,0,0,0,0,0,36617,29610,23679,22066
30759,"Octopus """"Octopus spp."""", smoked, frozen, dried, salted or in brine""""",49,0,0,52,0,0,0,0,0,,,39,56,36,23,2025,0,0,0,0,0,,3928,9429,6516,7848,13217,22999,0,0,0,825
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",0,0,0,0,0,0,0,0,0,,,7,28,59,56,84,36,35,34,34,44,,40,57,1430,59,249,78,233,45,60,331
30772,"Frozen, even in shell, clams, cockles and ark shells """"families Arcidae, Arcticidae, Cardiidae, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1058,35,24,19,5,,0,0,0,0,0,0,6374,10119,8893,2275
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",0,0,9,0,0,0,0,0,0,,,0,0,19,373,856,0,0,0,0,0,,594,918,3499,2261,4126,8392,0,0,0,
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,,,0,88,1144,1078,843,704,555,544,421,172,,0,0,0,0,4,3,684,3292,5715,4131
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,20,1080,1037,8,12,15,36,,0,12,13,28,1,28,27,42,3,11
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,0,0,0,0,0,0,,,1620,2215,3268,6405,7214,9916,13466,9764,10069,9836,,1728,7043,3573,4162,3776,6265,6691,9363,8677,11073
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,,,19,38,28,46,36,62,83,100,145,4,,955,811,1039,1126,1242,1445,901,229,231,73
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,,,0,2,82,20,25,40,0,0,0,0,,9,0,0,0,0,0,0,0,0,
40900,Natural honey,0,0,0,0,1,0,1,0,0,,,4020,5206,6208,8635,4824,5113,3544,3241,2323,2908,,193,199,539,2349,1121,1205,592,507,656,978
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",0,0,0,0,0,0,0,0,0,,,6222,6018,5129,5653,5074,4523,4253,5871,3972,4426,,95,2647,3689,3846,7546,8144,8662,11866,9694,11321
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",16334,20644,28037,14686,10683,13286,21527,25909,19729,,,253110,311673,284574,198273,172794,213177,263639,259242,163325,204080,,65172,132187,173337,101515,71691,110080,228992,295400,169338,269347
50610,Ossein and bones treated with acid,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,67
60210,Unrooted cuttings and slips,219,237,315,220,523,509,80,0,0,,,0,8,137,125,64,501,37,3,70,155,,669,1095,764,483,832,737,338,453,494,446
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,0,0,0,0,0,0,0,0,,,13770,10291,8504,7044,5809,7054,7787,9014,6684,6405,,202,484,231,372,500,411,1054,2306,1911,5912
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",14,0,0,0,0,0,1,6,20,,,0,37,493,268,180,183,151,125,243,146,,67,22,69,77,66,169,285,483,652,762
70410,Fresh or chilled cauliflowers and broccoli,0,0,0,0,0,0,0,0,0,,,83,95,301,148,170,162,187,73,155,79,,734,788,644,2101,2865,4871,2518,4490,4013,11622
70521,Fresh or chilled witloof chicory,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,9,8
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,3,0,2,,0,0,0,0,0,0,1,0,0,
70999,Fresh or chilled vegetables n.e.s.,0,0,0,0,0,0,0,0,0,,,0,90,1154,862,632,653,1168,1592,1699,1495,,41,41,3,24,41,86,294,151,174,6538
71029,"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in ...",0,0,0,0,25,0,24,142,24,,,69127,66268,69853,74319,72944,78612,79323,83172,79610,77907,,65,111,216,361,458,639,737,1122,1252,634
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",0,0,0,0,0,0,0,0,0,,,2917,2634,2384,2743,1635,1662,2739,1570,1786,1456,,0,0,0,0,0,19,0,62,1,
71120,"Olives, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or ...",0,0,0,0,0,0,0,0,0,,,1,1,0,0,0,1,3,1,0,1,,0,40,26,105,69,119,40,57,25,
71190,"Vegetables and mixtures of vegetables provisionally preserved, e.g. by sulphur dioxide gas, ...",0,0,0,0,0,0,0,0,0,,,1147,358,457,382,407,390,431,528,595,612,,6617,10406,11288,12462,11292,11614,17407,17101,2451,2372
71233,"Dried jelly fungi """"Tremella spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,,,4,9,4,3,5,7,2,9,11,12,,142,184,268,346,473,744,353,536,883,19013
80112,"Fresh coconuts in the inner shell """"endocarp""""""""",0,0,0,0,0,0,0,0,0,,,0,0,4,0,0,0,0,0,0,0,,0,1,2,90,214,574,446,489,7390,7643
80211,Fresh or dried almonds in shell,0,0,3,0,0,0,0,0,0,,,0,0,1,111,3,0,0,55,0,0,,803,771,259,180,320,145,630,10844,10027,7311
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,6,9,8,13,9,14,30,13,4,136
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,,,0,17,310,487,322,62,185,139,137,126,,0,0,8,125,437,1051,987,81,711,9500
80310,Fresh or dried plantains,0,0,0,0,0,0,0,0,0,,,0,0,4,0,0,0,1,0,3,0,,0,0,0,0,1,0,25,0,0,77
80520,"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...",0,0,0,0,0,0,0,0,0,,,2996,5049,4136,5702,5139,561,0,0,0,0,,20930,13414,11651,10494,10868,10014,0,0,0,472
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",0,0,0,0,0,0,0,0,0,,,937,883,1548,2867,1475,722,1261,1195,579,507,,0,0,0,0,0,6862,0,6,0,240
80930,"Fresh peaches, incl. nectarines",0,0,0,0,0,0,0,0,0,,,5,99,3,9,0,5,14,2,12,24,,2039,1052,1318,1187,1209,1102,719,1212,1057,41131
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",11,0,0,0,0,1,0,0,0,,,17308,26185,29723,39066,36355,33955,48563,63374,69839,68344,,13055,9785,8112,17971,147753,238548,227876,144791,40708,152813
81310,Dried apricots,0,0,0,0,0,0,0,0,0,,,0,0,1,5,0,15,6,3,1,0,,44,17,49,48,84,94,220,417,221,1012
81330,Dried apples,0,0,0,0,0,0,0,0,0,,,2,7,2,2,1,4,4,1,3,3,,207,268,283,1016,1387,525,579,784,410,157
90112,Decaffeinated coffee (excluding roasted),0,0,1,0,0,0,0,0,0,,,10,31,46,115,80,161,208,191,235,452,,2,2,235,418,399,385,541,244,199,468
90122,"Roasted, decaffeinated coffee",1,0,0,1,2,18,6,13,4,,,290,438,514,738,932,8957,857,799,455,427,,212,225,109,138,164,147,307,96,60,119
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,0,0,0,0,0,0,0,0,0,,,42,46,48,98,20,13,58,93,28,29,,0,0,0,0,0,34,3,0,2,63
90230,"Black fermented tea and partly fermented tea, whether or not flavoured, in immediate packings ...",7,18,29,57,84,217,595,557,263,,,16231,19169,19045,26600,25806,35438,44939,59495,43603,55274,,2762,2421,2569,3444,4485,3472,5656,5102,4142,29104
90611,"Cinnamon """"Cinnamomum zeylanicum Blume"""" (excluding crushed and ground)""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,809,1744,2568,2070,2748,11184,14748,14743,27025,3856
90832,"Cardamoms, crushed or ground",0,0,0,0,0,0,0,0,0,,,0,0,2,1,25,3,1,0,2,1,,0,0,0,0,0,0,0,0,0,94
100210,Rye seed for sowing,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,3,0,0,0,0,0,2
110311,Groats and meal of wheat,0,0,0,0,0,0,0,0,0,,,9,24,18,44,12,16,16,14,7,5,,1,0,1,3,0,5,19,21,23,134
110422,"Hulled, pearled, sliced, kibbled or otherwise worked oat grains (excluding rolled, flaked, ...",0,0,0,0,0,0,23,0,0,,,692,388,696,616,226,380,442,515,397,504,,12,4,266,84,208,128,160,40,34,19
110510,"Flour, meal and powder of potatoes",0,0,0,0,0,0,0,0,0,,,59,60,61,36,52,70,87,91,132,141,,2083,1727,1366,700,269,351,168,194,323,3
110520,"Flakes, granules and pellets of potatoes",0,0,0,0,0,0,0,0,0,,,80,2,2,5,5,2,5,1,5,0,,872,1815,2369,1272,2104,2520,2812,2264,2220,1700
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",4,1,8,7,11,27,50,4,0,,,863,1615,870,732,499,629,1107,1364,1314,2479,,117,74,140,679,2146,663,448,220,377,247
110710,Malt (excluding roasted),0,0,0,0,0,0,0,0,0,,,0,0,0,1,6,0,0,39,0,0,,133049,136216,143467,135745,128088,116885,128272,195138,174310,149367
110812,Maize starch,5,1,1,1,0,0,0,0,0,,,235,267,160,102,63,112,107,121,124,42,,4548,5223,5980,6366,7043,7145,23086,18894,24298,26809
110900,"Wheat gluten, whether or not dried",8,0,0,0,0,0,0,0,0,,,674,660,672,462,418,514,566,595,561,571,,10913,13782,20339,15604,20785,21791,27749,15206,16145,22466
120190,"Soya beans, whether or not broken (excluding seed for sowing)",26,14,0,0,0,0,0,0,0,,,0,8,126,153,87,262,252,248,131,95,,780165,784152,873284,764996,661011,707854,771016,686059,772103,1007666
120242,"Groundnuts, shelled, whether or not broken (excluding seed for sowing, roasted or otherwise ...",177,0,0,0,0,0,0,0,0,,,0,15,33,53,48,71,62,41,78,145,,3227,8124,20505,18726,19199,21765,39635,105050,136590,132268
120710,Palm nuts and kernels,0,0,0,0,0,0,0,0,0,,,0,0,4,2,0,0,0,0,0,0,,10,0,0,0,0,0,11,4,0,1726
120921,Alfalfa seed for sowing,0,0,0,0,0,0,0,0,0,,,1,2,26,23,18,162,60,13,5,9,,0,0,0,1,3,3,0,0,0,36
120925,"Ryegrass """"Lolium multiflorum lam., Lolium perenne L."""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,,,72,0,0,0,0,0,0,0,0,0,,0,0,0,0,10,5,7,3,3,
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",345,776,799,964,937,597,505,489,281,,,12830,15128,15098,14111,15896,17322,17263,21063,20966,24235,,17261,18912,18260,17844,17407,10356,20038,15029,7715,2146
121291,"Sugar beet, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
130219,"Vegetable saps and extracts (excluding liquorice, hops and opium)",329,9,3,0,5,0,30,45,543,,,7572,7894,6668,7292,6768,4379,7615,5827,7256,7879,,5755,5613,8661,10427,11255,13537,13967,15935,18099,20378
150290,"Fats of bovine animals, sheep or goats (excluding tallow, oleostearin and oleo-oil)",0,0,0,0,2,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,,36,0,0,0,3,0,4,0,24,131
150300,"Lard stearin, lard oil, oleostearin, oleo-oil and tallow oil (excluding emulsified, mixed or ...",0,0,0,0,7,0,4,0,0,,,5954,4096,1876,3,0,0,0,0,0,0,,0,0,5,4,13,13,51,13,0,15
150420,"Fats and oils of fish and their fractions, whether or not refined (excluding liver oils and ...",0,0,0,0,3,3,0,0,0,,,99,25,62,114,454,84,98,61,4,0,,23703,22092,24367,20878,28987,28464,23855,22726,24353,25542
150500,"Wool grease and fatty substances derived therefrom, incl. lanolin",0,8,6,0,0,0,0,6,0,,,1776,947,956,956,848,648,296,601,434,166,,237,356,210,192,255,362,253,288,281,281
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",0,0,0,0,0,0,0,0,0,,,444,363,364,2,3,0,1,0,0,6,,15,73,418,1039,1661,1187,732,276,314,1318
151311,Crude coconut oil,0,0,0,0,0,0,0,0,0,,,0,2,6,43,17,10,80,11,7,4,,0,2,279,5,3,0,1,6,0,41
151499,"High erucic acid rape or colza oil """"fixed oil which has an erucic acid content of >= 2%"""", ...""",0,0,0,0,0,0,0,0,0,,,619,534,33,33,27,26,21,42,168,128,,639,323,222,14,77,319,352,356,412,321
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",40,15,0,0,2,1,0,0,0,,,286,376,276,217,208,255,173,127,171,250,,917,743,778,577,565,560,569,601,575,1042
151590,"Fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,1,1,1,1,,,2463,2196,2858,2419,1161,1327,991,2023,910,890,,2769,1913,478,399,507,968,956,1188,1514,3881
152110,"Vegetable waxes, whether or not refined or coloured (excluding triglycerides)",0,0,18,0,0,42,1,1,0,,,1397,469,696,664,323,203,69,46,30,13,,6129,6151,6277,4484,3597,4928,6139,4810,7600,1268
160239,"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ...",0,0,0,0,0,0,0,0,0,,,190,167,192,77,65,97,152,125,211,456,,84,76,300,668,1194,1517,1796,980,522,1382
160242,"Prepared or preserved shoulders and cuts thereof, of swine",0,0,0,0,0,0,0,0,0,,,210,158,148,135,92,58,74,51,51,34,,54,28,34,0,33,57,23,55,83,70
160250,"Prepared or preserved meat or offal of bovine animals (excluding sausages and similar products, ...",0,0,0,0,0,0,0,0,0,,,1346,1483,1675,1425,1319,1117,1918,2998,4835,6813,,284,132,352,145,196,177,191,207,171,6634
160419,"Prepared or preserved fish, whole or in pieces (excluding minced, merely smoked, and salmon, ...""",0,0,0,0,30,1,0,0,0,,,24894,10243,3686,3530,3707,3662,3313,4072,5312,4665,,3267,1153,463,3700,3528,4122,249,575,819,1626
160420,Prepared or preserved fish (excluding whole or in pieces),24,32,47,32,23,0,0,7,0,,,36121,40002,41304,35790,38429,39772,43971,47984,48755,60466,,739,960,1701,3049,2512,4284,5074,6308,8834,18888
160521,"Shrimps and prawns, prepared or preserved, not in airtight containers (excluding smoked)",0,0,0,0,0,0,0,0,0,,,0,33,2199,3966,5843,7308,6508,4646,3430,4247,,2569,377,5806,5074,3531,4874,175,153,339,2346
160552,"Scallops, incl. queen scallops, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,,,0,8,310,120,521,279,113,99,85,113,,0,0,7,7,128,889,1001,779,287,222
160557,"Abalone, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,7,0,,,0,2222,12497,13014,12198,14763,17730,9568,8328,10396,,648,34,17,3,173,0,62,113,105,1422
170219,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",0,2,0,0,0,0,0,0,0,,,520,423,339,440,404,565,451,293,450,848,,7146,4646,6266,9534,13920,6436,6654,5217,6153,7219
170230,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,5,17,32,45,91,,,197,8,7,41,46,38,78,229,377,592,,22116,25532,26370,29048,27349,29447,31115,30138,35538,49088
190230,"Pasta, cooked or otherwise prepared (excluding stuffed)",34,14,14,16,31,18,21,44,49,,,49664,61177,63001,64112,67142,69137,83205,79328,98019,86572,,4864,5510,6844,8653,13779,21095,23475,26510,28891,42424
190531,Sweet biscuits,15,180,453,614,735,656,930,1150,974,,,24434,29875,30328,27096,24516,30006,33144,34166,30445,22866,,40766,43539,63756,63009,73898,73536,92376,100799,74289,91600
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",62,297,493,874,1523,2082,2878,3310,2600,,,109797,122810,125292,139539,139009,151508,155442,158163,161939,192284,,10673,21247,18895,18256,24594,28471,46658,59031,62525,97756
200190,"Vegetables, fruit, nuts and other edible parts of plants, prepared or preserved by vinegar ...",1,2,5,3,0,0,0,1,0,,,3727,2594,1522,1158,1146,1122,1166,1313,1589,1800,,58,129,63,246,237,412,453,647,718,24356
200580,"Sweetcorn """"Zea Mays var. Saccharata"""", prepared or preserved otherwise than by vinegar or ...""",0,0,0,0,0,0,0,0,0,,,38,23,44,34,72,54,40,19,15,21,,215,203,246,332,438,592,976,1043,804,818
200870,"Peaches, incl. nectarines, prepared or preserved, whether or not containing added sugar or ...",0,0,0,0,0,3,3,0,45,,,8,14,21,11,43,8,7,14,33,360,,67,68,201,1275,3349,4298,6257,9697,8881,6087
200891,"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,5,0,0,0,0,,0,0,0,0,0,0,0,0,0,
200961,"Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20¡ÆC, whether or not containing ...",4,4,5,1,0,0,0,0,0,,,67,296,106,326,162,68,63,121,86,9,,45,206,159,179,237,203,181,276,406,73
210320,Tomato ketchup and other tomato sauces,0,0,0,0,0,0,0,0,0,,,432,390,342,457,513,420,397,211,481,705,,2031,2370,2953,3308,3489,5914,6195,5886,5010,3538
220430,"Grape must, of an actual alcoholic strength of > 0,5% vol (excluding grape must whose fermentation ...",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,17,6,0,0,0,5,1,3,0,512
220720,Denatured ethyl alcohol and other spirits of any strength,37,153,151,42,55,46,4,11,0,,,117,106,261,192,121,94,101,85,345,48,,1263,526,634,539,807,12035,31169,31589,39731,22289
230210,"Bran, sharps and other residues of maize """"corn"""", whether or not in the form of pellets, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,,3766,5761,11962,24616,41101,237,35841,24783,21548,4182
230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...",0,0,0,0,0,0,0,0,224,,,17,39,328,346,378,366,364,299,980,2868,,372,3287,0,1,0,0,6,1,250,110
230500,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,,,1,2,4,1,0,0,0,0,0,0,,1265,1833,1600,1609,1205,202,1628,271,314,3207
230620,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,,,0,0,0,2,0,0,0,0,0,0,,0,8,10,10,11,249,30,22,22,26
230649,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,91776,103871,89328,70478,73894,77649,89115,70126,67217,35528
230690,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,1,0,0,0,2,0,14,0,,,37,46,74,202,314,194,50,181,464,623,,10763,45502,33228,36539,33566,43574,58766,35938,79679,83642
240220,"Cigarettes, containing tobacco",0,0,0,0,0,0,0,0,0,,,46561,37689,59608,59079,85239,101909,137472,137464,122926,201632,,3318,1889,1574,1687,1545,29,380,12,63,678150
240391,"Tobacco, """"homogenised"""" or """"reconstituted"""" from finely-chopped tobacco leaves, tobacco ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,59,1,26,2348,0,,1688,2317,2221,2325,3048,2853,1770,3738,1357,1444
251720,"Macadam of slag, dross or similar industrial waste, whether or not incorporating pebbles, gravel, ...",0,0,0,0,0,0,0,0,0,,,3,12,0,0,244,11,0,0,0,0,,0,1,0,51,227,264,111,91,467,279
252520,Mica powder,19,18,7,4,11,23,16,1,1,,,1130,1101,835,812,883,688,842,738,249,253,,494,711,1874,3367,2008,1125,816,902,884,1457
252922,Fluorspar containing by weight > 97% calcium fluoride,0,0,0,8,1,2,68,2,2,,,91,34,14,16,136,163,10,17,17,31,,35,15,7,8,63,94,134,2,5,6
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",886,1611,1307,792,286,230,386,543,231,,,8222,6023,6699,5411,4123,4718,5391,4580,4050,4783,,7425,7890,10392,9576,11418,11863,13300,12471,13612,11840
261590,"Niobium, tantalum or vanadium ores and concentrates",14,10,6,4,5,7,7,19,5,,,219,191,256,170,147,199,158,31,60,34,,42,157,273,14,7,401,4325,11578,3932,5364
262019,"Slag, ash and residues containing mainly zinc (excluding hard zinc spelter)",0,0,0,0,0,0,0,0,0,,,34728,33284,42101,32555,30847,43613,62673,43484,31454,48091,,37,28,2,0,1,0,1,3,19,
270111,"Anthracite, whether or not pulverised, non-agglomerated",0,6,42,12,0,0,0,0,0,,,595,779,1065,364,467,532,797,654,697,539,,2405,280,13198,162370,324959,140975,251089,547066,510530,56398
270220,Agglomerated lignite (excluding jet),0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,108,71,0,1,0,0,3,3,
270500,"Coal gas, water gas, producer gas, lean gas and similar gases (excluding petroleum gases and ...",0,0,0,0,0,0,0,0,0,,,0,8,0,0,2,2,1,0,0,0,,0,0,3,1,0,0,0,0,0,2
270730,"Xylol """"xylenes"""" containing > 50% of xylenes (excluding chemically defined)""""",468,254,397,571,551,532,600,770,881,,,67057,60600,228290,134771,118535,136813,194809,170890,158180,183618,,1541,6165,13502,4837,4901,3533,4953,5476,6674,12082
270900,"Petroleum oils and oils obtained from bituminous minerals, crude",17,28,26,21,16,18,10,0,0,,,0,0,0,0,0,0,0,0,0,0,,647525,1123084,516237,99388,202682,645539,2914298,3809033,3840252,311031
271091,"Waste oils containing polychlorinated biphenyls [PCBs], polychlorinated terphenyls [PCTs] or ...",0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,
271220,"Paraffin wax containing < 0,75% by weight of oil",0,1,1,11,11,12,16,138,193,,,18241,47981,40898,16180,2519,2706,27455,84914,46175,38273,,6172,9866,10659,12587,12672,15716,15680,21689,24904,74310
280512,Calcium,17,12,0,0,6,0,0,0,4,,,36,8,7,2,0,9,0,5,4,12,,119,176,117,155,207,222,158,188,999,301
281212,Phosphorus oxychloride,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,441,349,272,3,0,,0,0,0,0,0,0,244,282,1023,880
281290,Halides and halide oxides of non-metals (excluding chlorides and chloride oxides),0,120,502,652,1301,1587,0,0,0,,,1288,531,247,1659,10626,8334,5531,5529,6280,10241,,20,718,1111,1190,1809,2831,162,278,373,298
282120,Earth colours containing >= 70% by weight of combined iron evaluated as Fe2O3,11,7,3,0,0,9,0,0,0,,,12,21,3,4,7,11,5,1,4,6,,368,278,309,188,184,286,400,361,99,60
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,29,45,26,49,0,0,79,32,2,,,9842,11566,10511,8939,7370,13237,26854,8925,10253,26639,,763,555,1009,847,930,1287,2598,1907,1514,1359
282520,Lithium oxide and hydroxide,1,0,0,0,0,0,0,0,0,,,24,1,3,290,4,0,2,128,0,9,,220,202,395,180,447,512,515,381,149,193
282580,Antimony oxides,92,206,214,171,217,279,488,614,227,,,1206,1480,1285,1032,913,720,782,680,591,974,,1387,2678,3208,2344,2748,5616,4535,5489,5508,4378
282731,Magnesium chloride,0,3,18,15,18,34,2,12,15,,,17,9,43,21,26,3,25,23,30,47,,431,931,871,882,806,1417,1829,1749,2261,11651
283325,Sulphates of copper,5359,4316,5042,4718,5212,4483,6050,6415,6771,,,87568,89042,89424,73726,56702,73803,94438,70632,73419,113085,,16184,16317,15316,13751,13445,14053,16370,13525,14004,17788
283330,Alums,0,0,1,37,41,53,49,55,0,,,3963,2516,2084,1634,1983,1598,1886,1417,472,559,,137,237,200,116,218,294,157,142,129,90
