Product code,Product label,Viet Nam's imports from India-Value in 2012,Viet Nam's imports from India-Value in 2013,Viet Nam's imports from India-Value in 2014,Viet Nam's imports from India-Value in 2015,Viet Nam's imports from India-Value in 2016,Viet Nam's imports from India-Value in 2017,Viet Nam's imports from India-Value in 2018,Viet Nam's imports from India-Value in 2019,Viet Nam's imports from India-Value in 2020,Viet Nam's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",0,6,7,0,1,0,0,13,0,,,73189,91645,159279,130509,85135,50572,66297,71263,52980,124460,,99,338,287,271,421,256,231,225,180,990
620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,0,2,0,0,0,3,0,0,,,30167,30039,22436,19635,17609,15388,13477,8002,6657,10544,,71,231,195,239,202,360,345,421,365,488
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",8,6,0,6,2,2,6,36,8,,,37435,37608,36815,36437,46043,68011,33092,28196,23564,31128,,439,781,1119,1666,1912,1772,3082,3789,2798,20397
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,2,1,4,1,0,0,0,0,,,73471,87320,133218,170117,72270,60813,101375,65027,41556,51148,,0,35,44,120,31,31,39,24,53,342
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",16,25,20,23,21,12,18,10,15,,,13511,15742,19147,18886,30893,19864,16074,17552,15657,18306,,748,957,935,1314,1154,1027,1042,864,1113,843
620441,Women's or girls' dresses of wool or fine animal hair (excluding knitted or crocheted and  ...,0,0,0,0,0,0,0,0,0,,,7749,8323,7967,17339,7902,2910,2360,2509,1984,3139,,77,138,148,151,183,93,281,301,265,632
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),3,9,25,45,94,125,113,244,150,,,350290,490076,483787,563964,516860,599852,566844,664626,484286,558154,,404,903,791,971,1620,1947,3883,4688,4087,28545
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,3,0,0,0,1,0,1,0,0,,,3318,6220,3680,8362,8232,7257,6293,7374,10803,9380,,185,37,92,49,73,52,243,106,186,2716
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,0,0,0,0,0,0,0,0,0,,,477,290,539,2134,8954,9315,4665,2399,2539,3585,,14,1,0,12,2,0,4,0,1,
620822,"Women's or girls' nightdresses and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,1,2,2,1,0,,,21563,25612,31679,45148,84532,63730,35440,43082,28922,43807,,1,3,0,18,14,13,34,57,230,4086
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,11,1,0,1,1,0,0,3,2,,,29284,42960,58683,41853,50117,53931,52409,36780,35139,51884,,187,220,75,3359,465,632,511,124,195,207
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,,,286,215,384,393,218,169,778,817,71,82,,878,561,560,856,868,557,760,851,778,730
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",0,17,45,93,291,50,2,2,22,,,14042,9703,14942,10824,10556,9609,7903,9247,6861,5441,,86891,93691,99126,90649,71898,68325,71785,57483,39795,249775
630110,Electric blankets of all types of textile materials,0,0,0,0,0,0,0,0,0,,,42,106,40,150,87,37,65,120,63,195,,88,81,8,45,51,26,102,99,86,2597
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",0,0,0,0,0,0,0,36,0,,,24052,35004,49432,41286,31888,31703,31801,26401,24831,41446,,154,379,520,729,755,1288,1391,2159,2246,117998
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",0,0,1,0,2,0,0,1,0,,,1897,8199,8791,8629,7422,7030,6269,4142,7709,16817,,89,53,76,74,224,255,1242,4717,2480,17805
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",0,0,2,0,0,0,0,1,2,,,15741,8958,12559,16680,22803,28390,33589,16619,20603,55024,,40,233,127,411,114,322,378,1024,1186,279
630253,Table linen of man-made fibres (excluding knitted or crocheted),0,0,0,0,0,0,0,5,0,,,3567,1897,1738,2393,1308,1311,914,2526,2003,1497,,301,367,325,198,347,324,446,514,72,1492
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,27,,,838,511,679,439,298,279,566,1298,1923,4232,,159,929,37,69,156,147,159,184,184,1985
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,0,0,0,0,0,0,0,,,886,663,1019,2800,1188,1185,1532,880,784,2055,,0,0,2,1,3,53,0,1427,1666,192
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",0,1,0,31,31,4,0,0,1,,,659887,684533,595325,587346,631271,701771,733747,729104,679906,1272326,,46,16,17,52,117,237,524,304,175,1039
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",0,0,0,1,0,0,0,0,0,,,881,1050,882,804,614,340,463,171,156,162,,2,0,25,54,57,193,201,260,583,2414
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",0,0,0,0,0,0,0,0,0,,,215,128,75,52,89,38,21,480,166,564,,16,36,80,97,195,473,380,350,314,2135
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",0,4,6,1,6,7,0,4,0,,,743,1285,1538,605,308,632,6462,4359,1757,839,,572,761,4563,4804,5708,6058,12529,13329,23979,1626
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",0,0,0,0,0,0,0,0,0,,,18343,48506,88570,52194,35187,42837,34905,45257,7249,4616,,0,30,0,12,0,181,0,0,0,1
640219,Sports footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear ...,35,0,2,1,28,1,187,582,392,,,14162,24068,46458,68012,67199,96188,101742,118667,46685,40432,,675,819,1969,3706,6638,6284,7103,7611,6720,8870
640399,"Footwear with outer soles of rubber, plastics or composition leather, with uppers of leather ...",144,154,203,561,850,749,755,794,466,,,200959,233983,257622,257312,221771,285951,298605,310833,244292,319196,,10361,12925,14187,18322,21563,22055,16503,19059,13868,48867
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",0,0,0,1,4,1,0,0,0,,,493,1353,1414,1047,1563,2662,11772,6760,4903,5346,,194,278,1375,594,448,519,914,1216,1386,3262
640590,"Footwear with outer soles of rubber or plastics, with uppers other than rubber, plastics, leather ...",11,1,4,9,17,50,31,15,4,,,3617,5564,7195,16872,9180,9697,17374,10068,6470,7019,,2716,3379,8305,11939,7604,9794,10715,10971,11469,8274
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),18,6,0,0,0,97,32,16,11,,,242134,333515,369347,292214,283382,317882,326149,270501,203847,236068,,32308,70588,57307,92036,182779,258629,200547,179369,225872,279684
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",139,225,140,219,225,399,642,0,1,,,44,113,23,156,60,54,103,766,156,176,,389,463,584,803,802,549,1012,775,689,1547
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",0,0,0,0,0,0,0,0,0,,,417,1579,1369,1169,1208,632,53,507,1600,2703,,21,21,0,1,1,13,99,85,439,2536
680421,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",53,49,22,102,116,129,270,314,212,,,4040,13061,14405,16571,17864,18881,23984,18845,18386,25450,,12903,11304,14714,14610,15315,19212,23436,21973,22487,36339
681140,"Articles of asbestos-cement, cellulose fibre-cement or the like, containing asbestos",0,0,0,0,0,0,0,0,0,,,3268,3690,4670,3070,1461,807,560,534,675,379,,904,231,52,21,73,43,120,280,70,1718
681182,"Sheets, panels, paving, tiles and similar articles, of cellulose fibre-cement or the like, ...",0,0,0,0,0,4,4,0,0,,,13775,17548,27917,32860,17409,14127,12900,17548,17543,21605,,8985,7529,7363,19507,25958,25137,31925,31530,27208,22006
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",1,0,0,13,59,12,87,69,49,,,7315,3107,3227,5741,7730,8444,8233,6501,5036,6204,,1779,1607,1686,1795,1780,1377,1762,1640,1304,2938
681381,"Brake linings and pads, with a basis of mineral substances or cellulose, whether or not combined ...",0,1,0,0,1,8,1,17,1,,,43339,51457,46611,40019,43055,48429,48674,53947,47144,63951,,1809,1673,1781,2198,2936,2498,2607,2242,2225,2118
690390,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",33,33,72,337,197,423,278,41,247,,,26573,29512,28497,30507,34732,33808,20366,15195,17770,23628,,11840,6841,10246,8891,10051,9535,10281,10910,11737,23463
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",0,0,0,0,0,0,0,1,0,,,4489,5233,8177,7387,9205,11420,35656,17386,16744,25973,,642,419,516,872,1745,4558,9823,7697,6759,21016
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",0,0,0,0,0,0,0,0,0,,,96,190,145,110,138,301,133,54,204,250,,122,284,204,147,279,306,142,65,13,87
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",0,1,15,2,6,5,57,78,257,,,7045,9072,7606,7327,8711,12527,23524,20100,18452,24599,,5631,7453,9224,11898,15055,13285,15555,16963,15020,10195
700910,"Rear-view mirrors, whether or not framed, for vehicles",21,56,70,135,193,369,969,1209,1575,,,14815,18627,15330,11293,10675,11240,14042,17898,15817,17658,,5431,5933,7590,11200,16264,14422,18097,23027,22321,27098
701391,"Glassware, of lead crystal, of a kind used for toilet, office, indoor decoration or similar ...",0,0,0,0,0,0,0,0,0,,,62,30,20,17,20,85,167,238,131,189,,252,186,471,484,238,176,568,916,1032,8464
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",56,20,41,76,63,93,95,64,103,,,11518,13884,15516,16994,16456,17716,19868,22487,21066,24301,,2892,2694,2662,3038,3645,3559,4705,4851,4263,2432
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",1,0,0,0,0,0,0,0,0,,,2286,3897,2729,1917,2051,2056,2688,3239,1472,2042,,405,771,1055,1987,1198,1404,1247,1470,2713,3647
710420,"Precious and semi-precious stones, synthetic or reconstructed, unworked or simply sawn or roughly ...",0,0,0,0,0,0,0,0,0,,,291,9503,2819,10291,6298,2601,1980,629,36774,63375,,37,51,85,243,162,178,262,57,94,578
711029,Palladium in semi-manufactured forms,0,0,0,0,0,1,0,0,0,,,339,722,525,203,288,4703,8467,8796,2369,1916,,79,95,104,50,60,73,128,245,157,915
711049,"Iridium, osmium and ruthenium, in semi-manufactured forms",0,0,0,0,0,0,0,0,0,,,20,0,10,5,1281,5,0,10,0,7,,22,14,7,8,12,163,510,421,256,129
711311,"Articles of jewellery and parts thereof, of silver, whether or not plated or clad with other ...",0,1,0,0,2,2,56,63,47,,,923994,1029908,1864719,2598714,3347527,4394702,826466,1188230,1979404,2122107,,1962,984,1083,2545,4108,4755,5756,5749,6926,8797
711620,"Articles of precious or semi-precious stones """"natural, synthetic or reconstructed"""", n.e.s.""""",22,25,41,26,15,161,88,14,14,,,4517,8984,5143,5126,8713,16704,25822,27527,19165,41659,,1583,810,1316,1042,1255,1111,856,769,795,7384
711810,"Coin (excluding legal tender, gold coins, medals, jewellery made from coins, collectors' items ...",0,0,0,0,0,0,0,0,0,,,2324,49,44,70,5077,1327,734,972,1415,1749,,0,0,5,0,6,0,12,2,8,7
720299,"Ferro-alloys (excluding ferro-manganese, ferro-silicon, ferro-silico-manganese, ferro-chromium, ...",0,57,158,0,0,0,8,9,13,,,28053,52771,34827,28672,25372,23095,21482,29373,13137,19696,,2035,754,2883,4803,18415,52829,63322,44353,23640,35882
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",0,0,3,3,2,144,9,7,7,,,4705,1703,1350,817,676,4864,9344,46433,123113,252272,,9900,8557,12969,14322,20622,14297,9564,9744,10208,15443
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",0,0,0,0,0,0,0,0,0,,,1997,747,74,6762,37387,20762,248,125,47,853,,1150,970,1023,1382,116,61,119,65,156,1107
720720,"Semi-finished products of iron or non-alloy steel containing, by weight, >= 0,25% of carbon",1,6,8,0,0,0,0,0,0,,,5840,5395,4691,2150,595,790,3416,1611,23000,41013,,242315,161495,140559,330442,170353,16340,36882,37395,530,2017
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,,,140161,164747,115642,23792,18667,40608,7917,17077,13843,43638,,9049,9191,7963,5758,5829,11597,10936,7565,5638,9391
720836,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,4357,801,19124,16384,,,132828,85787,56260,21588,51665,125884,65615,81639,65689,156122,,45585,40705,51314,25464,40232,28462,57481,79460,62128,59217
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,,,10433,14851,10274,5834,2238,4189,2816,3137,899,1227,,1208,730,731,873,1342,2227,1253,996,642,2413
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",152,191,1,43,0,0,0,0,0,,,1793,2396,1175,401,539,1865,8138,9666,20038,115054,,29159,28100,57660,27706,15445,34608,38472,18545,16824,18450
721129,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",0,45,0,0,0,46,164,80,80,,,21253,29090,30559,27026,23390,24631,18653,14187,11718,21915,,20931,10571,11592,11418,13198,19783,21900,20037,20449,24620
721410,"Bars and rods, of iron or non-alloy steel, not further worked than forged (excluding in irregularly ...",0,3,0,0,0,0,0,0,0,,,15775,15225,28622,15533,29263,20605,16323,5765,3484,19563,,5209,10569,9068,8160,5158,6373,9230,6944,4357,3018
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,0,0,0,0,0,0,0,,,589,511,829,342,39,258,260,386,422,947,,290,509,641,876,100,377,190,347,135,1434
721621,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,47,0,0,1,0,0,0,,,541,1664,1484,1730,4403,11794,19438,14704,16495,14844,,2021,2237,1660,1834,1404,1325,1999,1652,1326,3469
721661,"Angles, shapes and sections, of iron or non-alloy steel, from flat-rolled products simply cold-formed ...",0,0,0,0,0,0,0,0,0,,,24,21,32,27,8,55,4276,76,303,1138,,28,111,14,4,0,0,81,230,137,716
721913,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",4875,6124,3322,363,857,1745,551,79,44,,,81761,58100,57687,41780,50366,65055,52767,29769,13179,39644,,333890,258461,317638,324228,333097,446867,570982,558706,520247,726196
721931,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than ...""",0,33,27,0,53,0,0,0,0,,,1869,2815,1611,2329,2799,6985,5661,5512,5728,12095,,8009,5413,6206,6732,7404,6392,11205,8882,6493,9422
722592,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,,,656,1660,16565,36678,47647,20452,7957,1754,11568,3672,,2123,5340,11510,12792,9967,22431,24114,22289,22046,27653
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",2,0,2,0,2,0,0,7,0,,,6706,5051,2577,6184,5064,4716,6052,5940,5732,9297,,16491,12063,7899,7062,6328,7411,3767,1892,6930,19763
730120,"Angles, shapes and sections, of iron or steel, welded",0,63,0,0,0,0,4,0,0,,,4811,5865,4187,4617,5476,4570,6722,6688,5937,9908,,1987,1671,1658,947,547,393,882,1460,210,304
730721,Flanges of stainless steel (excluding cast products),800,23,78,124,83,20,562,53,143,,,170047,155545,164697,150492,143488,165818,216467,203009,132676,190290,,5944,7805,8670,16277,18022,9484,11538,11074,25207,11381
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",4,20,2096,3989,4809,1328,834,895,279,,,12959,14173,18922,15029,12236,18508,23165,43635,48092,70557,,13885,10937,15237,22818,22655,21775,17259,16136,16908,6896
731210,"Stranded wire, ropes and cables, of iron or steel (excluding electrically insulated products ...",2067,2169,2127,1857,539,701,866,913,935,,,91799,107647,101792,66350,58571,70118,104801,104892,90841,127841,,74408,72985,97699,122253,115362,131749,162367,157270,167426,214922
731412,"Endless bands of stainless steel wire, for machinery",11,8,4,0,3,9,24,27,6,,,1114,1177,950,1660,1344,864,1040,1205,1328,1381,,1099,1290,586,1452,707,740,982,1417,870,500
731811,Coach screws of iron or steel,8,0,0,1,1,0,0,0,0,,,37704,17494,5078,5784,4131,5265,10447,10148,8227,14388,,986,1159,1351,1125,1440,1087,1210,1612,2027,2212
731816,Nuts of iron or steel,48,32,39,22,34,61,68,137,155,,,119077,282476,473504,84167,59965,61869,70336,70727,55056,88202,,31836,37744,38805,50280,54831,56015,70409,75520,81247,114060
732112,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,,,1064,1922,3614,3437,2345,1734,2087,1665,1679,2489,,162,377,144,138,168,81,188,33,7,71
732190,"Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.",0,0,0,0,3,0,0,0,0,,,4458,2494,3279,1794,1436,2382,3125,2329,1846,1830,,6363,5211,3246,3845,4450,4216,3839,3779,3786,31967
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",0,0,1,0,0,3,3,3,9,,,4858,8091,6643,5836,5579,4552,3399,3569,3232,4536,,8293,14115,15160,10123,12537,15700,15256,16318,18769,64083
740610,"Copper powders, of non-lamellar structure (excluding grains of copper)",23,23,0,42,30,0,0,0,12,,,3302,3676,3014,1976,1802,3067,4024,3307,2159,3545,,528,1099,1542,1801,1885,2293,2483,1759,2052,5236
740620,"Copper powders, of lamellar structure, and flakes of copper (excluding grains of copper and ...",15,21,17,28,35,86,120,92,124,,,1065,1299,1215,1006,1168,1433,1739,1517,341,903,,1723,1735,1458,1397,1600,1929,1861,1805,1746,1784
740721,"Bars, rods and profiles, of copper-zinc base alloys """"brass"""", n.e.s.""""",76,32,0,95,321,0,1,5,10,,,14129,12268,8997,7963,6011,10329,10513,9011,6780,14980,,16632,17900,16991,23780,30511,40157,49324,41277,36534,83114
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",39,13,26,102,50,113,59,41,10,,,8257,9050,9194,12534,12130,20457,28214,27092,31594,52438,,8874,10390,10769,12523,13808,15552,18335,17423,18996,28513
741300,"Stranded wire, cables, plaited bands and the like, of copper (excluding electrically insulated ...",28,4,4,4,0,0,3,219,0,,,13188,9972,9860,10431,10914,7410,12664,7780,8781,8232,,112828,119820,128332,111121,92752,13071,12246,12742,15895,19564
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,0,1,7,1,7,3,1,,,0,2758,6341,7589,30243,7114,10414,11993,10480,14714,,1290,282,269,282,279,726,797,788,831,558
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",0,0,0,1,0,0,3,2,39,,,46550,57695,48966,34743,33538,22473,17725,19425,20952,32632,,3365,5011,5765,9391,10169,12319,11156,12318,10053,5657
741999,"Articles of copper, n.e.s.",170,196,194,153,204,396,583,636,590,,,276686,402635,553138,436552,490248,480285,306795,284632,248806,336744,,79561,81336,91389,98408,116910,140024,163418,204166,225266,73686
750720,"Tube or pipe fittings, of nickel",0,1,23,0,0,1,0,0,0,,,1766,1299,4292,1322,1096,1152,2563,2217,1085,889,,106,197,327,56,29,17,34,292,267,481
750890,"Articles of nickel, n.e.s.",0,2,3,2,6,8,4,2,16,,,25924,5752,4808,3704,3684,4447,6793,6145,8250,8645,,2386,2354,12772,3913,4781,10154,12879,9322,10432,7419
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",0,0,0,0,0,0,186,5971,12107,,,40865,26406,21061,25480,18902,37411,60994,107235,192193,311495,,2694,2316,3391,4407,2113,8101,20149,39830,52738,76374
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,2,8,10,43,87,56,187,,,5777,8984,7928,9962,9894,9156,11805,9618,12154,14247,,3598,4849,6397,5699,5704,7707,6753,8255,18085,24117
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),2,52,24,37,43,8,39,43,6,,,2197,1248,1190,731,1125,964,611,531,359,817,,4237,7153,8335,8110,5193,4988,4998,19351,9739,7484
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,0,0,0,0,0,,,12946,12310,11663,13321,14184,15222,15090,16426,13722,16990,,263,333,203,7,14,7,389,13,6,1882
761290,"Casks, drums, cans, boxes and similar containers, incl. rigid tubular containers, of aluminium, ...",264,357,343,436,431,454,422,367,339,,,32097,30698,38852,38830,24969,24467,34399,31110,57781,123199,,29272,21013,20946,24899,39337,43583,33132,36323,37407,24043
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,435,1094,89,1975,6080,11002,27947,30188,20531,,,23014,32231,30632,39407,36438,48993,57155,76644,63743,99908,,198351,171102,186503,134840,149085,206356,273340,277382,233397,108871
790700,"Articles of zinc, n.e.s.",124,2,4,0,1,2,29,1,0,,,8630,9134,10002,7964,8358,9761,12371,13472,10037,13810,,3528,8706,7275,6945,8564,8200,16488,21734,25669,12409
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,0,0,0,0,0,,,7667,13774,6949,1634,2468,5562,7197,2361,1830,11221,,13,0,0,0,0,0,0,0,0,713
810420,"Magnesium waste and scrap (excluding ash and residues containing magnesium, and raspings, turnings ...",0,0,0,0,0,0,0,0,0,,,99,12,0,0,9,58,291,3241,1273,9352,,0,0,0,0,0,0,0,0,0,
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,,,36,45,83,127,148,273,306,220,259,315,,3,1,3,18,0,0,0,0,0,43
810830,Titanium waste and scrap (excluding ash and residues containing titanium),0,0,0,0,0,0,0,0,0,,,1202,167,530,511,139,290,926,694,523,163,,0,0,0,2,1,1,0,0,0,
811010,Unwrought antimony; antimony powders,0,0,0,0,0,0,0,0,0,,,22046,18775,20291,14907,9998,14047,17920,13995,10744,19905,,135,1,2816,4591,4096,12,0,61,282,913
820120,"Forks, incl. pitchforks, with working parts of base metal",0,0,0,0,0,0,0,0,0,,,2107,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",0,0,0,0,0,0,0,0,0,,,12241,16210,14992,12572,9982,7607,7269,6182,6833,13225,,13,11,53,198,246,144,266,116,252,2205
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",0,0,0,0,0,1,0,0,0,,,9532,5273,1675,1359,1122,1016,1143,1515,1416,1431,,192,202,425,460,627,606,715,795,1063,7307
820299,"Saw blades, incl. toothless saw blades, of base metal (excluding bandsaw blades, circular saw ...",14,26,10,81,40,60,106,120,40,,,4570,3705,4486,3160,3069,3437,4450,4596,3409,4538,,4713,5433,4961,5169,5547,6950,8763,8962,9527,19138
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",0,0,0,0,0,0,3,0,0,,,16213,14154,11536,7696,5336,5195,5460,5746,5279,6322,,166,156,231,246,468,467,995,385,465,24244
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",11,5,76,5,6,9,14,3,9,,,63856,60511,73994,36140,28817,28183,24705,26892,25724,31062,,6572,5954,1873,2459,2818,2396,2903,2238,1864,5734
820740,"Tools for tapping or threading, interchangeable",2,17,5,33,89,83,147,204,152,,,24288,24554,26026,24322,26548,28137,26895,29825,22284,32127,,5981,5658,5910,7115,8763,9058,11128,12249,12260,10138
820770,Interchangeable tools for milling,4,0,0,2,9,7,7,3,9,,,9675,11612,11133,14056,17394,16350,22608,25005,20595,33182,,813,562,542,1923,1215,1272,1153,1107,1258,51078
821194,"Blades of base metal for table knives, pocket knives and other knives of heading 8211",0,0,2,0,0,0,2,6,0,,,476,530,496,431,228,441,2585,2137,315,163,,2042,1799,2778,3662,3403,2538,2634,2840,3402,3443
821490,"Hair clippers, butchers' or kitchen cleavers and other articles of cutlery of base metal, n.e.s.",0,0,0,0,0,0,0,0,0,,,1898,446,332,448,373,449,353,191,131,374,,867,1954,2430,1919,3433,1679,2837,3739,3524,12282
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",0,2,1,10,3,73,32,26,25,,,12216,55944,51381,38046,36032,39278,42175,43662,53249,77328,,28428,32324,35884,42682,51644,71574,88267,132426,207191,429851
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands ...",0,2,0,0,5,43,4,32,0,,,311,575,194,589,925,237,237,284,118,601,,2467,2000,1552,2310,1319,1657,1292,1650,1241,2149
830910,Crown corks of base metal,138,157,125,129,105,156,31,0,83,,,12506,12675,9636,8886,5472,6246,6790,6559,3787,5557,,2700,1211,2056,2083,1665,1740,1660,1738,1898,530
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,25,0,34,543,57,0,0,,,30530,25245,36872,31832,19350,19303,27511,18568,11311,14954,,6879,11651,16236,13738,12596,20914,11672,12883,19415,10616
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",113,0,0,0,0,0,1102,1019,204,,,25410,32083,30282,14943,17280,20738,21099,16351,10348,20249,,14665,16817,23951,30320,23511,11547,70462,19978,55685,6206
840710,"Spark-ignition reciprocating or rotary internal combustion piston engine, for aircraft",0,0,0,0,0,0,0,0,0,,,120141,472918,617937,391618,383588,557465,236175,204412,216909,107837,,24294,38643,31905,81986,80711,31643,144937,25379,8599,11674
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",49,0,192,1311,2199,740,1139,73,159,,,7659,5004,7001,1032,1241,5260,6769,6177,9658,8772,,106459,141952,139690,213710,231064,145400,116846,119835,129668,67869
841112,Turbojets of a thrust > 25 kN,0,0,0,0,0,0,0,0,0,,,16496,12281,32446,109249,97324,1537357,3179495,3128454,2593662,2288980,,0,0,28,39,0,675,8,0,0,642471
841340,Concrete pumps,2,72,0,0,9,88,129,0,112,,,8343,16918,16517,13198,15762,19511,22838,20342,12507,18159,,7904,9068,9006,10897,12355,12383,4586,4405,2475,3115
841360,"Rotary positive displacement pumps for liquids, power-driven (excluding those of subheading ...",191,169,250,1777,528,506,277,270,395,,,17180,17828,16114,16987,23679,22210,25203,29470,28684,35536,,5708,12966,6407,17277,10128,8304,9823,17213,13507,40807
