Product code,Product label,Viet Nam's imports from Germany-Value in 2012,Viet Nam's imports from Germany-Value in 2013,Viet Nam's imports from Germany-Value in 2014,Viet Nam's imports from Germany-Value in 2015,Viet Nam's imports from Germany-Value in 2016,Viet Nam's imports from Germany-Value in 2017,Viet Nam's imports from Germany-Value in 2018,Viet Nam's imports from Germany-Value in 2019,Viet Nam's imports from Germany-Value in 2020,Viet Nam's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
701959,"Woven fabrics, incl. narrow fabrics, of glass fibres, of a width of > 30 cm (excluding plain ...",14,11,65,46,66,32,14,10,38,,,164010,181556,176607,151955,166431,166761,179628,169621,154689,170553,,1920,2543,3658,4103,4225,4908,4552,7098,6239,11246
710210,"Diamonds, unsorted",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,942,1390,1993,1468,2001,2137,2218,2541,
710221,"Industrial diamonds unworked or simply sawn, cleaved or bruted",0,0,0,0,0,0,0,0,0,,,15,12,10,0,41,0,0,0,4,6,,38,155,192,202,90,92,70,126,233,5
710231,"Non-industrial diamonds unworked or simply sawn, cleaved or bruted (excluding industrial diamonds)",0,0,0,0,0,0,0,0,0,,,289,144,181,54,74,7,1579,9,12,6,,80725,118812,108423,73756,59750,57380,54540,58550,33270,21765
710691,"Silver, incl. silver plated with gold or platinum, unwrought (excluding silver in powder form)",2,14,8,143,153,35,66,47,98,,,1970685,1449900,1373985,946614,1030635,1096307,792283,879753,1300951,1428457,,28646,8942,9572,8524,8649,11616,11537,10959,12212,11781
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",0,0,0,6,5,31,28,11,25,,,692048,616497,565127,478136,468393,436483,482957,542189,646526,916359,,5642,9190,7872,10477,12919,15974,16569,20313,28356,75665
711021,"Palladium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,,,753374,901992,766742,490215,376611,729259,1205568,1798368,1824945,1600998,,1296,1373,927,1107,1264,1133,1055,1604,1323,1357
711041,"Iridium, osmium and ruthenium, unwrought or in powder form",0,0,0,0,0,0,0,0,0,,,97144,89790,75576,45238,39085,64470,133886,121534,134378,291233,,26,0,0,0,3,6,15,13,16,44
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,0,0,0,0,0,0,0,0,,,934474,554265,341950,341430,332327,271421,396625,789298,1047547,1202687,,9,20,1,5,1,8,2,126,396,696
711319,"Articles of jewellery and parts thereof, of precious metal other than silver, whether or not ...",203,395,630,715,668,875,233,197,237,,,799986,846228,791624,757508,745540,751317,779186,638426,574306,742852,,15846,14784,15401,19585,26991,30962,32604,44446,44655,91354
711719,"Imitation jewellery, of base metal, whether or not plated with precious metal (excluding cuff ...",52,90,169,196,214,380,821,719,474,,,140701,172863,183579,167351,184906,161838,310497,322520,307750,371383,,1645,1297,1320,2186,2506,5173,9473,10967,6266,16817
711890,Coin of legal tender,0,0,0,0,0,0,0,0,0,,,0,0,0,329272,428998,419418,495744,480097,670169,1069044,,0,0,0,0,0,0,0,0,0,1
720150,"Alloy pig iron and spiegeleisen, in pigs, blocks or other primary forms",0,0,0,1,1,2,0,0,0,,,56,30,32,0,0,304,0,28,98,336,,1545,778,1948,2266,3072,2204,3454,3017,2261,148
720291,Ferro-titanium and ferro-silico-titanium,1,0,0,0,0,0,0,0,0,,,25455,19724,20858,13987,9670,14327,13228,12352,8666,23072,,79,44,159,195,83,165,134,19,164,88
720293,Ferro-niobium,0,0,0,0,0,0,0,0,0,,,7378,13727,10279,14816,14627,16608,16491,14879,4622,5198,,0,78,70,117,105,1012,825,1987,3477,6008
720449,"Waste and scrap of iron or steel (excluding slag, scale and other waste of the production of ...",22451,264,0,0,6,0,0,0,0,,,2113740,1946784,1902921,1110228,1022334,1395276,1649903,1358744,1352567,2215264,,1401678,1234390,1233460,801767,863671,1381740,1866132,1603331,1581285,1983490
720529,"Powders, of pig iron, spiegeleisen, iron or non-alloy steel (excluding powders of ferro-alloys ...""",1,0,0,19,4,146,24,52,215,,,77558,77179,84379,73808,86642,100818,116236,99069,81051,95232,,4916,4307,5689,12152,19759,26406,26380,20272,17628,6213
720840,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,152,,,8106,7523,7675,5480,6367,6594,7285,5886,5311,20817,,2077,1028,1340,837,621,421,1065,1861,2501,6073
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",626,350,730,651,324,369,481,1317,74,,,1025753,676970,613028,675282,497883,530334,575885,557285,578375,652223,,108032,138260,190571,148932,133919,151723,257151,299440,322279,525321
720852,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",340,77,604,231,260,161,451,236,144,,,140162,128108,134209,111134,112625,123381,137688,121473,116105,190173,,55155,87253,82413,55321,77436,49143,59958,53597,63812,89988
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",353,283,258,42,283,3,7,0,0,,,34950,37532,41180,31022,40377,45076,45140,38815,33444,25489,,22650,27391,23983,22728,16346,21510,29158,27950,19988,15186
721011,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,,,983,492,1315,2272,1294,2089,894,1353,3694,3218,,239,1777,1692,1705,421,540,0,28,44,211
721090,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",27,0,0,0,364,343,179,0,0,,,91155,94955,78496,53882,57264,61782,65226,54023,47207,57890,,19244,29590,24840,7802,10891,10311,9006,6837,6876,38015
721250,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",1,174,95,0,0,0,0,0,8,,,125912,119452,97414,97522,112374,110575,111070,92904,77814,102932,,3030,3333,1768,2170,1207,1587,1745,1265,1516,6066
721260,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,5,0,0,0,0,0,,,58684,86111,79677,59736,51370,49806,65149,48933,34706,42833,,705,300,228,413,3516,2729,759,157,2129,102
721590,"Bars or rods, of iron or non-alloy steel, cold-formed or cold-finished and further worked or ...",99,237,48,8,0,23,8,16,2,,,22728,23495,25494,17286,16949,21407,32284,26133,21608,33298,,7333,7085,5323,7222,6062,8066,9566,6486,5442,7716
721622,"T sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or extruded, ...",0,0,0,0,0,0,0,0,0,,,1634,1673,1974,1477,1467,1297,1317,1016,1103,1484,,60,0,160,389,4,5,29,23,157,82
721631,"U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",14,60,116,12,21,312,63,104,88,,,180050,165184,176390,128419,121257,150631,174943,138106,118720,184321,,9255,6483,5130,6701,5344,7424,9445,8632,8272,14576
721650,"Sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded ...",0,1,347,53,17,3,117,453,5,,,135994,145790,145090,126801,115488,135156,170498,137863,107174,166765,,17154,8618,15683,20937,41572,22568,12470,8435,8490,12631
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",131,55,12,12,145,4,2,12,5,,,7665,6890,7594,6679,6868,7057,6829,5254,5145,11939,,42531,3959,9790,10663,3321,1875,2590,3049,2900,2019
721710,"Wire of iron or non-alloy steel, in coils, not plated or coated, whether or not polished (excluding ...",112,510,622,798,2025,3061,3529,3776,3151,,,377394,327493,335244,299944,294882,321325,354303,272156,237520,346455,,76769,69291,65787,61674,60043,69146,73133,82890,68046,116922
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",1,2,0,16,8,0,27,0,0,,,102351,103550,104988,83376,77440,91121,97278,88526,83417,109768,,25748,20223,20202,24789,24595,22884,30836,35690,51900,112973
721899,Semi-finished products of stainless steel (excluding of rectangular [other than square] cr ...,80,24,15,12,5,2,0,0,0,,,56803,45183,53949,42698,40770,43269,51040,48302,31493,37406,,9892,10414,10065,7064,7469,10265,9677,11293,6624,12451
721914,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",375,984,273,0,22,7,2,0,0,,,22639,13198,8947,3309,3590,844,4817,1066,979,3975,,30185,26541,37793,23031,32316,43314,61836,57738,56654,132269
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",0,46,468,4,272,6975,12,108,7,,,12659,9458,7104,6561,3501,3311,5207,4340,2273,1509,,3298,3209,3448,2149,2091,9841,2094,1761,3019,8343
722300,"Wire of stainless steel, in coils (excluding bars and rods)",208,136,213,23,52,117,93,109,30,,,153092,160674,161653,133121,130304,156695,174654,162541,147173,193371,,56027,53430,62605,57262,57203,75377,80323,76815,74460,50244
722519,"Flat-rolled products of silicon-electrical steel, of a width of >= 600 mm, non-grain-oriented",18,0,0,0,0,0,0,0,0,,,276864,223493,248873,215744,193825,242799,234539,193633,134511,308627,,49966,47195,46610,51342,37460,44198,57122,58630,43242,79283
722530,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",0,0,25,0,0,0,0,0,0,,,304531,197698,273675,499543,455410,567179,636129,591134,388081,589157,,446585,479213,1367870,1275278,1621025,1675438,1677588,1125218,758555,1522801
722540,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, not further ...",842,1321,1426,1423,943,1586,1888,1376,2014,,,1028405,918830,904830,603447,467360,590809,625789,632766,447276,560771,,172493,239896,433892,526768,516975,480546,560157,576371,326492,317100
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,24,114,449,43,186,302,161,25,,,55416,46243,40274,44656,50129,47571,57043,54295,51747,67408,,10951,10230,10988,13052,14013,10948,8788,11588,8671,1740
730300,"Tubes, pipes and hollow profiles, of cast iron",28,2,0,0,2,18,34,4,12,,,153316,148209,144964,126407,136970,139903,149834,128406,94716,120429,,20719,19139,26888,27892,21815,25697,37346,35358,35770,13486
730419,"Line pipe of a kind used for oil or gas pipelines, seamless, of iron or steel (excluding products ...",635,723,6182,2356,1915,1159,1360,1606,2277,,,363845,258288,259969,129184,141520,98591,103017,202384,158086,168624,,88060,67627,90858,91632,64424,51122,76459,67937,67529,48843
730449,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",145,209,324,343,198,82,205,520,276,,,203434,197651,252636,167122,142606,106334,115331,160693,140231,134181,,12122,27325,29742,18771,21062,25164,28529,22098,24104,6328
730539,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",29,2065,38,10,20,2,0,1,0,,,36271,25000,15762,10165,14016,15379,17754,22173,18648,18671,,15509,5669,4092,15541,2590,4973,7681,2564,1888,1879
730619,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of iron ...",56,113,43,87,28,24,50,48,152,,,157266,163738,160208,59419,104397,157468,281391,119627,76266,120189,,26596,18480,20889,21604,17040,28621,32665,28183,24713,16379
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excluding ...",105,926,214,312,415,800,208,3249,443,,,523607,537905,578854,453327,443532,480227,503571,496069,390019,438208,,24874,24957,23796,22512,31512,41664,39272,43493,35920,56075
730661,"Tubes and pipes and hollow profiles, welded, of square or rectangular cross-section, of iron ...",313,378,151,223,131,70,366,71,15,,,219094,230719,226498,190266,189990,217014,234110,204868,178632,287316,,6716,7016,10436,9114,11903,17458,18027,19528,15638,38456
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",3692,244,316,378,194,1079,452,97,496,,,813522,859939,893777,854694,822691,959143,1073423,928886,667299,1028740,,81002,78563,75866,78595,52999,53899,35708,49925,47704,20937
731010,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",2419,636,202,318,541,274,860,70,61,,,198224,211702,224397,178400,168107,174113,195765,178877,148831,182749,,9531,5889,8653,10704,5923,5618,5881,10268,10567,8729
731029,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",67,106,583,257,610,283,119,356,203,,,232828,258636,294649,249908,259652,264813,290609,237112,217430,253997,,18204,30880,19472,30472,11737,14120,12202,17173,18581,32717
731290,"Plaited bands, slings and the like, of iron or steel (excluding electrically insulated products)",600,585,422,660,576,537,459,277,201,,,12406,13433,15673,14008,14261,14965,15058,14056,12951,14293,,11781,13829,16269,12980,10426,9310,10624,9909,8237,8184
731512,Articulated link chain of iron or steel (excluding roller chain),390,260,271,220,288,289,347,241,693,,,180441,221552,257952,238777,249209,269208,307428,317625,251962,259416,,6485,10395,10456,11140,12188,12632,11903,9013,9739,10453
731520,"Skid chain for motor vehicles, of iron or steel",0,9,12,2,4,16,1,29,0,,,50270,41959,36199,31940,25428,31740,40095,40709,34567,39333,,545,571,201,71,454,153,65,140,47,834
731600,"Anchors, grapnels and parts thereof, of iron or steel",106,48,243,231,835,217,43,29,231,,,2879,3056,2220,1486,1453,1776,1828,1692,2316,3497,,10277,9612,9364,11439,11126,7711,4814,2348,1876,1420
732290,"Air heaters and hot-air distributors, incl. distributors which can also distribute fresh or ...",0,0,0,0,1,1,0,2,11,,,63248,56538,53362,45904,47884,48957,49350,55805,45058,47323,,366,59,390,45,164,307,535,1877,1646,1379
740313,"Copper, refined, in the form of billets",0,0,0,0,0,0,0,0,0,,,125091,130600,118143,81261,66906,86388,136682,178775,172228,320488,,13,8,6,2,9,1,4,0,0,
740400,"Waste and scrap, of copper (excluding ingots or other similar unwrought shapes, of remelted ...",0,0,0,0,0,0,0,0,2574,,,2531753,2094531,2025523,1605298,1311561,1687725,1589233,1502108,1510280,2525175,,5894,8282,15646,18260,9574,7682,1225,15133,86442,35334
741021,"Refined copper foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",0,0,0,0,0,0,10,1,5,,,48228,53131,60257,41995,41883,59217,53363,35838,33744,47066,,28283,26543,28928,36571,49822,106537,94177,99340,125300,197443
741529,"Rivets, cotters, cotter pins and the like, not threaded, of copper (excluding spring washers ...",17,2,125,57,41,66,20,63,100,,,64508,67913,70913,53977,57451,58053,63686,60269,53559,72204,,4473,3095,3472,3407,4580,7063,11365,15826,20709,6477
741533,"Screws, bolts, nuts and similar articles, threaded, of copper (other than screw hooks, ring- ...",6,1,23,14,21,25,126,203,285,,,58727,60461,63488,55495,57599,66894,75105,68996,67231,86209,,2917,2768,3044,4158,4143,6242,8588,10796,10764,12995
741539,"Screw hooks, screw rings and the like, threaded, of copper (excluding standard screws and bolts ...",34,14,31,65,131,61,81,108,219,,,55456,56296,51184,43954,47425,55021,57510,57621,61945,76666,,6605,5815,4420,7114,8315,5269,5360,8665,11778,2535
750300,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",0,0,0,0,0,0,0,0,0,,,80148,59136,85936,66167,51144,54414,67479,76676,46136,54589,,197,0,231,66,18,62,0,0,0,92
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",147,14,41,10,69,43,3,767,321,,,400094,298252,345049,402046,285254,321042,376213,370129,318925,413340,,1863,2281,1884,4808,3359,4007,2281,3751,4169,2303
750711,Tubes and pipes of non-alloy nickel,0,0,4,0,0,14,6,0,2,,,13547,8539,6088,5511,5256,7941,9330,6972,7128,6482,,3,26,24,2,55,60,126,39,118,12
760421,"Hollow profiles of aluminium alloys, n.e.s.",42,126,179,89,140,1168,371,1053,285,,,566107,579825,609308,549269,543085,650825,774727,782559,769428,935024,,7075,7202,15946,298736,475414,277043,569720,246548,151324,191595
760900,"Aluminium tube or pipe fittings (e.g., couplings, elbows, sleeves)",23,32,35,71,137,103,88,137,85,,,53294,57576,70416,64635,68246,85613,111758,97983,85542,103727,,1733,2244,1821,2170,2715,3588,6426,6697,7097,7539
761300,Aluminium containers for compressed or liquefied gas,0,0,8,0,31,30,146,49,87,,,23015,26760,33431,32560,36172,37683,44770,41441,39337,42466,,421,382,875,1025,1109,1191,1425,1575,1365,1667
761410,"Stranded wire, cables, plaited bands and the like, of aluminium, with steel core (excluding ...",0,0,0,0,0,0,0,0,0,,,5551,8943,7684,9883,2756,3103,3229,2786,4386,2211,,6069,14594,604,9828,5729,3827,4834,15303,2571,4590
810199,"Articles of tungsten, n.e.s.",1885,529,6,16,4,20,56,63,70,,,24439,23680,22044,23839,25510,25654,28577,24422,26028,29468,,8866,15492,7951,9357,10134,8956,10405,9758,8830,4474
810299,"Articles of molybdenum, n.e.s.",154,0,0,0,0,0,0,2,7,,,2657,3601,2829,3096,2924,3837,4712,5801,4372,5408,,377,898,362,470,802,359,751,503,1403,254
810390,"Articles of tantalum, n.e.s.",0,0,0,0,0,0,0,0,0,,,17349,16427,14702,12803,9458,10902,12561,12921,13476,14791,,25,1,1,24,21,42,37,41,38,20
810520,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; cobalt ...,0,0,18,16,44,8,2,0,0,,,33157,35453,35059,32730,33856,40546,49186,41957,31226,38773,,310,196,334,134,197,111,697,1691,894,2033
811212,Unwrought beryllium; beryllium powders,0,0,0,0,0,0,0,0,0,,,14,4,1,0,24,0,1,0,1,0,,0,5,5,0,0,0,0,0,0,
811221,Unwrought chromium; chromium powders,27,24,52,57,76,29,24,20,0,,,17165,12698,11369,12325,13544,15013,18151,14272,11046,16914,,66,238,187,79,117,65,146,120,100,567
811292,"Unwrought niobium """"columbium"""", gallium, indium, vanadium and germanium; powders and waste ...""",0,0,0,0,0,7,0,0,0,,,83621,56043,59362,25005,37684,47982,53148,58735,30067,36368,,37,6,10,430,423,159,230,114,62,222
820231,"Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts ...",117,115,245,184,380,276,55,6,15,,,69721,69044,72067,57190,59587,64805,69445,68584,62111,60423,,3379,2972,3376,4908,4947,5848,3410,2566,4073,13126
820559,"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.",73,92,146,297,492,408,917,366,298,,,307882,326828,356961,321898,340486,351829,388072,382065,344572,391107,,5561,4526,4544,6876,5692,5700,10481,8196,7658,38287
820560,Blowlamps and the like (excluding gas-powered blowlamps),0,0,0,0,1,0,0,0,0,,,9824,11511,12771,10532,12343,11782,13904,11495,13750,20039,,14,38,87,39,167,116,23,34,60,145
820719,"Rock-drilling or earth-boring tools, interchangeable, and parts therefor, with working parts ...",60,156,66,15,190,132,86,166,83,,,207978,200914,170792,140395,133224,107237,106207,105679,86615,103489,,8847,9237,10544,8725,6768,7181,7668,9102,10337,21601
820750,"Tools for drilling, interchangeable (excluding rock-drilling or earth-boring tools and tools ...",1193,896,815,1185,1613,1598,2401,2267,1671,,,1007660,1059439,1168178,1049928,1064632,1174315,1311174,1247226,1116052,1277409,,20339,26834,24959,27489,31537,34056,46893,51102,47260,57478
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",1228,1659,2588,1657,2151,2133,2460,2309,2250,,,252962,263437,261599,225112,237787,265081,279707,269781,266411,310537,,26245,30998,54793,132873,112315,120035,83996,63798,61935,28273
821110,Sets of assorted articles of knives of heading 8211; sets in which there is a higher number ...,8,7,7,10,1,6,48,45,41,,,45175,51923,45039,36483,44368,43302,46139,47862,48151,53222,,152,134,342,501,495,750,1429,808,785,9482
821195,"Handles of base metal for table knives, pocket knives and other knives of heading 8211",3,5,3,6,6,8,1,1,1,,,1378,83,126,161,181,178,125,141,123,213,,417,509,614,374,384,415,757,480,309,564
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",1700,1804,1913,1987,2874,4884,9120,14084,13897,,,379668,413770,357197,320347,313995,346996,358761,325365,330583,356277,,16082,17317,20247,18772,20186,18919,28046,37117,47563,40002
821510,"Sets of spoons, forks or other articles of heading 8215, which may also contain up to an equivalent ...",0,0,0,0,0,0,0,0,0,,,5495,5786,11150,8599,7972,9486,9176,18413,16842,18740,,6,7,0,0,11,0,0,6,0,125
830990,"Stoppers, caps and lids, incl. screw caps and pouring stoppers, capsules for bottles, threaded ...",1269,311,72,133,152,155,139,223,82,,,680821,680017,684136,586713,581729,600576,600132,579769,628302,713581,,78523,83156,80480,84114,94222,104167,101442,97453,96977,105847
840729,"Spark-ignition reciprocating or rotary engines, for marine propulsion (excluding outboard motors)",0,0,0,7,0,0,0,0,0,,,3699,3840,4339,3086,3832,3385,1042,88,2382,896,,1558,1156,339,7741,202,389,488,136,741,364
841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",21,23,46,52,33,21,24,30,9,,,8844,10060,11645,7348,3259,5311,4947,4863,4697,4481,,598,479,1247,1682,212,805,1580,2156,1419,1689
841111,Turbojets of a thrust <= 25 kN,1,0,9,0,45,0,0,0,6,,,57333,47321,61088,76341,111522,61413,42193,26379,36144,51592,,5,1,9,187,255,1,1,0,6,24767
841311,"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...",17,31,54,7,19,26,1,46,322,,,100400,117898,109883,87156,99169,107155,112550,111250,134004,147688,,3748,2378,3362,9204,11111,9362,11303,8897,7282,7679
841420,Hand-operated or foot-operated air pumps,62,1324,176,225,256,185,390,98,40,,,21894,24383,23765,20543,21677,20130,21860,19264,24503,27388,,1592,3358,4618,4262,4288,3700,3672,4441,4341,14349
841581,"Air conditioning machines incorporating a refrigerating unit and a valve for reversal of the ...""",1,6,12,3,26,2,0,2,0,,,37203,32506,26414,30252,31641,24734,29355,30759,24879,14658,,77819,63716,81510,119297,64026,68130,70916,79473,63537,7300
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",6,1050,324,6,1622,825,101,0,791,,,326828,322400,333351,293997,264280,317361,322267,348377,358495,387458,,6387,10242,6473,7355,10766,9842,12523,17106,10503,18597
841610,Furnace burners for liquid fuel,51,63,80,0,215,170,1710,92,152,,,106436,93870,97282,81602,80977,76718,86117,63802,50353,56067,,598,828,768,1505,1952,1943,3267,1827,1560,2680
841710,"Industrial or laboratory furnaces and ovens, non-electric, for the roasting, melting or other ...",7676,586,114,40,6173,25365,2809,11645,703,,,231798,205768,133626,113154,147440,156167,205502,102617,145571,76733,,72184,68778,53981,31694,111667,123219,52260,113812,70716,10613
841919,"Instantaneous or storage water heaters, non-electric (excl. instantaneous gas water heaters, ...",48,99,39,19,2,176,259,8,2,,,325682,269977,230831,189520,181656,189141,200079,213073,225264,260113,,5571,6103,5329,5212,6146,7184,7630,6213,4405,6039
841932,"Dryers for wood, paper pulp, paper or paperboard",0,140,3,288,293,822,298,5,6,,,89290,76861,70731,73290,69134,77421,127709,106525,69073,56779,,5696,4084,7247,9121,10011,9798,11300,16495,6970,39999
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",2627,2170,5910,1680,3025,4480,5423,2675,4097,,,376949,407106,333138,291510,283839,357684,361797,431768,343155,340538,,57989,61853,88761,94257,90783,128359,122538,115765,128639,80892
841940,Distilling or rectifying plant,928,1241,1016,3981,9484,1405,1233,1215,773,,,141424,236177,240792,176848,163718,158473,168810,203652,156595,180622,,12451,9652,27469,199732,17006,10711,17433,15789,46778,16228
842123,Oil or petrol-filters for internal combustion engines,604,806,826,995,953,1358,1159,2533,1256,,,944324,1047425,1077160,943381,956917,1030196,1036629,1100507,1039968,1411683,,25119,25179,25533,34469,35031,34104,34165,39532,56938,29004
842129,Machinery and apparatus for filtering or purifying liquids (excluding such machinery and apparatus ...,2234,1765,2001,2865,4094,3140,4375,3309,3422,,,1689730,1802032,1991373,1706391,1774202,1684997,1921124,1808647,1811851,2115971,,75925,52070,41915,67587,58035,53332,57161,57988,37701,61327
842139,Machinery and apparatus for filtering or purifying gases (excl. isotope separators and intake ...,1775,5789,6278,7820,11698,10659,4820,9887,12739,,,3483804,3623803,4637208,4534155,4300952,4228754,4549779,4930231,5384905,6640219,,81908,141233,154920,259925,170335,252272,204094,169967,214707,240061
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excluding balances of a sensitivity ...,3,45,41,47,18,62,141,98,279,,,206792,205298,224617,204044,215368,212598,257258,229056,234069,294262,,1176,1874,1995,2504,2990,2974,3655,5525,4861,14319
842649,"Mobile cranes and works trucks fitted with a crane, self-propelled (excluding those on tyres ...",86,687,1761,6643,4340,1832,6245,0,4102,,,621235,621075,759104,626581,498677,498779,422774,500719,401399,542687,,6119,14271,34236,65844,42696,20127,25996,11936,53061,304665
842699,"Ships' derricks; cranes, incl. cable cranes (excluding overhead travelling cranes, transporter ...",12,25,58,2,418,8,986,213,1836,,,126869,110506,97400,87936,55959,122874,109758,113080,134554,113808,,28051,7474,16943,20616,29641,21237,15386,12212,10150,18264
842952,"Self-propelled mechanical shovels, excavators and shovel loaders, with a 360¡Æ revolving su ...",271,224,1542,176,874,1487,381,2065,181,,,1973945,1729291,1600563,1332114,1312213,1679643,2030369,1959109,1677392,1973543,,37208,46931,65113,121388,142355,117087,93174,102463,95915,463139
843139,"Parts of machinery of heading 8428, n.e.s.",369,5366,8056,576,962,1068,1057,2387,1853,,,1522995,1580398,1370431,1219122,1123908,1253524,1422455,1485984,1352615,1466344,,13585,32028,82547,25202,10394,20071,34074,26909,14539,66916
843210,"Ploughs for use in agriculture, horticulture or forestry",0,1,0,0,16,0,0,0,0,,,87245,99377,86648,65442,72518,106280,108173,82909,67080,88712,,557,517,1195,7848,6893,1157,1512,1948,1934,460
843229,"Harrows, scarifiers, cultivators, weeders and hoes for use in agriculture, horticulture or ...",16,0,0,0,0,0,0,1,0,,,201045,217922,186527,147081,149957,176463,214899,198573,198397,275333,,1994,1391,2601,3891,5229,4839,8159,9205,7107,18577
843231,"No-till direct seeders, planters and transplanters",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,70092,62309,63841,89058,92749,,0,0,0,0,0,0,1449,1346,2078,391
843241,Manure spreaders (excl. sprayers),0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,7920,10430,11263,11246,17178,,0,0,0,0,0,0,111,242,129,180
843330,Haymaking machinery (excluding mowers),0,0,0,0,33,0,5,32,0,,,186506,189741,153828,147143,132685,147810,177910,171257,152635,187329,,107,226,101,150,173,182,140,154,197,279
843590,"Parts of presses, crushers and similar machinery used in the manufacture of wine, cider, fruit ...",1,0,3,91,3,108,42,13,0,,,9216,4929,15427,11944,13066,11231,8112,5285,4383,5398,,577,496,264,919,268,687,308,127,134,137
843890,"Parts of machinery for the industrial preparation or manufacture of food or drink, n.e.s.",605,263,176,163,304,470,346,368,228,,,466195,494154,467781,383162,442511,461225,458312,437949,457079,486454,,10880,5705,3837,4281,4760,15673,4415,3706,2156,15735
843930,Machinery for finishing paper or paperboard (excluding calenders),86,0,13,3625,2060,0,0,657,0,,,175631,217406,208629,152549,244947,283044,249743,231266,196542,209782,,3239,4481,17125,14849,18363,12442,14825,21080,19718,20022
