Product code,Product label,Russian Federation's imports from Germany-Value in 2012,Russian Federation's imports from Germany-Value in 2013,Russian Federation's imports from Germany-Value in 2014,Russian Federation's imports from Germany-Value in 2015,Russian Federation's imports from Germany-Value in 2016,Russian Federation's imports from Germany-Value in 2017,Russian Federation's imports from Germany-Value in 2018,Russian Federation's imports from Germany-Value in 2019,Russian Federation's imports from Germany-Value in 2020,Russian Federation's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
830260,Automatic door closers of base metal,5961,6447,5580,2228,2145,3001,4591,5739,4597,4850,,222582,229335,228658,188074,196296,212936,209188,203301,180457,208743,,26253,26900,24240,14379,16291,22601,26383,31164,27373,32897
850590,"Electromagnets and electromagnetic lifting heads, and their parts (excluding magnets for medical ...",3509,3469,2829,2160,1894,2317,3802,2845,4659,4814,,436040,483103,481225,424820,445592,482927,538511,529353,512399,559255,,26468,23881,18149,11883,16870,16934,20239,24472,40614,32440
732010,"Leaf-springs and leaves therefor, of iron or steel (excluding clock and watch springs and shock ...",6873,7535,7285,4604,6584,9627,7456,6711,6006,4808,,216778,242669,242390,198054,196998,219815,235854,204613,182828,212595,,52518,54226,42411,24425,29793,43566,42673,36298,29240,36448
760820,Tubes and pipes of aluminium alloys (excluding hollow profiles),6806,6476,5900,3671,5131,6860,10898,6786,5397,4806,,352986,341079,351277,289096,309315,315091,321177,306802,239205,254741,,34135,37882,37341,28264,29409,37952,41933,34473,27904,36277
270400,"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon",190,137,128,70,3236,177,28,1639,2723,4803,,113030,108788,154984,96142,165419,286100,303495,282931,248367,246781,,180470,71121,60557,28439,24462,42498,48631,26698,25672,49529
300590,"Wadding, gauze, bandages and the like, e.g. dressings, adhesive plasters, poultices, impregnated ...",5584,6231,5452,3170,4329,3626,3874,4795,4548,4794,,385588,409167,419824,372540,352621,345898,341783,347259,345530,373346,,21855,27708,24678,17164,20533,20929,21259,23174,21637,20138
844190,"Parts of machinery for making up paper pulp, paper or paperboard, n.e.s.",2855,3564,3170,2841,1955,2216,3121,5634,4036,4769,,291849,298029,307628,269906,284721,290840,304939,316378,313268,308497,,30169,13412,11581,11345,7201,10127,17602,20836,16129,22469
760421,"Hollow profiles of aluminium alloys, n.e.s.",5970,6120,5014,3624,3236,3951,4113,4468,3741,4758,,566107,579825,609308,549269,543085,650825,774727,782559,769428,935024,,91652,104583,95943,64274,65050,88868,93775,100678,98530,128339
848291,"Balls, needles and rollers for bearings (excluding steel balls of heading 7326)",705,1223,3224,3576,3978,4804,4616,4802,3450,4729,,216747,239503,260352,234718,226725,271888,300991,275949,257481,273589,,7492,7692,10545,8017,9012,14372,10238,12439,10815,14955
560393,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 70 ...",10346,6468,489,8106,11019,11630,8767,8045,4571,4729,,350556,387459,380455,172002,152164,151473,157323,151563,139889,148162,,19081,16448,9226,13955,23977,22962,23105,20707,22984,28392
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",2927,2731,4195,6020,6380,7090,7354,4942,5167,4727,,275313,248163,256279,231861,225889,202486,212196,219072,187187,219411,,20984,23598,22579,18982,22261,21712,27519,29477,28686,40466
190540,"Rusks, toasted bread and similar toasted products",1905,1915,2400,1749,2238,2639,2967,3940,4664,4715,,20226,22084,21629,19508,20740,18254,19044,18681,25738,28838,,19714,24439,26042,14890,15834,20570,20773,21218,20861,22614
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",4102,4313,3502,1623,1806,2344,3088,3093,3348,4712,,122592,124529,133244,114730,119163,119361,128760,125965,132591,138799,,48821,56898,59256,35935,38503,52690,64863,72490,72309,94170
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",86255,91496,9617,10807,43909,47797,98945,33490,12260,4709,,19930,18039,4323,3703,2495,578,2028,1007,0,0,,86255,91496,9617,10807,45233,48248,99109,33645,12815,4709
560392,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > 25 ...",1273,866,487,293,433,502,2342,2759,4105,4690,,333908,368566,416598,330197,304189,324155,336866,318453,310327,322817,,12626,22628,17956,12863,13476,15135,21463,24496,18365,25068
380992,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",2607,2556,2177,2462,2228,2085,1495,2057,2482,4652,,102066,118945,127785,101612,101628,87650,91876,83866,88953,105492,,19487,16986,19294,16159,17832,18637,19889,21305,20738,26733
846420,"Grinding or polishing machines, for working stone, ceramics, concrete, asbestos-cement or like ...",7933,10384,39570,8099,3007,9710,5520,3270,5105,4645,,138372,101683,123103,89466,83956,92568,108261,150618,137626,168790,,49261,60649,143247,14392,10240,22436,17397,68827,76289,19383
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",2748,2666,2728,5201,2603,1502,2217,2514,2454,4642,,273615,306419,355020,298324,301101,309031,321485,323881,316802,416197,,7770,8237,9574,10049,13668,13699,59470,43180,54694,55320
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",469,1865,2391,1882,4371,5060,5779,4601,5184,4631,,314949,313447,332736,302762,354988,341881,332594,360489,390466,493185,,43121,49891,51252,29583,21513,26393,33747,26160,25838,31364
392051,"Plates, sheets, film, foil and strip, of non-cellular poly""""methyl methacrylate"""", not reinforced, ...""",8911,10377,6777,3961,3651,4369,4605,3084,2733,4629,,0,0,0,0,0,0,0,0,0,0,,29498,40460,32053,21374,21411,38946,48710,54069,48082,72957
292151,"O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...",759,661,624,594,999,1456,3075,3209,2622,4608,,92528,77157,86014,73937,61799,63944,65089,60017,47523,91584,,17801,18665,17897,14435,13372,14533,15643,14780,16392,27025
854411,"Winding wire for electrical purposes, of copper, insulated",6992,7419,5191,3000,1946,2884,2992,2211,2091,4605,,819704,918233,862934,726305,748266,924417,908919,823853,718539,935976,,24176,23025,18399,14434,9545,13878,11915,14035,12434,19480
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",35755,4510,561,1776,6866,0,18191,19482,12866,4596,,116688,47503,81422,44183,10976,25656,42720,68391,13281,9636,,137665,47528,7447,18062,18943,6639,48951,39333,46247,11435
847170,Storage units for automatic data-processing machines,4425,4943,2757,8022,7259,11559,14766,21614,8609,4583,,2271726,2200368,2149697,2172855,2265783,2581792,2548264,2317677,2489859,2803172,,596580,593139,1026854,983014,771191,1048070,1063429,1039635,1095164,1205837
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",6056,7685,17450,2787,4095,3663,4619,8069,5256,4572,,201170,247096,274381,194931,230908,288825,357332,384175,360602,282751,,46991,64726,55893,40838,45355,174584,46034,46223,31903,38302
901510,Rangefinders,1388,1095,2739,4510,980,2978,2296,1889,1556,4566,,102067,108728,122876,121707,124163,129623,140937,132752,134430,166198,,17612,14047,18203,15447,13957,15830,14831,17397,18772,32021
851020,Hair clippers with self-contained electric motor,6026,7326,6140,3017,2737,5793,4885,5174,4955,4564,,143018,153283,169813,136830,141555,185290,185840,199940,262064,245796,,46162,50285,44683,25119,31682,45834,47574,46627,52505,82382
490110,"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...",7805,8526,8205,1942,6204,5409,3491,6072,4959,4547,,137292,150660,141328,120360,107640,125122,160189,155954,134110,178111,,72057,107321,66821,36431,52057,26953,44013,50107,25451,42690
844319,"Printing machinery used for printing by means of plates, cylinders and other printing components ...",6724,5992,5320,3538,2519,1742,5942,3504,1864,4531,,219538,201211,177314,131906,163079,192450,195963,173564,122126,141541,,28908,43173,37911,15488,25704,26487,26661,20321,17190,26524
300432,"Medicaments containing corticosteroid hormones, their derivatives or structural analogues ...""",6450,3993,2220,167,176,3096,2690,5504,1341,4520,,269434,253171,269126,266706,289574,369667,404790,401522,431420,321753,,369131,395873,335053,225617,237526,289874,266341,377168,232534,330636
401031,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",3731,3853,3582,2308,3222,4147,3833,3693,3709,4519,,90156,108702,106863,94640,98588,115419,116181,110217,105206,141771,,22029,23724,22101,16061,21386,28692,29900,31865,29490,37448
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,2759,5215,3626,968,1446,2596,2041,3620,2971,4508,,115475,120821,134042,115358,100905,124648,128275,114547,101141,102267,,12422,18515,14442,7844,7850,12232,10976,10633,12840,13539
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",431,473,366,229,138,142,102,144,77,4501,,377329,354064,363526,372600,445090,525158,321727,219540,169214,177546,,221533,221233,187530,91989,75606,80922,95357,130331,97294,117971
230110,"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves",2553,6131,3774,6959,3437,1055,4679,6110,8245,4473,,146040,172016,173772,141342,130305,133223,137571,136727,153328,190714,,39586,50127,56287,60680,50007,50229,41649,31824,35996,36419
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,1225,2880,1917,2453,1850,2461,2272,3219,3433,4461,,130045,126153,103529,86730,84786,93493,81611,69471,61920,132744,,7034,8228,8629,5820,5116,6561,6561,7875,8150,21362
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of ...",17171,14244,13840,12649,13672,18576,21162,19564,12925,4456,,415547,382273,429070,295523,156279,138468,165554,122479,131556,104437,,297290,262725,208999,103699,114610,141887,161488,137187,109722,113183
846596,"Splitting, slicing or paring machines, for working wood",10539,7792,8826,2181,3600,3375,5115,4830,8596,4447,,103125,77092,101747,62706,66057,72175,87272,103942,99280,87633,,32159,59661,30566,10059,20668,39697,30629,29794,26463,51378
370110,"Photographic plates and film in the flat, sensitised, unexposed, for X-ray (excluding of paper, ...",574,117,156,87,91,155,2010,7533,4733,4446,,214935,185207,169981,79466,70137,64186,68774,62503,52423,57427,,65255,60304,53799,37352,36245,40871,46360,41332,31064,30898
842111,Centrifugal cream separators,1476,3134,4378,784,1441,2711,2650,5501,3865,4442,,2482,1380,1176,1204,1234,739,1288,596,1630,4263,,5705,8981,10572,4322,3506,8614,8419,10239,10608,9024
283630,"Sodium hydrogencarbonate """"sodium bicarbonate""""""""",3841,3410,3945,3019,4111,4995,5799,5965,4685,4435,,47778,51809,57777,50525,54123,94988,101864,105610,113988,150515,,13804,13372,13010,10692,11087,13446,14033,16706,17335,14552
843699,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",2668,1546,1771,2012,2411,2845,3258,3667,4442,4420,,108730,111314,124094,112539,111410,118173,136741,128365,134144,154803,,19130,16682,19651,16277,15667,25358,32587,27295,26895,49279
170199,"Cane or beet sugar and chemically pure sucrose, in solid form (excluding cane and beet sugar ...",560,474,354,197,355,552,272,251,868,4404,,824355,695401,708232,423430,551633,702700,757905,583748,593871,868597,,49335,50123,216601,179075,156539,119834,135770,92607,64384,87681
391722,"Rigid tubes, pipes and hoses of polymers of propylene",5958,6600,4362,2780,3149,3106,3061,3305,3539,4403,,212832,209585,206851,182800,188514,196064,210886,193183,178256,206587,,138327,135560,108045,51131,38312,36528,37469,32049,30706,39219
853641,Relays for a voltage <= 60 V,5463,5426,5236,4041,4080,5004,5216,4110,3340,4394,,479387,471887,539889,466568,470086,499916,528741,512357,449567,600458,,40303,42719,42953,30831,32877,44828,52166,51966,46623,63561
920120,Grand pianos,6500,7827,8513,2409,1628,2929,2996,3789,3997,4392,,98174,109894,114748,90559,86445,103398,120790,129193,117579,156462,,12191,12667,14846,5086,3253,5967,6490,9337,11144,10696
851840,Audio-frequency electric amplifiers,2573,2418,2705,1829,1503,3093,3019,3534,3348,4386,,257626,267471,272149,237810,272313,309782,334710,316955,311398,368073,,41682,42325,39768,19139,20639,28566,34484,38955,37481,48469
850490,"Parts of electrical transformers and inductors, n.e.s.",16623,13526,16427,8281,5596,5553,6497,7638,6193,4384,,1520577,1283840,1144297,909617,840809,930975,1173938,926572,881764,958842,,67884,59047,62255,39776,34130,41147,45885,54281,43096,57742
540730,"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ...",398,3121,3498,1643,1435,680,1184,3122,2862,4378,,8159,11222,12949,9337,9703,8927,10013,12295,13140,15342,,405,3122,3498,1718,1557,901,1314,3297,3049,4700
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...",4982,4999,4872,4340,4065,3987,3352,3473,3667,4372,,94161,101827,102174,94338,101585,108633,122713,109664,114379,128865,,9609,9550,10178,7414,8020,8064,7714,9158,8999,10466
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",7887,8966,6448,2808,2897,3451,3253,3581,3820,4370,,92528,97941,105084,90623,92420,100404,113474,115490,113529,138381,,61012,45361,34951,18360,15645,18533,17924,17214,18789,19304
853110,Burglar or fire alarms and similar apparatus,2578,5111,2997,1704,3185,3561,3989,3839,3228,4366,,360391,334634,337999,281102,304938,337511,392653,406507,369972,304253,,61505,49405,36618,20865,26168,24648,34299,35999,32560,38176
842630,Portal or pedestal jib cranes,14228,25337,25490,12479,331,11860,3513,20386,23650,4362,,86761,46622,51872,115025,40765,121409,24061,57363,47292,81844,,70924,53334,39408,78382,13310,50753,35011,59569,52723,21379
720851,"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, not in coils, simply ...",56483,1527,48332,613,1595,778,927,19648,1044,4346,,1025753,676970,613028,675282,497883,530334,575885,557285,578375,652223,,332863,152090,264831,111162,90624,102604,133886,242213,117712,170276
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",1140,2332,3191,3156,2460,4838,5224,5219,4256,4346,,184870,225151,207516,190046,202124,173483,172576,172028,164703,215092,,29299,40945,28024,17366,17153,15402,19272,23060,17900,29061
940110,Seats for aircraft,1452,2415,2062,2164,1353,505,1713,2439,2612,4321,,162571,196949,256939,237403,210854,239943,342984,379135,153748,108855,,9734,13114,10055,13535,9887,14257,8959,13808,7576,27075
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",7251,5211,3289,2621,6475,9371,6670,6017,2847,4319,,653222,611502,616607,512023,506428,603204,611457,511344,375234,589033,,69035,72289,55152,49066,57199,70845,73611,74177,56295,82797
293361,Melamine,16292,12250,12630,14529,8394,9114,7139,6584,2709,4289,,119144,141559,106225,101160,109558,125416,142184,101687,89783,175099,,33126,22074,17801,18668,18457,22202,37096,38615,20828,58886
291511,Formic acid,1839,1687,2131,2197,3392,3214,4140,3401,2888,4286,,0,0,0,0,0,0,0,0,0,0,,7651,5989,4843,3839,5054,5620,8263,8148,7189,11799
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,747,356,597,1238,1187,1640,2553,3545,2975,4277,,53177,52444,71386,51572,32833,41674,45297,54955,42538,60804,,11756,14519,14310,12046,15133,15595,21301,26541,26966,33507
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",6804,6751,5220,2034,1254,1419,800,663,829,4274,,58442,49969,54358,52718,50649,94967,130375,96416,69549,80508,,103723,100658,77534,37292,27679,31721,33629,40557,46064,70298
850140,"AC motors, single-phase, of an output > 37,5 W",3714,4672,5108,2105,2830,3270,4154,4140,3644,4269,,194051,226269,235045,203654,209315,224582,248048,235666,227594,270099,,114146,138493,111751,90791,98850,111264,115422,109524,105692,135500
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,1457,1570,1788,1542,1447,2359,2182,2369,2514,4258,,296257,277765,233572,189796,208506,272832,256184,259345,279373,349380,,99414,118793,123685,69459,70075,81271,88291,88298,80965,84311
851030,Hair-removing appliances with self-contained electric motor,9997,8258,8729,5313,3635,4614,3684,4181,3970,4245,,125363,134042,147791,133686,122494,150535,181913,153970,167272,161964,,25166,22137,21890,12090,12732,14816,13133,12663,12753,17723
842219,Dishwashing machines (excluding those of the household type),3547,3514,14533,3069,2026,3721,3742,3839,3062,4241,,242588,257159,281250,254567,285360,289201,320012,318941,251927,285334,,16153,17616,24874,7506,8638,13638,16790,16711,17420,20450
820570,"Vices, clamps and the like (excluding accessories for and parts of machine tools)",4044,6262,6855,2926,3454,3495,4004,4376,3258,4235,,62762,71190,76357,64567,69329,79953,87737,86592,90390,112877,,23275,60430,27138,12984,19856,19920,22450,20948,21191,28925
481200,"Filter blocks, slabs and plates, of paper pulp",8401,6057,6512,5447,5576,3701,3158,2074,3028,4234,,56475,63682,69219,59549,59399,65471,73124,71620,70724,81952,,23225,17665,17668,12149,9885,8060,7266,13499,14825,20769
391290,"Cellulose and chemical derivatives thereof, n.e.s., in primary forms (excluding cellulose acetates, ...",4081,2959,2138,4309,4260,4383,3849,3727,3592,4226,,93347,98860,110727,104937,128094,137424,152638,151634,148736,176524,,12267,14483,9694,8923,9189,11425,12526,12471,14213,18379
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",3743,3687,6818,2240,3207,3787,4517,4222,3617,4187,,317688,349534,372454,374008,410671,441461,457856,430615,384517,447521,,50663,74257,40864,30271,25794,25631,30760,27975,26505,30906
721240,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",4826,5899,4920,4215,4938,5040,5934,4555,3379,4155,,168000,169598,177448,152752,146863,162137,173786,155281,183958,215538,,15362,16892,16644,9544,10749,11024,10798,9676,9265,11895
690490,"Ceramic flooring blocks, support or filler tiles and the like (excluding those of siliceous ...",11144,14111,16517,9395,6190,5988,4326,7541,9912,4154,,53666,68104,71569,52500,56910,55430,63010,39498,41909,42853,,15649,27917,27962,14935,11634,12163,9646,12831,21734,14769
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",7916,4039,8698,4055,2707,3145,2875,3194,1866,4153,,81076,62156,66443,50185,59072,84109,77415,65665,56709,62960,,19185,26985,21326,15720,16572,32397,40129,32003,23659,34590
830160,"Parts of padlocks, locks, clasps and frames with clasps, incorporating locks, of base metal, ...",5992,6795,4285,2838,2638,3581,4223,3672,3311,4153,,339325,353154,356382,307002,313888,336074,361694,328089,306857,358046,,53641,50344,42589,26408,26696,43770,54145,54567,47727,61765
170211,"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ...",1261,2157,4461,3361,4198,4644,3963,3102,3217,4116,,327212,343366,329259,221057,219016,297896,273390,330922,344585,393076,,13041,18059,18728,13897,13689,18325,18032,14254,16618,22556
382410,Prepared binders for foundry moulds or cores,1128,2745,3658,2093,1908,2009,3350,2156,3231,4104,,76267,67381,74004,63436,59335,67744,82620,76509,66335,96170,,11703,9848,12637,7401,9359,10752,13003,11750,10725,14203
846722,"Saws for working in the hand, with self-contained electric motor",3020,2727,2490,937,1286,2821,2494,1554,2588,4096,,209786,218027,221607,211337,227594,255154,257172,233918,330077,421535,,98973,106109,92027,48573,51598,90060,80292,77798,91163,125372
290512,"Propan-1-ol """"propyl alcohol"""" and propan-2-ol """"isopropyl alcohol""""""""",3763,7496,7171,2839,2155,2314,2994,4215,5255,4093,,152537,158770,166750,105866,108778,172100,163003,117335,204563,171917,,14295,35994,29661,15354,12601,22128,21980,25891,62086,28302
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",5140,9714,6161,6563,6165,5623,2320,4025,2912,4092,,825520,772008,808622,768932,800389,967787,1083592,842087,828796,1009742,,11916,18166,14591,14987,14619,41004,38913,32947,36215,39694
481490,"Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...",12545,7074,3035,1625,3256,3085,3421,3496,2822,4042,,75215,84710,84568,62064,56119,54033,49024,51537,49690,57083,,116188,60452,49561,22508,27774,29203,24431,17633,14920,13402
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",3695,7894,8186,2120,3895,4737,2066,540,2207,4025,,178384,161001,206683,155153,115714,153707,143944,70952,78710,111804,,14950,14013,14519,4569,12368,16230,18600,13110,11700,18570
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",2578,1646,3718,1284,1394,2170,1027,1484,1980,4017,,136002,155879,156859,117675,120650,151549,144235,143942,129008,169477,,15843,12891,12693,10395,8365,15045,11295,10054,9127,13529
350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",5296,3945,3029,2210,1983,2928,3223,2867,3756,4010,,234077,261055,246890,213905,233660,248800,256795,259726,261445,276916,,28384,35530,32369,32036,41722,48320,47983,51058,63620,68830
100510,Maize seed for sowing,767,1308,1054,916,818,708,624,754,1723,4008,,79269,116298,95042,65361,61017,67400,80983,66174,77528,85076,,91387,150155,216335,137718,133597,176212,151765,103115,129439,107987
844010,"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ...",11426,17165,13176,3936,6458,5298,3341,6687,1543,4004,,314520,307511,276878,221607,222030,237179,208458,188262,151225,153776,,37918,62245,24150,9222,15696,12772,11731,14109,7646,11360
290545,Glycerol,20750,17257,19652,9175,9823,5875,6584,4904,3130,4000,,182316,202606,212047,173398,171604,199487,303508,242203,225802,270496,,74798,88512,78470,50837,54909,38603,33621,39430,24461,30375
480300,"Toilet or facial tissue stock, towel or napkin stock and similar paper for household or sanitary ...",10275,6163,6629,822,993,854,850,1691,2938,3992,,260427,290001,317276,260526,270869,244990,254086,231379,209601,261695,,35336,37862,40632,8143,7744,8875,10949,8751,10170,13744
732620,"Articles of iron or steel wire, n.e.s.",3280,2945,3116,2460,2979,3047,3602,3377,3316,3983,,198704,209687,224112,205917,209675,220873,255276,241421,242385,284371,,48315,46699,46780,27536,26830,32796,33520,39038,37718,45635
110520,"Flakes, granules and pellets of potatoes",2637,3351,4129,3345,3064,4879,2274,1961,1639,3967,,133819,137968,167634,160779,158740,192608,220324,201657,220215,233440,,8278,7689,13346,6757,6749,9727,8933,9198,6909,15829
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,18776,10290,8093,5194,6095,9178,5224,2201,10285,3959,,254699,238563,216139,218310,224355,272849,262374,231465,151821,163097,,45651,37907,43414,125487,39460,30323,20148,24094,22025,32282
760719,"Aluminium foil, not backed, rolled and further worked, of a thickness of <= 2 mm (excluding ...",7174,7073,7203,5091,5819,6360,5899,4360,3438,3958,,458197,436567,446529,354813,345075,362122,384195,360329,316823,351350,,16985,17907,15892,12400,15296,17298,19381,18643,17271,24537
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...",12150,2293,3295,1067,582,1030,2526,1252,1834,3948,,69379,55923,54184,54572,42404,41511,40701,42684,36355,37782,,28764,19566,25980,11332,9700,17117,15315,16154,28875,15908
871310,"Carriages for disabled persons, not mechanically propelled",7059,9943,4712,2276,3613,2844,4075,4113,3174,3942,,94167,91252,92799,81829,63268,63648,71320,74476,69748,90090,,31304,33931,26425,19438,26887,25422,28350,23724,26094,32379
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",27872,18156,14584,11893,4714,3130,4197,2612,6393,3933,,634960,680261,436835,328984,275454,318176,414383,321716,249357,289214,,60911,51430,76679,29789,28243,17807,41671,25633,13666,23643
550999,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that ...",5083,6116,2495,434,153,3250,1543,0,1826,3926,,4927,7495,8045,7481,6628,8911,5461,5930,9759,10151,,5465,6279,2641,923,957,3869,3671,5289,7697,7516
490199,"Printed books, brochures and similar printed matter (excluding those in single sheets; dictionaries, ...",23438,12851,15189,6230,4990,3509,3381,6995,3475,3925,,1362689,1396154,1546020,1397015,1396111,1489167,1621907,1507953,1561867,1711170,,204266,251884,223688,99313,68406,101356,82046,96797,78419,94063
903010,Instruments and apparatus for measuring or detecting ionising radiations,11231,20590,3880,4053,4007,2465,1229,2774,7211,3900,,286133,269200,280802,242709,253628,270385,297016,369419,294000,283874,,49727,61502,31172,30123,29039,25492,26922,29246,27651,23784
200981,"Cranberry """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""" juice, unfermented, ...""",53,530,943,1830,1919,1261,1666,1612,2102,3894,,26797,13174,11324,10310,10810,10655,10604,10631,10803,16237,,825,1561,1996,2425,2687,2585,3539,3955,3211,4497
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",7366,9647,5957,10107,5530,3930,5281,6256,2621,3885,,57934,71567,63932,53895,85488,64118,85418,86878,64712,81779,,56095,55537,50720,32919,29401,40966,42336,36885,36547,41662
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,0,0,0,0,0,0,0,0,3880,,238973,227734,266440,220877,232532,78525,157108,124606,163930,34084,,0,0,4,5500,0,0,0,0,0,3880
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",7235,7247,7062,2897,3858,3576,7054,3227,3127,3875,,2598074,2277612,2233909,1695484,1664262,1827438,1958616,2249124,2499187,2558251,,2912436,2446726,2284525,1194760,1079819,1246931,1270646,1164447,1156000,1416360
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",7743,12439,9264,3573,3034,5584,4298,4046,5403,3875,,137135,137551,135704,103893,117032,112698,119288,118081,121819,139201,,21481,40675,33184,15042,10516,14295,10772,10505,15709,17031
730120,"Angles, shapes and sections, of iron or steel, welded",2740,3080,3748,2633,2852,3142,3573,4425,4500,3874,,15041,54594,59053,49826,38205,40515,46885,53345,50488,60513,,6891,6997,5479,4757,3243,3895,4229,5146,4857,4557
843330,Haymaking machinery (excluding mowers),5270,2691,2340,3820,4337,3296,2959,2465,2429,3859,,186506,189741,153828,147143,132685,147810,177910,171257,152635,187329,,16379,13312,12501,7983,9594,9384,10956,11685,11254,13971
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",12001,11204,8110,4837,5286,3033,3715,6182,3372,3824,,129946,139433,136472,117040,120068,117973,133539,119299,108486,115274,,49174,52283,38703,32239,29847,30086,24846,18876,15626,17697
841939,"Dryers (excl. lyophilisation apparatus, freeze drying units, spray dryers, dryers for agricultural ...",35780,43907,26116,28775,4173,18530,19367,13473,18977,3819,,376949,407106,333138,291510,283839,357684,361797,431768,343155,340538,,111647,155551,88373,72910,42177,94651,83061,146804,103192,55355
854129,Transistors with a dissipation rate >= 1 W (excluding photosensitive transistors),2064,2339,5612,2544,4231,3133,3780,3223,3487,3810,,556276,715317,1053820,1191542,1362435,1696912,1938375,1986974,1914800,2291604,,52552,40185,50327,40790,48161,61363,76107,72765,73673,85584
903281,Hydraulic or pneumatic regulating or controlling instruments and apparatus (excluding manostats ...,2948,7116,7336,4560,6924,9226,9658,9073,6221,3806,,892181,950109,1033529,1031902,1267228,1662885,1575778,1339910,1136630,1294126,,30686,30885,21264,16872,14280,20229,16997,22252,19708,18234
