Product code,Product label,"Korea, Republic of's imports from United States of America-Value in 2012","Korea, Republic of's imports from United States of America-Value in 2013","Korea, Republic of's imports from United States of America-Value in 2014","Korea, Republic of's imports from United States of America-Value in 2015","Korea, Republic of's imports from United States of America-Value in 2016","Korea, Republic of's imports from United States of America-Value in 2017","Korea, Republic of's imports from United States of America-Value in 2018","Korea, Republic of's imports from United States of America-Value in 2019","Korea, Republic of's imports from United States of America-Value in 2020","Korea, Republic of's imports from United States of America-Value in 2021",United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
80242,"Fresh or dried chestnuts """"Castanea spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,107,180,146,91,223,161,20,296,33,91,,0,0,0,0,0,0,0,0,0,0
80270,"Fresh or dried kola nuts """"Cola spp."""", whether or not shelled or peeled""""",0,0,0,0,0,0,0,0,0,0,,73,26,32,72,91,109,154,201,466,143,,0,0,0,0,0,0,0,0,0,0
71232,"Dried wood ears """"Auricularia spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,12,48,118,58,35,35,19,25,57,123,,2633,2615,3685,3869,5202,4389,4840,5212,5226,7142
71430,"Yams """"Dioscorea spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,15,5,0,0,0,0,0,,11246,13954,22182,20696,21896,21540,16859,23130,27192,21784,,0,32,29,36,24,30,48,42,47,56
71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,1,1,0,0,0,0,0,,728,1219,1171,824,1435,811,1247,1920,1977,2675,,1,39,13,23,40,50,63,59,161,214
71450,"Yautia """"Xanthosoma spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",0,0,0,0,0,0,0,0,0,0,,19,20,112,203,686,433,533,566,576,701,,0,0,0,0,0,2,0,0,0,0
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",149,27,54,79,485,0,0,0,0,0,,94114,120704,84453,57355,46434,0,0,0,0,0,,3342,2843,2322,12676,12705,0,0,0,0,0
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,2,0,1,0,0,0,0,0,,171,34,141,1607,1749,649,298,989,341,351,,0,0,23,2,3,1,0,2,2,1
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,52,55,21,8,11,3,92,46,31,269,,0,0,1,54,0,0,0,0,0,0
292640,alpha-Phenylacetoacetonitrile,0,0,0,0,0,0,0,0,3,0,,0,0,0,0,0,4599,1045,1462,1516,1209,,0,0,0,0,0,0,0,0,4,0
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",147548,153902,195269,248972,259697,0,0,0,0,0,,6526930,8511810,11089182,13230419,15859552,0,0,0,0,0,,481253,574796,754558,971594,1075488,0,0,0,0,0
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,163,29,101,90,22,58,154,109,87,3,,22,34,17,0,1,0,0,0,0,150
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,91,95,810,127,320,,0,0,0,0,0,682,771,544,393,783
293135,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,88,89,0,,0,0,0,0,0,0,3,0,11,150
290811,"Pentachlorophenol """"ISO""""""""",0,0,0,0,0,0,3,0,0,0,,1573,2168,2412,2139,2858,3679,3808,3709,5977,10640,,0,0,0,0,0,0,3,0,0,0
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,1404,188,102,378,392,284,58,171,3,23,,6089,7644,7924,9752,10731,11471,12192,13922,5034,11849
290433,Lithium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
290434,Potassium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,9,3,0,0,,0,0,0,0,0,0,0,0,0,0
283110,Dithionite and sulfoxylate of sodium,0,0,1,0,4,0,0,0,0,0,,2512,2097,2734,961,530,626,1408,1373,908,1377,,7420,8835,7412,7326,7269,9019,8915,7735,6746,9280
441193,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",25,12,4,16,28,6,23,12,0,0,,27577,36578,38812,36633,29865,20396,27968,28887,26830,38453,,3377,2972,4839,2278,1388,754,1073,1725,721,678
441232,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",1427,1061,684,338,10,0,0,0,0,0,,117729,93700,90196,87537,90759,70200,54843,0,0,0,,58029,82365,78831,79647,499505,2637,0,0,0,0
401162,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",9,71,14,5,4,0,0,0,0,0,,22666,14112,11844,9899,7981,0,0,0,0,0,,4643,3815,5434,5694,9135,0,0,0,0,0
410390,"Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether ...""",0,0,0,0,0,0,0,0,0,0,,17287,16348,17320,20176,13743,12111,12625,9433,6008,6680,,999,1440,995,892,83,288,192,75,17,26
410621,"Hides and skins of goats or kids, in the wet state """"incl. wet-blue"""", tanned, without wool ...""",0,0,0,0,0,0,0,0,0,0,,325,456,777,493,208,26,14,162,0,109,,928,262,0,4,68,36,0,85,0,34
400121,Smoked sheets of natural rubber,0,0,0,0,0,0,0,0,0,0,,3873,2982,3149,6798,4960,4610,2948,3622,3786,9175,,94221,83635,57951,44555,31032,28080,15334,19467,18718,23963
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",7624,10307,10891,9916,9410,0,0,0,0,0,,615480,684147,650375,770786,482144,0,0,0,0,0,,95071,105002,105188,95001,95844,0,0,0,0,0
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",0,0,0,0,60,9,76,0,0,0,,1152967,936911,1011101,1087735,945951,816621,948715,1100961,849024,1111823,,935,910,3466,3529,3912,4496,3516,2533,2253,3462
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,42091,3759,3338,2074,857,,0,0,0,0,0,157,185,200,203,260
360410,Fireworks,101,84,2,67,22,59,0,11,0,0,,11702,10230,11946,12707,10623,6831,11336,5585,7700,13263,,4367,4940,3863,4577,3958,6375,5633,5198,3474,4182
382475,Mixtures containing carbon tetrachloride,1,0,0,0,0,0,0,0,0,0,,183,298,160,131,5,105,81,84,277,42,,6,0,0,0,2,0,4,0,0,0
382569,"Wastes from chemical or allied industries (excluding wastes of metal pickling liquors, of hydraulic ...",0,0,0,0,0,0,687,510,0,0,,500,650,265,216,225,485,170,108,99,197,,18677,8594,14007,292,16312,27125,1800,1291,506,1080
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,9,0,0,0,0,0,0,0,0,0,,23601,22148,29622,20208,19500,20196,11758,4702,9211,4481,,11,2,18,26,14,10,31,128,250,351
846594,"Bending or assembling machines for working wood, cork, bone, hard rubber, hard plastics or ...",84,34,118,120,15,12,8,14,852,0,,32848,27715,22902,29449,34755,21642,19689,20465,15897,18466,,738,1150,2485,2402,714,1093,2043,1914,6903,2442
848010,Moulding boxes for metal foundry,123,229,124,135,641,38,91,164,6,0,,9603,14962,9534,8824,6598,9053,8431,10228,5051,3289,,5920,4701,6721,4651,3659,4159,3507,4164,4136,3303
848050,Moulds for glass (excluding moulds of graphite or other carbons and ceramic moulds),0,8,3,20,4,8,4,1,2,0,,19335,18560,12483,19205,19977,15732,19848,22060,16136,14330,,272,216,437,744,485,672,1167,735,888,804
851950,Telephone answering machines,25,0,1,2,0,0,0,0,0,0,,1489,1064,3185,1371,1328,1231,1156,1294,1686,1176,,45,7,9,30,7,5,0,0,13,1
854310,"Electrical particle accelerators for electrons, protons, etc. (excluding ion implanters for ...",915,0,974,12,19,0,2305,3,2,0,,27203,32218,28059,36393,22993,47686,38536,38551,30848,42715,,10870,14012,3523,2329,4209,6293,3849,5623,3737,22160
870331,"Motor cars and other motor vehicles principally designed for the transport of persons, incl. ...""",0,0,0,0,0,37,0,49,37,0,,9850,11980,8851,10689,6956,9849,14811,13274,13057,17208,,2702,20434,328252,407780,214711,212013,132833,160629,54177,37007
860120,Rail locomotives powered by electric accumulators,0,42,0,115,0,0,0,0,0,0,,412,1969,223,1674,0,0,0,0,0,0,,183,276,0,115,0,1336,1706,0,0,266
910820,"Watch movements, complete and assembled, with automatic winding",0,0,0,0,0,0,0,0,0,0,,10443,11831,15087,7926,7436,6345,6475,7359,7241,8950,,30,101,768,1578,1314,1503,1820,2084,1242,1938
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",197,16618,203,1470,1135,339,517,378,261,0,,39119,42742,31592,47914,32754,56567,280860,44404,78442,27238,,14722,138772,81423,358257,102498,89872,8050,25354,2146,10097
940151,Seats of bamboo or rattan,0,0,5,0,1,0,0,0,0,0,,1978,1836,2119,1868,3132,0,0,0,0,0,,187,317,631,486,357,5,0,0,0,0
890200,Fishing vessels; factory ships and other vessels for processing or preserving fishery products ...,0,2126,245,234,231,331,158,0,3415,0,,5500,4719,6988,6862,7501,5438,11292,5656,2648,2012,,72520,24860,16775,63729,36537,9121,53203,37798,15520,9303
870370,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,202,0,0,0,0,,0,0,0,0,0,18643,17982,18345,727301,1116707,,0,0,0,0,0,202,0,64,30,4
961310,"Pocket lighters, gas fuelled, non-refillable",1,7,5,1,0,1,0,0,0,0,,19213,18484,14862,17400,15344,14695,14214,16267,16529,16499,,11760,8987,9639,7164,3124,2249,1853,2101,1576,1748
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,2155,1969,1839,1872,1687,1510,1068,1017,1006,1358,,664,898,1098,1203,1503,2669,4104,5897,6232,10470
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,308285,340248,365021,334749,351855,333442,324923,292127,312915,318525,,0,0,0,0,0,0,0,0,0,0
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),1,0,337,0,0,0,0,0,0,0,,38306,83381,63790,4822,6193,11815,9649,7047,11672,7323,,1,0,337,0,0,412,0,0,0,66
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,1287,1893,2279,2289,3323,4283,3393,2768,2009,1149,,112,18,99,95,68,12,0,1,0,0
30390,Frozen fish livers and roes,14607,15384,14889,13853,11645,0,0,0,0,0,,328939,395224,334837,337490,239495,0,0,0,0,0,,124478,96253,84212,77043,75591,1928,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,16716,20180,21713,18202,14606,14860,14840,17042,15019,9779,,0,0,0,16,729,955,764,508,442,18
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,2051,2456,1571,2229,2928,3233,1946,2115,945,780,,4337,4415,4758,3812,3240,3789,4467,4864,2053,1791
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,1,0,,7833,8236,9272,9974,1569,138,346,131,150,96,,2059,3130,3367,3330,2762,2430,2528,2546,3226,1739
30571,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,2850,788,979,1027,850,634,953,366,145,0,,570,391,94,56,50,26,33,146,69,17
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",1,0,2,4,47,0,0,41,187,0,,13695,33951,35269,26117,21473,28464,18590,18016,18977,42687,,902,930,982,4607,2942,730,359,1012,275,30
30625,"Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, live, fresh, ...""",0,0,14,1,0,0,0,0,0,0,,236,147,236,0,0,0,0,0,0,0,,0,183,76,1,0,0,0,0,0,0
30711,"Oysters, even in shell, live, fresh or chilled",2,10,77,5,0,1,3,4,1,0,,20920,20372,24827,24112,21679,21614,22883,21491,14277,16181,,2,10,77,8,64,2,3,89,82,86
30719,"Oysters, smoked, frozen, dried, salted or in brine",585,2,0,32,0,0,0,0,0,0,,2917,2456,2606,2824,1718,864,331,617,269,245,,1108,724,511,190,710,135,6,0,57,60
30787,"Smoked, dried, salted or in brine, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,197,269,365,0,18,,0,0,0,0,0,217,0,0,0,0
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,4972,3531,1812,1078,259,731,1273,1951,354,78,,556,387,370,377,228,126,132,67,28,23
20742,"Frozen domestic ducks, not cut in pieces",71,20,45,0,0,0,0,0,0,0,,4315,9373,9783,8757,14852,10589,8342,8009,4609,5658,,147,20,45,0,0,0,33,262,0,162
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,48,183,728,1250,2840,3274,1546,545,868,750,,216,82,34,128,0,0,74,0,78,0
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,1,0,,647232,659023,861889,639457,730246,832861,744192,756066,719930,1070019,,0,0,0,0,3,0,0,0,1,0
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,1888,2010,1714,1856,1130,788,974,1009,333,554,,74,5,11,30,42,196,53,38,60,173
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,8546,10758,9831,7499,9101,11252,10766,9652,3884,5874,,13747,13158,19743,22501,29370,52962,59850,52292,58355,69251
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,250,1478,2814,1777,13,239,233,187,0,25,,8,0,0,0,474,941,876,0,246,0
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,5610,4350,3635,1559,1566,1611,1318,1449,2066,2371,,43,52,17,1,10,14,80,96,17,0
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,0,0,0,0,0,0,0,,2448,2036,923,1457,649,1139,1674,535,1331,638,,1,2,1,5,1,0,1,377,83,0
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,5342,7487,7767,3649,361,1538,2073,549,214,218,,0,0,0,0,0,0,0,0,0,0
30292,Fresh or chilled shark fins,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,27,0,0,0,,0,0,0,0,0,0,0,0,0,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,147,109,10322,177,,0,0,0,0,0,0,0,0,0,0
30326,"Frozen eels """"Anguilla spp.""""""""",151,164,25,150,187,0,0,0,0,0,,2506,3793,1873,1406,3833,4836,4403,5672,1290,1764,,320,438,440,273,580,392,750,560,215,225
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",30,0,45,28,0,0,0,0,0,0,,1982,659,277,326,313,141,528,53,15,25,,42777,22336,25817,20906,20968,24551,18893,12398,3057,10559
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,23451,26169,23274,22511,22512,23519,22143,21347,22980,25186,,121,112,315,418,342,634,890,765,415,472
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,55,50,82,253,202,339,337,69,108,71,,0,15,8,10,1,45,10,9,10,13
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,250,27,54,105,192,74,69,23,16,361,,0,0,0,0,50,36,1,46,54,78
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,21152,24692,22178,21589,21899,22384,22604,26773,33017,32439,,0,0,0,0,0,0,0,0,0,0
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,4,11,9,2,1,3,0,0,0,,7111,8119,11374,10083,11583,10826,11070,10160,8787,6990,,1224,839,682,1230,1197,1201,1440,1449,1495,2480
90821,"Mace, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,54,114,107,14,301,125,87,36,266,145,,21,16,63,94,37,61,62,97,57,61
100640,Broken rice,0,0,0,2,7,0,1,0,0,0,,25314,34183,31231,31143,33419,49535,27390,32249,31796,30150,,15548,1981,11820,3992,1791,1,1,0,1,5545
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,5,0,0,0,0,0,0,0,0,,163406,92535,117477,102556,103340,90295,115090,128682,106004,90033,,7793,36384,0,138,1031,2201,2878,1988,1212,1965
150110,"Lard, rendered or otherwise extracted (excluding lard stearin and lard oil)",0,0,0,0,0,0,0,0,0,0,,25043,25001,21563,19402,19513,17341,17952,20029,17312,107455,,0,0,0,0,0,0,0,0,0,684
150120,"Pig fat, rendered or otherwise extracted (excluding lard)",0,0,0,0,0,0,0,0,0,0,,88449,78515,72897,42147,63447,77769,110181,183532,264821,354346,,0,0,0,77,0,46,0,0,0,4
281215,Sulphur monochloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,65,128,0,0,,0,0,0,0,0,65,81,69,24,29
280540,Mercury,13,4,0,0,5,0,1,0,11,0,,141,20,0,3,0,0,0,0,0,0,,109,200,266,138,87,50,65,56,19,5
271600,Electrical energy,0,0,0,0,0,0,2,0,0,0,,233067,356160,564140,241128,193255,186602,392740,435540,181552,504433,,0,0,0,0,3,0,2,0,0,0
271410,Bituminous or oil-shale and tar sands,0,0,2,0,0,0,0,0,0,0,,881,598,10,4,0,0,17,0,0,0,,0,0,2,5,0,0,0,0,0,0
261100,Tungsten ores and concentrates,0,240,0,0,0,0,0,0,0,0,,3343,33206,34679,9434,2269,10548,7733,8093,4255,2565,,1337,264,2363,857,6618,5128,10350,14022,2521,60
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,13,3,0,0,9,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0
290371,Chlorodifluoromethane,63,0,0,0,0,0,0,0,0,0,,39867,28230,26943,26520,22705,29319,25118,22779,9428,1554,,16441,9641,15053,17144,11651,14704,24372,16967,9748,14057
282741,Chloride oxides and chloride hydroxides of copper,0,0,0,1,0,0,10,0,0,0,,1964,2362,3408,2103,1096,3602,6865,6220,7171,9552,,1251,1389,1155,591,930,866,567,1141,2273,2275
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,98,9,0,0,3,0,7,0,55,0,,124466,158074,135494,86228,84175,88485,116679,116410,137679,205663
252530,Mica waste,0,0,0,0,0,0,0,2,0,0,,3,180,0,8,56,11,190,133,0,11,,90,100,91,21,22,0,0,2,0,0
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,0,0,0,0,0,0,0,0,0,,1686,1467,1801,2396,1670,950,1541,661,1011,1720,,19,7,0,1,0,0,0,0,0,0
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,0,,448,738,857,753,1305,980,1878,1511,1564,1792,,3,5,39,14,2,15,12,40,45,290
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,938,1476,2281,1563,658,1194,535,595,384,431,,73,93,125,117,74,183,138,113,79,121
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,885,1853,993,1265,874,856,6025,3219,631,532,,2246,2097,1606,3500,6265,10913,15149,16296,15006,22123
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",12,129,134,82,0,0,0,0,0,0,,1174,1017,656,2405,1626,523,599,1274,659,821,,939,365,185,274,76,34,26,207,219,339
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,0,0,0,0,,210,388,331,217,6,55,22,20,15,19,,3,4,2,1,1,3,2,0,0,1
293136,"(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,69,648,66,23,3,,0,0,0,0,0,0,0,0,0,0
292213,Triethanolamine and its salts,2678,5287,8382,1588,1896,0,0,0,0,0,,93954,79202,89171,73427,73280,0,0,0,0,0,,11752,10925,13163,6851,5093,0,0,0,0,0
292423,"2-Acetamidobenzoic acid """"N-acetylanthranilic acid"""" and its salts""""",8,6,18,0,0,0,0,0,0,0,,764,1315,778,152,1221,211,87,534,633,963,,13,12,22,5,6,6,0,0,0,0
285310,"Cyanogen chloride """"chlorcyan""""""""",0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,1708,1493,662,710,496,,0,0,0,0,0,6,0,0,0,1
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",4568,1787,1866,3013,7240,0,0,0,0,0,,38739,32274,29715,32131,31006,0,0,0,0,0,,13756,13416,11225,9663,13289,4,0,0,0,0
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,408,3834,258,246,155,,0,0,0,0,0,5,0,3,14,31
291737,Dimethyl terephthalate,483,1434,0,0,0,0,0,0,0,0,,26603,28592,679,338,1547,290,90,32,198,41,,2880,2813,1071,383,161,316,170,418,339,404
291817,"Phenylglycolic acid """"mandelic acid"""", its salts and esters""""",0,0,0,0,0,63,0,0,0,0,,0,0,0,0,0,2618,68,13,0,57,,0,0,0,0,0,63,0,0,0,0
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,0,,38,207,125,53,66,58,299,17,0,33,,1,0,4,4,3,6,0,0,0,0
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",4885,4805,5940,6244,7549,0,0,0,0,0,,184073,162954,161099,273169,310300,0,0,0,0,0,,148128,166124,143353,119223,108231,96,0,0,0,0
350710,Rennet and concentrates thereof,0,0,41,52,4,2,0,0,0,0,,2980,3596,2990,5899,2533,2721,3311,2407,2035,3978,,81,80,170,200,131,106,80,136,98,138
293951,"Fenetylline """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,232,1597,408,47,0,75,0,4,,242,296,169,185,285,180,275,345,425,287
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,12,0,0,0,16,0,0,0,,6166,7540,11043,6624,5999,6120,13696,4935,6416,5981,,4942,3750,3609,3323,2586,1862,1780,2248,2125,3002
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,0,1,0,0,0,,2241,2109,2690,2953,2710,2856,982,1269,4869,604,,91,120,20,21,5,11,16,0,0,7
441912,Chopsticks of bamboo,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,638,788,634,387,707,,0,0,0,0,0,4949,6014,6636,8085,10665
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,267,305,174,184,571,435,252,103,99,147,,643,464,174,145,304,255,180,81,37,110
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,25,2,5,0,0,0,,7530,7886,9671,9312,12591,9685,6226,3596,6124,5136,,383,490,97,29,32,42,71,70,36,113
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,1,1,1,1,0,0,0,0,,131,1482,164,489,148,42,193,85,63,29,,0,0,61,1,1,1,57,0,0,0
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",2145,463,82,1,270,5,0,0,2,0,,26986,37890,24400,8624,6251,8627,4387,503,121,245,,6060,5019,3635,3500,7532,6267,11745,8702,4850,11390
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,20241,62855,52159,69692,,0,0,0,0,0,5,2,0,12,0
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,93,6,58,0,0,,0,0,0,0,0,0,21,86,136,278,,0,0,0,0,0,168,165,271,121,73
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,2199,2034,3266,2737,2751,1390,1668,1306,1074,937,,30,84,15,28,40,10,30,24,2,0
440611,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,630,6913,60,59,,0,0,0,0,0,0,0,0,0,0
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,1,1,0,0,0,0,0,0,,927,855,845,271,666,264,516,798,618,962,,264,1002,141,356,868,434,743,539,713,87
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,0,0,0,1,0,0,0,0,0,,77568,86056,33913,10479,14276,20477,16281,13562,10658,11491,,290,459,940,303,113,168,417,254,0,0
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,0,0,0,0,0,0,0,,24767,22875,17782,13803,14011,14212,11514,5037,3912,6648,,0,0,72,0,0,0,0,0,0,0
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,791,514,644,752,85,157,81,79,3,11,,18774,17946,22983,11344,7355,4596,5035,807,0,0
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",123,72,45,47,90,0,0,0,0,0,,117046,85654,44880,37343,31269,0,0,0,0,0,,15877,13383,15706,12700,9250,0,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",282,81,185,97,115,0,0,0,0,0,,41067,30261,27146,25622,20092,0,0,0,0,0,,9214,9715,5269,6266,5723,0,0,0,0,0
