Product code,Product label,"Saudi Arabia's imports from Taipei, Chinese-Value in 2012","Saudi Arabia's imports from Taipei, Chinese-Value in 2013","Saudi Arabia's imports from Taipei, Chinese-Value in 2014","Saudi Arabia's imports from Taipei, Chinese-Value in 2015","Saudi Arabia's imports from Taipei, Chinese-Value in 2016","Saudi Arabia's imports from Taipei, Chinese-Value in 2017","Saudi Arabia's imports from Taipei, Chinese-Value in 2018","Saudi Arabia's imports from Taipei, Chinese-Value in 2019","Saudi Arabia's imports from Taipei, Chinese-Value in 2020","Saudi Arabia's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,5843,5440,2994,3338,3199,2073,2402,2203,1620,1992,,173,118,152,237,201,36,37,109,226,412
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",39,0,0,0,0,0,0,0,0,0,,59,345,337,649,193,93,122,479,268,333,,235,49,0,17,134,23,30,111,41,19
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,1189,446,972,910,690,541,194,324,309,201,,3794,3268,1758,608,625,1829,1144,2090,666,16
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,31,27,3,0,0,0,41,0,0
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,0,2,6,0,6,0,0,0,0,0,,0,0,0,1,242,460,0,0,0,0
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",0,0,0,0,0,0,0,0,0,0,,187,338,116,207,260,219,271,280,193,358,,190,94,114,537,194,213,338,544,390,365
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",2815,2140,1285,1587,167,66,3,6,4,0,,39052,41548,41126,32663,34615,299,0,0,0,0,,15490,16619,17327,13597,8619,8337,9998,9942,15234,10959
330129,"Essential oils, whether or not terpeneless, incl. concretes and absolutes (excluding those ...",0,0,0,0,0,0,0,0,0,0,,3860,3950,4479,5966,6040,6340,5999,5292,3912,3807,,31071,31999,24707,26724,22063,24493,33279,47142,33316,28177
391231,"Carboxymethylcellulose and its salts, in primary forms",0,0,0,0,0,0,0,0,0,0,,12672,13944,12689,11751,11132,13430,13686,13800,16212,16745,,8591,11292,8648,10173,18264,12505,15648,15508,10870,9269
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",215,0,0,0,0,0,0,0,0,0,,87954,107099,111432,80423,68924,79888,81397,72763,68359,40483,,4156,3984,4519,2794,3583,1199,1014,647,880,1445
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,2220,1414,1375,667,398,579,935,783,634,1394,,957,1357,2191,1127,1521,1508,2473,2845,5129,4774
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",0,0,0,0,0,0,0,0,0,0,,380,476,141,102,115,145,113,177,147,150,,0,106,135,190,205,173,384,102,313,134
401694,"Boat or dock fenders, whether or not inflatable, of vulcanised rubber (excluding hard rubber ...",0,0,0,0,0,0,0,0,41,0,,303,644,525,380,318,478,355,293,268,331,,5681,3659,4285,12957,3290,1313,2104,2747,3752,2384
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,0,0,0,0,0,0,0,0,0,,182,279,3162,2233,3510,494,125,29,37,19,,0,0,0,2,3,97,227,104,93,94
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,34,0,0,10,45,0,0,0,0,24
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",0,0,0,0,0,0,0,0,0,0,,5431,8764,13335,6747,2825,2686,1581,1538,880,1508,,0,0,62,0,14,241,59,37,24,200
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",0,0,0,0,0,0,0,0,0,0,,96510,88932,69257,49223,38172,37230,32658,21886,12292,14687,,0,0,70,16,0,10,0,0,0,11
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,0,0,0,0,0,0,0,0,,181,68,165,146,65,17,134,98,3,0,,0,0,0,49,80,4,15,23,11,21
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",0,0,0,0,0,0,0,0,0,0,,17374,15839,15517,23176,17239,12869,8999,10120,6959,10620,,238,141,224,192,105,167,198,26,95,31
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",0,0,0,119,0,0,33,0,0,0,,1100,1011,1008,698,827,1270,1398,2081,2100,2178,,1732,3529,2025,2998,4862,8568,8240,5364,3843,3871
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,11,0,3,3,0,0,0
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,2,3,0,,0,0,0,0,0,0,0,18,0,0
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,116,12,8,14,4,,0,0,0,0,0,0,0,0,0,414
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,260,14,0,4,2,,0,0,0,0,0,0,0,0,0,92
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,0,0,12
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,59,11,17,22,0,4,0,0,36,67,,131,1258,412,2880,568,497,280,434,421,283
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,443,374,972,1391,561,,0,0,0,0,0,0,0,0,0,58896
440810,"Sheets for veneering, incl. those obtained by slicing laminated wood, for coniferous plywood ...",0,0,0,0,0,0,0,0,0,0,,2293,1910,1450,2188,1970,543,702,995,989,502,,11674,9242,9537,11469,13498,4309,2475,2085,3107,2394
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,23,18,23,13,118,971,388,2,0,0,,978,2283,2611,2475,1804,3511,794,999,1464,2272
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,101,,0,0,0,0,0,0,0,0,0,239
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",73,0,0,0,0,0,0,0,0,0,,1838,2372,2296,348,251,91,132,104,82,11,,2599,2635,2775,1803,725,1553,886,1337,784,268
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",268,134,589,0,0,0,30,0,0,0,,18,197,73,68,73,29,42,49,32,394,,195330,211428,196827,209776,141927,141247,142180,168251,146206,192226
441912,Chopsticks of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,942,860,980,794,684,,0,0,0,0,0,0,0,0,0,882
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,0,0,0,0,0,0,0,,57724,59181,64272,63457,57429,57801,72138,70231,57221,69396,,400,350,238,478,415,338,411,538,362,554
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,,774,537,747,688,653,1181,2753,2024,2655,2535
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,0,45,0,0,0,0,0,0,0,0,,1226,1151,1308,1258,1154,1964,1703,1844,1509,1408,,117885,109824,139388,139615,108655,101832,86039,99570,96143,109983
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,0,0,0,0,0,,65,84,18,437,32,6,38,0,1,7,,551,12293,6120,6662,6893,8223,9866,5423,4800,7130
382460,Sorbitol (excluding D-glucitol [sorbitol]),0,0,0,0,0,0,0,0,0,0,,44,27,6,0,0,0,0,0,0,0,,680,960,1077,2052,1831,1282,2215,1165,1521,1353
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,74,36,29,20,9,22,16,1,2,4,,0,0,0,3,32,234,5118,0,0,0
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",0,0,0,0,0,0,0,0,0,0,,90,188,21,21,10,25,31,8,29,79,,8262,7525,4529,3791,4270,6531,6652,817,452,64
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,49,241,299,154,9,6,1,6,2,5,,678,93,711,794,523,2268,1824,3398,1714,1581
382486,"Mixtures and preparations containing pentachlorobenzene """"ISO"""" or hexachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,44
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,317,0,0,0,,0,0,0,0,19,0,0,0,0,179
382541,"Waste organic solvents, halogenated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,49,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,39,0,0,0,0,0,0,0,0,,897,1139,1282,1176,960,766,1214,1081,1052,1157,,2322,2749,3555,4202,3171,3113,3055,3195,3605,6728
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,0,0,0,0,0,0,0,0,,20093,17863,14659,14414,12017,13068,11540,11030,9514,10659,,2965,2071,2541,2816,2084,2243,1791,1530,1959,2326
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",0,0,0,0,0,0,0,0,0,0,,4293,2709,2147,1788,1894,2438,1745,1396,882,1409,,1710,1491,824,1486,1674,1552,1561,1547,1187,546
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,0,,2,2,0,3,148,0,0,0,0,0,,1147,1264,1304,207,437,378,440,94,70,207
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,0,0,0,0,0,0,0,0,,957,1289,330,121,97,102,85,111,37,58,,1110,1463,1865,2052,1293,1104,1311,2719,2808,2679
370199,"Photographic plates and film in the flat for monochrome photography, sensitised, unexposed, ...",70,118,141,192,107,0,0,0,0,0,,20303,19871,17477,12842,16708,15399,19970,22423,23174,21557,,771,1873,1000,3943,3941,2631,2861,3701,800,113
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,28,25,12,13,12,13,40,12,9,8,,68,0,0,0,10,0,4,0,3,6
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,3,31,0,1,6,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,167203,187685,165512,140401,172234,196,0,0,0,0,,430,533,820,603,199,0,0,0,54,78
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",0,0,0,0,0,0,0,0,29,0,,735,662,470,549,646,932,1084,875,804,724,,4523,7886,4543,4851,4129,6816,4031,5054,8912,4254
293361,Melamine,0,0,0,0,0,0,0,0,0,0,,91,38,90,76,197,325,383,381,507,579,,4918,6240,6592,5428,3645,5437,4557,3999,3575,6614
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,7,17,20,21,114,9,10,0,6,0,,0,742,54,274,265,434,843,390,277,416
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,1,2,0,3,0,0,1,0,0,0,,430,330,416,568,865,554,1475,1246,754,723
293628,"Vitamin E and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,18,61,11,25,128,7,13,1,25,0,,5403,3607,2478,1785,2269,3758,1432,2421,4275,3557
293723,Oestrogens and progestogens,0,0,0,0,0,0,0,0,0,0,,70,1047,1191,631,734,369,199,2790,745,2079,,0,0,0,0,3,1,0,0,0,1
293890,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other ...""",0,0,0,0,0,0,0,0,0,0,,754,185,22,55,1709,154,63,27,24,38,,3464,3241,678,237,437,701,703,442,255,442
293920,Alkaloids of cinchona and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,10,0,8,0,0,0,0,0,0,0,,0,0,0,2,4,0,5,0,0,1
293930,Caffeine and its salts,0,0,0,0,0,0,0,0,0,0,,40,0,134,0,0,0,0,0,0,0,,0,103,50,61,3,59,293,72,378,107
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,65,75,102,33,10,17,14,80,22,0,,0,0,0,2,0,0,0,0,0,0
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,4244,4947,3742,2337,286,511,902,307,166,12,,1797,1225,892,1608,609,1359,2179,535,1142,1110
294150,Erythromycin and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,2,0,16,0,0,0,5,13,0,0,,2437,2533,4903,2038,4041,2594,2957,2172,4259,3408
300211,Malaria diagnostic test kits,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,270
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,192,0,0,0,0,,49850,62276,89255,118069,77867,154054,143922,201386,225881,132454
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",0,0,0,0,0,0,0,0,0,0,,3847,4181,4908,5012,4951,5904,4218,7032,10557,9670,,164804,222021,186066,183510,49398,48355,61283,70651,102059,143337
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,58,0,0,,0,26,0,0,2,3,0,0,0,0,,2031,5045,2570,4958,2727,4101,1965,1252,1578,3141
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,0,0,0,0,0,,147,209,18,35,46,101,96,138,76,135,,30,0,0,0,0,0,0,0,0,0
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,82,0,0,1,0,0,0,0,0
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5,24,2,0,0,,6840,3882,4728,7007,5231,3386,1084,463,295,3313
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",0,0,0,0,0,0,0,0,0,0,,2596,213,305,533,952,1524,6688,6829,7090,17299,,13649,12334,17653,15469,13203,4599,4999,6946,7253,3716
292213,Triethanolamine and its salts,33,0,33,34,0,0,0,0,29,0,,9517,13839,10204,9875,8184,21,0,0,0,0,,4176,855,612,935,609,51,2911,163,102,25
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",0,0,0,0,0,0,0,0,0,0,,180,166,1112,843,930,1245,1691,2229,5301,9096,,2039,2157,430,565,555,623,794,1135,955,1102
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",27,41,49,0,49,0,25,36,0,0,,70655,70971,83162,70716,66173,68043,69867,67261,80453,86996,,27894,30365,40605,33632,32599,36866,37577,50076,61605,73230
321490,"Non-refractory surfacing preparations for facades, inside walls, floors, ceilings and the like",31,0,0,0,587,112,335,896,0,0,,5243,5175,5271,5146,6323,4762,4895,4371,5498,7275,,20303,22559,26843,27917,27049,25539,22571,24068,24767,22803
910820,"Watch movements, complete and assembled, with automatic winding",0,0,0,0,0,129,0,0,38,0,,39,33,468,354,512,388,445,326,354,482,,101,0,0,24,12,942,4854,3889,2258,146
911120,"Cases for wrist-watches, pocket-watches and other watches of heading 9101 or 9102, of base ...",0,0,0,0,0,0,0,0,0,0,,22,97,112,16,0,5,446,154,101,103,,66,158,0,34,673,24,60,62,174,160
911310,"Watch straps, watch bands and watch bracelets, and parts thereof, of precious metal or of metal ...",0,0,0,0,0,0,0,0,0,0,,13,56,437,82,40,11,3,10,61,33,,0,0,0,61,120,220,254,175,523,953
902221,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation, for medical, ...",0,0,0,0,0,0,16,0,0,0,,0,10,0,0,0,0,74,160,140,268,,3485,6180,6578,2719,2623,1572,4892,3502,6361,1625
902230,X-ray tubes,0,0,0,0,0,0,0,0,0,0,,6851,5801,7408,7596,6595,8488,11744,8538,9728,10007,,5789,5235,4561,4811,2553,2484,3291,5545,8876,5476
940210,"Dentists', barbers' or similar chairs having rotating as well as both reclining and elevating ...",0,531,0,0,0,0,38,22,3,0,,19612,21530,23165,19739,18215,18490,22019,20442,15941,21147,,12819,34868,15176,16766,21179,10838,10331,12270,6938,7521
910521,"Wall clocks, electrically operated",0,0,189,0,0,0,7,8,0,0,,8375,6801,6857,5288,4347,3578,3440,3267,2920,3990,,1283,1291,2071,1468,1657,2013,1960,2001,1816,2477
910610,Time registers and time recorders,0,0,0,0,0,200,14,0,0,0,,6935,13093,12310,13179,8717,6597,6791,6260,6413,5144,,2735,2461,3243,2902,2811,2985,2137,4198,3854,2776
960630,Button moulds and other parts of buttons; button blanks,0,0,0,0,0,0,0,4,0,0,,3327,3123,3086,2806,3342,4191,3267,3671,3144,3075,,0,0,137,24,36,56,49,78,86,124
940430,"Sleeping bags, whether or non-electrically heated",0,0,0,0,0,0,0,0,0,0,,214,193,188,43,162,173,75,126,67,271,,2457,4573,3333,5956,3741,2197,2111,2983,3107,4287
962000,"Monopods, bipods, tripods and similar articles",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3791,4009,3556,3989,6130,,0,0,0,0,0,0,0,0,0,1145
970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",0,0,0,0,0,0,61,0,0,0,,4515,4098,5206,7351,6519,7122,6188,5986,10060,17159,,6564,11200,11093,8074,8138,6914,8030,12275,9091,18558
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",0,0,0,0,0,0,0,0,0,0,,278,254,415,214,210,145,348,568,510,433,,208264,228448,251063,210048,209264,205501,234998,251600,228223,258170
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",0,0,0,0,0,0,6,0,9,0,,6444,5019,6214,5589,5242,6180,9083,8546,10224,14728,,39215,42398,52274,54073,48964,51907,64941,59220,71842,83184
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,0,0,,0,1,0,44,0,0,0,0,2,0,,1095,2001,2690,3119,1783,681,646,632,953,3633
200551,"Shelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,0,0,0,0,0,0,,1988,3271,1539,1211,1391,1298,1781,1438,1209,1304,,3484,4408,5456,7003,6536,11237,7980,11453,14611,9603
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,5,11,4,8,5,3,0,1,0,0,,91,177,117,102,87,85,99,46,104,124
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",0,0,0,0,0,0,0,0,0,0,,2555,1996,1722,3190,3348,4217,6209,9387,6984,4095,,47,27,181,258,162,268,479,376,1162,1131
200893,"Cranberries """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""", prepared ...""",0,0,0,0,0,0,0,0,0,0,,0,0,58,320,699,427,316,223,62,5,,0,222,71,639,204,684,30,665,738,909
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,500,395,112,149,17,22,463,424,22,27,,5969,3180,9588,6769,10235,4813,555,2002,5508,5637
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,5982,5285,2253,1819,1982,2105,1992,2569,2351,2268,,8490,8050,7731,8458,6739,7401,4106,5457,36081,18633
220110,"Mineral waters and aerated waters, not containing added sugar, other sweetening matter or flavoured",0,0,0,0,0,0,0,0,0,0,,1602,1544,1937,2342,2140,2340,2734,2440,1875,2227,,8755,12105,12278,14356,22336,24717,23656,22275,21174,27718
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",0,0,0,0,0,0,0,0,0,0,,81,140,201,104,9,62,38,104,135,26,,2492,3128,3017,29562,31488,23410,44033,43637,59063,50918
230230,"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ...",0,0,0,0,0,0,0,0,0,0,,4322,2510,4007,5490,9885,11046,11597,10545,13015,13599,,6130,10023,18809,28257,7846,20538,41808,37887,62214,71444
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",0,0,0,0,0,0,0,0,0,0,,159,138,513,572,1714,1996,2671,2439,592,129,,36,809,21305,28838,4520,2,29,106,48,26
230910,"Dog or cat food, put up for retail sale",0,0,0,0,0,0,0,0,0,0,,1650,2175,2399,6542,7712,7076,10938,9793,10137,14618,,6358,7981,12937,13065,14659,17732,20042,22448,31725,48266
250300,"Sulphur of all kinds (excluding sublimed sulphur, precipitated sulphur and colloidal sulphur)",0,0,0,0,0,0,0,0,0,0,,47380,39144,49630,52451,29388,31296,40380,34420,17818,41103,,61,94,67,62,88,53,4,10,18,187
250490,Natural graphite (excluding in powder or in flakes),0,0,0,0,0,0,0,0,0,0,,66,62,96,147,118,77,332,111,97,58,,849,111,586,554,65,104,32,220,36,92
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),0,0,0,0,0,0,0,0,80,0,,946,1320,958,897,692,577,397,315,315,356,,727,882,2116,1076,1827,859,2076,993,528,600
250840,"Clays (excluding fireclay, bentonite, kaolin and other kaolinic clays and expanded clay)",0,0,0,0,0,0,0,0,0,0,,2164,3321,2832,2845,2603,3531,3387,2318,2113,2532,,3798,3190,2922,3685,4509,4307,4565,2636,3746,3053
251520,Ecaussine and other calcareous monumental or building stone of an apparent specific gravity ...,0,0,0,0,0,0,0,0,0,0,,6,1,0,3,21,11,10,0,217,0,,168,362,487,377,25,5,332,107,587,474
251810,"Crude dolomite, not calcined or not sintered, incl. dolomite roughly trimmed or merely cut, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,3,19,1,1,6,69,5,25,,34,46,135,124,233,279,269,311,238,252
251990,"Fused magnesia; dead-burned """"sintered"""" magnesia, whether or not containing small quantities ...""",0,0,0,54,0,0,0,0,0,0,,1045,800,1063,820,975,1432,888,504,526,560,,6186,4060,3863,6482,7860,2730,4870,8527,5115,10167
252020,"Plasters consisting of calcined gypsum or calcium sulphate, whether or not coloured, with or ...",0,0,0,0,0,0,0,0,0,0,,36,378,118,527,628,1100,465,144,117,126,,748,842,909,2343,1110,1957,1187,1608,1338,636
252329,"Portland cement (excluding white, whether or not artificially coloured)",0,0,0,0,0,0,0,0,0,0,,164297,188755,152156,146235,136441,100583,95341,99014,79038,72659,,3692,5828,6480,5589,634,877,497,371,565,799
252330,Aluminous cement,0,0,0,0,0,0,0,0,0,0,,38,55,28,47,40,4,5,22,33,29,,1318,1010,1946,1771,1394,1333,1711,1182,1385,1462
260600,Aluminium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,137,124,142,26,20,71,137,40,95,57,,4850,7374,2079,1045,9083,20546,4367,629,3581,5468
260700,Lead ores and concentrates,0,0,0,0,0,0,0,0,0,0,,64,139,97,217,249,78,0,0,37,142,,69,58,0,103,78,748,751,567,205,0
262190,"Slag and ash, incl. seaweed ash """"kelp"""" (excluding slag, incl. granulated, from the manufacture ...""",0,35,0,0,0,0,0,0,0,0,,431,432,50,14,68,45,16,15,16,26,,21278,18993,12833,14990,7016,4361,7574,2663,785,7745
270119,"Coal, whether or not pulverised, non-agglomerated (excluding anthracite and bituminous coal)",0,0,0,0,0,0,0,0,0,0,,47,44,51,82,73,110,173,184,143,139,,11679,13919,14209,8591,11336,14010,9575,10418,7117,7302
271111,"Natural gas, liquefied",0,0,0,0,0,0,0,0,0,0,,22,0,9,3,2,2,1,0,1,0,,107,0,43,34,35,47,69,0,16,88
271112,"Propane, liquefied",0,0,0,0,0,0,0,0,0,0,,0,18,0,17,0,0,0,55,0,73,,55,38,127,247,56,344,179,290,4786,21264
280450,Boron; tellurium,0,0,0,0,0,0,0,0,0,0,,355,390,463,490,476,405,52,21,52,29,,0,0,0,4,2,0,3,8,0,33
280480,Arsenic,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,,0,32,29,9,18,81,69,0,0,0
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",0,0,0,0,0,0,0,0,0,0,,2341,1342,1474,964,54,89,140,123,89,108,,450,57,0,321,8,3,27,14,18,54
280800,Nitric acid; sulphonitric acids,0,0,0,0,0,0,0,0,0,0,,3020,2858,2836,3573,3907,2886,4134,5292,4684,8908,,1653,2014,1728,2067,2096,1957,2066,1646,1561,1993
280910,Diphosphorus pentaoxide,0,0,0,0,0,0,0,0,0,0,,25,5,2,4,9,5,3,14,9,0,,0,120,0,0,0,6,19,9,6,16
281390,Sulphides of non-metals (excluding carbon disulphide); commercial phosphorus trisulphide,0,0,0,0,0,0,0,0,0,0,,120,2,13,10,16,29,7,2,17,21,,0,0,0,1,22,26,9,9,5,6
281410,Anhydrous ammonia,0,0,0,0,0,0,0,0,0,0,,9381,6030,2135,1608,1070,1574,1432,1530,1557,3200,,0,27,0,0,142,125,154,276,95,7695
