Product code,Product label,India's imports from United States of America-Value in 2012,India's imports from United States of America-Value in 2013,India's imports from United States of America-Value in 2014,India's imports from United States of America-Value in 2015,India's imports from United States of America-Value in 2016,India's imports from United States of America-Value in 2017,India's imports from United States of America-Value in 2018,India's imports from United States of America-Value in 2019,India's imports from United States of America-Value in 2020,India's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
810930,Zirconium waste and scrap (excluding ash and residues containing zirconium),0,0,0,0,0,0,0,0,0,0,,3469,4217,4538,6996,4919,4657,5080,5972,3716,4975,,0,0,0,0,0,0,0,19,0,0
820580,Anvils; portable forges; hand-operated or pedal-operated grinding wheels with frameworks,26,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,598,0,0,0,0,0,0,0,0,0
732392,"Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excluding ...",2,4,0,2,0,1,205,4,15,0,,12252,13033,16662,15739,12757,9882,10083,12614,11751,8749,,1766,1420,1352,1187,1015,946,986,659,414,706
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",32,0,0,0,14,126,202,11,0,0,,13072,10163,5813,8953,8971,9756,10813,5805,9820,15983,,3849,974,957,2019,1267,4084,6173,8951,4383,12406
710229,"Industrial diamonds, worked, but not mounted or set (excluding unmounted stones for pick-up ...",0,0,20,0,1,0,0,9,0,0,,8143,9134,11579,13487,10760,8784,8947,11793,7700,11627,,100,24,268,0,14,0,5,9,0,32
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",6800,7055,5759,2271,546,82,0,1,2,0,,9872,11026,17248,22130,24924,39881,51122,84896,86491,135485,,21284,15304,14420,9946,6159,3567,2716,4158,2380,1286
720270,Ferro-molybdenum,86,0,0,0,114,550,698,329,0,0,,39179,31445,27919,20990,16765,28179,49271,40424,23941,48156,,20427,15111,26126,11642,9098,21900,40818,41999,40903,74423
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",105,48,62,41,25,1,0,0,0,0,,33313,25481,23966,28540,11818,15358,19202,17672,12831,27500,,1518,5625,1568,1235,1313,203,3531,2595,2304,3861
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",889,4,2,42,141,0,0,17,26,0,,255488,203282,162478,183593,161243,190732,160099,152663,124464,234219,,431795,340268,401674,289679,187092,110574,203981,184796,88639,148143
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",3542,1057,557,328,146,1,468,17,10,0,,16420,13396,13429,11144,7948,6465,5198,3165,3305,5365,,184700,102527,133129,95712,59807,31153,8436,5668,344,63
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,3855,8521,11031,7810,4882,4134,8249,4073,2952,2783,,508,409,74,179,27,2,0,0,57,5
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",0,0,0,0,0,0,0,0,0,0,,447446,356985,347406,208086,131369,206498,173506,89545,109774,176729,,6282,12037,50018,101356,62123,76100,95200,123901,47859,28830
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,34,48,0,2,0,0,0,,64870,70143,63806,61229,46381,44739,43014,30953,36034,52903,,51684,12419,4565,5414,1992,180,143,142,408,79
842691,Cranes designed for mounting on road vehicles,142,219,21,342,13,6250,344,10,0,0,,142176,131367,119620,101468,98330,102940,153389,110798,108554,66987,,4780,1708,1060,3411,19048,20257,7913,2907,3916,9153
843410,Milking machines,0,227,22,0,0,14,0,0,4,0,,7141,22798,34629,30634,26473,38877,44396,41897,24541,28100,,5922,3095,2995,2903,3620,6121,4614,2924,1422,1188
830510,"Fittings for loose-leaf binders or files, of base metal (excluding drawing pins and clasps ...",0,0,0,0,0,0,3,0,0,0,,10740,13426,16361,18022,18402,15764,16076,15068,5716,1663,,183,179,92,120,137,306,363,489,291,458
840212,Watertube boilers with a steam production <= 45 t/hour (excluding central heating hot water ...,9,21,275,1,0,6,0,1,0,0,,26984,31286,30485,32842,20657,16611,16172,20289,20816,22323,,1202,424,2211,4556,2916,1307,1436,8554,6739,5387
843221,"Disc harrows for use in agriculture, horticulture or forestry",0,7,0,0,0,0,0,8,0,0,,36551,57965,46310,27072,20018,29662,18882,16616,24987,28556,,13,28,40,640,131,27,9,12,5,1
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",1,1,0,9,0,0,0,0,0,0,,13597,15611,18475,16148,8550,8700,10011,11681,8785,9140,,7,27,14,10,0,20,25,0,4,1
300443,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2267,608,31,31,272,,0,0,0,0,0,0,0,0,0,0
300691,Appliances identifiable for ostomy use,234,189,761,432,524,784,127,53,124,0,,174745,151974,151547,161660,153744,138914,129815,140831,124621,116751,,3086,3636,3677,4595,2835,4128,5210,4207,5614,6167
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,0,0,0,0,0,,2241,2109,2690,2953,2710,2856,982,1269,4869,604,,12,0,140,0,0,0,0,3,10,13186
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,6,0,0,199,0,0,0,,47564,132124,77867,113085,154814,195164,202824,134282,97284,114400,,3,0,0,6,0,0,199,0,4,100
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",11,0,0,0,0,0,0,0,0,0,,6166,7540,11043,6624,5999,6120,13696,4935,6416,5981,,95,34,103,138,17,96,1343,33,0,1
300343,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,988,563,7,0,,0,0,0,0,0,0,0,0,0,0
293951,"Fenetylline """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,232,1597,408,47,0,75,0,4,,0,0,0,0,0,0,0,0,0,0
293229,"Lactones (excluding coumarin, methylcoumarins, ethylcoumarins, and inorganic or organic compounds ...",10911,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,26052,0,0,0,0,0,0,0,0,0
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,0,0,0,0,,210,388,331,217,6,55,22,20,15,19,,39,10,11,0,0,0,0,0,0,0
293530,N-Ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,25,0,9,20,4,,0,0,0,0,0,0,0,0,0,0
292213,Triethanolamine and its salts,271,276,201,431,987,369,0,0,0,0,,93954,79202,89171,73427,73280,0,0,0,0,0,,6644,10126,14891,13681,13692,2313,0,0,0,0
292423,"2-Acetamidobenzoic acid """"N-acetylanthranilic acid"""" and its salts""""",0,0,0,1,0,0,0,0,0,0,,764,1315,778,152,1221,211,87,534,633,963,,0,0,0,1,0,0,0,0,0,1
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,188,0,0,0,,38,207,125,53,66,58,299,17,0,33,,48,0,0,0,0,0,188,0,0,0
291616,Binapacryl (ISO),0,0,0,0,0,0,0,0,0,0,,214,53,23,81,335,699,219,644,114,111,,0,0,0,0,0,0,0,0,0,0
291737,Dimethyl terephthalate,240,104,0,0,0,0,0,0,0,0,,26603,28592,679,338,1547,290,90,32,198,41,,2962,2612,2651,2099,1888,1845,1991,1678,1317,1884
291817,"Phenylglycolic acid """"mandelic acid"""", its salts and esters""""",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,2618,68,13,0,57,,0,0,0,0,0,37,47,1,0,1665
285310,"Cyanogen chloride """"chlorcyan""""""""",0,0,0,0,0,16,7,6,0,0,,0,0,0,0,0,1708,1493,662,710,496,,0,0,0,0,0,23,37,20,1,0
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",2648,1416,779,1878,4978,1262,0,0,0,0,,38739,32274,29715,32131,31006,0,0,0,0,0,,28886,24613,34294,42222,38555,7852,0,0,0,0
291230,Aldehyde-alcohols,6,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,394,0,0,0,0,0,0,0,0,0
285200,"Compounds, inorganic or organic, of mercury (excluding amalgams)",47,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,234,0,0,0,0,0,0,0,0,0
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,39867,28230,26943,26520,22705,29319,25118,22779,9428,1554,,0,214,0,0,0,146,214,676,141,0
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",109,66,104,85,87,2,0,0,0,0,,184073,162954,161099,273169,310300,0,0,0,0,0,,359,148,4344,1879,551,50,0,0,0,0
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,5,0,7,0,,0,0,0,0,0,4460,7064,7576,16347,21129,,0,0,0,0,0,0,5,1,7,0
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,5178,5210,2785,2527,1424,1043,1762,3437,3415,2702,,63,91,53,1,0,51,24,0,16,37
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,43,166,193,129,67,209,30,115,402,48,,0,0,0,0,0,0,3,0,0,0
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",10266,11157,7780,13505,10172,898,0,0,0,0,,600698,662401,598996,574138,498895,0,0,0,0,0,,35498,75819,122480,107244,101483,28170,0,0,0,0
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,141,446,234,175,32,338,123,238,53,61,,1,0,0,0,0,0,0,27,58,0
382541,"Waste organic solvents, halogenated",0,0,0,2,0,0,0,0,0,0,,101,151,275,463,882,872,576,853,215,265,,0,1057,0,2,0,0,0,0,0,0
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,131,1482,164,489,148,42,193,85,63,29,,0,0,5,3,2,0,7,0,0,0
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,26986,37890,24400,8624,6251,8627,4387,503,121,245,,0,2,12,0,0,0,0,0,0,0
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,64,0,0,45,0,0,0,,7530,7886,9671,9312,12591,9685,6226,3596,6124,5136,,1778,948,1327,13273,13257,10601,10561,8696,2557,3386
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2492,2082,2076,1195,3668,,0,0,0,0,0,211,1213,4645,5320,7935
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,0,0,0,0,0,0,0,0,,15736,6453,5224,5886,3852,3835,3481,2755,1662,8146,,1394,219,305,253,249,588,2862,1585,437,327
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",115,0,0,0,0,0,0,0,0,0,,791,514,644,752,85,157,81,79,3,11,,17338,19415,17563,10749,7631,4221,3973,3990,2987,2272
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",49,11,0,0,0,0,0,0,0,0,,41963,53207,72673,78797,59587,62621,55004,48519,40967,33629,,1033,2609,1647,1838,2100,15307,36918,26734,14886,14700
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",5,1,0,0,0,0,0,0,0,0,,927,855,845,271,666,264,516,798,618,962,,647,252,201,43,7,3,5,6,12,105
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,21,35,0,0,,0,0,0,0,0,0,20241,62855,52159,69692,,0,0,0,0,0,700,248,35,0,56
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,21,86,136,278,,0,0,0,0,0,279,91,521,287,555
440410,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,2199,2034,3266,2737,2751,1390,1668,1306,1074,937,,75,0,0,0,0,0,0,0,0,0
440611,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,630,6913,60,59,,0,0,0,0,0,0,0,0,0,0
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",4,1,1,3,1,0,18,11,0,0,,9507,13656,16340,13635,13947,22249,17306,15002,16233,18120,,1439,1451,1451,1043,1129,1443,1463,2086,1029,515
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",1054,1557,96,27,0,0,0,0,0,0,,117046,85654,44880,37343,31269,0,0,0,0,0,,22306,4490,831,1030,1396,0,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",6,0,1,2,25,0,0,0,0,0,,41067,30261,27146,25622,20092,0,0,0,0,0,,1179,627,1577,715,4182,127,0,0,0,0
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",4279,6374,3464,4629,2830,373,0,0,0,0,,146004,148500,163949,157805,149093,0,0,0,0,0,,60774,34907,39173,26426,23980,10047,0,0,0,0
400110,"Natural rubber latex, whether or not prevulcanised",0,0,0,0,0,0,0,0,0,0,,24239,17695,17131,18390,14688,16038,13861,11117,10044,14959,,5307,9636,16175,11109,5680,4128,9134,9305,5740,9970
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",59,34,74,54,12,8,34,5,5,0,,2590,1170,1952,2370,913,594,759,513,781,484,,72,41,79,85,17,27,54,49,109,12
190211,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs",0,0,0,0,0,0,0,0,0,0,,14286,13702,13898,15063,11995,11844,10710,12027,12085,11181,,45,0,0,0,3,2,1,2,2,2
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",0,0,0,0,0,1,1,0,3,0,,1070,1328,1578,1555,1660,1451,2602,2781,2246,4274,,315,750,328,109,26,19,14,182,196,47
190520,"Gingerbread and the like, whether or not containing cocoa",2,0,0,0,4,0,0,0,0,0,,448,738,857,753,1305,980,1878,1511,1564,1792,,63,116,35,0,5,3,55,34,45,56
200410,"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen",4544,2520,330,20,0,0,0,0,7,0,,1039829,1058545,1079321,1051467,1116487,1140888,1137771,1241872,1012168,1189986,,7293,5824,697,139,232,78,109,60,15,22
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",28,57,130,200,232,311,124,141,238,0,,12413,14227,15024,16795,12725,11453,11415,10754,8667,10177,,1210,704,2066,2620,1398,2019,3441,3410,4338,4522
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",3,3,2,0,0,0,0,0,0,0,,894,1245,1373,1064,852,1180,1138,846,760,808,,348,217,344,223,79,33,69,8,14,160
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,1,0,1,45,0,3,1,0,,1018,3023,4837,7071,9708,14729,13392,7157,7118,5818,,0,388,252,574,663,1264,1076,1020,833,1001
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,0,,112157,106153,105275,103568,103504,102799,102991,92652,74445,73227,,1,0,0,50,111,152,41,231,35,40
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,36407,37193,27925,19032,24520,25711,28663,29128,20581,15171,,2,75,0,0,524,405,4468,9454,9565,16747
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,98,9,0,0,3,0,7,0,55,0,,313,295,232,512,2314,4094,2681,6155,3775,572
110819,"Starch (excluding wheat, maize, potato and manioc)",4,16,0,12,2,1,2,4,1,0,,15590,17074,16967,13084,12122,12711,12136,14767,11620,14802,,1094,1535,292,285,80,101,157,139,109,86
120210,"Groundnuts in shell, not roasted or otherwise cooked",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
120510,"Low erucic acid rape or colza seeds """"yielding a fixed oil which has an erucic acid content ...""",0,0,0,0,0,0,0,0,0,0,,163406,92535,117477,102556,103340,90295,115090,128682,106004,90033,,0,0,0,0,0,0,0,1,13,0
110210,Rye flour,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
121120,"Ginseng roots, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,51161,90558,77301,55950,43377,55351,50544,45023,39993,46282,,42,26,76,66,82,65,99,41,22,50
121130,"Coca leaf, fresh or dried, whether or not cut, crushed or powdered",0,0,0,0,0,0,0,0,0,0,,0,0,58,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,938,1476,2281,1563,658,1194,535,595,384,431,,6,19,0,0,0,4,0,2,0,5
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,885,1853,993,1265,874,856,6025,3219,631,532,,0,0,0,0,0,0,1,0,0,20
160540,"Crustaceans, prepared or preserved (excluding smoked, crabs, shrimps, prawns and lobster)",0,0,0,0,0,0,0,0,0,0,,1174,1017,656,2405,1626,523,599,1274,659,821,,0,7,0,0,0,0,0,0,0,0
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",0,0,0,0,0,0,0,0,0,0,,1301,672,393,300,755,359,250,244,624,410,,0,36,0,0,1,42,22,0,0,0
130212,Extracts of liquorice (excluding that with a sucrose content by weight of > 10% or in the form ...,10,13,21,13,6,33,0,0,0,0,,58126,55903,50174,33938,30792,27621,19079,13088,8247,3378,,464,62,78,69,117,321,138,113,1002,266
151110,Crude palm oil,5777,5155,0,0,0,0,0,0,0,0,,8779,24761,329,1259,2399,3029,2706,3188,4416,4542,,6197200,4884715,5319597,4574502,3666718,4574632,4004944,3561007,4936263,8317254
151411,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""", ...""",1,0,0,0,0,0,0,0,0,0,,282068,80382,57218,45901,54615,30497,38100,30178,31247,85243,,93719,29705,210305,232899,308351,255937,164444,26554,50183,75459
281214,Phosphorus pentachloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,170,0,0,42,0,,0,0,0,0,0,0,0,1,0,0
281215,Sulphur monochloride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,65,128,0,0,,0,0,0,0,0,0,0,0,0,0
282741,Chloride oxides and chloride hydroxides of copper,1,0,2,4,0,13,0,1,3,0,,1964,2362,3408,2103,1096,3602,6865,6220,7171,9552,,93,14,8,15,0,13,4,15,37,104
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,18,0,0,0,0,0,0,,10975,3310,4259,3536,3316,6695,7425,11371,4935,5611,,0,0,0,18,3,0,0,0,0,0
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,2046,2593,2868,3726,15062,14451,14389,13556,9571,6672,,0,0,0,0,5,0,0,0,0,0
271410,Bituminous or oil-shale and tar sands,0,0,26,0,0,0,0,0,0,0,,881,598,10,4,0,0,17,0,0,0,,57,84,36,0,0,5,10,7,19,12
252530,Mica waste,0,0,0,0,1,0,0,1,1,0,,3,180,0,8,56,11,190,133,0,11,,82,165,39,3,103,251,295,247,95,1
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,26,20,0,,2400,2389,5494,2743,1718,1841,3036,3170,2171,3260,,0,13804,22319,20758,23120,25014,31785,32070,24267,42652
271600,Electrical energy,0,0,0,0,0,0,0,0,0,0,,233067,356160,564140,241128,193255,186602,392740,435540,181552,504433,,0,0,0,42307,0,34714,31173,0,0,3745
261100,Tungsten ores and concentrates,130,246,386,51,102,0,0,0,0,0,,3343,33206,34679,9434,2269,10548,7733,8093,4255,2565,,534,247,1295,425,353,504,938,995,137,198
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,13,3,0,0,9,0,0,0,0,0,,0,0,34974,24779,172863,55102,345239,169873,158557,0
252220,Slaked lime,36,0,0,0,0,0,0,0,0,0,,5011,6668,8285,4692,11173,7650,14752,6762,5509,6232,,3707,3310,4228,3669,2050,959,1915,3728,2558,5441
252230,Hydraulic lime (excluding pure calcium oxide and calcium hydroxide),0,1,0,0,3,1,0,0,0,0,,1686,1467,1801,2396,1670,950,1541,661,1011,1720,,0,586,360,624,211,218,163,292,888,1222
252310,Cement clinkers,0,0,72,1,0,0,0,0,5,0,,5797,7729,3346,9357,2534,1460,8908,2584,1603,1743,,36619,8104,3191,10621,15348,26106,42446,54530,46559,62912
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",0,0,0,0,0,0,0,0,0,0,,132094,129495,140173,150167,150840,169202,158183,162358,131375,164727,,0,0,0,0,0,0,0,0,0,0
30119,Live ornamental fish (excluding freshwater),0,0,0,0,0,0,0,0,1,0,,3232,4362,3709,3788,4153,5997,4738,4609,2937,2959,,0,40,42,194,133,222,167,1149,1067,1010
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,5610,4350,3635,1559,1566,1611,1318,1449,2066,2371,,0,0,0,0,0,0,0,0,50,2
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,0,0,0,0,0,0,0,,2448,2036,923,1457,649,1139,1674,535,1331,638,,17,13,0,0,0,0,0,0,0,0
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,5342,7487,7767,3649,361,1538,2073,549,214,218,,0,0,0,0,0,0,0,0,0,0
30253,"Fresh or chilled coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,1492,314,550,375,213,374,246,177,346,45,,0,0,0,0,0,0,0,0,0,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,16,147,109,10322,177,,0,0,0,0,0,0,0,0,0,0
30326,"Frozen eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,2506,3793,1873,1406,3833,4836,4403,5672,1290,1764,,0,0,0,0,0,0,5,5,1,3
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,1982,659,277,326,313,141,528,53,15,25,,0,1,0,0,0,0,0,7,2,2
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3265,3020,3849,2850,3572,,0,0,0,0,0,0,0,0,0,160
30371,"Frozen sardines Sardina pilchardus, Sardinops spp."""", sardinella """"Sardinella spp."""" and brisling ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,1287,1893,2279,2289,3323,4283,3393,2768,2009,1149,,0,287,350,343,455,457,638,167,15,43
30390,Frozen fish livers and roes,0,0,0,0,0,0,0,0,0,0,,328939,395224,334837,337490,239495,0,0,0,0,0,,0,3,2,0,0,0,0,0,0,0
30429,Frozen fish fillets (excluding swordfish and toothfish),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1536,0,0,0,0,0,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,16716,20180,21713,18202,14606,14860,14840,17042,15019,9779,,0,0,0,0,0,0,0,0,4,0
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,2051,2456,1571,2229,2928,3233,1946,2115,945,780,,0,1431,4622,5855,6161,13553,19163,16686,6860,10269
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,7833,8236,9272,9974,1569,138,346,131,150,96,,0,0,0,0,0,0,0,0,0,0
30571,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,2850,788,979,1027,850,634,953,366,145,0,,0,0,0,0,0,0,0,0,0,0
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",369,0,0,0,0,0,0,0,0,0,,13695,33951,35269,26117,21473,28464,18590,18016,18977,42687,,415,1,0,0,0,7,0,24,0,0
30613,"Frozen shrimps and prawns, whether in shell or not, incl. shrimps and prawns in shell, cooked ...",1488,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,5406,0,0,0,0,0,0,0,0,0
30625,"Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, live, fresh, ...""",0,0,0,0,0,0,0,0,0,0,,236,147,236,0,0,0,0,0,0,0,,0,0,0,0,135,0,0,0,0,0
30694,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, dried, salted, smoked or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,255,0,0,0,0
30711,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,20920,20372,24827,24112,21679,21614,22883,21491,14277,16181,,0,0,0,0,0,0,0,0,0,0
30719,"Oysters, smoked, frozen, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,2917,2456,2606,2824,1718,864,331,617,269,245,,0,0,0,0,0,0,0,0,0,133
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,4972,3531,1812,1078,259,731,1273,1951,354,78,,0,0,0,0,0,0,0,0,0,0
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",0,0,2,0,0,0,0,0,0,0,,25742,85550,22349,23309,25479,24269,19698,17274,15310,12669,,251,111,158,950,291,37,152,22,140,0
