Product code,Product label,Singapore's imports from Australia-Value in 2012,Singapore's imports from Australia-Value in 2013,Singapore's imports from Australia-Value in 2014,Singapore's imports from Australia-Value in 2015,Singapore's imports from Australia-Value in 2016,Singapore's imports from Australia-Value in 2017,Singapore's imports from Australia-Value in 2018,Singapore's imports from Australia-Value in 2019,Singapore's imports from Australia-Value in 2020,Singapore's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
853670,"Connectors for optical fibres, optical fibre bundles or cables",11,16,23,3,6,39,8,6,4,4,,3896,1866,2078,2931,2208,1506,1761,1857,1779,2444,,22232,25233,23202,19261,29853,29892,36582,35851,24805,37724
854519,"Electrodes of graphite or other carbon, for electrical purposes (excluding those used for furnaces)",84,0,258,1,7,1,3,4,6,4,,1342,601,651,334,418,550,412,454,469,470,,7094,3069,4209,3422,2821,7024,16989,2800,2712,5289
846620,Work holders for machine tools,5,22,3,4,0,0,102,119,1,4,,334,255,263,543,565,148,992,970,364,560,,39739,12961,9455,9934,10158,12449,18770,13461,14796,18240
630491,"Articles for interior furnishing, knitted or crocheted (excluding blankets and travelling rugs, ...",332,294,154,3,30,11,3,7,0,4,,43,56,110,105,106,141,212,224,349,525,,2887,1501,9814,1796,1491,1671,1357,1326,958,595
730300,"Tubes, pipes and hollow profiles, of cast iron",60,94,54,14,32,20,25,0,20,4,,10190,2784,5841,1751,798,424,254,851,316,1062,,32877,44609,42938,27381,26364,20282,22901,24179,16603,18813
920994,"Parts and accessories for musical instruments, the sound of which is produced, or must be amplified, ...",44,2,5,0,2,3,5,23,4,4,,374,482,257,151,177,367,327,328,498,674,,5096,4962,6855,4120,3449,2727,2626,1969,2059,1871
620461,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of wool or fine animal ...",1,7,0,0,1,0,2,8,4,4,,24,48,63,93,266,81,102,256,249,550,,1452,1294,1175,1124,1470,2346,2281,2323,1818,2218
610620,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres, knitted or crocheted ...",0,0,2,1,6,0,0,3,2,4,,1349,1581,1605,1173,850,528,1272,440,374,678,,3939,4004,9764,5510,4619,4861,7076,5799,3248,3579
590699,"Rubberised textile fabrics (excluding knitted or crocheted textile fabrics, adhesive tape of ...",38,104,58,26,9,25,17,10,4,4,,342,193,122,478,365,400,326,931,280,343,,14666,12382,11732,5472,3547,3653,3138,3134,1931,2372
660110,Garden or similar umbrellas (excluding beach tents),0,5,4,1,3,4,3,0,2,4,,1095,1597,779,292,753,745,915,677,852,475,,862,841,953,689,643,721,1119,821,654,973
843790,Parts of machinery used in the milling industry or for the working of cereals or dried leguminous ...,63,2,37,28,0,17,6,3,0,4,,2388,787,526,545,740,1152,921,1968,3789,6686,,4571,2974,2949,3607,2399,2404,4189,3484,2710,3209
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",31,21,8,1,1,11,169,3,18,4,,0,0,0,0,24,0,0,0,0,3,,4420,4540,4429,4286,4945,5071,6433,6532,6712,7902
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ...",31,21,41,0,0,0,0,0,0,4,,3359,3781,5233,10162,7103,7621,5761,5328,3155,5099,,376,438,388,425,403,359,361,337,258,257
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,4,,4,4,7,0,0,0,0,0,5,19,,611,251,26,18,27,12,42,5,6,13
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",0,0,0,20,0,4,4,0,19,4,,2894,3852,15124,3326,2904,1928,1105,2104,1459,1612,,220,71,116,95,594,222,197,264,385,568
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",16,7,6,5,5,3,7,4,4,4,,14,1,31,4,15,52,23,30,32,19,,2432,1788,1860,1999,1496,1281,1327,1307,1473,1516
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",38,7,5,0,3,66,40,19,73,4,,826,1429,1128,624,746,416,939,207,252,440,,10765,6565,4496,2876,3921,5381,7439,4371,2390,1379
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",1,48,77,22,9,3,65,1,6,4,,471,341,274,641,657,720,961,314,874,709,,15382,17428,21468,20457,10664,8440,4330,4006,5443,15500
701890,"Glass eyes (excluding prosthetic articles); articles of glass beads, or of imitation pearls, ...",8,2,6,2,342,49,12,0,1,4,,68,54,68,31,42,163,65,63,87,336,,3084,2376,2557,4407,12245,8035,3562,3290,1948,2963
730721,Flanges of stainless steel (excluding cast products),41,252,35,38,50,25,631,22,36,4,,2903,1949,928,1297,2491,2252,1319,868,1327,1345,,39254,33538,25684,22093,18297,16421,26360,27054,29837,27267
610439,"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excluding ...",2,1,3,5,2,13,8,6,7,4,,465,328,167,175,161,418,185,238,234,295,,3862,5647,8864,8279,4436,2970,2846,6054,2513,1988
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",2,160,50,2,1,2,6,0,2,4,,656,222,160,193,335,138,113,960,1505,749,,1652,2832,1561,3022,1017,2384,956,5326,1497,1035
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,8,14,21,16,19,52,5,0,0,4,,4322,4416,3080,1342,774,1583,1503,1518,1253,2020,,17855,19482,22270,20618,19999,20228,18024,14360,9478,13618
820420,"Interchangeable spanner sockets, with or without handles, of base metal",13,46,3,45,16,26,7,11,3,4,,1506,1215,1396,962,1180,1306,1942,1676,1861,2309,,3386,3544,2896,2830,3321,2472,3696,2676,1886,5240
630240,"Table linen, knitted or crocheted",2,6,0,0,6,1,1,0,0,4,,3,21,18,34,13,44,18,24,37,24,,547,362,402,456,301,294,420,553,177,356
620113,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",0,0,1,3,1,10,2,0,2,4,,266,237,189,217,240,213,309,364,448,1218,,566,849,990,1080,1221,2477,2251,4914,3422,2873
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",1,1,22,10,19,11,12,17,2,4,,868,773,655,678,914,1300,1141,1001,494,1018,,4988,3583,3601,3020,2522,3083,2283,2558,3223,2209
903031,"Multimeters for voltage, current, resistance or electrical power, without recording device",1,8,10,23,16,1,29,14,1,4,,1297,1266,3173,2315,2996,318,923,1389,336,655,,5143,5118,7509,9587,11964,11371,13747,13711,14418,21462
910299,"Pocket-watches and the like, incl. stop-watches, with hand or automatic winding (excluding ...",1,2,16,14,0,98,9,1,107,4,,2177,3664,3511,6945,3831,4584,3684,3589,3444,4500,,5506,17864,16835,9802,6833,10518,7283,6509,5495,8274
900490,"Spectacles, goggles and the like, corrective, protective or other (excluding spectacles for ...",70,19,26,87,69,18,76,6,33,4,,13560,13119,12520,11716,10390,7721,7163,8773,17328,9219,,11086,9531,9692,11097,9643,10917,7614,9496,14788,10547
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained ...",2,5,2,30,28,31,5,13,15,4,,1045,1608,1470,1461,1058,515,900,969,772,1253,,5083,15790,29573,15553,9314,12832,14101,15224,19788,20211
830820,"Tubular or bifurcated rivets, of base metal",0,0,0,0,4,1,24,2,0,4,,428,104,428,261,180,171,256,378,176,243,,2665,3405,3711,1262,1971,1606,1777,3278,2023,2419
382440,"Prepared additives for cements, mortars or concretes",320,216,246,204,558,77,83,219,45,4,,10683,8490,8954,5402,2874,4974,5682,6948,6741,8793,,49802,50681,50356,38678,27915,26641,25951,28819,17697,25846
30615,"Frozen Norway lobsters """"Nephrops norvegicus"""", even smoked, whether in shell or not, incl. ...""",0,0,0,0,0,0,0,8,11,4,,0,0,0,0,0,0,0,5,55,384,,27,105,57,82,160,136,231,580,296,346
30449,"Fresh or chilled fillets of fish, n.e.s.",13,11,28,53,13,7,20,24,39,4,,19,95,56,198,863,1272,1342,1746,1302,1453,,4140,4102,4876,4331,4610,5574,5996,5147,4770,6478
960629,"Buttons (excluding of plastics or base metal, not covered with textile material, press-fasteners, ...",22,0,2,0,0,1,0,0,0,4,,71,54,21,268,395,636,846,568,1067,741,,1540,1386,1341,1094,914,893,824,642,426,711
850740,Nickel-iron accumulators (excluding spent),0,0,3,0,0,0,0,0,0,4,,615,248,73,898,900,43,0,266,6,44,,1656,245,103,70,112,651,161,38,21,54
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",28,6,7,0,0,6,0,0,0,4,,130,335,140,98,111,45,70,242,360,17,,9848,14030,14755,11400,11499,23796,10784,6432,4412,5013
820411,"Hand-operated spanners and wrenches, incl. torque meter wrenches, of base metal, non-adjustable",232,7,18,43,139,168,113,45,6,4,,3986,1438,891,1031,1440,1085,1323,1234,1925,1728,,5252,7196,8190,6939,6503,6538,9229,7584,6023,9058
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",628,391,254,501,69,65,25,31,0,4,,19063,9433,9333,6047,5637,5536,8488,8013,6799,9755,,24071,32046,31727,28249,16627,11762,8833,10938,7219,24838
732392,"Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excluding ...",5,4,0,4,0,3,0,0,1,4,,836,562,178,422,142,218,250,192,104,677,,934,1520,4010,1733,2126,3541,3159,2035,2805,5751
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",107,18,59,65,30,6,0,0,0,4,,181,244,281,390,268,295,202,749,830,91,,5005,3366,3748,5368,4930,2149,1967,1325,1022,5074
690490,"Ceramic flooring blocks, support or filler tiles and the like (excluding those of siliceous ...",130,28,2,12,12,3,10,18,1,4,,1324,511,288,515,7250,4368,4029,1789,696,485,,6057,9404,12776,9296,6946,5421,7997,8288,5730,9296
252310,Cement clinkers,1,1,1,0,0,1,4,0,0,4,,551,304,686,110,87,0,1164,10,2,52,,1587,639,835,123,130,38,76,90,21,10
210310,Soya sauce,12,72,1,1,17,9,1,2,6,4,,316,486,292,277,393,227,230,1360,192,381,,9330,10243,10374,9940,10212,10002,11316,13628,13344,15292
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,3,4,3,14,4,,327,278,526,754,290,465,138,35,66,25,,323,415,580,834,536,667,408,394,568,520
293628,"Vitamin E and its derivatives, used primarily as vitamins",50,84,8,7,1,0,78,223,0,4,,1723,1301,1403,813,445,289,211,549,528,778,,94044,84382,66535,53482,50927,47696,48466,46118,43165,49046
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,3,0,0,4,,12,12,26,2,6,12,164,2,2,0,,423,755,61,70,149,229,240,33,25,31
621040,"Men's or boys' garments of textile fabrics, rubberised or impregnated, coated, covered or laminated ...",3,1,0,0,15,11,2,1,44,4,,543,450,416,341,852,681,603,519,1415,1309,,1891,3327,3188,6256,5878,7653,4925,4703,3596,4332
611239,"Men's or boys' swimwear of textile materials, knitted or crocheted (excluding synthetic fibres)",7,16,2,3,0,3,10,2,0,4,,87,128,298,193,124,156,141,172,161,633,,752,1178,448,602,562,814,505,268,195,559
610610,"Women's or girls' blouses, shirts and shirt-blouses of cotton, knitted or crocheted (excluding ...",16,4,4,5,675,161,14,2,7,4,,1007,651,850,753,289,652,842,692,496,455,,38350,34819,28047,25908,15554,16096,17905,12269,11509,11651
560490,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...",16,1,6,5,0,0,0,2,0,4,,13,437,173,95,132,14,23,80,62,288,,575,1285,377,354,493,247,532,806,646,519
731813,"Screw hooks and screw rings, of iron or steel",37,62,0,119,67,23,59,4,7,4,,1096,1223,768,190,249,140,327,281,334,434,,8722,9176,12935,13217,9842,10793,11586,8911,10375,12195
321390,"Artist's, student's or signboard painter's colours, modifying tints, amusement colours and ...",96,66,188,603,85,45,48,3,13,4,,1460,1161,605,544,615,427,470,447,1646,847,,1217,1047,2516,2389,1985,1256,1903,1310,1776,2204
310290,Mineral or chemical nitrogen fertilisers (excluding urea; ammonium sulphate; ammonium nitrate; ...,2,0,0,1,9,4,16,20,7,4,,1543,2912,1449,4597,6765,6067,5069,9465,11809,13965,,328,338,616,648,603,280,240,648,520,334
390710,"Polyacetals, in primary forms",3720,1853,0,0,19,0,0,0,0,4,,31,220,317,82,20,75,80,89,86,158,,60381,64200,25566,22686,17487,21651,25067,30681,22712,32273
910690,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...",3,0,24,5,0,1,13,8,18,4,,291,382,342,224,273,317,530,810,1341,631,,2120,1227,1551,1093,1596,1690,3078,3945,2495,1339
392043,"Plates, sheets, film, foil and strip, of non-cellular polymers of vinyl chloride, containing ...",0,2,0,0,0,5,15,17,32,4,,361,309,296,515,337,153,428,489,217,279,,6656,7494,12460,10681,9596,9465,10480,9666,7316,9627
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",118,235,78,0,0,0,0,75,17,4,,1896,1934,1942,1656,1137,1460,1599,1749,1557,1618,,2663,2425,2508,2374,2374,3743,4762,4250,4063,4511
80121,"Fresh or dried brazil nuts, in shell",30,19,0,0,0,0,0,0,1,4,,18,57,30,46,26,0,174,122,0,0,,36,25,0,0,0,23,0,19,15,11
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,0,0,2,2,4,4,,183,119,69,772,3591,49,38,73,36,175,,16332,4579,7110,8560,9076,7152,5127,6331,13639,9276
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",4,0,0,0,1,5,11,10,9,4,,17,184,134,47,7,12,18,285,321,84,,187,244,449,123,196,178,310,545,507,534
281000,Oxides of boron; boric acids,0,0,1,1,2,0,4,2,0,4,,524,579,890,1763,1230,1234,1047,1279,1183,924,,4583,1579,1105,1105,1195,938,853,980,881,1421
701590,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, ...",1,32,4,3,2,24,0,1,4,4,,123,214,102,147,52,29,44,351,146,161,,1439,988,1598,1362,932,2429,1504,1329,514,584
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",3,0,0,1,40,56,65,35,4,4,,2560,3013,2129,1813,1653,1486,1034,1204,941,1169,,1013,625,504,463,341,678,641,1115,556,1568
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",1,1,1,3,4,1,1,1,1,4,,485,458,492,1135,691,1373,726,235,559,326,,5054,5007,5109,5621,7408,10258,10023,7958,7695,11193
920790,"Accordions and musical instruments without keyboards, the sound of which is produced, or must ...",5,6,30,14,7,12,7,3,6,4,,1470,1437,1433,1541,2161,2039,1700,1244,1006,1747,,6821,9626,5877,10618,6543,9521,14017,16749,12607,16294
950710,Fishing rods,8,10,14,4,3,2,3,4,3,4,,154,419,376,368,412,446,339,416,314,742,,24740,22565,21754,17387,21674,20247,29481,30355,17613,23014
961390,"Parts of lighters, n.e.s.",8,11,9,0,0,0,2,2,5,4,,31,4,16,37,31,30,67,95,109,252,,972,888,975,1537,1334,1746,1174,1131,619,640
970500,"Collections and collector's pieces of zoological, botanical, mineralogical, anatomical, historical, ...",65,27,14,6,8,6,204,19,7,4,,5743,3329,3070,3096,1344,2412,3695,3457,3077,4489,,5240,2590,786,2257,722,720,1219,1303,27040,9069
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",5,0,0,3,0,0,0,0,0,4,,4423,3958,3699,3103,3147,3020,3100,2840,1984,2668,,8707,7941,8236,8550,7889,7816,7433,7571,4423,2300
253010,"Vermiculite, perlite and chlorites, unexpanded",0,4,0,0,5,0,0,0,0,4,,1434,2175,1563,635,453,369,364,387,482,581,,430,661,414,429,353,370,864,745,763,1021
170390,Beet molasses resulting from the extraction or refining of sugar,14,34,1,0,1,1,0,1,4,4,,162,111,66,822,137,155,129,714,66,39,,162,318,306,91,656,210,408,538,336,240
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),11,17,4,3,6,3,2,4,4,4,,152,113,105,240,101,280,288,219,1132,1677,,14792,18088,16362,14661,17763,32982,35117,40259,38715,38258
730723,Butt welding tube or pipe fittings of stainless steel (excluding cast products),11,0,64,26,2231,7,69,35,42,4,,449,576,534,124,113,292,701,1205,410,418,,20256,20812,28491,24480,25264,18704,24898,28026,25216,23154
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",1,4,496,3,679,56,24,7,6,4,,639,1016,10656,10102,565,413,369,236,575,210,,20247,23286,12188,22409,17048,13870,23383,57649,280583,196425
854150,"Semiconductor devices, n.e.s.",222,4,12,13,1,0,21,0,0,4,,1597,1737,2418,2292,1310,1239,1034,730,1233,2661,,281171,432100,359430,193861,236268,147522,158600,231263,201222,198999
481710,Envelopes of paper or paperboard (excluding letter cards),70,6,17,8,5,3,16,8,2,4,,961,1104,488,679,1045,1338,966,872,686,414,,6809,9688,9972,12135,12189,8757,12091,11666,7455,9870
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",22,73,103,25,6,20,73,36,9,4,,516,1050,1138,3351,1756,941,1038,1604,2821,3062,,29426,31824,36124,28318,25785,29588,28516,23726,17830,27057
690410,"Building bricks (excluding those of siliceous fossil meals or similar siliceous earths, and ...",0,0,0,0,0,0,0,0,0,4,,10152,12389,11119,8640,6385,9617,7618,9220,10036,11698,,32787,29143,23978,16523,8663,4993,4789,4104,2322,3719
630590,"Sacks and bags, for the packing of goods, of textile materials (excluding man-made, cotton, ...",12,3,2,0,3,9,3,10,1,3,,633,476,386,411,389,398,375,575,514,648,,3092,4189,4181,4197,3420,2331,2161,2663,1657,2398
690290,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods (excluding ...",0,1,0,10,2,23,22,29,1,3,,2490,1834,1944,3214,734,374,447,250,552,1139,,3776,3085,2228,2344,3284,2826,3396,3232,2858,1865
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",2779,656,215,116,293,1,23,75,1,3,,704,877,1086,2376,6451,6044,2366,906,2008,2104,,133348,75985,75519,69188,40942,40330,28856,10622,16036,23270
731589,"Chain of iron or steel (excluding articulated link chain, skid chain, stud-link chain, welded ...",102,15,94,7,4,223,31,31,31,3,,1727,3115,1368,1583,1404,2176,2354,1989,1513,1721,,11936,8740,10325,9440,4151,8077,10757,11802,4863,2558
843820,"Machinery for the industrial preparation or manufacture of confectionery, cocoa or chocolate ...",64,1,0,13,1,4,18,6,0,3,,4831,7831,5421,3495,5211,5379,4299,2303,2063,6101,,10579,3601,5297,4856,5142,3410,3169,7059,4430,5582
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",0,0,0,0,0,2,7,0,0,3,,440,282,278,221,193,835,169,441,165,204,,632,531,202,316,193,361,256,248,221,183
90412,"Pepper of the genus Piper, crushed or ground",10,3,11,26,13,8,9,3,9,3,,1149,858,784,1420,1899,1549,1568,1590,1237,1259,,4705,13004,8360,3638,3725,3293,3225,2822,3198,3749
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",0,0,0,8,0,0,0,0,0,3,,0,0,0,0,0,0,0,0,0,2,,154,9,37,52,192,214,182,265,200,161
970400,"Postage or revenue stamps, stamp-postmarks, first-day covers, postal stationery, stamped paper ...",6,0,1,43,27,8,0,39,0,3,,4748,16664,4880,3587,3144,2537,1756,1533,1982,3473,,1222,1955,1285,4207,931,942,1710,1423,306,422
570310,"Carpets and other floor coverings, of wool or fine animal hair, tufted """"needle punched"""", ...""",437,267,180,205,87,29,45,10,0,3,,9806,9149,10588,4471,4457,3295,1702,2054,1445,4522,,6180,3822,4073,4545,2057,3236,3641,3863,1593,2683
551599,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those ...",9,4,8,4,0,0,0,0,0,3,,140,14,85,51,31,11,61,66,52,14,,483,370,326,135,388,282,153,156,128,74
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",15,1,6,3,13,3,4,24,0,3,,771,619,871,1041,644,599,831,475,1092,664,,2689,2612,3001,2913,3240,3356,3793,7755,3076,6821
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",12,9,130,277,44,18,21,6,1,3,,2506,2220,2359,4998,2146,2514,2292,1483,1769,2084,,2297,2688,3313,3754,2693,2951,3651,4087,3752,5322
630229,"Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)",77,297,174,266,3,18,10,10,5,3,,56,121,130,280,1202,791,871,129,132,209,,10111,9979,8165,6230,4985,3483,3309,3581,2498,2368
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",48,151,18,1,1,5,5,0,0,3,,95,755,261,265,317,196,149,103,760,76,,2436,2661,1983,2595,1719,2864,2297,2891,3724,1697
732119,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",41,15,17,17,109,61,58,4,53,3,,601,853,662,466,732,411,136,203,293,455,,3295,2867,2557,3005,3426,1779,1330,2874,2317,3669
830630,"Photograph, picture or similar frames, of base metal; mirrors of base metal (excluding optical ...",61,90,72,39,47,34,14,2290,312,3,,214,542,916,400,373,479,437,375,223,362,,2891,4937,5998,5138,3929,3414,3216,4944,2162,2449
843699,"Parts of agricultural, horticultural, forestry or bee-keeping machinery, n.e.s.",76,68,4,10,0,0,24,8,3,3,,6650,5225,5705,4202,5136,6274,6787,5181,4693,9999,,10299,8663,7613,7294,5879,7087,6907,6992,5122,6268
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,2,3,3,,1165,851,833,612,529,576,564,1693,1884,1045,,186,121,114,78,87,154,142,137,129,131
91012,"Ginger, crushed or ground",7,5,1,4,1,4,2,11,7,3,,776,346,427,700,238,549,814,952,1166,818,,216,202,216,253,327,318,367,319,438,380
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,1,4,0,1,1,3,3,4,3,,1111,704,584,831,299,440,627,202,630,437,,482,590,587,454,743,568,511,687,944,750
20725,"Frozen turkeys of the species domesticus, not cut into pieces",0,0,0,1,0,0,0,0,1,3,,1331,190,16,1310,3508,3182,98,307,4359,699,,1571,1438,1983,1928,2441,1275,940,1559,1056,1767
290531,"Ethylene glycol """"ethanediol""""""""",64,90,36,54,0,1,201,159,5,3,,1119,2490,3378,1277,1322,269,415,534,1661,1265,,374270,303890,271635,116397,15192,17014,58406,52005,80935,53839
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",19,0,4,11,0,1,0,7,1,3,,200,154,46,546,145,472,100,161,126,162,,15432,17895,17750,15691,13509,15911,16339,14820,14489,18061
382410,Prepared binders for foundry moulds or cores,0,15,2,0,0,0,9,15,0,3,,1336,1173,1060,1482,852,1368,1232,783,596,966,,713,1238,742,829,597,1025,1592,2339,1046,2732
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",2,13,15,9,3,4,1,5,0,3,,6794,12145,14567,2066,1416,3155,4076,3392,2595,3748,,51275,48013,54895,40699,48679,34423,28324,23966,21970,29887
460129,"Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in ...",0,0,0,0,0,43,12,0,0,3,,126,191,72,17,28,53,22,23,105,89,,266,149,156,172,260,342,234,178,159,244
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",14,0,3,0,0,40,0,0,0,3,,97,140,241,355,188,163,206,189,259,459,,12610,12595,9950,8162,8165,4785,8666,21028,5437,9039
300610,"Sterile surgical catgut, similar sterile suture materials, incl. sterile absorbable surgical ...",2,1,1,1,0,327,1,11,2,3,,2654,2436,2487,2337,1921,686,0,745,1542,2412,,81572,70363,80614,102453,150134,149193,201456,293460,290699,330293
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",0,0,7,3,62,1,0,0,1,3,,141,143,171,98,39,72,21,9,18,25,,59905,112508,196972,96633,74325,59885,60888,72352,78463,79735
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,2,3,,335,607,588,670,624,775,1543,1173,1348,1096,,916,778,696,938,727,982,2436,2349,1060,1702
160530,"Lobster, prepared or preserved (excluding smoked)",229,150,98,327,187,150,176,64,0,3,,0,1,0,10,0,16,0,0,15,1,,2985,2716,4779,6886,5016,4221,3252,2384,3250,4574
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,2,0,0,1,3,,323,96,250,317,4,231,4,0,13,219,,9399,9559,8419,7696,9491,10089,14645,16626,9465,10552
821300,"Scissors, tailors' shears and similar shears, and blades therefor, of base metal (excluding ...",1,0,12,0,0,1,2,6,8,3,,546,665,849,670,1011,463,463,571,437,1015,,2928,3017,3433,2592,3292,3662,3551,2670,1955,2577
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",24,2,31,27,37,40,13,0,0,3,,5989,2167,1799,1113,145,302,9124,10027,11531,11037,,17803,19894,15197,9176,9892,12823,14852,16875,13463,16961
844250,"Plates, cylinders and other printing components; plates, cylinders and lithographic stones, ...",4,4,13,3,7,5,32,9,8,3,,2323,1359,3208,1346,782,797,791,974,693,578,,5025,4273,7440,4690,4388,4327,3829,4826,4475,3865
551694,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,3,,293,116,0,17,2,22,0,0,5,0,,1080,878,744,745,571,600,576,1038,526,409
580136,"Chenille fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",32,28,13,4,15,7,13,5,3,3,,262,195,164,177,96,114,149,216,243,288,,1041,1447,963,639,607,740,1394,1083,451,430
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",14,0,0,2,0,0,0,0,0,3,,1426,762,575,460,524,284,282,105,214,351,,4253,4122,4990,4326,3504,1832,1571,1560,2051,2402
491000,"Calendars of any kinds, printed, incl. calendars blocks",24,23,24,12,33,10,12,7,11,3,,2078,1939,1481,1222,1200,1230,1515,773,848,796,,6518,6805,4784,4786,4298,4069,4407,4851,4269,3922
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",3,25,6,7,2,0,17,3,1,3,,303,251,154,475,621,398,183,1187,2220,1067,,8049,5812,6693,8654,7591,8141,5916,4381,3400,3647
620199,"Men's or boys' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles ...",0,0,0,0,0,0,23,13,238,3,,181,290,27,105,267,869,375,198,259,3571,,2114,1676,3485,2766,3231,2202,2830,2802,2374,2584
610453,"Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excluding ...",2,1,0,2,0,1,1,11,1,3,,62,72,306,94,41,106,113,132,138,157,,960,1750,1505,2029,1318,1459,1997,1244,1215,1214
