Product code,Product label,Russian Federation's imports from Saudi Arabia-Value in 2012,Russian Federation's imports from Saudi Arabia-Value in 2013,Russian Federation's imports from Saudi Arabia-Value in 2014,Russian Federation's imports from Saudi Arabia-Value in 2015,Russian Federation's imports from Saudi Arabia-Value in 2016,Russian Federation's imports from Saudi Arabia-Value in 2017,Russian Federation's imports from Saudi Arabia-Value in 2018,Russian Federation's imports from Saudi Arabia-Value in 2019,Russian Federation's imports from Saudi Arabia-Value in 2020,Russian Federation's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,4,80,30,0,0,,96,101,72,0,1,17,25,166,20,72
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",0,0,0,0,0,0,0,0,0,0,,1937,1671,1132,509,755,479,98840,105496,1145,1435,,2878,3021,2639,1946,4352,4835,7103,4408,3848,4339
400520,"Compounded rubber, unvulcanised, in the form of solutions or dispersions (excluding rubber ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,34,0,0,0,,5261,5314,3453,2576,2963,2712,4453,6008,4229,5987
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,82,54,0,38,29,130,300,0,0,2,,12112,12258,10992,7178,6865,9386,10532,10511,8135,10579
400921,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",0,0,0,0,0,0,0,0,0,0,,58,0,0,127,106,90,72,0,0,0,,40276,43663,44241,26933,31154,43688,41862,48156,45214,63664
401110,"New pneumatic tyres, of rubber, of a kind used for motor cars, incl. station wagons and racing ...",0,0,0,0,0,0,0,0,0,0,,7903,5172,5167,4190,9694,13125,5298,45,73,340,,1424432,1241104,998431,487843,461238,654043,753904,779730,615632,762922
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",0,0,0,0,0,0,0,0,0,0,,908,405,432,523,1099,505,0,0,0,0,,2415,4088,6602,4586,4957,0,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,0,0,0,0,0,0,0,0,0,,53,0,104,2,91,0,0,0,0,0,,357273,424396,348765,233978,236713,1037,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,105,502,616,416,147,653,787,414,64,80
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,117,108,201,88,62,1971,995,628,290,1146
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",0,0,0,0,0,0,0,0,0,0,,36,0,0,41,112,0,22,0,0,0,,22876,27807,31470,47206,41614,61050,47484,42189,42408,42134
401490,"Hygienic or pharmaceutical articles, incl. teats, of vulcanised rubber (excluding hard rubber), ...",0,0,0,0,0,0,0,0,0,0,,0,0,35,140,71,54,18,0,3,0,,8225,5493,5912,3898,5098,5597,5047,4042,4831,5828
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",0,0,0,0,0,0,0,0,0,0,,81,28,0,157,131,217,179,28,379,8,,61012,45361,34951,18360,15645,18533,17924,17214,18789,19304
401700,"Hard rubber, e.g. ebonite, in all forms, incl. waste and scrap; articles of hard rubber, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1860,2402,282,805,760,1006,1520,586,964,1635,,5007,4827,4213,2758,2287,2612,4331,3462,3004,2756
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,487,47,345,0,118,,0,27,66,301,3185,4009,2693,413,1903,2782
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",0,0,0,0,0,0,0,0,0,0,,102267,107852,77432,62625,47294,51916,47370,44223,19403,34094,,0,0,0,0,9,59,380,108,17,0
410692,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,60,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,0,17
410711,"Full grains leather """"incl. parchment-dressed leather"""", unsplit, of the whole hides and skins ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,129,5,0,0,0,,1690,2061,3044,2264,4755,8155,7598,7108,6284,4745
410792,"Grain splits leather """"incl. parchment-dressed leather"""", of the portions, strips or sheets ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20466,19638,14126,9099,13014,12751,11148,13319,7033,9636
411320,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2933,3153,3116,2529,2928,4499,2869,3307,2452,2646
420211,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers, ...",0,0,0,0,0,0,0,0,0,0,,3865,1563,1029,687,765,1348,1534,403,389,735,,22730,25319,15873,8306,9238,10832,9345,7635,5360,6950
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",0,0,0,0,0,0,0,0,0,0,,39,948,483,549,2087,1618,3979,5,0,1,,127068,137826,144125,100288,115118,144625,171570,179036,160595,198686
420310,"Articles of apparel, of leather or composition leather (excluding clothing accessories, footware ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,10,126,519,0,0,0,,145731,136156,109801,70153,66893,81028,97579,98720,80305,112078
420330,"Belts and bandoliers, of leather or composition leather",0,0,0,0,0,0,0,0,0,0,,32,100,637,54,77,73,125,0,0,0,,31245,34049,29746,18791,16909,21057,24761,27742,24610,32002
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,3360,1456,5610,6168,7409,23467,25761,20542,12782,11381
430400,"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ...",0,0,0,0,0,0,0,0,0,0,,57,0,0,1,10,7,0,0,0,0,,2728,5530,5014,3490,2413,1776,2296,4718,2234,5238
440112,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,28,34
440321,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,24,35,31,61,31
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,0,,0,43,0,0,11,0,0,0,0,0,,116,75,0,1,0,194,123,101,31,57
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,0,0,0,0,0,,0,0,0,0,9,12,1,0,0,0
440395,"Birch """"Betula spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,12,176,79,18,0
440691,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,47,1854,3166,4293,3573,3906
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,7,1381,1426,3020,2300,1254
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",0,0,0,0,0,0,0,0,0,0,,62,0,0,8,23,203,16,0,0,0,,14,0,18,0,0,6,0,0,3,1
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,337,202,356,175,115,138,164,129,122,77
440793,"Maple """"Acer spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,32,9,21,39,23,43,6,16,0,7
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,10,18,0,0,0,,969,1080,964,774,329,378,329,346,216,264
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,98,19911,21828,15068,16908,18913
441294,"Laminated wood as blockboard, laminboard or battenboard (excluding of bamboo, plywood consisting ...",0,0,0,0,0,0,0,0,0,0,,7211,9966,7362,8781,11155,8303,7959,5998,4862,5370,,1361,3919,1986,783,543,972,758,572,485,688
441300,"Metallised wood and other densified wood in blocks, plates, strips or profile shapes",0,0,0,0,0,0,0,0,0,0,,4055,6486,3803,1262,186,11,24,24,14,65,,1162,1152,830,581,1593,1511,1441,1172,1016,1306
441510,"Cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood",0,0,0,0,0,0,0,0,0,0,,417,329,4401,2459,2528,2191,3409,1370,186,210,,2748,2272,2115,1451,1489,1115,2101,1237,1328,1183
450390,"Articles of natural cork (excluding cork in square or rectangular blocks, plates, sheets or ...",0,0,0,0,0,0,0,0,0,0,,182,0,299,258,149,3052,2886,2735,719,507,,205,166,156,123,75,108,162,155,204,264
460121,"Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,35,19,11,0,0,0,,1320,1236,1770,447,528,956,410,555,622,350
460199,"Plaiting materials, plaits and similar products of non-vegetable plaiting materials, flat-woven ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,13,6,9,0,0,0,,482,622,1290,645,741,1022,1522,1482,1756,1935
470100,"Mechanical wood pulp, not chemically treated",0,0,0,0,0,0,0,0,0,0,,36,0,0,3,201,0,34,0,0,0,,3699,2695,1417,1247,877,906,732,999,523,378
470500,Wood pulp obtained by a combination of mechanical and chemical pulping processes,0,0,0,0,0,0,0,0,0,0,,658,0,0,122,140,0,0,0,0,0,,2135,1287,57,0,2,11,177,309,543,522
480210,Handmade paper and paperboard of any size or shape,0,0,0,0,0,0,0,0,0,0,,130,1009,962,2152,7748,4271,4937,1778,1520,2683,,77,329,14,20,42,6,26,32,35,50
480262,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,36,258,9,0,17,0,0,,615,598,896,446,204,239,177,157,174,218
480429,"Sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding unbleached, and goods of ...",0,0,0,0,0,0,0,0,0,0,,573,654,108,162,229,158,296,1889,0,29,,14937,15506,16463,14766,18797,16006,15785,12970,11730,9746
480452,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,4,181,0,0,0,0,,1102,1534,2182,1568,2249,2165,2569,2267,1621,3244
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,0,0,,7840,10449,1311,14,6524,9899,10901,19000,25001,8446,,14589,27485,17581,13260,8648,13396,16302,17467,3679,6768
480530,"Sulphite wrapping paper, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,22006,9018,5993,410,510,1729,7901,5514,11314,3763,,1052,4002,3353,2389,979,966,1177,1135,1120,1468
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,6,0,0,0,0,0,0,0,0,,1759,181,668,1205,399,35,248,339,193,20,,250740,225411,145277,68808,61941,60299,70515,56052,38783,50613
481029,"Paper and paperboard used for writing, printing or other graphic purposes, of which > 10% by ...",0,0,0,0,0,0,0,0,0,0,,4634,2677,1124,1852,74,18,569,88,565,2594,,83128,61665,56975,51730,55903,55750,61640,44338,29100,46519
481031,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,18,0,0,0,0,0,,545,220,54,1665,3785,4915,6715,5132,7312,7157
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",0,1,0,0,0,0,0,0,0,0,,198439,159086,218898,236653,205093,169647,84911,178125,185767,112018,,187893,191583,156112,112287,105959,109097,109151,107300,94348,66183
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",0,0,0,0,0,0,0,0,0,0,,31,59,181,355,74,51,5,4,0,4913,,13278,12563,12953,4222,3718,3917,4146,3314,3082,3619
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,107,28,34,0,3,3,,20394,17918,9397,475,400,1046,841,763,454,591
482370,"Moulded or pressed articles of paper pulp, n.e.s.",0,0,0,0,0,0,0,0,0,0,,4547,5744,5387,6813,20577,9147,12903,8880,6511,7303,,9217,12324,10832,6737,7006,7683,9517,8201,7078,8558
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,12,1,31,0,0,0,0,,783,815,602,166,596,1253,795,628,606,760
511211,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,9812,2234,984,747,336,863,1764,2719,1866,1863
520612,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of uncombed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,26783,38758,38607,27155,14815,18831,17684,17850,17630,20359
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,22,0,0,137,52,493,264,501,692
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,208,420,107,0,4,0,1,0,0,1
520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,287,165,264,118,75,24,64,62,115,186
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16,17,16,6,43,49,119,66,152,106
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,28,0,3,6,0,0,0,0,0,,5720,1150,689,206,157,209,430,580,718,1167
520819,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, unbleached ...",0,0,0,0,0,0,0,0,0,0,,0,0,846,346,0,0,0,3,0,0,,214,740,42,44,575,791,552,950,2051,1235
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5643,2202,2668,3078,3327,4933,6623,4378,5104,9161
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, printed ...",0,0,0,0,0,0,0,0,0,0,,0,139,0,315,2079,921,42,0,0,0,,9199,7711,5060,2427,2849,5322,10846,7671,6748,12123
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, bleached ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,,1107,669,495,446,487,375,550,180,329,403
521039,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,3,0,0,21,0,0,,314,353,218,351,312,597,733,832,754,1108
521111,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,44,0,0,0,0,0,,274,324,307,166,114,277,449,666,544,479
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1236,1047,762,747,662,685,881,782,581,931
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,,23,24,27,60,193,366,322,112,85,302
521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5,6,4,14,12,6,62,22,38,22
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,1,15,1,62,84,91,9,13,11
530919,"Woven fabrics of flax, containing >= 85% flax by weight, dyed, made of yarn of different colours, ...",0,0,0,0,0,0,0,0,0,0,,67,0,0,0,3,1,0,0,0,0,,1149,1095,956,986,1307,1900,2768,4153,3954,5816
540244,"Synthetic filament elastomeric yarn, single, untwisted or with a twist of <= 50 turns per metre ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1572,1992,2924,4495,6210,7398,9390,11224,11589,17418
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4,89,152,55,69,54,70,66,59,116
540310,High-tenacity yarn of viscose rayon filament (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,298,253,118,153,229,361,218,181,220,298
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,33,16,11,0,5,17,0,0,0,0
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",0,0,0,0,0,0,0,0,0,0,,40653,52708,31045,20748,12033,23875,36973,46495,32528,17992,,117952,113433,113339,121634,76887,91514,97076,99444,101509,120436
842219,Dishwashing machines (excluding those of the household type),0,0,0,0,0,0,0,0,0,0,,233,265,253,343,280,2760,1787,2636,0,0,,16153,17616,24874,7506,8638,13638,16790,16711,17420,20450
842230,"Machinery for filling, closing, sealing or labelling bottles, cans, boxes, bags or other containers; ...",0,0,0,0,0,0,0,0,0,0,,706,1494,1919,2219,1335,1960,2937,356,280,3,,415122,405066,402455,195130,202228,283156,286045,300668,239735,247559
842430,"Steam or sand blasting machines and similar jet projecting machines, incl. water cleaning appliances ...",0,0,0,0,0,0,0,0,0,0,,857,49,507,211,659,459,791,7,0,24,,210110,241676,247502,130340,93610,116796,137583,123788,131303,157063
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,407,,0,0,0,0,0,7028,11432,12731,11680,16337
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",0,0,0,0,0,0,0,0,0,0,,0,99,38,11,58,76,0,211,0,0,,53371,52491,52884,40503,35711,47943,53801,54857,48775,67226
391620,"Monofilament with any cross-sectional dimension of > 1 mm, rods, sticks and profile shapes, ...",0,0,0,0,0,0,0,0,0,0,,0,234,370,1331,763,616,423,423,480,421,,115462,99129,80872,41599,36503,41723,33253,34218,43608,55191
391710,"Artificial guts """"sausage casings"""" of hardened protein or cellulose materials""""",0,0,0,0,0,0,0,0,0,0,,0,0,76,2,21,14,9,0,6,0,,95701,91606,80466,69402,76137,95078,107645,101435,111044,110793
620451,Women's or girls' skirts and divided skirts of wool or fine animal hair (excluding knitted ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,5908,5778,5902,3929,4387,4362,5180,4997,4030,4105
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",0,0,0,0,0,0,0,0,0,0,,219,0,38,5,227,109,101,0,0,0,,103184,116281,114011,71345,71078,96695,120911,131152,101092,112828
620590,"Men's or boys' shirts of textile materials (excluding of cotton or man-made fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,1520,2403,4084,6158,1699,140,107,0,0,0,,6259,7374,8275,5514,6213,6505,8014,9210,8806,12442
620690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials (excluding of silk, ...",0,0,0,0,0,0,0,0,0,0,,481,750,121,82,65,507,548,0,0,3,,75221,4793,6041,4659,5126,6299,8383,11764,9471,15432
621132,"Men's or boys' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,2336,457,2633,3336,12413,6393,2200,492,380,307,,3811,5251,4628,3016,3393,4421,4031,3732,3213,3968
621430,"Shawls, scarves, mufflers, mantillas, veils and similar articles of synthetic fibres (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,144,41,121,55,68,6,134,79,39,,19592,24134,25337,18076,14267,17725,18361,16476,11678,13584
621440,"Shawls, scarves, mufflers, mantillas, veils and similar articles of artificial fibres (excluding ...",0,0,0,0,0,0,0,0,0,0,,34,0,0,31,78,28,5,0,0,0,,10840,10299,7924,4706,4368,4517,5607,5201,2921,2894
621520,"Ties, bow ties and cravats of man-made fibres (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,0,0,0,0,,3466,2543,2491,1444,1616,1593,1469,1722,1414,22453
621710,"Made-up clothing accessories, of all types of textile materials, n.e.s. (excluding knitted ...",0,0,0,0,0,0,0,0,0,0,,176,55,279,1227,579,754,602,0,0,0,,12306,11850,11938,6073,6663,6828,7383,8908,22118,9115
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,36,0,0,3,70,121,92,0,0,0,,42594,34247,29845,18619,19869,27155,32378,33980,31361,27918
630293,"Toilet linen and kitchen linen of man-made fibres (excluding floorcloths, polishing cloths, ...",0,0,0,0,0,0,0,0,0,0,,0,50,209,178,34,61,5,0,0,0,,7803,4617,4592,3338,3092,5180,5303,5404,4378,4397
630419,"Bedspreads of all types of textile materials (excluding knitted or crocheted, bedlinen, quilts ...",0,0,0,0,0,0,0,0,0,0,,0,57,0,249,89,109,153,252,0,6,,60061,17524,10535,7176,5530,7028,6967,7747,6749,10665
630420,"Bed nets, warp knit, antimalarial",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,16,5,3
630491,"Articles for interior furnishing, knitted or crocheted (excluding blankets and travelling rugs, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,110,186,72,44,0,98,22,,2634,2813,2016,9468,1348,2168,2872,3620,2339,1692
630493,"Articles for interior furnishing, of synthetic fibres (excluding knitted or crocheted, blankets ...",0,0,0,0,0,0,0,0,0,0,,0,57,173,155,459,20,76,9,8,28,,13614,15743,11777,11333,9789,13046,13573,12501,9120,9833
630619,"Tarpaulins, awnings and sunblinds of textile materials (excluding of synthetic fibres and flat ...",0,0,0,0,0,0,0,0,0,0,,0,500,0,25,13,35,140,227,229,52,,1174,1516,1288,344,601,381,424,313,228,249
640320,"Footwear with outer soles of leather, and uppers which consist of leather straps across the ...",0,0,0,0,0,0,0,0,0,0,,288,31,173,57,262,33,47,0,0,0,,110,110,83,94,19,57,109,166,136,31
640690,"Parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, leggings ...",0,0,0,0,0,0,0,0,0,0,,0,120,78,83,56,9,46,0,0,0,,111171,133036,111660,48511,56320,70066,78117,65330,64915,80202
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",0,0,0,0,0,0,0,0,0,0,,0,39,0,19,1,0,0,0,0,0,,119,29,36,37,0,1,0,0,0,0
670100,"Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,328,368,494,286,230,605,932,838,992,1154
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,440,703,513,352,211,185,170,190,249,380
680291,"Marble, travertine and alabaster, in any form (excluding tiles, cubes and similar articles ...",0,0,0,0,0,0,0,0,0,0,,190,658,200,81,5293,44,0,0,0,4,,60943,69568,57502,40263,25353,29721,31571,31514,26567,35276
680422,"Millstones, grindstones, grinding wheels and the like, without frameworks, for sharpening, ...",0,0,0,0,0,0,0,0,0,0,,0,0,61,361,289,866,1648,1191,700,1705,,63233,83118,56070,38480,36365,47784,53251,53791,53919,64387
680919,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster ...",0,0,0,0,0,0,0,0,0,0,,8365,7653,8125,10047,10622,5676,7702,7889,4798,9951,,6886,8301,7713,3510,4022,6822,8176,8650,8237,9686
681099,"Articles of cement, concrete or artificial stone, whether or not reinforced (excluding prefabricated ...",0,0,0,0,0,0,0,0,0,0,,1357,1402,858,1544,871,10061,10763,10473,9261,7167,,92515,108352,100803,50046,48883,62458,138639,49687,55183,64856
690310,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,12,43,0,0,,2143,2611,2099,1625,2083,2511,2472,1776,1639,2061
690510,Roofing tiles,0,0,0,0,0,0,0,0,0,0,,2295,2465,3869,6079,2667,3023,2446,2430,1793,2132,,11029,12127,10773,10156,7575,7095,6671,5430,5721,7787
690723,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,334,,0,0,0,0,781,101461,111787,98552,86312,95564
690810,"Glazed ceramic tiles, mosaic cubes and similar articles, whether or not square or rectangular, ...",0,0,0,0,0,0,0,0,0,0,,1425,1723,1071,1464,767,0,0,0,0,0,,4023,4584,4684,3346,2489,0,0,0,0,0
