Product code,Product label,"Germany's imports from Korea, Republic of-Value in 2012","Germany's imports from Korea, Republic of-Value in 2013","Germany's imports from Korea, Republic of-Value in 2014","Germany's imports from Korea, Republic of-Value in 2015","Germany's imports from Korea, Republic of-Value in 2016","Germany's imports from Korea, Republic of-Value in 2017","Germany's imports from Korea, Republic of-Value in 2018","Germany's imports from Korea, Republic of-Value in 2019","Germany's imports from Korea, Republic of-Value in 2020","Germany's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",0,0,0,0,0,0,0,0,0,0,,157,41,39,16,10,12,19,7,40,36,,431,734,1373,2170,1451,895,1901,2256,2952,3573
71233,"Dried jelly fungi """"Tremella spp."""", whole, cut, sliced, broken or in powder, but not further ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23,24,28,8,4,6,4,9,19,138
80112,"Fresh coconuts in the inner shell """"endocarp""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,334,375,1148,576,969,1472,1976,1566,2132,2801
80211,Fresh or dried almonds in shell,0,0,0,0,0,0,0,0,0,0,,0,0,0,177,257,199,20,15,7,60,,3248,3849,4748,10310,10008,10097,8104,8873,9604,8092
80221,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,7754,8021,9494,5833,9070,7734,7065,4683,6218,7931
80280,"Fresh or dried areca nuts, whether or not shelled or peeled",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,,122,40,15,17,8,15,17,26,36,32
80310,Fresh or dried plantains,0,0,0,0,0,0,0,0,0,0,,0,0,0,24,0,0,2,0,0,2,,2014,3040,1573,1969,2416,2398,5475,11285,10469,8542
80520,"Fresh or dried mandarins incl. tangerines and satsumas, clementines, wilkings and similar citrus ...",0,0,0,0,0,0,0,0,0,0,,4807,5356,4135,3443,2696,0,0,0,0,0,,427836,456628,461811,423889,427432,0,0,0,0,0
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",0,0,0,0,0,0,0,7,7,0,,7,10,9,65,0,24,129,39,228,346,,5610,4788,4044,3737,3717,5805,8077,8723,8832,7726
80930,"Fresh peaches, incl. nectarines",0,0,0,0,0,0,0,0,0,0,,235,285,508,482,1013,1574,2050,2301,2197,2702,,379981,458590,359052,354630,366500,375452,401166,355319,418262,409059
81090,"Fresh tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, ...""",1,2,0,0,0,0,0,0,0,0,,358,418,383,117,121,83,121,252,207,407,,117797,117650,131367,113475,110826,120737,147499,135036,145321,143563
81310,Dried apricots,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,27,28,28,21,19,9,,28416,34088,46919,32423,31445,27691,25601,25288,32085,39471
81330,Dried apples,0,0,0,0,0,0,0,0,0,0,,20,19,8,86,254,69,85,67,120,142,,32746,35146,35171,31210,34857,35922,39480,32735,34925,35134
90112,Decaffeinated coffee (excluding roasted),0,0,0,0,0,0,0,0,0,0,,7,0,7,73,7,1,0,0,8,2,,2041,8084,1797,1261,2077,7863,17435,21156,18601,18854
90122,"Roasted, decaffeinated coffee",0,0,0,0,0,0,0,0,0,0,,167,220,53,80,14,21,193,117,21,31,,27002,25806,26283,24468,21054,115417,54651,21158,30556,29760
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,0,0,0,0,0,0,0,0,0,0,,461,2276,407,59,62,187,238,257,572,827,,260,306,416,488,501,1599,1757,1554,1472,921
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",0,0,0,0,0,0,0,0,0,0,,5376,5484,9577,2110,3706,179,13,35,4422,338,,527,779,863,639,970,9,26,39,54,52
30781,"Live, fresh or chilled, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,54608,49530,43194,36463,62709,47777,56408,55203,47475,49779,,0,0,2,5,2,7,0,6,7,4
30830,"Live, fresh, chilled, frozen, dried, salted or in brine, even smoked, jellyfish """"Rhopilema ...""",0,0,0,0,0,0,0,0,0,0,,61,68,1135,532,1595,891,2074,2653,2404,10890,,6,12,5,4,4,3,1,38,0,5
40390,"Buttermilk, curdled milk and cream, kephir and other fermented or acidified milk and cream, ...",0,0,0,0,0,0,0,0,0,0,,72,199,284,35,83,194,26,256,144,178,,39635,51848,41917,37735,39429,50551,45916,58507,67308,73429
40520,"Dairy spreads of a fat content, by weight, of >= 39% but < 80%",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,91,0,0,0,6,0,,12504,7485,6399,5704,7842,17613,17561,13322,9233,18000
40729,"Fresh birds' eggs, in shell (excluding of domestic fowls, and fertilised for incubation)",0,0,0,0,0,0,0,0,0,0,,631,830,30,0,63,36,81,134,244,3,,256,455,2926,1038,1040,796,841,1174,1405,2413
40900,Natural honey,0,0,0,0,0,0,0,0,20,0,,125,481,304,698,175,366,227,171,86,83,,291278,331856,322024,332282,279084,313984,307096,255409,279454,311820
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",0,0,0,0,0,0,0,6,0,0,,373,252,293,560,818,800,539,720,665,469,,1930,2404,2097,2818,2591,3686,5196,4466,5623,6525
50610,Ossein and bones treated with acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,464,815,553,237,8,234,704,256,1943,2583
60210,Unrooted cuttings and slips,0,0,0,0,0,0,0,0,27,0,,4,8,8,5,20,56,20,0,47,1,,45024,46667,49579,44923,46275,41353,49895,43814,40572,44337
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",0,2,0,0,0,0,0,0,0,0,,1765,1620,1525,995,1138,1333,621,845,851,415,,683412,718884,778488,703490,688767,712684,770348,707745,698920,939972
60490,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",0,0,0,0,0,0,0,0,0,0,,26,32,25,156,85,88,123,200,199,111,,37564,43289,47175,33995,41178,40468,38271,39025,50205,54153
70410,Fresh or chilled cauliflowers and broccoli,0,0,0,0,0,0,0,0,0,0,,0,10,1,15,2,7,2,2,6,4,,68398,76607,73844,64762,68677,74073,81959,78100,99993,109430
70521,Fresh or chilled witloof chicory,0,0,1,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,20050,20548,17375,16214,14355,16337,18215,16046,12775,14822
70992,Fresh or chilled olives,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,,1780,1525,2094,4487,5817,4462,3206,2501,3612,3170
30494,"Frozen meat, whether or not minced, of Alaska pollack """"Theragra chalcogramma"""" (excluding ...""",147,104,0,0,0,0,0,0,0,0,,455,552,407,421,596,251,1149,555,672,1500,,33022,33899,38811,13277,11684,12652,11257,12418,14911,14313
30520,"Fish livers and roes, dried, smoked, salted or in brine",0,3,6,2,0,2,5,1,0,0,,1385,1228,604,816,705,791,884,515,499,666,,3252,2414,1941,1195,974,993,1627,14935,14744,9558
30541,"Smoked Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,121,248,114,131,206,302,292,171,28,15,,451364,566973,643859,558470,660574,711650,647401,549068,538485,483513
30616,"Frozen cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether ...""",0,0,0,0,0,0,0,0,0,0,,2253,549,2558,2472,298,2814,1062,768,533,4358,,20621,9063,14574,14301,16089,10630,12416,14155,20391,21956
30635,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", whether in shell or not, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12068,14554,8228,8912,8636
30636,"Shrimps and prawns, whether in shell or not, live, fresh or chilled (excl. cold-water shrimps ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,60,61,13,82,204,,0,0,0,0,0,19209,17495,11690,14122,20809
30692,"Lobsters """"Homarus spp."""", whether in shell or not, dried, salted, smoked or in brine, incl. ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1
30721,"Live, fresh or chilled, scallops and other molluscs of the family Pectinidae, even in shell",0,0,0,0,0,0,0,0,0,0,,21,137,14,41,36,19,25,866,825,362,,8953,7052,6804,6118,6338,7008,7713,6367,4281,5000
30752,"Octopus """"Octopus spp."""", frozen""""",0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,1250,1372,4004,1062,1189,,0,0,0,0,0,14819,20490,20001,15505,17084
30759,"Octopus """"Octopus spp."""", smoked, frozen, dried, salted or in brine""""",2,0,0,0,12,0,0,0,0,0,,2014,1703,2003,1968,3252,992,189,164,61,139,,12159,7691,9988,9380,10426,144,109,78,95,193
30760,"Snails, live, fresh, chilled, frozen, salted, dried or in brine, even smoked, with or without ...",0,0,0,0,0,0,0,0,0,0,,6,3,0,1,0,1,0,55,94,102,,573,489,561,530,541,487,597,604,748,969
10290,Live bovine animals (excluding cattle and buffalo),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,0
10631,Live birds of prey,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,111,13,26,36,116,96,112,137,30,13
20210,Frozen bovine carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,40,35,1,0,2,2,11,28,23,3
30259,"Fresh or chilled fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,0,0,0,0,0,0,0,0,,326,839,88,4,0,0,0,0,0,0,,2271,2161,1978,1739,1726,1472,1654,1589,1901,1865
30274,"Fresh or chilled eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,2,1,2,6,1,0,2,0,3,18,,2047,2310,1335,1329,1553,1422,1197,893,677,582
30282,"Fresh or chilled, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,0,0,,2,8,4,29,26,49,17,54,54,42,,227,157,162,137,132,136,118,113,90,73
30311,"Frozen sockeye salmon [red salmon] """"Oncorhynchus nerka""""""""",0,0,0,0,0,0,0,0,0,0,,1920,191,0,0,940,3594,0,0,1396,1248,,15356,30869,43406,32989,40382,57583,27823,48073,28877,48530
30324,"Frozen catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,419,1,0,0,0,0,76,0,32,,395,446,550,466,602,1102,963,1349,1544,910
30342,"Frozen yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,128830,71114,98567,65700,89994,106802,66523,64412,86880,81277,,668,815,568,278,115,494,100,75,15,15
30357,"Frozen swordfish """"Xiphias gladius""""""""",0,0,0,0,0,0,0,0,0,0,,9939,16414,21039,23582,27216,27599,25463,25300,22087,30084,,376,406,571,264,1690,1393,723,83,49,35
30365,"Frozen coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,0,0,0,0,199,,1978,896,994,447,145,155,132,182,434,942
30439,"Fresh or chilled fillets of carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon ...""",0,0,0,0,0,0,0,0,0,0,,128,23,3,10,18,38,94,80,56,145,,697,1246,1053,725,450,516,686,869,802,744
30444,"Fresh or chilled fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,0,0,0,0,,44007,44127,41600,44731,48066,62635,60887,64059,62021,73181
30456,"Fresh or chilled meat, whether or not minced, of dogfish and other sharks (excl. fillets)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
30472,"Frozen fillets of haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,28865,15132,21112,13013,16622,11920,11759,12732,9868,8216
440799,"Wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...""",0,0,0,0,0,0,0,0,0,0,,703,598,1046,334,606,1157,1287,943,1133,994,,75752,69391,73575,69908,71947,45493,52320,53822,54438,92169
440890,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,1,2,2,0,,1127,1180,1187,665,1028,1418,1289,2069,1935,1684,,136439,130550,124067,123880,138188,140825,143876,133981,143943,160574
410631,"Hides and skins of swine, in the wet state (incl. wet-blue), tanned, without wool on, whether ...",0,0,0,0,0,0,0,0,0,0,,2221,1747,501,323,762,292,84,19,49,247,,105,131,57,0,0,1,0,0,0,6
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",74,20,27,23,0,0,0,0,1,0,,122345,116415,80505,51284,37644,33851,20774,15831,10736,12309,,35287,35979,55228,43560,33267,28344,34285,27957,25602,30174
411420,Patent leather and patent laminated leather; metallised leather (excluding lacquered or metallised ...,0,0,0,0,0,0,0,0,0,0,,75298,100902,124485,123699,86378,63022,56982,42345,21779,39027,,7830,14174,8835,9973,9330,6171,7585,4102,3450,2099
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",0,0,0,0,0,11,10,6,0,0,,4220,4382,4788,3557,3112,3226,2882,1333,1104,923,,2085,1915,1947,1636,1462,1421,1526,1352,690,674
420600,"Articles of gut, goldbeater's skin, bladders or tendons (excluding silkworm gut, sterile catgut, ...",0,0,0,0,0,0,0,0,0,0,,1,38,27,0,0,0,1,15,2,3,,985,1934,3481,1563,1312,1289,1006,1246,1711,1304
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,78,0,0,14,,2532,1916,1765,945,591,1286,1103,729,24,76
440121,Coniferous wood in chips or particles (excluding those of a kind used principally for dying ...,0,0,0,0,0,0,0,0,0,0,,0,0,7,0,16,13,13,4,19,18,,22989,36964,42331,42435,28330,40469,41144,19991,11458,13250
440131,Wood pellets,0,0,0,3,1,0,0,0,0,0,,5,1,3,215,8,1,375,18,0,0,,65449,118575,91520,76247,73804,78307,78176,65320,58427,71313
440323,"Fir """"Abies spp."""" and spruce """"Picea spp."""" in the rough, of which the smallest cross-sectional ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,92,5,6,,0,0,0,0,0,400571,373188,299142,246571,337029
440420,"Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...",0,0,0,0,0,0,0,0,0,0,,0,2,5,0,0,0,0,0,36,62,,1681,1836,1369,1980,2069,2995,3923,4809,7393,7160
440729,"Tropical wood, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,156,98,427,143,72,298,347,187,280,627,,45947,44554,42570,42878,38566,44153,57241,43870,41348,49495
470610,Pulp of cotton linters,0,0,0,0,0,0,0,0,0,0,,0,20,166,638,0,0,0,300,0,0,,35974,22322,32850,20609,20469,27307,26818,21849,17870,21764
470720,"Recovered """"waste and scrap"""" paper or paperboard made mainly of bleached chemical pulp, not ...""",0,0,0,0,0,0,177,0,0,0,,764,518,309,5328,6183,13116,15563,9342,4248,4748,,129719,117012,129708,115704,133347,142928,180652,170453,143372,217676
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",2,0,0,0,0,0,0,0,0,0,,16518,30886,43873,52582,47226,38931,42666,25587,15923,14530,,226834,230123,239622,204836,249668,283737,272383,227323,205058,375415
480257,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,1,0,0,0,0,0,0,0,,56456,42195,24646,7278,15821,18862,22470,17314,12534,13342,,218715,216292,240576,215743,227380,241587,249483,229459,196390,206236
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,1267,1729,2160,2479,2009,2695,9878,7564,5494,6145,,162165,154858,147533,125274,129963,132416,165482,137927,121328,137848
440929,"Wood, incl. strips and friezes for parquet flooring, not assembled, continuously shaped """"tongued, ...""",0,0,0,0,0,0,0,0,0,0,,705,289,185,238,111,107,362,161,49,441,,188892,158306,169958,164604,159512,83199,85979,79156,74351,74359
441012,"Oriented strand board """"OSB"""", of wood""""",0,0,0,0,0,0,0,0,0,0,,68,40,34,208,270,239,299,84,0,0,,138105,165810,180916,156486,179946,189412,263058,228840,234819,335758
441871,"Flooring panels for mosaic floors, assembled, of wood",0,0,0,0,0,0,0,0,0,0,,74,106,19,30,17,0,0,0,0,0,,16836,14529,13838,12680,13872,0,0,0,0,0
441874,"Flooring panels for mosaic floors, assembled, of wood other than bamboo",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,10,15,32,10,3,,0,0,0,0,0,10509,11003,9995,14273,11961
441890,"Builders' joinery and carpentry, of wood, incl. cellular wood panels (excluding windows, French ...",116,0,0,2,3,0,0,0,0,0,,3983,3167,4964,2355,3432,0,0,0,0,0,,332843,323427,338247,301265,343983,0,0,0,0,0
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,16,1,0,0,0,,0,0,0,0,0,2564,2633,2445,3739,1446,,0,0,0,0,0,350801,397200,416448,409434,513350
441919,"Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...",0,0,0,0,0,0,0,3,0,0,,0,0,0,0,0,50,43,27,37,164,,0,0,0,0,0,23719,25260,27821,28372,40035
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",0,0,0,0,0,0,0,0,0,0,,30,69,36,14,0,12,10,16,0,13,,19964,15866,17788,14202,15173,15054,13693,12725,9578,11106
460194,"Plaits and similar products of vegetable plaiting materials, whether or not assembled into ...",0,0,0,0,0,0,0,0,0,0,,37,17,26,16,23,44,25,7,3,2,,4364,3484,1162,768,359,323,370,764,640,924
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,1,1,55,8,2,0,34,26,71,35,,19052,17994,15918,14607,13212,15362,15337,16337,19368,24200
401320,"Inner tubes, of rubber, of a kind used for bicycles",0,0,0,0,0,0,1,0,0,0,,0,0,2,21,70,217,39,3,22,1,,33870,32368,37220,31202,33104,31702,31916,26332,30136,43686
400610,"'Camel-back' strips of unvulcanised rubber, for retreading rubber tyres",0,0,5,0,0,0,0,0,0,0,,0,2,0,0,0,0,2,0,2,0,,6147,5619,6672,3510,2988,2000,2749,2181,2119,3072
400122,"Technically specified natural rubber """"TSNR""""""""",0,0,99,0,0,0,0,0,0,0,,3195,652,2084,939,1478,3842,1104,2071,2646,3268,,656303,496688,536267,503270,391992,492985,403199,338592,289117,459950
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",0,0,1,0,0,0,0,0,0,0,,3659,2728,1694,1122,1041,1128,949,2418,1064,1056,,37391,43398,38872,26694,23420,26120,25720,19429,12939,20557
400251,"Latex of acrylonitrile-butadiene rubber """"NBR""""""""",0,0,0,0,0,0,0,0,0,0,,274097,272674,286831,285088,339008,527946,656894,673643,909622,1404762,,4389,6102,4302,3899,2764,3425,3572,2590,1892,2554
400291,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",0,0,38,0,0,0,0,0,0,0,,786,763,656,323,340,409,384,640,577,458,,15075,7981,5884,7719,7113,7340,8534,6749,5102,9038
392079,"Plates, sheets, film, foil and strip, of non-cellular cellulose derivatives, not reinforced, ...",3,3,8,4,13,8,2,1,0,0,,366,504,265,919,2770,523,1049,347,765,492,,19237,15611,13360,5212,3002,3645,13947,14390,18530,20869
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",669,2,4,8,0,1,0,0,0,0,,8478,7723,7142,4922,4946,8855,22345,27595,16795,50587,,21894,62979,69802,41456,36744,39503,47791,37036,32311,15669
390512,"Poly""""vinyl acetate"""", in aqueous dispersion""""",0,0,0,0,0,0,0,0,0,0,,567,390,509,400,478,476,498,331,348,729,,19497,17744,17872,11701,11245,19096,19177,16743,18149,23181
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",0,0,0,0,0,1,0,7,0,0,,559,712,581,1389,5737,3551,1754,1545,8859,18460,,65224,74229,68346,63199,64443,73896,79474,73670,80767,89762
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",0,0,0,0,21,17,41,2,21,0,,12135,14925,22936,10707,15806,14606,22503,19231,20208,22063,,90832,93616,111798,93396,95522,108108,119161,101275,100871,105064
382312,"Oleic acid, industrial",0,0,0,0,0,0,0,0,0,0,,2112,3230,5335,4382,4143,4664,4673,2946,3615,5267,,15005,9751,11230,7587,7683,9801,14204,11375,14532,22763
382483,"Mixtures and preparations containing tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,23,0,0,0,0,0,0,0,,3,0,4,0,0,997,0,1,0,0
382484,"Mixtures and preparations containing aldrin """"ISO"""", camphechlor """"ISO"""" """"toxaphene"""", chlordane ...""",0,0,0,0,0,13,0,0,0,0,,0,0,0,0,0,9,6,1,0,0,,0,0,0,0,0,23270,16223,3631,2862,2776
382550,"Wastes of metal pickling liquors, of hydraulic fluids, brake fluids and anti-freeze fluids",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,20,10,15,2,0,0,,421,827,702,642,686,724,727,500,578,746
290891,"Dinoseb """"ISO"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,1524,1476,1790,1801,563,686,70,0,0,777,,30,23,13,24,18,13,22,14,11,7
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),0,0,0,0,0,0,0,0,0,0,,1361,1526,1862,3382,4000,7663,7254,5177,4344,5348,,7402,6700,6749,4699,5858,6712,7126,6128,5481,9397
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated ...",0,21,0,0,0,0,0,0,0,0,,747,260,466,1260,559,652,898,624,802,27,,18730,23329,24998,19139,22098,26947,31300,21720,23357,21858
291010,"Oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,1,0,0,,551,545,469,403,339,189,348,498,381,1202,,107178,148512,133375,89505,107367,106159,118507,96779,73311,112742
284329,"Silver compounds, inorganic or organic, whether or not chemically defined (excluding of mercury ...",4,3,0,0,0,0,0,0,0,0,,714,166,284,546,1228,1333,1337,1378,1302,250,,20668,23068,8260,3600,4539,6067,9996,5105,13093,80604
285290,"Compounds, inorganic or organic, of mercury, not chemically defined (excluding amalgams)",2,0,0,0,0,0,0,0,0,0,,14,26,22,102,23,30,8,9,4,5,,2033,2407,1842,3195,4283,6000,2510,1084,1754,1762
285300,"Inorganic and organic compounds, incl. distilled or conductivity water and water of similar ...",20,91,1,62,47,0,0,0,0,0,,631,1911,1958,2453,23312,0,0,0,0,0,,17538,24660,23435,20990,17847,0,0,0,0,0
290122,"Propene """"propylene""""""""",0,0,2,0,0,0,0,0,0,0,,1607519,1638088,1762084,977091,1203536,1511045,1763506,1479879,1165776,1677389,,1356185,1115740,1074463,813540,524401,731948,961241,936747,585180,889841
290311,"Chloromethane """"methyl chloride"""" and chloroethane """"ethyl chloride""""""""",0,0,0,0,0,0,0,0,0,0,,2,2,2,16,0,0,0,0,0,2,,1289,1962,3813,3708,521,474,1304,2326,1851,3693
290372,Dichlorotrifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,16,0,98,0,3,3,6,0,0,,7174,0,4222,8143,8007,5340,8073,5810,7327,12081
290392,"Hexachlorobenzene (ISO) and DDT (ISO) (clofenotane (INN), 1,1,1-trichloro-2,2-bis(p-chloro ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,6,6,0,4,5,7,7,4,12
290431,Perfluorooctane sulphonic acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,246,5,18,21,6
290436,Perfluorooctane sulphonyl fluoride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,0
291822,"O-Acetylsalicylic acid, its salts and esters",0,0,1,0,0,0,0,0,0,0,,0,61,0,0,0,0,0,1,0,5,,11831,13335,14497,11564,13032,11006,10342,8810,8677,9040
292114,"2-(N,N-Diisopropylamino)ethylchloride hydrochloride",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,35,0,0,0,0
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,466,1528,1504,1862,4719,6757,2479,2068,961,,286228,307843,225223,132340,118187,138680,167046,128171,148191,262454
292146,"Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""",0,0,0,0,0,0,0,0,0,0,,0,0,82,0,0,0,0,0,0,0,,10,11,744,933,1539,1076,1608,1609,2124,1390
292215,Triethanolamine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,876,797,566,1032,1560,,0,0,0,0,0,14592,15059,16069,15078,18958
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,327,594,468,448,496,543,684,787,1009,1128
292330,Tetraethylammonium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,22,1,3,,0,0,0,0,0,72,9,0,0,0
292425,"Alachlor """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5717,22,8,3,37
292630,"Fenproporex """"INN"""" and its salts; methadone """"INN""""-intermediate """"4-cyano-2-dimethylami ...""",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,6,178,1,0,0,1,167,1,68,0
293110,Tetramethyl lead and tetraethyl lead,0,0,0,0,0,0,0,0,0,0,,46,0,0,2,2,2,0,0,0,0,,3592,1797,1312,262,209,468,173,112,113,139
293214,Sucralose,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,82,37,0,5,,0,0,0,0,0,2103,16048,12551,13856,17750
291422,Cyclohexanone and methylcyclohexanones,0,0,0,0,0,0,0,0,0,0,,466,1020,684,562,1301,1874,2047,3102,988,476,,124387,109652,144542,113371,63331,28336,37648,23849,29377,37690
291429,"Cyclanic, cyclenic or cycloterpenic ketones, without other oxygen function (excluding cyclohexanone, ...",0,0,0,0,0,0,0,0,0,0,,73,55,203,103,52,154,298,434,419,600,,95115,96175,97486,77347,85245,82220,92800,102889,86979,103624
