Product code,Product label,United States of America's imports from Japan-Value in 2012,United States of America's imports from Japan-Value in 2013,United States of America's imports from Japan-Value in 2014,United States of America's imports from Japan-Value in 2015,United States of America's imports from Japan-Value in 2016,United States of America's imports from Japan-Value in 2017,United States of America's imports from Japan-Value in 2018,United States of America's imports from Japan-Value in 2019,United States of America's imports from Japan-Value in 2020,United States of America's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
310221,"Ammonium sulphate (excluding that in pellet or similar forms, or in packages with a gross weight ...",0,0,0,0,0,3,2331,0,0,0,,135187,93635,65130,62304,37252,41943,40747,40505,30457,68666,,74905,91428,128169,113426,98422,82657,81672,108533,178434,232304
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,0,50,0,0,0,4,0,0,0,0,,134,60,49,24,18,241,41,0,0,2,,7990,19437,22575,17585,16518,19003,19294,13758,14014,20008
282530,Vanadium oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,1701,1391,1752,986,1314,2855,2783,2136,1442,1647,,39525,32603,48395,36022,36577,64526,176593,117245,40181,48052
283220,Sulphites (excluding sodium),8,13,11,4,36,0,0,0,3,0,,2074,4119,2801,2696,2187,2980,3897,5431,11119,13232,,2157,2183,2115,2627,1636,1612,1703,1731,1577,2145
283319,Sodium sulphates (excluding disodium),6,0,6,5,0,4,0,0,0,0,,133,83,154,87,206,195,258,86,415,89,,2230,2109,3530,4880,5198,5497,4681,2576,6468,2715
283322,Sulphate of aluminium,0,0,0,22,0,0,4,0,0,0,,1048,452,389,467,721,769,763,425,387,371,,3009,3055,4710,4547,5331,17525,22319,7612,5619,7380
283660,Barium carbonate,11,0,0,0,0,0,0,0,0,0,,3968,2208,1704,1550,3293,4731,3316,3012,2644,5928,,9400,4887,4302,1983,2269,2756,2968,3016,2007,3271
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",98,0,16,0,3,0,2,0,0,0,,30738,29402,30839,31626,32776,31423,32766,34411,32681,28652,,8163,9747,4033,3633,1904,1849,1534,2235,2717,4696
290374,Chlorodifluoroethanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,,451,453,476,604,15447,17537,21955,11389,9729,10191
290434,Potassium perfluorooctane sulphonate,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
291211,"Methanal """"formaldehyde""""""""",0,0,0,4,0,0,0,0,8,0,,397,471,372,317,232,338,273,141,125,156,,3091,2583,2443,2096,2252,2746,3797,3593,3506,4950
290811,"Pentachlorophenol """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8755,8702,9460,7990,7661,9006,9159,9100,8166,12961
290243,P-Xylene,0,0,0,0,0,8762,0,0,15,0,,4411749,4802057,2959557,2281518,2260060,2615482,3292385,3115071,1360557,1577062,,386766,404939,346377,358614,409242,309906,394590,440614,517696,659836
290121,Ethylene,0,0,0,3,0,0,0,0,0,0,,702167,1089469,1099014,916164,693617,741916,703508,672235,495081,666912,,6895,5824,5671,4353,0,640,116,76,120,3
284180,"Tungstates """"wolframates""""""""",0,187,1110,2057,317,8,0,129,0,0,,863,824,623,946,662,588,680,587,1073,706,,69693,81353,80371,38295,23438,55931,79405,64685,53365,58071
292011,"Parathion """"ISO"""" and parathion-methyl """"ISO"""" """"methyl-parathion""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,15376,3262,4,6,0,3,35,0,0,0
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excluding ...",113,89,114,108,126,0,0,0,0,0,,1057,1429,1517,686,996,0,0,0,0,0,,33573,43156,48708,53785,48148,0,0,0,0,0
291471,"Chlordecone """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,,0,0,0,0,0,114,30,15,0,4
292412,"Fluoroacetamide """"ISO"""", monocrotophos """"ISO"""" and phosphamidon """"ISO""""""""",0,0,0,106,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,55,8,9,116,0,0,0,0,65,94
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,0,0,4,0,,0,0,0,0,0,0,0,0,26,32,,0,0,0,0,0,174,194,1084,1182,776
293135,"2,4,6-Tripropyl-1,3,5,2,4,6-trioxatriphosphinane 2,4,6-trioxide",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,8,2,0,,0,0,0,0,0,12,36,177,146,200
293341,"Levorphanol """"INN"""" and its salts""""",0,0,0,0,51,0,0,0,0,0,,,,,,,,,,,,,9,0,3,44,51,0,19,493,0,730
293355,"Loprazolam """"INN"""", mecloqualone """"INN"""", methaqualone """"INN"""" and zipeprol """"INN"""", and salts ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,15,0,64,0,0,0,0
293491,"Aminorex """"INN"""", brotizolam """"INN"""", clotiazepam """"INN"""", cloxazolam """"INN"""", dextromoramide ...""",0,10,17,0,0,33,0,0,0,0,,2026,2665,1460,1327,2020,1769,1914,60,103,236,,173,1389,1897,1328,1394,1530,1108,1094,1239,1301
292512,"Glutethimide """"INN""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,31
292640,alpha-Phenylacetoacetonitrile,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,26,16,50,6,11
293971,"Cocaine, ecgonine, levometamfetamine, metamfetamine """"INN"""", metamfetamine racemate, and salts, ...""",0,0,0,0,0,11,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,1417,8,174,20,60
300210,"Antisera and other blood fractions and immunological products, whether or not modified or obtained ...",274829,360934,343152,335484,371188,0,0,0,0,0,,465712,545847,422493,436789,536160,0,0,0,0,0,,5936259,6341583,7117566,9063595,13516802,0,0,0,0,0
300440,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",27426,30219,13553,46582,25525,0,0,0,0,0,,2980,1037,1279,702,1300,0,0,0,0,0,,1952466,1468777,2224083,2378112,1919399,0,0,0,0,0
930200,Revolvers and pistols (excluding those of heading 9303 or 9304 and sub-machine guns for military ...,0,0,21,0,0,0,0,7,0,0,,10,966,189,56,9,0,0,5,0,0,,581039,720959,527389,541536,806468,725758,675810,587516,892703,1218672
950621,Sailboards,0,0,0,0,0,13,15,38,0,0,,4,0,24,0,5,7,4,6,3,0,,23567,22444,25513,24104,20073,14821,8900,8929,7394,12236
960630,Button moulds and other parts of buttons; button blanks,0,0,7,12,79,0,20,0,0,0,,617,399,305,415,394,719,914,578,284,636,,907,850,1052,1266,2386,767,955,293,359,572
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",0,439,680,13,233,670,60,3,0,0,,48314,26749,12047,977,19198,16312,7703,683,9397,126,,63397,63967,63994,65455,62333,61740,59636,62861,74514,85108
847681,Automatic goods-vending machines incorporating heating or refrigerating devices (excluding ...,0,0,3,0,0,0,0,0,0,0,,17,132,57,12,170,269,180,405,701,546,,629,1364,1272,1248,3065,1823,2925,2953,5816,7332
851950,Telephone answering machines,0,0,3,3,0,0,0,7,0,0,,0,6,0,6,0,0,0,0,0,0,,2455,1729,1461,1739,895,902,563,1220,3563,5330
870423,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",0,0,0,214,0,207,0,0,0,0,,2276848,1352354,1365181,1102418,885134,947092,1002505,841579,602855,1076719,,531393,648534,1071192,1332372,1212821,1339550,1545326,2174364,1549200,1650314
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",6,4,0,0,0,0,3,0,4,0,,172058,26705,139177,13963,41341,14007,36152,11887,45887,8328,,10673,21953,40376,17397,61021,58908,19791,21107,10863,12951
880212,Helicopters of an unladen weight > 2.000 kg (excl. unmanned of heading 8806),0,610,0,0,750,0,0,0,0,0,,4870,1980,280,2520,2052,632,2810,0,1565,849,,706141,656844,698842,514661,264924,332719,392784,383249,327988,461571
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",34,42,167,279,114,33,28,11,0,0,,37,30,2,0,2,7,0,0,0,0,,1572,1008,1354,1818,802,759,876,1201,861,1033
860120,Rail locomotives powered by electric accumulators,0,0,0,0,0,0,0,0,0,0,,0,0,152,743,148,350,0,35,82,177,,57,45,590,83,200,341,533,1341,828,1582
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,4,0,0,2,0,0,,69,37,4,9,4,0,70,66,28,18,,3503,3203,2925,2904,3000,2248,9096,12318,8821,13131
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",2,0,0,0,1,0,0,1,0,0,,198,245,233,343,286,197,439,90,108,28,,985,916,587,708,895,1189,407,302,225,479
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,1712,1412,1633,1425,1188,1531,1001,1338,875,1204,,1014,587,515,953,907,807,902,1164,713,1121
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",8,88,28,5,66,24,0,7,2,0,,4034,3076,5051,3573,5320,4270,3783,2499,1378,1924,,2843,2659,2263,1872,1493,1335,1122,1819,1471,2850
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,3,0,0,,224,163,249,235,219,298,377,188,153,157,,2034,84,54,91,120,99,236,129,14,340
550931,Single yarn containing >= 85% acrylic or modacrylic staple fibres by weight (excluding sewing ...,0,1,0,8,0,0,0,0,0,0,,1670,2139,1446,1038,627,792,746,580,175,150,,9640,10511,12674,11246,6977,6338,5797,5456,2524,2012
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",12,0,8,3,5,0,0,0,0,0,,534,904,419,187,110,73,92,262,206,218,,1292,1534,1558,1020,602,1037,2207,2033,2021,3009
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,3,,619,631,1034,1376,1154,1040,763,243,33,143
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,18,0,0,2,0,0,0,3,9,16,,140,49,58,136,604,885,381,411,819,1053
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,1593,8,24,486,1,4,0,4,18,0,,4152,3755,5611,4762,3818,4336,3539,4095,2590,3992,,2113,536,670,1400,1261,1656,958,920,793,3014
510111,"Greasy shorn wool, incl. fleece-washed wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,15418,10536,8240,8386,6325,4016,5855,3370,3104,3054
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",0,0,0,0,0,3,0,0,0,0,,0,0,0,0,0,3,0,6,0,0,,20,43,58,21,69,48,190,124,65,40
490591,"Maps and hydrographic or similar charts of all kinds, incl. atlases and topographical plans, ...",0,0,0,17,0,0,4,0,0,0,,15,14,14,77,75,44,15,89,11,18,,4886,5273,6466,4497,5137,3215,3843,4143,3435,2307
481092,"Multi-ply paper and paperboard, coated on one or both sides with kaolin or other inorganic ...",0,0,0,0,41,33,0,0,0,0,,12832,12410,9682,8870,9351,13361,21563,22974,17236,34983,,481186,508121,576667,533347,551776,558696,567717,560385,625147,690183
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",2,29,10,30,24,23,14,23,0,0,,129,157,139,153,66,101,31,9,101,173,,15405,17566,15350,18214,17244,15172,15283,16808,17056,18814
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,78,24,57,174,81,123,65,77,21,13,,1355,1182,1091,1148,433,1180,1066,421,207,399
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",2,0,2,1,0,2,2,5,2,0,,97,87,37,9,37,29,34,93,22,35,,27,132,662,749,638,313,90,24,24,50
610422,"Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,0,0,0,0,0,0,0,0,0,,3,16,0,4,12,0,0,6,21,0,,73,304,139,1245,624,1132,2744,2142,2256,3424
610429,"Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...",0,0,0,0,0,0,0,0,0,0,,3,49,0,0,3,11,0,0,0,0,,5,18,13,6,114,67,557,532,1147,430
600531,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",2286,1921,2907,2397,2114,0,0,0,0,0,,35218,25780,29777,26720,29956,0,0,0,0,0,,55256,63476,57328,53194,50160,0,0,0,0,0
590410,"Linoleum, whether or not cut to shape",0,0,0,0,0,0,0,0,0,0,,0,4,0,2,0,0,5,10,0,0,,42605,40598,41500,41201,40664,39523,37777,37339,33731,35149
580230,Tufted textile fabrics (excluding carpets and other floor coverings),4,0,0,0,1,6,0,0,0,0,,4933,3520,3488,1807,1693,1033,1153,989,973,1590,,31,35,46,146,219,266,282,421,238,1643
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",20,0,0,0,0,0,0,6,0,0,,643,467,627,476,1065,814,324,319,341,363,,124620,126242,128782,129717,137091,147068,158081,137455,151043,203495
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",22,0,83,11,5,2,8,3,0,0,,4712,5993,18519,19389,30502,24026,36587,40951,33361,41419,,9304,10192,9056,13037,11340,11406,16395,17540,12055,17913
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",6,0,0,20,0,0,0,0,0,0,,386,36,1180,2062,2666,4072,7053,5749,5974,5341,,58073,77080,96017,96811,107715,130106,140689,136413,144201,217093
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,8,0,0,28,92,7,37,25,13,0
681293,"Compressed asbestos fibre jointing, in sheets or rolls (excluding of crocidolite asbestos)",0,0,0,8,0,0,0,0,0,0,,26,5,0,0,0,0,0,0,0,0,,365,46,41,59,52,160,45,58,23,35
710700,"Base metals clad with silver, not further worked than semi-manufactured",500,153,90,121,0,0,0,0,0,0,,18320,14043,16269,16126,18898,17557,19069,18595,20377,28068,,2965,1492,1769,1470,1101,1670,2119,2113,1363,1662
721420,"Bars and rods, of iron or non-alloy steel, with indentations, ribs, groves or other deformations ...",20,13336,47325,101689,101188,8792,0,0,0,0,,158349,126507,105405,177431,153338,153768,151112,113965,112680,353694,,551056,631754,777856,861159,747394,664733,642657,522818,481815,874753
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from ...",0,0,0,0,0,0,29,0,0,0,,78,217,82,168,49,16,26,0,23,60,,28549,30464,37383,39423,48531,48868,82074,65691,59102,119757
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",0,0,0,0,4,0,0,0,0,0,,707,523,290,266,55,175,20,114,134,31,,1307,662,960,1328,903,1151,1439,393,331,660
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",3468,1445,1571,1846,440,1140,0,0,0,0,,634210,619901,573070,562221,484418,504697,568961,444301,439615,494050,,519681,564184,720866,764475,750971,841719,739193,736481,699709,907666
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",17299,19245,21784,7502,10520,7794,1261,0,0,0,,65970,69920,80595,69386,84362,85268,97312,100907,69294,86222,,145116,150708,152831,121204,89659,51411,47365,39418,36801,70810
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",6,0,34,0,5,12,15,0,3,0,,849,558,785,1158,539,2047,609,438,683,1550,,54360,52176,61234,53177,35172,39553,37627,35407,39945,34347
730611,"Line pipe of a kind used for oil or gas pipelines, welded, of flat-rolled products of stainless ...",0,0,0,5,8,35,0,6,23,0,,119,573,285,442,533,144,183,167,92,81,,30711,25862,78801,51016,47404,62735,15386,18013,10128,16173
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",90132,76556,45036,45445,218,22050,20663,15049,3966,0,,90829,116143,91130,31421,2231,23301,20214,13221,4480,1201,,1931581,1594666,1942875,923112,284701,1289984,952027,904872,369355,749277
811213,Beryllium waste and scrap (excluding ashes and residues containing beryllium),116,0,0,0,11,0,0,0,0,0,,116,0,5,0,5,0,0,0,0,0,,346,3,10,133,11,130,117,0,5,5
780110,"Unwrought lead, refined",0,0,0,0,0,0,0,0,570,0,,43884,20063,12947,10478,13035,1437,5603,10951,40476,31633,,351051,684476,927348,788788,818131,1220402,1017903,822909,589073,1098875
750810,"Cloth, grill, netting and fencing, of nickel wire",22,34,51,0,17,422,312,698,0,0,,667,1010,2462,1933,1547,2760,1891,6875,8964,7982,,17288,17059,15670,14434,13861,12756,14916,14596,11681,18177
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,899,74,14,103,0,5,0,5,0,0,,3405,3134,3319,1862,916,271,320,56,138,48,,18984,14966,17757,19163,8550,6097,8277,4685,7752,4456
750521,Wire of non-alloy nickel (excluding electrically insulated products),0,6,0,8,33,25,0,0,0,0,,2384,1747,2206,1899,2745,2102,3446,2930,3113,3090,,8366,6875,6221,5413,8742,8310,4235,5165,4648,4802
740321,"Copper-zinc base alloys """"brass"""" unwrought""""",44,32,31,31,61,0,14,0,0,0,,15397,17565,16170,13056,10451,11987,12525,15691,18699,26476,,3522,6420,9837,9687,8465,33495,76883,75272,79419,152216
843410,Milking machines,9,12,0,0,6,0,0,0,0,0,,17,0,3,2,176,14,6,11,0,23,,15332,11299,18769,10245,12966,13201,12262,15565,12922,9405
843420,"Dairy machinery (excluding refrigerating or heat treatment equipment, cream separators, clarifying ...",3,0,0,0,0,0,25,0,0,0,,1668,1008,225,155,0,46,148,57,268,211,,12263,35077,16182,21619,24070,26352,25398,18886,29976,17858
843221,"Disc harrows for use in agriculture, horticulture or forestry",0,0,0,0,0,25,0,0,0,0,,112,98,126,146,80,77,103,28,131,76,,9858,24889,26948,15318,19848,24540,40960,57926,88120,96744
841630,"Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances ...",0,0,3,0,0,0,0,0,0,0,,15578,3456,524,1991,156,3767,1557,71,1502,656,,5511,37282,7919,7740,8152,17457,7888,6889,5855,6041
842112,Centrifugal clothes-dryers,0,6,0,0,4,0,0,0,0,0,,18,119,6,105,27,32,48,203,8,36,,1705,1636,1784,2527,2066,1942,2051,1155,2169,3166
840212,Watertube boilers with a steam production <= 45 t/hour (excluding central heating hot water ...,3,0,0,0,4,0,0,0,0,0,,21652,16555,18084,16242,52581,21134,19040,18610,11109,15236,,6864,5240,10861,6001,7334,10468,19628,13277,11658,7850
844315,Letterpress printing machinery (excluding flexographic printing and reel fed machinery),65,0,4,4,0,8,0,0,0,0,,917,720,613,163,72,328,354,173,41,7,,1511,1773,1383,1150,2312,843,1563,2356,2061,1872
844511,Carding machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,695,692,1673,990,1550,109,196,1446,234,831,,4006,12990,23806,27956,5382,9837,10858,9515,12316,14719
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",0,9,83,12,0,0,0,2,14,0,,16,15,8,174,23,487,151,176,7,926,,38285,33931,36338,33502,31530,29362,32438,23113,18720,22404
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",6995,7169,8662,10449,13139,0,0,0,0,0,,367363,504940,407518,304843,305417,0,0,0,0,0,,93505,174653,352757,291170,265194,0,0,0,0,0
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",9,0,0,0,0,343,0,0,0,0,,0,0,0,0,0,4,0,0,0,0,,560,457,265,269,97,3399,729,191,195,91
382486,"Mixtures and preparations containing pentachlorobenzene """"ISO"""" or hexachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,14,0,17,0,0
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,566,1657,409,513,0,204,124,124,120,56
382541,"Waste organic solvents, halogenated",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,4,0,8,0,10,0,0,7,0
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",833,195,64,513,342,0,0,0,0,0,,7513,4634,4477,1355,613,0,0,0,0,0,,221532,123975,146122,125362,75692,0,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",13631,7448,8342,8322,6922,0,0,0,0,0,,52064,40819,44900,38664,35086,0,0,0,0,0,,102801,93129,105717,97684,93811,0,0,0,0,0
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",215,103,102,218,106,0,0,0,0,0,,5796,5792,2786,968,1206,0,0,0,0,0,,889868,854181,869243,897892,740670,0,0,0,0,0
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",1,0,18,23,24,1,0,0,2,0,,0,3,0,11,0,10,5,0,151,14,,332581,327410,362327,359138,390088,405064,404906,437014,424290,483597
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1491,1498,811,1179,262,370,1719,1442,328,402
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,14,129,0,0,56,,0,0,0,0,0,25143,31318,34148,49257,79976
441019,"Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...",0,0,0,0,0,0,2,0,0,0,,11,0,0,0,4,17,52,0,0,0,,15224,16509,16409,14017,10653,8384,7458,9538,9767,11042
441114,"Medium density fibreboard """"MDF"""" of wood, of a thickness >?9?mm""""",5,20,0,10,6,16,5,0,10,0,,2439,2862,3075,3670,4458,2825,2325,2237,1741,1447,,412732,542478,598216,652016,711152,774540,793595,731697,773745,967477
480419,"Kraftliner, uncoated, in rolls of a width > 36 cm (excluding unbleached and goods of heading ...",0,51,48,49,69,11,87,47,7,0,,366,472,183,338,453,443,668,407,1720,1591,,148841,192959,208741,193318,180986,198616,205478,214215,191344,239207
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,128,337,76,0,0,0,3,0,0,,6796,4773,6742,10277,9267,9117,6656,7014,8447,7510,,31663,35736,11401,10855,15504,9801,4839,3462,4494,23580
480700,"Composite paper and paperboard made by sticking flat layers of paper or paperboard together ...""",11,5,10,28,35,0,19,25,0,0,,239,210,277,158,127,812,961,1517,1037,1094,,66226,65516,68958,72685,70105,73401,71650,72481,71695,84457
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,4,15,16,0,3,12,0,0,0,,356,289,255,184,259,249,289,127,132,120,,2806,8390,10234,9876,2523,2280,3304,9592,6699,12302
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,568,193,300,55,134,117,,1306,391,348,513,1169,914,1032,332,74,74
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,6,0,0,0,0,0,,7126,20743,23152,5939,2393,2948,8053,2774,10685,22174,,1462223,1512789,1589647,1455062,1291257,1301903,1577022,1503917,1503305,1871917
470620,"Pulps of fibres derived from recovered """"waste and scrap"""" paper or paperboard""""",0,0,33,0,0,9,0,0,0,0,,302,2348,2354,1885,608,382,1236,452,626,989,,2292,1458,984,474,672,473,665,730,2470,4224
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",0,0,0,0,0,0,0,0,0,0,,437839,425313,380891,323692,306746,363426,411718,229213,247627,349009,,86391,78187,77636,63059,67060,101912,87409,49910,56184,96115
440611,"Railway or tramway sleepers """"cross-ties"""" of wood, not impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,112,47,94
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6353,7019,5666,2684,2303,,0,0,0,0,0,0,130117,463179,901015,1387931
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,3,0,0,0,,0,0,0,0,0,0,11433,44707,47216,53380
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,290,892,3768
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,0,0,0,0,,44,92,91,62,42,30,57,12,75,3
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,0,280,0,0,0,3,0,2,0,52,,1035,2493,2519,1335,2275,1058,1101,1065,220,559
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",4,0,0,0,0,0,67,0,0,0,,29,0,57,0,59,60,5,0,10,0,,5384,6842,7150,7286,6788,5884,7383,6260,6806,7987
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,1,2,2,0,0,0,0,0,0,,0,0,8,0,30,0,0,6,8,9,,1333,633,2077,4985,3673,2651,4058,3345,4122,4754
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,1,0,0,0,0,10,0,0,0,,0,3,0,0,0,0,0,0,7,0,,399,521,300,80,104,167,283,112,7,6
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,483,297,371,286,221,241,314,248,237,246
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",20,14,0,0,0,0,0,0,0,0,,129,251,402,787,418,1120,634,263,89,1003,,12311,6089,11909,21756,3723,4041,2986,1429,1966,3320
