Product code,Product label,Germany's imports from Japan-Value in 2012,Germany's imports from Japan-Value in 2013,Germany's imports from Japan-Value in 2014,Germany's imports from Japan-Value in 2015,Germany's imports from Japan-Value in 2016,Germany's imports from Japan-Value in 2017,Germany's imports from Japan-Value in 2018,Germany's imports from Japan-Value in 2019,Germany's imports from Japan-Value in 2020,Germany's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",35876,23723,24274,17721,17631,17685,22642,18812,11272,15828,,999427,880156,813693,690380,665684,735357,784341,707845,527650,794378,,686214,706832,792074,645781,603921,694741,866604,752729,616474,745595
902214,"Apparatus based on the use of X-rays, for medical, surgical or veterinary uses (excluding for ...",12486,10916,16114,15573,13048,10823,20837,15533,24478,15694,,440040,363888,331217,292096,281328,306358,348514,294148,262555,233300,,205023,173629,164300,149115,120534,128738,147170,182866,215704,244235
811300,"Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ...",14406,14866,19815,16324,12329,13524,15663,16031,9404,15678,,22436,25417,26122,17609,20130,23749,27135,22385,20054,29342,,126883,138316,265195,241842,210432,244019,348641,288980,199937,275328
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",16307,20868,23028,16341,17136,19593,19310,8224,8334,15607,,83620,74380,109307,103272,147295,180966,198285,213400,185948,228512,,131536,173059,187777,156566,176416,203425,239130,203967,198732,247054
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",9708,11105,9309,12503,15309,14544,15250,13038,9319,15551,,121695,95175,88176,72809,82368,89278,96826,95472,98542,111182,,138049,152817,154386,139926,153130,157182,174496,170698,166441,234211
920120,Grand pianos,21346,22498,19948,15426,13472,13987,13433,13925,13695,15391,,114964,115061,117122,105335,101599,110671,118790,124067,112455,140967,,30547,33681,30881,22300,19620,21668,20587,22248,23319,29004
848240,Needle roller bearings,21763,19392,19052,14835,16376,16971,16442,18041,15052,15350,,271510,261975,252189,228920,236104,267737,278503,265096,212251,267927,,193887,231491,265553,210927,226827,248530,213136,197385,162692,186937
280120,Iodine,14623,16217,12088,15048,11360,13171,12076,12756,14881,15164,,126074,141060,126626,113357,101319,94138,105252,119499,138148,151262,,66793,77040,65062,53674,45891,41956,45468,52798,61943,55437
848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",7646,9730,14224,11061,12803,15560,20188,16856,15436,15115,,787243,750234,748714,686898,788739,848313,891745,865948,771146,940249,,1357145,1364875,1373242,1194053,1291098,1456760,1599675,1511774,1393392,1699011
847710,Injection-moulding machines for working rubber or plastics,6208,9378,16072,11122,7017,8644,8961,7418,11103,15013,,1471617,1198160,1106453,1055935,995196,1143643,1256376,1084603,929768,1189764,,306906,290923,359127,275764,296295,316519,397457,311922,243025,308126
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,58791,45893,43265,33080,29352,25263,20743,24609,18614,14986,,1597037,1829482,1696221,1418917,1289101,1505310,1494247,1255092,1497660,1580959,,3995623,4027707,4811422,3941190,3720491,5654679,6010004,5033156,5368966,5388664
902212,Computer tomography apparatus,11895,13490,9336,13682,14259,10933,17393,13246,15770,14940,,513376,460138,444159,413337,446147,440578,464860,515202,608495,586665,,117952,90899,123995,138775,91602,105905,137712,145340,177016,213350
846610,"Tool holders, incl. tool holders for any type of tool for working in the hand, and self-opening ...",14436,13969,12404,12409,14056,15336,17609,14625,10592,14789,,281941,212396,243870,224616,194795,213346,241445,201784,168053,214898,,309211,316706,333108,304915,319784,355597,406391,341434,262120,338991
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",14098,11936,10903,10647,4755,3292,5380,7068,8733,14781,,166652,167179,170042,170543,167218,207287,251866,236600,187710,229013,,71366,60592,64355,49195,42788,34257,43206,54685,54641,85650
901813,Magnetic resonance imaging apparatus,13434,17329,17303,14605,13749,13217,23337,16711,14925,14660,,224291,185936,187889,189792,181388,156089,198281,160818,136385,130305,,439858,444005,427436,424515,405265,383805,449599,515374,483425,655087
901730,"Micrometers, callipers and gauges (excluding gauges without adjustable devices of subheading ...",18245,16890,17714,14710,26682,28373,17614,14359,11096,14584,,179917,146917,163140,148374,140238,143951,171672,171203,128738,149241,,48785,46495,50864,43760,63161,71211,64986,59408,45529,59177
950440,Playing cards,67,121,83,284,677,1111,1417,462,997,14549,,143905,143675,151476,142494,158509,164416,172332,131178,97401,249833,,39931,51561,42769,46160,67006,96253,107224,106682,135682,250261
844331,"Machines which perform two or more of the functions of printing, copying or facsimile transmission, ...",50991,46797,11891,9634,27000,36020,30184,32701,26421,14446,,320196,297336,290400,324459,321455,356077,325717,441575,355010,308723,,2516104,2612378,2517270,2023296,1986649,2016601,2289499,1856857,1618389,1622119
870810,"Bumpers and parts thereof for tractors, motor vehicles for the transport of ten or more persons, ...",11936,11629,11486,14759,16835,16903,18130,16495,14353,14400,,429090,415155,405203,360836,383520,384976,400468,396389,304394,366583,,462157,495443,524330,490378,566902,662982,721075,717525,696929,798873
841899,"Parts of refrigerating or freezing equipment and heat pumps, n.e.s.",7130,9600,9088,8392,5520,10736,12540,11642,12805,14071,,85705,68095,75493,70214,73123,82591,84320,76825,80722,98096,,562559,576023,585046,504196,536291,518884,537600,462128,463207,531511
851770,"Parts of telephone sets, telephones for cellular networks or for other wireless networks and ...",28305,16978,14409,11241,14971,20692,30323,23932,12571,13979,,1863733,2331113,2789698,3128602,2818878,3469433,2388034,1524461,1467540,1619690,,1468282,1436564,1450053,1527710,1358589,1244008,1163487,910309,947521,919715
841861,Heat pumps (excluding air conditioning machines of heading 8415),2175,17459,3842,2119,2431,3825,4901,7337,4990,13926,,117543,164622,127162,129282,112520,122116,118281,135275,142567,206091,,158473,181707,173885,151004,198279,201130,254603,254455,351723,684949
320411,Synthetic organic disperse dyes; preparations based on synthetic organic disperse dyes of a ...,87,3540,6388,9383,12114,15247,16263,12283,8928,13817,,124039,81062,68609,45271,55390,50080,61423,57427,48206,63234,,32167,43179,55762,58695,61993,72743,73673,63025,49332,67711
940540,"Electric lamps and lighting fittings, n.e.s.",28803,31187,27856,20934,15631,12784,14591,12847,10879,13577,,79775,66321,62811,59117,58895,68939,74788,68930,69628,73280,,1190126,1404509,1622855,1317217,1361196,1410424,1493636,1430504,1298355,1520809
841221,"Hydraulic power engines and motors, linear acting """"cylinders""""""""",10617,9514,12163,9058,9121,8820,9560,11104,12633,13547,,395898,243911,243161,200009,213083,235026,246528,249233,202121,243860,,450229,421527,384917,356933,367637,418484,552162,517086,453709,510691
340399,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",12061,14379,14977,12179,17312,21844,16298,13289,9725,13499,,521123,483066,492569,416326,444614,457944,459745,435813,387156,549448,,311124,302442,330752,311545,292925,294317,312997,275108,228886,268516
870191,"Tractors, of an engine power <= 18 kW (excl. those of heading 8709, pedestrian-controlled tractors, ...",0,0,0,0,0,12917,15983,11896,10111,13332,,0,0,0,0,0,313459,358773,352765,266480,342217,,0,0,0,0,0,27600,32450,32650,28818,28064
903090,Parts and accessories for instruments and apparatus for measuring or checking electrical quantities ...,7937,9287,8241,11729,14711,13531,13153,11457,10774,13192,,1211158,871629,923983,996663,927046,1328902,1359412,1308664,1471363,1763480,,158486,174791,158695,186786,200054,229977,281815,275180,275884,346851
842330,Constant weight scales and scales for discharging a pre-determined weight of material into ...,10255,9017,10154,5407,7987,15214,10052,9612,10339,13150,,138958,120385,124228,115523,153793,139142,155226,152743,142622,169202,,29387,23744,29522,22836,24459,37801,28716,22223,24488,26749
961380,"Lighters (excluding gas fuelled pocket lighters, and fuses and primers for propellent powders ...",15522,13242,13774,12547,15982,15059,16136,14770,11777,12897,,13883,13614,10856,6622,5334,3587,3471,2692,2391,2588,,45120,45563,54557,48372,56556,52424,58919,53076,51346,64127
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",10149,8926,8770,7702,8005,4790,6923,7897,7277,12654,,143240,133456,155828,174714,190982,193070,249100,274967,307109,414620,,2558835,2685958,2927524,2821532,2946468,3106506,3370358,3345220,3439434,4068071
841950,"Heat-exchange units (excluding instantaneous heaters, storage water heaters, boilers and equipment ...",6904,5594,4851,6051,6680,9110,8186,12304,9743,12578,,560004,479637,468171,422736,501412,485040,502653,536568,445519,537663,,771269,814751,887970,765024,779728,816970,956957,994236,891559,1052001
903281,Hydraulic or pneumatic regulating or controlling instruments and apparatus (excluding manostats ...,4920,7119,8501,8013,7364,6944,6118,5761,9558,12472,,20992,7061,12332,9647,17310,30472,26761,25238,29072,42330,,86727,118786,132300,120163,164622,224792,255623,207749,141341,171365
848790,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s.",4836,4398,5477,5211,6024,10573,8260,8030,7261,12461,,487109,459831,480599,432771,443903,470792,511908,484857,473965,574618,,390236,404245,418547,387132,409644,545605,580386,563336,491697,644041
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",24010,28574,36061,31142,42397,42765,25136,16067,13623,12440,,922946,913315,876139,791304,790676,803223,829445,834862,736044,955422,,800988,955105,1064355,981260,1068014,1146967,1248360,1096103,989832,1207425
902230,X-ray tubes,13019,13913,11175,10445,11015,11042,10881,13507,12287,12419,,70991,66364,72481,69668,73089,80430,88379,91195,95047,108855,,94307,99904,86173,77128,80822,75780,86416,91016,90690,91876
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",7826,6792,8236,6875,8224,10414,11716,9491,11120,12409,,179580,113070,107134,99148,122524,130540,132664,116503,109734,135347,,164430,169722,167886,180826,176149,188395,210535,235319,221480,242934
848350,"Flywheels and pulleys, incl. pulley blocks",32170,33230,32391,24520,22863,18990,17977,13120,12451,12397,,560007,563144,483439,402263,403317,419043,422452,391532,327964,430937,,789207,856101,948338,929836,919664,986052,1058957,948405,821559,878802
550390,"Synthetic staple fibres, not carded, combed or otherwise processed for spinning (excluding ...",11862,13072,14991,10636,13907,14685,12943,13915,9939,12366,,169290,170784,180453,154903,131323,125006,143933,140159,116654,122319,,46571,53292,52644,42197,49974,50454,51304,50376,43588,64542
850690,"Parts of primary cells and primary batteries, n.e.s.",1242,2808,2443,3631,6008,7936,9865,9522,13157,12273,,43268,44402,38614,34180,47149,48977,44932,50556,74462,93283,,13504,14638,13157,14761,18176,20574,21224,23421,25779,23555
821192,"Knives with fixed blades of base metal (excluding straw knives, machetes, knives and cutting ...",5406,5879,5681,6405,8369,8483,8352,7482,7993,12246,,68643,61920,63030,67013,76137,79576,88079,89143,91045,113097,,95089,83129,98303,83624,93954,87676,101258,87398,96328,136398
848230,Spherical roller bearings,21471,18837,21298,17746,14725,14780,13832,8441,8858,12236,,279899,220306,227329,231459,214958,217839,238975,244060,214467,219245,,175353,166588,158335,127451,122795,119854,137093,119743,111594,133215
220830,Whiskies,340,837,1772,3672,3828,4192,5332,6873,5850,12183,,31036,40786,55239,85762,99958,121605,135680,178470,254059,420653,,492333,570495,528203,469006,487488,525816,552045,495280,433465,483753
90220,Green tea in immediate packings of > 3 kg,3411,5644,6745,6826,8619,7614,9191,8763,7200,12113,,25507,26303,30091,34965,41766,57295,63159,67504,70398,87525,,45593,53986,59883,61413,62123,57781,58263,56600,42943,59975
901290,"Parts and accessories for electron microscopes, proton microscopes and diffraction apparatus, ...",3088,3945,3443,3016,6433,6736,9466,9061,8796,11972,,78471,71801,65443,67597,66021,74222,66518,66620,71857,80205,,52079,50881,58281,47615,44639,54999,57756,59717,53982,67176
902213,Apparatus based on the use of X-rays for dental uses,12131,12505,9614,7134,6663,7854,7944,8690,8362,11946,,35867,37827,31109,27135,28032,40354,44113,49934,37434,49551,,53489,48087,56772,57125,56999,64823,50398,54635,27579,36687
293319,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused pyrazole ring, ...""",22263,20392,28326,4748,24345,8175,5527,28863,4278,11785,,53133,54386,61570,53435,65487,57299,45809,71039,69405,103256,,70788,66824,107650,108476,84289,64221,94733,142085,134782,175498
845630,"Machine tools for working any material by removal of material, operated by electro-discharge ...",24806,20644,24712,21005,22426,26329,26371,21326,11991,11638,,147665,125512,143259,147866,128819,169804,187193,141599,130815,191285,,87393,98661,109817,93671,87075,99980,98856,82789,50179,64882
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",12508,5760,5529,5859,4980,5870,6922,7555,8172,11542,,67977,60598,52707,49523,60136,56870,46744,37795,45742,51732,,379320,438524,285033,300070,374427,392775,460447,523176,802577,986331
390210,"Polypropylene, in primary forms",4520,4656,6807,8000,8098,7083,8771,7316,7081,11384,,349922,293813,280658,261071,216466,235844,301925,329879,351411,407276,,1253908,1261298,1348947,1137936,1097047,1319952,1528802,1370842,1136170,1776845
720510,"Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...",1070,6335,8172,9348,14199,15819,14853,8908,6490,11300,,9791,9787,8485,7662,7030,7467,9983,8143,7252,15650,,47085,60397,55870,41094,39128,42963,57508,44533,29131,36983
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",836,646,572,1484,4163,5864,6607,5386,5140,11251,,732852,706140,563885,256134,154533,216907,309819,352445,326170,591008,,144752,83852,31287,30608,35422,42966,49272,63791,57523,56469
841459,"Fans (excluding table, floor, wall, window, ceiling or roof fans, with a self-contained electric ...",3349,4552,4084,3735,4657,4501,5128,4487,8743,11238,,553314,429785,432683,433792,574467,678545,715006,629413,559942,703049,,593277,669206,764129,652734,696326,775550,882256,891148,833635,1051452
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",19965,19302,18493,12803,11108,12560,12599,9397,9506,11164,,112194,95887,90814,77526,89390,96957,96714,93580,84498,100725,,282085,294335,327618,290850,317244,383725,413688,400705,389884,482687
391732,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",7713,9063,10610,12252,11435,13618,16098,14833,12590,11149,,300938,270860,258154,238481,269314,315987,335837,316772,293327,359918,,305089,310260,314482,279422,271396,288568,331656,330213,327870,366994
853949,Ultraviolet or infra-red lamps,13751,11875,11323,10047,11448,12124,13482,10930,9375,11140,,189477,149088,147710,138690,152912,164080,177503,158426,161067,194092,,58434,59608,54565,47506,51648,53490,58997,59289,65721,68153
392119,"Plates, sheets, film, foil and strip, of cellular plastic, unworked or merely surface-worked ...",2757,5554,5836,4410,5095,5164,5587,6449,5976,11123,,281725,199457,239952,218707,283606,274546,292820,321636,381292,613686,,290764,314152,319893,305054,315626,323163,325498,308758,303080,350340
920590,Wind musical instruments (excluding brass-wind instruments),17505,16501,15143,13020,12876,14757,14601,14326,11680,11093,,76703,69868,70126,69911,70351,73750,82084,88687,72133,80657,,57884,51741,48025,46261,47256,48474,52533,52565,47084,46753
842121,Machinery and apparatus for filtering or purifying water,5954,3583,3412,3190,3800,4491,5884,8945,13078,11083,,175461,147547,125474,110702,134889,128596,156083,154159,159748,156979,,207049,232204,282464,253593,271150,297387,321121,390872,418948,535573
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",6347,6100,5393,6027,5423,5902,10642,9166,9062,10871,,438512,419622,433981,381665,547421,724460,773739,685946,639773,686810,,582844,667697,726264,621787,637155,672573,742027,777877,710057,839515
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",31515,28928,11972,11099,12985,13631,15369,9358,11327,10642,,58405,59258,90113,85366,91119,95091,104058,93575,72767,86792,,616971,662075,684473,679150,852905,848150,1001505,858518,849042,1056068
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",18960,35344,43377,31598,28214,31015,21383,16465,13898,10627,,757844,679485,599291,451501,451224,546306,483213,428772,311083,393931,,449033,399299,375172,290964,282835,371101,372386,329199,257607,345036
846729,"Electromechanical tools for working in the hand, with self-contained electric motor (excluding ...",12424,14126,11412,10263,10743,11967,13549,20314,12320,10618,,327153,297551,272729,243819,255629,295919,312236,303132,267856,383596,,758823,842502,845202,808864,869906,969016,983799,981662,1041054,1500321
960810,Ball-point pens,28218,21172,23054,20226,17048,15334,12979,11346,11694,10606,,439868,392094,399094,399052,436282,447001,445639,475930,391638,507646,,187617,182955,193947,169969,170524,173213,179267,172872,135267,152106
390230,"Propylene copolymers, in primary forms",5593,5801,5535,7112,10688,11820,10114,10249,8927,10598,,311305,279629,259500,213467,208563,196243,220996,248545,226003,277294,,1291684,1412493,1531343,1181525,1081428,1225704,1424257,1264632,1043867,1569825
847982,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring ...",2307,1217,2657,1390,1602,1448,1943,4959,3181,10542,,232147,170534,181963,151693,163943,206184,185883,168604,152036,145180,,188666,207433,223960,288112,266676,208167,268426,251462,234378,303025
840721,Spark-ignition outboard motors for marine propulsion,60294,68308,65203,12407,9643,10909,9214,7189,8909,10449,,1603660,1558361,1620153,1482722,1685061,1750063,2032320,2059990,1660078,2352533,,73812,78435,75846,20599,18979,21780,22408,18643,22242,29361
701790,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated (excluding ...",1178,638,716,900,2687,2972,4208,4644,6573,10444,,13025,17479,18425,19631,23535,25707,27744,29751,29122,35422,,62584,57128,58510,52575,56505,58096,64153,56740,53914,65771
852910,"Aerials and aerial reflectors of all kinds; parts suitable for use therewith, n.e.s.",14784,12082,11937,9563,10413,10377,13212,10684,10302,10411,,180566,135812,131282,119930,123830,121159,135597,130873,94418,101202,,359176,324699,332400,308324,370299,401663,406561,381655,324308,356824
843810,"Bakery machinery and machinery for the industrial preparation or manufacture of macaroni, spaghetti ...",8766,7169,10118,8777,8013,9368,12115,11442,9715,9982,,137992,105863,112098,116109,111520,105404,94662,102091,87953,88106,,72747,97305,82392,72159,95077,107246,117549,95387,103736,128014
750210,"Nickel, not alloyed, unwrought",3369,4344,5160,8378,18215,16412,14170,3085,2760,9947,,215218,168470,276222,357974,268845,236405,212468,263743,384065,281035,,1346046,1054048,1014543,718771,582402,693210,862324,832552,683485,997594
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",13520,9192,9090,15173,5867,8645,5260,10831,8474,9931,,631089,795908,748949,956284,1038384,1012446,1053814,1193158,1165970,1066336,,244478,239006,304140,321967,237775,238226,244403,256872,235796,270051
390799,"Saturated polyesters in primary forms (excluding polycarbonates, alkyd resins, poly""""ethylene ...""",8913,12180,11690,11525,10906,9426,14593,12226,10085,9923,,632289,605009,563633,504768,541219,576286,590203,524130,532509,653723,,675436,717116,810106,697092,697961,860418,1007488,850766,865484,1199828
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",14047,9226,9723,6241,4548,11650,14670,10325,8625,9902,,81291,83403,71508,83175,87318,111197,128434,156841,142453,167536,,244894,238911,229739,247963,262691,283095,313511,300098,298682,364073
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines ...",8393,7463,8662,8657,8036,9333,9924,8388,7370,9835,,155844,139232,141787,132432,138418,150410,164223,165096,142804,169891,,362404,367375,409537,369553,400835,410867,437634,420109,403912,468667
650610,"Safety headgear, whether or not lined or trimmed",5551,6625,7532,3429,5370,6497,4445,6263,6396,9806,,112028,110850,114376,102210,127541,130336,129000,151597,166797,202463,,194109,201366,231954,210893,225155,237401,260786,322686,326319,413022
841989,"Machinery, plant or laboratory equipment, whether or not electrically heated, for the treatment ...",4158,2302,4429,2011,7420,3166,3207,5708,11025,9717,,462640,411693,426943,373182,368479,418942,538558,438731,430612,424454,,254323,256683,310937,256352,258002,272334,322826,322976,340607,434284
722300,"Wire of stainless steel, in coils (excluding bars and rods)",9930,10318,11244,9672,8220,10671,11647,3086,2911,9646,,209260,177195,178635,146618,147126,168227,166902,146794,140420,172303,,233743,230903,250754,201517,186392,226006,242677,211346,197159,303106
853941,Arc lamps,5484,5802,6830,5374,6445,5364,6448,6782,7143,9618,,40084,33456,34860,18332,16340,20826,23704,24648,18643,20744,,35961,30048,25977,26073,27921,33018,31472,29076,26386,33735
854290,"Parts of electronic integrated circuits, n.e.s.",8845,10265,9234,5317,3237,3109,4927,6155,6537,9547,,2658241,2080385,1946253,1788021,1670657,1683931,1725125,1768258,2373182,3525895,,98255,110106,108106,100738,111622,118076,133347,119891,91820,129707
901390,"Parts and accessories for liquid crystal devices """"LCD"""", lasers and other appliances and ...""",8378,15304,9226,6354,6540,7254,5540,4559,4742,9437,,1130424,1027841,704108,531667,450421,451781,552749,486043,452013,440798,,132375,142504,125014,104257,112158,140606,191917,189011,161565,218222
400821,"Plates, sheets and strip, of non-cellular rubber",6843,7271,6755,4894,7306,6920,7014,7581,10162,9379,,108693,109112,106445,86201,95200,103680,104853,100458,88222,104612,,162553,160650,161030,130712,141699,147733,152648,148303,144476,156823
851130,Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal ...,7158,16328,15862,11594,12813,11837,12022,11633,12782,9355,,285729,256744,240821,208870,204830,208130,183661,167336,188618,343123,,173327,184634,206438,177955,194860,203919,195892,180662,148377,174513
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",11367,11362,10283,8154,8032,8058,8380,7075,7894,9185,,202606,215282,210013,196794,209525,216274,224713,220995,210540,253709,,355864,384904,388908,271763,269850,293935,285531,276996,261991,333035
960891,Pen nibs and nib points,8442,6751,7257,6125,7463,7450,7613,7640,7567,9066,,99477,87095,87916,77877,88312,88972,89386,86543,75000,88678,,9872,8114,9186,8279,10094,9687,9279,9150,9364,10456
390190,"Polymers of ethylene, in primary forms (excluding polyethylene and ethylene-vinyl acetate  ...",23003,22354,26589,19578,20501,9779,10007,9585,7937,9059,,381608,401617,500908,439938,417911,322928,341753,309972,310300,364119,,732531,795838,806697,707668,671431,296982,317530,253807,232564,301501
854121,Transistors with a dissipation rate < 1 W (excluding photosensitive transistors),8229,9050,11103,11703,16565,13243,10088,6317,6652,8946,,712782,541296,508544,457644,488839,554445,649877,517738,609099,694042,,174586,236776,266747,234203,214884,242621,322496,294137,225291,345183
845210,Sewing machines of the household type,1576,1219,2545,2884,6294,6995,8716,7464,9434,8918,,28479,31343,31017,26112,27693,26091,23546,23423,24844,28225,,124608,134649,150196,152105,182473,174943,179067,155190,225495,212167
150500,"Wool grease and fatty substances derived therefrom, incl. lanolin",7324,11171,12295,6978,9890,9889,12784,10472,8383,8917,,26696,27848,30177,21177,21920,24384,25513,22200,18865,22064,,31300,49888,49767,26595,25903,29927,33939,26259,25565,34891
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",879,198915,248812,4309,754,13436,2110,1603,4049,8888,,6494,5119,5685,7396,10550,11131,13126,12318,15005,17147,,37547,239189,435540,45171,38943,69489,64582,49362,39012,51353
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",753,449,1095,4078,3960,4846,3725,2633,2884,8878,,179873,173321,195993,148398,154311,209945,58335,264754,260672,277868,,23930,24976,28606,27884,28320,30153,33364,32677,37278,44837
910221,"Wrist-watches, whether or not incorporating a stop-watch facility, with automatic winding (excluding ...",1945,3585,4787,3235,3826,3719,5044,6102,6259,8861,,55095,45312,56897,53522,61812,70943,92040,94571,97713,119256,,586456,648574,652825,626573,607071,630146,654881,643781,607092,724467
550210,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate",0,0,0,0,0,22412,16642,14711,1952,8823,,0,0,0,0,0,27467,402,17703,13290,1404,,0,0,0,0,0,54816,46625,34545,19788,21661
901380,"Liquid crystal devices, n.e.s. and other optical appliances and instruments not elsewhere specified ...",156268,14028,12597,10608,11953,12087,16789,16074,11282,8814,,6423272,5381490,6484510,5112263,4091021,4879435,3522084,2758141,2616823,2552686,,341745,204647,202146,186586,179826,204755,214820,189210,189643,224618
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",8274,6424,7019,6926,7373,6590,10180,8614,5377,8599,,71440,75154,82489,62180,66585,50328,57093,42269,37856,40578,,78851,82337,52840,48878,55289,55395,61943,62139,76728,91293
846721,"Drills of all kinds for working in the hand, with self-contained electric motor",22071,17305,19378,21176,23480,19657,19932,18241,14665,8562,,35063,25410,21742,16104,13760,11873,12790,9223,8679,17099,,476011,509314,522485,543022,538287,564260,628326,675000,744303,570125
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",19193,11221,10276,7184,6624,4062,6624,8360,8895,8561,,89094,71966,83761,75338,94583,85070,87291,69029,60643,60361,,66318,59684,58076,54904,49398,51316,56157,65546,49278,58634
848110,Pressure-reducing valves,6773,6652,6928,7237,6848,6873,7375,8424,6990,8523,,182806,148383,152670,131523,158152,126724,118665,110572,127857,172150,,175244,179500,187521,172612,196683,232651,249035,232618,217067,263497
90210,Green tea in immediate packings of <= 3 kg,2673,4517,4474,4387,5333,4307,4136,4400,6208,8495,,37797,41428,43550,48553,64702,70720,75745,66839,81276,98608,,15742,17664,16865,14324,13942,14079,14658,15621,16572,23528
390461,"Polytetrafluoroethylene, in primary forms",26049,23028,11988,5977,6941,8193,9917,7496,5813,8475,,73258,77292,83687,77361,76777,76914,74503,76765,68808,89475,,152039,136554,137879,100274,103304,112221,141547,126405,98518,150657
293299,"Heterocyclic compounds with oxygen hetero-atom[s] only (excl. compounds containing unfused ...""",3039,3241,2412,2304,3697,2772,5723,6129,8299,8444,,113898,84174,104952,71837,70085,73248,72466,73831,80970,97785,,181992,199329,182254,189520,183658,184720,197227,212155,280947,197707
820239,"Circular saw blades, incl. slitting or slotting saw blades, and parts thereof, of base metal, ...",4502,4029,4383,3377,4173,5821,7963,8545,6159,8413,,45066,38501,46965,45555,51931,62277,73063,73514,69164,84259,,50231,50088,51541,46972,49659,49779,53814,55106,54613,71388
390730,"Epoxide resins, in primary forms",8051,5759,7002,6330,6210,9077,14137,6360,6163,8300,,532772,479711,462952,398797,456566,474676,500122,480741,496901,607500,,577716,580165,598867,511446,550566,596596,669749,570112,495309,698632
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",14089,12179,12836,13213,12573,11811,10573,6371,5744,8289,,457117,356862,372221,334087,350713,364036,382456,365893,329301,391803,,553438,521846,608447,517996,507296,648472,726845,597416,555043,755338
851580,"Electric machines and apparatus for laser or other light or photon beam, ultrasonic, electron ...",4072,5099,6375,4900,4581,6840,5049,6610,8183,8273,,320325,274678,268485,260021,296765,299259,322412,298056,234500,245084,,81498,85813,93139,78855,88150,101399,124927,115827,146422,154613
560394,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than ...",4944,4754,3956,5099,6987,5424,8151,6149,5148,8262,,225995,220526,220958,206529,225685,244784,263739,272859,240951,318766,,72228,68742,77980,83961,75335,92369,104106,101849,97611,126056
