Product code,Product label,India's imports from Germany-Value in 2012,India's imports from Germany-Value in 2013,India's imports from Germany-Value in 2014,India's imports from Germany-Value in 2015,India's imports from Germany-Value in 2016,India's imports from Germany-Value in 2017,India's imports from Germany-Value in 2018,India's imports from Germany-Value in 2019,India's imports from Germany-Value in 2020,India's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
284329,"Silver compounds, inorganic or organic, whether or not chemically defined (excluding of mercury ...",2849,2566,726,599,239,2685,1342,575,70,32,,19008,16056,13717,12528,13441,29888,32370,24099,25544,35666,,4978,4609,2954,4065,3266,5479,3008,4500,4623,5622
282690,"Fluorosilicates, fluoroaluminates and other complex fluorine salts (excluding sodium hexafluoroaluminate ...""",171,75,41,15,17,48,27,25,13,32,,52597,23385,41435,56478,50678,51158,50650,45293,36573,38172,,3579,3455,5069,6321,9026,6799,6536,5853,3322,6715
290124,"Buta-1,3-diene and isoprene",0,182,739,323,59,27,28,72,72,32,,696183,400246,376165,183616,187128,322606,308505,236790,172093,309217,,19026,3904,4693,1174,2545,4619,2032,154,209,116
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",13,99,94,112,145,96,115,34,92,32,,32524,33300,38448,63805,64751,70986,81651,77969,58640,39152,,1654,2426,4224,5169,4540,6299,11250,7605,7062,8693
570310,"Carpets and other floor coverings, of wool or fine animal hair, tufted """"needle punched"""", ...""",93,50,16,20,1,38,5,17,9,32,,15832,15637,13895,9591,12083,13503,13020,13930,10817,9223,,1107,2182,1840,1914,1126,1393,1829,1036,1089,393
940370,"Furniture of plastics (excluding medical, dental, surgical or veterinary, and seats)",130,63,95,103,182,329,34,44,6,32,,101276,115514,119046,79333,88172,90428,85389,84808,85219,91997,,6925,7874,7679,8367,7407,7563,7705,8681,7616,9683
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",1612,2715,3899,1812,1003,1273,1259,1233,630,31,,80719,64623,67613,41680,45334,57108,66490,57408,52023,81058,,6720,6497,7658,6124,4137,2312,1853,1996,912,495
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",31,6,13,62,21,0,9,15,16,31,,20997,18571,18639,15523,17239,17359,17688,18061,17040,18498,,686,964,746,877,627,859,1656,1939,1541,2073
300190,"Dried glands and other organs for organo-therapeutic uses, whether or not powdered; heparin ...",1275,1308,1149,663,1199,1136,189,7,27,31,,159462,148229,107487,70695,59398,98049,148806,181331,260533,255200,,24996,33787,49140,40149,21683,31303,47361,68045,102978,140385
40630,"Processed cheese, not grated or powdered",55,0,47,0,110,27,75,70,78,31,,328022,367155,378762,301840,304531,354422,423735,416293,402993,470925,,2537,3083,3233,2749,2570,3036,4333,3853,2285,3309
960720,Parts of slide fasteners,177,17,43,70,11,69,15,39,35,31,,30151,34177,36259,30427,32758,32413,26443,23071,18806,17829,,20785,22970,23294,22349,20991,25339,28975,31293,18339,29178
282919,Chlorates (excluding sodium),15,68,30,44,14,27,25,47,21,31,,166,136,153,127,147,152,252,244,139,85,,8063,7940,6242,4445,406,196,360,198,1333,98
540248,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, untwisted or with ...",0,6,0,0,0,0,0,0,0,31,,3312,2897,2174,1700,1199,1205,1119,954,880,1052,,202,449,302,387,155,771,2049,2699,3635,5044
291823,"Esters of salicylic acid and their salts (excluding o-acetylsalicylic acid, its salts and esters)",678,523,763,67,165,220,226,191,32,31,,6096,7528,9920,9476,9694,9647,9687,11711,9208,11559,,7080,9989,12752,7898,6684,9394,9768,8068,6589,5631
960500,"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)",121,118,87,167,205,269,238,191,63,31,,10561,11197,14258,9055,7488,8775,7407,8349,6289,6046,,2090,1015,1052,1252,1175,1431,1236,1469,568,484
842541,Built-in jacking systems of a type used in garages,26,194,173,127,51,51,103,114,44,30,,126350,121197,122674,88284,93035,99096,108675,93212,87959,97628,,703,1279,1241,1420,1318,1270,1493,1437,349,563
640319,"Sports footwear, with outer soles of rubber, plastics, leather or composition leather and uppers ...",41,53,6,20,21,23,26,62,15,30,,60784,82885,68425,66139,65540,64351,63293,61061,61860,66066,,11303,13097,17440,10039,10835,17662,13034,4412,1809,2689
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",72,42,2,34,4,55,34,6460,13,30,,21756,26233,18367,8221,9062,11593,21673,17840,13791,42111,,98604,24754,14102,42199,2558,5010,24415,30499,39194,16793
850990,"Parts of electromechanical domestic appliances, with self-contained electric motor, n.e.s. ...",22,15,25,20,25,35,77,10,14,30,,30305,30664,34665,61183,73375,89480,92961,96448,81501,113521,,2738,2437,1534,1704,1202,1441,2418,3989,7016,10580
110520,"Flakes, granules and pellets of potatoes",137,314,177,807,355,329,482,2,29,30,,133819,137968,167634,160779,158740,192608,220324,201657,220215,233440,,660,789,2424,3506,966,668,1632,751,1869,460
600690,"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding of man-made fibres, cotton, ...""",403,636,304,208,252,299,564,170,30,30,,6733,8103,8553,5301,4940,8268,4841,4216,3135,2974,,51737,44486,51885,47221,59733,61426,44309,34661,16481,18746
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,13,30,,11995,13184,11806,9910,8247,7810,7443,6495,5759,5433,,206,782,133,212,88,56,497,493,182,394
291211,"Methanal """"formaldehyde""""""""",4,25,1,1,1,2,6,16,37,30,,10004,11202,12444,10700,7747,12319,13567,14028,10473,15084,,524,541,403,74,321,119,13,121,244,159
611011,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of wool, knitted or crocheted ...",22,28,65,39,45,83,17,12,2,30,,222463,210803,222685,189094,197762,211531,219842,204716,190258,212427,,3070,3415,3430,2539,2271,2532,3516,4409,5081,5851
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",589,166,400,259,222,145,96,86,12,30,,57638,72763,57230,51519,52432,43375,43283,40253,38310,35731,,25771,28599,13979,36984,24867,19358,18940,18667,13428,29630
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",0,4,0,1,31,55,40,53,14,30,,110717,116652,126806,128167,130360,130192,143066,139365,157810,180982,,1439,1451,1451,1043,1129,1443,1463,2086,1029,515
290314,Carbon tetrachloride,1,0,0,0,0,0,0,0,0,30,,1699,1756,2008,1984,2107,1672,1808,2595,3817,7506,,1,0,141,0,158,1,0,569,1694,3834
720690,"Iron and non-alloy steel, in puddled bars or other primary forms (excluding ingots, remelted ...",112,3,0,8,0,0,0,0,0,30,,7126,5872,5599,4197,5375,6401,8018,7872,6396,11649,,81346,772,443,860,1001,681,1199,1345,544,293
720221,"Ferro-silicon, containing by weight > 55% of silicon",299,55,4,59,10,48,13,18,6,29,,104204,94748,110618,81478,72436,86928,124133,77993,65966,100530,,144937,135435,132590,142279,155369,184768,249872,216754,181568,282970
847940,Rope or cable-making machines (excluding twisting machines of the type used in spinning mills),1966,7462,912,2731,8221,8365,8763,2787,98,29,,92733,83157,59909,71282,60482,42675,100023,49555,95091,104810,,22329,37106,22675,25902,38402,38719,45662,39222,19907,20049
290230,Toluene,2575,10340,19547,10,1024,2778,56,45,45,29,,303675,325580,235702,137646,143540,165554,162413,150225,113116,145911,,337112,384298,330781,248597,251008,297377,340235,306456,300460,451966
91099,"Spices (excluding pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...""",192,71,85,83,19,5,24,22,0,29,,33488,39129,43385,39133,51600,50498,50119,51797,58347,53227,,2013,1814,3572,7037,9267,5369,7692,5741,3981,8311
480511,"Semi-chemical fluting paper, uncoated, in rolls of a width > 36 cm",70,88,0,0,0,0,144,1155,564,29,,1825,1253,1509,3137,4643,7210,9351,9962,10825,10312,,1576,1839,892,1324,2293,3290,3983,5681,5721,5658
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",0,0,0,0,0,0,5,5,0,29,,18062,49799,41189,32282,26202,25835,37008,39955,44525,56777,,2422,3133,3204,6723,6113,6841,4661,9515,9699,16604
710510,"Dust and powder of diamonds, incl. synthetic diamonds",311,110,109,16,50,19,9,5,5,29,,3882,4603,4569,4359,3412,3481,3797,3594,2833,3305,,24381,21657,23686,21017,21845,29790,30383,25697,23464,37642
821000,"Hand-operated mechanical devices, of base metal, weighing <= 10 kg, used in the preparation, ...",10,19,6,6,7,3,7,15,6,29,,33523,37866,40271,36511,35062,34025,34903,39607,46853,51289,,828,1096,1155,1430,908,1843,3886,4675,2543,2043
851390,"Parts of portable electrical lamps designed to function by their own source of energy, n.e.s.",1,6,2,14,116,87,48,219,28,29,,4945,3600,3487,1833,1857,1608,1964,2253,1258,1839,,1594,1548,1900,2024,3275,1225,1835,3174,2450,2346
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",20,37,51,51,125,169,136,42,26,29,,23158,20746,20355,13207,12816,17808,19410,15175,14617,22839,,437,651,309,486,885,1128,1184,1074,491,1786
330610,"Dentifrices, incl. those used by dental practitioners",554,16,15,149,244,181,1,4,15,29,,433477,438314,396061,323206,323750,362909,363443,398981,387578,396562,,13939,19680,21074,12641,15227,9439,9492,9123,9929,8460
852550,"Transmission apparatus for radio-broadcasting or television, not incorporating reception apparatus",799,840,598,780,225,664,8,242,11,29,,102085,87814,97043,68863,56136,71551,131078,120544,57208,56784,,16662,15489,40810,13334,20178,17007,12462,7227,32952,7284
681320,"Friction material and articles thereof, e.g. sheets, rolls, strips, segments, discs, washers ...",262,805,1350,1435,1167,975,458,54,1,28,,0,0,0,0,0,0,0,0,0,1,,1543,1926,2951,2255,1777,1602,1187,646,478,444
821520,"Sets consisting of one or more knives of heading 8211 and at least an equal number of spoons, ...",8,8,9,10,12,52,1,6,15,28,,63630,67433,63920,59390,69779,62677,59904,61194,62692,71693,,653,495,494,380,392,605,1465,767,1112,1567
220820,Spirits obtained by distilling grape wine or grape marc,174,48,103,79,69,83,114,0,4,28,,110652,113404,99035,78706,73208,82609,80444,71534,42274,49297,,14218,19469,15816,10676,12487,15568,22017,21776,8816,10820
720270,Ferro-molybdenum,61,0,0,0,0,0,260,0,323,28,,59864,61875,72950,46316,33839,33935,38117,27672,13184,35342,,20427,15111,26126,11642,9098,21900,40818,41999,40903,74423
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",83,16,16,18,7,7,16,37,25,28,,54634,56857,64710,58696,49407,59065,72287,60849,53257,54965,,595,468,537,680,344,628,1213,804,306,461
210410,Soups and broths and preparations therefor,214,114,69,45,19,32,10,18,11,28,,175388,194284,196082,159234,159411,168392,182024,171799,159526,151516,,793,576,502,338,342,167,172,234,76,117
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,5,50,0,34,28,,0,0,0,0,0,2171346,2469990,2554643,2337387,1630688,,0,0,0,0,0,976,1050,2421,3869,10091
551323,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",16,0,0,0,0,0,1,1,145,27,,7909,6399,5224,4715,6415,6797,7966,7010,6042,5124,,2323,2106,2746,2637,2223,2693,1989,2703,1216,2027
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",1287,6,49,166,120,62,308,45,0,27,,643,802,815,213,169,80,67,63,58,89,,77014,71967,87698,92687,101644,97429,91355,58742,47430,55683
890690,"Vessels, incl. lifeboats (excluding warships, rowing boats and other vessels of heading 8901 ...",189,29,15,30,0,15,513,273,325,27,,134617,48204,53998,170217,54060,127287,70107,81536,63846,84491,,286612,535334,217753,260802,350682,64190,34010,318338,853859,35896
401320,"Inner tubes, of rubber, of a kind used for bicycles",58,0,0,0,4,17,4,5,16,27,,16998,19523,21130,18424,19661,20677,22783,22224,28185,34226,,1389,367,259,335,384,492,476,603,462,482
940550,"Non-electrical lamps and lighting fittings, n.e.s.",361,111,209,72,193,55,266,386,10,27,,46906,45448,47766,44822,44374,33823,32393,31244,29977,39813,,10708,19654,26687,30924,43862,31918,34544,29426,11644,13751
40640,"Blue-veined cheese and other cheese containing veins produced by """"Penicillium roqueforti""""""""",0,0,0,0,0,0,0,0,0,27,,122565,102778,99001,82042,83652,94105,104717,99777,94301,99994,,0,16,2,7,51,71,78,52,17,101
520942,"Denim, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of yarn of different ...",165,0,0,2,3,0,0,1,1,27,,27779,31082,31320,27116,27025,27582,19931,16331,11851,14097,,31619,28204,20405,18192,16420,13174,11170,8844,6003,8940
621132,"Men's or boys' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",2,3,0,28,2,0,2,2,28,27,,11696,10404,12712,11452,14056,15029,15294,16621,18525,19102,,56,299,557,192,179,179,283,203,307,294
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",19,1,8,77,0,13,74,367,161,27,,15463,14708,17881,13141,12246,13971,13181,13102,14414,18331,,2162,1977,2537,3456,2713,2511,6209,6098,2551,2263
391710,"Artificial guts """"sausage casings"""" of hardened protein or cellulose materials""""",26,1,7,10,112,46,91,65,143,26,,285053,292712,331917,252434,264256,276529,225274,215138,237409,245913,,609,973,573,1073,901,1545,2082,1446,1241,1312
880510,"Aircraft launching gear and parts thereof, n.e.s. (excluding motor winches for launching gliders); ...",0,0,0,0,0,0,1,0,0,26,,179,1371,511,439,4099,2354,44,174,1334,211,,10652,666,595,615,170,440,365,581,183,400
871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",0,4,6,0,19,1,119,82,24,26,,14066,16027,13108,13854,17882,39236,44802,82868,52066,79010,,534,3166,1923,4129,4803,3336,2057,3994,186,3729
620293,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",30,14,23,15,41,7,39,29,19,26,,453066,527206,580803,455821,491789,670192,743092,737133,708322,787051,,1305,2080,3073,2426,2500,3219,4667,7083,8057,10928
960920,"Pencil leads, black or coloured",45,21,31,38,36,48,49,24,24,26,,11636,12584,12780,8377,10051,9306,12285,10975,10056,14582,,2140,2281,3867,4112,2917,3386,3281,3017,917,1300
190531,Sweet biscuits,22,15,0,3,58,0,93,23,2,26,,771034,825880,845834,731745,716139,753612,791753,749363,775379,805754,,3255,3614,5406,5749,5504,6123,9707,8534,7626,9866
845110,Dry-cleaning machines for made-up textile articles,125,60,7,196,0,418,22,0,0,26,,7711,8262,7243,9080,5384,7315,7803,5943,5551,3310,,4720,4176,5678,3660,3996,2483,2664,2799,1437,1851
660199,"Umbrellas and sun umbrellas, incl. walking-stick umbrellas (excluding umbrellas having a telescopic ...",86,7,118,12,16,10,62,58,7,26,,28982,23187,24167,22497,22776,24465,27491,26073,19139,22133,,10918,6971,8308,7463,6584,8297,9297,10384,4584,4086
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",86,8,3,27,20,78,6,14,7,26,,662851,748004,744317,631311,699435,730694,812291,770119,795081,891155,,6618,7220,7138,6718,9424,10647,13869,12384,9571,17541
844513,Drawing or roving machines,359,708,162,9,13,173,0,0,0,26,,23628,28531,35447,36729,18330,35315,24154,18783,14420,21813,,2524,2794,1512,5448,6374,11469,1748,556,609,706
844610,Weaving machines for weaving fabrics of a width <= 30 cm,1769,879,6581,307,523,724,331,4,96,26,,6010,3308,8852,5830,7898,7889,9224,5997,3403,5974,,25367,25255,31748,21060,18331,12270,9645,6387,3690,6161
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",421,7,7,8,1,5,10,13,23,25,,25818,28942,28948,24996,24103,30905,26770,16502,14151,18104,,8060,7752,11079,9825,6581,9514,11254,12338,14767,20054
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",0,3,0,0,0,0,101,10,118,25,,13570,14900,15255,13186,15764,20370,20137,19276,22569,24840,,0,996,1104,391,2328,3741,2603,2423,3109,6251
630392,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres (excluding ...",130,1,2,3,3,16,32,32,21,25,,180036,195334,224960,175427,181653,191153,209009,221907,226571,252645,,1227,659,782,801,515,1067,2016,7532,6027,10348
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",75,57,265,23,33,60,292,75,46,25,,66129,82000,90334,88015,150922,145225,110884,123971,75946,93898,,7977,9734,10335,10963,6158,6253,8128,7233,1836,2424
392111,"Plates, sheets, film, foil and strip, of cellular polymers of styrene, unworked or merely surface-worked ...",134,6,10,53,5,9,28,93,7,25,,293096,304494,289067,235944,236567,255913,264651,243587,238415,304549,,1503,1055,683,3388,3616,4231,7227,5491,4979,8941
283325,Sulphates of copper,15,94,30,6,18,12,15,8,18,25,,10949,12231,16582,12937,9125,7351,7612,8556,8614,9870,,12260,11374,11414,10679,7356,7380,328,267,100,155
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,4262,93,205,112,208,98,145,131,17,25,,6217,9183,10251,6234,6367,6465,6288,5455,10933,7890,,7807,223,2403,400,640,434,360,4136,412,991
720827,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",977,946,0,1,20,399,497,229,2,25,,221361,219376,198228,156441,157603,230340,251543,224396,195371,321083,,66972,49526,57601,57329,39734,50184,66682,56927,39685,51058
630539,"Sacks and bags, for the packing of goods, of man-made textile materials (excluding of polyethylene ...",16,18,646,43,16,11,12,98,2,25,,2559,4726,6627,7489,7402,7270,13227,11374,13694,12897,,1412,1165,1986,790,645,654,1767,1780,1663,2779
691190,"Household and toilet articles, of porcelain or china (excluding tableware and kitchenware, ...",216,65,141,167,91,38,46,13,3,25,,3589,3241,3554,4674,4520,4418,4358,4388,3737,5848,,4104,2735,2312,2930,2779,1493,1347,1473,747,1239
290549,"Tri- and other polyhydric acyclic alcohols (excluding 2-ethyl-2-""""hydroxymethyl"""" propane-1,3-diol ...""",680,808,650,940,739,340,323,316,143,24,,11678,15058,15441,19159,21899,21030,25902,20527,20408,29912,,15535,13626,11990,10440,9095,10874,12166,11208,11765,9365
480269,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",51,75,40,57,274,106,24,5,15,24,,15926,17239,17809,16226,12965,10414,10793,8945,7146,6800,,343,600,564,410,1211,930,1306,1280,496,362
890391,"Sailboats and yachts, with or without auxiliary motor, for pleasure or sports",138,11,0,0,0,0,0,0,0,24,,144783,176029,181775,140664,156807,148067,159491,139998,110558,163188,,309,354,478,152,196,167,63,110,481,153
900140,Spectacle lenses of glass,3,113,110,16,80,177,72,90,9,23,,32863,28458,26515,20498,13097,13434,13377,13172,12261,12531,,5933,2853,7109,6198,8143,6979,4637,1460,702,2207
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,0,0,0,0,9,127,9,13,7,23,,296257,277765,233572,189796,208506,272832,256184,259345,279373,349380,,1430,1025,2149,2457,2321,2599,4918,6936,9380,6568
611595,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",2,1,8,8,7,12,5,11,11,23,,191037,203111,246852,215905,224160,244951,271804,281823,285973,348121,,296,578,855,1124,1351,2233,2603,3336,2026,2642
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", ...""",179,30,116,19,0,0,0,33,2,23,,84085,107527,102836,86792,95386,96683,158714,82081,75727,100432,,7119,4721,8256,9654,9797,7739,5952,5424,2934,6617
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",43,146,133,102,151,88,167,55,35,23,,9628,11048,11545,11490,10235,8515,11251,15677,13247,11440,,3583,2014,3227,2529,2111,2743,2422,3318,2738,2376
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",12,11,27,0,0,26,0,1,2,23,,18001,21309,19676,13925,16172,17768,20660,22098,19011,22239,,591,672,930,677,632,652,1826,2983,3204,3720
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",382,52,18,19,23,80,64,57,7,23,,2925,2807,1186,143,1720,3338,5785,5100,379,239,,15737,13950,11951,10861,10379,11828,4201,2266,1422,1700
430400,"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ...",10,2,6,14,0,34,26,21,27,23,,955,1018,1306,1082,1003,750,1324,1571,1332,2267,,1109,1022,1074,467,492,789,720,693,389,609
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,819,222,73,250,811,259,31,140,11,22,,6937,6381,5008,7511,6435,4968,4571,4263,2613,3992,,4908,5430,4185,4367,2328,2460,2278,45258,244,620
261000,Chromium ores and concentrates,94,0,0,0,0,1,0,5,6,22,,35529,33403,24325,14177,18288,24404,34753,29971,11942,12091,,50266,49719,49276,38406,28077,45242,44427,32933,27939,55459
470610,Pulp of cotton linters,0,0,0,9,8,0,1,3,0,22,,0,7,2,48,43,43,1,6,2,0,,795,693,3505,1947,1769,2910,2091,4085,2795,3234
920290,"Guitars, harps and other string musical instruments (excluding with keyboard and those played ...",72,5,1,15,0,13,0,7,9,22,,30518,27622,28090,28408,27332,27793,33562,28106,34328,37450,,5920,4491,4033,6113,5695,7993,11225,11310,9972,11317
550690,"Synthetic staple fibres carded, combed or otherwise processed for spinning (excluding acrylic, ...",0,205,1,2,0,3,1,3,10,22,,115,241,308,16,95,0,0,40,0,111,,298,1261,812,311,144,179,172,254,204,172
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",67,122,146,182,18,17,70,46,41,22,,8036,8234,6073,3507,2984,3003,2920,2855,2245,1612,,5372,13109,14521,7840,3741,3991,5304,6697,8617,6702
283421,Nitrate of potassium,439,38,11,9,3,6,8,9,19,21,,0,0,0,0,0,0,0,0,0,0,,621,166,361,463,285,335,163,431,175,171
610332,"Men's or boys' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",3,0,3,4,7,3,5,7,0,21,,7982,8071,8879,10268,14054,16715,17761,14641,14242,17532,,437,887,569,574,1146,1155,2712,2119,780,1053
900390,"Parts of frames and mountings for spectacles, goggles or the like, n.e.s.",33,34,23,51,76,107,57,26,14,21,,35908,35112,35658,26294,25764,27830,30671,30099,22958,31594,,2711,4279,2075,5597,5085,5145,4071,2996,1959,3574
280421,Argon,0,369,0,1,3,0,81,4,3,21,,30857,34014,33689,28675,27648,29500,35620,34145,33832,40670,,606,726,215,151,192,464,108,56,26,40
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",42,36,49,87,33,11,40,10,23,21,,20012,22583,21819,21291,20870,22728,21775,21631,9434,8490,,1734,1402,1463,2155,3014,3236,3963,3216,1075,1319
560410,Textile-covered rubber thread and cord,127,59,58,46,48,45,7,4,50,21,,4326,4883,5352,4915,5164,5665,5183,5951,6773,9312,,1503,2126,2301,2252,1927,1625,1163,1468,1431,2329
732429,Baths of steel sheet,1538,879,328,532,241,391,110,67,10,21,,91499,94570,91166,77410,81327,80618,79401,77851,71702,76827,,6412,6990,7007,8270,7877,9886,16449,14025,9947,17257
283660,Barium carbonate,0,2,1,3,1,0,1,16,64,21,,0,0,0,0,0,0,0,0,0,0,,2512,2255,3592,3621,286,44,25,41,126,166
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",20,11,18,8,6,7,9,7,12,21,,22759,23901,24525,20873,20998,24637,31149,35647,34895,39805,,1535,3533,3876,7129,5221,4378,5877,4810,4092,4173
190590,"Bread, pastry, cakes, biscuits and other bakers' wares, whether or not containing cocoa; communion ...",128,137,24,162,33,20,59,62,16,21,,2449296,2682244,2652899,2256313,2387867,2552984,2813534,2756173,2912346,3080622,,7973,9697,7672,10669,6543,9611,14656,15802,23947,41537
300650,First-aid boxes and kits,1870,132,173,193,70,78,56,84,12,21,,30705,31135,36784,37425,38175,49924,46483,42506,37052,33178,,2144,294,351,366,286,191,89,535,49,177
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",0,0,0,23,0,2,14,0,8,21,,13773,17904,14503,15254,19137,21661,23610,22463,26376,27563,,1380,1697,2789,2666,3156,4669,6844,5997,3487,6294
580421,"Mechanically made lace of man-made fibres in the piece, in strips or in motifs (excluding fabrics ...",145,153,61,7,0,0,186,513,132,21,,7412,8931,9385,5632,5289,5651,4590,2957,1540,1501,,12124,13775,13981,20682,15067,18135,18989,21454,10165,15129
740322,"Copper-tin base alloys """"bronze"""" unwrought""""",161,211,49,21,41,36,26,37,2,21,,42224,47063,38114,37856,47627,58223,68719,63286,57974,83270,,7136,5096,5799,3587,2483,1635,5655,3738,3212,1826
551012,"Multiple """"folded"""" or cabled yarn containing >= 85% artificial staple fibres by weight (excluding ...""",24,0,0,0,0,21,0,20,0,21,,1168,1605,1953,1388,1381,1418,1271,928,1704,2067,,137,38,67,34,5,459,3847,6380,5729,5960
730449,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",1076,1262,1531,517,1223,1217,1025,1158,517,21,,203434,197651,252636,167122,142606,106334,115331,160693,140231,134181,,46320,67161,81772,99476,77900,69248,121669,130751,32389,17408
721924,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",698,290,367,154,53,147,0,24,0,21,,12659,9458,7104,6561,3501,3311,5207,4340,2273,1509,,10900,4492,7008,4703,2691,934,2077,1682,326,889
720854,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",6,0,8,53,137,1,0,0,523,21,,34950,37532,41180,31022,40377,45076,45140,38815,33444,25489,,2081,9017,2698,1125,5193,379,843,907,958,231
291732,Dioctyl orthophthalates,0,0,0,0,0,0,0,0,1,21,,2126,2061,503,246,188,244,296,208,199,194,,892,672,492,13,330,4786,48675,41128,9648,20311
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",25,6,27,24,18,30,37,15,10,20,,32005,30714,40670,37676,43083,48065,56670,71434,63335,65037,,1517,2968,6031,9054,3570,5807,11972,18145,22070,34363
271099,Waste oils containing mainly petroleum or bituminous minerals (excluding those containing polychlorinated ...,223,17,7,8,3,0,3,6,6,20,,5081,9741,15059,3578,1612,1759,2148,2864,2569,1412,,2335,756,1015,1021,730,929,1241,1892,2169,2737
292241,Lysine and its esters; salts thereof,171,9,33,10,3,22,15,35,48,20,,51445,50479,46073,53436,68696,61315,50481,35383,49616,55423,,63164,53887,67215,58931,52354,58805,66382,64356,57394,114639
940429,"Mattresses, fitted with springs or stuffed or internally filled with any material (excluding ...",137,13,26,45,21,21,5,34,10,20,,72557,77920,84869,77763,79338,87697,125112,152974,129443,103737,,7272,7068,8875,11214,8798,12999,10358,14357,6903,6057
390450,"Vinylidene chloride polymers, in primary forms",80,139,0,50,24,11,0,2,16,20,,303,290,367,412,404,3446,7788,6022,5579,5454,,11202,15443,17908,15340,15007,16993,21688,18338,23188,26410
