Product code,Product label,Saudi Arabia's imports from Germany-Value in 2012,Saudi Arabia's imports from Germany-Value in 2013,Saudi Arabia's imports from Germany-Value in 2014,Saudi Arabia's imports from Germany-Value in 2015,Saudi Arabia's imports from Germany-Value in 2016,Saudi Arabia's imports from Germany-Value in 2017,Saudi Arabia's imports from Germany-Value in 2018,Saudi Arabia's imports from Germany-Value in 2019,Saudi Arabia's imports from Germany-Value in 2020,Saudi Arabia's imports from Germany-Value in 2021,Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
780411,"Lead sheets, strip and foil, of a thickness """"excluding any backing"""" of <= 0,2 mm""""",0,0,0,0,175,0,41,38,48,1,,15447,15728,15387,13411,11040,14725,15499,0,0,0,,402,91,0,1453,284,178,438,400,593,140
840731,"Spark-ignition reciprocating piston engine, of a kind used for the propulsion of vehicles of ...",0,0,0,0,0,27,0,17,28,1,,71,53,29,38,0,23,7,447,33,59,,0,0,90,258,92,77,15,80,46,58
910820,"Watch movements, complete and assembled, with automatic winding",0,0,0,0,0,0,16,0,0,1,,1489,1534,2248,1228,1785,1538,1279,2049,2539,3496,,101,0,0,24,12,942,4854,3889,2258,146
961511,"Combs, hair-slides and the like of hard rubber or plastics",185,0,75,79,0,95,3,93,91,1,,12555,12800,14112,12215,13883,13574,16030,17417,17812,19620,,4844,6055,7343,9712,10417,6619,7866,10193,6698,11338
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,1,,58848,82293,68065,86659,138855,0,0,0,0,0,,430,533,820,603,199,0,0,0,54,78
240210,"Cigars, cheroots and cigarillos containing tobacco",0,0,241,0,35,523,6,488,1127,1,,196160,197358,192790,161278,166390,198090,206131,206361,212457,244039,,776,137,1074,817,717,7425,774,1454,2649,450
700231,"Tubes of fused quartz or other fused silica, unworked",0,0,0,0,0,0,4,0,0,1,,258143,291756,309784,306281,332264,383416,419287,105399,83542,97282,,0,0,0,9,17,14,245,42,123,49
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",0,70,0,0,0,0,4,5,0,1,,5996,6081,4347,3035,2502,2369,4002,3496,1677,2369,,6334,5256,3532,3903,27792,25640,27520,46129,16148,6406
620791,"Men's or boys' singlets and other vests, bathrobes, dressing gowns and similar articles of ...",0,0,0,0,0,0,0,0,0,1,,5283,6492,5615,6503,4289,3692,2793,2599,3182,3406,,1476,2840,1876,2366,2875,3686,3933,4743,3907,5409
521225,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",50,0,0,0,0,0,11,13,0,1,,211,263,498,379,426,344,219,192,169,235,,3794,3268,1758,608,625,1829,1144,2090,666,16
511300,Woven fabrics of coarse animal hair or of horsehair (excluding fabrics for technical uses of ...,0,0,0,0,0,0,0,0,0,1,,945,892,724,639,342,231,162,106,128,124,,2779,3498,3009,4556,5139,5213,3445,5053,1548,1020
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",0,0,0,0,0,0,31,0,0,1,,25373,27581,28088,22741,24516,26724,30396,31086,23256,26910,,0,32,27,34,42,29,34,125,56,34
540832,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,30,0,0,0,36,0,0,1,,14005,15059,15504,13858,13098,15114,15118,11899,9665,8070,,315,31,252,161,192,401,188,153,3323,8601
610419,"Women's or girls' suits of textile materials, knitted or crocheted (excluding of synthetic ...",0,0,0,0,0,0,0,0,0,1,,1594,692,230,149,187,247,350,1385,1866,2210,,1672,1027,2795,4894,2941,2773,4400,1651,9760,26544
850423,"Liquid dielectric transformers, having a power handling capacity > 10.000 kVA",18527,8923,17858,53577,58472,10119,7974,4153,5450,1,,507225,579770,334262,369036,366311,445564,422985,306938,301099,262557,,215803,381577,414303,455393,436992,285881,94630,107104,74598,75086
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",0,0,0,0,0,0,0,0,0,1,,5416,6149,6855,6346,4650,4419,5334,4516,3066,3047,,0,1533,792,819,234,289,326,271,429,290
846190,"Planing machines and other machine tools for working metals, metal carbides or cermets by removing ...",269,1052,1446,379,106,38,91,9,21,1,,16949,13007,11153,6197,13717,8717,9089,8488,5922,10900,,5697,6476,11417,7556,2580,4282,2562,1323,2790,1738
842112,Centrifugal clothes-dryers,0,0,0,0,0,0,23,101,7,1,,4526,5545,6888,6401,4350,5944,4253,7302,6777,8547,,838,588,253,347,562,836,3598,8292,16567,10544
293391,"Alprazolam """"INN"""", camazepam """"INN"""", chlordiazepoxide """"INN"""", clonazepam """"INN"""", clorazepate, ...""",0,0,0,0,0,0,0,0,0,1,,11128,13800,11227,5452,8372,3026,5799,4790,7277,18922,,0,0,0,32,7,0,0,0,0,1
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",0,0,0,0,0,0,0,0,17,1,,8553,2883,2164,1837,3959,1080,1368,1108,922,1257,,106,0,0,87,13,74,134,111,182,136
370191,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ...""",0,0,0,0,0,0,0,0,0,1,,1575,1011,1075,630,946,3628,576,596,563,521,,135,202,117,13,0,75,337,0,4,17
330741,"""Agarbatti"""" and other odoriferous preparations which operate by burning""""",0,0,0,0,0,501,1745,455,9,1,,1519,912,1514,1215,1354,1278,1449,1642,2268,2985,,9705,9175,12241,12456,13323,14380,16025,14737,13111,14321
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,0,0,0,0,0,0,0,0,1,,3693,3548,4159,3130,4648,3199,4143,4474,6407,7485,,284,453,268,678,1729,1499,2820,3731,5753,2312
450410,"Tiles of any shape, blocks, plates, sheets and strip, solid cylinders, incl. discs, of agglomerated ...",0,0,0,0,0,0,0,0,15,1,,20997,18571,18639,15523,17239,17359,17688,18061,17040,18498,,875,1095,934,1643,1818,1701,930,838,2025,1600
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,9108,7743,8894,10778,11523,,0,0,0,0,0,0,0,0,0,637
284161,Potassium permanganate,0,0,0,0,0,0,0,0,0,1,,712,694,751,606,634,746,849,668,597,591,,727,240,497,281,352,257,533,303,447,235
280920,"Phosphoric acid; polyphosphoric acids, whether or not chemically defined",75,293,466,329,0,150,211,29,118,1,,13553,21902,24447,16069,17679,20917,21785,20926,15459,20548,,123663,61801,82576,124864,61618,63416,87578,16259,17216,19748
200390,"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,39,0,0,0,0,0,0,1,,3745,3164,3234,2651,4764,9160,12451,12624,11308,12547,,3182,3258,3261,3914,2946,2877,1585,2129,1540,2736
71340,"Dried, shelled lentils, whether or not skinned or split",0,0,0,0,0,0,3,0,5,1,,4536,5233,7393,7378,8959,10680,9602,9030,10671,9965,,29811,36407,42602,54409,49745,43474,33991,32766,42670,47746
80212,"Fresh or dried almonds, shelled",27,0,0,0,0,0,0,178,0,1,,71103,110925,130165,146912,123352,113294,133552,147150,147814,133630,,33830,40924,47188,69260,36857,37704,35800,39339,48585,53539
610891,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,0,0,0,0,0,0,1,,13108,11994,11737,11058,9405,11397,13140,13291,13856,16483,,125,258,343,671,838,857,845,13974,5722,1907
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",375,82,28,0,0,0,5,0,0,1,,863,561,1170,567,509,188,328,461,263,662,,101341,92821,135032,29117,40532,15612,16167,19733,12272,12683
611699,"Gloves, mittens and mitts, of textile materials, knitted or crocheted (excl. of wool, fine ...",0,73,0,0,0,0,18,0,0,1,,911,1456,956,655,670,841,2362,2209,2076,2630,,3143,2444,2956,4051,3712,1828,2148,3081,1048,752
600110,"""Long pile"""" fabrics, knitted or crocheted""""",0,0,0,0,0,0,0,7,0,1,,22811,22271,32764,28983,36432,31683,20106,17878,10214,13786,,576,1181,965,663,1103,1097,1031,1030,991,2526
560122,"Wadding of man-made fibres and articles thereof (excluding sanitary towels and tampons, napkins ...",0,0,0,0,0,0,0,0,0,1,,77297,78984,76347,55000,48799,42763,31840,20622,10961,9783,,2023,1922,1724,2878,1417,1539,2413,517,4260,1122
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",0,0,0,0,0,0,0,0,0,1,,56303,66835,70477,46959,39234,44827,47306,38531,26211,31061,,243,167,296,711,453,379,707,426,1119,672
860290,Rail locomotives (excluding those powered from an external source of electricity or by accumulators ...,0,0,558,830,0,0,11,0,0,1,,121838,81333,85539,47502,60615,45690,29547,13480,6472,28017,,0,0,8821,3687,15873,2230,346,0,8,4
890710,Inflatable rafts,0,0,0,0,0,0,0,0,0,1,,6318,9426,9947,13846,37204,69076,121699,118153,98364,24799,,1019,485,676,853,435,174,56,364,984,4510
843311,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a horizontal ...",150,0,0,0,0,0,16,0,191,1,,289994,298069,217949,208435,337105,346746,406919,386829,385672,484781,,1685,1615,823,3070,1845,1359,1540,2118,3094,1336
843020,"Snowploughs and snowblowers (excluding those mounted on railway wagons, motor vehicle chassis ...",0,0,0,0,0,49,0,0,0,1,,42995,41813,41278,23617,24514,28641,30737,28046,24514,24934,,119,0,0,2,4,51,13,0,5,16
920590,Wind musical instruments (excluding brass-wind instruments),0,32,0,0,0,0,0,0,0,1,,91508,93258,85960,77296,77479,77856,81787,83946,66706,70978,,276,191,277,1351,289,352,204,48,216,212
961620,Powder puffs and pads for the application of cosmetics or toilet preparations,0,0,0,0,0,0,49,0,0,1,,3600,3955,4915,5635,7174,8142,8329,8844,8327,9400,,531,233,334,728,1284,2075,1856,2008,2625,3316
950631,"Golf clubs, complete",0,0,0,0,0,0,158,0,0,1,,6658,4509,6172,5210,4230,4251,4308,3714,4113,58337,,0,0,0,114,85,129,299,152,254,291
911410,"Springs for clocks or watches, incl. hairsprings",0,0,0,0,0,0,4,0,7,1,,1721,1722,1666,922,1113,1271,1388,1621,1773,2306,,0,0,0,10,11,10,132,33,176,160
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,41,0,0,8,4,0,1,,25833,22690,37908,28641,33249,33957,23817,25321,20518,33069,,4515,4604,18458,5394,5296,7260,10194,10974,11669,9978
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,0,0,0,0,1,,15519,16770,15303,7239,8190,8680,10670,8530,7525,10490,,3727,3470,3089,2,0,3,18,61,391,521
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",0,0,0,0,0,0,0,3,6,1,,12777,10874,12313,12569,13182,14970,18121,16324,14623,12394,,31904,49894,54065,3811,21967,24257,15209,43187,46955,24747
280120,Iodine,0,0,0,0,0,0,12,5,0,1,,6854,4689,2700,2241,1335,1031,819,1659,1043,2305,,605,551,523,1119,1000,797,1783,1777,2120,1780
261510,Zirconium ores and concentrates,0,0,0,0,0,0,0,0,0,1,,0,0,0,4234,4534,6062,7012,5595,3743,3950,,27039,5591,8157,10434,3450,4460,6184,8060,5608,6999
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,0,0,0,0,0,25,0,0,1,,58622,47381,35240,26625,24685,24721,28982,34371,37574,49413,,5278,3595,2603,4534,19744,6222,10299,10841,3421,1868
441860,"Posts and beams, of wood",30,0,29,91,99,116,0,0,0,1,,76594,79584,82835,62606,60390,30158,2919,5468,8631,11622,,9310,6895,2393,5966,3158,911,687,1084,1681,8504
392061,"Plates, sheets, film, foil and strip, of non-cellular polycarbonates, not reinforced, laminated, ...""",0,30,0,0,0,0,146,27,4,1,,133863,108358,165663,131701,120330,129060,146442,132686,122961,149914,,2888,2794,3921,2065,2162,1774,1800,1954,691,1302
291531,Ethyl acetate,0,0,0,0,0,0,14,0,3,1,,10824,9019,9358,7337,6519,7745,10120,7611,7261,11211,,8640,4283,3899,2543,1018,1584,897,99,75,263
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,0,0,0,0,18,0,0,1,,46013,42928,40194,30016,28394,30545,39951,36057,39914,51310,,0,35,0,6,0,0,29,0,0,33
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,144565,112106,95146,104125,111784,,0,0,0,0,0,0,0,0,0,3986
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,43,95,57,29,1,,0,0,0,0,0,0,0,0,0,0,,49,32,32,52,86,491,1172,1089,509,67
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,100335,130804,133249,134560,106276,,0,0,0,0,0,0,0,0,0,2
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",0,0,0,0,0,0,0,0,3,1,,7894,8739,10171,8843,8719,9179,9426,8887,10457,7150,,190,885,662,19,37,95,50,178,72,280
841012,"Hydraulic turbines and water wheels, of a power > 1.000 kW but <= 10.000 kW (excluding hydraulic ...",81,0,0,0,0,0,0,0,3,1,,10485,8340,8854,2472,2315,6118,4455,7949,8906,15067,,81,0,553,3748,0,84,17,76,466,310
560229,"Felt, not impregnated, coated, covered or laminated (excluding that of wool or fine animal ...",0,100,162,0,0,0,45,502,266,1,,4836,4446,4479,4407,3866,4008,4084,4519,4111,5538,,1569,1439,2606,3777,3336,2825,2610,2962,2204,3315
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",0,0,0,0,0,0,0,0,0,1,,57804,61681,60596,46293,43882,49107,52753,47842,39149,40714,,147,409,411,759,781,801,1002,331,903,656
610822,"Women's or girls' briefs and panties of man-made fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,1,,92749,101338,104491,80844,84536,98522,119678,116745,104459,134931,,1817,1589,2676,6079,9354,9433,8505,12810,12010,11988
620892,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,1,,6357,7321,7722,6766,6808,8932,11531,12909,12862,17505,,1872,879,340,1389,1231,3382,2499,3457,9355,19995
621220,"Girdles and panty girdles of all types of textile materials, whether or not elasticated, incl. ...",0,0,0,0,162,0,0,0,0,1,,22286,17202,13912,9145,10776,10919,12013,14993,15405,14357,,525,1213,373,820,1985,1235,1258,2769,958,870
621420,"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair ...",0,0,0,0,0,0,0,0,0,1,,30929,28125,26868,21529,23380,25254,21564,20452,18937,21730,,3734,6250,10234,8123,6226,3419,3342,4845,2643,3118
610469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",0,0,0,0,0,0,0,0,0,1,,34814,46342,60996,50483,53612,59160,80606,82142,85611,107866,,48080,29612,32142,29290,15858,17383,18253,16900,8203,11443
610444,"Women's or girls' dresses of artificial fibres, knitted or crocheted (excluding petticoats)",121,326,51,0,44,0,24,9,4,1,,163093,166526,148348,107961,112809,149576,161202,169643,152314,156527,,26053,5577,4549,4761,3831,3321,4501,2728,4637,10026
610451,"Women's or girls' skirts and divided skirts of wool or fine animal hair, knitted or crocheted ...",0,0,0,0,0,0,0,0,4,1,,7326,6021,7300,5667,4244,3453,2799,3087,2522,2815,,0,0,41,131,11,20,318,489,202,92
581092,"Embroidery of man-made fibres on a textile fabric base, in the piece, in strips or in motifs ...",0,0,0,0,0,0,0,9,0,1,,23970,25041,25191,20851,21670,22702,20703,19787,14521,18146,,0,1005,393,410,817,992,1104,1889,2344,2020
600632,"Dyed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,5,0,0,1,,56160,60401,71105,65465,74851,92848,108465,96826,75206,82189,,4131,4877,3955,3305,3519,6142,6405,11075,12461,21300
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",58,118,155,0,390,204,161,315,22,1,,58442,49969,54358,52718,50649,94967,130375,96416,69549,80508,,24202,23911,24004,26902,27252,21688,10078,3480,1545,2370
621111,Men's or boys' swimwear (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,1,,10600,10807,14544,14401,13705,18277,25906,24419,23197,26249,,1255,1027,3178,1836,1452,1124,818,1372,1455,1534
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics of cotton (excluding ...",35,0,0,0,0,0,0,4,41,1,,121341,110000,102767,86479,82523,82463,104591,94932,94331,116983,,1560,1151,2132,1010,1954,3467,4909,5968,4799,6084
630630,"Sails for boats, sailboards or landcraft, of textile materials",0,0,0,0,0,0,52,0,0,1,,4088,2496,2121,2447,2468,2173,2444,2848,2905,17669,,969,4571,1987,3317,2745,2539,3841,4406,1068,290
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",0,0,0,0,193,0,0,0,4,1,,20012,22583,21819,21291,20870,22728,21775,21631,9434,8490,,169,0,127,218,503,70,257,116,246,568
901710,"Drafting tables and machines, whether or not automatic (excluding units for automatic data-processing ...",118,0,31,234,30,30,10,0,0,1,,2580,2673,2606,2399,2136,2012,2015,1390,1671,1691,,855,595,197,815,471,2299,575,567,1007,1244
871160,"Motorcycles, incl. mopeds, and cycles fitted with an auxiliary motor, with electric motor for ...",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,514578,855891,1012067,1346235,1467549,,0,0,0,0,0,0,0,0,0,629
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",0,0,0,0,0,0,0,0,0,1,,12396,14777,15803,15138,19939,23132,28093,31634,32154,32013,,0,33,0,42,116,512,259,105,241,382
711890,Coin of legal tender,0,0,0,0,0,0,0,0,7,1,,0,0,0,329272,428998,419418,495744,480097,670169,1069044,,0,0,0,0,0,0,0,0,13759,154279
620690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials (excluding of silk, ...",34,111,197,0,0,0,0,46,0,1,,22575,18458,19804,13402,13411,13219,18129,24596,29300,33432,,55671,68159,61188,64727,34496,33896,30873,33527,15262,9686
620451,Women's or girls' skirts and divided skirts of wool or fine animal hair (excluding knitted ...,0,0,0,0,0,0,0,3,0,1,,17392,11739,13045,10022,9944,8870,8726,7581,5951,6179,,0,36,0,206,254,351,388,137,60,611
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",0,0,0,0,0,0,19,0,0,1,,254847,264939,305215,244707,265169,331395,434575,475957,430411,443690,,38347,26649,22808,34081,27199,56077,43277,19347,18563,41650
630293,"Toilet linen and kitchen linen of man-made fibres (excluding floorcloths, polishing cloths, ...",0,0,0,0,0,0,0,0,0,1,,5184,8240,10151,12083,14372,16298,24954,27228,29113,30182,,425,181,151,224,332,677,1338,1346,2041,3359
630493,"Articles for interior furnishing, of synthetic fibres (excluding knitted or crocheted, blankets ...",0,0,0,0,105,0,116,306,0,1,,25321,24589,32186,31854,25810,26281,30153,26993,31191,35211,,1629,2471,1550,2956,3449,6111,7318,8869,7063,6561
621520,"Ties, bow ties and cravats of man-made fibres (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,1,,5900,5610,6734,5786,6220,6008,6276,6920,3658,3465,,366,419,254,881,583,698,526,380,209,210
551613,"Woven fabrics containing >= 85% artificial staple fibres by weight, made of yarn of different ...",0,0,0,0,0,0,4,0,0,1,,1701,857,677,524,471,632,865,721,555,553,,4893,2497,2093,2809,3524,2711,2844,2492,241,170
847810,"Machinery for preparing or making up tobacco (excluding dryers and other heating equipment, ...",0,0,0,0,0,0,0,1430,3,1,,0,0,0,0,0,0,0,0,0,0,,0,392,0,58,1052,41,99,1597,963,250
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",2288,1988,1513,1690,1489,53,1081,11,656,1,,221970,188038,228023,103632,111363,113093,135830,127662,108797,116321,,6587,8688,9289,11443,8867,4870,2918,2796,1541,10793
820560,Blowlamps and the like (excluding gas-powered blowlamps),0,129,45,0,0,0,9,4,17,1,,9824,11511,12771,10532,12343,11782,13904,11495,13750,20039,,288,129,243,395,139,31,165,70,228,601
290629,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives ...",0,0,0,65,0,0,0,0,0,1,,5468,6142,5866,5560,5883,7096,12589,11923,13647,17536,,0,4137,129,890,83,122,9,14,85,38
140490,Vegetable products n.e.s,0,0,0,64,77,243,82,51,26,1,,7279,5496,5561,4728,4363,4933,6145,6190,6396,8451,,6704,7730,5494,11601,10730,10848,11102,16556,17291,18865
321100,Prepared driers,1784,3003,1139,1127,1167,598,638,371,191,1,,12049,11767,10911,16701,17389,19803,25828,21890,18089,16792,,9669,11731,7085,8200,6993,6462,7274,5171,7673,7225
300310,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...",15681,0,0,0,3789,1315,0,0,0,1,,418,1700,1197,134,202,217,320,3528,624,772,,123979,99282,117626,136540,65405,9262,1980,8775,66327,36187
291440,Ketone-alcohols and ketone-aldehydes,0,35,39,0,0,0,0,0,0,1,,16868,17871,26041,22709,28977,19493,24460,21324,21201,22857,,226,106,205,377,344,70,195,80,76,114
410719,"Leather """"incl. parchment-dressed leather"""" of the whole hides and skins of bovine """"incl. ...""",0,0,0,0,0,0,0,0,0,1,,30890,28631,33924,22411,19559,15921,17458,12465,11348,12132,,153,0,172,142,22,40,12,19,3,40
480459,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",715,2027,323,236,371,214,0,0,0,1,,18664,19389,19478,0,0,0,0,0,0,0,,5363,6757,4073,5671,4154,4890,4957,3164,3305,5936
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",0,151,0,144,0,0,0,106,21,1,,5943,6155,5990,4250,3825,3889,3814,4733,3423,3104,,2234,1419,1722,1466,4931,5737,7818,9019,7221,10849
490210,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",0,0,0,0,0,0,5,0,0,1,,83889,81374,76625,57078,53958,50945,52989,45476,31264,26531,,216,0,91,1313,764,316,205,81,32,315
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",132,77,46,0,0,31,71,0,0,1,,13530,13008,14323,12631,13933,15090,16654,15378,14248,16086,,3200,3489,2494,3386,1377,677,1087,978,596,371
490810,"Transfers """"decalcomanias"""", vitrifiable""""",0,0,0,71,0,0,0,0,0,1,,10160,9720,10586,11229,9015,7115,3343,5930,4951,5515,,143,102,61,258,259,106,52,151,95,219
950669,"Balls (excluding inflatable, tennis balls, golf balls, and table-tennis balls)",0,0,0,0,0,0,13,0,0,1,,11147,9843,13279,11675,12434,12119,13974,12236,10685,13846,,2034,2889,4400,7775,3256,2799,2269,1770,110,727
291250,Cyclic polymers of aldehydes,85,0,0,0,0,0,0,0,0,1,,8757,12284,8904,7832,7084,6387,5729,1914,3489,6476,,587,71,42,16,603,201,38,344,1567,1200
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",89,222,0,60,0,0,12,0,4,1,,69475,89136,124673,128995,132577,145117,139076,92325,100235,117323,,1890,1915,2745,3126,4487,5435,6309,4233,6629,6434
291469,Quinones (excluding anthraquinone),694,0,0,0,0,0,0,0,0,1,,8026,7282,7595,10715,13029,7183,4536,7037,5140,1268,,694,85,88,6092,33,1262,556,976,69,139
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,0,0,0,33,0,22,0,0,1,,9290,14206,14241,9455,8303,7207,9104,10402,13851,15590,,0,0,0,26,46,90,26,459,0,6
121229,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...",0,0,0,0,0,0,0,0,0,1,,713,2309,955,848,1446,1927,987,1237,1376,1773,,868,3130,1168,2765,1206,3704,3477,3990,3913,4844
281420,Ammonia in aqueous solution,0,0,47,0,0,0,59,23,15,1,,12642,13991,13433,11037,8276,8951,8863,8287,8385,10532,,250,153,333,1145,822,337,492,1187,975,2434
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,1,,982,1065,1214,1026,1193,1344,1118,1168,1839,1761,,277,558,430,573,706,324,718,764,643,603
151211,Crude sunflower-seed or safflower oil,0,0,0,0,0,0,0,0,0,1,,68095,27393,37601,16619,15037,22917,20202,39837,21525,20382,,92141,110540,90974,73926,30507,34634,84288,70208,53985,136750
10129,Live horses (excluding pure-bred for breeding),1025,1815,2179,1309,909,172,10,11,0,1,,134259,171386,130913,117260,87812,138063,148499,183507,149234,218864,,5710,8266,11167,9806,5962,4628,832,610,355,578
842541,Built-in jacking systems of a type used in garages,878,499,327,293,936,83,301,19,0,1,,126350,121197,122674,88284,93035,99096,108675,93212,87959,97628,,4151,5406,3094,5228,4489,2638,2139,2356,2429,2133
732219,"Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...",76,2269,0,173,1361,302,0,10,41,1,,291572,280688,277844,228628,219981,238785,236341,222710,210761,238132,,1048,2662,193,1800,5019,1133,439,773,2337,314
847690,"Parts of automatic goods-vending machines, incl. money changing machines, n.e.s.",0,260,137,81,0,39,54,23,45,1,,43771,49239,37388,31719,21532,20883,17564,17135,14033,12003,,105,1187,806,1227,1329,741,975,514,439,114
482040,"Manifold business forms and interleaved carbon sets, of paper or paperboard",0,0,0,0,0,0,0,0,0,1,,19988,19184,18192,12267,12099,10646,7709,8803,10110,10316,,0,866,37,1117,125,398,129,259,114,49
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,1,,737,511,337,233,131,136,116,101,142,237,,1055,561,1117,127,268,497,141,336,1282,251
551211,"Woven fabrics containing >= 85% polyester staple fibres by weight, unbleached or bleached",0,0,0,0,0,0,0,5,0,1,,19175,20794,22903,18575,18158,17303,15983,17185,17476,15317,,30796,27574,17798,8678,5002,2797,2490,8899,5614,6131
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ...",97,698,0,0,0,0,552,1021,0,1,,9565,8634,8319,6763,6738,6108,7287,6402,5271,7084,,1937,1718,1871,1218,735,1086,3690,5588,1276,1821
620119,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,31,0,0,0,0,0,0,4,1,,705,578,1053,1077,787,1244,1881,2752,2374,4299,,1462,1193,1405,1944,2548,1567,3160,1249,869,2846
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",0,0,0,0,0,0,0,10,16,1,,2546,3938,2732,2601,1253,1456,2163,1911,1860,3370,,73307,59500,64150,67953,66942,56449,53840,68173,24084,16861
