Product code,Product label,"Russian Federation's imports from Korea, Republic of-Value in 2012","Russian Federation's imports from Korea, Republic of-Value in 2013","Russian Federation's imports from Korea, Republic of-Value in 2014","Russian Federation's imports from Korea, Republic of-Value in 2015","Russian Federation's imports from Korea, Republic of-Value in 2016","Russian Federation's imports from Korea, Republic of-Value in 2017","Russian Federation's imports from Korea, Republic of-Value in 2018","Russian Federation's imports from Korea, Republic of-Value in 2019","Russian Federation's imports from Korea, Republic of-Value in 2020","Russian Federation's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Russian Federation's imports from world- ,Russian Federation's imports from world-Value in 2012,Russian Federation's imports from world-Value in 2013,Russian Federation's imports from world-Value in 2014,Russian Federation's imports from world-Value in 2015,Russian Federation's imports from world-Value in 2016,Russian Federation's imports from world-Value in 2017,Russian Federation's imports from world-Value in 2018,Russian Federation's imports from world-Value in 2019,Russian Federation's imports from world-Value in 2020,Russian Federation's imports from world-Value in 2021
520512,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,3520,4346,3129,1693,910,1045,470,485,519,1097,,109777,104430,92496,88573,108284,114422,128041,115852,108874,158620
520533,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,0,,0,67,0,22,111,54,6,124,35,3,,638,952,1051,417,744,658,466,686,363,121
520645,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,35,0,129,8,28,60,82,81,201,328,,250,2,17,18,36,25,56,8,50,173
520813,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,35,285,218,205,130,82,16,36,115,88,,99,7,23,551,1540,665,49,252,234,333
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",2,0,0,0,0,0,0,0,0,0,,886,2131,889,257,238,577,421,1019,565,1323,,254,597,986,475,1800,1889,798,1943,5556,4512
530110,"Flax, raw or retted",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,25,3,0,0,,0,0,0,11,0,0,0,0,2,6
530290,"True hemp """"Cannabis sativa L."""", processed but not spun; tow and waste of hemp, incl. yarn ...""",0,0,0,0,0,0,0,0,0,0,,0,8,9,0,6,14,24,0,0,0,,7,0,0,0,0,7,8,1,10,9
520841,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,1,0,0,0,0,0,0,0,,45,89,150,227,292,402,712,441,378,308,,65,66,108,17,70,100,61,71,72,84
520939,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, dyed (excluding ...",2,0,0,0,144,4,0,5,31,0,,8210,10093,9672,9190,8151,6591,6405,6163,5806,5857,,3166,4116,4211,1973,3672,4431,4627,4642,4196,6405
521019,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,987,716,1014,873,459,538,592,472,742,575,,327,395,341,302,586,599,572,342,252,576
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,210,165,144,120,115,439,248,111,24,85,,59,100,195,217,562,855,833,1062,928,1542
521041,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",18,0,0,0,0,2,0,0,0,0,,1509,1489,2763,4521,5002,4439,3260,3014,1739,3945,,802,479,361,148,232,343,275,249,345,378
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,4,0,9,5,10,5,25,0,,4114,3666,4978,3811,2392,2119,2970,2346,928,1573,,833,4409,1276,527,1005,2232,1014,771,1624,2446
521214,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,2,0,0,,167,139,144,47,271,322,196,38,80,184,,33,24,31,36,82,49,81,205,135,130
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,0,0,0,0,0,0,0,1,0,0,,90,57,28,85,38,41,52,95,130,7,,242,35,954,619,446,890,291,109,38,293
540249,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, untwisted or ...",15,0,0,1,1,0,0,0,0,0,,23907,24524,28911,32783,29257,30311,35188,29082,31856,24727,,848,1030,1529,2423,3776,7081,8515,3838,15019,8005
540252,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, with a twist of > 50 ...",0,0,0,0,0,0,0,0,0,0,,27451,29503,28915,22575,24284,29901,27758,25060,19713,22535,,139,228,115,236,101,445,527,594,511,686
540821,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",0,0,0,0,0,0,0,0,0,0,,14037,13815,11738,6701,3464,4485,5823,4332,3182,4716,,784,6120,5111,1157,31,42,35,37,22,50
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",88,77,31,18,26,11,5,25,0,0,,22196,26133,25962,10629,8279,8546,9324,10834,5753,10458,,1152,627,7158,1038,886,1225,1229,981,1290,2083
540744,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,0,0,0,0,0,0,0,0,0,0,,2688,2050,2200,2178,1507,2632,2274,1559,1399,2827,,124,22274,82590,26866,80,55,98,304,135,403
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,2177,4864,4295,2,38,168,72,96,355,718,,61,93,83,19,45,27,47,61,65,43
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,1,0,0,1,0,1,0,0,1,38,,89,15,45,17,8,52,64,71,39,47
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,149796,165050,254706,229996,244620,0,0,0,0,0,,196,110,231,756,224,0,0,0,0,0
380290,"Activated kieselguhr and other activated natural mineral products; animal black, whether or ...",0,163,566,36,0,0,0,0,0,0,,871,664,481,561,372,408,434,759,1410,1821,,37530,49577,41915,30556,23953,26320,30154,31852,33490,31610
380862,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,59,0,0,0,,0,0,0,0,0,19,2255,18340,33018,18199
340391,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,0,0,0,0,0,0,7,0,0,0,,4332,5992,4384,4407,5083,4756,7088,9881,7085,7064,,9045,9046,8638,5106,6408,7234,8076,7013,6388,6369
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",0,0,0,0,0,0,0,0,0,0,,14526,15148,19146,39385,43898,55583,46616,44134,57981,74514,,4202,3976,4140,2313,1633,1730,2069,1554,3477,2178
350710,Rennet and concentrates thereof,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,16,109,286,,1384,1455,1708,1750,1759,1870,2997,3306,3348,3900
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",68,0,0,0,0,0,0,0,0,0,,1594,1412,245,294,210,170,165,182,256,212,,398,381,243,213,233,328,520,592,537,0
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,7,0,0,0,0,,251704,267795,206300,126497,96847,90528,88606,107868,59757,98065
300443,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,74,28
293361,Melamine,0,0,0,0,0,0,0,0,0,0,,376,336,578,420,961,934,528,442,270,144,,33126,22074,17801,18668,18457,22202,37096,38615,20828,58886
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,50,42,52,137,138,186,88,14,64,2,,589,570,758,507,1158,1630,1603,2566,1939,1726
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,0,0,0,,170,248,254,148,273,121,82,76,79,103,,32327,24504,22289,11510,18847,21390,24718,21474,23349,19283
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,31,34,26,59,31,253,988,,0,0,20,147,242,1689,782,52,65,103
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,86,,0,29,110,26,70,29,0,0,16,73
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",0,0,0,0,0,0,0,0,0,0,,9,5,1318,406,190,105,31,50,64,340,,1087,975,1509,751,1103,860,86,41,11,509
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",0,0,0,0,0,0,0,0,0,0,,118745,68861,104491,89473,60406,79911,83894,84075,93280,122093,,15756,16617,18167,10271,14322,17472,18267,20088,16426,22682
293628,"Vitamin E and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,1583,1532,693,726,652,706,692,888,1021,1565,,29159,31507,30606,24346,29904,29424,35742,27665,43918,56238
293723,Oestrogens and progestogens,0,0,0,0,0,0,0,0,0,0,,0,30,0,61,290,1,1,1,507,0,,257,188,97,114,177,1366,2482,32723,41886,46850
293890,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other ...""",0,0,0,0,0,0,0,4,31,0,,3248,2869,4523,8613,10430,13404,13976,15766,19687,20588,,4697,12107,11538,32101,31634,51310,42839,37482,36425,68147
293920,Alkaloids of cinchona and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,1,1,2,1,,0,0,16,10,47,37,37,23,76,64
293930,Caffeine and its salts,0,0,0,0,0,0,0,0,0,0,,25,44,0,1,12,31,6,18,13,21,,1896,2140,1717,1601,1625,2164,3020,3190,3896,5718
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,6,7,12,0,0,0,0,0,0,0,,0,0,0,0,6,21,34,3,1,1
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,67,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,0,4
294150,Erythromycin and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,475,0,18,18,10495,7766,7428,9682,5999,8800,,2122,2287,2750,2500,2230,3156,3536,3458,5719,3062
382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,71,60,0,0,0,0,0,34,2,0,,0,89,274,85,59,3,3,254,50,79
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
382541,"Waste organic solvents, halogenated",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
380993,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",0,0,0,0,0,0,0,0,0,0,,12669,13061,12602,12282,8824,5543,5572,6122,5489,6413,,5045,6990,6394,3276,4862,5748,5534,5692,3755,4948
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,0,4,1,1,0,0,0,0,3,0,,0,0,1,216,1268,500,454,674,639,559
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,0,0,2,0,0,6,1,4,0,0,,19595,24620,23355,25179,28647,36986,34034,33081,31982,54548,,95145,113656,139185,148657,163676,185314,210471,216652,230262,265367
382313,"Tall oil fatty acids, industrial",0,0,0,0,0,0,0,0,0,0,,16,2,3,79,33,19,84,11,12,12,,15711,19571,19484,15953,15991,15865,16302,14810,13860,11985
382460,Sorbitol (excluding D-glucitol [sorbitol]),2,0,0,0,0,0,0,0,0,0,,1064,1486,246,67,224,309,454,426,222,166,,7965,4430,7924,8157,6605,6704,6471,7312,6522,7627
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",6,18,156,6,9,0,1,1,0,0,,1857,921,849,714,1401,1372,2754,3470,413,460,,21191,13790,14245,4176,2779,4527,3146,2972,2114,5915
390910,"Urea resins and thiourea resins, in primary forms",2502,262,0,0,0,0,0,0,0,0,,3607,2069,4684,3824,3494,2267,2799,2314,1982,2219,,11002,6609,6497,5355,5138,5740,8196,5606,5770,9513
390930,"Amino-resins, in primary forms (excluding urea resins, thiourea resins and melamine resins)",3865,4717,6900,2115,2163,0,0,0,0,0,,454671,601167,548778,379540,347209,0,0,0,0,0,,87346,216571,215235,179644,170561,36,0,0,0,0
401150,"New pneumatic tyres, of rubber, of a kind used for bicycles",0,0,0,0,0,0,0,0,0,0,,40,62,65,60,209,194,87,16,51,11,,14504,14961,13775,9130,8824,9476,10004,12609,7885,18646
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",0,0,3,0,17,0,0,0,0,0,,7553,7186,7534,5643,5164,0,0,0,0,0,,57632,49339,35662,15230,17984,25,0,0,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",23,140,91,70,10,0,0,0,0,0,,238,335,155,151,49,0,0,0,0,0,,23697,30658,32701,13892,18689,85,0,0,0,0
401199,"Pneumatic tyres, new, of rubber (excluding having a """"herring-bone"""" or similar tread and ...""",6,20,8,12,6,0,0,0,0,0,,5511,5558,4982,3708,3364,0,0,0,0,0,,60423,76114,76699,79983,77895,1,0,0,0,0
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",0,0,0,0,0,0,0,0,0,0,,402,39,106,158,97,2,262,74,2147,1040,,37879,36649,39249,31169,22209,20008,19557,20013,30478,23570
400110,"Natural rubber latex, whether or not prevulcanised",1,0,0,0,0,0,0,0,0,0,,262,315,208,708,551,262,488,587,520,611,,13548,11501,9117,6988,7001,9621,9636,7515,9571,16802
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,0,,35,124,162,191,280,17,142,0,0,0,,2329,1369,1503,1562,1147,1203,1725,1020,978,1882
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",3,0,10,0,0,0,0,0,0,0,,1330,1054,563,309,446,357,448,314,1026,1053,,4962,4828,4381,1220,1530,2621,2392,4116,1944,2070
391231,"Carboxymethylcellulose and its salts, in primary forms",59,0,0,0,0,0,0,0,1,0,,1168,1479,1589,1888,2688,2073,2180,3002,2641,4174,,29163,34915,30850,29339,27768,31361,36695,37125,31982,30599
392063,"Plates, sheets, film, foil and strip, of non-cellular unsaturated polyesters, not reinforced, ...""",0,0,0,0,0,0,0,0,0,0,,6170,6865,8083,7236,8000,7812,4656,3118,2813,4039,,194,353,247,138,177,153,139,603,1060,1920
610449,"Women's or girls' dresses of textile materials, knitted or crocheted (excluding of wool, fine ...",1,0,1,0,0,0,1,0,0,0,,861,833,655,576,670,752,784,326,310,474,,233290,19595,27260,2279,2357,2326,3942,3683,1932,3027
610590,"Men's or boys' shirts of textile materials, knitted or crocheted (excluding of cotton or man-made ...",0,3,0,0,0,0,0,0,0,0,,887,789,292,313,429,677,3544,1765,3188,922,,2572,2493,2479,1016,863,1725,2082,2084,1766,2417
611510,"Graduated compression hosiery [e.g., stockings for varicose veins], of textile materials, knitted ...",0,0,0,0,0,0,0,0,0,0,,382,161,112,224,174,105,183,22,242,57,,23648,25079,29278,17149,19069,23190,25413,26929,15425,20910
611691,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, ...",1649,736,293,1,7,1,1,0,0,0,,5352,4102,3198,1177,692,867,1011,591,362,492,,8071,6327,5267,2648,2517,3156,3607,3311,3047,3908
610419,"Women's or girls' suits of textile materials, knitted or crocheted (excluding of synthetic ...",3,13,5,0,2,6,5,0,0,0,,202,78,97,49,34,76,113,195,155,357,,26652,1289,1054,923,656,1102,1086,1724,1251,1340
610429,"Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...",1,0,1,0,0,10,7,0,0,0,,112,13,41,15,48,11,10,10,94,79,,12891,15357,4132,371,144,472,713,1460,967,1071
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",8,4,0,2,0,1,3,1,0,0,,850,4528,1009,2132,1694,1336,2571,1584,1306,1376,,7024,11524,7027,6221,5481,6239,5730,5033,2933,3075
620299,"Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...",1,6,16,0,0,0,0,1,0,0,,993,882,1284,1313,1342,3899,4742,7556,6770,8665,,32297,2604,1727,779,1150,1673,2618,2471,1914,3223
620412,"Women's or girls' suits of cotton (excluding knitted or crocheted, ski overalls and swimwear)",2,1,0,0,1,0,1,0,0,0,,266,231,215,236,301,243,143,247,117,53,,3428,1215,1291,662,405,1194,546,762,522,899
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",14,6,2,0,0,0,0,0,0,0,,282,307,265,331,183,1291,350,583,352,305,,3441,4406,2168,845,837,924,1706,2447,1783,2061
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",7,3,0,0,0,0,0,0,1,0,,10728,13691,11711,8174,2465,1788,2046,1955,2643,3288,,3556,5672,4441,2126,2765,3999,4996,9687,8560,8168
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",2,22,42,0,8,0,0,0,0,0,,1013,1054,1080,576,833,819,946,1216,1972,1544,,473058,520750,379153,228244,242485,322983,320203,290813,248637,424617
640510,"Footwear with uppers of leather or composition leather (excluding with outer soles of rubber, ...",1,0,1,0,0,0,2,1,0,0,,327,363,1194,1105,1359,976,2291,2418,3296,1884,,33790,17059,18682,11557,21128,27341,28479,14555,9763,9971
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",0,0,0,1,0,0,0,0,11,0,,1209,867,667,940,526,442,3108,1476,417,390,,33203,38688,38153,22004,17832,19436,18397,19655,14555,15991
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,0,0,0,0,0,0,0,0,0,0,,238,129,61,17,106,7,55,12,27,36,,635,681,481,203,296,246,243,504,180,193
620899,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,2875,2308,639,991,1697,1903,1306,629,456,770,,153385,4389,1733,1409,1573,2716,2818,4369,4064,5436
630210,"Bedlinen, knitted or crocheted",0,0,0,0,0,2,3,1,0,0,,107,251,193,183,292,143,66,112,140,181,,8824,8720,8409,8953,6829,9291,8736,10044,12161,11870
630222,Printed bedlinen of man-made fibres (excluding knitted or crocheted),0,2,0,0,0,0,0,0,0,0,,14,9,17,1,46,131,64,102,514,287,,14478,16776,18621,7334,4526,4134,4764,5030,4190,5174
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",0,0,1,0,0,0,0,0,2,0,,5,36,6,6,1,35,14,50,7,6,,336,481,228,449,1457,1134,1107,1354,1055,1254
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",0,0,0,0,0,1,0,0,0,0,,877,1845,1435,397,468,903,394,472,437,1052,,178,62,43,17,24,65,70,33,21,109
600340,"Knitted or crocheted fabrics of artificial fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,113,54,127,137,72,132,2,4,12,7,,26,38,38,10,12,23,27,89,14,36
600531,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",171,332,250,211,162,0,0,0,0,0,,31849,36805,42589,40667,37439,0,0,0,0,0,,2806,2614,2130,2918,3472,0,0,0,0,0
600538,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",0,0,0,0,0,50,104,93,0,0,,0,0,0,0,0,4880,6929,4949,2448,3464,,0,0,0,0,2,1146,1467,1904,1878,1560
600642,"Dyed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",163,23,4,0,2,0,6,24,24,0,,125530,96646,84632,103269,135051,139509,127386,99604,68953,70414,,7325,5291,3403,3391,12587,8317,7367,4906,4697,5799
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials ...",828,2476,44,41,51,46,13,1,1,0,,1618,3732,3303,3108,2925,3592,3738,2831,3260,2885,,5055,12187,14464,11105,9648,11110,14640,14465,14961,20800
590410,"Linoleum, whether or not cut to shape",0,1,0,0,0,0,0,29,0,0,,77,141,50,32,1,49,13,8,8,189,,5809,4693,3139,1754,2826,2701,2175,1759,2233,3769
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",0,0,0,0,0,0,0,0,0,0,,0,9,5,5,15,2,1,0,0,2,,1405,1106,31,50,44,4,12,16,2,10
580230,Tufted textile fabrics (excluding carpets and other floor coverings),0,0,0,3,3,5,2,1,0,0,,0,42,40,36,53,0,9,66,180,0,,6836,8057,6866,3691,3623,3100,2499,2383,880,720
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",0,1,0,0,0,0,0,0,0,0,,1513,1312,1335,825,1057,1025,1100,822,850,1067,,829,346,281,141,142,221,190,175,177,175
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,2303,239,3331,3030,611,622,1235,859,111,67,,178,217,10077,1507,196,251,428,600,287,257
551110,"Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...",0,0,0,0,0,0,0,0,0,0,,395,160,90,516,122,304,171,211,36,195,,13462,5550,3980,1237,870,1536,2416,3333,2149,4471
551130,"Yarn of artificial staple fibres, put up for retail sale (excluding sewing thread)",0,0,0,0,0,0,0,0,0,0,,54,38,17,4,1,5,3,34,5,14,,848,2255,4076,3249,3154,2832,1584,109,228,241
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",7,0,0,7,1,0,0,0,0,0,,7803,7844,5784,7533,4743,3375,2728,2275,2005,3612,,18074,9805,4339,2950,5131,3431,4845,4865,3301,5318
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,798,1416,3076,2088,1515,1838,722,137,25,71,,3861,1238,277,240,144,96,577,248,30,52
551411,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,165,72,183,200,352,71,102,205,525,417,,651,519,478,260,227,322,97,96,70,39
551423,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,19,22,10,0,0,0,0,0,0,,1422,2124,4264,3368,4011,4976,3514,4238,3798,2743,,5415,4082,5134,4074,6671,6879,5292,1492,337,934
551621,"Woven fabrics containing predominantly, but < 85% artificial staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,933,821,691,805,203,524,269,192,46,212,,283,32,90,45,33,109,71,65,75,61
551643,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,95,158,130,83,25,15,272,15,23,0,,102,70,41,76,208,360,849,949,399,148
550340,"Staple fibres of polypropylene, not carded, combed or otherwise processed for spinning",0,0,0,3,0,0,0,0,0,0,,86639,96556,106802,77653,66987,70472,66755,49481,41332,40964,,1577,1975,1955,1418,1228,2485,1969,1148,984,1182
550520,"Waste of artificial staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,0,,217,10,51,0,0,0,0,0,0,0,,93,0,1,0,5,7,12,0,0,0
560600,"Gimped yarn, gimped strip and the like of heading 5404 or 5405; chenille yarn, incl. flock ...",2,0,26,0,7,4,0,4,47,0,,9514,7455,8596,8188,9515,8498,10658,10654,6997,8487,,4479,3981,2632,2004,3580,5754,5403,5449,5427,8564
580126,"Chenille fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,16,4,9,,174,60,51,3,3,17,95,104,41,60
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",302,3,0,0,0,19,0,0,0,0,,3501,804,1406,2346,992,552,220,169,341,1333,,21190,11074,14145,5705,26890,17761,11387,6108,7287,11596
701810,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ...",20,7,9,5,3,3,9,3,1,0,,15926,11747,11318,7110,6308,3940,3929,2713,1598,1932,,11237,10182,9841,7217,5858,5210,5703,5530,4252,4800
680800,"Panels, boards, tiles, blocks and similar articles of vegetable fibre, of straw or of shavings, ...",60,16,8,2,0,4,1,5,0,0,,5419,4084,928,811,601,586,844,2376,1100,534,,153127,24671,19963,10250,11184,13371,11797,13697,14423,15865
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",721,1213,733,42,2,4,7,0,1235,0,,2009,2862,1746,383,400,70,33,273,8,106,,27481,31022,13865,2010,1387,1780,1229,1065,3138,1695
681280,Fabricated crocidolite asbestos fibres; mixtures with a basis of crocidolite asbestos or with ...,0,0,0,0,0,0,0,0,0,0,,41,233,167,102,335,957,260,270,189,223,,23,14,15,10,22,26,19,15,62,20
681520,Articles of peat (excluding textile products from peat fibres),0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,1,27,1,15,,1964,1506,2160,854,1621,1397,757,550,810,832
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,0,0,0,0,0,0,0,0,0,,5960,9039,12489,10890,7357,9661,11964,13621,12757,11119,,50023,42979,44710,29518,26921,40584,42531,50116,47837,45701
690490,"Ceramic flooring blocks, support or filler tiles and the like (excluding those of siliceous ...",9,0,0,0,0,0,0,0,0,0,,579,634,110,1766,648,717,137,451,67,112,,15649,27917,27962,14935,11634,12163,9646,12831,21734,14769
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,1662,2141,1651,2720,3693,,0,0,0,0,0,1604,2016,2262,2055,2986
691390,"Statuettes and other ornamental ceramic articles, n.e.s. (excluding of porcelain or china)",5,35,9,445,0,0,2,0,0,0,,212,68,143,282,388,381,324,109,314,349,,27281,30378,25519,15991,12345,10711,12617,11214,10744,13942
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",0,0,0,0,0,0,0,0,0,0,,1439,7205,13488,8104,1381,1327,1901,2035,1514,849,,738,1407,1130,551,2130,3575,2620,3297,3499,4134
700231,"Tubes of fused quartz or other fused silica, unworked",0,3,0,0,0,0,0,0,0,0,,973,1158,1371,1767,720,1004,1027,1230,1335,1771,,2732,2769,1587,1394,2118,2399,2225,2121,2331,2333
