Product code,Product label,"Taipei, Chinese's imports from Germany-Value in 2012","Taipei, Chinese's imports from Germany-Value in 2013","Taipei, Chinese's imports from Germany-Value in 2014","Taipei, Chinese's imports from Germany-Value in 2015","Taipei, Chinese's imports from Germany-Value in 2016","Taipei, Chinese's imports from Germany-Value in 2017","Taipei, Chinese's imports from Germany-Value in 2018","Taipei, Chinese's imports from Germany-Value in 2019","Taipei, Chinese's imports from Germany-Value in 2020","Taipei, Chinese's imports from Germany-Value in 2021",Germany's exports to world- ,Germany's exports to world-Value in 2012,Germany's exports to world-Value in 2013,Germany's exports to world-Value in 2014,Germany's exports to world-Value in 2015,Germany's exports to world-Value in 2016,Germany's exports to world-Value in 2017,Germany's exports to world-Value in 2018,Germany's exports to world-Value in 2019,Germany's exports to world-Value in 2020,Germany's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
903300,"Parts and accessories for machines, appliances, instruments or other apparatus in chapter 90, ...",3164,4433,3565,2598,3910,2060,2549,1906,1147,4534,,262789,311017,303035,271045,295003,278729,312877,318047,351524,367178,,59695,53525,57740,57410,55146,65331,74697,64026,73086,99261
50510,"Feathers used for stuffing and down, not further worked than cleaned, disinfected or treated ...",20697,19810,19143,12822,9726,8622,9942,7342,4947,4503,,115023,144289,113634,65650,65819,77904,99155,108615,60482,97485,,198934,232150,201100,137601,132348,155912,175588,172554,117489,133707
848071,Injection or compression-type moulds for rubber or plastics,164,373,326,117,818,1046,4079,11798,2672,4430,,916975,1030999,1043254,956040,940517,1124274,1176104,1047971,938415,1053537,,85204,77753,75953,65442,70857,65024,89262,90691,82930,80699
842710,"Self-propelled trucks fitted with lifting or handling equipment, powered by an electric motor",2247,2902,2466,2664,3432,2791,3031,3458,3859,4430,,1775533,1928154,2079995,2022495,2171881,2565335,2898151,2865658,2449162,3017579,,31769,33998,36171,44692,44913,47241,63520,68749,69110,95407
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, ...",1031,5747,4951,3692,3496,4964,3941,3666,3203,4418,,0,0,0,0,0,0,0,0,0,0,,6931,11242,9774,8244,7960,10061,10619,13176,7000,10452
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,2847,3356,3117,3996,4378,,0,0,0,0,0,375333,370337,385210,294239,393973,,0,0,0,0,0,10227,19823,22329,15189,20370
901180,"Optical microscopes (excluding for photomicrography, cinephotomicrography or microprojection, ...",10356,6040,4810,7198,6577,6016,8476,3273,2901,4370,,335963,360267,342168,289376,311436,316987,305455,334630,296889,394794,,59151,33069,34737,58875,42703,40320,38332,35923,32295,33503
170490,"Sugar confectionery not containing cocoa, incl. white chocolate (excl. chewing gum)",1805,2086,2278,3088,3438,3390,3944,4176,3864,4368,,962658,1042418,1130026,1018717,1076184,1157397,1230553,1241033,1313764,1571312,,33887,33823,39797,37845,46028,43008,50431,50923,43316,45551
841199,"Parts of gas turbines, n.e.s.",856,37270,72127,13857,15425,60158,55301,8440,11526,4360,,2430790,2728169,2176428,1589099,1631257,2228533,2051574,1807384,1799558,1572322,,172711,132163,260421,164186,355243,315353,355083,221602,227966,254823
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",5573,3817,3994,4354,4705,3568,4037,2533,2825,4355,,373235,351316,371115,333037,316499,342859,352194,311779,309735,326092,,42444,49962,57317,55300,40076,37280,56988,37867,40167,55442
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",38,185,730,1302,1412,1865,1906,2813,2558,4347,,1452085,1289023,1109594,914556,905670,988074,1124218,1038248,918084,1132228,,75401,68294,87119,69066,61963,70433,76532,70161,61333,74454
842490,"Parts of fire extinguishers, spray guns and similar appliances, steam or sand blasting machines ...",2513,2594,3189,2715,2226,1757,1554,2238,2593,4339,,710150,768949,801750,711362,752888,798293,878025,869709,815091,918374,,35462,31624,28667,27683,26724,28211,29359,28380,28169,35593
852380,"Media for the recording of sound or of other phenomena, whether or not recorded, incl. matrices ...",1252,160,244,287,156,314,482,301,2356,4321,,44986,47172,68339,75533,94179,112910,129470,123663,128267,168694,,18531,14476,14274,13411,23912,18768,31086,40888,54282,43060
760110,"Aluminium, not alloyed, unwrought",2983,3604,3092,3355,2380,3657,3734,3780,3377,4299,,110881,102789,77833,91042,71971,51809,48604,53711,56548,49564,,736820,747203,849097,739270,645626,664199,814188,648671,1092600,838566
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",1350,1644,2526,1741,1918,2581,2582,2605,3620,4282,,442789,480160,509977,441643,444498,473539,530108,519659,604635,680301,,23558,27660,29565,30819,35503,37934,36145,37078,52379,61395
903039,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",2074,2502,2705,1556,1253,3166,4616,4184,5049,4255,,149447,148624,147195,127074,148090,150761,152317,140897,172358,200142,,44128,29498,29480,24787,25336,36237,39555,43498,57515,98527
853521,"Automatic circuit breakers for a voltage > 1.000 V but < 72,5 kV",919,3299,2899,785,1219,1170,2685,2815,2512,4253,,170960,149252,122792,106898,105722,105212,117658,107992,109077,162216,,16984,16297,23278,15158,16008,14585,16338,16909,16003,23332
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",4910,9026,2943,4694,3800,11134,8398,5739,4128,4240,,2029171,2153823,2251892,2066430,2026205,2119536,2269356,2081886,2001898,2416157,,541306,540589,533366,463085,424582,465969,508709,500298,506522,586349
847190,"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...",648,786,1361,1433,791,1840,2077,1436,3233,4237,,689284,704892,714472,636949,699927,831724,896476,888658,968495,1180097,,23761,25406,31096,37930,29792,36793,40938,45518,51757,63036
700800,Multiple-walled insulating units of glass,4,2,0,46,637,1087,729,575,1651,4220,,361769,346868,397231,386023,342226,354500,378001,403453,400717,439964,,4294,2419,2979,1378,1350,2870,7639,5346,6328,13453
820750,"Tools for drilling, interchangeable (excluding rock-drilling or earth-boring tools and tools ...",3973,4590,3616,2900,3311,3929,5156,3762,2940,4189,,1007660,1059439,1168178,1049928,1064632,1174315,1311174,1247226,1116052,1277409,,46028,43013,49027,45535,50468,45420,53969,48284,50828,65298
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,2853,1175,1478,2469,2832,3230,3738,3621,2366,4186,,270073,268971,266714,223418,237267,284841,288708,260848,232068,265948,,18526,15577,17889,14832,15316,18251,20107,20336,17934,19725
848490,"Sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, ...",5008,5719,4917,5379,4393,3851,4785,3300,3485,4185,,308432,335378,371249,321660,323921,362212,413515,415247,399445,457896,,40282,39829,40269,36867,35893,36898,33494,30771,30209,36050
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",2667,5614,5699,5001,4016,3034,3088,2883,3142,4164,,84562,72973,65223,50859,48291,64176,69497,66949,64587,74469,,188653,167087,161705,143268,146378,142952,137633,132401,141615,173433
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",3078,3681,3714,2657,2452,2595,2446,2791,2866,4159,,1031705,1008634,934447,856726,927502,984725,1043093,985856,913991,1167955,,24911,30875,35790,30154,28723,30531,34125,35745,46371,63972
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",1754,1728,2916,3194,2699,2790,3332,2032,2482,4152,,493953,485972,500211,422139,390793,398999,455095,402507,401460,473392,,6494,6818,7920,7456,8455,9064,9531,8298,9371,13058
870893,"Clutches and parts thereof, for tractors, motor vehicles for the transport of ten or more persons, ...",1678,2429,3589,2894,2496,2453,3126,3460,2972,4151,,2390303,2620120,3001634,2740816,2844187,2794705,2867119,2523078,2288789,2819471,,14387,15764,16954,14701,16526,15185,17498,16962,18274,23371
871499,"Parts and accessories, for bicycles, n.e.s.",1389,1937,1967,3886,10631,20963,11554,3135,3720,4096,,166674,167761,209422,206584,215550,205723,240931,249685,300751,367058,,358413,290586,306800,328275,279393,284574,275303,276079,272635,365263
846620,Work holders for machine tools,3805,3239,3289,2890,3119,4248,2920,2368,1526,4096,,517073,488110,536134,488907,508225,601407,620742,566224,420818,517084,,33094,24866,26649,22444,22882,25745,23003,22625,18266,21828
810194,"Unwrought tungsten, incl. bars and rods of tungsten obtained simply by sintering",15,21,80,15,8,19,70,84,438,4080,,0,0,0,0,0,0,0,0,0,0,,2810,4392,4832,2869,4131,5185,5676,7575,18969,22286
853390,"Parts of electrical resistors, incl. rheostats and potentiometers, n.e.s.",1486,1452,2024,1495,1887,2808,3732,4524,2347,4065,,24690,28070,29178,24879,26376,29374,32673,32100,23828,27726,,22378,18056,15633,13837,33058,47616,60968,29083,23247,44920
40150,"Milk and cream of a fat content by weight of > 10%, not concentrated nor containing added sugar ...",0,176,2325,2507,2482,2617,3600,4177,4425,4059,,322862,423213,411965,264482,286532,463198,559521,461457,445734,578761,,0,1358,24865,21729,23505,29841,32751,33365,37546,44670
741012,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of heading ...",2505,4000,2024,4165,3253,2603,2638,1220,1877,4045,,49148,40084,37029,27554,25162,33561,34289,23396,24486,45928,,77509,79006,83179,74436,67455,79597,90701,64428,77181,83727
854390,"Parts of electrical machines and apparatus, having individual functions, n.e.s. in chapter ...",3118,4683,2871,2615,2112,2945,6580,4609,4721,4017,,573474,581601,544103,477491,480643,463788,476824,433099,414433,532595,,231168,198009,149092,123861,100292,95702,109221,123976,160566,162905
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",3950,3768,2695,2356,1942,2634,3123,3070,2869,4007,,353870,365025,359791,297377,303939,297582,316662,303478,286537,342141,,17656,16119,14393,12899,11735,12530,12120,12540,12795,14488
300640,Dental cements and other dental fillings; bone reconstruction cements,2196,2230,2566,2417,2622,2758,2959,3132,3233,4006,,575834,587738,570270,498370,538299,590053,640837,597948,483858,740751,,8315,9423,11560,11898,11689,12968,14146,15123,16075,15330
401699,"Articles of vulcanised rubber (excluding hard rubber), n.e.s.",3827,5106,3953,3840,3599,3737,4010,4014,4450,3998,,1884273,2077552,2202756,1839739,1884004,2069083,2228784,2162686,2092353,2389592,,57030,61445,64250,59319,55114,54658,53346,58819,62274,69345
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",4790,6966,11939,9135,8853,7026,6332,6181,2210,3985,,360126,402352,400156,322599,318839,360995,424874,386911,325237,468501,,160765,142292,106345,72654,67666,115237,104716,86716,65863,111586
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",1886,2177,1657,2176,3006,4232,3465,2867,2865,3984,,1051680,1082795,1114383,929007,946335,1004713,1090142,1026778,994158,1224383,,102526,85797,76882,79118,92875,101319,102822,102620,120219,131657
722020,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than cold-rolled ...""",3017,3382,1849,467,379,271,1067,1766,3483,3975,,571254,579994,662994,585964,540052,670011,725759,619503,549961,750267,,30231,31187,36832,28448,21593,24777,30388,26483,22888,26241
340213,"Non-ionic organic surface-active agents, whether or not put up for retail sale (excluding soap)",2324,2708,3423,2892,3451,3585,3521,3350,3614,3974,,1023528,1024431,1011849,813391,866592,933368,965886,901546,917430,1049098,,40234,39924,42084,43513,42819,43298,44416,36362,36516,49570
760611,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm, square or rectangular ...",1949,370,878,1848,1666,1250,1865,2834,1996,3928,,994617,949698,1052972,484354,272113,252474,235711,207670,179458,272473,,27399,24929,24650,22599,20467,22846,16692,12284,14640,18662
390890,"Polyamides, in primary forms (excluding polyamides-6, -11, -12, -6,6, -6,9, -6,10 and -6,12)",1705,2135,3545,1508,2058,2403,2463,2890,2706,3924,,545098,617280,636164,598384,606249,690722,760464,709954,641048,885672,,79467,79138,76412,56706,48420,60175,51037,40757,41313,66496
846241,"Punching or notching machines, incl. presses, and combined punching and shearing machines, ...",642,3129,5268,524,4597,2751,1430,1656,620,3894,,261200,280347,292460,215076,209425,249098,305207,272368,215480,268706,,14721,14566,13545,6798,11678,16085,11487,11426,10191,20330
950691,"Articles and equipment for general physical exercise, gymnastics or athletics",469,410,451,949,909,1120,2699,2528,4831,3853,,248534,294534,334939,309996,324762,361854,424385,395530,399610,479127,,48490,52582,71539,67949,67127,70608,86275,98663,129301,219173
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,2028,2766,2520,2824,2669,3622,2996,3401,2889,3838,,53177,52444,71386,51572,32833,41674,45297,54955,42538,60804,,8125,11149,10698,9436,10383,12489,13408,13154,14019,14929
391190,"Polysulphides, polysulphones and other polymers and prepolymers produced by chemical synthesis, ...",7785,4445,6971,5928,6538,5854,3928,3791,4373,3820,,981285,1014856,1036929,875345,950502,1025566,1089054,997240,875014,1092714,,108258,116573,125260,125350,144168,187430,172706,155970,166248,208952
330590,"Preparations for use on the hair (excluding shampoos, preparations for permanent waving or ...",4169,3650,3381,3940,3433,3126,3019,3089,3323,3805,,895830,992755,957155,783939,796492,823735,890012,893504,841422,1008185,,62150,61624,63696,67618,71029,71931,73961,82848,84733,91358
845521,Hot or combination hot and cold metal-rolling mills (excluding tubes mills),683,7322,0,0,4096,7443,0,0,404,3782,,182090,280975,132075,85201,44273,74554,102966,76107,129365,53025,,14111,58165,5264,3400,20208,58646,10811,792,1597,6333
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,5344,3236,1863,3112,3771,,0,0,0,0,0,1626,1035,1073,305,830,,0,0,0,0,0,62514,67053,60388,47825,49492
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",2001,2281,2123,1450,1410,2142,2353,1501,3860,3768,,272313,293262,313229,276844,436671,278729,283621,264888,263487,299474,,23008,24118,25596,22939,23679,25013,27975,26652,34356,37419
848350,"Flywheels and pulleys, incl. pulley blocks",2994,2304,3088,2589,2445,2783,3015,3294,3160,3748,,1347594,1481047,1518547,1370235,1379437,1469693,1521062,1415797,1258208,1424866,,24711,23044,25999,24865,22460,25570,30159,28926,28268,30300
841620,"Furnace burners for pulverised solid fuel or gas, incl. combination burners",2743,9130,1478,436,1144,1368,1467,7018,6088,3734,,276282,298785,332208,231278,236161,296157,302211,329991,449026,328343,,12444,23131,11654,14056,9135,12183,22634,43387,38306,71506
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",4044,3428,5826,5089,318,1135,1335,2644,9089,3726,,32071,94464,1005183,1305907,1294202,419,1113,4312,5297,16631,,6732,6352,8523,6562,2463,4884,1773,3246,9131,3891
844399,"Parts and accessories of printers, copying machines and facsimile machines, n.e.s. (excluding ...",1229,1795,2194,2453,2586,3138,2827,3256,2174,3720,,6302288,6127135,5723153,4543412,4139065,4797725,5359399,4643730,4208919,4623316,,309377,311975,282062,266080,241021,250078,249235,248497,213770,225923
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",2120,373,351,442,604,311,947,1355,1801,3716,,166053,155690,146983,122529,109786,124435,137383,128890,138535,195760,,15480,12640,12592,10347,13115,15740,18263,16572,18779,30213
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",386,649,1217,917,876,1565,1878,2629,2631,3708,,184870,225151,207516,190046,202124,173483,172576,172028,164703,215092,,29595,30951,30376,27545,25973,32270,36004,26540,21468,27236
732090,"Springs and leaves for springs, of iron or steel, incl. flat spiral springs (excluding helical ...",1449,1783,2130,1361,1434,2382,2280,2062,1466,3653,,471938,486259,498305,417772,425571,482260,499055,462451,413990,488598,,12876,12325,12847,12039,12203,14295,13801,13582,11995,18728
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,3369,3538,3230,2878,3002,3428,2742,3139,3170,3641,,6127091,6310490,6505241,5608976,5525871,5654273,5738653,5410200,4556465,5399290,,175149,150448,162456,129030,113018,120246,120221,109675,115269,125454
711011,"Platinum, unwrought or in powder form",0,0,1515,473,1971,2039,62,0,9425,3611,,815194,879261,834924,457113,360537,512526,734257,704973,687225,696656,,14608,6313,24304,3284,11530,8969,9329,11142,14046,17920
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,4840,3527,1745,2379,1588,2610,1991,1797,3561,3603,,130045,126153,103529,86730,84786,93493,81611,69471,61920,132744,,35461,33121,33323,30044,33055,41856,49451,29383,20045,26607
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",16,100,6,2180,2079,1228,6343,10227,3295,3596,,692048,616497,565127,478136,468393,436483,482957,542189,646526,916359,,1416149,1053777,950788,756574,802082,819449,804913,861208,1202319,1299090
400219,"Styrene-butadiene rubber """"SBR""""; carboxylated styrene-butadiene rubber """"XSBR"""", in primary ...""",7734,8869,2367,2527,1082,2870,2490,1473,3628,3592,,653222,611502,616607,512023,506428,603204,611457,511344,375234,589033,,186733,139976,113573,99582,85465,126817,109088,92475,75350,92745
870194,"Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...",0,0,0,0,0,5928,5525,5672,12423,3585,,0,0,0,0,0,1794813,2134682,1992485,2124836,3084919,,0,0,0,0,0,17110,20835,17839,53120,14566
902131,Artificial joints for orthopaedic purposes,752,792,1354,1508,1576,2768,3617,3027,2770,3560,,1001592,1188505,1455179,1300793,1262214,1193389,1153026,1023798,839988,1017176,,24929,29955,29892,26833,30206,30446,30363,31273,31439,32141
340130,"Organic surface-active products and preparations for washing the skin, in the form of liquid ...",1917,2153,2171,1699,2078,1826,2077,2253,2587,3556,,487919,506580,546929,509752,518911,561181,652773,624684,708128,718434,,86727,90249,89031,86530,100596,102521,109817,104702,107746,118102
281122,Silicon dioxide,3121,3625,4889,3211,3308,3641,3164,3417,2976,3550,,569074,601787,535392,453579,450937,462688,496404,482535,448597,498144,,69854,58164,56953,49552,57797,59844,58516,57079,51906,59800
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",1145,1522,376,1307,1234,2166,2205,2440,2505,3538,,165987,156702,164976,148863,144868,174012,197427,168143,163877,224731,,85666,78691,85526,92312,106154,119741,123442,121883,114016,165085
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",2064,6145,8923,5093,2652,2884,2087,3089,2861,3529,,1653782,1783124,1879007,1490326,1539228,1574423,1535045,1283798,1024495,1467794,,407523,364681,410739,332957,283949,362942,346855,330144,319954,456686
900110,"Optical fibres, optical fibre bundles and cables (excluding made up of individually sheathed ...",482,636,460,1408,776,952,913,1475,1954,3527,,106406,101533,100016,99773,107952,121032,131845,121054,122236,165262,,42646,23376,17586,18518,33007,40901,40167,31396,30373,32814
190532,Waffles and wafers,348,388,627,470,464,636,709,725,1558,3521,,319500,332191,354524,329013,339701,342653,369337,383454,406830,493846,,5372,6386,10872,7613,8834,11260,13634,14408,19645,27124
722240,"Angles, shapes and sections of stainless steel, n.e.s.",6468,5139,3476,3054,3572,5130,7056,3452,3665,3509,,97295,94001,88976,80419,83891,91395,103128,100327,100101,111995,,11499,8069,5443,6493,5386,6705,9640,6151,7174,7054
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",1923,1733,3363,2052,5170,18630,1052,1479,1286,3488,,336258,350818,362633,306343,342822,339745,345484,325176,335649,409661,,39725,45340,63975,61423,72747,93603,57836,51652,52285,77178
401039,"Transmission belts or belting, of vulcanised rubber (excluding endless transmission belts ...""",2265,3131,3458,2450,2292,2775,4573,5462,3000,3483,,222265,235951,245774,221482,228549,261866,286097,265478,263648,319680,,34651,32952,32874,31036,30226,33506,38817,35644,32844,40452
40510,Butter (excluding dehydrated butter and ghee),526,530,451,829,1065,1413,1700,2216,3312,3430,,420020,598284,607457,476828,450475,672456,675101,627651,544840,630381,,51308,56524,70347,67284,66058,95843,102829,95743,79851,95452
940290,"Operating tables, examination tables, and other medical, dental, surgical or veterinary furniture ...",427,1054,2045,2937,3126,1361,2140,2619,3239,3425,,536787,562201,572711,501779,493823,519657,575916,582103,562110,602839,,8149,9586,11214,14074,13490,10418,14348,13630,16516,14547
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",566,1591,2065,2486,2234,3049,2651,2649,2800,3400,,690657,679152,685760,610283,633343,755923,783152,751794,787987,863748,,3944,4156,4624,8111,9495,9550,9258,9004,9277,12624
401693,"Gaskets, washers and other seals, of vulcanised rubber (excluding hard rubber and those of ...",2346,2489,3198,2668,2625,3315,3243,3991,3538,3384,,1325690,1486164,1579116,1418534,1413262,1559518,1646943,1541545,1486561,1771867,,63765,65913,77870,71357,82381,105688,105147,100154,104498,134424
850490,"Parts of electrical transformers and inductors, n.e.s.",14126,8608,12653,12399,5739,9300,9511,4808,4464,3381,,1520577,1283840,1144297,909617,840809,930975,1173938,926572,881764,958842,,103530,91169,88828,88996,82537,95031,118877,175999,211306,276474
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed ...",2594,2834,2914,2887,2710,3225,2874,2007,2034,3373,,54020,51730,47482,43187,39487,41936,44175,41518,36243,45174,,12731,11781,12077,15406,15337,13581,16755,22342,27763,38170
850450,Inductors (excluding inductors for discharge lamps or tubes),3192,3711,3994,3326,2783,2024,2863,2537,13158,3333,,639848,648969,709080,638541,754408,867268,958633,910682,921999,1157486,,248514,280545,275409,271051,371190,410666,409274,372934,493981,694692
850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",494,733,963,700,832,1390,3739,9694,3525,3333,,400890,491286,616161,631644,764735,992374,1176365,1164036,1468552,1463349,,47895,59586,66186,77322,101584,124642,122261,140772,134617,145197
350300,"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ...",5457,7149,9222,5905,6134,7129,5872,4302,3993,3323,,234077,261055,246890,213905,233660,248800,256795,259726,261445,276916,,18237,19159,22731,20302,19140,22495,22983,21739,18930,17552
330610,"Dentifrices, incl. those used by dental practitioners",2915,2997,3172,2902,2398,2724,2947,2562,3269,3256,,433477,438314,396061,323206,323750,362909,363443,398981,387578,396562,,57393,61332,61348,66525,69016,78097,72450,77669,81375,90060
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",10180,10900,6854,9892,3234,2681,6226,4745,2473,3255,,34839,36860,35814,28871,30150,31585,34273,37369,28233,37605,,73379,65110,54991,43873,31287,41738,50999,38344,32147,44063
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",404,432,422,688,548,338,343,1910,1476,3246,,1237216,1330443,1427644,1238579,1303314,1418272,1557458,1296852,991539,1032888,,22677,25246,30973,30714,27918,27312,26593,29979,33432,39035
847710,Injection-moulding machines for working rubber or plastics,7759,7967,3746,4113,3359,2868,3067,2563,3515,3230,,999389,1036987,1052216,936755,992146,1140973,1138822,983841,778514,988979,,61144,73254,70860,63843,58553,89904,89475,91023,68196,87495
847150,"Processing units for automatic data-processing machines, whether or not containing in the same ...",1853,1543,2476,1467,2101,1848,2571,2885,2179,3215,,1874679,2002787,2214012,2112901,2112295,2774923,3298780,3196850,2755746,3255191,,296582,371949,485055,435285,442374,637967,772354,820460,914004,1107170
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",45,114,91,503,157,66,125,626,2459,3214,,138023,142056,148723,117259,123040,153855,191096,199107,201338,229841,,4513,6122,4780,4922,4979,6333,8988,13225,11077,16746
711299,"Waste and scrap of silver, incl. metal clad with silver, and other waste and scrap containing ...",0,0,6,0,0,136,327,3699,80,3203,,934474,554265,341950,341430,332327,271421,396625,789298,1047547,1202687,,92621,36251,58369,36848,14696,1645,4117,25500,86744,219243
281213,Phosphorus trichloride,0,0,0,0,0,4180,4156,4402,3262,3197,,0,0,0,0,0,38905,36253,36691,33211,36695,,0,0,0,0,0,12559,13164,13613,11714,18886
901190,"Parts and accessories for compound optical microscopes, n.e.s.",1334,1733,1828,1452,1382,2115,1870,2426,2424,3192,,193505,187411,200678,163179,159783,174258,190006,197270,183277,223690,,9070,10520,10157,9370,8934,11703,11647,10979,11908,15515
903120,"Test benches for motors, generators, pumps, etc.",3128,2626,2033,768,1017,307,2976,3423,1120,3170,,699442,689355,717912,669667,695623,822740,811409,745992,636226,581405,,11681,10682,12613,15310,8884,8314,16740,17697,15793,13150
320990,"Paints and varnishes, incl. enamels and lacquers, based on synthetic or chemically modified ...",874,1026,1536,2284,1913,1472,1836,1939,1721,3166,,534675,551916,612902,532592,462475,491932,579629,551621,505664,559084,,11814,12306,12131,13015,11341,10320,10602,10487,11623,14644
220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",2057,2248,2067,2109,2601,3165,2769,2694,2675,3148,,1014413,1087899,1047976,855603,812656,904494,957657,922979,834417,927615,,117057,131093,129581,135791,150017,167886,189667,182127,184598,228632
40690,"Cheese (excluding fresh cheese, incl. whey cheese, curd, processed cheese, blue-veined cheese ...""",363,604,1301,1997,2192,3297,3318,2367,3334,3109,,2702473,3107497,2932475,2042359,1949977,2334369,2319561,2318448,2457402,2774251,,40882,46389,48858,42765,39836,47629,48550,40053,46478,52158
280610,"Hydrogen chloride """"hydrochloric acid""""""""",413,408,916,1903,1905,2353,3434,2175,2714,3097,,54130,60396,54521,50011,49160,45129,52573,51673,49842,53077,,15078,14956,16620,13259,14040,15394,16381,13617,18242,20847
902480,Machines and appliances for testing the mechanical properties of materials (excluding metals),3354,3491,1880,4088,3461,5129,5465,4296,4056,3094,,196729,219340,230708,204644,227699,238197,259045,263851,245782,252906,,29201,32895,26993,29552,50765,34086,33557,38227,38042,42146
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",513,569,413,466,881,838,1189,1133,3891,3094,,403574,434226,467210,447832,462842,459190,504575,469656,577146,736548,,28694,30565,28163,31621,34632,38759,41390,47221,56926,53968
902720,Chromatographs and electrophoresis instruments,3610,3321,3558,3349,4668,4562,4727,2882,2292,3091,,238235,240009,219504,243195,222820,253456,254428,262693,252619,279319,,31892,32382,31953,35350,36418,31367,35030,29690,25880,34607
870894,"Steering wheels, steering columns and steering boxes, and parts thereof, for tractors, motor ...",2213,3261,5091,5411,4548,5829,5627,4567,3225,3067,,3102528,3191470,3453620,3053659,3177081,3450840,3525901,3107899,2613765,3164698,,103881,102651,92980,84417,76710,80918,79170,77403,76247,84551
720110,"Non-alloy pig iron in pigs, blocks or other primary forms, containing, by weight, <= 0,5% of ...",2212,2643,1406,876,306,3785,3850,178,530,3058,,91521,76178,62401,52124,44797,89717,82416,77964,97662,116973,,368423,330966,219933,161668,94449,149878,261734,160721,64242,238590
843120,"Parts of fork-lift trucks and other works trucks fitted with lifting or handling equipment, ...",2441,2080,1717,1462,3158,1643,3006,2394,2321,3055,,773991,655105,686224,574958,616537,686061,766795,731014,625630,762338,,19923,19712,21503,16417,16206,15197,17159,16800,16704,24446
960810,Ball-point pens,2154,1883,2364,2458,4276,4074,3025,4297,2300,3053,,309486,319735,329697,276921,286691,278413,287176,257679,188577,232667,,37876,35694,38265,29862,35598,32810,32072,32723,27011,29129
