Product code,Product label,Viet Nam's imports from Japan-Value in 2012,Viet Nam's imports from Japan-Value in 2013,Viet Nam's imports from Japan-Value in 2014,Viet Nam's imports from Japan-Value in 2015,Viet Nam's imports from Japan-Value in 2016,Viet Nam's imports from Japan-Value in 2017,Viet Nam's imports from Japan-Value in 2018,Viet Nam's imports from Japan-Value in 2019,Viet Nam's imports from Japan-Value in 2020,Viet Nam's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
500500,Yarn spun from silk waste (excluding that put up for retail sale),27,2,296,11,1,4,18,138,7,,,3046,2574,1727,2001,2006,1153,1217,1094,975,923,,481,461,46892,652,396,602,708,773,857,543
500710,Woven fabrics of noil silk,20,48,77,18,23,5,1,17,6,,,63,92,47,106,122,444,22,44,163,243,,146,487,163,100,127,57,213,268,103,889
500720,Woven fabrics containing >= 85% silk or schappe by weight,556,391,323,119,97,123,200,2458,1977,,,103660,87163,75950,53446,53947,48753,44549,42539,34945,34147,,4910,4779,4795,4735,2259,1285,1642,5629,4513,36757
510130,"Carbonised wool, neither carded nor combed",0,0,0,0,0,0,0,0,0,,,7,0,0,4,0,0,0,0,0,0,,0,17,118,154,113,577,331,0,210,72
510521,"Wool, combed, in fragments """"open tops""""""""",0,0,0,0,0,0,0,0,0,,,0,3,0,2,15,18,0,3,0,0,,7,14,112,77,123,445,304,0,0,
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,2523,1586,13916,4992,5959,6295,7372,6476,3446,,,23118,21296,23953,27951,31079,31155,40231,32584,23784,25791,,6180,5491,41188,15596,10096,13587,12988,10282,7967,12157
511220,"Woven fabrics containing predominantly, but < 85% combed wool or combed fine animal hair by ...",70,615,146,371,1106,768,625,1671,348,,,14940,11088,8744,7807,7163,6018,5862,5813,2888,2136,,1058,928,514,2052,6945,4441,2757,4563,1936,665
520420,"Cotton sewing thread, put up for retail sale",569,326,10,155,130,107,115,139,136,,,1631,826,1047,884,793,684,978,724,420,996,,3781,3934,105,5568,5679,5322,3511,2083,2247,801
520514,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,116,162,33,28,0,0,,,54,56,121,105,46,91,42,59,50,93,,219,52,646,379,1642,3565,8835,7667,2099,9885
520527,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,5,0,18,0,1,,,3,161,124,76,107,356,59,59,74,21,,1664,132,105,1218,4277,7227,10602,11170,4748,10474
520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",0,0,0,0,0,0,0,0,0,,,276,264,196,122,101,132,98,153,64,89,,89,0,213,141,36,11,623,1005,47,165
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",7,10,3,0,4,6,0,18,3,,,248,550,587,670,704,671,451,418,422,395,,2239,2423,2220,2263,5198,3085,2405,11227,11266,10415
520547,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,23,0,1,0,134,163,187,,,121,160,124,474,181,252,415,469,209,106,,143,59,66,50,121,109,327,1027,1637,3274
520631,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,11,48,36,,,21,5,18,45,42,20,66,162,372,603,,1,15,0,0,198,460,726,305,144,31
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",44,34,40,29,50,29,297,60,62,,,844,600,661,634,993,492,553,800,613,621,,3277,3905,8799,11264,17640,14560,21780,12283,6452,344
520823,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",43,28,96,30,100,36,141,279,59,,,2568,2571,1279,751,1138,782,723,773,530,472,,155,283,177,529,1326,1150,2210,1609,1269,2575
520843,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, in three-thread ...",1010,505,1071,943,737,507,585,653,369,,,14405,12085,12713,13365,11447,8032,7566,6566,4245,3811,,1116,1272,2345,4423,5779,7447,7478,8331,7071,67678
520912,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",178,10,19,5,0,0,83,115,208,,,4887,5291,4869,4053,3582,3181,3599,3032,1993,1969,,3080,7549,7678,4884,2474,1093,1684,2726,1968,11544
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",3003,7030,3905,4262,3110,3308,3755,2100,962,,,379,462,560,263,164,398,267,239,271,158,,40947,48284,43087,42990,29669,35822,45215,29863,21050,979
520922,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",71,365,355,83,489,177,256,183,307,,,7071,6718,7347,4788,4814,5907,4757,6738,5674,3797,,135,479,395,220,1177,312,1522,1539,1365,4882
520932,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",2399,4160,3076,12735,17838,22152,6981,9044,7932,,,56667,51671,52143,50873,55104,62355,40468,36955,33623,29908,,29728,22940,22932,38089,42919,48260,34185,28247,26700,50243
520941,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, ...",16,140,68,44,57,1,23,35,5,,,1969,1951,1972,1673,2465,1498,1510,1349,1093,864,,16,200,161,583,96,328,334,669,551,4741
520952,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,52,139,576,38,76,18,91,11,,,1759,3770,2101,1196,1146,1242,1381,1289,565,717,,873,554,783,907,4688,2063,18523,13427,1184,4212
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",1149,505,1130,1736,1333,1592,1301,1360,1410,,,13710,10385,11252,8661,9681,10616,11838,10264,7040,9694,,3615,4310,3425,5313,4144,8815,22607,23447,18279,44520
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,52,114,235,137,42,119,56,,,5645,3785,3317,2988,3189,3732,2718,2588,2255,3175,,718,1888,2291,2945,2551,2584,1000,3267,2769,16193
521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",1221,1013,981,777,1159,977,986,859,622,,,755,623,609,481,482,321,408,364,220,304,,1443,1122,1125,855,1395,1230,1267,1027,722,384
530121,"Flax, broken or scutched",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,27
530610,Single flax yarn,0,0,0,0,0,8,0,0,0,,,565,503,288,279,389,606,458,479,529,360,,0,17,65,157,2761,4272,3947,7867,4881,3661
530620,"Multiple """"folded"""" or cabled flax yarn""""",30,13,35,49,103,21,17,23,15,,,1070,1000,942,740,707,584,290,976,346,284,,115,171,97,181,555,217,313,1527,2139,489
531090,"Woven fabrics of jute or of other textile bast fibres of heading 5303, bleached, dyed, made ...",0,11,43,0,61,4,0,4,0,,,35,39,61,7,19,14,0,35,24,191,,425,518,496,347,575,317,361,139,141,343
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,194,148,126,420,475,385,184,468,289,,,2251,1893,1586,1238,1618,1418,1092,1873,1663,1876,,3699,2453,1406,3667,4278,4182,5910,7341,5167,7995
540232,"Textured filament yarn of nylon or other polyamides, with a linear density of > 50 tex per ...",0,0,2,0,4,0,6,6,34,,,2192,2029,1746,2329,2391,1417,919,2083,948,928,,8514,7074,8707,11708,13597,14540,7027,3635,5085,3520
540234,Textured synthetic filament yarn of polypropylene (excluding sewing thread and yarn put up ...,0,0,26,0,0,0,0,28,0,,,51,62,17,19,9,37,64,32,55,71,,1143,986,1346,642,1356,2232,785,1499,944,2391
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",1250,344,170,364,184,170,1098,3571,3936,,,15281,10791,11521,4459,4927,2724,1679,1327,907,374,,5894,5312,6783,8214,7720,8159,10683,14887,10252,7321
540253,"Filament yarn of polypropylene, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,3,30,,,0,0,0,0,0,114,96,249,40,12,,0,0,0,0,0,0,1086,823,619,444
540269,"Multiple """"folded"""" or cabled synthetic filament yarn, incl. synthetic monofilament of < 67 ...""",18271,17145,20218,18683,17350,14738,7755,1971,1464,,,17396,14190,13220,11559,13906,13723,31989,31459,40398,23522,,19802,21327,24739,22601,21866,18998,12957,5628,5527,58555
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",0,30,112,33,25,32,19,29,3409,,,147092,141882,135480,127844,135374,138650,150384,139233,100676,111885,,475,433,1065,1981,1301,1632,2284,2861,19320,4014
540761,"Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. ...",33050,32411,37422,39040,50682,60979,61048,90648,72266,,,665571,553179,535261,508553,538576,533846,556387,560908,412476,425027,,74062,81988,119200,144954,147664,191853,226008,347818,296628,643190
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",232,203,269,455,48,289,189,64,24,,,3322,3097,3251,3594,8126,7907,10499,10457,9923,9279,,1640,1829,363,711,583,3344,2909,3694,5000,12812
540772,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",3720,4115,2916,3562,3194,2816,5709,4147,3982,,,23340,22650,21295,21545,26578,29051,30243,26427,19999,20673,,23635,36914,44987,55776,73432,79096,81487,107848,86304,102950
540781,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",98,51,147,92,171,153,144,407,365,,,5650,4794,4839,3629,4260,4561,3895,3827,3495,2620,,8737,8850,7759,16339,12960,9414,9715,6662,3354,9909
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",2389,2266,2217,2116,1937,2338,2873,2907,1257,,,22501,16940,16933,14418,14327,14691,18197,18418,11185,10449,,17324,21506,24102,22011,18511,17410,25378,20922,15455,20784
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",125,212,8,61,73,183,113,282,164,,,2505,2008,1402,1503,1350,1464,1613,1987,1523,1255,,436,1117,2121,211,12777,10920,2494,3406,2019,5967
550200,Artificial filament tow as specified in Note 1 to chapter 55,76,0,9949,37057,27317,28728,0,0,0,,,457361,494687,549606,521467,115531,0,0,0,0,0,,674,0,33908,69046,55907,55120,0,0,0,
550330,"Acrylic or modacrylic staple fibres, not carded, combed or otherwise processed for spinning",2964,7239,7690,8443,10906,5176,8543,4707,5443,,,363952,386909,332389,281247,206436,244333,256909,218771,154824,190563,,9860,13856,16700,19432,14914,9915,13415,10603,8715,9367
550510,"Waste of synthetic staple fibres, incl. noils, yarn waste and garnetted stock",0,0,0,0,0,0,0,0,0,,,18973,15756,15908,14354,14171,14594,13473,14422,11148,11446,,5,0,0,0,295,1197,1063,88,169,612
550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",195,127,230,177,256,172,194,118,117,,,288,178,226,118,65,56,382,135,33,41,,5357,5123,7750,10207,11542,11476,6817,5765,3404,772
550952,"Yarn containing > 50% to < 85% polyester staple fibres by weight, mixed principally or solely ...",0,0,0,0,1,36,539,66,9,,,235,218,136,27,143,141,301,686,275,549,,9656,13136,15298,13368,21759,12614,15245,13651,12360,9305
550961,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",363,653,415,546,718,201,196,24,3,,,2034,1575,1573,1328,1417,1305,1286,755,469,849,,1549,1892,1499,2061,2854,1463,2593,2316,849,3498
551090,"Yarn containing predominantly, but < 85% artificial staple fibres by weight, other than that ...",15,62,59,26,36,20,83,37,16,,,2088,1153,1620,934,940,709,1157,1541,1040,784,,286,336,597,1615,20327,10635,12158,5483,9126,11383
551312,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",179,131,75,66,48,40,295,218,354,,,1411,959,1287,1484,1482,1578,1408,1659,951,1093,,1901,600,390,6766,4193,1241,1708,1581,1893,12962
551421,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",95,42,204,217,480,1955,338,932,3162,,,5919,4013,4023,4261,5504,7560,6790,5029,4023,3496,,423,832,5798,1330,1837,2917,1571,6175,8212,29646
551441,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,7,0,28,0,19,2,0,0,,,1615,656,316,565,665,510,385,246,329,423,,0,17,465,47,15,349,1178,6,3122,6688
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",3,28,24,0,7,0,3,97,6,,,362,301,228,180,161,124,160,64,35,60,,956,892,1163,977,356,1182,1545,3998,3254,2224
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",78,42,59,58,66,200,6,228,196,,,2887,1928,1557,1306,1285,1363,1642,1759,638,691,,2349,10808,10582,9200,2980,11799,10742,24317,29376,62455
551631,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,22,9,,,79,67,63,61,48,28,39,24,7,7,,276,59,268,214,66,16,6,35,15,91
551641,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",30,233,209,91,474,569,503,20,116,,,814,855,1287,1562,1275,1204,851,923,559,170,,333,408,596,137,611,956,1249,849,388,2140
560290,"Felt, impregnated, coated, covered or laminated (excluding needleloom felt and stitch-bonded ...",948,554,617,949,681,1202,1642,2927,2117,,,4137,3604,3879,2643,2579,2382,1920,1332,1737,4401,,8880,12194,13144,11867,9312,10688,11507,10320,13104,3610
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",776,1328,2141,2168,2133,1618,1889,2502,2301,,,58055,70984,74136,70490,89175,94255,106471,89612,104566,115641,,27334,43032,57879,71569,69249,54707,74855,79569,126203,156972
560741,"Binder or baler twine, of polyethylene or polypropylene",180,189,165,66,74,92,40,90,38,,,177,282,344,176,228,229,98,110,129,182,,556,752,495,347,395,275,281,754,451,2976
560890,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up fishing ...",131,147,134,2411,946,95,206,134,100,,,204,132,38,120,114,19,135,43,29,38,,4788,4455,4466,7007,3810,5008,4891,3450,3052,2557
570250,"Carpets and other textile floor coverings, woven, not tufted or flocked, not of pile construction, ...""",1,0,0,0,0,0,0,4,0,,,15,0,0,0,13,4,8,10,69,81,,1,0,0,1,2,190,196,56,2,450
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",3,2,3,0,1,0,1,10,0,,,18,15,6,20,0,11,31,83,173,150,,306,451,544,346,358,446,282,255,237,79
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",971,220,403,915,235,201,91,96,31,,,1442,715,779,875,814,431,1768,1441,1070,1560,,4056,4512,7445,7726,9445,7273,8834,8246,11897,26390
580132,"Cut corduroy, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",0,4,0,0,8,0,81,48,121,,,614,141,296,90,119,363,625,572,506,634,,476,301,845,506,575,489,574,2086,1707,2079
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",152,155,364,496,236,239,314,827,743,,,2337,1998,1673,1564,1459,1107,953,740,926,865,,3473,4698,5802,6257,3680,3968,4564,5153,3727,405
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",515,51,90,105,79,140,139,151,127,,,29058,25769,22104,14524,14979,14625,14255,12666,9905,8914,,2049,2308,2914,2169,3691,3973,3968,5816,5047,10991
590310,"Textile fabrics impregnated, coated, covered or laminated with poly""""vinyl chloride"""" (excluding ...""",4679,4167,3336,3263,3164,2146,3871,3935,2391,,,28104,20215,23818,19717,20023,20557,24489,28148,31578,40921,,73940,85699,83253,84784,79249,88966,109848,121749,116561,220394
590390,"Textile fabrics impregnated, coated, covered or laminated with plastics other than poly""""vinyl ...""",22075,28135,36336,40367,40443,39916,42078,74851,61273,,,180599,150003,157689,134485,119109,98855,93540,78226,67232,81364,,278744,330078,394620,433319,446937,462830,479621,584514,536214,495605
590490,"Floor coverings consisting of a coating or covering applied on a textile backing, whether or ...",27,38,13,34,31,6,44,13,9,,,0,0,12,8,6,2,15,16,5,17,,1763,2278,2077,2214,1557,1246,1199,1213,992,107
590700,"Impregnated, coated or covered textile fabrics; painted canvas being theatrical scenery, studio ...",4851,6610,7814,7155,7745,7248,7198,7271,4928,,,22520,17997,17251,15692,13915,10790,11430,11777,8919,9322,,66389,70097,54619,50149,59273,74055,87214,123822,104894,38968
591120,"Bolting cloth, whether or not made up",96,234,307,363,751,476,379,122,191,,,46643,41364,37240,29431,29848,28660,29648,27432,27136,27304,,1293,1213,1998,1846,2667,2502,2278,2282,2377,18739
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking ...",16,48,67,64,77,15,58,15,0,,,8843,8161,7555,6729,6658,6380,6100,5748,4501,6064,,714,578,1090,958,1060,1479,1391,1141,1328,1503
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",23,1144,1772,1486,1131,1115,1065,253,279,,,16810,11618,9798,9905,10724,11743,7177,5706,3848,3967,,27578,35925,36700,41877,51653,85273,97905,164877,136251,590264
600310,"Knitted or crocheted fabrics of wool or fine animal hair, of a width of <= 30 cm (excluding ...""",0,0,0,0,0,14,0,0,0,,,226,237,60,55,35,53,58,33,46,57,,179,115,257,298,479,806,715,71,58,135
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",242,227,300,110,162,164,140,309,422,,,16848,14087,12879,10415,9547,10834,11875,11848,7344,7730,,463,419,715,1294,1572,2830,1918,3049,4050,30702
600533,"Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""",37,453,119,107,317,383,0,0,0,,,15511,13844,11019,6255,7226,0,0,0,0,0,,1527,3844,4635,8211,8033,15780,0,0,0,
600690,"Fabrics, knitted or crocheted, of a width of > 30 cm (excluding of man-made fibres, cotton, ...""",7560,6909,6002,5584,7445,5064,5391,5520,4330,,,3941,4109,4613,4600,4100,3067,2854,2158,1279,1114,,219725,259121,281692,314531,346603,400148,464298,514601,483516,97653
610220,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",0,0,0,0,0,5,4,9,2,,,390,215,360,512,580,384,310,470,479,467,,201,81,32,45,123,271,327,454,312,1792
610230,"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...",2,55,0,2,13,22,1,0,1,,,1614,1656,1985,2572,2263,2976,3744,3364,3612,2944,,148,334,303,384,319,637,667,595,1687,3830
610439,"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excluding ...",0,0,0,5,8,5,1,4,5,,,34,159,55,65,54,34,49,18,35,22,,206,164,151,234,246,234,228,160,85,168
610452,"Women's or girls' skirts and divided skirts of cotton, knitted or crocheted (excluding petticoats)",0,0,0,3,21,98,10,0,1,,,89,103,185,309,234,107,184,221,180,245,,41,44,72,56,182,179,113,134,274,3440
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",0,0,0,0,2,1,0,2,1,,,104,56,93,65,50,30,50,43,41,27,,83,81,93,225,71,220,270,422,226,111
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,,,58,7,0,10,0,0,2,4,18,0,,3,5,3,2,39,108,205,143,3,555
610831,"Women's or girls' nightdresses and pyjamas of cotton, knitted or crocheted (excluding T-shirts, ...",0,0,0,0,1,3,0,1,0,,,211,162,209,162,159,97,281,197,126,251,,4,1,0,15,44,16,42,76,89,16804
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",7,2,0,0,0,0,0,2,4,,,7,7,0,38,23,6,5,9,62,41,,17,11,7,28,42,55,57,148,388,8760
610899,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",0,0,0,3,12,5,0,2,1,,,22,41,34,27,8,25,12,54,22,6,,6,16,171,59,76,147,116,14,37,47
610990,"T-shirts, singlets and other vests of textile materials, knitted or crocheted (excluding cotton)",0,0,3,7,26,71,71,83,104,,,11052,7661,7980,7580,7076,6216,7510,7868,10152,10905,,3188,3756,8842,9123,16182,11143,14432,21721,21882,22444
611012,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of hair of Kashmir """"cashmere"""" ...""",0,0,0,0,0,0,0,0,0,,,2246,2460,1137,1033,1596,1090,1290,1281,917,984,,252,244,170,183,445,410,467,545,511,2184
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",0,0,0,0,41,0,1,9,11,,,835,910,760,1097,1450,949,1261,903,1100,2263,,170,324,250,332,1024,1111,1182,1343,2143,23734
611211,"Track-suits of cotton, knitted or crocheted",0,0,0,0,0,1,5,0,1,,,17,50,3,96,0,0,0,34,0,0,,15,0,17,20,2,2,17,42,74,704
611220,"Ski-suits, knitted or crocheted",0,0,0,0,0,0,0,0,0,,,53,37,83,28,27,109,166,70,26,147,,0,0,0,1,6,3,0,0,0,
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",6,10,7,9,5,17,34,52,50,,,2881,2438,3301,2703,2647,2344,2601,3432,1178,1384,,622,5410,7966,9160,9553,8513,7544,8607,10757,22689
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",0,0,0,0,2,0,3,5,4,,,3354,3230,2800,2472,3092,3259,4550,5290,4543,6433,,419,424,1602,1026,1869,1455,1229,2172,2252,22876
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",0,45,49,1,1,1,0,0,33,,,74,91,112,67,129,84,81,145,78,76,,99,338,287,271,421,256,231,225,180,990
620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,2,0,,,4752,4780,4464,5379,4644,4441,4029,5292,5382,5077,,71,231,195,239,202,360,345,421,365,488
620333,"Men's or boys' jackets and blazers of synthetic fibres (excluding knitted or crocheted, and ...",0,117,0,8,17,6,25,22,8,,,2292,1573,1819,2238,2789,3145,3980,4218,3624,4333,,439,781,1119,1666,1912,1772,3082,3789,2798,20397
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",0,0,0,0,4,0,0,3,15,,,0,14,20,7,25,3,9,6,10,11,,0,35,44,120,31,31,39,24,53,342
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",1,0,0,6,7,4,0,1,79,,,2135,1782,832,959,936,1149,1054,1222,871,869,,748,957,935,1314,1154,1027,1042,864,1113,843
620441,Women's or girls' dresses of wool or fine animal hair (excluding knitted or crocheted and  ...,0,0,0,0,0,0,0,0,5,,,1546,1455,1760,1481,1401,1527,1435,1333,1090,1045,,77,138,148,151,183,93,281,301,265,632
620443,Women's or girls' dresses of synthetic fibres (excluding knitted or crocheted and petticoats),29,36,27,51,17,12,114,56,57,,,5011,5130,5446,5823,7967,7695,8156,9000,9064,13570,,404,903,791,971,1620,1947,3883,4688,4087,28545
620719,Men's or boys' underpants and briefs of textile materials (excluding cotton and knitted or ...,0,0,0,1,2,0,135,3,1,,,34,17,19,0,8,11,17,51,23,79,,185,37,92,49,73,52,243,106,186,2716
620729,Men's or boys' nightshirts and pyjamas of textile materials (excluding of cotton or man-made ...,0,0,0,0,0,0,0,0,0,,,0,0,0,8,0,0,0,0,3,0,,14,1,0,12,2,0,4,0,1,
620822,"Women's or girls' nightdresses and pyjamas of man-made fibres (excluding knitted or crocheted, ...",0,0,0,0,1,0,0,0,0,,,9,11,0,5,50,23,27,5,28,110,,1,3,0,18,14,13,34,57,230,4086
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,0,0,0,3,35,18,15,3,20,,,65,36,12,30,12,22,14,19,17,0,,187,220,75,3359,465,632,511,124,195,207
621510,"Ties, bow ties and cravats of silk or silk waste (excluding knitted or crocheted)",6,1,1,3,6,2,4,6,0,,,422,328,332,270,203,172,172,160,84,169,,878,561,560,856,868,557,760,851,778,730
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",31201,24401,23238,12572,8253,6584,5463,4190,2381,,,11435,8788,7990,6945,7948,6869,6795,6595,4141,3879,,86891,93691,99126,90649,71898,68325,71785,57483,39795,249775
630110,Electric blankets of all types of textile materials,32,21,0,0,0,3,0,0,0,,,3,6,58,22,19,16,49,30,34,346,,88,81,8,45,51,26,102,99,86,2597
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",0,0,0,112,0,0,1,0,0,,,5525,3571,4214,4952,5684,5513,6628,6684,5003,3999,,154,379,520,729,755,1288,1391,2159,2246,117998
630232,"Bedlinen of man-made fibres (excluding printed, knitted or crocheted)",0,0,0,0,0,0,1,1,0,,,753,2335,1508,225,496,645,343,145,204,257,,89,53,76,74,224,255,1242,4717,2480,17805
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",0,0,0,0,0,0,0,1,0,,,12,0,13,15,13,22,19,6,0,14,,40,233,127,411,114,322,378,1024,1186,279
630253,Table linen of man-made fibres (excluding knitted or crocheted),0,0,0,0,1,0,0,0,2,,,117,96,54,12,34,4,19,634,20,192,,301,367,325,198,347,324,446,514,72,1492
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",0,0,0,0,7,0,19,1,1,,,121,446,51,117,50,66,123,49,57,124,,159,929,37,69,156,147,159,184,184,1985
630411,"Knitted or crocheted bedspreads (excluding bedlinen, quilts and eiderdowns)",0,0,0,0,0,0,0,0,0,,,38,0,3,6,8,15,2,0,0,0,,0,0,2,1,3,53,0,1427,1666,192
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",0,0,0,0,1,0,0,4,1,,,45,67,34,60,166,59,37,110,66,78,,46,16,17,52,117,237,524,304,175,1039
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",0,0,0,0,1,0,0,0,0,,,258,67,69,65,41,34,48,30,68,35,,2,0,25,54,57,193,201,260,583,2414
640192,"Waterproof footwear covering the ankle, but not the knee, with outer soles and uppers of rubber ...",0,1,0,6,14,0,0,14,10,,,2337,2033,2030,1827,2637,2428,2157,2261,2055,2649,,16,36,80,97,195,473,380,350,314,2135
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",14,0,81,56,53,52,11,61,4,,,58,33,100,103,102,87,38,111,76,89,,572,761,4563,4804,5708,6058,12529,13329,23979,1626
640212,"Ski-boots, cross-country ski footwear and snowboard boots, with outer soles and uppers of rubber ...",0,0,0,0,0,0,0,0,0,,,152,120,101,311,190,257,73,168,68,69,,0,30,0,12,0,181,0,0,0,1
