Product code,Product label,Japan's imports from China-Value in 2012,Japan's imports from China-Value in 2013,Japan's imports from China-Value in 2014,Japan's imports from China-Value in 2015,Japan's imports from China-Value in 2016,Japan's imports from China-Value in 2017,Japan's imports from China-Value in 2018,Japan's imports from China-Value in 2019,Japan's imports from China-Value in 2020,Japan's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,155,214,213,206,172,,0,0,0,0,0,6,9,19,6,4,,0,0,0,0,0,192,227,223,224,186
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",38,84,146,105,58,548,451,760,536,171,,169851,123100,104310,88612,109835,97451,86582,84295,82637,92974,,1367,2320,1649,1905,2433,2289,1531,2257,2362,1639
401035,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 60 cm but <= ...",99,26,52,41,47,100,192,100,89,171,,30888,35575,38666,35959,35590,39812,42126,47772,41397,51346,,4135,9643,22807,21522,3658,1236,1277,1022,880,982
520625,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",474,392,218,63,52,173,260,206,172,171,,2461,4197,6345,9303,8602,9063,15490,13372,19671,20571,,761,485,662,74,216,489,684,698,590,998
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",426,437,274,255,314,209,196,326,226,171,,98259,109643,97871,86132,66826,65003,54512,57562,50423,58484,,467,587,341,264,331,253,262,342,263,440
630259,"Table linen of textile materials (excluding of cotton or man-made fibres, knitted or crocheted)",885,1418,620,310,321,256,141,164,143,170,,9743,11513,57071,88505,19705,17484,18092,15074,16634,31766,,1902,2938,1718,1300,1254,1200,1044,862,965,1069
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",4533,4712,3440,2181,1090,557,552,155,937,169,,60862,75069,140384,143512,76818,72460,78630,63902,63964,60221,,5132,5466,3999,2935,2488,2773,2490,2250,2559,1864
880390,"Parts of aircraft and spacecraft, n.e.s.",236,19,37,7,239,96,119,67,232,168,,70685,68883,76866,123208,173863,214169,169562,188085,94763,108912,,68738,53694,48036,69022,114401,45406,139030,73761,39154,59514
551611,"Woven fabrics containing >= 85% artificial staple fibres by weight, unbleached or bleached",966,729,453,409,497,357,481,327,203,168,,194748,241940,230486,209866,217911,233836,235966,242355,144240,175356,,7897,6534,7473,5954,6482,7126,7464,7315,5703,6119
401220,Used pneumatic tyres of rubber,57,113,271,382,291,348,272,230,262,166,,5308,7061,10506,10019,8274,11759,17609,25792,22490,23308,,1018,1038,1001,1025,1162,1096,1177,1125,942,745
480593,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",555,570,442,386,320,296,226,115,223,166,,93522,196999,281453,362466,303856,312278,286293,427370,365203,359275,,15336,12967,13020,16437,15730,13929,20428,14000,12160,10170
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",198,430,406,289,156,157,174,1977,98,165,,156079,140064,124861,104106,89696,83688,88395,71702,44316,44200,,454,638,746,449,466,336,344,2214,309,193
430160,"Raw furskins of fox, with or without heads, tails or paws",0,0,0,0,0,0,0,5,0,164,,0,0,0,0,0,0,0,0,0,0,,4246,5400,6063,3950,4072,2516,2215,1135,211,394
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",139,142,196,674,264,40,187,136,138,164,,3718,2603,6742,13189,1516,1661,639,1220,1322,396,,1325,1850,1877,2166,1803,1169,1218,1461,1284,1522
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,163,,3,2,600,1,6,1,112,0,0,29,,356,320,818,832,902,968,1044,1106,929,2563
540822,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",1831,2138,1416,1062,1258,1004,1369,410,395,163,,24972,31229,36510,45468,51299,47474,61556,61092,48323,50514,,2857,3218,2236,1967,2218,2164,2883,1555,1366,1128
845510,Mills for rolling metal tubes,171,426,236,281,25,365,375,294,47,162,,75644,65426,35537,31330,41853,50587,52138,38009,33081,42384,,2426,5363,720,447,6265,704,399,428,133,275
540784,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",885,467,255,208,166,71,153,89,341,162,,2789,5581,21981,18042,22674,13184,11585,15289,11590,11697,,1882,1266,997,1005,739,628,478,389,455,247
960630,Button moulds and other parts of buttons; button blanks,1652,1433,1136,837,1268,710,650,748,277,162,,21057,25953,25584,30695,31918,32178,40460,39612,31774,44902,,4827,3831,3637,3451,3732,2565,3023,3667,1938,1522
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",211,74,116,113,75,34,51,35,55,161,,10620,7887,9500,12248,9148,10968,6225,8016,6139,55458,,1081,424,823,564,489,656,244,231,320,326
870421,"Motor vehicles for the transport of goods, with only compression-ignition internal combustion ...""",57,24,33,0,0,0,2,100,106,161,,743454,749563,732165,581656,501512,567178,573022,567169,605720,1489582,,6987,7833,5617,7317,7546,40829,174266,175804,187789,268244
520542,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",85,140,159,68,121,225,360,466,187,160,,144943,156639,137125,115961,89322,77898,83476,75556,56966,54668,,1338,1167,1319,1128,1479,1714,2391,1519,961,1173
450310,"Corks and stoppers of all types, of natural cork, incl. round-edged blanks",19,0,2,0,3,3,9,4,27,160,,91,190,323,360,594,426,454,216,307,639,,2071,2124,2699,2235,2393,2607,2566,2593,1346,1438
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",187,353,326,135,72,309,75,576,79,159,,28705,35456,29957,26248,26092,37516,33859,50758,25412,37676,,27582,51153,30871,29455,26723,28053,32406,22181,15164,22087
411200,"Leather further prepared after tanning or crusting incl. parchment-dressed leather"""", of sheep ...""",183,343,540,334,352,417,243,103,182,159,,13498,10883,22480,41546,30371,21496,10888,18219,17962,17284,,4724,4457,4585,3740,3151,3619,3171,3088,1985,2612
391590,"Waste, parings and scrap of plastics (excluding that of polymers of ethylene, styrene and vinyl ...",735,345,494,624,161,161,149,132,81,159,,44742,56703,50616,58265,59258,97972,59783,73631,108374,74068,,2710,2412,2756,2674,1295,893,1902,24345,735,877
520300,"Cotton, carded or combed",90,40,0,3,9,113,331,318,179,159,,134,671,3548,351,79,297,374,298,93,157,,6554,5874,4549,2487,2153,2114,2168,5644,6271,3129
720450,Remelting scrap ingots of iron or steel (excluding products whose chemical composition conforms ...,0,0,0,86,159,151,362,181,129,158,,0,0,5,0,0,0,0,0,0,0,,92,230,93,168,159,236,362,181,129,158
520859,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, printed ...",196,168,259,292,328,137,215,153,1493,158,,201310,244183,263843,216042,197540,203426,192618,172637,156551,150480,,1501,1495,1428,1130,1375,966,1087,962,2050,587
721699,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished and further ...",268,233,69,177,55,132,207,258,130,158,,8952,12268,19048,27207,24400,33453,44470,53082,63388,57952,,299,358,174,414,186,341,609,322,270,406
190540,"Rusks, toasted bread and similar toasted products",1587,751,188,223,191,364,279,330,179,157,,2208,3936,5036,3233,3142,3510,4764,8906,5182,6047,,3128,2124,1516,1394,1304,1569,1899,1720,1826,2117
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",356,416,283,245,204,212,139,226,229,157,,58464,75206,73361,69062,59067,66351,79116,99433,158400,195507,,998,1014,915,511,645,996,357,593,470,490
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",1780,1905,964,1106,793,606,498,356,229,157,,107493,123371,72005,53738,34462,37419,34407,14957,10656,13391,,9302,13089,12460,8391,8171,6977,8092,6620,6679,8173
721119,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, simply hot-rolled, not ...""",283,182,240,197,188,251,700,325,234,156,,26813,23754,27174,35269,28721,149452,232442,72647,62995,62368,,2282,1178,1199,1446,1097,1662,2284,1392,1843,1985
842820,Pneumatic elevators and conveyors,14,252,137,97,72,228,363,181,14,156,,44834,49324,47324,41435,37868,38532,37269,48768,52607,67110,,2845,7594,4974,3073,2323,3967,5545,3417,2180,7692
250590,"Natural sands of all kinds, whether or not coloured (excluding silica sands, quartz sands, ...",577,413,373,417,349,275,231,186,156,156,,24961,39303,102196,44945,26015,19396,6654,7458,31751,11451,,3594,1820,1443,1807,2407,1875,2316,2064,1623,1914
293070,Bis(2-hydroxyethyl)sulfide (thiodiglycol (INN)),0,0,0,0,0,0,196,151,75,156,,0,0,0,0,0,759,1594,904,585,655,,0,0,0,0,0,0,211,194,105,185
282090,Manganese oxides (excluding manganese dioxide),1265,238,473,230,113,226,198,22,176,156,,9344,6074,6403,5569,7210,6222,7973,5666,6028,14982,,5922,2814,3764,3181,3459,3325,3715,3471,2941,2348
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",140,179,193,76,59,19,23,13,23,156,,24582,19714,27103,21728,33911,43698,39193,63298,101230,114856,,1834,1729,4809,1485,1444,2186,2913,2093,2129,4240
820291,"Straight saw blades, of base metal, for working metal",254,304,390,486,429,202,139,164,136,154,,27215,27012,29567,28287,25538,24009,23870,22367,21823,30583,,3409,2675,2873,2982,2972,4006,3075,3256,2817,3983
441850,"Shingles and shakes, of wood",0,0,0,0,0,0,0,0,0,153,,10564,17172,20255,17267,8283,10738,8084,12280,22264,27767,,64,112,26,153,55,26,140,159,80,298
480431,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",391,563,559,462,189,555,250,218,168,152,,24852,35537,29815,42024,58321,20183,25101,35407,34796,28007,,10192,7177,9313,6984,5749,9307,7342,8132,8081,13638
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",670,544,608,286,216,161,323,191,139,152,,23396,29984,26054,34029,21103,16861,24676,14929,19164,13069,,3005,2246,2662,1825,1406,1295,2114,1464,688,780
851529,"Machines for resistance welding of metals, neither fully nor partly automatic",306,644,684,999,370,346,405,274,248,152,,90501,67663,67010,59873,54599,55333,73791,70069,75797,81858,,906,1264,2189,1485,1117,944,794,676,722,582
50590,"Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, ...",255,422,491,683,281,272,287,168,175,151,,6856,33442,27257,7456,6185,4629,5820,5130,6677,8618,,1195,1478,1231,1366,1085,1142,1070,1148,800,473
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",7768,10108,6708,6009,7605,516,530,732,838,150,,22556,22297,44173,45477,37638,39448,37779,33858,34563,25717,,48060,44361,37547,32126,38466,28909,26900,20239,24004,25003
293723,Oestrogens and progestogens,540,924,495,168,241,71,106,199,133,150,,218958,279640,282134,224388,196276,204304,268752,267198,300060,307867,,8113,7596,7247,6407,14596,13380,11531,16312,22590,19129
700312,"Cast glass and rolled glass, in non-wired sheets, coloured throughout the mass """"body tinted"""", ...""",645,537,747,463,394,415,270,157,160,150,,18000,15360,15677,8740,8564,11528,13812,14981,31414,41265,,3229,3672,2425,2197,2832,1662,1715,1127,1114,1507
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",68,383,470,193,318,410,635,330,387,150,,9106,12410,30129,46887,58242,53416,76061,72853,48606,42958,,291,663,753,316,480,653,892,782,1047,397
230330,Brewing or distilling dregs and waste,3159,2701,4171,2689,2023,2043,2187,108,328,149,,12958,11230,6733,4124,2591,3662,1095,1280,4562,12202,,166152,184875,206516,113485,102226,112171,147985,129242,116595,148617
170410,"Chewing gum, whether or not sugar-coated",542,161,193,292,538,423,333,404,200,149,,51041,71595,92890,86605,91693,88435,112654,77226,65665,69598,,1607,1099,1295,1032,1389,1588,1334,1416,1069,2243
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",171,200,183,148,67,62,78,156,60,148,,20562,19388,18767,17621,16035,16099,22398,24472,27480,34997,,876,832,608,535,477,457,413,497,311,772
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,3458,2827,2565,2341,1810,1765,1388,214,92,148,,46488,22896,24623,23458,25119,23842,19422,18741,14211,16757,,6436,6780,6307,6037,4742,4889,4745,4924,2775,3262
60110,"Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant (excluding those used for ...",160,142,161,177,146,144,130,120,115,148,,1492,2595,2092,2235,2549,2876,2825,2514,2316,2370,,80928,76413,72701,60731,57902,57538,57182,51911,49186,53889
902229,"Apparatus based on the use of alpha, beta, gamma or other ionising radiation (other than for ...",0,5,79,0,0,0,0,204,230,148,,4449,6512,9789,11405,8087,9031,6322,5871,8421,9279,,8438,4344,8898,2449,2603,951,853,1045,2428,831
854079,"Microwave tubes, e.g. travelling wave tubes and carcinotrons (excluding magnetrons and grid-controlled ...",0,2,0,25,0,0,0,0,0,148,,1616,2622,902,1561,3552,1128,791,542,542,1324,,48665,47357,71807,41285,20306,81968,46440,26953,54720,53690
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",224,1205,298,773,152,335,354,643,161,147,,71768,61752,77969,57696,56655,79833,82171,86203,51809,56909,,3327,2209,1914,3584,3559,5492,5099,5102,8828,1274
410530,"Skins of sheep or lambs, in the dry state """"crust"""", without wool on, whether or not split ...""",31,22,9,24,153,22,78,17,56,146,,570,94,13,415,207,287,132,1025,1364,1339,,4153,4411,4099,3079,4348,3017,2322,1493,835,646
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",298,398,482,180,33,120,124,45,120,146,,19017,19022,19367,18739,16536,20039,17351,12480,16355,18527,,11902,8143,7859,6034,7912,12847,10046,9853,8452,9703
680229,"Monumental or building stone and articles thereof, simply cut or sawn, with a flat or even ...",813,627,397,321,150,148,261,236,197,145,,8463,15640,28522,12517,22505,18405,16566,13037,24601,13772,,1646,1891,1644,1233,1122,558,913,908,700,559
847021,"Electronic calculating machines incorporating a printing device, with mains connection (excluding ...",233,308,237,342,291,170,141,54,52,145,,54821,49852,47664,48012,44411,36585,38479,28418,17195,16453,,233,312,237,352,304,190,178,60,119,165
282810,"Calcium hypochlorites, incl. commercial calcium hypochlorite",0,0,0,0,0,0,0,10,98,145,,116874,115234,123881,95555,103194,98752,113903,91016,93772,88510,,0,0,3,0,0,0,5,10,123,145
790310,Zinc dust,0,0,0,0,0,0,0,0,0,145,,539,735,1548,458,176,205,106,323,153,166,,5728,7347,8058,9236,7304,10884,10097,11621,11105,25996
720927,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",510,658,435,203,214,169,192,74,138,145,,41362,37373,57836,47676,37446,52965,57981,49442,46997,71915,,2777,2542,1872,1485,1342,1190,1119,1155,785,778
401033,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",75,26,88,301,276,312,291,177,100,144,,6626,6494,9084,9713,8184,9684,10206,12145,12443,21563,,4730,4780,4232,2566,2576,2667,2429,2251,1791,2429
320642,Lithopone and other pigments and preparations based on zinc sulphide of a kind used for colouring ...,123,158,173,131,115,143,167,115,120,144,,19936,16876,19372,21786,20837,25115,17857,11614,6500,8239,,1654,2349,2448,2696,2484,2860,1441,1266,1270,1845
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",122,238,119,270,160,41,64,148,369,143,,15248,31428,41879,53505,48651,60776,50585,66077,46420,70949,,666,1105,820,1006,1573,901,646,746,475,418
482340,"Rolls, sheets and dials, printed for self-recording apparatus, in rolls of a width <= 36 cm, ...",130,164,189,144,169,192,137,210,137,143,,36137,45567,42959,28665,25710,33765,58277,58007,62169,80691,,1179,1592,1535,1624,1540,1095,1009,1015,874,954
281511,"Sodium hydroxide """"caustic soda"""" solid""""",1068,804,540,174,107,13,13,23,38,142,,254134,346171,287009,237483,284092,314109,388749,258554,183953,119285,,11406,9710,8928,6794,6487,6890,6013,6359,4480,5414
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,0,0,0,0,0,0,0,0,0,142,,363588,470308,516035,607902,626092,546365,571488,805005,697776,869048,,288516,216925,212764,193373,207009,165172,187992,209790,169449,197348
620119,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",368,432,744,902,713,410,437,358,275,141,,16226,14669,12937,12093,9922,10018,10938,9845,7019,7149,,1237,1202,1432,1894,1543,917,1706,1532,988,923
670490,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of animal hair or textile ...",1370,684,1095,274,421,757,189,378,243,141,,1022024,912211,954711,864562,932445,1083472,1556538,1745665,1590242,1481816,,1617,1356,1397,725,629,997,490,761,723,564
580211,"Terry towelling and similar woven terry fabrics, of cotton, unbleached (excluding narrow woven ...",546,336,282,314,110,131,465,235,101,141,,517,1275,2069,2368,3770,2877,3534,3331,1074,925,,787,724,727,457,195,299,702,984,764,840
140420,Cotton linters,2077,194,0,148,0,3739,2259,1100,942,141,,4352,644,333,286,134,4026,2388,1449,843,126,,32220,31212,15280,21536,15104,32828,25174,18683,12423,9132
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",1016,1632,1018,721,999,882,785,570,304,141,,15136,13086,10806,9411,8875,6993,4197,3299,4096,3009,,1096,1643,1031,729,999,882,793,570,311,150
843049,"Boring or sinking machinery for boring earth or extracting minerals or ores, not self-propelled ...",116,9434,136,53,47,230,172,852,77,140,,844722,744354,1009395,857734,543159,249764,526434,406645,194003,116690,,6953,16761,11291,7136,8376,8777,4492,7173,6950,2962
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",1384,1078,1227,1228,690,1166,2011,591,79,138,,12551,10161,9716,13043,15688,26500,18502,18430,16031,22940,,12217,5240,3876,3770,3698,4720,3879,3221,3015,4271
722090,"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",1128,1560,528,276,123,106,274,626,37,137,,23035,31156,25999,21455,23722,22534,39690,38740,39660,53523,,9866,9269,7614,6230,7262,8849,14493,12575,10252,8688
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,0,0,0,0,0,0,137,,232,348,311,236,291,286,238,340,186,47,,1181,1318,1334,1218,870,879,1069,904,735,1084
470790,"Recovered """"waste and scrap"""" paper or paperboard, incl. unsorted waste and scrap (excluding ...""",101,103,93,108,76,69,93,131,103,137,,79,358,258,299,164,188,199,150,201,10,,327,183,197,287,670,1004,896,745,303,155
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,665,1347,513,87,136,,56276,103405,83933,131769,182557,179710,109365,89051,72086,30855,,439,639,989,1209,1399,2237,4623,3863,3090,4099
650200,"Hat-shapes, plaited or made by assembling strips of any material (excluding blocked to shape, ...",808,237,480,361,331,194,334,114,180,136,,6915,8363,9412,11152,10431,8390,7455,8974,7406,9435,,1277,497,833,697,751,367,498,384,255,214
720690,"Iron and non-alloy steel, in puddled bars or other primary forms (excluding ingots, remelted ...",23973,547,82,157,253,131,139,185,129,136,,4,5,13,15,41,54,30,573,351,51,,24482,573,140,341,467,307,242,228,176,288
30481,"Frozen fillets of Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",353,24,605,191,179,106,266,247,70,136,,502875,483753,588396,480336,502893,582072,617678,538949,482805,380388,,160300,147885,246624,198128,191862,312272,312842,299699,322259,341264
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",27,5,41,38,41,47,34,161,67,135,,4239,3125,5758,6989,8955,8860,10808,13499,14286,14336,,414,395,189,53,243,125,51,177,71,139
853339,"Wirewound variable electrical resistors, incl. rheostats and potentiometers, for a power handling ...",87,148,149,9136,3835,2130,874,240,311,135,,4638,6626,6565,6291,2023,1112,1107,1481,1085,1460,,1372,1933,1691,10310,6962,3584,2480,1526,1321,1196
480810,"Corrugated paper and paperboard """"with or without glued flat surface sheets"""", whether or ...""",434,480,476,516,622,406,222,120,150,134,,58287,48325,64380,84773,74733,45963,34256,48932,68803,77454,,855,865,1135,628,767,510,365,225,279,281
40819,"Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, ...",6,4,0,0,0,5,36,46,149,132,,1332,1237,2089,2663,2515,3992,4718,5948,5362,8132,,23959,19703,17171,16443,15587,15007,15199,16435,16489,26803
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",310,720,22,3,106,62,297,77,185,132,,3871,9421,8340,7731,9412,16070,24534,25555,29570,34273,,5952,5129,4277,4668,7676,12924,15049,14787,5282,6704
630229,"Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)",384,325,230,251,166,223,53,119,51,132,,8604,20089,20637,9465,6416,8774,7822,8901,10047,31138,,474,362,272,302,185,261,89,182,78,170
283325,Sulphates of copper,5366,4270,3413,2949,2783,2999,1369,2035,1171,132,,39087,30493,31384,29177,19598,27608,32285,37528,27876,23996,,9471,7998,6803,5184,4953,5846,6715,4995,5290,6431
30559,"Dried fish, even salted but not smoked (excluding fillets, offal and cod)",1684,1294,2577,1274,960,481,261,318,817,131,,103189,100729,106436,124089,135951,128348,110276,112683,100858,85766,,9394,4916,6025,5529,5378,4414,4098,5179,6380,5652
480610,"Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",93,137,57,0,15,77,89,97,76,130,,1514,1641,2263,2904,3298,4279,5713,6262,5074,6823,,2131,2034,2059,1115,1537,2205,2601,2092,1653,1542
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",792,232,280,0,180,0,26,88,52,130,,5007,7946,10396,8894,11627,2964,5849,5225,3351,3566,,57117,47742,73455,60644,49014,44053,35487,12623,7179,8626
80132,"Fresh or dried cashew nuts, shelled",0,0,0,0,0,0,0,0,0,130,,60,51,24,102,110,70,264,444,72,330,,61491,61695,66143,76537,70793,107711,109200,93083,90280,102635
330124,"Oils of peppermint """"Mentha piperita"""", whether or not terpeneless, incl. concretes and absolutes""""",11,13,7,5,0,0,0,19,61,129,,24,181,29236,36000,5373,427,441,391,439,527,,15285,11955,13653,14504,17802,12855,11760,12394,14354,13638
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excluding incorporating ...",2624,4294,2459,902,1023,705,1010,669,349,129,,9092,15750,33031,32493,51661,24188,14435,14037,10830,8136,,50176,51385,37657,29099,27358,25324,28164,32843,24461,28225
721399,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel (excluding ...",989,201,10,25,47,13,1163,1182,671,129,,561,1530,1503,417,602,1211,19408,12600,4761,43400,,14960,10979,9355,9126,8633,8670,10773,13773,9597,14274
600610,"Fabrics, knitted or crocheted, of a width of > 30 cm, of wool or fine animal hair (excluding ...""",1071,543,905,642,470,697,602,502,297,128,,5400,6837,15044,11710,9435,10028,11127,13100,13289,15170,,7820,10165,8842,4946,3102,2628,2606,2715,2295,2249
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,48,89,146,152,75,34,9,3,158,128,,16843,15673,19761,23245,39102,47400,53885,55943,59698,72699,,115,174,275,192,106,62,42,41,193,586
910121,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",262,151,23,25,22,246,384,625,105,128,,3139,11994,39052,34778,27271,47564,16671,45854,47110,41679,,263768,243608,276858,358246,310444,289670,305634,351299,229828,274637
521139,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",233,405,313,182,201,114,171,100,26,127,,112994,183926,235393,269892,275796,284029,265182,212957,154906,182434,,1680,3426,2348,1851,1089,1107,1409,1651,746,476
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",155,170,130,124,164,100,123,184,171,127,,80894,92757,123307,81742,82768,78816,66038,58232,53692,53005,,3979,3856,5358,4669,6372,6758,7603,9396,9128,9649
540339,"Artificial filament yarn, incl. artificial monofilament of < 67 decitex, single (excluding ...",34,34,0,122,10,0,5,6,71,126,,19856,20905,16472,11622,12537,12032,11204,9085,4774,6151,,34,40,6,128,16,2,193,21,383,640
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,4,19,0,34,32,9,80,154,162,126,,17559,14436,14100,13007,11360,11889,17956,22073,20307,13414,,666,643,611,604,418,307,266,307,370,255
860791,"Parts of railway or tramway locomotives, n.e.s.",603,973,713,398,117,665,170,335,256,125,,186581,187369,276769,254429,228344,242039,313511,324667,302694,322234,,881,984,964,1362,2362,2986,533,816,613,308
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into ...",168,57,51,10,7,2,29,32,22,125,,16580,19696,24764,17061,13277,12470,12803,9294,14346,21136,,263,213,190,152,207,221,402,343,282,387
283650,Calcium carbonate,162,134,169,186,143,143,165,155,101,124,,16884,19968,22934,21570,17754,17839,22858,38129,50844,44251,,950,613,403,577,431,339,370,574,560,683
291221,Benzaldehyde,81,133,127,182,56,99,187,99,69,124,,18780,20101,18645,22019,26016,27936,25958,26938,35870,42312,,898,925,743,671,658,713,682,681,585,809
151519,"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excluding ...",0,0,0,753,103,68,110,131,122,123,,4247,3934,4293,5622,5213,6059,4410,3030,2680,3887,,8318,7282,8151,11558,6798,5985,5316,7039,5625,7578
20810,"Fresh, chilled or frozen meat and edible offal of rabbits or hares",37,0,33,55,53,30,40,80,57,123,,39065,38287,54679,29207,22024,29516,28608,23006,19454,16125,,289,342,272,309,335,378,246,337,225,362
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",7046,1778,1054,581,843,694,549,150,139,122,,101643,118351,135453,147822,122119,100663,105559,98351,81277,112189,,17080,24753,15498,10948,14175,6183,10755,17501,9682,12030
220720,Denatured ethyl alcohol and other spirits of any strength,0,0,0,0,15,7,13,7,480,122,,5473,1513,1753,284,912,1623,16499,26,17483,3587,,50,53,67,56,20,11,52,30,741,195
480550,"Felt paper and paperboard, in rolls of a width > 36 cm or in square or rectangular sheets with ...",13,16,0,0,15,0,0,15,40,122,,140,332,366,262,285,858,796,318,442,56,,117,35,5,0,35,2,12,21,40,122
521119,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",927,1003,651,553,162,125,328,338,241,121,,29262,26614,18379,16979,42859,52062,15314,19377,16728,16535,,975,1199,851,1090,789,1142,1377,910,756,853
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",361,316,292,366,282,141,139,69,98,121,,10927,11516,10100,12433,17637,19860,22763,25454,25145,25972,,48028,38676,33632,27879,29577,31721,36100,35675,29747,31275
440797,"Poplar and aspen """"Populus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or ...""",0,0,0,0,0,164,185,121,67,120,,0,0,0,0,0,192,445,3820,1111,6916,,0,0,0,0,0,2117,2305,2020,1442,2696
