Product code,Product label,"Japan's imports from Korea, Republic of-Value in 2012","Japan's imports from Korea, Republic of-Value in 2013","Japan's imports from Korea, Republic of-Value in 2014","Japan's imports from Korea, Republic of-Value in 2015","Japan's imports from Korea, Republic of-Value in 2016","Japan's imports from Korea, Republic of-Value in 2017","Japan's imports from Korea, Republic of-Value in 2018","Japan's imports from Korea, Republic of-Value in 2019","Japan's imports from Korea, Republic of-Value in 2020","Japan's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",257,218,237,205,179,164,162,154,167,116,,13602,19447,27428,24335,19550,23013,28150,27011,32983,43102,,97817,78606,75394,47902,43545,42171,48119,45038,45198,49069
391733,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",153,205,135,114,415,598,70,83,140,116,,3845,3238,3171,5844,6620,8243,15351,29794,25886,26411,,14740,17638,16839,17284,20857,21841,23554,25338,28813,31939
551519,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other ...",42,41,38,82,78,5,63,214,194,115,,11769,8026,10209,6912,9243,7178,9869,9380,4407,4243,,1230,714,1236,1290,861,704,792,827,781,782
370710,"Sensitising emulsions """"for photographic uses""""""""",730,407,615,732,845,985,703,619,171,115,,241,296,306,387,255,272,346,314,207,218,,26927,7806,6546,5865,6095,7183,7336,9359,9254,10257
391610,"Monofilament of which any cross-sectional dimension > 1 mm, rods, sticks and profile shapes, ...",199,112,89,85,88,132,178,60,70,114,,898,1216,930,987,1010,855,1308,1368,1291,1376,,6593,7576,8744,9504,10508,12846,14013,13717,16344,20375
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",1207,937,2393,2762,3511,4056,1534,29,98,114,,186442,200311,211854,209631,186637,230085,303683,306466,275589,400710,,65395,65978,73178,69655,86705,86460,83758,77985,65855,88615
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",43,65,40,39,8,18,45,32,47,114,,9523,14253,19054,17095,14766,16698,20546,27648,19436,22241,,10585,10045,12180,14375,15226,15196,20770,17091,10263,10453
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",494,606,427,505,345,158,323,133,100,113,,1894,2044,2868,2537,1732,738,1134,2414,1838,1247,,9392,7956,7874,6525,6586,6347,6826,5656,5580,6347
842691,Cranes designed for mounting on road vehicles,890,634,534,248,86,27,374,142,100,112,,70299,90427,91004,48341,38532,58397,56958,63742,71127,85738,,18993,10654,21349,17517,14283,14142,15897,21052,16881,16248
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",124,54,33,36,57,33,91,77,84,112,,1127,1672,1532,1698,1483,1643,1690,646,697,1954,,807,821,506,394,397,323,417,373,385,361
851130,Distributors and ignition coils of a kind used for spark-ignition or compression-ignition internal ...,46,51,189,130,48,59,86,112,47,112,,29413,36002,37337,38668,63829,48868,43187,28834,17455,21922,,30020,32208,58641,34043,20182,22453,25805,27816,23122,30501
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",16,29,43,35,40,38,54,38,97,111,,2133,3054,5180,5801,2805,2007,2035,3802,2070,2878,,1398,1548,1290,1158,1096,1014,1327,1132,983,713
400690,"Rods, bars, tubes, profiles and other forms of unvulcanised rubber, incl. mixed rubber, and ...",422,342,237,8,121,3,72,64,104,110,,4957,3539,2952,2233,1672,2006,2044,1741,2112,1629,,2078,2131,2517,1631,1843,2206,2592,3207,2887,3048
420299,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",231,129,94,155,115,111,92,167,63,110,,9965,17019,13261,11380,10134,12828,14739,16561,17945,29836,,38619,39071,41651,38869,39819,39432,41759,41279,38181,42959
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,91,5,105,72,110,,0,0,0,0,0,2165,3592,3282,2542,599,,0,0,0,0,0,16494,25799,21206,16583,23249
70920,Fresh or chilled asparagus,0,0,0,12,77,124,141,190,51,110,,1,1,1,12,75,133,141,186,73,120,,96058,72864,71252,56471,71055,64715,67054,60810,57337,53015
551219,"Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different ...",776,594,426,940,788,580,437,413,255,110,,79640,98542,120125,111027,88272,84405,95492,87774,63744,60128,,4488,4110,5151,4923,5294,5158,5038,5072,3819,3790
851240,"Electrical windscreen wipers, defrosters and demisters, for motor vehicles",4786,6097,4365,2620,1951,2124,3148,2030,406,109,,25398,31687,45009,44519,46939,40361,40741,28786,15817,11726,,31469,25347,23267,19545,18739,19656,23391,26327,21479,25016
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",10,0,0,4,0,0,92,218,202,109,,8478,7723,7142,4922,4946,8855,22345,27595,16795,50587,,2321,1450,1610,2197,3730,3571,4716,4586,4074,5027
481420,"Wallpaper and similar wallcoverings of paper, consisting of paper coated or covered, on the ...",92,18,123,184,74,220,87,102,72,109,,100565,115645,131446,125268,96008,79974,63672,48327,38611,40548,,3158,3929,3470,4029,4198,4874,4387,4479,4976,4970
350400,"Peptones and their derivatives; other albuminous substances and their derivatives, n.e.s.; ...",999,578,609,429,312,234,717,264,200,109,,4467,5174,8431,8823,11573,11291,16909,29477,28711,35386,,260152,266721,287686,258899,241717,253826,250925,274498,295891,336745
580710,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",49,72,35,53,31,27,112,38,81,108,,138521,145347,147959,129964,118366,88492,82120,76538,56036,68715,,3613,3402,3044,3761,3694,3420,4111,4309,3558,4673
722820,"Bars and rods of silico-manganese steel (excluding semi-finished products, flat-rolled products ...",0,0,0,7,49,280,46,110,113,108,,1539,1840,1920,1691,772,115,518,1035,1161,1564,,1562,1493,3404,3474,3817,3389,3317,3611,3107,1874
400811,"Plates, sheets and strip of cellular rubber",284,263,252,192,280,369,481,375,267,108,,18440,19876,18608,21495,20860,24278,24303,26311,20756,29067,,9479,7872,10216,9240,9073,9580,11762,14943,8825,9104
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines ...",142,207,142,83,141,82,103,90,113,108,,2526,6833,6250,3881,1612,1574,1476,1219,1069,982,,19629,14180,12341,9114,10732,12740,14977,13641,10246,13340
411520,"Parings and other waste of leather or of composition leather, not suitable for the manufacture ...",32,0,0,11,31,20,0,29,104,108,,4220,4382,4788,3557,3112,3226,2882,1333,1104,923,,32,0,0,19,49,41,30,51,118,127
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",65,22,101,95,132,329,377,116,1007,108,,107,343,84,162,196,164,62,129,172,138,,10230,10289,9351,8589,9387,9034,9334,8562,9588,11181
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",82,571,0,119,241,0,288,27,9,108,,2805,6241,2234,1741,2491,3668,3544,8372,4357,1554,,2489,4224,6536,4200,5070,2239,2277,4388,4044,10403
920930,Musical instrument strings,234,167,126,138,127,84,117,97,122,108,,1497,1552,990,1047,945,488,518,447,419,485,,25850,24605,23346,22923,22803,21933,21270,19839,16788,19010
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,21,151,109,24,31,77,147,41,82,108,,2849,2556,3532,1282,252,265,1264,579,371,805,,455,669,584,157,540,377,863,803,589,275
160553,"Mussels, prepared or preserved (excluding smoked)",1014,641,730,937,778,655,510,420,313,107,,844,688,1119,1265,1734,1115,856,568,748,639,,10605,12615,12942,12829,12713,11540,10819,11923,9697,8432
851629,Electric space-heating and soil-heating apparatus (excluding storage heating radiators),486,589,614,272,137,306,281,310,210,107,,17449,19823,17338,15774,21944,33685,49466,44788,41193,41661,,254364,215160,189696,179584,178317,222279,320100,360094,274655,334579
851671,"Electro-thermic coffee or tea makers, for domestic use",816,89,324,213,188,451,264,34,109,106,,3220,3025,2777,2795,2051,1920,1697,2840,1617,945,,109314,121189,131961,131956,126912,109013,100580,92900,82023,102277
730230,"Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway ...",0,0,0,0,0,0,0,287,86,106,,667,9,14,29,399,110,1035,8461,6141,7117,,271,574,520,39,101,163,23,705,830,837
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",199,195,1202,1930,446,550,912,751,84,106,,1816,263,0,0,4,30,306,210,0,0,,5269,9076,10845,12203,7680,6423,6072,6958,8302,10458
820551,"Household hand tools, non-mechanical, with working parts of base metal, n.e.s.",290,279,220,50,32,81,60,120,133,106,,449,703,517,581,879,2243,840,1078,1031,1162,,23764,26156,27119,30182,27886,24164,22767,21178,23154,30941
600110,"""Long pile"""" fabrics, knitted or crocheted""""",197,467,524,314,166,128,192,164,82,105,,58781,53396,56494,47403,36607,38368,37681,39924,21444,33852,,4734,3726,2822,1635,1532,1883,3143,3748,2357,3494
621290,"Corsets, braces, garters, suspenders and similar articles and parts thereof, incl. parts of ...",28,197,90,23,122,39,52,296,118,105,,5506,5825,7276,2219,2279,2435,2668,2165,1044,1299,,54464,186427,269761,196242,214922,263786,304293,227456,211662,264633
820713,"Rock-drilling or earth-boring tools, interchangeable, with working parts of sintered metal ...",109,77,209,144,90,95,194,193,156,105,,637,913,493,1238,1080,1380,1541,1456,1622,1466,,4146,7900,6189,7293,5686,8034,11775,9906,8600,8976
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",121,191,336,436,546,110,166,133,179,104,,2836,1810,1525,1913,2604,4226,2405,3278,1614,2501,,1984,2028,2510,2362,2641,2050,2012,1794,2023,1796
621210,"Brassieres of all types of textile materials, whether or not elasticated, incl. knitted or ...",200,117,236,103,134,54,82,28,67,103,,5159,4071,2915,2237,1726,1604,2830,3750,2522,2304,,623041,597912,553907,488311,542936,564544,568954,533719,526882,509390
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",438,198,641,287,206,142,90,116,149,103,,4637,7507,4292,3980,9501,4334,4480,4046,3473,3356,,24847,27887,25542,22243,20715,21317,27583,25922,22891,27762
750512,"Bars, rods, profiles and wire, of nickel alloys, n.e.s. (excluding electrically insulated products)",178,147,39,49,75,42,319,137,35,103,,3449,272,126,1676,5092,2577,3914,4644,8654,797,,29508,29726,36456,40820,42642,41415,66599,56771,52277,30415
620449,"Women's or girls' dresses of textile materials (excluding of wool, fine animal hair, cotton ...",207,291,232,138,41,63,267,141,160,103,,4689,6281,8338,8787,7087,7265,6503,7728,4862,5857,,80565,68529,63167,58686,56510,54258,58635,78215,63037,47259
731449,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection (excluding ...",78,217,42,32,103,5,142,283,74,102,,8539,6860,8251,6310,4179,4994,4491,5054,6550,13187,,8815,7894,9570,9502,8810,10269,11891,7983,5725,7006
540791,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",980,232,329,259,102,116,67,80,74,101,,5987,9193,10294,9003,9734,7672,8089,6758,4296,3325,,21516,19831,17971,24822,22857,20509,19315,24735,21913,18190
902131,Artificial joints for orthopaedic purposes,0,0,0,0,0,0,5,0,105,101,,4857,6820,7501,9330,11181,14258,13758,13111,15962,9984,,532023,475119,438160,383493,402706,372048,438102,461207,456720,463098
741810,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",307,113,33,142,152,39,309,458,153,100,,3652,699,331,379,196,345,316,456,422,647,,1560,1284,1715,1339,1528,1410,1980,1960,1391,1768
910700,Time switches with clock or watch movement or with synchronous motor,109,82,71,92,108,101,94,79,106,100,,751,343,368,408,409,340,305,332,372,338,,16978,16308,17132,16940,18668,19760,21124,17880,19705,21125
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",1291,336,65,493,1274,698,733,739,766,100,,1914,2685,2241,1670,1814,1543,1042,1366,1213,691,,33724,33859,30936,26410,31246,24734,29214,24221,22220,26667
821599,"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ...",132,64,94,117,25,43,184,38,74,100,,5043,5776,5433,5880,4593,5064,5749,4568,3964,5414,,16710,20452,19292,18060,19773,20376,22952,23529,23339,23155
820510,"Hand-operated drilling, threading or tapping hand tools",37,29,172,192,81,95,69,44,15,99,,3122,3511,6787,3199,2666,2396,3416,3444,4049,4033,,2273,1911,2220,1930,1939,2183,2143,2165,2157,3041
340120,"Soap in the form of flakes, granules, powder, paste or in aqueous solution",440,512,389,267,86,54,57,94,575,99,,7981,7900,6292,4600,4737,3169,3582,2996,5533,3740,,48060,44361,37547,32126,38466,28909,26900,20239,24004,25003
640610,Uppers and parts thereof (excluding stiffeners and general parts made of asbestos),1743,1100,462,491,453,489,339,143,49,99,,63370,73257,75422,89902,115499,89196,78314,62122,45459,50073,,220886,180134,160137,128959,122292,116604,112144,106454,77898,66087
740811,"Wire of refined copper, with a maximum cross-sectional dimension of > 6 mm",0,13,55,52,29,57,84,184,14,99,,363635,476925,429052,314784,292834,389629,435958,389346,334928,477868,,22548,21493,28500,23101,16562,23997,36742,61412,37493,46886
481730,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment ...",1146,1020,841,456,259,282,294,298,249,99,,3173,4167,2806,2059,2074,2424,2532,2397,2167,3721,,8769,6361,3956,3510,2427,2248,2199,2293,1969,3005
200580,"Sweetcorn """"Zea Mays var. Saccharata"""", prepared or preserved otherwise than by vinegar or ...""",0,0,0,0,0,0,0,15,14,98,,27,28,37,137,224,138,122,103,65,134,,98204,92420,91639,91299,86812,98458,100543,97003,97340,96645
701020,"Stoppers, lids and other closures, of glass",66,113,57,107,213,149,142,133,77,98,,74,46,62,142,210,337,340,169,275,487,,2340,2078,3164,2996,3439,3375,3167,3133,4028,4362
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),54,108,15,2,0,626,30,0,66,98,,1517,1360,704,938,2699,3684,2965,2038,1586,1121,,42804,50660,35201,33206,27966,31569,31057,26248,24250,34540
81330,Dried apples,0,0,6,26,36,32,103,76,104,97,,20,19,8,86,254,69,85,67,120,142,,333,1085,1419,1794,2074,2306,2788,4103,3918,2531
940169,"Seats, with wooden frames (excluding upholstered)",38,69,6,34,39,35,64,48,136,97,,2296,2889,2817,1719,2513,4204,1664,1680,2112,1633,,78444,87178,89586,80297,84980,83217,85270,80350,79475,87812
330530,Hair lacquers,203,114,150,238,167,119,242,145,128,97,,463,465,505,752,2050,679,567,1100,2848,3162,,855,1451,816,759,566,577,672,689,658,388
940330,Wooden furniture for offices (excluding seats),180,400,98,110,37,124,134,48,77,97,,22475,25212,20386,16299,13642,13972,13569,14706,7643,7110,,27038,24093,32080,24382,25611,25692,22002,23149,21771,30962
251110,"Natural barium sulphate """"barytes""""""""",103,95,115,70,97,107,95,95,84,97,,596,220,656,345,688,470,347,418,319,324,,15741,10496,10191,9841,9720,8551,9909,9867,5696,8167
490510,"Globes, printed (excluding relief globes)",231,138,163,158,206,139,139,138,77,96,,328,330,473,321,421,327,389,422,451,492,,3820,3536,3685,2975,3400,7812,4406,7160,4193,2654
690310,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",130,55,65,77,250,110,161,274,476,96,,7071,6521,8080,10378,9090,7910,8804,12468,9682,12824,,1504,1147,1751,1998,1978,2008,2217,1929,1955,1482
430310,Articles of apparel and clothing accessories of furskin (excluding gloves made of leather and ...,895,605,461,302,195,105,213,188,37,96,,11807,12419,15790,12073,11934,13214,19193,15714,8040,8325,,176829,159937,121090,88183,68276,69642,74271,50884,28940,28656
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",257,199,288,254,123,132,123,142,112,96,,10618,7018,7483,11816,10200,7811,7954,7653,9638,14064,,10762,15112,11361,15237,13490,8467,12023,7224,11328,8653
210310,Soya sauce,57,70,39,47,53,64,59,73,110,96,,13864,15345,13470,13104,13440,13967,14469,15230,16073,18603,,1360,1830,1728,1594,1723,1796,1933,2403,2588,3001
650699,"Headgear, whether or not lined or trimmed, n.e.s.",347,267,269,265,74,66,48,65,42,96,,16296,10131,15773,12831,11357,13145,12866,6623,10039,11607,,13025,13318,12595,13879,7815,9640,8452,8223,8220,6490
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,81,50,59,61,43,39,35,35,49,96,,2691,4104,4695,4321,4733,5570,7330,8004,5127,6146,,1654,1933,1912,1881,2472,2791,3010,2351,2610,2931
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",0,0,0,0,13,10,22,51,79,96,,7854,9858,8030,6262,5238,2796,2459,1955,850,802,,2110,2229,2609,2581,3085,2311,2261,1869,1374,1024
540231,"Textured filament yarn of nylon or other polyamides, with a linear density of <= 50 tex per ...",57,3,11,46,153,70,70,184,90,96,,10459,4748,5046,3913,3323,4230,5232,7205,5525,5863,,16873,15704,18109,17401,18979,17481,17868,17597,12845,18651
900220,"Filters, optical, being parts of or fittings for instruments, apparatus and appliances, framed ...",5745,526,643,327,317,522,202,66,49,95,,43108,35750,19815,22464,16971,45608,37469,32018,21458,15388,,119838,59373,53873,49708,43612,72026,42381,27190,27400,40196
843340,"Straw or fodder balers, incl. pick-up balers",176,180,189,167,188,183,94,95,166,94,,12399,16630,8441,8350,7107,4090,7961,2329,739,468,,15097,24837,20424,16427,16656,24514,18310,21113,20197,24059
841420,Hand-operated or foot-operated air pumps,334,315,158,58,31,25,4,0,29,94,,609,746,600,416,352,547,640,405,554,1008,,21295,20548,22891,18494,17661,17182,15582,14841,15861,18616
851640,Electric smoothing irons,334,136,102,73,63,11,5,8,7,94,,1800,1437,1361,869,1098,749,711,1290,673,621,,48861,43327,54613,63305,59830,63061,62071,58316,51106,52172
70490,"Fresh or chilled cabbages, kohlrabi, kale and similar edible brassicas (excl. cauliflowers, ...",2479,1191,3822,991,511,158,6876,362,770,94,,8931,8459,15570,17387,15010,16620,21527,26584,19936,20649,,110077,87113,74592,51399,65068,44761,85913,34008,30183,18779
110630,"Flour, meal and powder of produce of chapter 8 """"Edible fruit and nuts; peel of citrus fruits ...""",0,0,0,0,71,86,273,0,35,94,,78,55,107,214,531,669,419,148,147,68,,7440,10009,13303,15378,13265,11876,12256,11218,15132,13206
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",13,2,13,19,3,8,14,3,22,94,,1456,1635,1564,1396,1123,1263,1139,913,748,1340,,7273,6364,7969,6742,7386,6369,6323,6418,6670,8225
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",184,129,124,153,131,131,90,123,97,94,,47236,47737,52869,56383,61734,58728,52242,53702,43862,63955,,5794,6247,6291,5576,4626,5028,4234,4120,3404,5674
920890,"Fairground organs, mechanical street organs, mechanical singing birds, musical saws and other ...",167,100,59,76,20,87,53,66,64,94,,220,83,79,30,71,42,51,18,17,9,,3598,3207,4057,2552,2275,2455,2101,2179,2509,2319
261510,Zirconium ores and concentrates,4,0,0,0,16,67,0,0,0,94,,1942,1067,661,456,382,378,3373,329,499,1206,,107026,56745,61460,56259,36857,37209,80313,60548,35862,40082
283990,"Silicates, incl. commercial alkali metal silicates (excluding sodium silicates)",362,304,198,149,77,115,119,113,76,93,,4898,3942,2556,2442,2408,2305,1778,1518,2742,4877,,7212,6043,5042,4848,4655,4549,5225,4942,4345,6374
871499,"Parts and accessories, for bicycles, n.e.s.",37,56,48,27,116,23,57,19,62,92,,7918,7753,6558,2630,2581,2926,3660,6474,6358,11055,,94750,100554,104199,93842,91471,89143,92780,83912,93076,111595
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",78,54,14,50,112,134,253,322,110,92,,14526,15148,19146,39385,43898,55583,46616,44134,57981,74514,,53651,35753,38568,37136,38908,46409,52987,37288,30617,39462
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",297,241,497,473,542,529,314,443,240,92,,47218,56536,66935,65772,67680,72337,96579,87940,66599,71219,,5451,7566,10666,10998,11982,15077,13605,14045,10335,12737
911390,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",22,0,8,13,30,52,16,39,24,92,,660,706,1943,2239,3149,4458,3827,3970,800,8702,,28748,30001,30620,30441,32681,33518,34405,35074,28918,32166
790390,"Zinc powders and flakes (excluding grains of zinc, and spangles of heading 8308, and zinc dust)",1167,221,140,20,96,192,96,161,166,92,,9660,8004,6372,5307,3887,7034,10326,8221,4035,7221,,2058,1199,1547,1508,1817,3046,4111,1529,1043,1578
600539,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,195,150,108,45,91,,0,0,0,0,0,17665,21690,13790,6143,9291,,0,0,0,0,0,593,654,600,420,815
910690,"Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating ...",29,20,17,45,53,64,67,66,50,91,,1036,868,987,1594,1945,2150,1758,1634,1673,1869,,19711,17925,17331,16777,16235,15361,15800,15658,18647,18873
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely ...",31,0,39,18,34,214,52,105,66,90,,666,548,348,244,194,577,247,239,102,222,,998,1014,915,511,645,996,357,593,470,490
732290,"Air heaters and hot-air distributors, incl. distributors which can also distribute fresh or ...",292,111,713,1998,100,437,70,56,36,89,,17851,22906,24821,26199,15602,17236,19064,22048,16389,22954,,7655,8339,10155,10551,8723,6034,12067,5570,3502,7966
830130,"Locks used for furniture, of base metal",0,47,0,2,67,16,28,84,63,89,,133,326,801,1012,1137,963,1366,2254,2105,1923,,4050,4415,5261,4139,4596,4980,6141,6661,5303,5173
732181,"Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, ...",2033,221,25,8,35,95,43,61,79,89,,3526,2887,2272,1041,1707,2743,2531,2946,2642,3172,,10965,6280,7720,6765,3870,3599,6144,7781,8288,9377
910211,"Wrist-watches, whether or not incorporating a stop-watch facility, electrically operated, with ...",323,306,135,1317,533,426,227,171,217,88,,29163,25717,17956,14760,12265,14570,12344,12033,12722,15968,,755609,713443,713101,671530,661189,639631,593711,598040,377456,343456
610712,"Men's or boys' underpants and briefs of man-made fibres, knitted or crocheted",1185,1132,1071,1076,1437,482,31,164,63,88,,1093,1506,1489,1495,1860,1712,1417,1980,1976,1949,,216651,244246,233856,192855,186004,196901,226207,211055,176458,180449
901090,"Parts and accessories for apparatus and equipment for photographic or cinematographic laboratories, ...",738,200,143,396,895,140,156,42,121,88,,8802,6906,3273,2938,5952,4034,2647,4383,3088,4589,,3863,3830,1826,1868,2945,2544,2077,1300,1295,2054
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",70,122,194,212,174,167,112,30,18,87,,22588,19775,22080,18978,19396,16255,17756,14353,29066,24212,,6816,6099,7098,6203,6678,6208,5677,5713,8117,5350
845020,"Laundry-type washing machines, of a dry linen capacity > 10 kg",22,48,8,23,62,107,263,285,100,87,,1139585,795802,624720,444263,432901,545742,380016,342237,310953,669374,,10619,19171,29694,25665,31955,51963,62204,87107,124003,186169
741122,"Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""",1062,58,72,144,50,19,366,25,99,87,,45177,38047,35297,35319,23773,17367,20552,26665,28389,25532,,1425,743,1509,1194,478,585,1088,1174,748,1104
630221,Printed bedlinen of cotton (excluding knitted or crocheted),29,4,8,0,0,2,6,60,103,86,,59,58,159,276,598,519,383,227,348,765,,64782,68775,64740,60346,59791,62896,67880,70198,54066,55095
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",3,0,111,83,0,11,0,0,69,86,,2576,988,747,2311,2890,923,1413,1152,1014,1398,,6194,7040,7353,5677,6864,7299,4746,4737,3816,7118
60319,"Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excluding ...",385,360,295,159,312,365,202,98,109,86,,1765,1620,1525,995,1138,1333,621,845,851,415,,48028,38676,33632,27879,29577,31721,36100,35675,29747,31275
621490,"Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excluding ...",206,382,183,86,98,56,30,24,57,85,,7458,4828,2318,2128,1832,1207,791,1020,826,761,,50985,50890,44762,28662,20453,18214,18158,14599,11159,6461
901720,"Drawing, marking-out and mathematical calculating instruments (excluding drafting tables and ...",225,54,44,111,94,75,826,203,100,85,,387,590,1071,1277,2246,3577,1615,769,899,1229,,14769,12744,14742,13716,15259,15643,17759,17019,14942,15971
700800,Multiple-walled insulating units of glass,224,103,40,0,12,0,77,77,95,85,,396,973,2511,3902,802,2833,1847,1052,350,70,,9920,7808,7502,5200,4507,4814,7851,5474,5465,5637
846719,"Pneumatic tools for working in the hand, non-rotary type",613,740,580,399,96,110,155,124,125,85,,3500,5070,3847,5869,3994,3796,3798,3615,4153,3966,,9953,13774,13408,10498,11604,9954,9414,8370,8378,8225
310540,"Ammonium dihydrogenorthophosphate """"monoammonium phosphate"""", whether or not mixed with diammonium ...""",8,18,17,27,15,16,11,65,120,84,,0,1,3,3,1,38,22,1708,1322,10730,,74804,67444,64947,55889,44600,50529,54363,55051,48578,65853
810930,Zirconium waste and scrap (excluding ash and residues containing zirconium),129,85,0,0,121,21,0,11,88,84,,114,206,327,655,406,696,450,539,96,555,,172,667,1147,1483,1640,1003,1182,2282,2399,2335
841810,"Combined refrigerator-freezers, with separate external doors or drawers, or combinations thereof",3297,2574,2847,647,155,72,71,88,265,84,,2106784,1947273,2027527,1839671,1750696,1628670,1326131,1481253,1863746,2736438,,810617,773100,752214,641428,587193,622637,622972,753202,859270,908532
320414,Direct synthetic organic dyes; preparations based on direct synthetic organic dyes of a kind ...,20,20,37,42,253,160,253,6,103,84,,3343,4081,2190,2046,2212,2177,2306,2068,1438,1458,,51626,43122,38289,34671,29178,34431,31856,35447,25265,33266
610892,"Women's or girls' n?glig?s, bathrobes, dressing gowns, housejackets and similar articles of ...",82,89,27,16,9,43,0,23,62,84,,1831,2042,643,521,1112,2394,3285,1559,885,428,,91465,85611,65080,56125,46923,51229,60199,47265,39553,47998
841011,"Hydraulic turbines and water wheels, of a power <= 1.000 kW (excluding hydraulic power engines ...",0,349,665,277,87,296,390,101,174,84,,62,445,923,857,978,651,1057,104,442,1197,,300,595,784,816,238,1997,1836,1001,1291,862
330720,Personal deodorants and antiperspirants,28,17,12,0,0,0,0,35,55,83,,5940,5740,5689,3086,1016,1025,1805,3498,3717,2984,,30072,19010,9192,17723,9564,17716,9102,9068,10264,9113
480210,Handmade paper and paperboard of any size or shape,181,204,205,198,179,152,128,161,146,83,,344,359,345,258,304,382,448,476,448,381,,20557,19190,16105,13868,13366,12039,12594,12741,8575,10710
