Product code,Product label,Singapore's imports from Japan-Value in 2012,Singapore's imports from Japan-Value in 2013,Singapore's imports from Japan-Value in 2014,Singapore's imports from Japan-Value in 2015,Singapore's imports from Japan-Value in 2016,Singapore's imports from Japan-Value in 2017,Singapore's imports from Japan-Value in 2018,Singapore's imports from Japan-Value in 2019,Singapore's imports from Japan-Value in 2020,Singapore's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",0,5,55,12,10,16,10,12,16,15,,21,8,0,4,31,7,48,84,97,163,,2129,2444,2648,3011,3601,3063,3099,2724,2956,4945
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",6,51,0,10,0,9,9,12,24,15,,554,392,421,453,398,316,269,295,408,460,,5054,5007,5109,5621,7408,10258,10023,7958,7695,11193
280421,Argon,9,7,10,19,14,30,17,13,16,15,,109,30,55,60,35,37,20,10,33,31,,2007,2055,3016,3066,2931,4309,1753,2991,2803,4962
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",24,3,6,15,18,21,11,10,11,15,,54897,41619,47866,40492,34306,41677,46774,30219,93840,39860,,7107,465,1210,1085,827,1336,739,411,292,32
520949,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, made of ...",235,121,156,49,55,112,51,31,37,15,,3760,3211,4522,2975,2936,2122,2264,1707,1351,1929,,1316,596,664,488,492,478,337,227,1269,4391
610190,"Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...",2,4,3,0,1,8,7,8,4,14,,213,172,148,381,175,224,250,323,204,280,,793,1074,983,1467,1764,1656,2226,1559,2975,2821
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),0,0,14,65,57,4,65,3,9,14,,1600,1522,1653,1379,1606,1448,1232,1688,1445,968,,3278,4670,7008,6937,6762,10178,12039,11504,8083,7364
91099,"Spices (excluding pepper of the genus Piper, fruit of the genus Capsicum or of the genus Pimenta, ...""",6,10,5,6,7,7,19,11,27,14,,4315,3288,3091,2754,3454,2816,2790,3002,3471,5700,,2587,2237,1442,1561,1492,1558,1275,1238,1765,2065
290230,Toluene,4,1,6,13,18,31,27,18,15,14,,149360,414929,554999,458939,320251,400214,467727,339594,168606,326005,,24865,25324,10405,26292,26382,8156,7781,29142,32009,33141
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,0,2,11,27,14,,0,0,0,0,0,74,6,17,22,29,,0,0,0,0,0,0,184,333,375,455
250900,Chalk,0,17,0,0,1,5,2,18,13,14,,878,1477,1550,1162,931,671,842,826,1032,2038,,358,349,234,140,118,174,150,86,35,41
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",1529,1812,977,658,212,179,166,116,14,14,,1165,630,504,345,555,433,543,344,1364,333,,13602,14688,16377,14280,12881,14363,17680,15485,12773,20947
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",13,28,25,10,3,70,27,16,373,14,,2010,1771,3629,2462,1239,1064,1583,679,1081,2189,,2436,2661,1983,2595,1719,2864,2297,2891,3724,1697
846039,"Sharpening """"tool or cutter grinding"""" machines, not numerically controlled""""",192,280,15,294,0,3,2,50,43,14,,12527,9828,5817,5819,6071,5540,5713,5933,4963,4027,,1030,840,360,831,577,784,356,1454,295,262
940130,"Swivel seats with variable height adjustments (excluding medical, surgical, dental or veterinary, ...",29,74,158,136,45,175,267,164,92,14,,16113,15420,17010,12071,9485,11406,10674,13047,10289,11648,,12084,14204,15095,17432,18662,17409,22480,25270,25566,41495
910521,"Wall clocks, electrically operated",50,21,304,5,12,3,2,3,93,14,,1035,637,974,1093,1026,735,914,921,928,1028,,1430,1224,1721,1622,1076,1208,2174,1445,1403,1588
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",512,393,169,328,343,88,0,194,471,14,,196,14,14,12,33,7,26,5,378,745,,94992,100499,131804,71381,40678,58951,62551,63226,58261,58466
850740,Nickel-iron accumulators (excluding spent),0,1,17,0,0,0,0,3,14,14,,33,50,24,11,4,11,25,18,8,68,,1656,245,103,70,112,651,161,38,21,54
540832,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",0,0,0,0,0,27,8,33,0,14,,104011,96306,96917,97332,101975,106964,107176,98562,68569,74538,,161,63,202,227,59,103,103,143,80,74
701333,Drinking glasses of lead crystal (excluding stemware),22,21,27,28,35,32,41,29,7,14,,89,17,40,139,125,177,111,171,110,465,,2189,2678,1099,1516,643,677,782,750,478,636
401219,"Retreaded pneumatic tyres, of rubber (excluding of a kind used on motor cars, station wagons, ...",324,10,0,4,14,5,0,22,3,14,,8,3,25,54,33,456,3,8,21,4,,3548,2973,2898,2396,1489,1019,1172,1806,1700,2552
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",0,0,0,0,0,0,6,50,0,14,,9726,6923,7135,6640,4595,8922,5765,4835,3707,5548,,2638,3971,1402,5332,996,242,1034,1020,2900,6513
71030,"Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling ...",4,6,8,6,7,7,13,12,12,14,,0,0,5,10,16,23,78,24,11,25,,453,483,551,441,565,585,613,679,1857,1428
540771,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",0,0,0,9,194,83,110,1,0,14,,3322,3097,3251,3594,8126,7907,10499,10457,9923,9279,,95,290,94,218,1002,410,294,237,108,135
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",164,29,148,205,417,195,281,27,39,14,,33416,27256,28995,26113,29874,30200,31852,29228,28039,36902,,9309,9500,11966,10407,7249,7138,7823,5573,4722,5467
630720,"Life jackets and life belts, of all types of textile materials",51,30,47,25,27,24,22,29,26,14,,1571,1247,902,1017,964,1288,1469,1793,1897,2458,,5864,6498,6862,4267,4405,3471,4771,5268,3587,4378
841710,"Industrial or laboratory furnaces and ovens, non-electric, for the roasting, melting or other ...",32,2,0,711,0,4338,32,392,0,14,,137459,104855,99794,62829,69960,56792,76919,62618,32476,34028,,4441,1833,1762,2496,1227,5810,3646,2569,4126,371
851761,"Base stations of apparatus for the transmission or reception of voice, images or other data",133,12,4,310,80,414,59,192,75,14,,173055,64747,203930,112733,130120,71726,54361,24596,10003,174116,,53075,58877,48190,14095,33511,22872,29855,132020,89616,17171
902110,Orthopaedic or fracture appliances,30,59,39,261,25,2,68,252,170,14,,16042,15898,14204,13711,17196,17964,17926,16364,14110,23322,,32770,39967,33277,38167,50535,65803,85864,93202,82508,88237
520832,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",3,11,26,16,15,59,2,29,31,13,,13232,11741,12672,11196,13519,14651,15230,15865,10409,10409,,1400,1833,710,856,3959,4431,6747,6310,3558,4938
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",74,50,79,35,95,60,29,18,18,13,,393,292,303,308,728,301,326,329,344,405,,5538,6109,5611,4091,2718,3081,2394,2850,1702,2031
732611,"Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not ...",799,37,7,18,31,74,10,21,169,13,,806,675,1023,854,1458,1402,1536,833,2113,1800,,6681,1323,2714,831,971,913,1118,1161,1685,1223
400921,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), reinforced or otherwise ...",559,8,67,343,656,761,1637,979,198,13,,34810,34676,31875,25576,26093,36291,36435,33567,28377,34321,,24748,15443,19269,14325,11602,15621,19100,17578,13041,20888
20649,"Edible offal of swine, frozen (excluding livers)",0,0,0,0,0,0,0,1,7,13,,1152,1835,1571,1442,1711,2568,2288,1760,1432,689,,13075,23995,45214,14222,8624,8844,9717,10857,9278,11807
140110,Bamboos,2,1,0,1,5,0,8,8,24,13,,106,74,80,77,112,158,85,70,72,46,,508,836,663,487,408,383,326,266,220,314
961519,"Combs, hair-slides and the like (excluding of hard rubber or plastics)",49,69,90,34,37,20,31,12,6,13,,442,357,403,372,440,518,498,390,432,875,,977,1227,1526,1605,1805,1398,1203,2103,1582,2065
960622,"Buttons of base metal, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",68,51,47,7,8,2,3,4,0,13,,11396,11418,7582,6714,8196,8353,9256,9320,7121,7222,,496,496,462,237,568,291,313,198,84,49
940690,"Prefabricated buildings, whether or not complete or already assembled (excl. of wood, and modular ...",0,0,0,0,0,0,1216,151,0,13,,0,0,0,0,0,13314,19217,11690,10915,13612,,0,0,0,0,0,0,56668,68013,79483,76117
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",0,0,0,1,0,1,1,0,5,13,,333,68,0,0,0,0,0,0,0,3,,167,285,379,510,700,702,870,931,809,1436
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",0,1,3,1,2,7,7,14,10,13,,0,33,2,2,0,9,0,9,9,23,,7388,9638,14167,13945,16167,16944,19245,20805,27325,27911
30241,"Fresh or chilled herring """"Clupea harengus, clupea pallasii""""""""",12,10,8,6,6,5,10,11,6,13,,0,0,0,0,0,0,3,0,0,0,,14,24,27,7,9,31,88,12,11,16
680990,Articles of plaster or of compositions based on plaster (excluding plaster bandages for straightening ...,89,69,143,20,11,9,36,33,7,13,,508,457,501,513,504,548,598,599,907,938,,17855,19482,22270,20618,19999,20228,18024,14360,9478,13618
580610,"Narrow woven pile fabrics, incl. terry towelling and similar terry fabrics, and chenille fabrics, ...",323,3178,1258,1125,275,33,24,29,15,13,,507,319,263,280,490,1492,1964,543,293,536,,3910,7864,3565,3440,2250,2184,3213,1853,1560,1980
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",2,3,1,0,1,0,0,1,0,13,,133,622,596,328,221,238,227,451,255,226,,118,204,60,102,119,48,392,571,76,57
911390,"Watch straps, watch bands and watch bracelets, and parts thereof, n.e.s.",62,70,121,31,24,57,29,348,20,13,,13816,7592,12897,13127,7531,6522,6185,5403,5137,3574,,10183,8764,11843,13660,11848,18029,19392,18607,16977,17267
530929,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, dyed, made of yarn ...",0,24,14,2,0,5,0,4,11,13,,7947,6888,5855,6078,5550,5098,5933,4981,4371,3302,,211,283,433,471,214,183,321,201,338,363
732510,"Articles of non-malleable cast iron, n.e.s.",0,8,8,26,0,7,93,13,199,13,,7937,5799,4047,4604,4343,6649,4184,4226,3871,2805,,7031,7526,10496,12218,9473,9856,8411,6756,5725,8353
910610,Time registers and time recorders,954,570,157,178,55,88,2,64,134,13,,4009,2096,1611,1300,2027,630,908,1251,903,91,,2548,2240,1528,1338,1212,906,1420,1926,1304,1339
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,0,5,0,0,0,0,0,2,7,13,,134,60,49,24,18,241,41,0,0,2,,1226,1074,936,1220,1548,835,1179,694,477,863
620620,"Women's or girls' blouses, shirts and shirt-blouses of wool or fine animal hair (excluding ...",7,3,0,0,0,0,1,24,0,13,,442,441,628,456,583,437,285,294,291,513,,268,283,366,632,481,2106,452,611,244,427
731590,"Parts of skid chain, stud-link chain and other chains of heading 7315 (excluding articulated ...",125,72,27,94,230,347,66,24,220,13,,9632,7629,8102,9049,8653,5506,1742,4610,1605,1320,,7345,12774,14758,18753,3477,2946,4675,10962,3835,15892
721190,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",699,146,136,1045,72,270,11,31,13,13,,1120,961,646,1252,2514,11696,2041,1337,971,2154,,1673,1499,1525,2757,688,1390,666,402,288,771
480261,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",16,14,16,4,0,1,28,21,2,13,,6682,5265,3402,3768,2418,2742,5263,3739,1675,4418,,5360,4394,1173,1071,723,2413,1860,830,902,485
551313,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",18,0,0,0,0,2,0,0,0,13,,1861,1222,1261,1113,1561,1194,1160,1443,642,739,,803,1723,1100,452,694,957,1067,1076,339,461
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",95,135,115,78,155,119,140,153,77,13,,1142,2077,1517,2081,2975,2660,2961,2336,1816,1743,,1089,1041,1433,1106,896,1064,1310,1154,1237,2246
380620,"Salts of rosin, of resin acids or of derivatives of rosin or resin acids (excluding salts of ...",91,66,31,195,341,492,459,221,151,13,,492,220,251,243,550,499,371,372,356,399,,411,154,136,1351,983,731,638,354,275,14
370256,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",119,191,4,0,285,80,11,0,0,13,,29,4,18,0,10,81,521,178,1022,242,,459,650,2929,2616,309,442,21,6,12,59
290899,"Halogenated, sulphonated, nitrated or nitrosated derivatives of phenols or phenol-alcohols ...",5,8,3,1,0,0,13,28,19,13,,3525,3801,2984,3133,3105,4647,3789,4000,4236,7587,,14,173,47,44,15,154,25,42,42,90
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",0,0,1,4,1,1,29,29,38,13,,6,12,23,12,169,4,65,44,3,0,,1257,1423,842,790,864,1305,1223,911,497,665
490890,"Transfers """"decalcomanias"""" (excluding vitrifiable)""""",62,233,58,35,13,2,31,168,429,13,,269940,196897,165218,156658,145646,144602,123410,109641,92164,115600,,3543,3224,3088,2535,2055,2548,2637,3111,4674,4867
480256,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",496,143,294,131,82,188,28,142,37,13,,6165,3121,3726,3713,3354,3437,3257,3331,3093,2851,,222321,396868,386321,329238,368151,562451,476869,464175,409390,396558
660191,Umbrellas having a telescopic shaft (excluding toy umbrellas),4,0,0,0,6,1,123,51,29,12,,368,132,217,512,567,846,2162,1253,1167,603,,2511,2402,2139,2195,1711,2434,2995,3065,1785,1937
731439,"Grill, netting and fencing, of iron or steel wire, welded at the intersection (excluding products ...",102,70,10,19,3,2,9,1,1,12,,788,582,570,382,611,450,280,806,1070,931,,6885,4432,4214,3947,2151,1826,2252,2430,1314,2668
30443,"Fresh or chilled fillets of flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, ...""",3,7,9,4,12,18,22,14,22,12,,71,71,11,40,12,35,88,159,18,33,,154,9,37,52,192,214,182,265,200,161
30331,"Frozen lesser or Greenland halibut """"Reinhardtius hippoglossoides"""", Atlantic halibut """"Hippoglossus ...""",19,7,7,19,48,11,12,14,4,12,,684,213,138,376,2617,5065,5603,6561,5925,8279,,645,1098,931,905,1002,1526,1362,1399,331,1234
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",575,693,82,115,134,146,633,79,57,12,,2942,2847,1939,1380,3063,5282,8016,5710,3445,9925,,3599,3384,553,495,408,869,941,476,240,220
283719,Cyanides and cyanide oxides (excluding sodium and mercury),23,12,9,5,9,3,6,6,2,12,,4329,6299,8144,7148,7152,7769,3623,3293,2603,3310,,278,272,288,329,495,405,363,199,72,175
281000,Oxides of boron; boric acids,0,16,31,19,22,20,20,22,9,12,,471,5488,4166,827,1140,965,1429,3077,1429,1431,,4583,1579,1105,1105,1195,938,853,980,881,1421
710811,"Gold, incl. gold plated with platinum, for non-monetary purposes",17,0,0,0,0,0,1,4,5,12,,6468,5701,5579,1968,1558,1529,2216,2608,8278,5812,,2338,35,42,37,79,279,284,87,12297,1557
460129,"Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in ...",5,4,21,2,3,6,28,11,8,12,,38,76,52,68,182,418,242,235,418,408,,266,149,156,172,260,342,234,178,159,244
731420,"Grill, netting and fencing, welded at the intersection, having a mesh size of >= 100 cm©÷, of ...",143,50,106,122,77,778,215,194,18,12,,38,6,11,14,54,3,73,27,76,163,,11829,14414,12271,11067,6330,6838,7386,13502,9521,17184
551349,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",40,0,0,0,2,4,1,0,33,12,,198,245,233,343,286,197,439,90,108,28,,181,468,676,101,120,118,155,182,84,54
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,0,1,0,12,,1443,815,372,246,158,110,18,56,10,15,,549,247,169,299,992,149,300,163,394,348
481014,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",1658,659,495,227,1,24,22,2,1,12,,8041,6006,3520,2458,4843,6409,5498,4196,5148,4978,,33756,30164,27661,20019,10326,10225,12655,1750,451,213
293930,Caffeine and its salts,1,1,0,71,2,8,4,7,2,12,,188,292,305,925,280,197,192,252,202,259,,5693,8009,8916,8088,9289,13050,15275,16036,16776,24747
720719,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...",0,5,21,4,0,1,5,0,0,12,,374,693,1117,24450,6003,5787,5348,5550,4926,5235,,475,425,2218,781,4005,1325,1072,1631,427,2087
30779,"Smoked, frozen, dried, salted or in brine, even in shell, clams, cockles and ark shells """"families ...""",242,233,186,228,250,218,3,3,5,12,,448,976,1024,492,806,341,252,13,5,51,,1498,1016,986,1361,2206,2906,219,159,114,242
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),772,849,0,0,11,15,15,9,7,12,,18955,8352,4490,4566,4457,4458,3621,5020,7311,10899,,27085,26303,21047,14866,13598,8621,728,457,320,530
820140,"Axes, billhooks and similar hewing tools, with working parts of base metal (excluding ice axes)",1,0,4,0,4,21,8,2,0,12,,209,113,132,180,231,200,188,294,303,368,,191,217,329,288,293,271,449,467,637,195
480210,Handmade paper and paperboard of any size or shape,39,48,24,49,62,32,17,18,6,12,,2581,2031,2095,1697,2029,1616,2009,8122,12879,29057,,957,1087,896,1700,872,542,560,908,1230,931
480530,"Sulphite wrapping paper, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",4,37,5,108,20,19,7,17,13,12,,194,56,21,10,18,42,16,17,14,18,,4136,3851,3501,3147,1886,2402,2963,1523,842,564
700319,"Cast glass and rolled glass, in non-wired sheets, not otherwise worked (excluding glass coloured ...""",0,180,442,88,20,9,17,0,14,12,,111093,47926,39479,51359,64040,76024,59810,40723,14029,25445,,714,616,4421,3816,4308,2537,3807,7946,2215,2393
851631,Electric hairdryers,2,0,6,2,2,10,49,114,26,12,,5649,4483,5405,5626,7252,5948,8562,2989,1863,2002,,6264,6542,6391,5565,8070,20097,17815,13101,13236,45937
450200,"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ...",0,1,0,0,0,0,1,8,10,12,,0,15,23,0,19,13,0,4,0,4,,8,21,22,138,32,28,23,65,34,44
200919,"Orange juice, unfermented, whether or not containing added sugar or other sweetening matter ...",10,10,21,12,16,6,12,21,11,12,,722,267,39,136,73,140,961,2376,4183,65,,3906,3562,3084,2172,2173,1842,1636,1754,1251,1263
40291,"Milk and cream, concentrated but unsweetened (excluding in solid forms)",48,47,73,9,27,31,39,24,3,12,,19,20,23,121,169,153,173,269,287,407,,2488,1300,1897,1847,1506,1509,2834,2632,1590,1773
252610,"Natural steatite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into ...",4,0,20,0,1,0,1,0,0,11,,95,84,178,137,91,105,93,77,118,209,,20,24,31,18,26,28,30,51,8,46
851210,Electric lighting or visual signalling equipment of a kind used for bicycles (other than lamps ...,55,10,20,61,2,8,27,15,1,11,,4428,3222,4284,3705,3812,2980,2613,3120,2545,4853,,755,558,841,945,903,729,828,693,1341,3404
701190,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",1040,0,33,0,8,2,6,0,0,11,,4036,5696,7983,9340,11363,8629,6512,6960,5506,6733,,1393,288,314,1073,1159,912,720,515,630,381
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",13,1,1,4,16,12,137,111,71,11,,,,,,,,,,,,,55,77,157,1159,3220,2043,1003,1145,940,534
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",18,6,21,17,31,111,12,15,27,11,,305,262,503,769,1326,1703,1945,1662,1270,2723,,7300,3110,5207,3327,3272,2293,3558,4196,1661,1444
721430,"Bars and rods, of non-alloy free-cutting steel, not further worked than hot-rolled, hot-drawn ...",0,0,1,1851,55,20,32,20,39,11,,60937,53910,47933,11658,4238,4612,4374,3488,2103,3416,,63481,86651,93915,69597,79114,128479,69296,6240,2988,1938
521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,32,3,0,0,0,2,11,,5645,3785,3317,2988,3189,3732,2718,2588,2255,3175,,416,445,154,239,118,567,298,5,6,68
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",2,35,12,24,7,2,63,7,0,11,,430,391,406,503,482,501,1008,875,994,962,,15382,17428,21468,20457,10664,8440,4330,4006,5443,15500
200870,"Peaches, incl. nectarines, prepared or preserved, whether or not containing added sugar or ...",1,7,4,6,9,3,3,9,3,11,,13,79,178,325,660,473,382,322,274,506,,3581,3053,2662,2957,3594,3255,3388,2735,2836,1886
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",3634,1267,1830,677,19,335,62,267,31,11,,99911,116630,118014,102579,76203,83692,78932,83203,89522,88293,,7521,4835,5800,2912,2019,4314,2439,2051,2120,2976
710121,"Cultured pearls, unworked, whether or not graded",31,97,249,40,23,23,32,8,3,11,,30595,32387,35814,43493,46497,39343,49016,64410,18077,45875,,658,418,633,448,287,125,202,57,85,117
590190,Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...,181,17,14,11,4,7,3,3,15,11,,294,243,234,103,48,43,56,113,65,58,,1042,959,1000,1036,720,655,509,531,552,798
570490,"Carpets and other floor coverings, of felt, not tufted or flocked, whether or not made up (excluding ...",1,0,1,4,0,0,2,8,4,11,,481,584,217,889,1099,400,652,647,759,1248,,21048,17313,16954,13748,13006,12934,10433,7425,1745,1530
741121,"Tubes and pipes of copper-zinc base alloys """"brass""""""""",1,9,3,3,214,18,8,6,17,11,,19016,16138,15857,12879,14670,12176,14905,11177,6397,8593,,3062,1736,2339,765,1082,3188,1013,1097,637,997
30445,"Fresh or chilled fillets of swordfish """"Xiphias gladius""""""""",0,0,1,0,2,1,1,0,0,11,,0,0,10,0,16,16,2,0,0,0,,18,9,46,63,63,18,22,161,167,16
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",22,32,35,33,44,50,39,30,39,11,,47,34,9,28,18,8,6,26,17,18,,1096,971,937,1049,1074,1121,1145,1044,1125,1254
293719,"Polypeptide hormones, protein hormones and glycoprotein hormones, their derivatives and structural ...",4,2,13,18,8,0,3,0,0,11,,1321,1554,559,907,1469,2358,1437,1222,1653,2597,,926,686,326,298,783,824,3938,1883,1449,3159
920710,"Keyboard instruments, the sound of which is produced, or must be amplified, electrically (excluding ...",1317,434,99,273,379,110,226,71,40,11,,83276,64250,60685,51576,50122,46330,38700,32214,28137,35948,,17262,14886,6909,8335,8213,5721,4796,3074,3116,5285
70511,Fresh or chilled cabbage lettuce,28,12,18,8,11,24,23,12,30,11,,38,115,90,75,122,155,141,44,8,58,,13321,13972,13731,12694,11641,11949,11772,11132,10580,12585
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",0,0,0,0,5,6,1,5,6,11,,120,47,58,75,25,4,51,48,155,133,,13593,19440,25731,13033,11440,10662,13236,13816,11279,11380
630210,"Bedlinen, knitted or crocheted",9,7,1,0,11,10,2,13,2,11,,66,88,30,40,43,45,62,44,243,191,,4276,5819,5244,6643,7732,4784,4603,4925,4183,4907
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",39,1,1,61,8,31,8,0,12,11,,15407,16124,13100,9810,11135,15497,24637,22166,15650,35059,,267,513,244,137,169,254,268,52,392,133
481022,"Lightweight coated paper used for writing, printing or other graphic purposes, total weight ...",955,411,169,56,19,88,68,3,22,11,,15760,5553,4275,5567,4699,4735,14939,2348,1344,1258,,14541,17170,11163,2905,1984,3094,2353,2183,314,383
611430,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...",278,6,39,62,10,128,89,8,90,11,,3152,2061,2223,2159,2502,2774,2618,3400,2485,3254,,6751,408209,9039,9123,7599,8229,15760,6917,7941,10330
220710,"Undenatured ethyl alcohol, of actual alcoholic strength of >= 80%",8,7,6,5,11,11,6,8,618,11,,1355,827,729,511,594,671,686,613,836,759,,60707,68941,68604,53964,49579,50688,41767,46442,38090,71202
843710,"Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables",16,1,45,82,21,139,244,31,265,11,,17196,13523,9184,9156,7948,9145,7054,6296,5251,4192,,1332,1006,747,2109,573,1631,835,521,586,728
680510,"Natural or artificial abrasive powder or grain, on a base of woven textile fabric only, whether ...",864,388,543,342,177,28,20,42,99,11,,30084,26700,27976,25635,30139,31137,31346,31574,29394,32125,,6930,5690,5697,5161,4968,4386,5626,5153,3728,5196
252321,"White portland cement, whether or not artificially coloured",0,22,16,3,0,24,9,88,4,11,,805,691,901,744,805,465,246,213,319,189,,2050,2068,2271,2047,1802,1121,1006,1163,506,763
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",71,37,4,18,26,12,287,189,1,11,,20,202,133,98,89,52,94,86,23,47,,6473,8382,16789,3980,4523,5045,6335,6665,3282,5302
380690,"Derivatives of rosin, incl. salts of rosin adducts, and of resin acids, light and heavy resin ...""",477,515,142,25,14,8,12,4,8,10,,8198,8245,8395,7360,8646,8090,6547,6102,7166,8720,,2864,2793,2548,3095,1832,1911,2464,1747,1856,2828
300214,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail ...",0,0,0,0,0,0,0,0,20,10,,0,0,0,0,0,63752,67853,105587,122667,282378,,0,0,0,0,0,0,33553,67662,137303,224372
30343,"Frozen skipjack or stripe-bellied bonito """"Euthynnus -Katsuwonus- pelamis""""""""",128,30,49,12,17,8,10,15,8,10,,53450,79471,49616,20957,8573,28895,50227,30764,34349,52559,,341,274,395,324,221,242,170,519,537,450
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",9,8,2,3,3,181,22,11,3,10,,5239,3706,3063,2949,2957,3341,4040,3851,3830,2981,,2479,1432,1363,1720,2021,3029,2945,4200,4471,5551
580710,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",38,74,9,7,18,9,48,14,60,10,,26582,24559,24552,21065,24479,23036,23937,26433,21169,21937,,2392,1708,1351,1215,860,973,969,697,748,974
481032,"Kraft paper and paperboard, bleached uniformly throughout the mass and containing > 95% chemically ...",462,10,37,31,22,42,0,17,3,10,,1974,1261,3698,4313,2040,1061,1567,2124,2817,3583,,7494,5770,2613,4033,3730,2164,2336,2867,2739,1533
540742,"Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...",110,21,8,117,146,6,0,3,0,10,,209421,200164,182041,168510,154594,172915,174799,187419,137974,165873,,733,1367,340,472,870,482,223,694,107,1669
