Product code,Product label,Australia's imports from Russian Federation-Value in 2012,Australia's imports from Russian Federation-Value in 2013,Australia's imports from Russian Federation-Value in 2014,Australia's imports from Russian Federation-Value in 2015,Australia's imports from Russian Federation-Value in 2016,Australia's imports from Russian Federation-Value in 2017,Australia's imports from Russian Federation-Value in 2018,Australia's imports from Russian Federation-Value in 2019,Australia's imports from Russian Federation-Value in 2020,Australia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
271410,Bituminous or oil-shale and tar sands,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,6,2,17,7,32,28,7,45,90
271500,"Bituminous mastics, cut-backs and other bituminous mixtures based on natural asphalt, on natural ...",0,0,0,0,0,0,0,0,15,0,,17855,25782,51189,239559,331560,248381,41917,69066,214485,1072035,,2036,3731,4045,2660,2986,3204,4853,4918,4550,3976
280300,"Carbon (carbon blacks and other forms of carbon, n.e.s.)",0,0,31,19,15,13,1,2,46,0,,589257,610355,598875,359671,294265,465629,680663,688998,438106,677814,,21578,18336,18375,14707,13727,15424,21563,18993,15684,17160
280430,Nitrogen,0,0,0,0,0,0,0,0,0,0,,2261,1679,1537,1119,3043,1954,1967,3267,2408,2899,,1703,3358,1834,1335,1348,1113,2374,758,643,781
280469,"Silicon containing < 99,99% by weight of silicon",0,0,0,0,0,0,0,0,0,0,,54853,44552,54391,56215,34470,27044,51979,26200,19208,21348,,25634,15361,16440,19269,3760,8515,5672,1420,2968,3968
280540,Mercury,0,0,0,0,0,0,0,0,0,0,,242,0,0,0,6,1214,6058,7720,122,1289,,1448,692,1114,1288,516,270,259,3,8,195
280610,"Hydrogen chloride """"hydrochloric acid""""""""",0,0,0,0,0,0,0,0,0,0,,8952,11062,4334,1482,934,1360,1341,2845,2216,2260,,1722,1739,2010,1964,1981,2100,2299,2058,1834,1333
283311,Disodium sulphate,0,0,0,0,0,0,0,0,0,0,,1246,1514,1279,1983,1019,944,704,886,709,581,,1260,1909,1083,935,635,829,1511,765,1286,1511
283327,Sulphate of barium,0,0,0,0,0,0,0,0,0,0,,88,35,13,74,20,63,69,77,168,360,,742,981,1248,965,969,272,300,243,510,265
283510,"Phosphinates """"hypophosphites"""" and phosphonates """"phosphites""""""""",0,0,0,0,0,0,0,0,0,0,,13,7,10,106,400,339,10,26,16,46,,963,838,1453,719,787,559,661,402,372,409
283919,"Silicates of sodium, incl. commercial silicates (excluding sodium metasilicates)",0,0,0,0,0,0,0,0,0,0,,3533,3155,2520,2281,1822,2067,1142,1548,1301,1651,,1756,1553,1643,1694,1777,2595,1276,1131,1020,1626
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,0,,2,18,71,13,9,26,26,247,181,327,,1261,863,682,1058,813,1276,1155,1102,1084,1286
284190,"Salts of oxometallic or peroxometallic acids (excluding chromates, dichromates, peroxochromates, ...""",0,0,0,0,0,0,0,0,0,0,,1406,4264,2148,9,196,290,289,199,16,61,,1153,1390,1552,1664,1511,6193,3006,587,907,590
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,337,336,250,290,98,446,3860,103,102,0,,49,134,49,53,89,73,1,15,27,64
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,227,0,0,0,0,0,0,0,0,0,,95,102,155,131,72,84,114,79,113,56
284610,Cerium compounds,0,0,0,0,0,0,0,0,0,0,,81,1043,2420,379,189,41,96,227,204,195,,955,73,194,29,80,73,54,389,96,31
284990,"Carbides, whether or not chemically defined (excluding of calcium or silicon, and inorganic ...",0,0,0,0,0,0,0,0,0,0,,1243,820,3078,818,1635,4934,8342,2592,3690,5678,,6539,6124,6686,5363,5591,7538,13479,10155,6671,7071
285210,"Compounds, inorganic or organic, of mercury, chemically defined (excluding amalgams)",0,0,0,0,0,0,0,0,0,0,,71,75,19,44,57,81,64,64,53,124,,133,96,31,34,80,146,223,313,131,301
285310,"Cyanogen chloride """"chlorcyan""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,14,0,0,0
290219,"Cyclanes, cyclenes and cycloterpenes (excluding cyclohexane)",0,0,0,0,0,0,0,0,0,0,,1349,2632,6244,4558,3860,5817,8831,4324,5474,8689,,2926,1774,2155,2477,2834,3185,3048,1743,2051,2065
290313,"Chloroform """"trichloromethane""""""""",0,0,9,9,0,0,0,0,0,0,,954,3116,3407,1996,2371,2191,1813,2484,1685,1643,,266,142,121,123,114,81,121,99,79,104
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,18,13,13,0,18,9,7,291
290371,Chlorodifluoromethane,0,0,0,0,0,0,0,0,0,0,,83,151,90,0,0,162,533,157,168,359,,12458,20815,1268,2115,1165,1133,1298,1432,86,106
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,18,43,15,37,20,28,52,110,114,181,,0,0,0,0,0,0,0,188,184,0
290399,"Halogenated derivatives of aromatic hydrocarbons (excluding chlorobenzene, o-dichlorobenzene, ...""",0,0,0,0,2,0,0,0,0,0,,194,103,248,163,175,14297,40020,56742,62600,52379,,551,774,918,765,873,973,664,516,337,690
290490,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...",0,3,0,0,0,0,0,0,0,0,,16,4,34,72,16,0,0,0,0,0,,17640,6111,11361,9100,8863,0,0,0,0,0
290712,Cresols and their salts,0,0,0,0,0,0,0,0,0,0,,2044,243,0,0,3,0,0,1,0,0,,658,248,538,397,326,195,229,213,162,139
290722,"Hydroquinone """"quinol"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,13,179,193,149,156,157,161,5,10,102,,62,106,84,55,59,55,57,55,44,70
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",0,0,0,0,0,0,8,0,0,0,,244,186,553,3791,1020,3759,10896,12591,5680,8793,,11866,11079,11918,12074,11746,10972,12093,10717,12506,17719
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",0,0,0,0,0,0,0,0,0,0,,12,39,8,347,4,22,4,5,6,15,,220,73,84,79,99,40,35,47,41,65
291260,Paraformaldehyde,0,0,0,0,0,0,0,0,0,0,,64,30,50,37,60,27,7,54,34,55,,331,163,256,104,147,134,184,99,47,191
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0
291529,Salts of acetic acid (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,318,569,454,475,432,509,759,802,816,1219,,1529,1637,2792,1266,1407,1504,2316,2595,3087,3975
291616,Binapacryl (ISO),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,108,0,0,55,4,0,2,3,4
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",0,0,0,0,0,0,0,0,0,0,,114,111,517,394,413,765,1028,674,954,1167,,5734,5523,4394,5553,5738,6301,8031,6198,6006,5987
291737,Dimethyl terephthalate,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,,0,0,1,0,1,22,22,0,0,90
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,0,0,0,0,0,0,0,0,0,,4823,4408,1146,4010,3766,2465,1766,2266,1755,2742,,49371,44251,50060,54401,50199,58639,44006,31861,64624,60143
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,0,,1985,1088,867,329,457,536,455,263,404,2173,,2979,3067,3063,3031,2803,3319,3755,4059,2959,5325
292021,Dimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,2,3,4,,0,0,0,0,0,94,0,0,0,0
292159,"Aromatic polyamines and their derivatives; salts thereof (excluding o-phenylenediamine, m-phenylenediamine, ...",0,0,0,0,0,0,0,0,0,0,,79,67,40,18,44,80,123,118,278,315,,878,855,1011,936,1410,1741,1741,772,1213,1421
292213,Triethanolamine and its salts,0,0,0,0,0,0,0,0,0,0,,9249,12204,5862,5367,4951,0,0,0,0,0,,145,114,630,4262,3534,0,0,0,0,0
292519,"Imides and their derivatives; salts thereof (excluding saccharin and its salts, glutethimide ...",0,0,0,0,0,0,0,0,0,0,,1,12,11,35,12,19,265,17,14,451,,888,1251,1060,1893,2540,3270,3003,1052,1102,1396
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",0,0,0,0,0,0,0,0,1,0,,14799,12985,13484,8340,9037,10154,14545,13474,11891,16323,,64890,49093,46994,50837,50401,48252,63434,56106,65662,82644
293120,Tributyltin compounds,0,0,0,0,0,0,0,0,0,0,,7,0,0,1,2,0,0,0,0,3,,0,0,2,0,0,0,9,0,0,0
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1685,2533,3381,3952,3787,,0,0,0,0,0,3407,8005,21757,31023,42931
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,6,0,9,19,7,428,293,21,0,0,,0,2,5,4,5,3,8,3,13,12
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",0,0,0,0,0,0,0,0,0,0,,70,113,1377,266,1881,1949,1333,151,1317,456,,14746,13850,10258,9058,11464,8260,5921,4890,6116,5376
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",0,0,0,0,0,0,0,0,0,0,,106,418,433,1369,418,426,1920,4187,623,1353,,146329,157087,112938,72471,33251,21330,29020,23690,20883,33706
293361,Melamine,0,0,0,0,0,0,0,0,0,0,,465,19476,22540,18480,18028,16472,22308,24432,28154,53291,,25960,30369,27832,27017,25162,28215,30282,0,0,0
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,2,0,0,0,,89,164,72,99,15,308,71,159,113,232
293530,N-Ethyl-N-(2-hydroxyethyl) perfluorooctane sulphonamide,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,13,11,30,46,79
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,1,7,22,96,150,181,117,25,130,164,,2268,2157,1968,2765,3121,3095,4297,3491,3502,3195
293628,"Vitamin E and its derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,93,60,147,169,534,302,281,251,785,1055,,27913,23422,20928,19196,16700,18618,24933,16047,19195,23804
293723,Oestrogens and progestogens,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,1,45,49,,1317,2063,1859,1680,1427,1683,1837,2255,1964,1866
293890,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other ...""",0,0,0,0,0,0,0,0,0,0,,24,57,131,109,124,585,108,91,128,236,,4938,5095,4305,5344,4437,5339,5866,6447,8168,7158
293920,Alkaloids of cinchona and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,0,,216,449,229,359,284,372,447,579,496,567
293930,Caffeine and its salts,0,0,0,0,0,0,0,0,0,0,,5,41,50,80,104,72,66,127,37,52,,272,771,232,257,478,476,1158,593,657,1063
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2,0,0,2,41,0,50,2,2,13
293942,"Pseudoephedrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,425,428,335,303,416,341,271,486,449,223
293951,"Fenetylline """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,2,7,0,0,0,0,26,0
294150,Erythromycin and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,235,3,178,8,96,7,23,5,36,16,,32925,17604,9111,5388,1080,935,1051,473,1431,1245
300211,Malaria diagnostic test kits,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,5,56,1,,0,0,0,0,0,24452,28339,14978,47,11
300343,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,0,0,0,0,0,0,0,,38,88,380,274,255,1023,23340,1680,14601,22223,,130028,151448,147928,105317,121967,127875,118849,120800,106249,103949
300443,"Medicaments containing norephedrine or its salts, not containing hormones, steroids used as ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,2,,0,0,0,0,0,0,0,0,0,0
300450,"Medicaments containing provitamins, vitamins, incl. natural concentrates and derivatives thereof ...""",0,0,0,0,0,0,0,0,0,0,,14879,15187,15053,13892,13247,14815,14853,16807,20303,19871,,80213,89388,76322,99400,87916,88017,97263,89691,87331,63990
10130,Live asses,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6,0,0,1,5,108,72,78,0,38
10511,"Live fowls of the species Gallus domesticus, weighing <= 185 g (excluding turkeys and guinea ...",0,0,0,0,0,0,0,0,0,0,,5307,6194,6850,6738,7432,13226,13675,13269,11970,14794,,0,0,0,0,0,0,0,0,0,0
10633,"Live ostriches, and emus [Dromaius novaehollandiae]",0,0,0,0,0,0,0,0,0,0,,0,11,5,14,1,1,0,154,0,0,,0,0,0,0,0,0,0,0,0,0
20312,"Fresh or chilled hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,0,2,9,1,684,37,909,599,4,2234,,296,0,0,0,0,47,0,0,0,0
20430,Frozen lamb carcases and half-carcases,0,0,0,0,0,0,0,0,0,0,,0,1,13,0,0,0,0,0,0,0,,187,748,0,1337,0,5,0,0,205,302
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",0,0,0,0,0,0,0,0,0,0,,191,91,99,124,250,437,238,147,77,147,,1485,2636,3811,2544,383,1615,1453,967,1623,4281
20500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen",0,0,0,0,0,0,0,0,0,0,,577,22,92,98,100,4,0,82,216,553,,65,0,0,0,23,0,0,0,0,0
20610,Fresh or chilled edible offal of bovine animals,0,0,0,0,0,0,0,0,0,0,,24,56,115,13,72,96,47,181,77,183,,0,0,0,2,0,4,0,0,0,0
20712,"Frozen fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,4804,4863,5754,14764,27484,27898,37082,41525,34709,32922,,0,0,0,0,18,8,1404,2736,595,54
20742,"Frozen domestic ducks, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,89,29,132,139,167,449,120,218,161,459,,0,0,0,0,0,0,0,23,0,0
21012,"Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""",0,0,0,0,0,0,0,0,0,0,,28,5,22,5,19,18,16,4,37,44,,8022,7642,7413,6123,4574,5720,4610,1935,1205,1153
21092,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,0,0,0,0,8,,0,0,0,0,0,0,0,0,0,0
30119,Live ornamental fish (excluding freshwater),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,,2040,2384,2158,1207,693,675,702,787,936,1040
30194,"Live Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,0,10,11,0,0,0,9,1,0,0,,0,0,5,0,0,0,0,0,0,0
30232,"Fresh or chilled yellowfin tunas """"Thunnus albacares""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,4,2,1,6,0,67,,1216,930,961,587,1131,1480,1100,685,128,33
30239,"Fresh or chilled tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,0,9,0,0,0,0,0,15,0,0
30242,"Fresh or chilled anchovies """"Engraulis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,6,0,0,0,0,27,0,1,0,0,,0,0,0,9,0,123,132,82,62,83
30253,"Fresh or chilled coalfish """"Pollachius virens""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,5,0,10,3,0,,0,0,0,0,189,671,448,170,180,0
30292,Fresh or chilled shark fins,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17,0,0,0,0
30299,"Fresh or chilled fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,106,33,23,14,,0,0,0,0,0,32,2,0,0,0
30326,"Frozen eels """"Anguilla spp.""""""""",0,0,0,0,0,0,0,0,0,0,,0,33,96,73,8,16,2,8,0,14,,55,717,260,72,0,50,1,21,9,27
30344,"Frozen bigeye tunas """"Thunnus obesus""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,0,0,0,0,0
30359,"Frozen anchovies """"Engraulis spp."""", Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,35,3548,6150,2842,4567,3241,,0,0,0,0,0,1080,1245,1235,2187,2764
30367,"Frozen Alaska pollack """"Theragra chalcogramma""""""""",0,5,6,14,0,0,0,0,0,0,,909669,959912,883402,918000,819625,763687,741318,984980,890773,601007,,32,54,36,40,20,24,17,22,28,18
30384,"Frozen sea bass """"Dicentrarchus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4,27,66,41,56,162,256,359,170,289,,0,0,12,0,0,57,0,0,337,374
30390,Frozen fish livers and roes,0,0,0,0,0,0,0,0,0,0,,345044,285750,268579,248995,223942,0,0,0,0,0,,1331,1115,937,1035,1284,0,0,0,0,0
30442,"Fresh or chilled fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, ...""",0,0,0,0,0,0,0,0,0,0,,1,2,16,20,27,0,0,7,0,5,,0,10,1,0,1,11,72,529,151,146
30462,"Frozen fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,16,0,487,307,1347,486,769,765,474,1926,,14177,14102,16513,15086,14607,15505,22114,22315,16125,14054
30496,"Frozen meat, whether or not minced, of dogfish and other sharks",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,36,0,0,0,,0,0,0,0,0,46,164,246,634,676
30551,"Dried cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", even salted, not smoked (excluding ...""",0,0,0,0,0,0,0,0,0,0,,18105,10765,6642,4077,5863,4875,1840,2249,1776,1325,,1337,1407,930,850,1181,581,911,914,694,861
30571,"Shark fins, smoked, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,23,0,0,,1072,944,681,504,395,456,188,220,132,128
30611,"Frozen rock lobster and other sea crawfish """"Palinurus spp."""", """"Panulirus spp."""" and """"Jasus ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,2,8,0,164,16,7,,11744,10832,13088,12567,15239,14855,18876,17693,14723,11620
30694,"Norway lobsters """"Nephrops norvegicus"""", whether in shell or not, dried, salted, smoked or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30711,"Oysters, even in shell, live, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,28,16,14,11,13,6,5,2,2,,687,517,293,291,164,161,72,58,2,31
30719,"Oysters, smoked, frozen, dried, salted or in brine",0,0,0,0,0,0,0,0,0,0,,439,0,2,0,2,0,0,0,0,0,,6555,7821,4730,4478,5607,458,211,57,119,334
30787,"Smoked, dried, salted or in brine, even in shell, abalone """"Haliotis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,132,48,22,27,138
30811,"Live, fresh or chilled, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,13,30,3,0,0,,0,0,0,0,0,1,0,0,0,0
30821,"Live, fresh or chilled, sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus ...""",0,0,0,0,0,0,0,0,0,0,,24089,19224,17475,15215,17193,19432,23180,26690,28873,30307,,0,116,178,123,194,406,410,447,430,569
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",0,0,0,0,0,0,0,0,0,0,,26785,23153,20008,13023,16507,16910,15134,13995,13239,12886,,5386,4782,7206,6080,4417,4247,5955,6038,14277,17314
40410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,785,3497,4025,998,2906,2633,1585,1882,5492,13333,,43878,64744,41814,35291,53983,42395,54193,53992,42137,38308
40719,Fertilised birds' eggs for incubation (excluding of domestic fowls),0,0,0,0,0,0,0,0,0,0,,654,3003,4444,2979,848,1381,656,1762,2640,3437,,71,19,167,370,0,127,0,0,0,0
50400,"Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, ...",0,0,0,0,0,0,0,0,0,0,,2107,7785,9372,7593,14385,27243,29490,31891,32310,28970,,19472,24848,47494,44938,30050,28156,38131,25942,17186,16314
50790,"Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, ...",0,0,0,0,0,0,0,0,0,0,,6790,7265,8001,11287,12025,11109,10802,7064,4767,6117,,126,171,212,152,134,63,62,62,55,57
60312,"Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,0,39,17,50,58,10,12,5,5,2,,2582,2599,2722,2446,3006,3564,3495,3107,4039,5098
70200,"Tomatoes, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,100,448,422,3458,2306,4376,4909,5507,6784,8542,,3654,2538,1745,1928,1046,2212,811,1441,604,38
70420,"Brussels sprouts, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,3,2,,0,0,0,0,0,0,0,0,0,0
70511,Fresh or chilled cabbage lettuce,0,0,0,0,0,0,0,0,0,0,,109,557,807,670,514,135,200,517,160,156,,0,0,33,0,0,0,0,0,10,0
70930,"Fresh or chilled aubergines """"eggplants""""""""",0,0,0,0,0,0,0,0,0,0,,2,11,4,612,441,594,540,544,539,486,,0,0,0,19,0,1,0,1,0,7
71022,"Shelled or unshelled beans """"Vigna spp., Phaseolus spp."""", uncooked or cooked by steaming ...""",0,0,0,0,0,0,0,0,0,0,,95,153,191,153,213,318,375,534,642,851,,11767,11527,11301,8094,7995,7043,8812,5937,7138,8248
71080,"Vegetables, uncooked or cooked by steaming or by boiling in water, frozen (excluding potatoes, ...",0,0,0,0,0,0,27,0,0,0,,3515,3635,2710,3066,8206,4552,2419,2964,6488,7299,,24195,20952,21617,20395,21128,25909,26030,24696,30184,35925
71151,"Mushrooms of the genus """"Agaricus"""", provisionally preserved, e.g., by sulphur dioxide gas, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,20,0
71333,"Dried, shelled kidney beans """"Phaseolus vulgaris"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,565,749,601,461,722,565,643,1724,1878,1568,,3879,4115,4918,5568,4471,7392,8333,7572,11441,8514
71334,"Dried, shelled bambara beans """"Vigna subterranea or Voandzeia subterranea"""", whether or not ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,4
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,731,981,942,1349,1805,1536,711,1057,2202,1114
80132,"Fresh or dried cashew nuts, shelled",0,0,0,0,0,0,0,0,0,0,,421,38,601,1068,124,187,362,160,360,724,,112147,105041,113597,126990,130574,149171,123798,116519,108935,98407
80222,"Fresh or dried hazelnuts or filberts """"Corylus spp."""", shelled""""",0,0,0,0,0,0,0,0,0,0,,51,137,491,403,371,177,688,136,160,343,,20584,21623,25547,38034,29879,24113,22470,24246,24594,29083
80231,"Fresh or dried walnuts, in shell",0,0,0,0,0,0,0,0,0,0,,15,147,329,83,167,171,131,284,56,675,,418,159,43,83,125,88,40,87,30,52
80251,"Fresh or dried pistachios, in shell",0,0,0,0,0,0,0,0,0,0,,156,244,976,356,300,64,100,161,51,327,,5557,5420,11702,10283,6330,15024,13512,17294,8559,10019
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",0,0,0,0,0,0,0,0,0,0,,21137,2039,8536,7652,8830,9104,9716,10551,18927,29623,,21917,20843,18472,19395,22329,15184,13054,20105,20181,21173
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,0,,25,45,63,87,51,105,89,77,85,167,,5696,5981,7819,8767,8240,8062,8111,7615,6556,6727
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,1,0,1,1,3,,87,404,524,327,80,335,95,296,94,120
80929,Fresh cherries (excluding sour cherries),0,0,0,0,0,0,0,0,0,0,,3,51,6,8,15,13,31,50,42,140,,28846,17723,15992,11008,12404,14482,14846,11816,7962,11386
81030,"Fresh black-, white- or redcurrants and gooseberries",0,0,0,0,0,0,0,0,0,0,,0,3,1,3,9,7,7,24,32,34,,0,0,0,0,0,0,0,0,0,1
81210,"Cherries, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2209,2619,557,259,104,179,136,41,90,114
81320,Dried prunes,0,0,0,0,0,0,0,0,0,0,,326,434,662,315,220,361,311,309,665,977,,5365,6659,6514,9873,9740,9189,10075,7262,8918,7622
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",0,0,4,0,0,1,0,1,0,0,,222,572,472,529,377,281,403,652,587,710,,11045,10949,13656,16367,15455,13495,11979,13306,11527,10929
90220,Green tea in immediate packings of > 3 kg,0,0,0,0,0,0,0,0,0,0,,83,389,191,449,467,418,337,524,507,485,,2214,2760,2616,3227,4079,6190,3140,3505,2571,2748
90812,"Nutmeg, crushed or ground",0,0,0,0,0,0,0,0,0,0,,67,102,67,74,96,90,80,103,105,86,,2726,1813,1870,1446,1464,1374,863,1023,1301,1396
