Product code,Product label,"Taipei, Chinese's imports from Singapore-Value in 2012","Taipei, Chinese's imports from Singapore-Value in 2013","Taipei, Chinese's imports from Singapore-Value in 2014","Taipei, Chinese's imports from Singapore-Value in 2015","Taipei, Chinese's imports from Singapore-Value in 2016","Taipei, Chinese's imports from Singapore-Value in 2017","Taipei, Chinese's imports from Singapore-Value in 2018","Taipei, Chinese's imports from Singapore-Value in 2019","Taipei, Chinese's imports from Singapore-Value in 2020","Taipei, Chinese's imports from Singapore-Value in 2021",Singapore's exports to world- ,Singapore's exports to world-Value in 2012,Singapore's exports to world-Value in 2013,Singapore's exports to world-Value in 2014,Singapore's exports to world-Value in 2015,Singapore's exports to world-Value in 2016,Singapore's exports to world-Value in 2017,Singapore's exports to world-Value in 2018,Singapore's exports to world-Value in 2019,Singapore's exports to world-Value in 2020,Singapore's exports to world-Value in 2021,"Taipei, Chinese's imports from world- ","Taipei, Chinese's imports from world-Value in 2012","Taipei, Chinese's imports from world-Value in 2013","Taipei, Chinese's imports from world-Value in 2014","Taipei, Chinese's imports from world-Value in 2015","Taipei, Chinese's imports from world-Value in 2016","Taipei, Chinese's imports from world-Value in 2017","Taipei, Chinese's imports from world-Value in 2018","Taipei, Chinese's imports from world-Value in 2019","Taipei, Chinese's imports from world-Value in 2020","Taipei, Chinese's imports from world-Value in 2021"
620640,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres (excluding knitted or ...",0,0,2,0,0,0,0,2,0,0,,7303,16219,14775,6361,8277,14992,12217,9857,5986,6851,,13254,21046,22281,27403,28373,25821,26049,27600,23794,21949
620892,"Women's or girls' singlets and other vests, briefs, panties, n?glig?s, bathrobes, dressing ...",0,0,0,0,0,0,0,0,0,0,,60,558,513,664,501,166,674,297,173,499,,5065,3904,3864,3984,3385,368,322,514,394,397
621010,"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated ...",0,0,0,0,0,0,0,0,0,0,,2700,2993,4148,3958,4245,6156,6354,5868,11533,14239,,2197,2672,3352,3714,3818,4980,5365,5441,39487,16322
621030,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered ...",0,0,0,0,0,0,0,0,0,0,,1014,800,640,275,354,230,1131,1346,602,741,,1241,1262,1268,1285,1566,2613,1282,1171,960,1834
621111,Men's or boys' swimwear (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,220,366,501,429,673,904,1516,365,928,2331,,170,238,315,300,307,358,308,444,425,670
681011,"Building blocks and bricks of cement, concrete or artificial stone, whether or not reinforced",0,0,0,0,0,0,0,0,0,0,,315,331,152,395,313,347,139,22,163,86,,4734,4832,4840,5325,4235,4386,3446,4952,5182,4361
681091,"Prefabricated structural components for building or civil engineering of cement, concrete or ...",0,0,0,0,0,0,0,0,0,0,,5988,26649,842,5006,2622,1822,1240,1907,708,1407,,1637,1365,2611,3029,3752,2207,4375,12770,17238,35596
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated ...",0,0,0,0,0,0,0,0,0,0,,1000,425,344,124,129,276,446,936,686,1135,,217,169,378,347,235,303,295,724,380,296
690100,"Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals, e.g. kieselguhr, tripolite ...",0,0,0,0,0,0,0,0,0,0,,561,683,609,776,699,686,145,214,73,415,,440,498,991,1073,880,801,786,763,283,368
690220,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,18,0,0,0,0,0,0,0,0,,1339,923,842,1541,7619,485,423,1138,1723,1994,,18448,18243,13880,14845,17919,13198,22344,13244,15869,13246
690990,"Ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, ...",0,0,0,0,0,0,0,0,0,0,,265,2056,594,771,506,221,340,642,910,474,,483,660,2597,1354,455,533,882,920,1088,1403
691010,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",0,0,0,0,0,0,0,0,0,0,,1438,2490,1519,2055,1327,1289,854,1013,639,546,,44419,46012,58483,59712,50347,49181,54589,56848,62575,70701
691090,"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ...",0,0,0,0,0,0,0,0,0,0,,1828,1244,942,928,555,1063,1356,1324,571,466,,1628,2363,2234,2227,2201,1932,1969,2113,2573,2715
580430,"Handmade lace in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)",0,0,0,0,0,0,0,0,0,0,,886,1051,358,107,169,117,335,77,76,103,,47,48,30,56,43,21,36,1,6,11
580790,"Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...",0,0,0,0,0,0,0,2,0,0,,1623,934,1333,1943,2619,3742,3718,2816,3213,1194,,523,334,523,391,725,283,403,350,199,172
581092,"Embroidery of man-made fibres on a textile fabric base, in the piece, in strips or in motifs ...",0,0,0,0,0,0,0,0,0,0,,1391,3636,1150,1148,455,730,242,298,222,290,,650,860,839,733,704,847,1059,710,521,418
590500,Textile wallcoverings,0,0,0,0,0,0,0,0,0,0,,33,128,279,185,294,255,206,352,144,532,,316,318,349,283,116,318,278,346,258,267
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...",1,10,0,0,0,1,4,5,0,0,,8873,8268,6182,5810,6336,5268,5298,4605,6039,5418,,5305,5362,5150,4566,3957,4179,4216,5640,4056,4914
600129,"Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)",0,0,0,0,0,0,0,0,0,0,,2291,7806,15669,10383,20709,29678,33698,32898,38203,42074,,463,351,209,149,46,87,65,37,135,6
600534,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,1,0,11,0,0,20,0,0,0,0,,423,424,245,419,274,0,0,0,0,0
600544,"Printed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,,3,0,1,0,2,3,6,3,1,1
600632,"Dyed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",151,27,0,0,0,0,0,0,0,0,,302,415,195,123,934,210,70,271,246,843,,4019,4759,5868,4413,4529,3660,3263,2306,2123,2859
610323,"Men's or boys' ensembles of synthetic fibres, knitted or crocheted (excluding ski ensembles ...",0,0,0,0,0,0,0,0,0,0,,1,28,35,2,2,132,145,123,316,110,,259,349,937,991,258,751,771,522,377,568
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",5,3,0,0,0,0,5,0,0,0,,7270,5272,5051,4309,5774,6957,6078,16234,11631,15886,,7742,10722,10601,10890,10418,9937,12106,13335,12769,15746
610444,"Women's or girls' dresses of artificial fibres, knitted or crocheted (excluding petticoats)",0,0,1,0,0,0,0,0,0,0,,1929,1342,2798,3054,2023,2529,2062,1596,662,1862,,3797,4198,4247,4742,4691,3860,3725,3714,2630,2524
610451,"Women's or girls' skirts and divided skirts of wool or fine animal hair, knitted or crocheted ...",0,0,0,0,0,0,0,0,0,0,,23,28,40,78,83,225,311,224,236,149,,299,252,366,312,401,329,417,480,583,647
610462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton, knitted ...",0,0,2,0,0,7,3,0,0,0,,41909,55634,33933,53578,32326,48672,67797,57734,49024,66347,,24901,29423,34649,35560,31225,29210,33329,37159,28634,34273
610469,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",2,0,0,0,0,0,0,0,0,0,,2292,5852,6996,4403,5940,6394,4679,4525,2133,3132,,3152,3195,2361,2524,2982,3126,3091,3005,2803,3514
610690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials, knitted or crocheted ...",2,0,0,0,2,0,2,0,0,0,,13255,14685,11109,8342,11529,10765,7067,8374,4266,6317,,3110,2950,2950,3778,3814,2960,2567,2032,2331,3459
610711,"Men's or boys' underpants and briefs of cotton, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,2086,1371,1620,2405,3524,6462,7128,4170,3509,5620,,13885,15915,15650,18018,19349,18887,20642,18845,16499,16729
610811,"Women's or girls' slips and petticoats of man-made fibres, knitted or crocheted (excluding ...",0,0,0,0,0,0,0,0,0,0,,62,81,54,175,88,107,119,77,122,208,,209,129,115,83,147,73,67,168,41,39
610822,"Women's or girls' briefs and panties of man-made fibres, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,1069,1436,2463,5199,4437,4338,5769,4570,2692,3624,,14532,18586,19473,22154,22211,22825,24650,25447,23266,21397
610829,"Women's or girls' briefs and panties of textile materials, knitted or crocheted (excluding ...",0,0,1,0,0,0,0,0,0,0,,2232,3447,2612,4984,3993,3284,1604,1233,268,1308,,1038,848,931,879,1029,1193,2132,2033,1600,1057
611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",0,3,0,0,3,0,30,14,3,0,,76773,64794,94185,119082,126452,130413,133730,102581,69699,88837,,90070,85092,93179,100546,98380,101240,127542,135863,122063,142720
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",0,0,0,0,0,0,0,0,0,0,,1,14,9,22,28,71,194,192,286,214,,521,649,714,566,500,369,288,189,111,103
611530,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn ...",0,0,0,0,0,0,0,0,0,0,,126,80,32,167,45,1,47,3,6,10,,7,59,83,67,18,32,10,14,7,23
480830,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,4850,4393,0,0,0,0,0,0,0,0
480890,"Paper and paperboard, creped, crinkled, embossed or perforated, in rolls of a width > 36 cm ...",0,0,0,0,0,0,8,0,0,0,,3984,4452,4976,4582,5064,3768,4092,3244,3561,1946,,28063,27699,26365,20138,18981,19911,24054,20151,12975,3448
481099,"Paper and paperboard, coated on one or both sides with kaolin """"China clay"""" or other inorganic ...""",0,0,0,0,0,0,0,0,0,0,,3556,500,592,3501,945,495,1985,494,1208,500,,6775,7029,11682,11486,11412,7825,9620,11161,11878,13528
481110,"Tarred, bituminised or asphalted paper and paperboard, in rolls or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,141,347,2580,82,284,136,374,116,48,245,,2,34,28,58,7,15,49,62,26,15
480441,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",0,0,0,0,0,0,0,0,0,0,,61,84,128,67,76,175,188,201,196,271,,26275,27728,27566,25870,21439,25103,24977,25700,24155,22495
480519,"Fluting paper, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets with ...",0,0,0,0,0,0,0,0,0,0,,122,265,207,79,116,69,217,980,288,1749,,22656,21618,15099,11879,9682,21512,13740,24476,25586,35449
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",0,0,0,0,0,0,0,0,0,0,,3964,4577,4149,3027,3600,634,576,249,97,163,,7712,3199,1885,3042,1084,2132,1438,2706,3740,2735
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",0,0,0,0,0,0,0,0,0,0,,1,48,6,0,0,0,21,2,0,0,,0,0,0,0,2,5,0,0,0,0
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",0,0,12,3,6,2,0,0,0,0,,17375,6341,5646,2960,4066,3012,5249,2888,2779,2332,,4058,5055,5596,4531,3181,4028,3398,3442,2888,2730
401610,"Articles of cellular rubber, n.e.s.",0,0,0,0,0,4,0,0,0,0,,16383,17354,28920,23883,20272,22947,24997,23337,18007,15594,,370,286,252,239,480,604,871,1760,4274,7419
401692,"Erasers, of vulcanised rubber (excluding hard rubber), conditioned (excluding those simply ...",0,0,0,0,0,0,0,0,0,0,,525,491,734,398,409,485,834,1010,636,726,,525,386,495,475,639,640,749,853,675,657
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",0,0,0,0,0,0,0,0,0,0,,279,0,0,2,2,0,0,0,0,0,,37194,1628,2921,852,247,437,248,226,30,505
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,10,8,,0,0,0,21,4,0,3,0,0,0
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,7,0,3,0,0,0,0,0,0,0
292142,Aniline derivatives and their salts,0,0,0,0,0,0,0,0,0,0,,795,216,138,129,42,161,65,31,32,43,,13853,12612,14310,12371,10572,12664,12953,8428,5995,11074
292144,Diphenylamine and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,1528,1322,68,1,0,355,233,93,147,341,,7480,9063,9511,5883,5535,3187,2403,1656,2859,5874
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,0,0,0,0,0,0,0,0,1,0,,70,87,1,38,52,10,49,0,3,0,,5301,6246,5879,5200,4230,5263,5880,6119,4237,5590
290323,"Tetrachloroethylene """"perchloroethylene""""""""",0,0,0,0,0,0,0,0,0,0,,1766,1657,1751,1043,965,1366,844,434,447,509,,174,133,138,120,47,69,99,166,125,113
291412,"Butanone """"methyl ethyl ketone""""""""",82,127,231,309,66,0,0,0,0,0,,27881,17302,14790,11494,12966,12699,12428,11303,9473,11454,,9937,10870,11325,8633,5149,6269,6463,40621,13243,10471
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9991,9151,6812,4910,,0,0,0,0,0,9187,8869,9290,12771,7991
291521,Acetic acid,2073,0,16,0,0,0,0,0,0,0,,95510,0,0,0,0,0,0,0,128956,316494,,14109,4324,1644,2375,1680,1916,18283,13551,8945,16537
291613,Methacrylic acid and its salts,0,0,0,0,0,0,0,0,0,0,,242,175,201,170,207,777,148,75,235,400,,6241,9074,8392,9784,11918,14144,18493,14262,12571,19755
291635,Esters of phenylacetic acid,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,151,148,0,0,0,0,0,0,0,0
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,214,208,159,109,173,37,0,0,0,,2464,2863,2756,3180,3769,3368,3010,3370,3362,5176,,22777,20126,16159,9670,12497,9388,13021,14122,11211,11022
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,166,129,249,156,488,425,84,110,56,50,,8288,4796,5192,3908,5023,5389,5253,4025,3889,4590
291713,"Azelaic acid, sebacic acid, their salts and esters",0,0,0,0,0,0,0,0,0,0,,7,194,188,28,197,172,126,270,247,483,,6685,5632,5862,5497,7952,8204,8325,8301,5987,10010
291733,Dinonyl or didecyl orthophthalates,0,0,0,0,0,0,0,0,0,0,,455,13188,15363,10854,13562,9385,6390,20,51,21,,1459,9,45,3,4,1040,90,3,1072,22656
291735,Phthalic anhydride,0,0,0,0,0,0,0,0,0,0,,327,32,75,359,2,7,5,15,400,71,,514,4,5,3,4,3,378,2,73,2005
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,0,0,0,0,0,,151,124,112,0,0,0,0,0,0,0
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,23,0,0,0,0,0,0,0,,59,88,54,89,145,160,79,103,91,69,,135,107,440,253,106,29,124,384,132,426
292023,Trimethyl phosphite,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,3,0,0,,0,0,0,0,0,458,306,175,154,131
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",884,218,43,474,16,0,0,0,0,0,,18844,19425,40642,48795,43857,42011,31242,10145,9505,11188,,29595,30951,30376,27545,25973,32270,36004,26540,21468,27236
292111,"Methylamine, dimethylamine or trimethylamine and their salts",0,0,0,0,0,0,0,0,0,0,,290,291,215,231,149,334,706,81,89,60,,13862,15917,14639,9288,11553,17698,20288,22445,25187,28433
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",0,0,0,0,0,0,0,0,0,0,,2454,3931,6020,2002,1695,1552,1040,641,1443,2859,,21120,21301,23758,21691,22017,26764,29748,21591,25492,31211
293621,"Vitamins A and their derivatives, used primarily as vitamins",0,0,0,0,0,0,0,0,0,0,,27075,29392,31230,26833,29090,29299,52460,42337,40274,29730,,163,258,404,388,297,277,607,905,931,1026
293712,"Insulin and its salts, used primarily as hormones",0,0,0,0,0,0,0,0,0,0,,43,2,15,1139,398,5740,1856,22,3660,9350,,131,8,7,24,59,55,76,111,72,94
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,6,4,0,0,0,0,0,0,0,0,,27,15,31,0,87,0,58,57,55,29
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1840,0,872,512,,0,0,0,0,0,3067,4066,4583,4287,7032
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,280,208,78,18,,0,0,0,0,0,1230,825,718,484,294
300120,"Extracts of glands or other organs or of their secretions, for organo-therapeutic uses",0,0,0,0,0,0,0,0,0,0,,19,12823,209,124,453,4910,85,11,48,25,,316,315,341,239,288,515,547,555,658,159
300219,"Immunological products, n.e.s. (code possibly empty, preceding subheadings seem exhaustive)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,326715,171480,179539,238568,,0,0,0,0,0,62514,67053,60388,47825,49492
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",0,0,0,0,0,0,0,0,0,0,,1725,3914,3113,1416,2319,1160,8352,6916,9346,13771,,5361,3803,3186,6010,7795,6690,7605,7535,10332,7293
300449,"Medicaments containing alkaloids or derivatives thereof, not containing hormones, steroids ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1013,426,3023,1522,,0,0,0,0,0,7410,7053,19372,24898,32282
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",0,0,0,0,0,0,0,0,0,0,,27578,29777,29266,28940,27596,32662,38957,37006,33312,44154,,20569,22003,25086,26258,26209,26558,27014,27905,26510,30022
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",0,0,0,0,0,0,0,0,0,0,,137,71,119,1296,88,826,5291,4210,836,2002,,5308,4094,4559,3767,4595,4111,3907,5054,4115,4131
300670,Gel preparations designed to be used  in human or veterinary medicine as a lubricant for parts ...,0,0,0,0,0,0,0,0,0,0,,864,1945,1249,1214,1350,1800,1670,1350,2224,3912,,191,407,476,544,651,625,850,796,1402,3065
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",0,74,51,160,96,0,0,0,0,0,,1148,1556,1110,1812,2819,2964,6580,4019,4032,2418,,3906,4028,3153,3291,2569,3729,1876,1496,1653,3204
320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,3324,1784,0,0,0,0,0,0,0,0,,243852,153186,64177,68412,62406,57687,69517,85394,70914,69484,,123934,115239,116054,113685,122757,139872,136130,125014,118052,161984
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,0,0,0,0,0,0,0,0,0,0,,6247,6660,12781,7181,6723,8460,6179,4158,4674,6018,,9408,7599,8466,8107,7614,7684,8184,7621,6437,9304
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,35572,37135,15940,3308,12208,19141,24959,18356,18137,14149,,251,150,104,128,282,304,504,334,373,309
350211,"Egg albumin, dried """"e.g. in sheets, scales, flakes, powder""""""""",0,0,0,0,0,0,0,0,0,0,,10,21,0,11,1,4,1,1,25,12,,10285,9254,9053,11807,7697,6157,6675,6111,5878,9231
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",0,0,0,0,0,0,0,0,0,0,,8,30,40,431,65,84,193,332,255,148,,7384,7874,6679,6277,5194,4111,4028,4905,3029,3043
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",5,0,0,0,0,0,0,0,0,0,,3552,6732,3786,2229,2375,1488,3773,8303,6344,5331,,54307,57849,51779,50052,44819,48546,52719,51220,51140,58137
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0,0,0,0,0,0,0,0,0,0,,1,2,22,246,2,15,37,89,39,34,,13766,20713,38144,16969,14024,9228,16697,10311,10015,12124
292244,"Tilidine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,2,0,0,,0,0,0,0,0,0,8,0,0,0
292421,Ureines and their derivatives; salts thereof,0,0,0,0,0,0,0,0,0,0,,1844,1311,756,534,752,470,397,715,621,414,,1047,1394,1630,868,1196,1402,2150,2139,1891,1936
292511,Saccharin and its salts,0,0,0,0,0,0,0,0,0,0,,84,124,88,177,166,198,141,247,114,81,,2698,1748,2487,2517,2922,1016,1224,873,983,1229
292620,"1-Cyanoguanidine """"dicyandiamide""""""""",0,0,0,0,0,0,0,0,0,0,,11,38,18,0,5,12,7,2,1,45,,3330,3354,3056,1952,1876,2186,2501,1549,1725,3378
292690,"Nitrile-function compounds (excluding acrylonitrile, 1-cyanoguanidine """"dicyandiamide"""", fenproporex ...""",16,5,0,0,0,0,0,181,0,0,,4210,6459,8306,11622,7802,8698,11726,13834,13555,15353,,22322,20733,27219,21580,18608,11050,10035,8955,9925,11694
293030,"Thiuram mono-, di- or tetrasulphides",0,0,0,0,0,0,0,0,0,0,,18,1,1202,1210,1068,17,82,1,2,25,,527,479,604,600,519,647,582,608,592,1196
293060,"2-(N,N-Diethylamino)ethanethiol",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,20,2,0
293221,"Coumarin, methylcoumarins and ethylcoumarins",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,16,8,0,0,0,0,0,0,0,0
293294,Safrole,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,0,0,0,182,0,0
382488,"Mixtures and preparations containing tetra-, penta-, hexa-, hepta- or octabromodiphenyl ethers",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
382491,"Mixtures and preparations consisting mainly of """"5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl""""methyl ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3154,5699,5755,49020,,0,0,0,0,0,939,743,544,389,383
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,0,0,0,0,,15,48,44,41,45,38,24,17,9,31,,0,1,0,0,0,0,0,0,0,0
382600,"Biodiesel and mixtures thereof, not containing or containing < 70 % by weight of petroleum ...",0,0,0,0,0,0,0,0,0,0,,14242,61641,120482,2867,2651,3595,2471,205,193,587,,0,4051,12999,2024,0,0,0,0,0,0
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",81,105,74,21,7,16,9,0,0,0,,31162,16813,15980,15918,19694,30762,46031,40118,31348,37487,,74431,77265,79775,76332,75455,88474,97195,79777,68794,85404
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,11,19,5,31,231,0,0,0,0,0,,66706,49090,36874,33615,37646,36230,0,0,0,0,,49811,62970,65465,64877,64554,394,0,0,0,0
360500,Matches (excluding pyrotechnic articles of heading 3604),0,0,0,0,0,0,0,0,0,0,,49,15,13,35,17,18,25,17,137,13,,87,44,42,15,36,43,42,15,29,20
370210,"Photographic film in rolls, unexposed, for X-ray (excluding of paper, paperboard or textiles)",0,0,0,0,0,0,0,0,0,0,,841,1190,239,627,314,198,253,1139,2286,2320,,43,207,44,34,21,33,31,48,42,34
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,823,3132,3477,2550,3103,5280,3792,1646,1134,2892,,57968,62815,64667,54000,52657,62823,58800,56900,64735,70625
370244,"Photographic film """"incl. instant print film""""m, sensitised, in rolls, unexposed, without ...""",0,0,0,0,0,0,0,0,0,0,,2254,2280,6632,6434,1827,971,831,427,1008,1620,,2911,2880,2033,2016,2096,2222,1953,1895,1676,3497
370390,"Photographic paper, paperboard and textiles, sensitised, unexposed, for monochrome photography ...",0,4,0,0,0,0,5,0,0,0,,3011,2334,1417,676,699,590,413,541,487,894,,3651,2610,2551,1960,1687,1427,1190,936,709,768
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",0,0,0,0,0,0,0,0,0,0,,2628,3586,2759,1141,714,1247,1316,1058,1662,3920,,204,42,32,30,37,64,56,60,32,53
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",0,2,6,0,0,0,0,0,0,0,,4072,1024,458,215,325,636,0,0,0,0,,17,17,7,8,7,0,0,0,0,0
370690,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",0,0,0,0,0,0,0,0,0,0,,67,26,176,14,10,2,48,174,20,39,,0,0,0,8,12,47,60,42,13,39
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,0,0,0,0,0,0,0,0,,442,856,685,602,549,382,520,816,640,561,,362,370,418,311,301,369,470,402,197,351
500200,Raw silk (non-thrown),0,0,0,0,0,0,0,0,0,0,,15,11,236,1601,114,2,512,0,256,2,,51,71,221,53,55,0,12,18,47,382
500400,Silk yarn (excluding that spun from silk waste and that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,184,97,187,336,236,553,165,88,55,81,,1523,949,751,1210,730,499,1507,1597,1634,887
510129,"Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)",0,0,0,0,0,0,0,0,0,0,,99,346,42,22,8,0,7,3,0,0,,13463,9793,4308,5476,5164,5161,8039,9810,6368,5291
510400,"Garnetted stock of wool or of fine or coarse animal hair, neither carded nor combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,6,0,0,0,0,1,,0,0,0,0,4,0,0,0,0,0
510539,"Fine animal hair, carded or combed (excluding wool and hair of Kashmir """"cashmere"""" goats)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,0,0,0,0,,1205,674,1751,2329,1551,1470,1481,3397,1275,1116
510540,"Coarse animal hair, carded or combed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,0,0,,939,1398,0,0,0,0,0,0,0,61
510620,"Carded wool yarn containing predominantly, but < 85% wool by weight (excluding that put up ...",0,0,0,0,0,0,0,0,0,0,,0,0,327,366,396,88,0,125,477,111,,329,194,254,85,186,401,675,271,253,514
520291,Garnetted stock of cotton,0,0,0,0,0,0,0,0,0,0,,121,2,0,0,0,0,0,0,0,13,,8,0,0,0,92,806,919,31,266,919
520300,"Cotton, carded or combed",0,0,0,0,0,0,0,0,0,0,,30,26,23,17,108,251,368,760,1071,942,,10345,14840,12871,9440,10813,16863,33291,29353,22617,25240
520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",0,0,0,0,0,0,0,0,0,0,,176,126,44,11,18,37,36,163,92,101,,49,15,18,18,14,31,40,18,17,26
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,17,0,11,1,0,2,0,0,20
