Product code,Product label,"India's imports from Taipei, Chinese-Value in 2012","India's imports from Taipei, Chinese-Value in 2013","India's imports from Taipei, Chinese-Value in 2014","India's imports from Taipei, Chinese-Value in 2015","India's imports from Taipei, Chinese-Value in 2016","India's imports from Taipei, Chinese-Value in 2017","India's imports from Taipei, Chinese-Value in 2018","India's imports from Taipei, Chinese-Value in 2019","India's imports from Taipei, Chinese-Value in 2020","India's imports from Taipei, Chinese-Value in 2021","Taipei, Chinese's exports to world- ","Taipei, Chinese's exports to world-Value in 2012","Taipei, Chinese's exports to world-Value in 2013","Taipei, Chinese's exports to world-Value in 2014","Taipei, Chinese's exports to world-Value in 2015","Taipei, Chinese's exports to world-Value in 2016","Taipei, Chinese's exports to world-Value in 2017","Taipei, Chinese's exports to world-Value in 2018","Taipei, Chinese's exports to world-Value in 2019","Taipei, Chinese's exports to world-Value in 2020","Taipei, Chinese's exports to world-Value in 2021",India's imports from world- ,India's imports from world-Value in 2012,India's imports from world-Value in 2013,India's imports from world-Value in 2014,India's imports from world-Value in 2015,India's imports from world-Value in 2016,India's imports from world-Value in 2017,India's imports from world-Value in 2018,India's imports from world-Value in 2019,India's imports from world-Value in 2020,India's imports from world-Value in 2021
845951,"Milling machines for metals, knee-type, numerically controlled",1743,1401,3030,1667,1620,1626,786,2106,937,279,,405,563,199,118,694,349,500,1006,1139,4158,,39182,31594,23765,19548,21482,18499,18261,23747,14386,8933
560313,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",323,741,477,756,696,95,201,402,344,278,,57068,62988,71631,77394,79905,90046,102220,88521,99124,91512,,8977,10113,8858,7348,7359,10394,12729,14886,14069,22183
902519,"Thermometers and pyrometers, not combined with other instruments (excluding liquid-filled thermometers ...",77,57,71,34,97,106,106,106,297,278,,14123,12854,12761,12637,14666,15588,17835,17859,68006,37107,,13940,15082,18456,15396,16585,21150,28338,32511,237988,59868
842420,"Spray guns and similar appliances (other than electrical machines, appliances and other devices ...",274,96,232,121,284,388,408,324,266,276,,35215,40196,39913,44118,46886,54044,60035,59284,62015,77139,,10071,8954,8737,9270,11848,16319,20619,17139,18078,22811
850120,"Universal AC-DC motors of an output > 37,5 W",157,302,478,580,516,312,424,307,276,275,,3817,3150,3204,3549,7728,6476,3755,3421,2839,3875,,58044,73591,83820,91873,80847,74517,81979,74873,60993,84958
540769,Woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured ...,1167,1525,1023,981,1072,1139,647,810,351,273,,97687,94643,101598,78487,65326,67143,61429,50699,43954,68275,,7910,11608,9784,6781,6696,7667,11626,11235,6595,4027
843149,"Parts of machinery of heading 8426, 8429 and 8430, n.e.s.",2057,302,91,199,279,483,441,776,379,272,,23722,30684,34804,45093,44172,45026,54233,44661,41609,49131,,593012,436011,443098,492975,577446,625400,806418,676858,488304,835566
902110,Orthopaedic or fracture appliances,1061,865,1061,1366,994,710,954,784,303,272,,23205,26072,26692,27753,31293,33671,36970,49184,39436,52736,,23894,28737,23772,19698,15015,17480,17811,21566,15717,24340
401213,"Retreaded pneumatic tyres, of rubber, of a kind used on aircraft",0,0,0,0,0,0,0,324,0,270,,1,0,0,0,133,112,473,626,260,573,,3193,3459,2313,3912,6722,7130,10361,9216,4034,5908
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,264,0,0,270,,0,0,0,0,0,17348,22885,24881,17777,25795,,0,0,0,0,0,4374,9706,23687,9436,13070
841231,"Pneumatic power engines and motors, linear-acting, """"cylinders""""""""",15,40,27,20,17,135,295,256,191,270,,11536,13043,15312,15351,18969,27548,28200,27728,38820,49896,,9056,8162,7893,8938,9449,13076,16261,17939,19681,30903
600542,"Dyed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,61,0,1,249,449,4,47,270,,919,632,771,824,374,278,231,1580,931,2010,,2265,1009,2720,1095,325,14232,21016,7308,5050,2232
560129,Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...,73,160,315,254,442,747,838,452,194,270,,1292,1011,1415,2093,1219,1071,1043,961,1116,843,,1876,1386,1585,2305,1935,2501,2731,2173,2074,1844
846880,"Machinery and apparatus for welding, not gas-operated (excluding electric machines and apparatus ...",52,41,335,294,54,78,27,106,66,269,,7847,7789,9477,6426,4555,5423,6254,5092,2735,4219,,9123,10820,7143,5612,5081,15257,6521,9734,4802,7312
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",160,131,67,142,42,102,246,211,106,269,,153717,157486,174049,166454,161441,167458,174821,173629,155395,183663,,6618,7220,7138,6718,9424,10647,13869,12384,9571,17541
392410,"Tableware and kitchenware, of plastics",431,605,357,474,331,847,630,372,136,269,,212975,248251,272275,267313,261185,278585,292700,324811,312056,362739,,14468,14878,10417,12485,11631,16035,26661,20483,12670,18932
843920,"Machinery for making paper or paperboard (excluding dryers and other heating appliances, calenders ...",1297,2237,327,0,277,88,1690,336,260,269,,34288,28758,43595,45794,29320,31459,26411,35549,10530,9881,,40213,16071,142954,77857,10216,54711,24273,21218,33839,35101
940390,"Parts of furniture, n.e.s. (excluding of seats and medical, surgical, dental or veterinary ...",2116,1261,1339,935,818,920,1109,831,571,269,,208407,231839,243007,218969,221588,234924,278023,273601,290027,363731,,62607,58852,57540,59446,70541,86148,77722,74212,59413,53144
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,542,2,0,0,0,0,0,400,2022,267,,23886,22309,19625,18485,25370,29280,28530,19844,13472,12570,,188611,179199,222262,189358,227104,283816,326514,254036,242787,298312
381121,Prepared additives for oil lubricants containing petroleum oil or bituminous mineral oil,593,0,0,0,0,0,0,47,11,267,,1226,1151,1308,1258,1154,1964,1703,1844,1509,1408,,113567,127664,127800,124576,136564,158886,178689,203464,164822,212124
846510,"Machines for working wood, cork, bone, hard rubber, hard plastics or similar hard materials, ...",170,49,168,159,158,80,278,137,338,266,,12087,8490,17362,11782,11136,10021,9948,7944,6839,10409,,3662,2524,2988,1986,3271,3190,3320,6806,4555,4788
283640,Potassium carbonates,56,838,43,20,17,0,125,323,260,266,,8618,9458,8098,7434,6558,6390,9213,10079,10870,12393,,23062,29712,26157,20287,17992,21282,24540,27325,27740,31048
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",108,399,260,371,276,199,100,45,622,264,,25606,25849,19504,13098,10442,10892,10666,8556,7192,12349,,96427,106221,100928,94475,90736,100123,107552,72027,54418,119140
847979,Passenger boarding bridges (excluding of a kind used in airports),0,139,154,12,4,201,50,345,74,264,,0,0,0,3,0,0,0,0,0,0,,0,13817,9579,8055,16500,9786,10276,11553,5435,17002
381600,"Refractory cements, mortars, concretes and similar compositions, incl. dolomite ramming mix ...",1790,977,2818,1515,2251,3445,1397,558,277,263,,20019,18828,20608,20554,21168,22532,20869,19495,13227,15553,,116442,108786,112517,101197,104164,121556,138518,127393,95230,140731
846820,"Gas-operated machinery and apparatus for soldering, brazing, welding or surface tempering (excluding ...",2192,1648,461,1000,613,929,1603,505,214,263,,641,790,452,489,430,480,339,1147,519,690,,56484,29958,21032,19652,28141,21113,29129,27828,16609,19420
845959,"Milling machines for metals, knee-type, not numerically controlled",1110,1117,1286,708,740,249,988,1282,238,262,,6428,5600,7627,7681,5772,18559,15960,6823,3623,7528,,14070,12341,16948,10677,9948,16506,16960,29057,10084,10378
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of ...",17,54,77,80,158,165,153,130,116,260,,25316,30128,34619,32219,31891,31454,31541,36000,34071,41976,,68,69,119,159,369,255,358,225,373,487
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",152,57,44,316,818,1501,434,306,171,259,,154088,144442,140400,132887,138109,150182,200513,178341,170602,185297,,14904,11156,13598,13979,13832,17187,26187,24497,24236,30058
320300,"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ...",223,220,266,17,39,103,123,98,79,258,,3754,2001,2269,1794,4019,4349,3348,3008,2702,3009,,11156,7677,7875,7735,9212,14923,12468,15431,13490,15137
441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,22,17,34,59,7,73,87,326,258,,3254,3991,3436,2840,2865,5532,33719,28777,22329,24786,,14032,15879,20782,27250,35786,43495,54906,47774,30068,48530
830210,"Hinges of all kinds, of base metal",4168,4529,2714,3426,4941,3709,247,139,169,258,,88423,127303,172295,187483,171371,198418,180089,158699,230993,285216,,55163,65842,71886,82081,84581,84589,87559,90582,62643,96954
844811,"Doobies and jacquards; card reducing, copying, punching or assembling machines for use therewith",13,24,43,31,7,269,164,122,27,258,,3102,920,1654,873,1550,2469,2196,996,499,3154,,10000,12723,15958,9411,12129,16390,24860,16561,4181,5932
940540,"Electric lamps and lighting fittings, n.e.s.",982,339,594,370,336,456,270,194,235,258,,289700,267259,252111,239906,231074,227252,204887,195618,180976,235475,,95680,118530,146752,209569,191463,320706,390884,341961,183635,225973
820340,"Pipe-cutters, bolt croppers, perforating punches and similar hand tools, of base metal",275,319,127,205,193,204,354,384,114,256,,11359,13293,12561,12117,12397,14458,17059,15544,13663,17001,,3541,4039,4168,4185,3720,4017,6172,4202,2751,3974
920992,"Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...",0,0,0,3,0,0,0,3,49,254,,7431,7203,10152,10210,10935,11671,11932,13159,10329,12907,,753,375,454,467,425,750,518,576,947,1299
851490,"Parts of electric industrial or laboratory furnaces and ovens, incl. of those functioning by ...",62,61,87,102,82,165,272,297,94,253,,13972,12929,17122,13527,10949,12172,16102,13485,12461,12156,,29843,26548,13694,16690,35421,17362,20284,20678,18293,25054
800110,"Unwrought tin, not alloyed",624,62,75,37,98,118,125,173,100,252,,56773,59219,86456,77670,82912,95773,92771,56305,37956,151575,,160265,233527,199908,189256,177376,211714,224069,211070,174203,333439
721123,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, simply cold-rolled ...""",20,0,13,28,82,1,20,1,193,252,,17624,16011,18010,9999,9877,9512,9932,10141,8108,9266,,7315,6061,4635,4628,4407,2372,2799,2793,1468,2532
852873,"Reception apparatus for television, black and white or other monochrome, whether or not incorporating ...",1489,498,340,494,100,131,391,138,86,252,,3,3,11,3,23,2,2,2,22,0,,44022,37071,26970,13680,15448,31115,30445,19767,16932,19283
650610,"Safety headgear, whether or not lined or trimmed",172,125,129,152,160,179,243,141,195,251,,57849,48059,49473,40333,42181,39175,39479,38563,37744,53822,,2414,3092,3113,4367,4781,6529,7476,7378,7850,7520
871493,Hubs and free-wheel sprocket-wheels for cycles (excluding for motorcycles and coaster braking ...,34,56,12,16,25,84,288,56,95,250,,27557,26991,38524,45243,53327,57075,65406,90836,114415,185499,,1950,2794,1990,1647,2318,2441,2825,2164,2538,5220
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,316,197,110,231,167,159,108,52,34,250,,1634,1196,1546,1710,1575,1670,1574,1910,1681,2503,,76486,78866,70284,66433,83967,127506,180762,155731,111349,189623
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",413,260,302,427,322,812,888,422,251,250,,159598,165428,178351,162831,151872,144201,134349,127443,145800,140761,,17715,18508,21017,20125,16149,30831,46066,36783,25667,33382
730729,"Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...",134,205,113,144,208,86,329,262,176,248,,149764,128644,134288,127330,112333,145025,162850,150743,110702,164733,,23628,20321,33254,40788,30329,33970,35839,37114,47515,44516
853090,"Parts of electrical signalling, safety or traffic control equipment, n.e.s.",51,5,30,382,263,133,326,182,406,247,,18573,13163,8796,7491,6475,4604,5918,7120,8530,13312,,14424,9294,9738,11778,12298,11417,18866,33067,34623,32649
722211,"Bars and rods of stainless steel, only hot-rolled, only hot-drawn or only hot-extruded, of ...",253,70,235,223,108,119,415,1214,1164,246,,9076,6534,7246,6280,4384,7714,8967,7196,5374,8741,,7795,4054,12680,7592,12168,13653,18303,21336,12413,14030
844839,"Parts and accessories of machines of heading 8445, n.e.s.",358,302,258,255,415,340,327,237,179,245,,20464,20380,18354,16785,17939,19837,27301,19692,13983,16170,,95474,104998,79340,79644,95089,85777,96349,87400,50691,80734
830250,"Hat-racks, hat-pegs, brackets and similar fixtures of base metal",373,246,188,220,180,250,425,286,111,244,,33151,33261,34106,38808,42187,46745,54655,58039,53964,76808,,14443,15240,11491,12761,9320,11427,17568,19274,14393,16827
841981,"Machinery, plant and equipment for making hot drinks or for cooking or heating food (excluding ...",404,138,412,163,84,74,204,136,222,244,,12667,13732,14698,11166,11290,12877,17988,15927,13620,12393,,30949,23853,36384,29356,26994,30368,43610,50573,24926,39713
540239,"Textured synthetic filament yarn (excluding sewing thread, yarn put up for retail sale and ...",236,565,478,451,3,0,94,111,118,243,,12561,12276,13022,16064,12821,15892,14414,14286,6405,5679,,17069,8815,6341,4154,1074,2354,4319,2687,2505,3439
850520,"Electromagnetic couplings, clutches and brakes",288,96,144,71,48,17,35,20,21,241,,6671,6624,9735,10285,11663,13064,13065,12358,14550,20966,,8890,9341,9982,10130,7763,8061,10478,11676,8353,9775
410712,"Grain splits leather """"incl. parchment-dressed leather"""", of the whole hides and skins of ...""",0,1,0,0,0,117,31,1,161,240,,7640,12591,7066,5183,11631,31645,32201,27140,10293,1151,,448,1170,1108,1039,1483,7502,10134,16581,19764,32191
902300,"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ...",640,266,224,538,157,231,170,136,113,238,,38847,35656,38370,35414,32796,40285,35398,37325,30333,40649,,29359,34911,41726,35712,38154,59745,55541,56169,34103,148400
721730,"Wire of iron or non-alloy steel, in coils, plated or coated with base metals (excluding plated ...",285,0,2,0,0,3,0,0,39,237,,6229,8814,9857,8051,7933,5411,5862,4076,3806,4841,,53186,48754,56037,59380,66367,81870,103723,65895,53707,96435
845650,Water-jet cutting machines,0,0,0,0,0,200,386,287,0,237,,0,0,0,0,0,841,719,502,46,368,,0,0,0,0,0,1161,2119,3485,2308,8287
392340,"Spools, cops, bobbins and similar supports, of plastics",470,189,230,382,370,312,291,270,148,234,,17780,17138,16080,14892,13188,16494,17776,17399,16985,17266,,5805,6808,5863,5855,6312,7478,9764,7755,4539,5698
852110,"Magnetic tape-type video recording or reproducing apparatus, whether or not incorporating a ...",97,163,121,148,338,555,552,246,218,234,,1202,705,713,371,320,119,35,19,31,30,,15737,13950,11951,10861,10379,11828,4201,2266,1422,1700
854130,"Thyristors, diacs and triacs (excluding photosensitive semiconductor devices)",385,124,151,181,99,56,251,193,109,234,,9550,7140,7025,6444,13640,18943,21046,23904,24892,29955,,50502,57822,61954,56925,47630,48415,79144,54274,34385,45766
320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",170,56,175,186,314,289,107,217,90,234,,6129,8206,6780,5937,4774,5806,5465,4393,4456,5604,,13620,10269,17521,16569,15229,10963,9186,6857,7583,10232
960621,"Buttons of plastics, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",174,380,165,48,49,122,273,132,112,233,,16458,15770,16698,12830,10446,9472,9074,8980,8064,9272,,11617,11804,11344,9906,10196,15129,19022,18729,10040,16476
844130,"Machines for making cartons, boxes, cases, tubes, drums or similar containers (other than by ...",2003,3166,471,1941,2376,1311,325,1100,256,232,,48413,70441,80267,69738,76816,88046,96117,78679,46348,57076,,20448,20590,11864,26485,35215,38953,43376,43233,39635,52923
340490,"Artificial waxes and prepared waxes (excluding poly""""oxyethylene"""" [polyethylene glycol] waxes)""""",205,16,284,80,49,66,354,42,109,231,,42425,39221,39995,40397,37928,39891,40883,38274,36947,41487,,45531,50523,70868,66364,66988,72844,89217,84205,71016,91089
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",71,0,1428,434,89,110,67,207,580,231,,3199,1823,1304,3182,3312,4506,2422,2398,2494,2519,,25725,18324,12640,7633,2303,5290,5524,5151,4068,2003
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",796,395,1144,876,367,715,1795,491,57,230,,50382,39164,47253,35789,22325,28718,31533,31989,20116,32367,,12904,16515,12173,11975,6519,4051,12738,5268,5689,2719
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",504,223,190,177,374,258,219,249,250,230,,30484,28621,29587,26538,30158,27622,28815,24160,24397,29464,,18004,22116,26444,28793,35963,39861,49806,42651,38470,54205
848060,"Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...",314,92,195,94,16,33,230,52,53,224,,1268,3153,2400,663,870,910,713,2167,940,590,,40075,49612,73355,86887,51589,81610,130818,104734,59739,89533
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",753,159,437,305,217,417,290,334,276,224,,3996,4545,3281,4102,4728,3327,2675,4579,2483,4730,,27051,31922,24510,20301,17737,20928,29437,24929,22214,15977
842820,Pneumatic elevators and conveyors,372,923,552,1709,1489,807,1188,790,503,223,,2530,4111,3129,954,1154,1662,1400,542,1062,1027,,86545,70559,58250,59831,43936,49428,98401,75001,58755,45086
847329,"Parts and accessories of non-electronic calculators for accounting machines, cash registers ...",112,167,130,121,57,202,235,192,55,223,,45267,54949,62428,65820,69350,63849,59624,60603,50370,65947,,4776,13686,7317,10348,5617,16077,21251,16915,10989,16344
841090,Parts of hydraulic turbines and water wheels incl. regulators,1,2,4,0,0,0,0,0,0,222,,1005,810,939,1658,957,547,416,600,1162,494,,12943,11794,6220,6575,4885,10694,9370,6485,2323,5435
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",143,32,232,294,1249,1383,527,477,713,222,,131,241,1108,949,892,110,99,49,11,58,,6082,7755,9953,9721,8986,10239,10042,5596,5074,9614
540259,"Synthetic filament yarn, incl. synthetic monofilament of < 67 decitex, single, with a twist ...",348,553,69,140,141,185,475,30,75,222,,773,461,1180,503,1552,888,643,650,857,6235,,2522,1719,1833,2280,2082,1658,1387,1372,3280,2990
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",354,519,403,344,808,1884,196,149,346,222,,25709,17500,17938,15800,14286,17406,23752,24007,28702,26615,,70098,79402,71680,79301,97861,111669,135960,166090,150869,218469
845522,Cold-rolling mills for metal (excluding tube mills),140,105,498,0,435,650,551,1332,278,222,,20699,20837,19318,20470,14324,15415,17444,13718,7423,11436,,96692,28190,18603,13604,9742,14424,86901,69286,35823,64971
847690,"Parts of automatic goods-vending machines, incl. money changing machines, n.e.s.",21,14,29,51,32,173,121,226,143,221,,11983,8537,11186,9385,7987,11964,12796,11900,10500,21826,,4241,3714,3287,2583,1804,1405,3091,2206,1457,2329
846310,"Draw-benches for metal bars, tubes, profiles, wire or the like",986,2155,1437,484,522,354,643,1966,184,221,,12220,17066,16787,16053,14756,11481,10783,8005,6620,8594,,30175,25260,14840,13295,21824,19856,21392,25879,8465,12242
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",57,45,31,35,18,40,110,29,47,220,,1585,1714,1558,1271,1466,2671,2627,2664,1524,1876,,2763,3193,3416,4700,4959,5549,8156,6823,4230,8204
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",1405,1078,1112,995,734,344,452,847,657,220,,13290,13815,15395,12219,15297,15617,15497,13707,11523,13237,,19465,25066,31768,28038,26540,31860,39843,48259,37171,50749
630399,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of textile materials (excluding ...",483,604,390,339,295,310,94,220,186,220,,19800,19917,18205,16629,16403,17845,23228,18015,6048,7024,,3544,3856,2555,2690,2580,3017,2178,4583,2761,3357
830170,"Keys presented separately for padlocks, locks, clasps and frames with clasps incorporating ...",67,8,19,4,10,5,291,301,357,219,,12546,12415,10814,9798,9829,10996,11033,9987,10203,12755,,6927,8081,11206,16371,13756,13816,15077,13300,8611,8527
600192,"Pile fabrics of man-made fibres, knitted or crocheted (excluding """"long pile"""" fabrics)""""",50,179,378,177,233,591,448,44,587,219,,148405,153868,151707,145132,128139,125566,80047,74319,58090,73673,,6524,7219,11589,14328,14255,19751,27215,32902,27553,49778
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",137,1,3,14,66,286,239,216,287,219,,1738,3139,6886,7518,11987,17279,18541,16590,20300,20728,,37331,47462,51497,54756,44325,51047,69833,75263,78662,79638
851850,Electric sound amplifier sets,91,26,96,13,96,45,1790,1841,337,218,,21252,21448,22355,22995,21047,16341,13500,13102,11025,14570,,9993,10572,9780,11895,10688,12221,17251,17256,12707,19187
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",184,76,362,834,593,269,348,367,144,218,,36719,36809,42412,37034,35542,35710,30212,26821,23927,26377,,47453,34880,46247,51172,52266,67301,77104,65499,54877,107966
381231,"Mixtures of oligomers of 2,2,4-trimethyl-1,2-dihydroquinoline """"TMQ""""""""",0,0,0,0,0,1317,1644,695,0,216,,0,0,0,0,0,84,342,645,283,534,,0,0,0,0,0,10080,13034,11875,11513,17138
760820,Tubes and pipes of aluminium alloys (excluding hollow profiles),55,35,16,47,410,560,370,256,350,216,,18681,26083,23500,22673,23296,29031,33135,30073,23866,31925,,51989,48417,50126,46322,40865,41767,46239,37819,37106,57488
321100,Prepared driers,0,0,1,1,1,7,0,0,95,215,,5490,4616,4648,5612,3276,2996,2265,1609,1082,1093,,2039,1410,2522,3107,2261,2134,2525,1932,2354,4097
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",29,24,29,89,130,1686,256,307,55,212,,3248,8839,7911,5923,4741,4417,4714,36,59,2727,,38992,47537,53754,55851,64100,82500,114843,118763,111432,138248
300339,"Medicaments containing hormones or steroids used as hormones, not containing antibiotics, not ...",207,0,0,414,81,65,229,91,0,212,,0,0,0,0,0,2,0,0,0,0,,7497,3112,5984,2486,5314,4348,8025,19290,12701,11921
282530,Vanadium oxides and hydroxides,28,0,0,62,0,2,381,0,0,210,,5519,10308,7490,4020,5849,12263,20219,22831,8886,3531,,6208,5742,10306,6992,14270,24926,40925,29961,7239,20757
940180,"Seats, n.e.s.",86,476,609,746,448,485,695,236,74,210,,54812,56056,59759,55753,57982,60968,58609,58027,76498,84547,,15944,20725,31531,32150,36539,46790,47560,38780,18563,30217
841869,Refrigerating or freezing equipment (excluding refrigerating and freezing furniture),1088,273,268,175,332,352,446,108,153,209,,44375,46969,52963,50500,52176,55035,53545,60322,46884,45988,,147582,128779,115185,133720,137911,141043,159756,166601,109535,158910
901060,Projection screens,26,35,189,243,236,443,136,109,65,208,,6249,7176,7295,6544,8230,9469,12678,4090,4047,4087,,13658,9123,5987,5569,4353,6624,6074,6379,3528,5200
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,55,75,61,157,360,213,61,162,45,208,,375306,430743,538692,515211,750482,949003,1268345,1265667,1526325,1837047,,5620,3300,6923,4434,6939,7599,8555,22629,11090,12689
290941,"2,2'-Oxydiethanol """"diethylene glycol, digol""""""""",178,147,341,292,257,113,148,449,154,207,,113879,141387,165479,107646,88548,123022,122962,90235,70945,118834,,1835,451,1795,3057,1949,4229,2711,6190,3805,7078
853641,Relays for a voltage <= 60 V,679,429,497,133,160,280,165,149,336,206,,27902,27290,29941,33935,35627,39859,52295,52489,51692,79267,,41418,42033,46361,54146,57287,68934,72305,62935,59785,83171
521031,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",299,60,56,242,154,264,210,292,111,206,,11538,11865,13551,14051,9031,6047,5799,3663,2726,4670,,7390,4876,4257,4844,3817,5052,7271,6275,2998,5272
902580,"Hydrometers, areometers and similar floating instruments, barometers, hygrometers and psychrometers, ...",278,184,236,192,150,187,171,170,135,206,,10521,11327,9190,10601,9908,11564,13021,12392,13784,21025,,15389,16164,19889,17093,17026,19149,20958,23300,19543,24007
846722,"Saws for working in the hand, with self-contained electric motor",33,8,7,90,43,27,19,15,12,204,,2594,3268,3113,3233,4943,8001,9421,9399,6283,7827,,12259,8089,10645,9335,8572,7472,11731,14193,11760,20504
390320,"Styrene-acrylonitrile copolymers """"SAN"""", in primary forms""""",527,267,390,154,315,0,159,146,5,204,,159572,167091,190357,150190,162630,235161,242144,217762,179951,290568,,11207,11852,14695,13665,11674,13869,18003,16096,12609,36953
740710,"Bars, rods and profiles, of refined copper, n.e.s.",7530,5408,317,48,0,0,0,0,0,203,,419270,429996,419629,393619,347400,438754,334260,190286,175539,181534,,319612,362954,286154,225421,188655,123024,114236,77153,62471,80178
845130,"Ironing machines and presses, incl. fusing presses (excluding calenders)",54,16,169,236,15,19,381,67,24,203,,1426,1091,1302,1196,2039,2197,2751,2207,904,1551,,8154,8864,7456,8145,8571,9956,11868,12238,9875,8315
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",5231,2113,144,56,114,210,213,275,603,203,,16005,11315,11240,11711,8571,7237,11930,19631,24522,4729,,119635,131448,176063,195583,191528,192926,199680,219833,227124,293988
392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...",1,0,266,194,4,71,141,171,135,202,,18758,15459,13593,10623,11115,16597,38460,49144,58201,61819,,2810,1235,1694,1674,1137,2464,2496,5189,2948,3155
292215,Triethanolamine,0,0,0,0,0,510,0,86,0,201,,0,0,0,0,0,7323,5589,7806,5519,7206,,0,0,0,0,0,12322,16828,16239,13505,21866
841350,"Reciprocating positive displacement pumps for liquids, power-driven (excluding those of subheading ...",215,123,232,137,200,163,152,444,424,201,,8996,10807,15241,17088,17959,24816,29926,21476,26485,19577,,63797,42976,53545,50656,53134,52248,78596,85713,90227,133179
611790,"Parts of garments or clothing accessories, knitted or crocheted, n.e.s.",376,473,491,301,357,281,336,298,51,200,,46493,48420,52539,50147,40639,42595,39628,42111,37265,43152,,799,983,6410,12370,11128,14624,15391,16614,6422,9286
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,93,2,8,48,8,6,496,518,44,200,,6891,6951,8343,6857,9510,11149,9699,13108,8319,17279,,31858,42730,59328,74073,98948,114109,162225,199993,101732,168780
950450,Video game consoles and machines (excluding operated by any means of payment),0,0,1,1740,5,217,10,428,104,199,,0,795,14602,13150,7642,7069,17125,11669,19254,18794,,0,17315,23862,20112,16234,22770,26514,23052,14684,34958
283711,Sodium cyanide,2439,127,298,65,372,291,891,5260,870,199,,13716,13135,6656,5076,6169,6478,6888,10173,6184,5145,,17257,15906,15011,8180,11953,9203,16985,37805,31613,18957
841620,"Furnace burners for pulverised solid fuel or gas, incl. combination burners",35,15,336,4,12,150,370,10,162,199,,7062,8993,8486,6134,4719,7415,6478,5333,5114,4551,,25286,29659,28099,42836,11497,19424,17457,33107,35136,17309
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",47,37,65,91,117,184,204,224,102,198,,27913,27544,28439,26068,27611,35570,39974,52056,62696,78129,,41140,31935,31431,37648,33910,12243,21415,26412,37133,40037
381119,Anti-knock preparations for motor fuels (excluding those based on lead compounds),10,0,8,0,0,15,21,2,133,198,,40,72,76,13,4,4,3,83,0,0,,14849,9527,15043,16470,19922,10205,9229,7043,7898,10383
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",1105,861,329,210,1131,1451,785,330,124,197,,134731,139632,133422,142679,133685,141315,148179,141699,162738,160255,,47067,51788,43629,43489,37380,40545,53004,78043,68199,74548
