Product code,Product label,Singapore's imports from United States of America-Value in 2012,Singapore's imports from United States of America-Value in 2013,Singapore's imports from United States of America-Value in 2014,Singapore's imports from United States of America-Value in 2015,Singapore's imports from United States of America-Value in 2016,Singapore's imports from United States of America-Value in 2017,Singapore's imports from United States of America-Value in 2018,Singapore's imports from United States of America-Value in 2019,Singapore's imports from United States of America-Value in 2020,Singapore's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),567,0,2,0,4,0,2,7,5,1,,670,598,855,922,710,1896,1495,1625,1530,2177,,573,8,9,9,33,9,16,27,255,231
701322,"Drinking glasses, stemware, of lead crystal",4,0,0,3,3,7,4,8,8,1,,3078,2200,3124,2081,1784,1903,2160,1555,1162,1475,,1336,1896,1604,792,1596,658,786,783,596,935
701610,"Glass cubes and other glass smallwares, whether or not on a backing, for mosaics or similar ...",69,73,28,42,56,46,1,5,0,1,,8970,7123,9281,7617,8250,5884,4774,5035,3625,3969,,3585,2688,2732,1617,1147,1078,1036,774,418,669
720810,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",18,15,1,12,0,26,4,17,47,1,,29521,18596,16529,14165,12909,17282,16109,7910,12465,17372,,8150,7129,8439,6400,24809,4686,5084,3825,7562,5708
480429,"Sack kraft paper, uncoated, in rolls of a width > 36 cm (excluding unbleached, and goods of ...",295,120,80,0,98,0,52,4,7,1,,35386,30976,33642,21305,16895,26266,19536,25965,32418,38333,,679,611,512,689,329,203,158,147,144,618
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",50,30,2,72,2,52,15,108,35,1,,15879,55010,94091,103179,125022,118721,127351,117956,114925,151608,,9121,6531,6485,4471,10508,13281,8061,8762,9016,17954
540751,"Woven fabrics of yarn containing >= 85% by weight of textured polyester filaments, incl. monofilament ...",0,8,34,20,39,784,18,3,0,1,,12985,8942,12709,13818,10626,9213,20567,20022,18157,22498,,3385,771,1503,1712,13937,1112,411,166,126,138
600633,"Fabrics, knitted or crocheted, of synthetic fibres, of yarns of different colours, of a width ...""",0,1,0,0,48,17,4,1,12,1,,33222,28164,37624,41211,39489,42693,43963,45365,30252,38387,,123,90,135,118,131,134,392,104,123,197
732421,"Baths of cast iron, whether or not enamelled",0,27,7,5,0,5,0,5,0,1,,2791,2614,2329,1903,1664,1597,1682,1468,1337,1257,,304,188,236,181,290,236,488,263,52,105
790500,"Zinc plates, sheets, strip and foil",8,17,1,32,104,60,57,24,19,1,,21487,23532,25087,28479,24274,30608,30186,24755,20514,30500,,1387,1263,643,1822,1007,2457,2422,1341,1696,2944
790111,"Unwrought zinc, not alloyed, containing by weight >= 99,99% of zinc",5,5,9,20,0,21,21,32,12,1,,84532,11989,116085,48815,254116,188878,101395,66212,13908,76629,,15418,21103,46786,37476,31796,27273,12808,36954,241600,212729
845522,Cold-rolling mills for metal (excluding tube mills),0,20,86,0,31,0,0,0,0,1,,44256,26045,16696,37102,12371,12584,20298,14939,11337,15165,,1202,2528,3372,1552,717,1609,381,507,492,232
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",0,0,8,2,0,27,0,242,88,1,,12110,9274,10352,9619,6062,10026,7674,10024,5873,7208,,804,718,1539,92,161,426,96,802,120,339
950661,Tennis balls (excluding table tennis balls),8,0,26,16,1,1,10,2,0,1,,2185,1720,1054,811,1091,630,520,918,902,957,,344,258,484,517,778,763,774,636,423,1340
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",22,18,1,2,5,3,4,0,1,1,,4480,7698,4739,3002,876,1736,647,678,297,309,,175,128,108,86,67,33,113,26,100,22
920110,Upright pianos,127,0,0,46,0,12,14,37,106,1,,6468,5571,4865,4171,4664,4820,6160,4648,3553,3534,,11629,9086,9705,8313,8533,6170,4900,3059,4120,5822
950612,Ski bindings,3,7,4,0,0,0,2,5,1,0,,4836,6119,5693,6242,4784,5980,6996,7005,7693,9642,,20,17,4,7,8,0,9,82,12,5
940381,"Furniture of bamboo or rattan (excluding seats and medical, surgical, dental or veterinary ...",37,17,65,9,11,21,0,0,0,0,,3511,2604,4014,3635,4347,0,0,0,0,0,,3236,4129,2751,2100,1730,3345,0,0,0,0
940383,"Furniture of rattan (excl. seats and medical, surgical, dental or veterinary furniture)",0,0,0,0,0,0,9,0,2,0,,0,0,0,0,0,1816,2766,8462,14010,28563,,0,0,0,0,0,0,1818,568,425,439
902213,Apparatus based on the use of X-rays for dental uses,218,293,13,14,69,0,128,0,11,0,,60852,53609,48028,36123,33371,27653,26770,29035,17810,22969,,2801,4081,4455,3875,3130,2752,2491,3956,2408,2381
870230,"Motor vehicles for the transport of >= 10 persons, incl. driver, with both spark-ignition internal ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,5593,10822,12519,14211,12933,,0,0,0,0,0,0,1,5,0,4
870390,"Motor cars and other vehicles principally designed for the transport of persons, incl. station ...""",135,5,3,107,243,185,91,348,773,0,,1357499,1269450,2106041,1963247,2627796,764667,470839,435866,471706,892291,,22609,19142,25215,12161,6082,18683,2694,2697,1062,405
870520,Mobile drilling derricks,0,24,76,0,0,0,0,0,3,0,,119101,81108,100091,30580,27604,30727,52788,14457,18057,17203,,1363,1268,4258,6196,15155,2632,321,286,328,0
871130,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",11,18,0,0,77,0,0,0,4,0,,54810,45946,28199,26932,24228,36897,33792,34650,34723,45687,,7553,9395,12544,15123,10233,18857,22681,25176,10855,11128
880260,"Spacecraft, incl. satellites, and suborbital and spacecraft launch vehicles",114,0,0,0,0,9,112,62,13,0,,647411,952684,842283,2135184,2720290,1482076,955823,640885,794220,522738,,147,0,0,0,0,260,149,566,465,0
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",0,75,563,58,2,1,0,0,0,0,,1194081,1259009,1246588,912080,831103,1083457,1247884,916531,679887,1447822,,1912,219,585,223,123,776,158,61,296,179
890190,Vessels for the transport of goods and vessels for the transport of both persons and goods ...,1,0,4,0,0,0,0,0,0,0,,37032,91821,345203,148504,54176,63683,68377,116263,34541,54633,,2739428,762262,5291,10914,14125,7520,429,8765,3791,10641
890510,Dredgers,0,0,0,0,0,2333,6300,713,0,0,,69056,133999,78067,44649,12470,32150,50348,12935,42237,14854,,3308,3157,0,0,0,2423,6720,5445,3466,2166
852851,Monitors of a kind solely or principally used in an automatic data-processing machine of heading ...,26715,27909,16492,11301,9876,7963,0,0,0,0,,991223,786470,778370,727480,602546,0,0,0,0,0,,248844,217812,185865,204340,186258,144093,0,0,0,0
846022,"Centreless grinding machines for finishing metal, numerically controlled (other than gear finishing ...",0,0,0,0,0,0,7,7,0,0,,0,0,0,0,0,24589,25067,21038,20213,9423,,0,0,0,0,0,0,110,8,348,106
842620,Tower cranes,101,1,2667,20,408,0,105,0,0,0,,51802,34506,37331,24363,12648,26485,23141,20223,11072,16828,,85242,48672,34825,22277,7643,11364,30786,64324,34805,29366
843031,Self-propelled coal or rock cutters and tunnelling machinery (excluding hydraulically operated ...,0,2,10,32,0,0,0,0,0,0,,179771,174649,133096,70257,48241,43384,104107,232040,169156,176059,,47328,82402,49435,53644,16507,6319,4902,3845,319,3835
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",0,0,0,0,57,0,1,1,0,0,,15525,3043,5554,3627,4628,4863,8233,8252,3645,7137,,1440,253,61,217,273,110,532,71,48,184
844530,Textile doubling or twisting machines,0,0,0,0,0,0,0,0,0,0,,618,1746,1283,1003,1190,1987,2830,2583,1834,2512,,0,1,2,56,45,0,0,0,0,0
844590,Machines for producing textile yarns and machines for preparing textile yarns for use on machines ...,0,0,70,0,1,0,0,85,11,0,,6915,10984,9658,4830,9529,8959,2132,4625,3864,5278,,551,51,182,89,490,379,214,183,168,638
844711,"Circular knitting machines, with cylinder diameter <= 165 mm",0,0,0,0,1,0,0,0,0,0,,8435,6404,8124,9897,7787,9892,9215,5251,3371,3885,,1574,1065,1630,905,63,7,43,47,1,6
843340,"Straw or fodder balers, incl. pick-up balers",1,14,0,0,0,0,16,3,1,0,,165662,118273,119571,147404,147168,148617,155020,155849,166708,193880,,2149,20,6,45,160,65,85,117,17,17
843352,Threshing machinery (excluding combine harvester-threshers),0,0,0,0,0,0,0,0,0,0,,3119,4208,3395,2960,2595,1952,3308,1681,2833,4633,,0,0,0,0,0,0,177,18,0,0
810297,Molybdenum waste and scrap (excluding ash and residues containing molybdenum),0,4,0,0,0,0,0,0,0,0,,4149,3101,4165,4347,2972,2577,5622,6880,8613,8921,,0,414,0,0,0,0,9,1,0,0
840140,"Parts of nuclear reactors, n.e.s. [Euratom]",0,35,0,34,0,0,1,0,0,0,,97806,33089,38001,48391,68235,19195,64648,37345,41636,29822,,0,131,104,36,0,66,6,0,0,0
841013,"Hydraulic turbines and water wheels, of a power > 10.000 kW (excluding hydraulic power engines ...",13,3,3,4,22,0,20,0,1,0,,1492,4411,12587,11060,3246,1657,1144,3605,322,2381,,64,375,1889,700,1380,67,115,25,2,16
731431,"Grill, netting and fencing, of iron or steel wire, welded at the intersection, plated or coated ...",1,42,34,22,0,2,2,397,1,0,,24259,14500,11957,17962,16291,13207,9036,8831,6872,12390,,668,559,407,671,458,491,609,1036,1238,2854
731441,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, plated or ...",3,100,0,2,3,0,0,1,1,0,,10189,9750,10936,10024,7472,10574,9828,9916,8951,10323,,1110,1033,1542,1121,1410,2293,2230,925,612,674
721911,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",9,1,48,7,55,0,54,6,0,0,,14138,7380,5789,5953,3539,11883,8466,4859,3266,5118,,1683,1026,416,539,668,1278,1729,4060,2004,3079
722710,"Bars and rods of high-speed steel, hot-rolled, in irregularly wound coils",36,0,1,1,2,0,4,12,5,0,,4264,3069,3569,2102,1973,980,1104,1136,638,899,,45,5,85,140,187,17,16,17,6,32
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",5,0,0,0,8,0,0,0,0,0,,5043,3710,3609,2472,4134,7834,5693,3286,1295,3525,,6,19,0,85,312,65,0,0,1555,1544
600610,"Fabrics, knitted or crocheted, of a width of > 30 cm, of wool or fine animal hair (excluding ...""",0,0,0,0,0,0,0,0,0,0,,4452,4569,5536,6775,3941,2613,2594,3527,960,2257,,73,114,24,32,18,19,8,45,87,89
600390,"Knitted or crocheted fabrics of a width of <= 30 cm (excluding of cotton, man-made fibres, ...""",6,3,1,0,6,1,0,4,0,0,,727,746,591,1502,344,823,718,676,385,567,,238,60,40,25,18,31,27,8,60,28
600521,"Unbleached or bleached cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,5132,2653,3125,3701,4602,5487,7605,2231,2054,1196,,0,0,0,0,0,4,0,0,0,0
580220,"Terry towelling and similar woven terry fabrics (excluding those of cotton, narrow woven fabrics ...",0,4,8,1,6,1,0,1,0,0,,125,454,173,115,157,172,366,464,151,98,,209,124,198,267,183,151,190,177,228,130
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",32,18,49,15,9,10,8,5,0,0,,2555,2287,2709,2116,1392,832,444,756,163,164,,2723,1689,2802,1415,1563,813,1108,1009,547,314
581091,"Embroidery of cotton on a textile fabric ground, in the piece, in strips or in motifs (excluding ...",15,2,2,3,2,5,0,1,0,0,,782,900,1147,937,860,850,887,548,323,346,,339,499,757,623,237,125,206,160,227,249
580122,"Cut corduroy, of cotton (excluding terry towelling and similar woven terry fabrics, tufted ...",0,0,0,0,0,0,0,0,0,0,,1302,283,362,186,114,69,257,365,298,214,,29,3,28,5,2,0,5,11,9,18
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1645,2112,1542,3104,3306,2281,806,394,421,501,,1543,209,167,230,32,61,39,24,0,15
551331,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,1,0,0,0,0,0,0,0,0,,1763,2084,2404,1678,1602,421,310,377,368,536,,526,1724,1048,2173,1753,1131,1759,1128,543,1096
550630,"Acrylic or modacrylic staple fibres, carded, combed or otherwise processed for spinning",0,0,0,0,0,0,3,47,0,0,,2187,1757,2943,1220,223,303,480,1072,868,1678,,0,0,6,0,0,0,37,47,0,0
550911,Single yarn containing >= 85% nylon or other polyamide staple fibres by weight (excluding sewing ...,0,0,0,0,0,0,0,0,0,0,,10512,9122,7256,7580,8571,12028,14443,9756,5505,3983,,0,0,9,5,5,144,19,19,0,2
550991,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,18,6,85,3,5,7,0,0,7,23,,0,0,0,0,0,0,1,0,0,0
540246,"Filament yarn of polyester, incl. monofilament of < 67 decitex, single, untwisted or with a ...",2,0,0,0,0,0,0,0,0,0,,30620,36341,39219,36861,38551,41627,38962,39572,25306,44154,,1325,3065,8451,1844,1018,450,488,277,0,0
540310,High-tenacity yarn of viscose rayon filament (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,1471,1164,943,1003,981,1416,1372,948,843,1489,,0,0,6,14,567,50,1,0,0,0
540332,"Yarn of viscose rayon filament, incl. monofilament of < 67 decitex, single, with a twist of ...",0,0,0,0,0,0,0,0,0,0,,129,233,1009,249,280,283,123,146,42,106,,0,6,0,0,0,0,0,0,0,0
521111,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,1090,1934,1578,1464,1725,1244,1459,1406,1290,1441,,90,118,527,324,344,0,165,140,23,6
521152,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,560,1673,2901,3539,1453,444,226,0,4,145,,3,1,0,0,0,25,3,17,18,6
521211,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",3,0,0,0,17,0,3,0,0,0,,259,627,401,199,1256,212,133,162,94,261,,113,262,60,161,266,45,75,759,17,22
521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",1,0,0,6,2,2,0,0,0,0,,153,78,121,29,68,55,64,82,89,114,,407,144,79,99,360,520,0,0,566,370
521222,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",2,5,0,0,172,0,0,0,0,0,,58,5,5,127,0,41,911,197,172,63,,2,29,23,4,260,0,112,69,0,1
520929,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, bleached ...",39,0,1,0,0,0,0,58,42,0,,13122,11444,8823,8976,7042,5811,3371,1757,3408,5196,,85,143,91,147,245,171,167,1587,83,1
480452,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,5,0,0,0,0,0,0,0,,140178,148457,150433,136076,95788,103409,138341,123814,117532,92297,,84,7,146,169,22,29,32,21,47,38
520633,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,30,9,0,52,4,0,0,30,0,0,,0,0,0,0,0,0,0,0,0,0
520635,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,151,26,14,36,66,34,62,73,12,25,,0,24,0,0,0,0,0,0,0,0
520643,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",0,0,0,0,0,0,0,0,0,0,,0,199,0,0,0,0,0,3,0,0,,0,0,1,0,0,0,0,0,24,3
510220,"Coarse animal hair, neither carded nor combed (excluding wool, hair and bristles used in the ...",0,0,0,0,0,0,0,0,0,0,,51,90,165,189,169,342,603,359,134,120,,0,0,0,0,0,0,0,0,0,0
511120,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",26,0,32,34,4,0,4,0,0,0,,416,250,1106,2533,1180,563,408,572,329,372,,52,8,39,34,25,1,14,3,0,3
720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,93607,148422,100799,61056,64137,98933,65247,53476,50089,79369,,21805,12662,13715,10476,9475,10442,6616,7127,4225,5205
721113,"Flat-rolled products of iron or non-alloy steel, simply hot-rolled on four faces or in a closed ...""",0,73,2,0,0,0,0,0,0,0,,5673,13946,5659,1915,2640,1239,2067,6470,7242,84531,,363,166,125,3467,3397,3406,4170,4145,4273,6041
721210,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",6,0,1,0,0,2,3,0,14,0,,17689,21089,24542,16017,14206,18327,13281,12529,13724,19638,,256,734,1313,1116,958,717,277,121,121,96
720120,"Non-alloy pig iron in pigs, blocks or other primary forms, containing by weight >= 0,5% phosphorus",0,0,0,0,0,0,0,0,0,0,,529,350,489,556,354,424,178,377,230,217,,4545,2,0,0,0,120,0,0,0,0
720249,"Ferro-chromium, containing by weight <= 4% of carbon",0,0,0,50,0,0,0,0,2,0,,7864,6732,9856,7036,8915,8662,10342,5822,3080,11304,,0,0,39,316,1189,105,203,1358,103,142
720390,"Spongy ferrous products, obtained from molten pig iron by atomisation, iron of a purity of ...",75,16,0,1,3,1,4,77,0,0,,5142,4565,3514,1477,15778,154244,212853,269317,166661,263194,,325,185,8295,294,116,177,1700,211,25,159
700319,"Cast glass and rolled glass, in non-wired sheets, not otherwise worked (excluding glass coloured ...""",101,0,0,11,0,3,0,9,15,0,,10904,10823,9732,10001,6101,8618,6027,6429,5026,5613,,714,616,4421,3816,4308,2537,3807,7946,2215,2393
690790,"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ...",8,18,24,24,34,77,0,0,0,0,,10520,8860,11865,13349,14459,0,0,0,0,0,,19202,20416,25545,24947,24564,24291,0,0,0,0
690890,"Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the ...",239,249,82,81,148,12,0,0,0,0,,36624,36351,36760,38258,35655,0,0,0,0,0,,63685,69554,84006,81388,78066,65296,0,0,0,0
611522,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn >= ...",1,1,0,3,1,6,0,1,1,0,,11275,3398,2705,3532,3327,2176,2134,2527,2594,5744,,41,69,189,206,141,113,193,330,118,318
290721,Resorcinol and its salts,0,2,0,0,0,1,0,1,0,0,,48713,33360,34771,27150,25648,14398,5294,4944,4504,3534,,1047,1071,1063,1206,914,1231,1402,956,309,402
291020,"Methyloxirane """"propylene oxide""""""""",0,0,0,7,0,2,0,0,0,0,,297855,355549,391143,318542,295911,243878,282642,282128,244202,253620,,55322,26728,58741,35070,34329,53407,68858,22506,14097,6943
292243,Anthranilic acid and its salts,30,12,9,4,7,0,0,0,1,0,,934,1042,115,224,102,96,312,41,45,67,,35,15,14,7,8,0,0,0,6,8
292521,"Chlordimeform """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,210,111,23,54,47,0,45,43,54,36,,0,0,0,0,0,0,0,0,0,0
293352,"Malonylurea """"barbituric acid"""" and its salts""""",0,0,0,0,0,2,0,0,0,0,,237,58,130,145,72,948,209,20,1596,67,,0,0,0,0,0,6,3,7,2,1
293500,Sulphonamides,21760,60175,48763,21,109535,63832,0,0,0,0,,595062,578353,421037,407360,395576,0,0,0,0,0,,70169,83388,75200,27294,123331,116018,0,0,0,0
300320,"Medicaments containing antibiotics, not in measured doses or put up for retail sale (excluding ...",0,0,1,0,0,0,10,5,0,0,,23698,28513,27526,33352,35114,31984,30882,38803,37092,30818,,43,12,15,13,89,174,142,89,76,282
300331,"Medicaments containing insulin, not in measured doses or put up for retail sale",0,0,0,0,0,0,0,0,0,0,,116838,120707,110472,59337,60537,51617,93662,121888,111642,62993,,0,8,0,0,0,0,0,1,0,0
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,2,1,1,0,0,0,0,0,,10922,6055,3662,2523,2469,0,0,0,0,0,,55,0,5,1,1,0,0,0,0,0
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding goods of this ...,0,0,0,0,0,0,0,0,0,0,,4784,4056,15609,8381,7893,8257,11567,5370,4721,3028,,0,0,0,0,0,0,0,0,0,0
293711,"Somatropin, its derivatives and structural analogues, used primarily as hormones",1,24,0,0,0,0,5,0,0,0,,242281,156019,193683,162245,122305,117179,170562,54329,171423,39571,,1,63,0,0,0,0,338,32,0,0
370243,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",473,182,1,2,3,7,33,2,1,0,,26227,22035,18236,15179,12315,7345,6949,6235,4507,3815,,611,251,26,18,27,12,42,5,6,13
370610,"Cinematographic film, exposed and developed, whether or not incorporating soundtrack or consisting ...",167,10,3,1,0,0,0,0,0,0,,25157,10978,4946,2961,857,1451,2310,669,779,962,,1102,46,9,1,1,1,0,0,2,0
380850,Goods of heading 3808 containing one or more of the following substances: aldrin (ISO); binapacryl ...,0,0,3,0,3,0,0,0,0,0,,60358,52556,39811,44002,46603,0,0,0,0,0,,25,0,32,297,1176,0,0,0,0,0
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,31846,26200,20163,16181,35814,,0,0,0,0,0,0,0,0,504,29
380869,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,15,58,0,0,,0,0,0,0,0,424,70101,34173,109290,128838,,0,0,0,0,0,0,16,102,58,335
401169,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread (excluding of ...""",6,7,16,3,23,0,0,0,0,0,,71079,47856,71664,125775,34881,0,0,0,0,0,,4050,4215,2230,1338,877,1788,0,0,0,0
401194,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",0,6,2249,1756,17,9,0,0,0,0,,416597,433340,302123,320719,647292,0,0,0,0,0,,10689,8164,4633,3553,2337,595,0,0,0,0
401211,"Retreaded pneumatic tyres, of rubber, of a kind used on motor cars """"incl. station wagons ...""",0,0,0,0,0,0,0,0,0,0,,1826,2247,3644,2187,2504,2238,2009,1765,2065,1712,,271,472,383,484,362,102,0,0,0,0
400280,"Mixtures of natural rubber, balata, gutta-percha, guayule, chicle or similar types of natural ...",452,968,1624,1211,97,1,0,3,0,0,,2438,1309,1300,982,824,963,1911,2776,1779,3110,,3516,1673,2157,1587,264,1346,87,37,39,498
382490,"Chemical products and preparations of the chemical or allied industries, incl. those consisting ...",83031,163856,125715,116031,105266,149474,0,0,0,0,,4003221,4326425,4210984,3782547,3759605,0,0,0,0,0,,266384,362112,359664,342987,311299,363699,0,0,0,0
382530,Clinical waste,0,1,0,1,3,5,14,16,0,0,,63,92,144,15,87,146,255,365,151,475,,1,1,8,3,3,17,14,56,9,31
390529,"Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)",386,497,85,92,137,122,148,96,38,0,,44348,42009,33283,36826,30813,29023,30698,31137,24871,24795,,5610,9699,10231,10098,8857,6497,4129,2882,1609,1462
440795,"Ash """"Fraxinus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,70,0,0,0,0,12,0,0,0,,167540,200502,272611,259115,272220,282389,244960,177723,160303,155637,,1,138,0,0,0,0,12,0,0,0
441233,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,0,0,0,17,7,6,0,,0,0,0,0,0,0,6220,51692,40629,59114,,0,0,0,0,0,0,1149,2216,1001,3182
460121,"Mats, matting and screens of bamboo plaiting materials, flat-woven or bound together in parallel",1,3,4,1,0,0,3,2,0,0,,981,580,800,315,250,245,694,132,233,482,,272,169,113,192,132,90,99,79,76,150
470100,"Mechanical wood pulp, not chemically treated",12,0,0,5,0,0,0,0,0,0,,13865,12256,28876,40665,40684,62466,82547,21111,27892,85747,,25,10,13,6,1,12,0,0,0,0
440321,"Pine """"Pinus spp."""" in the rough, of which the smallest cross-sectional dimension is =>15 ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,38874,168392,198442,376226,,0,0,0,0,0,0,136,37,0,0
440349,"Tropical wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,42,0,0,0,0,0,0,,294,202,580,1754,2439,2469,8816,2250,2804,1894,,796,1020,1336,122,93,63,122,19,65,1112
440391,"Oak """"Quercus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",32,26,0,7,0,0,0,0,0,0,,256620,253128,312312,247782,264674,373797,309283,213463,206561,298955,,698,117,2,7,0,0,0,24,27,68
440395,"Birch """"Betula spp."""" in the rough, of which any cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3380,15128,11701,14594,,0,0,0,0,0,0,2,0,0,0
440691,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated, coniferous""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,544,13977,18571,7640,,0,0,0,0,0,0,0,350,0,0
440711,"Pine """"Pinus spp."""" sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,28,0,,0,0,0,0,0,0,151182,601016,499327,808590,,0,0,0,0,0,0,1722,3449,2566,9546
440725,"Dark red meranti, light red meranti and meranti bakau, sawn or chipped lengthwise, sliced or ...",0,0,0,0,0,0,0,0,0,0,,147,305,209,375,127,215,278,192,118,146,,5756,5188,4476,1158,590,501,990,502,267,307
440727,"Sapelli, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",232,0,0,0,0,0,0,0,0,0,,2377,2972,4066,3485,3206,3434,2834,2867,2273,3084,,240,0,0,0,21,0,0,0,0,0
410150,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired ...""",8,6,0,0,0,0,0,0,0,0,,1413681,1652786,1732008,1427975,1339414,1336810,968152,683877,519803,923903,,21,128,0,0,0,24,0,0,0,51
410510,"Skins of sheep or lambs, in the wet state """"incl. wet-blue"""", tanned, without wool on, whether ...""",0,0,0,0,0,0,0,0,0,0,,3463,2704,791,330,264,107,129,145,271,177,,0,0,0,0,0,44,0,0,0,0
411320,"Leather further prepared after tanning or crusting """"incl. parchment-dressed leather"""", of ...""",0,2,0,0,0,0,0,14,0,0,,3346,2007,2845,1329,978,941,374,477,90,145,,276,187,46,233,296,72,181,76,29,46
430110,"Raw furskins of mink, whole, with or without heads, tails or paws",0,0,0,0,0,0,0,0,0,0,,486380,552179,425275,447736,312387,223263,139667,94199,103687,65803,,0,0,0,0,0,0,0,0,0,0
