Product code,Product label,China's imports from Saudi Arabia-Value in 2012,China's imports from Saudi Arabia-Value in 2013,China's imports from Saudi Arabia-Value in 2014,China's imports from Saudi Arabia-Value in 2015,China's imports from Saudi Arabia-Value in 2016,China's imports from Saudi Arabia-Value in 2017,China's imports from Saudi Arabia-Value in 2018,China's imports from Saudi Arabia-Value in 2019,China's imports from Saudi Arabia-Value in 2020,China's imports from Saudi Arabia-Value in 2021,Saudi Arabia's exports to world- ,Saudi Arabia's exports to world-Value in 2012,Saudi Arabia's exports to world-Value in 2013,Saudi Arabia's exports to world-Value in 2014,Saudi Arabia's exports to world-Value in 2015,Saudi Arabia's exports to world-Value in 2016,Saudi Arabia's exports to world-Value in 2017,Saudi Arabia's exports to world-Value in 2018,Saudi Arabia's exports to world-Value in 2019,Saudi Arabia's exports to world-Value in 2020,Saudi Arabia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
90921,"Coriander seeds, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,153,194,124,109,69,6,26,0,0,0,,73,19,22,52,3,167,13,248,1245,2101
90922,"Coriander seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,0,0,136,32,60,15,69,0,0,6,,16,128,67,22,39,41,27,32,37,25
91020,Saffron,0,0,0,0,0,0,0,0,0,0,,0,0,0,48,164,17,133,7,12,7,,529,546,836,653,3526,14516,3680,2468,11153,23934
100310,Barley seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,4,2,0,0,0,0
100810,Buckwheat,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,389,3232,1921,138,34,6942,9856,1173,15132
110313,"Groats and meal of maize """"corn""""""""",0,0,0,0,0,0,0,0,0,0,,1635,2169,2142,1514,910,1685,979,872,33,36,,0,0,1,0,0,1,0,0,0,0
110419,Rolled or flaked grains of cereals (excluding oats),0,0,0,0,0,0,0,0,0,0,,62,0,0,77,222,25,59,0,7,11,,9,51,19,52,56,15,61,59,12,103
110423,"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excluding rolled, flaked, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,13,12,0,51,0,0,0,,5,1,0,0,0,0,0,0,0,0
110720,Roasted malt,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1850,100,0,0,0,0,,8581,8774,7358,3625,2761,3116,6160,4571,2944,3290
120600,"Sunflower seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,0,0,0,16,4,95,265,212,400,1207,,36019,19772,35757,38941,33421,47282,47546,110133,79655,72273
120770,Melon seeds,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2447,3997,4359,5508,4919,7466,11560,9249,9295,5997
120890,Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard),0,0,0,0,0,0,0,0,0,0,,0,0,0,50,0,0,3,0,0,0,,19,119,29,200,171,75,372,131,53,21
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,8300,8553,11164,14019,6472,11947,11109,8012,9054,13658
120923,Fescue seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,5,0,0,0,0,0,,21309,19337,27119,22138,14064,29413,31565,22653,22534,41443
121150,"Ephedra plants and parts thereof, incl. seeds and fruits, fresh, chilled, frozen or dried, ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
121293,"Sugar cane, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,6,5,5,12,0,0,0,,49752,59563,71691,68926,50312,59820,75086,82950,97062,94912
121410,Alfalfa meal and pellets,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1930,1932,1712,7083,7950,9448,7624,7974,8029,12583
140120,Rattans,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,,18555,25660,26565,32034,14263,18513,15697,15883,14802,12410
140420,Cotton linters,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,86364,66189,57133,66397,107430,61098,24848,30176,25140,67516
150410,"Fish-liver oils and their fractions, whether or not refined (excluding chemically modified)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,5928,5385,2470,5114,4411,12575,16078,20363,17972,11730
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",0,0,0,0,0,0,0,0,0,0,,13744,15338,16525,16944,9566,4285,1899,11898,5352,16785,,3664,2448,1778,9313,17125,22255,28778,23639,18615,16501
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,0,0,0,0,0,0,0,0,0,0,,334,428,368,769,666,945,914,936,209,1255,,151948,171930,131320,144837,160137,170694,140237,144278,124513,119882
151219,"Sunflower-seed or safflower oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,50468,42569,28439,23959,35015,26214,26006,20279,24064,51469,,4640,6111,7237,21033,20911,33653,31336,38535,38555,21759
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",0,0,0,0,0,0,0,0,0,0,,185,2826,1716,530,1794,7930,19201,34460,41171,75042,,27142,26973,31487,36729,37261,39005,39640,43332,61426,67579
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,279,58,408,228,21,91,105,606,327,421
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,197,0,0,1,11,0,0,0,0,0,,126574,114080,171563,81859,16949,77505,120326,116700,57102,77261
160555,"Octopus, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,71,29,32,19,59,136,2193,1512,1036,358
170240,"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ...",0,0,0,0,0,0,0,0,0,0,,844,550,74,453,81,171,260,562,957,1633,,4733,527,654,302,437,544,763,417,1526,424
180200,"Cocoa shells, husks, skins and other cocoa waste",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,2804,1787,392,514,616,499,428,336,553,901
180320,"Cocoa paste, wholly or partly defatted",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,,7138,4023,3437,2870,1570,2678,7393,1881,2404,2362
180500,"Cocoa powder, not containing added sugar or other sweetening matter",0,0,0,0,0,0,0,0,0,0,,798,187,102,195,178,361,176,187,1021,840,,139361,102657,86849,84014,98526,97547,102220,93011,101315,129172
180620,"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ...",0,0,0,0,0,1,21,2,0,0,,5085,7131,8781,6330,7660,17650,19790,28492,36791,36897,,20862,25224,36925,45071,49123,55490,62276,64158,75969,124597
190120,"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ...",0,0,0,0,0,0,0,0,0,0,,4747,5388,4360,5089,4052,5016,3502,2090,4336,5122,,9749,11125,14602,20119,23108,21164,28855,38283,46043,58890
190430,"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains",0,0,0,0,0,0,0,0,0,0,,918,664,915,730,19,62,8,4078,2803,2224,,1,4,5,59,23,6,7,32,0,12
200490,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar or acetic ...",0,0,0,0,0,0,0,0,0,0,,5523,7291,9437,10144,4875,5335,3803,3299,3194,8479,,1441,903,878,1212,2172,2953,1267,1516,2324,1587
200551,"Shelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",0,0,0,0,4,0,0,0,0,0,,0,66,0,118,277,705,762,3044,3190,754,,885,1094,1208,863,785,650,598,528,407,270
200560,"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,13,26,13,5,13,27,12,11,1,10
200791,"Citrus fruit jams, jellies, marmalades, pur?es or pastes, obtained by cooking, whether or not ...",0,0,0,0,0,0,0,0,0,0,,48,122,0,7,8,86,98,16,183,115,,549,680,967,1535,2063,1696,2494,2355,1465,2678
200893,"Cranberries """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""", prepared ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,0,0,0,0,0,,1540,6996,12221,19910,42442,50845,66488,81445,65181,46409
200912,"Orange juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",2,0,0,0,0,0,0,0,0,0,,11785,1692,346,1346,1306,2506,1390,839,11288,11499,,2545,4082,5599,6226,8575,11080,10610,10451,9934,20014
200969,"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,2485,2522,1272,582,238,418,334,0,17,0,,27175,20732,22788,16580,17191,20670,29679,19699,29360,48096
210120,"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these ...",0,0,0,0,0,0,0,0,0,0,,199,127,253,76,540,492,76,60,34,25,,6143,7389,7079,13615,11981,18741,22849,18501,18786,13579
410640,"Tanned or crust hides and skins of reptiles, whether or not split (excluding further prepared)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,12,63,24,285,29,22,181,705,533,1753
420219,"Trunks, suitcases, vanity cases, executive-cases, briefcases, school satchels and similar containers ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,54,1200,118,190,5,62,1,,3284,5765,6389,10597,10816,22500,21416,37995,24507,28321
420229,"Handbags, whether or not with shoulder strap, incl. those without handle, with outer surface ...",0,0,0,0,0,0,0,0,0,0,,160,140,1332,237,179,164,232,0,6,0,,380,1462,831,481,649,516,711,406,944,1463
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",0,0,0,0,0,3,0,0,0,0,,0,0,0,749,58,924,116,0,0,1,,176272,201895,215222,216262,208503,228773,232381,193996,144716,162066
420232,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",0,0,0,0,0,0,0,1,0,0,,0,0,0,6,47,51,75,0,0,0,,93649,99075,71221,86094,81591,101756,115843,117899,109365,103566
420321,"Specially designed gloves for use in sport, of leather or composition leather",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,43,0,0,0,0,,5020,3868,3875,2665,2406,2282,3797,6207,4829,5494
430220,"Heads, tails, paws and other pieces or cuttings of tanned or dressed furskins, not assembled",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,6166,20976,6174,4096,2043,2070,687,1575,1187,548
440122,Wood in chips or particles (excluding those of a kind used principally for dying or tanning ...,0,0,0,0,0,0,0,0,0,0,,72,98,0,0,39,1,4,0,0,0,,1272726,1482964,1512851,1670123,1838145,1862896,2206038,2366445,2207999,2402709
440320,"Coniferous wood in the rough, whether or not stripped of bark or sapwood, or roughly squared ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,9,59,0,0,0,0,0,,3745302,5070178,5415480,3598593,4052764,18541,0,0,0,0
440341,"Dark red meranti, light red meranti and meranti bakau wood in the rough, whether or not stripped ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14589,14618,15818,13469,4809,3264,2764,1585,145,26
440719,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,328535,308256,241939,183580,432467
441192,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,0,0,,1604,4898,4468,1867,124,70,29,0,0,0,,6524,7793,11554,12500,19498,23514,22526,18146,15171,17911
441193,"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,96,594,543,0,0,94,0,7,,7738,6357,11085,9623,7240,7777,11925,8000,8522,4407
441232,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of non-coniferous ...",0,0,0,22,0,0,0,0,0,0,,0,27,397,499,221,19,87,0,0,0,,47598,52083,63584,57374,68410,0,0,0,0,0
441810,"Windows, French windows and their frames, of wood",0,0,0,0,0,0,0,0,0,0,,0,104,0,27,1,28,5,0,44,0,,3364,2268,1633,1366,3641,1893,2302,2135,1821,1233
441850,"Shingles and shakes, of wood",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,45,49,0,0,0,0,,307,254,22,0,10,13,261,6,6,78
441872,"Flooring panels, multilayer, assembled, of wood (excluding for mosaic floors)",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,5,107,11,0,0,0,,10647,13606,16838,28761,48667,0,0,0,0,0
441900,"Tableware and kitchenware, of wood (excluding interior fittings, ornaments, cooperage products, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,32,72,23,70,50,7,66,,11712,9206,13089,19080,20646,0,0,0,0,0
460129,"Mats, matting and screens, of vegetable plaiting materials, flat-woven or bound together in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,1,1,10,0,0,78,,409,303,314,302,432,869,1372,1426,1165,794
470200,"Chemical wood pulp, dissolving grades",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,39,0,0,0,0,0,,1822609,1822838,1961881,2038937,2109630,2544131,2777363,2662835,2233019,3098795
470329,"Semi-bleached or bleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,74,0,0,0,10,4,0,0,,3577063,4069878,4089090,4731675,4255921,6157191,8302948,6889207,6336486,6917166
480449,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,43,181,464,1,229,0,0,6,0,0,,5085,4031,2369,2824,3570,4558,8428,4335,2058,4716
480593,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,0,0,0,0,0,0,0,0,,0,47,0,0,54,19,93,1573,14,2483,,25121,24742,17174,16004,17186,26987,31784,19591,177866,258779
480610,"Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,7,0,0,0,,2473,2485,2831,1800,2547,2516,3115,3231,2604,4157
480810,"Corrugated paper and paperboard """"with or without glued flat surface sheets"""", whether or ...""",0,0,0,0,0,597,0,0,77,0,,3602,1671,2609,5153,2523,2291,6596,4375,3192,3367,,3264,2809,2845,4066,5830,41352,33947,9919,26999,40760
481022,"Lightweight coated paper used for writing, printing or other graphic purposes, total weight ...",0,0,0,0,0,0,0,0,0,0,,0,48,0,7,15,43,33,3,0,0,,20781,16654,21638,18490,15374,29413,76896,30976,41333,39165
481141,"Self-adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in rolls ...",0,0,0,0,0,4,0,0,0,0,,1113,881,694,1185,14103,29424,20461,8074,14549,1536,,168219,134891,123877,105024,99577,101956,99909,91243,84396,85369
481720,"Letter cards, plain postcards and correspondence cards, of paper or paperboard (excluding those ...",0,0,0,0,0,0,0,0,0,0,,1463,0,0,13,25,7,14,0,0,0,,626,306,278,310,225,147,173,271,384,203
481950,"Packing containers, incl. record sleeves, of paper, paperboard, cellulose wadding or webs of ...",0,0,0,0,0,0,0,0,0,0,,188,27,135,38,30,10,44,0,0,112,,3857,2481,3463,4477,5743,5148,7789,8568,7243,10947
482020,Exercise books of paper or paperboard,0,0,0,0,0,0,0,0,0,0,,0,0,147,185,82,49,16,0,8,0,,145,83,194,126,179,746,1108,568,734,796
482050,"Albums for samples or collections, of paper or paperboard",0,0,0,0,0,0,0,0,0,0,,1065,890,586,169,14,7,0,0,0,0,,1639,1589,1962,2226,2716,2513,1710,1182,894,886
482361,"Trays, dishes, plates, cups and the like, of bamboo paper or bamboo paperboard",0,0,0,0,0,0,0,0,0,0,,0,27,0,0,57,165,0,0,0,1,,5,6,5,50,7,19,16,18,16,19
491000,"Calendars of any kinds, printed, incl. calendars blocks",0,0,0,0,0,1,0,0,0,0,,0,107,0,118,30,49,3,0,0,8,,3778,3388,3335,3042,3012,4018,7627,3697,2889,2505
510121,"Shorn wool, degreased, non-carbonised, neither carded nor combed",0,0,0,0,482,192,99,0,0,0,,0,0,0,33,21,0,0,0,0,0,,204848,235159,270366,312489,197953,195659,238901,150325,66746,67400
510310,Noils of wool or of fine animal hair (excluding garnetted stock),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,14011,16905,13806,16207,9641,10447,30963,5848,3077,4169
510710,Yarn of combed wool containing >= 85% wool by weight (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,111383,113376,113163,140955,111997,95565,104172,75967,58248,58294
510820,Combed yarn of fine animal hair (excluding that of wool and that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,18435,21710,22693,20176,16394,17747,25868,21959,16680,23184
510990,"Yarn containing predominantly, but < 85% wool or fine animal hair by weight, put up for retail ...",0,0,0,0,0,0,0,0,0,0,,29,0,71,0,1,1,0,0,0,0,,485,419,598,285,355,353,493,677,942,1165
511000,"Yarn of coarse animal hair or of horsehair, incl. gimped horsehair yarn, whether or not put ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,75,11,78,61,25,13,181,49,31,89
520521,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,10038,9100,5832,5648,3625,2534,1577,1707,1602,3114
520524,"Single cotton yarn, of combed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,500013,674050,601369,950919,638486,711764,695011,504507,341943,317389
520544,"Multiple """"folded"""" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,30362,40398,51856,51079,35334,31283,29249,21580,15296,18649
520621,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,4753,3378,5339,9086,4335,3007,4090,4574,2652,3310
520624,"Single cotton yarn containing predominantly, but < 85% cotton by weight, of combed fibres ...""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,55040,47685,45529,69764,70146,74735,65191,63618,54388,54251
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,16,0,0,0,,101718,115971,103514,66723,37565,30682,39438,28784,27130,19324
520839,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, dyed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,2,0,0,0,17,0,,46724,40917,36248,30609,25230,21841,19722,14643,12466,10038
520851,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m©÷, ...",0,0,0,0,0,0,0,0,0,0,,0,49,0,0,0,0,0,0,0,0,,14510,12148,9466,6840,6634,7278,6277,5774,4523,5537
520943,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, in three-thread ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,23954,17891,14188,8806,6435,7006,4351,3804,1891,3104
521021,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,64,0,0,0,,1204,1018,2575,1983,1233,2183,1877,1862,1638,1469
521032,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,5551,6800,2842,2994,2073,3330,3411,3982,3769,3441
521049,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,26,12,8,0,0,0,,13941,11072,8023,8874,7245,5677,6676,7009,3761,2192
521141,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,,11320,5566,5367,4532,3390,3366,3491,4858,4172,3635
521213,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,0,0,0,0,0,0,0,,35,0,0,0,38,0,0,0,0,0,,7137,5464,5293,4399,3631,3765,3824,3135,2075,2147
530310,"Jute and other textile bast fibres, raw or retted (excluding flax, true hemp and ramie)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,47891,29809,18198,14818,14429,16722,15547,15268,15891,14503
530820,Hemp yarn,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,29,29,27,16,41,78,64,15,58,28
530890,"Yarn of vegetable textile fibres (excluding flax yarn, yarn of jute or of other textile bast ...""",0,0,0,0,0,0,0,0,0,0,,35,148,0,41,0,49,0,0,0,0,,11784,9126,9113,7031,5254,4252,4428,4297,3554,2692
540211,High-tenacity filament yarn of aramids (excluding sewing thread and yarn put up for retail ...,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,349,43,264,0,,85409,92356,116770,124834,136484,146270,158096,192131,204801,162141
540220,High-tenacity filament yarn of polyesters (excluding that put up for retail sale),0,0,0,0,0,0,0,0,0,0,,3158,5199,551,742,338,364,86,0,0,0,,51879,47820,52688,39691,46979,46958,57813,49708,60752,91084
540349,"Multiple """"folded"""" or cabled artificial filament yarn, incl. artificial monofilament of < ...""",0,0,0,0,0,0,0,0,0,0,,0,38,0,0,5,3,0,9,0,0,,10239,10441,10725,11316,7886,6707,5262,5765,4092,3079
540782,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",0,0,0,0,0,0,0,0,0,0,,153,0,0,0,2,15,55,0,0,0,,68991,59710,53064,42069,37189,32874,30485,36110,23536,22153
550130,"Filament tow as specified in Note 1 to chapter 55, acrylic or modacrylic",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,26,0,0,0,0,0,,207267,178673,110691,126553,98482,108090,108897,45964,28610,40612
550190,"Synthetic filament tow as specified in Note 1 to chapter 55 (excluding that of acrylic, modacrylic, ...",0,0,0,0,0,0,0,0,0,0,,217,0,0,129,153,110,75,19,0,0,,1247,1212,642,649,740,699,1263,835,2673,1966
550210,"Artificial filament tow as specified in Note 1 to chapter 55, of acetate",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,137731,59123,57264,68279,60222
550319,"Staple fibres of nylon or other polyamides, not carded, combed or otherwise processed for spinning ...",0,0,0,0,0,0,0,0,0,0,,114,89,0,0,320,40,0,0,12,0,,45566,43918,44489,41008,38462,41405,42402,36966,35283,42499
550410,"Staple fibres of viscose rayon, not carded, combed or otherwise processed for spinning",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,0,0,0,0,,303493,287612,268250,287594,265180,316327,312566,330710,162432,253432
550690,"Synthetic staple fibres carded, combed or otherwise processed for spinning (excluding acrylic, ...",0,0,0,0,0,0,0,0,0,0,,0,29,0,174,76,2,0,0,2996,486,,2570,1456,2472,1686,1185,1058,653,999,346,663
550810,"Sewing thread of synthetic staple fibres, whether or not put up for retail sale",0,0,0,0,0,0,0,0,0,0,,0,662,2678,2019,1951,1882,1175,881,442,808,,35273,29334,25164,20094,14706,15155,12167,9444,3895,3821
550922,"Multiple """"folded"""" or cabled yarn containing >= 85% polyester staple fibres by weight (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,16494,13206,14284,14699,12140,14315,13149,16129,8738,8216
550999,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, other than that ...",0,0,0,0,0,0,0,0,0,0,,89,0,0,36,7,1,0,34,0,0,,25291,18962,18592,18121,12801,13913,13540,14585,7454,9363
551229,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, dyed, made of ...",0,0,0,0,0,0,0,0,0,0,,0,0,37,21,15,4,8,0,0,0,,26885,45887,43315,40385,41829,48896,49997,40539,43701,65210
551339,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,160,30,115,294,2,34,31,0,0,27,,2973,1872,1423,633,1076,1471,1225,1210,1541,2159
551511,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,2,0,0,0,0,0,0,,0,74,0,0,0,0,7,0,0,0,,28538,30435,22177,22188,18726,22011,21496,16246,10612,9922
551521,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,40,50,168,140,0,0,3,,1220,1000,990,779,1226,710,1251,911,581,973
551529,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,0,0,0,,96,0,0,85,83,585,1269,0,0,0,,2597,2524,3000,2734,2369,1697,2704,1883,1013,1842
551591,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,,2275,2989,2522,1423,1282,778,1037,1129,201,114
551612,"Woven fabrics containing >= 85% artificial staple fibres by weight, dyed",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,0,0,,12530,11454,11937,11589,13686,14364,13595,10393,5715,6286
551632,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1659,1066,836,958,694,769,819,1402,864,493
551633,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,662,394,943,393,390,453,426,559,366,387
551691,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,142,144,181,180,120,105,387,265,259,321
551694,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,883,396,508,497,622,430,307,193,74,151
560129,Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...,0,0,0,0,0,0,0,0,0,0,,3233,203,159,15,909,1673,793,0,1056,56,,1327,981,1145,1012,943,2035,2106,1796,1553,1497
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",0,0,0,8,31,8,159,5,0,0,,145291,163552,275162,331623,328566,341913,291901,276717,264239,264646,,118005,150830,181524,246284,292974,345588,410970,465124,485178,509834
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",0,0,37,9,0,0,7,0,0,0,,8530,10768,9015,11515,11182,11795,11810,7177,6813,1266,,274859,243739,234342,169474,168125,147933,169606,171111,170002,188590
360410,Fireworks,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,6,0,55,6422,3511,3261,4163,1868,4275
