Product code,Product label,Viet Nam's imports from Australia-Value in 2012,Viet Nam's imports from Australia-Value in 2013,Viet Nam's imports from Australia-Value in 2014,Viet Nam's imports from Australia-Value in 2015,Viet Nam's imports from Australia-Value in 2016,Viet Nam's imports from Australia-Value in 2017,Viet Nam's imports from Australia-Value in 2018,Viet Nam's imports from Australia-Value in 2019,Viet Nam's imports from Australia-Value in 2020,Viet Nam's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Viet Nam's imports from world- ,Viet Nam's imports from world-Value in 2012,Viet Nam's imports from world-Value in 2013,Viet Nam's imports from world-Value in 2014,Viet Nam's imports from world-Value in 2015,Viet Nam's imports from world-Value in 2016,Viet Nam's imports from world-Value in 2017,Viet Nam's imports from world-Value in 2018,Viet Nam's imports from world-Value in 2019,Viet Nam's imports from world-Value in 2020,Viet Nam's imports from world-Value in 2021
81190,"Frozen fruit and nuts, uncooked or cooked by steaming or boiling in water, whether or not sweetened ...",18,17,10,12,1,0,0,2,3,,,965,2144,1526,1642,1813,2350,1209,1776,1703,1349,,1253,1081,1613,3248,5575,11229,12442,5548,5727,4127
90210,Green tea in immediate packings of <= 3 kg,0,0,0,0,0,0,0,1,22,,,455,460,394,228,295,2352,3577,2463,789,859,,540,338,420,765,1874,1508,2826,1874,1334,18479
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",0,0,0,0,46,41,42,69,37,,,552,148,154,237,428,552,1274,1125,1222,1666,,623,841,869,1315,1933,2809,4474,4176,4996,5411
90510,"Vanilla, neither crushed nor ground",0,0,0,0,0,0,0,0,0,,,1754,1893,1981,1635,1441,1688,2254,1830,3443,2654,,17,28,46,19,315,1137,52,11,11,22
90932,"Cumin seeds, crushed or ground",0,0,0,0,11,7,8,6,1,,,67,67,98,88,182,172,206,111,134,154,,0,5,4,5,68,135,201,55,55,24
91010,Ginger,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2182
91012,"Ginger, crushed or ground",0,0,0,0,0,0,0,0,0,,,776,346,427,700,238,549,814,952,1166,818,,18,15,72,152,108,294,164,154,126,670
100610,"Rice in the husk, """"paddy"""" or rough""""",0,0,0,0,0,0,0,0,0,,,42,7,3,0,8,18,468,12,320,57,,42696,37930,33222,27047,23679,21152,21477,16842,102633,18725
100630,"Semi-milled or wholly milled rice, whether or not polished or glazed",0,0,0,0,0,0,0,0,0,,,336757,328781,309127,284451,132443,150104,213825,132078,49774,70999,,8411,6481,5420,8694,17548,16995,20277,11779,17598,152547
100710,"Grain sorghum, for sowing",0,0,0,139,361,0,0,23,0,,,5287,4999,2590,2846,3289,12436,3990,116,2642,3387,,0,0,0,144,365,14,0,35,0,369
100790,Grain sorghum (excluding for sowing),0,0,0,0,0,0,0,0,0,,,51827,270432,106114,419236,157298,60111,111736,28484,52435,499808,,1745,843,4,0,11,4,19,15,19,203
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,1,0,4,5,44,8,2,,,55,90,1112,467,573,377,345,620,372,305,,0,2,5,15,31,34,78,107,161,385
110220,"Maize """"corn"""" flour""""",0,0,0,0,0,0,0,30,34,,,428,822,716,313,330,252,265,624,1176,2246,,215,189,383,272,336,349,386,360,248,272
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",0,0,0,0,0,0,0,0,0,,,1111,704,584,831,299,440,627,202,630,437,,35,52,44,101,53,41,53,138,174,925
110811,Wheat starch,82,36,119,258,56,76,156,433,250,,,29467,31292,26690,24756,22483,47680,69786,57682,48550,54414,,1173,638,1550,1192,1500,1254,1520,1740,1332,1629
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",1,0,2150,2024,363,519,431,54,0,,,10054,38226,33723,18677,7558,5837,10370,5565,6620,49964,,13,0,2194,2827,363,759,536,54,15,6
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,,,51209,11231,6852,4452,4021,3038,2646,1024,320,3563,,52,227,153,535,0,0,0,0,0,447
120799,"Oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, soya ...",25,20,28,15,294,454,230,330,789,,,10033,10373,7359,10439,4550,2702,2407,1923,1976,878,,430,651,797,711,2914,4703,8988,11851,11376,9450
120929,"Seeds of forage plants for sowing (excluding of cereals and of sugar beet, alfalfa, clover ...""",79,125,262,382,0,0,0,0,0,,,19366,15379,13908,16253,17781,14955,18247,15627,15456,17820,,440,588,842,1891,532,173,131,136,325,354
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",0,0,14,39,24,23,6,11,0,,,325,428,717,523,1005,2341,686,648,1264,823,,303,296,417,896,4535,1085,1547,2598,3368,3806
121010,"Hop cones, fresh or dried (excluding ground, powdered or in the form of pellets)",0,0,0,0,0,0,0,0,0,,,202,3003,815,224,80,30,234,207,608,130,,45,4,56,44,63,763,239,192,135,40
130232,"Mucilages and thickeners, derived from locust beans, locust bean seeds or guar seeds, whether ...",0,0,0,0,0,0,0,0,0,,,1130,798,671,2416,532,503,944,414,1365,1492,,5698,5018,4710,3250,2677,2285,2600,2561,2824,2993
140190,"Reeds, rushes, osier, raffia, cleaned, bleached or dyed cereal straw, lime bark and other vegetable ...",0,0,0,0,0,0,0,0,0,,,17,0,19,6,4,94,40,184,161,175,,239,222,62,239,519,566,765,962,722,112
151319,"Coconut oil and its fractions, whether or not refined, but not chemically modified (excluding ...",0,0,0,0,2,1,1,3,3,,,649,416,1056,669,722,807,1823,708,401,1157,,1378,2663,2862,3118,3364,5779,6756,6190,7163,8653
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,0,0,0,0,0,1,1,0,0,,,2210,12179,10403,3739,8025,5402,12373,5716,5344,0,,5,6,24,5,32,67,32,21,32,9
160413,"Prepared or preserved sardines, sardinella and brisling or sprats, whole or in pieces (excluding ...",0,0,0,0,0,0,0,0,0,,,89,133,160,53,6,35,79,37,210,74,,908,117,216,278,344,261,516,744,601,2939
160415,"Prepared or preserved mackerel, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,,,183,119,69,772,3591,49,38,73,36,175,,217,117,148,114,147,104,208,220,360,791
160562,"Sea urchins, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,104,4,275,314,73,148
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",0,0,0,0,7755,0,0,0,0,,,525,1288,1579,395,1203,1823,424,708,890,1975,,6780,10405,2980,20116,41429,8248,17022,31,13,31
170250,Chemically pure fructose in solid form,0,0,0,0,0,0,0,0,0,,,41,67,228,640,31,111,112,18,8,17,,931,880,2900,809,940,1159,929,945,1014,402
180100,"Cocoa beans, whole or broken, raw or roasted",0,0,0,0,0,0,0,0,0,,,598,4,14,32,144,41,36,15,60,53,,0,0,0,0,0,5,403,119,310,8099
180632,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excluding ...",7,0,0,0,0,0,5,24,2,,,23974,21668,21606,15844,23568,20429,22220,73259,38942,30651,,3637,5977,7584,7844,8179,7824,4086,4377,2754,4538
190490,"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ...",0,0,0,7,138,282,526,772,976,,,5225,6262,4920,4022,6074,5989,6189,5091,16496,18216,,3417,1358,1424,2074,2015,2606,3702,3735,3443,2582
200210,"Tomatoes, whole or in pieces, prepared or preserved otherwise than by vinegar or acetic acid",0,0,0,0,0,0,0,2,1,,,3896,2839,2552,1969,1530,603,203,241,656,616,,142,122,224,226,266,306,406,508,405,743
200540,"Peas """"Pisum Sativum"""", prepared or preserved otherwise than by vinegar or acetic acid (excluding ...""",0,0,0,0,0,0,0,2,1,,,37,32,59,85,93,223,140,170,111,443,,755,1210,1187,967,924,707,667,672,526,359
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",12,1,0,8,9,8,11,13,7,,,1684,1303,784,423,658,580,424,707,1040,774,,298,340,412,358,499,587,481,645,471,294
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",54,42,4,3,3,0,23,60,31,,,4714,5294,4391,3609,3903,5971,9750,7815,9312,11231,,1087,1553,2099,2620,2873,2993,2954,4255,4769,10077
200811,"Groundnuts, prepared or preserved (excluding preserved with sugar)",1,8,0,2,5,168,306,229,211,,,5269,4822,5303,6219,5114,4575,6307,7044,4476,8215,,309,251,562,629,1228,766,951,903,897,2629
200860,"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,3,0,0,,,105,71,143,158,7,35,24,11,17,35,,44,50,98,172,135,134,131,206,154,148
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,12,7,,,17,184,134,47,7,12,18,285,321,84,,13,6,262,30,53,215,124,81,126,149
200921,"Grapefruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,,,1165,851,833,612,529,576,564,1693,1884,1045,,0,0,0,34,0,5,16,0,114,96
200979,"Apple juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar or ...",43,28,14,18,31,0,18,8,5,,,1712,1624,1852,1271,1121,925,1386,1873,554,665,,1650,2137,2167,2537,2983,2584,4441,5107,4437,3854
210111,"Extracts, essences and concentrates, of coffee",0,0,0,0,0,0,0,2,1,,,38297,30921,28435,24598,17501,22565,29186,16507,19376,32019,,39453,16487,16593,25702,25263,27743,35352,26261,19257,29369
210330,"Mustard flour and meal, whether or not prepared, and mustard",0,0,0,0,1,0,1,1,2,,,2227,2151,2172,1595,1655,1718,2305,1765,2128,2606,,656,645,869,1097,1152,1348,1513,1818,1944,1915
210420,"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ...",0,0,17,12,25,4,64,92,139,,,6245,5929,5059,4004,5666,3828,3382,7192,4928,3863,,1242,178,194,340,241,197,481,468,566,514
210500,"Ice cream and other edible ice, whether or not containing cocoa",285,201,502,290,158,247,174,186,239,,,29975,23730,22092,18242,18925,23994,27269,26744,34219,35047,,7423,7615,8872,13664,14317,16045,19613,21699,17665,20021
210610,Protein concentrates and textured protein substances,0,0,0,0,4,103,0,0,0,,,10273,10372,11361,8993,9733,13675,18706,26524,21484,39854,,15022,19682,24972,22966,22787,26355,28083,37032,32525,48782
220291,Non-alcoholic beer <= 0.5% vol alc,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,164,371,595,723,2421,,0,0,0,0,0,0,6,16,1506,340
220429,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",273,425,594,370,113,201,183,151,839,,,427988,388820,378505,325475,314065,314370,405729,340933,404265,389387,,3319,3362,4832,5596,4465,4038,3824,3759,2372,2964
220590,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,,,18,207,219,230,758,1405,1947,1626,641,406,,170,331,8,6,36,33,42,54,7,125
220830,Whiskies,33,26,0,6,0,0,0,3,15,,,25199,30065,30156,31954,38553,56524,90135,150958,17535,26707,,11103,13839,16530,13145,14555,16156,14749,9868,6846,148290
220860,Vodka,51,66,28,25,21,42,0,18,134,,,8225,9981,9773,8544,9990,13008,21927,37713,8660,10957,,6741,5019,5790,5726,3799,3014,2836,1787,837,2168
230400,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",1190,0,0,0,0,0,0,0,0,,,18,34,34,290,30,78,10,4,76,36,,1269827,1743312,1859789,1966073,1854731,1728209,2054226,1845242,1925724,2096521
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,40,0,0,0,0,0,0,0,,,526,108,0,0,0,0,0,0,0,3,,4064,109,1875,1948,5351,11558,20814,20183,11262,9024
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,1199,7920,7524,5351,1092,381,2054,4563,4342,,,117322,129659,112933,100182,118974,116714,141640,121142,129982,116266,,336939,361042,420259,473569,530819,478396,527076,504751,541613,578900
240110,"Tobacco, unstemmed or unstripped",0,0,0,0,0,0,0,0,0,,,50,0,3332,0,0,0,5,0,0,2,,35552,44913,48077,35891,59669,80200,91063,67918,16563,6041
240120,"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured",0,0,0,0,0,0,0,0,0,,,11509,75,2927,1309,8,0,0,3,1,36,,159476,183959,139912,175755,176051,200230,194403,166548,205715,171862
240130,Tobacco refuse,0,0,0,0,0,0,0,0,0,,,1,0,0,10,118,0,0,0,0,0,,5091,4603,3509,6783,5546,5392,4259,5193,5812,3793
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,,,10,0,83,0,143,0,39,44,52,3,,0,0,0,0,1,0,0,0,0,481
240319,"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excluding ...",0,0,0,0,0,0,0,0,0,,,17941,8190,4579,2834,3388,3364,2494,2523,3176,1953,,42224,37752,29287,24575,15100,13513,21469,13850,10446,5821
250610,Quartz (excluding quartz sands),0,0,1,0,0,0,0,0,0,,,643,225,553,611,509,1252,717,784,615,632,,9730,8761,20559,16773,14994,16952,17340,15203,19569,35214
250850,"Andalusite, kyanite and sillimanite",0,0,0,0,0,0,0,0,0,,,26,2,0,0,2,0,0,0,0,0,,48,70,174,58,118,127,160,152,147,125
250900,Chalk,329,0,0,0,0,0,0,0,0,,,6807,62,327,4064,359,221,98,42,4,4,,336,6,16,73,47,17,20,17,22,50
251512,"Marble and travertine, merely cut, by sawing or otherwise, into blocks or slabs of a square ...",0,0,0,15,0,0,0,0,0,,,966,982,1948,1307,1594,1708,2163,867,226,1408,,3759,5046,7522,6866,7570,13719,11779,8391,8826,4782
251690,"Porphyry, basalt and other monumental or building stone, whether or not roughly trimmed or ...",0,0,0,2,2,0,2,0,0,,,1084,2964,286,149,283,197,6,22,23,55,,118,53,55,26,29,43,1725,0,19,3751
252321,"White portland cement, whether or not artificially coloured",0,0,0,0,0,0,0,0,0,,,2701,1568,146,522,475,1015,824,468,413,776,,3899,1650,1421,2653,10370,7308,4905,5659,5089,5771
252510,Crude mica and mica rifted into sheets or splittings,0,0,0,0,0,0,0,0,0,,,3,10,2,5,8,3,3,4,1,0,,301,384,622,428,304,175,198,255,569,481
260112,Agglomerated iron ores and concentrates (excluding roasted iron pyrites),0,0,0,0,6,0,0,0,0,,,347436,293586,282461,152306,183665,175951,245262,253400,338037,631326,,3,6744,0,2,10571,8375,12994,9286,98495,382303
261310,Roasted molybdenum ores and concentrates,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,24,5,3,49,0,0,0,0,9674
261400,Titanium ores and concentrates,1292,394,172,73,99,146,247,1144,146,,,135411,85640,67036,83598,63569,85006,77060,87219,80219,59059,,1942,1611,1595,2344,1550,2916,2503,2431,1833,3863
261510,Zirconium ores and concentrates,3279,6017,6905,7015,8478,7241,11392,3415,2367,,,105739,81296,76850,69289,52527,52748,86145,58350,76834,120152,,9245,10290,9916,9488,10912,11532,16534,7796,7324,5504
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,0,0,0,0,,,411,1133,732,568,540,147,127,305,476,174,,38,54,86,168,120,137,188,278,479,733
270799,"Oils and other products of the distillation of high temperature coal tars; similar products ...""",0,0,0,173,2352,1766,2820,4575,3708,,,553,111,416,57,101,111,131,36,20,3,,16038,16791,14602,12158,14278,15871,22730,24941,24202,10870
271012,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume """"incl. ...""",24,31,22,23,8,8,24,0,9,,,885002,635569,593699,245048,243764,354622,435127,372167,260424,344664,,2995500,2401978,2371371,1585660,1327041,2058824,1616992,1346619,707061,631576
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,0,6581,774,5,0,0,1260,,,1347,2761,869,548,583,257,1230,976,191,483,,289447,328668,370477,200152,243261,386513,453462,444443,396251,157213
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,,,169,45,96,8,4,75,11,2,1,17,,55,31,44,53,20,29,18,23,6,
271320,Petroleum bitumen,0,0,0,0,0,0,0,0,0,,,5350,0,39,136,134,88,465,63,2,42,,262702,313417,360515,406383,136525,195163,272407,281596,283468,313601
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,0,0,0,0,0,0,0,0,0,,,360,140,48,46,369,6,0,0,3,0,,82,16,16,18,4,8,4,8,47,941
280120,Iodine,0,0,0,0,0,0,0,0,0,,,46,31,40,123,190,381,254,139,196,578,,628,540,431,334,690,1168,962,2504,4582,5000
280421,Argon,0,0,0,0,0,0,0,0,0,,,12721,15722,6304,1841,2157,499,725,465,806,770,,4627,5314,5088,4318,2653,2512,3522,5471,1259,1395
280490,Selenium,0,0,0,0,0,0,0,0,0,,,10616,4421,677,193,6,20,174,1,21,150,,1067,1145,710,486,259,154,338,752,622,148
281000,Oxides of boron; boric acids,0,0,0,0,0,0,0,0,1,,,524,579,890,1763,1230,1234,1047,1279,1183,924,,3355,3903,4048,3472,3274,3863,3223,2952,4053,3006
281129,"Inorganic oxygen compounds of non-metals (excluding diphosphorus pentaoxide, oxides of boron, ...",0,0,0,0,0,0,0,2,6,,,18405,12199,10678,11926,12731,15811,5164,5151,4469,3902,,2393,1854,2400,2503,5538,5340,6023,7473,6136,6978
281520,"Potassium hydroxide """"caustic potash""""""""",0,0,0,0,0,0,0,0,0,,,375,163,351,230,213,786,71,277,66,19,,2714,2760,3317,3191,3519,5347,6753,9332,6864,8756
281700,Zinc oxide; zinc peroxide,24,52,0,6,0,0,0,0,0,,,7411,3946,1292,2295,3268,4108,4457,7708,8278,4086,,23404,26216,32474,32015,32463,42893,57375,62191,56395,68337
281810,"Corundum, artificial, whether or not chemically defined",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,8,5,42,128,0,,1720,2774,2663,3222,5112,4821,3525,5409,6991,15452
281820,Aluminium oxide (excluding artificial corundum),0,9,9,9,9,9,0,0,1,,,5211506,5214946,5118388,4846901,4163306,5620871,7495431,5757417,4722433,5788406,,9031,9822,13122,11227,13525,15640,13763,13244,12036,17316
281830,Aluminium hydroxide,640,1610,60,118,34,99,89,0,0,,,173225,150814,169372,142670,139828,155505,247373,164761,116546,106210,,2773,4106,3232,3281,3356,3521,3521,5353,8130,14869
282010,Manganese dioxide,0,0,0,0,0,0,0,0,0,,,67,59,77,88,57,41,62,119,52,168,,2601,2509,2748,2619,2806,3132,4401,4210,4737,7189
282090,Manganese oxides (excluding manganese dioxide),0,0,0,0,0,0,0,9,0,,,205,283,311,0,0,87,108,32,147,23,,198,511,743,664,845,617,943,1156,887,1307
282510,Hydrazine and hydroxylamine and their inorganic salts,0,0,0,0,0,0,0,0,0,,,3,56,7,394,289,29,4,0,5,0,,318,328,627,619,1145,843,959,1020,1062,666
282540,Nickel oxides and hydroxides,0,0,0,0,0,0,0,0,0,,,0,49,6,0,443,3299,0,0,0,540,,693,322,438,340,325,73,350,226,415,1025
282751,Bromides of sodium or of potassium,0,0,0,0,0,0,0,0,0,,,68,4,7,32,29,7,288,27,228,178,,859,19,38,267,113,67,69,43,63,41
282759,"Bromides and bromide oxides (excluding of sodium, potassium and mercury)",0,0,0,0,0,0,0,0,0,,,1,48,18,29,19,1210,13,5,39,32,,3527,2672,2149,182,380,55,47,19,3231,201
283210,Sodium sulphites,0,0,0,0,0,0,0,0,0,,,212,79,110,31,69,230,218,182,255,286,,2375,3437,4192,4174,4098,4701,4715,4171,3971,5217
283539,"Polyphosphates, whether or not chemically defined (excluding sodium triphosphate """"sodium ...""",111,0,0,31,26,44,22,157,209,,,1896,1934,1942,1656,1137,1460,1599,1749,1557,1618,,6278,7629,10318,12010,13112,14258,19349,16955,16754,11205
283719,Cyanides and cyanide oxides (excluding sodium and mercury),0,0,0,0,0,0,0,0,0,,,33,3,13,6,0,0,86,4,0,19,,11028,10601,13744,18109,21385,29290,31093,38840,57790,1309
284150,Chromates and dichromates; peroxochromates (excluding sodium dichromate and  inorganic or organic ...,0,0,187,20,0,0,0,0,0,,,485,45,1039,273,68,21,3,22,16,42,,240,126,383,633,703,864,973,1009,1114,1053
284390,"Inorganic or organic compounds of precious metals, whether or not chemically defined (excluding ...",0,0,0,0,0,0,0,0,0,,,1424,36,35,57,79,121,101,203,2534,863,,1735,1768,5061,6783,6809,13488,22793,32321,37793,69436
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",0,0,0,0,0,0,0,0,0,,,67,289,98,51,298,0,0,0,0,0,,15,6,18,3,1,58,0,0,0,
290129,"Hydrocarbons, acyclic, unsaturated (excluding ethylene, propene """"propylene"""", butene """"butylene"""" ...""",0,0,0,0,0,6,12,2,10,,,67,117,57,389,277,412,423,165,204,364,,239,297,74,98,206,435,696,422,291,107
290319,Saturated chlorinated derivatives of acyclic hydrocarbons (excluding chloromethane [methyl ...,0,0,0,0,0,0,0,0,0,,,0,2,0,0,0,0,8,6,6,3,,177,828,340,243,250,245,310,201,98,304
290323,"Tetrachloroethylene """"perchloroethylene""""""""",0,0,0,0,0,0,0,0,0,,,184,118,69,107,10,22,2,12,3,27,,434,375,423,425,688,760,777,760,781,1332
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",0,0,0,0,0,0,0,0,0,,,82,79,469,667,510,78,172,245,358,432,,4096,3865,2868,2645,3745,5144,7316,9395,9017,10036
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,0,0,0,0,,,44,0,0,0,0,498,96,0,206,0,,0,0,1,0,1,0,0,0,0,398
290389,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excluding 1,2,3,4,5,6-Hexachlorocyclohexane ...""",0,0,0,0,0,0,0,0,0,,,0,3,571,0,0,1,0,0,3,0,,329,196,127,9,26,12,71,8,13,118
290499,"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated ...""",0,0,0,0,0,0,0,0,14,,,0,0,0,0,0,1,3,2,56,32,,0,0,0,0,0,0,1515,1364,1075,982
290514,"Butanols (excluding butan-1-ol """"n-butyl alcohol"""")""""",0,0,0,0,0,0,0,0,0,,,13,10,3,1,1,25,3,82,241,151,,1866,2194,2150,2166,1741,1975,2778,2401,1708,3650
290516,"Octanol """"octyl alcohol"""" and isomers thereof""""",0,0,0,0,0,0,0,0,0,,,719,1049,676,331,245,359,1256,263,303,262,,43144,35183,38155,26325,23452,26004,30018,28315,36040,77186
290531,"Ethylene glycol """"ethanediol""""""""",0,0,0,0,0,0,0,0,0,,,1119,2490,3378,1277,1322,269,415,534,1661,1265,,69897,77800,79881,73778,59518,104899,165285,142087,159080,169700
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,0,0,1,0,0,1,0,0,0,,,293,592,1225,160,154,76,58,31,58,36,,11175,11260,13460,14806,11254,15229,21044,17343,15995,69576
291412,"Butanone """"methyl ethyl ketone""""""""",0,0,0,0,0,0,0,0,0,,,100,201,70,83,17,26,66,35,69,192,,20394,28131,34895,28621,30040,35649,54692,45844,49859,45781
291479,"Halogenated, sulphonated, nitrated or nitrosated derivatives of ketones or quinones (excl. ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,40,35,5,16,1,,0,0,0,0,0,0,77,235,482,707
291521,Acetic acid,0,0,0,0,0,0,0,0,0,,,593,606,438,198,193,409,574,414,75,148,,7750,7581,8902,8335,7452,10289,16112,12432,10049,20644
291531,Ethyl acetate,0,0,0,0,0,0,0,0,0,,,32,23,22,3,4,14,36,26,54,40,,40061,45898,52631,43565,38770,48811,63645,57279,62329,68117
291533,N-Butyl acetate,0,0,0,0,0,0,0,0,0,,,1,0,0,0,9,0,1,2,0,6,,36646,48003,42476,41956,41374,36793,50670,38357,42737,45956
291613,Methacrylic acid and its salts,0,0,0,0,0,0,0,0,0,,,0,14,12,6,185,30,23,0,0,0,,1209,1705,1851,1292,1558,2028,2555,1714,1359,1898
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",0,0,0,0,0,0,0,0,0,,,3,4,20,45,43,34,65,10,31,19,,1950,1470,3814,2993,2885,1998,3271,5141,5568,4315
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,,,41,7,264,214,36,31,12,104,89,6,,1876,2312,2273,2920,2595,2620,3529,3819,3473,4155
291713,"Azelaic acid, sebacic acid, their salts and esters",0,0,0,0,0,0,0,0,0,,,2,7,0,0,0,1,15,12,0,8,,211,108,144,160,216,324,233,251,260,396
291733,Dinonyl or didecyl orthophthalates,0,0,0,0,0,0,0,0,0,,,2,2,1,8,2,11,0,1,1,6,,7556,4731,5503,3328,3790,4289,7726,6418,5980,18181
291735,Phthalic anhydride,0,0,0,0,0,0,0,0,0,,,8,0,0,25,0,0,0,0,1,0,,28009,24262,23420,17256,17209,19752,22245,17634,22399,41935
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,21,28,21,29,14,11,5,34,2,
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,291,0,19,106,90,,98,64,76,26,84,80,658,2426,67,1492
292090,"Esters of other inorganic acids of non-metals and their salts; their halogenated, sulphonated, ...""",3,0,5,6,16,9,13,2,0,,,35,83,15,9,15,18,3,64,26,35,,3374,3817,5551,4146,3587,4961,6341,6936,5303,11909
292111,"Methylamine, dimethylamine or trimethylamine and their salts",0,0,0,3,0,0,4,0,0,,,32,58,14,1,68,3,4,4,5,27,,178,744,690,6751,680,14938,3490,363,95,118
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",0,0,0,0,0,0,0,3,0,,,25,333,2,16,7,231,6,15,180,36,,6178,5178,5926,6254,5126,6881,7858,6546,5025,5867
292121,Ethylenediamine and its salts,0,0,0,0,0,0,0,0,0,,,5,11,42,58,2,6,0,1,81,65,,1704,1997,3384,4495,4335,5278,6850,5735,4691,6033
292142,Aniline derivatives and their salts,2,0,0,0,0,0,0,0,0,,,58,158,578,1299,162,80,6,0,17,0,,2928,6764,5040,7520,18006,6371,14506,13134,5744,9288
292144,Diphenylamine and its derivatives; salts thereof,0,0,0,0,0,0,0,0,0,,,0,0,0,5,5,1,0,0,3,4,,79,159,216,90,140,250,319,160,179,323
292217,Methyldiethanolamine and ethyldiethanolamine,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,4,619,0,14,0,,0,0,0,0,0,0,0,182,292,209
292219,"Amino-alcohols, their ethers and esters; salts thereof (other than those containing > one ...""",0,0,0,0,0,0,1,0,0,,,200,154,46,546,145,472,100,161,126,162,,4435,7732,11647,12365,13426,20048,26574,22153,23220,21515
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0,0,0,0,0,0,0,0,0,,,17,0,0,3,883,73,9,0,0,0,,22,53,83,19,18,17,19,33,37,58
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",0,0,0,0,0,0,0,0,0,,,144,259,294,60,24,147,35,205,50,10,,10788,12989,13330,15832,14144,19912,26823,26902,26737,48597
