Product code,Product label,Germany's imports from India-Value in 2012,Germany's imports from India-Value in 2013,Germany's imports from India-Value in 2014,Germany's imports from India-Value in 2015,Germany's imports from India-Value in 2016,Germany's imports from India-Value in 2017,Germany's imports from India-Value in 2018,Germany's imports from India-Value in 2019,Germany's imports from India-Value in 2020,Germany's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
830890,"Clasps, frames with clasps without locks, buckles and buckle-clasps, of base metal, for clothing, ...",1634,1356,1219,525,635,979,1123,969,919,828,,2059,3658,2844,4057,3537,3607,4508,5603,5122,7658,,126608,126258,130756,121744,129966,137136,153602,157296,128644,135170
851190,"Parts of electrical ignition or starting equipment, generators, etc. of heading 8511, n.e.s.",2670,2476,2785,1652,1584,1958,1513,946,536,828,,41005,43834,47986,52103,63797,58916,49444,60361,69905,62166,,143712,132566,157653,126482,105201,122596,126756,107944,116102,114696
90932,"Cumin seeds, crushed or ground",84,217,162,148,199,201,396,554,586,828,,0,8536,9709,11460,18286,21118,22342,24369,28362,34541,,583,924,1186,1170,1485,1320,1601,1906,2612,3226
670300,"Human hair, dressed, thinned, bleached or otherwise worked; wool, other animal hair or other ...",452,340,264,279,202,211,449,660,627,825,,282199,362296,271432,280933,236780,234304,212788,267325,300665,604352,,8226,5498,7961,6182,6385,6646,6756,7952,8094,11583
560221,"Felt, not impregnated, coated, covered or laminated, of wool or fine animal hair, n.e.s. (excluding ...",414,338,470,345,387,366,685,616,952,824,,5192,5367,4659,4505,4138,4127,5186,5515,5234,7339,,2833,4177,4160,3375,5871,4768,6175,5932,5191,5605
292231,"Amfepramone """"INN"""", methadone """"INN"""" and normethadone """"INN"""", and salts thereof""""",0,53,0,43,18,37,2,327,502,823,,0,116,3,188,91,250,24,352,364,592,,327,594,468,448,496,543,684,787,1009,1128
390740,"Polycarbonates, in primary forms",614,1,609,296,689,153,627,258,259,819,,7668,12446,4887,7136,4688,7187,8122,5198,6947,8934,,504844,481947,495334,401713,377316,500005,543994,409354,400936,562325
300290,"Human blood; animal blood prepared for therapeutic, prophylactic or diagnostic uses",117,117,128,1065,430,400,396,1144,914,819,,9685,9780,10119,13598,17623,35486,40770,35981,46968,60778,,379320,438524,285033,300070,374427,392775,460447,523176,802577,986331
851290,"Parts of electrical lighting or signalling equipment, windscreen wipers, defrosters and demisters ...",2033,2444,3558,2470,2316,4323,3965,2622,710,817,,9366,5439,8458,5676,7575,11785,14845,16379,12472,19519,,582844,667697,726264,621787,637155,672573,742027,777877,710057,839515
850870,"Parts of vacuum cleaners, dry cleaners and wet vacuum cleaners, n.e.s.",1149,1080,416,186,43,106,29,125,327,816,,1290,1287,970,937,260,447,377,139,189,987,,93268,122457,133636,127699,156466,175630,181813,154336,199274,229699
621133,"Men's or boys' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",118,288,345,274,367,526,919,1077,1097,815,,55233,47825,46119,36932,28664,23975,25189,34230,16093,19506,,86027,93973,103879,90808,98225,102560,115851,107423,106653,100883
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",2,5,686,434,442,243,348,1585,3508,815,,11200,12981,14884,10068,9389,11568,18826,27554,37444,56066,,165803,175142,196145,161531,196415,211141,236588,247622,499922,303129
720825,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,158,814,,140161,164747,115642,23792,18667,40608,7917,17077,13843,43638,,162469,168716,164029,149687,157931,225198,252447,191727,135987,263885
340290,"Surface-active preparations, washing preparations, incl. auxiliary washing preparations and ...",100,57,17,336,480,454,551,702,544,808,,48858,82058,81912,54167,47079,52907,45394,48061,55948,57837,,280193,383159,453709,367505,386249,406545,422665,416199,376026,391448
400911,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",86,74,34,111,81,71,216,98,168,806,,3570,3839,6931,4850,4447,8830,16651,14003,9491,16169,,86439,74106,69480,57365,59572,67161,73233,60702,58879,73371
820520,Hammers and sledge hammers with working parts of base metal,104,92,339,298,552,484,908,935,667,806,,11912,14660,15657,16177,10646,14650,14757,15233,13626,26647,,23830,16922,17155,17500,18291,19396,22187,24980,25128,29387
90831,"Cardamoms, neither crushed nor ground",524,321,456,360,427,514,646,612,884,802,,0,32142,58007,70389,65149,94959,71805,55332,114637,193499,,5363,3996,3944,4003,4464,6570,9643,12047,17245,19783
540110,"Sewing thread of synthetic filaments, whether or not put up for retail sale",4930,4188,629,79,132,489,914,653,722,800,,10333,11301,9790,9636,9530,10682,11835,11008,9041,12385,,71899,70755,72107,65951,61409,66114,67215,59048,59275,70355
391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",1195,689,763,524,783,738,917,632,660,800,,27761,30549,32007,42647,40934,41786,53636,88775,81115,110288,,717227,726784,777309,695665,710670,703146,731492,709730,712369,848776
847410,"Sorting, screening, separating or washing machines for solid mineral substances, incl. those ...",127,33,232,1,2484,5636,9710,3684,711,799,,17474,15884,22420,28061,26666,51960,75060,83775,47868,69030,,72841,81369,77954,87891,84374,92195,110607,102592,78615,84179
380991,"Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs, and other products ...",478,1081,660,861,684,630,666,1111,746,797,,30339,37891,39140,36911,37239,37075,36486,38942,36085,49061,,164430,169722,167886,180826,176149,188395,210535,235319,221480,242934
390690,"Acrylic polymers, in primary forms (excluding poly""""methyl methacrylate"""")""""",509,496,625,339,178,434,172,378,573,796,,57761,67769,65719,55334,56441,79916,94409,100458,99897,269270,,1031298,1048370,1142209,933959,913048,1000103,1097339,1035690,932582,1124222
840690,"Parts of steam and other vapour turbines, n.e.s.",703,90,2005,266,64,1647,1191,617,1506,796,,47339,43002,51871,48968,57599,46197,138047,102898,94895,229725,,301767,196549,248793,161740,199241,147312,141681,154687,141770,91078
902920,"Speed indicators and tachometers, stroboscopes",2927,2163,2147,1294,975,1375,544,997,648,793,,10133,12680,10708,13784,11453,27175,32511,45781,50510,53694,,500840,591999,637166,623739,872067,1074617,1263570,1075808,979056,962902
691490,"Ceramic articles, n.e.s. (excluding of porcelain or china)",479,570,1408,606,1089,1695,1140,782,515,793,,14088,20723,13883,26991,26935,15291,22038,22088,13995,20302,,53767,59648,55295,48295,57074,53998,57017,61627,72980,89156
282990,Perchlorates; bromates and perbromates; iodates and periodates (excluding inorganic or organic ...,1300,939,1414,1136,256,489,310,297,332,792,,28055,28242,24601,19768,19667,26217,29279,34234,31941,32442,,10857,12149,9216,7099,6185,5456,5533,5243,4898,7779
902680,"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.",3137,4349,1292,826,657,782,632,615,703,791,,12297,16453,19284,24680,26947,26419,15672,20068,15416,26205,,244894,238911,229739,247963,262691,283095,313511,300098,298682,364073
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,2694,1853,4167,2166,1129,1344,1264,2157,782,790,,164124,105288,115876,117666,119224,123580,105925,107375,95826,131175,,3995623,4027707,4811422,3941190,3720491,5654679,6010004,5033156,5368966,5388664
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,116,245,1047,648,0,0,0,789,,134385,237350,218557,162775,147986,187303,140075,83955,45950,96477,,32503,34562,30804,22608,18451,25083,27481,40283,29611,41343
392640,"Statuettes and other ornamental articles, of plastics",487,610,535,1009,657,622,858,802,683,789,,5165,22380,9211,5489,3471,4593,5405,9816,5989,17859,,164777,152015,163939,152072,151605,156368,180713,190059,196400,233324
903220,"Manostats (excluding taps, cocks and valves of heading 8481)",1424,209,476,122,82,114,109,153,196,786,,1091,895,300,1094,816,4400,11193,14588,9028,11632,,88363,85185,103788,95342,119133,113548,152775,166278,155687,171979
300460,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,1673,1559,2121,1924,784,,0,0,0,0,0,2,1703,86133,177419,223684,,0,0,0,0,0,2739,2377,2916,3578,902
291090,"Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""",120,484,336,229,657,2020,1981,434,571,783,,3379,4680,8565,9567,10135,15771,18678,19842,18521,19318,,37100,31202,39813,31351,36460,46096,48078,42644,45082,92366
621149,"Women's or girls' tracksuits and other garments, n.e.s. of textile materials (excluding of ...",1241,751,1335,1201,929,428,462,717,468,782,,48999,17326,36838,55691,94763,122271,108829,113428,99065,125065,,12109,13803,13795,15654,15010,13675,14662,17537,18566,18019
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",2869,3293,3057,1890,2007,1483,913,843,492,781,,28620,43319,32071,38079,49107,65354,48356,45143,24977,32316,,5829,5759,5759,3859,4448,3472,2913,2173,1580,2206
761610,"Nails, tacks, staples, screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers ...",523,609,289,323,180,170,318,589,661,780,,3102,2942,2255,2430,3837,2626,3565,3128,2349,3975,,60644,67473,71857,71441,67105,81393,89225,81643,64308,92824
292243,Anthranilic acid and its salts,1193,562,1075,930,825,1843,1498,230,401,779,,4389,6899,4853,3197,2458,2966,2267,1950,1080,2486,,1740,991,1564,2839,3298,3266,3679,2086,2142,2233
630239,"Bedlinen of textile materials (excluding of cotton and man-made fibres, printed, knitted or ...",18,23,61,28,25,45,39,145,264,778,,15741,8958,12559,16680,22803,28390,33589,16619,20603,55024,,4880,5517,6258,11501,12807,18695,25523,19254,18811,23198
930700,"Swords, cutlasses, bayonets, lances and similar arms and parts thereof, and scabbards and sheaths ...",676,786,721,626,764,767,825,666,722,770,,1623,5106,4870,5543,5881,6539,6664,5802,5391,7412,,4434,5250,4983,5900,5278,5016,5683,6242,5383,6430
611130,"Babies' garments and clothing accessories of synthetic fibres, knitted or crocheted (excluding ...",254,254,469,687,723,1440,1174,1197,809,770,,14050,29660,26928,28566,62535,126226,67331,52895,24435,31400,,29724,32467,42693,41250,41060,46436,49615,43053,42542,45414
230800,"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ...",171,162,165,219,42,10,11,0,15,769,,457,1240,1786,750,131,112,211,392,249,3400,,60018,51623,65934,78376,70979,74476,66857,61419,63943,77458
291815,Salts and esters of citric acid (excluding inorganic or organic compounds of mercury),440,509,367,310,398,461,975,1021,725,769,,4176,5727,23114,7031,7948,9821,12457,14061,17192,28710,,36885,36411,38416,30984,36702,43302,47086,44788,42430,61774
291711,"Oxalic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",2314,2960,2911,1767,2228,1014,135,155,186,768,,20580,17839,21056,22276,16327,19372,21903,20517,15504,21378,,8484,9993,10108,7540,8515,7534,7681,5976,5499,6941
482090,"Blotting pads and similar articles of stationery, of paper and paperboard, and book covers ...",97,55,66,45,372,544,670,736,640,764,,5315,4731,8691,5111,4357,5283,5674,5232,4901,5611,,10050,13701,12189,10936,13321,14706,15756,12922,12875,14192
854420,"Coaxial cable and other coaxial electric conductors, insulated",223,180,202,129,84,170,166,255,412,762,,29930,25722,26751,53686,20835,10575,8572,24522,15752,18402,,215577,220945,252259,241237,225819,271219,295371,249953,225893,264979
721899,Semi-finished products of stainless steel (excluding of rectangular [other than square] cr ...,5265,2435,2506,375,53,129,4035,2634,618,761,,18657,6329,10004,4913,19359,42013,25340,17037,14112,31043,,125031,102861,104973,80128,54536,56739,72848,69155,68189,88167
871150,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",4,10,8,0,0,0,15,118,0,761,,94,658,134,41,689,1128,20,1098,167,71,,390719,385382,423699,316012,371160,410314,505832,410809,441681,543697
843110,"Parts of pulley tackles and hoists (other than skip hoists), winches, capstans and jacks, n.e.s.",296,142,256,355,348,531,1029,345,427,758,,14017,12807,11309,24907,9376,11632,17552,23931,15646,16169,,98302,99537,111111,87774,86199,91612,85230,91819,87596,107436
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,30,11,17,151,388,238,1285,855,665,755,,29284,42960,58683,41853,50117,53931,52409,36780,35139,51884,,1880,2011,2766,3682,4998,5070,11987,7825,7676,8741
283650,Calcium carbonate,583,520,257,14,35,67,69,400,942,753,,13665,16768,18294,15577,14410,15148,16640,18377,17942,25107,,78692,83310,84594,83629,78519,84323,93353,88983,95676,101981
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",6,5,14,8,41,123,66,55,517,746,,19262,25554,12801,7815,4550,6615,10819,14865,22232,40298,,230317,254893,200724,225573,214430,238084,271760,309289,308740,395186
380630,Ester gums,0,0,0,4,0,0,0,0,0,745,,1482,1762,1627,2300,1271,1543,1737,2068,1142,1382,,52459,49774,44659,34871,30144,33032,29710,28075,25769,39881
160529,"Shrimps and prawns, prepared or preserved, in airtight containers (excluding smoked)",850,397,2955,1250,1783,1687,1242,748,1128,744,,0,10208,5094,74949,143859,204459,226806,257278,383194,468490,,71496,72500,102477,98371,114186,132544,142336,150127,191654,193309
290715,Naphthols and their salts,139,276,1033,175,316,638,337,844,1129,743,,3242,4387,6183,5882,77326,9841,13747,14412,14175,15846,,1789,2248,1957,990,1712,1490,1775,1841,2506,3627
611693,"Gloves, mittens and mitts, of synthetic fibres, knitted or crocheted (excl. impregnated, coated, ...",176,125,274,282,403,1044,760,959,1076,743,,9612,10464,12119,10874,6852,9815,9142,11152,6811,12166,,94724,97751,96741,78121,77477,91205,99322,94839,87539,113692
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",8,6,13,16,22,80,171,457,471,743,,55681,81437,87547,83974,112837,141759,134011,166047,152132,188696,,6255,7541,8890,7183,9069,11463,11189,15365,18247,29160
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",232,263,182,132,179,356,545,735,744,743,,3041,4421,4494,5053,4970,4504,3062,3122,8567,5402,,40429,37243,36668,34710,33786,38321,46499,52787,60762,63732
200819,"Nuts and other seeds, incl. mixtures, prepared or preserved (excluding prepared or preserved ...",26868,17312,19589,4569,520,70,128,2299,893,741,,32515,36715,42037,41726,48064,74312,70051,61575,58371,69271,,451151,447873,595458,714510,537101,538524,499093,519292,601574,641411
960400,Hand sieves and hand riddles (excluding colanders),340,287,442,505,423,301,263,500,411,739,,45,68,47,125,98,132,364,396,304,726,,6840,7063,8189,8481,8978,8834,8816,9224,8936,13030
680300,"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ...",829,780,981,478,474,580,479,945,941,739,,7325,10030,9995,10644,13413,9569,13761,13251,15017,20429,,89084,83485,77348,60619,57637,54693,50142,51604,54837,61432
722860,"Bars and rods of alloy steel other than stainless, cold-formed or cold-finished and further ...",281,0,0,2,110,99,1780,1675,1083,734,,15183,16552,16411,11121,9705,16678,26571,25132,20163,34308,,7982,6516,9592,9860,12750,17057,32245,44429,40384,51226
740311,"Copper, refined, in the form of cathodes and sections of cathodes",33,0,0,1,0,0,0,0,0,733,,2221632,2334134,2578064,1925826,1493714,2426301,827503,223913,132944,850759,,5008318,4985278,4419722,3751782,3418885,3818221,4393793,3518691,3684979,4825128
731590,"Parts of skid chain, stud-link chain and other chains of heading 7315 (excluding articulated ...",679,568,337,509,452,808,875,917,1600,730,,2645,1738,2696,4651,3752,3847,5481,6537,6277,7049,,21371,20660,16030,14628,12815,15118,18798,14463,15024,19374
841940,Distilling or rectifying plant,809,94,2573,2328,1096,1175,1033,1166,847,728,,70291,69428,69094,64744,72128,74024,92159,87833,68859,94847,,33705,41439,41261,29447,22707,21473,33147,21154,48151,24676
940429,"Mattresses, fitted with springs or stuffed or internally filled with any material (excluding ...",302,239,229,280,447,467,402,251,326,726,,35460,27438,15991,10230,8641,7660,12250,16345,14938,48610,,125458,164220,177586,159578,148052,177431,188510,202800,239852,264572
741129,"Tubes and pipes of copper alloys (excluding copper-zinc base alloys """"brass"""", copper-nickel ...""",1601,308,63,295,200,201,490,688,359,725,,3391,1930,1364,893,884,602,1121,1631,1008,1573,,55254,74509,90134,43255,50271,62593,63234,67482,52725,102852
570320,"Carpets and other floor coverings, of nylon or other polyamides, tufted """"needle punched"""", ...""",502,244,158,299,559,385,697,988,299,722,,16422,17919,25173,14829,13063,11557,9455,9939,7697,14548,,302993,314548,303729,274478,305749,331172,350471,317778,282957,251706
760110,"Aluminium, not alloyed, unwrought",2460,616,1129,0,2,9683,10741,0,4,722,,569583,746823,1126817,1333227,1446956,2210176,3073483,2984419,3302739,5180992,,1725906,1719589,1975986,1570421,1477856,1540280,1824936,1445823,1056736,1831918
903031,"Multimeters for voltage, current, resistance or electrical power, without recording device",168,163,313,83,150,932,1393,922,712,721,,551,544,798,926,1920,2941,2832,2460,2818,4376,,51712,49789,48891,40484,47596,62706,70458,76995,69524,89531
220299,"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)",0,0,0,0,0,3,10,0,17,714,,0,0,0,0,0,10786,14591,16243,14137,21669,,0,0,0,0,0,425311,498607,539431,653905,691818
871420,"Parts and accessories for carriages for disabled persons, n.e.s.",335,515,566,512,599,656,1016,1157,584,710,,15743,46958,36468,23838,22290,17959,15417,13633,8982,11511,,91621,93684,109494,99645,103631,106299,101878,102533,85364,86553
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",1939,923,1296,1162,1045,1253,864,636,376,710,,59341,90992,78738,66109,75690,74403,133713,89761,38147,38179,,35368,29504,33428,27801,31326,32984,30826,38386,30188,32344
820890,"Knives and cutting blades, of base metal, for machines or for mechanical appliances (excluding ...",207,364,856,1119,1085,852,754,893,587,708,,16099,18098,23630,22876,16079,16534,23551,26388,20323,27545,,73883,70973,76661,69970,78385,88115,95866,99310,98680,125484
90412,"Pepper of the genus Piper, crushed or ground",463,628,808,1850,3573,1354,649,931,685,707,,49485,54991,66141,95694,89842,65606,38883,38684,29297,45568,,14953,15119,19439,22806,32292,26637,16101,13041,13794,15167
611211,"Track-suits of cotton, knitted or crocheted",788,175,140,39,101,142,123,328,999,704,,12896,7399,4083,2769,2601,2618,2374,2751,3394,7740,,28830,26786,26871,20224,20166,27618,25256,29125,37930,55124
620721,"Men's or boys' nightshirts and pyjamas of cotton (excluding knitted or crocheted, vests, singlets ...",470,905,548,920,372,588,525,556,447,703,,10396,15090,11854,29117,29917,8443,14264,12444,10336,24113,,12219,15948,14157,16907,8833,8819,10147,8803,7820,9462
722011,"Flat-rolled products of stainless steel, of a width of < 600 mm, not further worked than hot-rolled, ...",62,0,560,1040,998,1663,1862,1375,504,701,,54886,104100,70730,71297,43599,51407,46226,18507,12719,20748,,56505,37739,30817,19270,16048,19738,20860,16253,13710,21195
400591,"Compounded rubber, unvulcanised, in the form of plates, sheets or strip (excluding rubber compounded ...",124,37,0,7,9,6,2,10,96,700,,20979,17061,14070,8274,7318,7692,7908,9447,7841,11566,,203930,205013,176674,147559,165373,191975,224260,188963,164490,201569
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",231,94,541,495,78,154,598,349,365,698,,12959,14173,18922,15029,12236,18508,23165,43635,48092,70557,,37915,31209,29536,28791,30801,39886,42747,41116,54109,74596
841381,"Pumps for liquids, power-driven (excluding those of subheading 8413.11 and 8413.19, fuel, lubricating ...",3207,986,717,309,460,166,198,1060,731,697,,12886,15869,12659,17702,16824,17756,28167,23084,22803,26322,,237695,283351,279510,237738,245036,260791,342509,334610,305755,343293
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",1420,933,543,432,306,309,287,265,159,696,,7045,9072,7606,7327,8711,12527,23524,20100,18452,24599,,523407,617026,707044,602713,604356,608411,675369,640256,515713,537858
720291,Ferro-titanium and ferro-silico-titanium,0,0,0,0,0,13,72,18,356,694,,380,97,1002,378,479,1626,2430,8638,7944,9073,,50466,43687,52494,36965,29097,38359,39091,35360,24934,47739
230990,Preparations of a kind used in animal feeding (excluding dog or cat food put up for retail ...,454,856,1820,124,821,479,688,383,900,693,,132276,126887,165147,144661,180528,225290,259371,227691,221413,264119,,935237,954707,909280,809768,798330,880322,976676,910565,967197,1109161
540782,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",272,190,158,75,102,128,1037,981,869,693,,32811,32423,29321,25173,27548,33894,39118,44136,31061,36855,,11234,8337,10392,8520,6400,7861,9856,6566,6847,4469
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",972,905,320,498,504,609,495,509,550,691,,113192,114584,130705,179545,169249,122199,67186,72191,48014,43431,,20787,23483,24411,22377,21307,18516,20061,18371,17133,19838
292242,Glutamic acid and its salts,3,0,11,0,16,0,0,44,27,685,,864,1090,4951,8299,4515,6930,6505,9534,5821,5390,,28482,27289,26127,23516,23263,24025,22962,23765,22850,25848
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",847,970,985,810,754,679,724,624,486,684,,3656,3320,2137,2378,1337,2183,2425,2236,2123,3411,,282085,294335,327618,290850,317244,383725,413688,400705,389884,482687
731100,"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ...",945,1893,784,927,578,633,714,657,584,683,,140153,109905,101629,117531,105692,124101,106033,86663,66031,114185,,155977,154060,161730,149050,145577,151266,166431,182339,164495,210784
902790,"Microtomes; parts and accessories of instruments and apparatus for physical or chemical analysis, ...",390,407,332,369,473,507,573,735,588,682,,13507,24308,16378,20066,35869,29276,28037,29198,24260,34842,,1084208,1054348,1085434,1073277,1070489,1195827,1253240,1159054,1197664,1319956
80232,"Fresh or dried walnuts, shelled",4988,2759,2313,1654,2807,2517,2914,1201,1396,681,,38864,55525,32899,20738,9553,12953,13363,7458,5494,6917,,165793,177694,227705,263531,228761,277784,344657,257675,318220,267497
400122,"Technically specified natural rubber """"TSNR""""""""",112,0,139,0,0,0,3131,2755,1105,680,,2357,20717,2346,2173,5608,15812,7906,14738,8895,1073,,656303,496688,536267,503270,391992,492985,403199,338592,289117,459950
321290,"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...",19704,78155,86219,73193,32728,245,359,406,428,678,,112766,143563,141531,106370,105114,100998,86321,92212,71348,92596,,167628,227621,218329,166202,129383,110359,115531,113714,96259,120162
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",1325,2192,2376,1491,1946,1242,2637,864,561,676,,16606,18297,8929,11509,31180,13816,12912,11235,9804,12027,,376809,348575,355641,300623,312865,320703,367204,322709,262431,304099
420299,"Travelling-bags, shopping or tool bags, jewellery boxes, cutlery cases and similar, with outer ...",578,706,1217,468,539,702,692,534,362,675,,8331,8747,10428,9549,7023,10533,10706,17908,10988,15528,,55822,68373,71025,67152,72609,77181,91462,81864,75711,82052
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",352,377,172,946,700,786,1292,775,589,673,,24590,26084,20357,22433,22782,8700,8412,8093,5206,16045,,22288,21511,22612,17955,14552,13950,15528,14094,13842,14828
120930,"Seeds of herbaceous plants cultivated mainly for flowers, for sowing",157,176,185,126,121,201,330,323,373,671,,1537,1758,1211,1388,1062,1809,1746,1713,2155,2788,,20491,21275,19570,17780,21807,20025,20724,34776,31552,27710
850433,Transformers having a power handling capacity > 16 kVA but <= 500 kVA (excluding liquid dielectric ...,319,2,15,1,9,22,27,104,293,671,,36949,69339,33302,24496,27534,31317,31828,36615,39557,35899,,65502,51397,48256,46560,42423,40425,35952,36390,27245,27912
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),971,662,549,347,643,459,577,372,365,670,,10572,10603,10244,7451,8785,10838,10308,10805,12020,14443,,48462,51090,54786,45646,42991,50819,59319,62015,74056,82758
160554,"Cuttlefish and squid, prepared or preserved (excluding smoked)",82,0,0,0,0,460,238,259,721,667,,0,100,2208,2645,3316,1595,2721,5415,3225,3414,,19566,24372,23477,21569,29600,31853,33933,34270,37677,38422
91011,"Ginger, neither crushed nor ground",1178,884,899,348,661,1023,610,1067,1078,667,,0,18704,40062,36532,27077,24016,19697,32453,78227,109888,,18664,25211,41669,28373,31054,40007,46051,48258,71572,86515
903281,Hydraulic or pneumatic regulating or controlling instruments and apparatus (excluding manostats ...,483,184,128,99,66,111,289,191,157,660,,2138,4143,10921,4566,2986,1582,6921,3917,2366,4797,,86727,118786,132300,120163,164622,224792,255623,207749,141341,171365
390210,"Polypropylene, in primary forms",30,651,429,387,1288,382,843,1849,581,658,,853399,1538483,1209475,734643,561282,484029,867715,549367,672834,630502,,1253908,1261298,1348947,1137936,1097047,1319952,1528802,1370842,1136170,1776845
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",506,1075,498,537,566,317,177,227,523,657,,114020,127212,71178,53237,49798,43900,40579,51643,45120,46893,,284741,234827,208034,206712,256729,272419,297136,295099,283993,366752
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,173,217,191,181,326,390,185,268,310,656,,4315,7686,2640,3386,4219,3708,6530,9258,5395,7152,,164234,152657,158346,143065,137489,146383,149892,138815,289207,334231
520919,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 200 g/m©÷, unbleached ...",507,396,359,168,43,16,16,51,749,655,,12901,10382,8783,5774,8595,12927,7148,11356,6017,7495,,11323,19494,17740,13945,13821,11846,11991,10792,6383,4808
721922,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",419,1392,304,1,4,294,1160,233,274,654,,20398,28428,36343,15425,15227,31101,20820,32852,30685,71643,,183958,163518,170547,150588,138736,156582,160664,193371,143567,225034
846490,"Machine tools for working stones, concrete, asbestos cement or similar mineral substances or ...",17,0,48,128,116,484,488,737,437,651,,3437,1560,954,2023,1154,1967,1462,979,1179,4002,,27586,26569,29542,20870,21703,31314,31620,34875,33040,38380
901580,"Instruments and appliances used in geodesy, topography, hydrography, oceanography, hydrology, ...""",268,35,49,37,143,545,691,471,417,650,,30455,26286,19144,65336,59333,60523,66254,102790,92236,72511,,73789,76636,73547,74611,76724,87450,111909,109901,90631,109622
610453,"Women's or girls' skirts and divided skirts of synthetic fibres, knitted or crocheted (excluding ...",509,554,743,640,631,848,1016,1296,1126,647,,9173,12646,13230,9518,13863,18779,11506,7624,4770,4147,,49755,59080,77586,66087,64212,61814,65680,74950,67430,58849
731990,"Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use ...",496,657,1032,1023,824,572,518,282,618,647,,10033,11117,11025,6900,8125,7915,7242,6680,7787,12338,,7938,9024,8131,7432,7925,12032,14347,11752,9869,8300
903040,"Instruments and apparatus for measuring or checking electrical quantities, specifically for ...",1485,1162,527,1075,1256,70,773,671,932,647,,6828,17853,15215,13620,16413,16148,20438,20853,24625,29378,,83233,79700,76360,64149,68857,68806,65148,64470,68455,86429
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",37,2,14,26,71,402,349,432,503,644,,37098,49174,44811,48060,39444,49908,45817,61295,57050,62089,,13136,14127,15765,15170,19052,24742,23388,21500,21528,19965
841239,Pneumatic power engines and motors (excluding linear acting),446,184,688,718,117,148,296,106,143,641,,1106,3431,3007,5813,4085,3726,6959,12088,10537,9001,,36745,40923,49007,53558,49350,54982,65655,72657,52062,61507
