Product code,Product label,Australia's imports from Japan-Value in 2012,Australia's imports from Japan-Value in 2013,Australia's imports from Japan-Value in 2014,Australia's imports from Japan-Value in 2015,Australia's imports from Japan-Value in 2016,Australia's imports from Japan-Value in 2017,Australia's imports from Japan-Value in 2018,Australia's imports from Japan-Value in 2019,Australia's imports from Japan-Value in 2020,Australia's imports from Japan-Value in 2021,Japan's exports to world- ,Japan's exports to world-Value in 2012,Japan's exports to world-Value in 2013,Japan's exports to world-Value in 2014,Japan's exports to world-Value in 2015,Japan's exports to world-Value in 2016,Japan's exports to world-Value in 2017,Japan's exports to world-Value in 2018,Japan's exports to world-Value in 2019,Japan's exports to world-Value in 2020,Japan's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
847321,"Parts and accessories of electronic calculating machines of subheading 8470.10, 8470.21 or ...",0,0,3,17,19,11,6,0,1,2,,3373,1247,312,386,455,742,817,298,733,959,,173,310,3469,606,2249,3876,4192,1983,2155,2444
854710,"Insulating fittings for electrical purposes, of ceramics",74,108,116,39,24,15,130,24,0,2,,91290,67907,56993,58506,60659,88174,84057,80991,85305,104939,,415,263,703,650,437,456,628,489,908,678
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",1,0,3,6,32,81,7,6,2,2,,174,38,107,68,176,250,121,51,44,92,,13544,11755,12046,10444,9848,9488,7737,5748,1110,1483
621111,Men's or boys' swimwear (excluding knitted or crocheted),0,0,0,16,0,0,2,0,12,2,,115,149,106,59,64,77,157,231,436,319,,5076,4446,4247,5136,7922,11832,14755,17617,11404,16564
521149,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,2,5,3,3,23,2,1,3,2,,5774,5937,3719,9278,6876,16121,19551,11286,10736,15209,,1254,1127,1098,787,840,669,669,404,723,636
520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",0,0,0,2,0,4,3,0,1,2,,530,524,426,309,415,329,271,279,353,484,,92,149,117,175,90,47,69,79,90,67
920890,"Fairground organs, mechanical street organs, mechanical singing birds, musical saws and other ...",0,1,0,1,9,22,16,0,13,2,,181,323,260,345,320,434,620,521,453,538,,952,879,778,726,716,781,811,660,1075,1019
251020,"Natural calcium phosphates and natural aluminium calcium phosphates, natural and phosphatic ...",0,0,0,0,0,0,0,0,0,2,,0,27,0,0,0,0,0,0,0,2,,219,2136,6294,12642,7005,27121,27577,16901,1604,86
283692,Strontium carbonate,0,0,0,0,0,0,7,0,0,2,,658,764,683,721,774,839,627,558,591,1050,,498,413,395,279,341,242,339,412,246,698
292390,Quaternary ammonium salts and hydroxides (excluding choline and its salts),91,199,179,168,1,51,1,7,4,2,,54646,53648,49084,40149,43931,48512,56426,49176,51707,60529,,14201,17500,18940,12883,13099,12215,12773,15125,13954,17285
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",1,6,0,0,0,0,5,0,4,2,,1737,1186,846,643,529,396,499,320,361,136,,689,933,716,672,774,766,833,858,815,1141
580219,"Terry towelling and similar woven terry fabrics, of cotton (excluding unbleached, narrow woven ...",0,0,0,0,10,0,1,0,0,2,,51,109,32,234,84,285,36,148,189,397,,104,63,323,89,198,56,204,141,105,144
551311,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",0,0,0,2,3,2,0,0,0,2,,10915,6941,7290,7765,8504,6023,5168,6011,5897,4232,,283,311,409,208,374,260,271,121,82,114
481960,"Box files, letter trays, storage boxes and similar articles, of paperboard, of a kind used ...",2,0,0,2,0,1,0,4,1,2,,131,80,193,174,220,282,182,136,136,124,,7823,7015,8019,9912,6798,7655,5764,5358,4861,4617
482369,"Trays, dishes, plates, cups and the like, of paper or paperboard (excluding of bamboo paper ...",4,25,7,31,25,20,32,21,24,2,,2610,2150,2162,1963,2590,2695,2773,3474,2715,2741,,69984,75242,90693,85225,87642,91235,100667,101409,96550,124012
481710,Envelopes of paper or paperboard (excluding letter cards),6,4,3,1,2,1,0,0,7,2,,1134,644,374,566,835,808,1046,962,1139,1243,,31504,26289,24979,22238,19796,19292,20408,21500,23011,21483
600110,"""Long pile"""" fabrics, knitted or crocheted""""",0,0,0,0,0,3,0,0,0,2,,454,601,656,395,520,515,821,580,581,518,,720,353,484,681,768,521,694,501,513,487
810920,Unwrought zirconium; zirconium powders,1,2,0,0,0,0,0,0,21,2,,2158,1244,940,2799,1855,1349,1624,1754,1125,894,,132,158,36,83,61,90,52,156,49,65
910819,"Watch movements, complete and assembled, electrically operated, with combined opto-electronic ...",14,10,37,35,43,36,49,98,2,2,,918,517,516,1134,588,1537,549,1158,2191,1567,,177,145,228,236,196,143,152,209,110,124
482030,"Binders (other than book covers), folders and file covers, of paper or paperboard",11,19,6,10,5,4,9,42,0,2,,393,292,303,308,728,301,326,329,344,405,,12976,13461,12833,12387,11307,12096,11898,9298,7671,8628
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,19,29,17,6,0,9,9,1,2,2,,2120,2298,2384,2373,2193,1955,2373,2836,4750,6250,,39663,35735,38104,43174,35920,39568,46875,43864,43302,77873
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,368,404,79,4,2,,0,0,0,0,0,19285,18004,12051,8151,10171,,0,0,0,0,0,1613,1423,1008,982,813
382530,Clinical waste,0,0,4,0,0,0,0,0,0,2,,,,,,,,,,,,,48,83,66,63,50,37,127,48,43,49
290532,"Propylene glycol """"propane-1,2-diol""""""""",0,36,3,1,0,1,4,1,15,2,,29825,6766,3892,4389,2595,2734,2662,2791,3783,7629,,9248,8416,11758,11503,7670,7765,13645,17863,19690,32989
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",0,0,0,0,0,0,0,0,0,2,,2015,1340,888,956,931,851,1864,890,879,1327,,1410,1008,1103,1080,784,1107,1303,989,1051,2475
121229,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...",17,2,3,0,0,2,0,0,0,2,,1064,1070,1201,1229,1652,1842,1727,1636,1325,1536,,4608,3547,4101,5143,4733,4413,5801,5867,5733,4428
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,2,,2275,2454,4113,7015,10587,16036,22925,19335,24644,37019,,221,138,173,12,13,0,15,20,10,43
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",9,19,15,2,0,0,1,0,0,2,,11105,14319,3974,3384,2913,2076,1862,2137,1506,1952,,562,201,177,155,227,259,176,376,482,820
740829,"Wire of copper alloys (other than copper-zinc alloys [brass], copper-nickel alloys [cupro-nickel] ...",186,169,0,0,13,0,2,8,1,2,,27018,24860,20579,21926,24858,35099,31792,37744,39311,50565,,2161,2081,2232,2137,2527,2870,3231,1632,790,1610
620930,Babies' garments and clothing accessories of synthetic fibres (excluding knitted or crocheted ...,0,0,0,0,2,0,0,0,0,2,,54,10,81,50,79,78,330,93,87,25,,6056,5624,5695,5251,5019,4823,5166,4337,3746,3769
551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",0,0,0,0,0,0,0,7,0,2,,149,141,83,56,45,56,25,35,38,49,,17,0,73,0,8,168,108,28,51,72
580429,"Mechanically made lace in the piece, in strips or in motifs (excluding that of man-made fibres ...",0,4,27,17,10,9,6,5,0,2,,3165,2186,2338,1990,1606,1353,1025,1193,631,666,,952,1265,1197,833,962,542,354,246,133,156
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",35,34,39,36,21,0,0,0,0,2,,915,715,667,422,596,246,283,74,115,388,,148,114,287,424,336,457,492,265,696,474
540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",5,0,7,0,0,0,0,2,0,2,,463,367,107,448,429,454,879,696,343,351,,258,253,240,205,172,186,202,97,217,93
620829,Women's or girls' nightdresses and pyjamas of textile materials (excluding cotton and man-made ...,0,0,0,0,0,0,0,0,0,2,,0,13,3,0,4,4,6,4,34,32,,1143,1356,2155,1597,2232,1692,2426,2249,2509,4769
610349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials, ...",9,4,5,4,4,3,6,4,1,2,,64,16,20,46,91,57,26,39,17,47,,973,1192,1530,1722,1426,1334,1241,1162,1739,3148
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers ...",0,0,4,4,6,1,0,3,0,2,,838,670,731,359,365,320,369,198,120,312,,981,1041,840,781,564,593,547,568,493,983
310430,"Potassium sulphate (excluding that in tablets or similar forms, or in packages with a gross ...",0,0,0,0,0,0,3,0,3,2,,168,114,179,140,220,226,91,74,474,255,,37540,37292,40211,36913,28543,31022,30257,31578,36678,27795
370320,"Photographic paper, paperboard and textiles, sensitised, unexposed, for colour photography ...""",498,687,717,549,474,573,286,0,0,2,,7704,4704,2827,5331,5005,248,539,280,93,131,,17774,15677,10101,6860,5558,4441,5154,3452,2567,2836
521224,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",0,0,0,2,0,0,0,1,1,2,,3325,2041,2007,2106,1850,3022,1962,2710,1131,1506,,365,225,147,111,85,103,96,116,81,185
520210,"Cotton yarn waste, incl. thread waste",0,0,0,0,0,0,0,0,0,2,,214,74,15,64,31,26,37,12,0,39,,0,0,0,0,0,0,0,1,0,2
400819,"Rods and profile shapes, of cellular rubber",0,0,0,2,0,3,22,3,12,2,,1105,2335,4820,5175,3934,4432,4017,4199,3378,3582,,2450,3093,1919,2478,1244,1527,1477,1353,1133,1293
410449,"Hides and skins of bovine """"incl. buffalo"""" or equine animals, in the dry state """"crust"""", ...""",0,0,0,0,0,0,0,0,0,2,,7958,6869,6727,6055,5657,5139,5080,5908,6570,6525,,6543,630,2773,6371,3034,1648,1773,1195,182,19
210210,Active yeasts,2,0,0,0,1,0,0,0,3,2,,1203,645,896,722,683,384,463,728,3218,2104,,11105,11785,13199,11590,13922,13883,15217,16685,20670,19053
290629,"Aromatic cyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives ...",11,13,3,5,0,3,0,0,0,2,,8313,4604,4058,5959,9923,11913,15506,19112,17736,18192,,373,282,418,442,362,596,803,378,546,633
60311,"Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,1,4,1,3,0,0,2,,19,2,16,10,9,2,10,28,5,34,,11381,24437,29387,29829,21707,22267,24702,25170,20689,27158
610322,"Men's or boys' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)",0,0,0,0,0,0,0,1,0,2,,0,25,9,2,7,24,2,26,0,12,,309,614,732,471,301,302,126,208,278,581
600621,"Unbleached or bleached cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding ...""",2,0,0,0,4,6,8,2,0,2,,6911,5167,6040,7023,7163,6442,6377,7117,4982,6778,,605,715,658,591,782,619,1038,922,389,568
600539,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,11,8,0,2,,0,0,0,0,0,3699,3773,4669,2967,2494,,0,0,0,0,0,1438,1405,864,703,656
630231,"Bedlinen of cotton (excluding printed, knitted or crocheted)",2,0,0,12,29,1,3,9,3,2,,284,306,427,409,458,324,375,601,373,435,,147972,145389,148420,167773,155229,164133,173693,159427,169637,194023
690723,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,0,0,5,2,,0,0,0,0,0,3348,3272,723,154,722,,0,0,0,0,0,36146,42464,35769,40442,43634
750620,"Plates, sheets, strip and foil, of nickel alloys (excluding expanded plates, sheets or strip)",29,13,1,15,81,12,16,7,161,2,,76052,51805,68812,60077,41759,36071,64872,123159,131388,138336,,3425,2964,2120,1132,1547,2186,1741,1638,1318,1146
701310,"Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...",1,1,21,41,42,40,77,2,11,2,,602,402,1209,2526,2897,2279,1966,3080,1515,2079,,460,423,522,509,991,797,614,866,744,1522
710813,"Gold, incl. gold plated with platinum, in semi-manufactured forms, for non-monetary purposes",27068,5507,3245,0,102346,1050181,1108552,3,11,2,,1921294,1279150,1186511,961815,964088,1065141,1050982,1054340,1334483,1619299,,1652741,1055002,788968,351409,1549353,1335559,1672353,28977,324238,261972
902511,"Thermometers, liquid-filled, for direct reading, not combined with other instruments",5,8,9,4,1,1,2,2,0,2,,1339,926,1272,1088,1103,1421,1315,1320,1078,917,,1419,881,802,762,910,889,805,1078,1816,1134
871500,"Baby carriages and parts thereof, n.e.s.",0,1,0,0,0,0,12,0,0,2,,642,984,673,496,540,747,623,526,703,300,,42356,43918,42530,45901,51670,51066,45889,44231,47865,53081
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",68,11,7,5,4,0,29,285,0,2,,9726,6923,7135,6640,4595,8922,5765,4835,3707,5548,,254062,200204,168761,96105,135925,154015,168385,162093,120924,247810
900720,Cinematographic projectors,14,49,164,8,44,0,4,218,0,2,,480,444,88,116,135,64,96,29,33,41,,2116,1504,1248,1076,1142,1338,339,734,323,491
880400,"Parachutes, incl. dirigible parachutes and paragliders, and rotochutes; parts thereof and accessories ...",0,0,0,8,3,15,8,30,1,2,,139,374,256,1642,127,169,83,92,397,96,,11984,12788,5242,9849,6756,5709,6243,4583,5182,8624
540824,"Woven fabrics of yarn containing >= 85% artificial filament by weight, incl. monofilament of ...",11,13,18,0,2,1,3,6,5,2,,2505,2008,1402,1503,1350,1464,1613,1987,1523,1255,,370,341,544,688,499,445,524,447,342,427
610832,"Women's or girls' nightdresses and pyjamas of man-made fibres, knitted or crocheted (excluding ...",2,99,10,0,0,0,0,0,0,2,,7,7,0,38,23,6,5,9,62,41,,15921,17896,19498,18834,19201,20503,25166,26572,25569,34867
630140,"Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...",5,0,9,2,0,11,12,7,3,2,,5525,3571,4214,4952,5684,5513,6628,6684,5003,3999,,30992,32785,30512,31749,36159,42776,41602,41027,41246,65836
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",19,23,85,6,25,14,7,8,10,2,,430,391,406,503,482,501,1008,875,994,962,,8964,9039,7480,8451,8121,7464,8004,5901,5117,5995
731811,Coach screws of iron or steel,0,0,0,0,0,0,0,0,0,2,,1368,1170,578,218,290,330,304,380,263,222,,1864,1426,2191,1304,1372,1391,1665,1781,1799,2156
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",59,65,27,13,15,39,0,6,0,2,,6038,5032,6423,8154,6938,5369,4784,4415,4090,6466,,3188,5170,4558,3538,3590,3571,5290,3677,4621,4850
640219,Sports footwear with outer soles and uppers of rubber or plastics (excluding waterproof footwear ...,422,78,27,77,103,3,4,7,0,2,,934,1106,691,1907,2359,2396,2503,2857,5565,4254,,33211,33491,37157,39137,34696,25807,25386,36648,21768,23224
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,2,,477671,595976,490137,391735,494727,399968,522156,428354,250164,357924,,759,581,2024,54,231,2,926,2,0,661
200870,"Peaches, incl. nectarines, prepared or preserved, whether or not containing added sugar or ...",2,0,2,1,3,3,1,4,10,2,,13,79,178,325,660,473,382,322,274,506,,11288,9592,9671,8049,10446,11451,11526,9756,10742,11854
152110,"Vegetable waxes, whether or not refined or coloured (excluding triglycerides)",0,1,3,2,6,6,3,7,1,2,,10655,8462,8526,7570,7698,6187,5902,7114,5501,6718,,2340,2677,3876,3870,3444,3830,3537,3408,5448,5010
240220,"Cigarettes, containing tobacco",0,0,0,0,0,0,0,0,0,2,,308166,228414,181542,194231,192143,118037,144752,121931,103562,98926,,174586,281156,437336,549229,592649,611377,647798,643376,446688,386280
200961,"Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,2,,112,88,146,222,281,160,150,94,876,407,,2466,2454,2216,1054,126,1696,1553,1378,1107,352
350520,"Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...",3,0,0,1,1,0,1,0,0,2,,942,584,598,746,872,957,837,768,946,1145,,1160,1571,548,532,314,663,469,376,433,782
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",512,274,418,193,31,0,8,4,15,2,,234491,219754,184569,193860,167625,168722,155506,127415,120079,105808,,1672,7214,10896,8272,2537,2292,3242,839,1565,2818
290944,Monoalkylethers of ethylene glycol or of diethylene glycol (excluding monobutyl ethers),55,16,0,4,0,0,0,0,0,2,,10508,6147,5294,4058,4817,5462,6254,4966,5095,6160,,2443,2653,2467,1719,1956,1589,1604,1456,1578,3047
285390,"Phosphides, whether or not chemically defined (excl. ferrophosphorus); inorganic compounds, ...",0,0,0,0,0,98,28,101,174,2,,0,0,0,0,0,74148,96384,114453,140760,126509,,0,0,0,0,0,3676,4779,2286,4160,7944
390490,"Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""",0,2,7,0,0,0,0,0,0,2,,99911,116630,118014,102579,76203,83692,78932,83203,89522,88293,,185,143,106,68,124,165,432,305,398,507
390591,"Copolymers of vinyl, in primary forms (excluding vinyl chloride-vinyl acetate copolymers and ...",0,0,8,4,4,9,4,0,1,2,,130476,124377,136154,136932,147330,165640,163398,158778,144956,197228,,4461,3209,3101,2215,2000,1976,1740,1856,1408,5503
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),0,427,0,0,0,0,0,0,2,2,,0,442,0,0,0,0,3,0,22,6,,16329,8057,2,73,5,7,0,49,5,8
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0,0,0,0,63,0,0,0,0,2,,20590,14445,10392,5603,3297,1651,3242,2341,1671,1109,,4098,8677,8919,6475,5534,6741,8063,5768,6013,6134
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",45,8,0,0,10,13,0,0,0,2,,89094,71966,83761,75338,94583,85070,87291,69029,60643,60361,,3919,3738,4297,4493,3702,5424,3791,3604,5545,4091
381090,"Fluxes and other auxiliary preparations for soldering, brazing or welding; preparations of ...",16,5,6,3,3,2,1,1,9,2,,108064,93961,115016,123666,129561,110950,114662,115589,111576,136059,,8414,6651,7225,5393,5736,6725,7076,5324,5915,6237
830130,"Locks used for furniture, of base metal",0,0,0,0,3,0,0,0,1,2,,1263,1170,1227,510,306,251,297,250,336,309,,2236,3955,2573,2866,2546,3864,5473,4798,3913,6719
840120,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s. [Euratom]",0,0,0,0,0,0,0,0,0,2,,3,0,0,0,26,3,6,6,0,0,,42,1,0,9,8159,944,1,0,3,12
820110,"Spades and shovels, with working parts of base metal",15,0,3,0,0,0,0,0,0,2,,2625,2444,2257,1884,1729,1854,1433,1248,696,966,,4285,6299,6255,5310,4124,5228,4708,4687,4682,6729
800700,"Articles of tin, n.e.s.",5,166,38,168,4,8,6,5,3,2,,38530,40090,47883,31137,34185,36233,40941,39251,45417,65013,,10851,12393,13839,11206,7065,5711,5846,4455,4870,7178
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",0,0,0,11,0,0,0,0,1,2,,29,29,104,134,82,108,58,91,57,206,,1167,713,1760,1632,1499,1736,1080,842,936,577
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",12,0,0,2,23,0,2,2,0,2,,327,673,962,946,984,1036,820,773,556,569,,13884,15326,14077,15149,16397,13650,14230,15049,15642,20743
600121,"Looped pile fabrics of cotton, knitted or crocheted",0,0,0,2,0,0,1,0,0,2,,3211,2719,3415,3416,1810,1614,1722,2482,2177,2769,,5,3,0,21,3,22,44,22,21,89
551692,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",17,49,33,0,2,10,1,1,0,2,,4665,3485,3059,1759,1629,1889,1561,3760,3121,1040,,552,374,326,240,267,297,479,654,380,463
551512,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",19,2,0,2,1,0,0,0,6,2,,139576,135964,110417,114288,128508,106806,99018,96346,88775,94886,,2324,1425,1745,1356,1268,1327,1260,882,879,772
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",1,0,5,3,14,1,3,0,1,2,,4214,5000,4315,4586,5475,9199,9585,6263,5622,5444,,6845,8287,7632,8253,8387,10596,14288,11262,12968,16500
521159,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,22,0,6,0,0,8,0,0,1,,133,622,596,328,221,238,227,451,255,226,,525,233,130,135,126,118,185,226,80,50
551522,"Woven fabrics containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, ...",0,0,0,0,0,0,0,1,0,1,,1266,1030,1089,455,867,417,768,998,522,622,,208,130,38,64,56,32,55,56,35,49
580610,"Narrow woven pile fabrics, incl. terry towelling and similar terry fabrics, and chenille fabrics, ...",2,0,0,0,0,0,0,1,0,1,,507,319,263,280,490,1492,1964,543,293,536,,3565,3225,3857,2884,2623,3189,2881,2713,1711,2111
590220,"Tyre cord fabric of high-tenacity polyester yarn, whether or not dipped or impregnated with ...",2,2,0,0,10,15,20,15,5,1,,16493,7700,2793,924,1288,1767,1789,3303,2564,1508,,289,290,384,279,99,145,616,347,526,644
540784,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",3,0,0,0,0,1,1,0,3,1,,2301,1448,1464,936,745,284,348,639,388,330,,533,534,497,696,475,339,139,279,543,276
611529,"Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...",10,0,2,0,7,39,18,1,22,1,,634,434,767,1002,1471,963,859,357,318,820,,6687,6827,5420,4978,4934,3547,3273,3662,3522,4366
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",0,5,0,4,2,6,0,0,1,1,,3,38,8,11,15,16,7,0,186,0,,1838,1288,1570,1560,1645,1088,1448,1553,1549,2102
620821,"Women's or girls' nightdresses and pyjamas of cotton (excluding knitted or crocheted, vests ...",24,45,0,0,0,2,0,0,0,1,,91,60,103,115,177,175,84,132,131,276,,21840,25622,19724,17858,15802,20666,18055,18967,19307,25191
731581,Stud-link of iron or steel,68,1888,94,11084,4732,0,1,4112,557,1,,6895,3895,43078,24063,3729,622,436,5472,2626,495,,9269,11469,16348,34039,9081,6035,6407,15473,6004,4743
845620,"Machine tools for working any material by removal of material, operated by ultrasonic processes ...",208,12,3,0,0,0,2,0,0,1,,1546,5427,3794,2766,2889,2624,2179,4087,3371,2555,,1061,915,711,254,198,544,636,1108,784,696
850860,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners (excluding with self-contained ...",5,16,0,3,6,3,0,0,0,1,,638,864,1022,751,391,635,387,694,276,268,,1801,1976,1471,1919,1494,2275,2320,2731,2078,3605
442110,Clothes hangers of wood,0,2,1,5,3,2,0,4,1,1,,184,85,91,208,177,173,140,82,60,62,,4570,4388,5971,6330,5913,5900,5317,6446,4762,6324
283640,Potassium carbonates,1,0,0,0,0,0,0,0,3,1,,859,694,920,1108,1450,1163,1097,824,2239,964,,2878,3957,3998,4080,3827,4028,3603,5168,6632,7022
70959,"Fresh or chilled edible mushrooms and truffles (excl. Agaricus, Boletus, Cantharellus, shiitake, ...",0,0,0,0,0,0,0,1,3,1,,3937,4239,5636,3587,3985,3196,2925,3045,5050,5759,,4040,4274,5675,6470,7278,8225,9135,9680,9477,10470
930390,Firearms and similar devices which operate by the firing of an explosive charge (excluding ...,0,0,2,0,0,0,3,0,0,1,,0,0,8,14,5,0,5,0,0,0,,1152,2322,1775,854,797,753,1349,2082,1380,3154
871640,"Trailers and semi-trailers, not designed for running on rails (excluding trailers and semi-trailers ...",0,4,0,0,0,3,1,0,0,1,,1175,758,672,1034,850,568,279,1420,194,323,,25207,25133,27524,20300,27121,35464,39845,35187,38766,48012
381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",1949,0,12385,278,349,0,802,2243,1,1,,598001,430873,433931,388800,385709,430269,526374,646933,960902,1457851,,29660,13811,33552,15073,10372,2940,6494,3773,795,1228
392620,Articles of apparel and clothing accessories produced by the stitching or sticking together ...,54,57,61,114,7,6,8,1,34,1,,7677,6542,6910,5933,6318,6510,7286,6956,9653,8432,,75394,66163,66999,63914,63514,62116,71239,58213,169721,120283
460212,"Basketwork, wickerwork and other articles, made directly to shape from rattan plaiting materials ...",0,0,0,27,9,0,0,0,0,1,,21,9,3,6,5,8,20,7,5,12,,2254,2440,2510,2526,2338,2156,3115,3970,3949,5715
441899,"Builders' joinery and carpentry, of wood (excl. of bamboo, windows, French windows and their ...",0,0,0,0,0,4,21,4,0,1,,0,0,0,0,0,9123,9162,11404,9556,13115,,0,0,0,0,0,107803,129882,120679,81635,77443
282580,Antimony oxides,281,0,0,0,0,0,0,0,0,1,,24492,20547,21827,17001,16039,14813,15870,11894,10776,15001,,6031,4740,3875,3512,2274,3264,2751,2486,1670,2531
293625,"Vitamin B6 and its derivatives, used primarily as vitamins",0,0,0,1,0,0,1,0,0,1,,862,1103,988,1124,1221,840,848,765,940,1933,,2121,2629,2060,1903,3367,3340,4310,3175,3196,2420
252520,Mica powder,1,7,11,18,0,11,10,0,0,1,,12863,9766,10020,8689,10400,10733,9974,6594,6243,7686,,635,715,702,717,830,922,922,759,702,768
90190,Coffee husks and skins; coffee substitutes containing coffee in any proportion,0,0,0,0,0,0,0,2,6,1,,9,10,24,6,6,153,58,69,52,4,,1755,1372,965,1027,798,1178,1016,586,566,442
110620,"Flour, meal and powder of sago or of roots or tubers of manioc, arrowroot, salep, sweet potatoes ...",0,0,0,0,0,1,0,0,1,1,,66,68,104,67,76,208,176,151,89,65,,451,805,1341,1507,1176,1445,1562,1704,1428,1807
70999,Fresh or chilled vegetables n.e.s.,0,0,0,0,0,0,0,0,0,1,,1156,1287,1661,1608,2313,1925,1902,2376,3015,2336,,756,1113,1271,1251,1092,991,866,1018,838,1202
71029,"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in ...",4,1,0,0,0,0,1,0,0,1,,183,86,110,285,84,116,211,533,198,98,,456,865,674,672,661,1276,1821,3895,4382,4248
846599,"Machine tools for working wood, cork, bone, hard rubber, hard plastics or similar hard materials ...""",32,5,2,0,23,0,0,0,0,1,,68722,73091,60432,65453,55320,28282,45799,52210,49860,42220,,7408,6587,6810,7077,9363,8973,9785,17918,10857,10218
732490,"Sanitary ware, incl. parts thereof (excluding cans, boxes and similar containers of heading ...",8,0,10,9,4,11,0,15,10,1,,2492,2128,2512,1759,1851,2757,6066,3979,3974,11761,,24123,25586,25838,30423,29148,30297,33945,32462,31950,37651
630312,"Curtains, incl. drapes, and interior blinds, curtain or bed valances of synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,0,1,,121,446,51,117,50,66,123,49,57,124,,4220,2982,2326,2981,3214,3289,2306,3227,2736,2101
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",1,0,1,0,0,2,1,0,1,1,,11435,8788,7990,6945,7948,6869,6795,6595,4141,3879,,423,855,749,1001,840,2288,1175,1526,3496,3194
