Product code,Product label,Australia's imports from India-Value in 2012,Australia's imports from India-Value in 2013,Australia's imports from India-Value in 2014,Australia's imports from India-Value in 2015,Australia's imports from India-Value in 2016,Australia's imports from India-Value in 2017,Australia's imports from India-Value in 2018,Australia's imports from India-Value in 2019,Australia's imports from India-Value in 2020,Australia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),906,618,594,542,446,400,571,556,406,666,,54542,47688,35340,24293,26127,22374,26122,25858,30191,33130,,5357,5315,1216,898,958,626,881,1121,1183,1117
392350,"Stoppers, lids, caps and other closures, of plastics",256,345,197,349,766,1067,439,619,698,661,,43240,45620,47967,52280,60293,64283,70868,78731,78243,99638,,88156,96442,108256,103624,106993,110959,120838,119249,134064,142465
902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",2,38,6,6,127,1377,2302,1834,1792,661,,4091,3924,4900,3546,4483,9052,18127,16517,17697,16872,,82124,75551,87780,78547,68419,84825,100436,121866,125081,134939
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",57,127,266,117,161,267,297,511,318,658,,111262,124805,133649,109829,126059,90832,93260,139817,152049,193635,,142717,131838,127837,83644,97090,105126,106715,117715,141048,145148
540261,"Multiple """"folded"""" or cabled filament yarn of nylon or other polyamides, incl. monofilament ...""",0,0,0,0,1,49,30,1874,1332,655,,1049,2932,4117,1873,3247,5793,8276,12845,7892,9664,,582,699,501,364,479,326,4071,3983,4149,3518
902110,Orthopaedic or fracture appliances,55,40,75,40,40,55,52,83,139,648,,15713,20145,21616,25224,27592,30479,35514,51305,48864,62456,,201176,239745,236793,212259,252211,289552,312899,283249,296047,348114
841430,Compressors for refrigerating equipment,76,36,44,10,45,21,176,387,511,648,,25439,28566,32893,30057,28476,24614,25332,26196,37082,67963,,141385,181915,308831,115939,103624,95710,83432,79215,80005,90360
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",86,207,150,340,299,368,381,949,476,648,,110177,147966,157146,234965,346347,274007,242372,284100,182165,232696,,8286,9719,8250,11624,7762,10957,12050,14037,17589,19768
853670,"Connectors for optical fibres, optical fibre bundles or cables",8,26,106,209,54,17,17,208,108,647,,6141,3807,3414,1458,1265,4146,5664,2004,4403,3151,,10276,12635,16263,12822,12686,17368,16336,14217,12792,15457
830130,"Locks used for furniture, of base metal",24,0,31,67,4,7,0,111,374,647,,380,548,382,418,611,801,715,754,937,1477,,2236,3955,2573,2866,2546,3864,5473,4798,3913,6719
391723,"Rigid tubes, pipes and hoses, of polymers of vinyl chloride",1566,2153,2421,1823,1935,2159,2348,1564,213,647,,25082,33194,36513,33228,36581,36885,51117,49111,45548,68936,,10256,10850,12859,12052,13130,12442,13242,12121,10828,13618
710310,"Precious stones and semi-precious stones, unworked or simply sawn or roughly shaped, whether ...",83,75,167,91,75,20,150,59,230,646,,49216,48489,15565,62174,37465,39016,19667,16119,28551,422598,,1576,1969,2902,2859,2229,2635,2698,2316,2585,5139
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",0,0,0,0,0,0,0,0,160,644,,6943,7253,5656,4484,2921,3639,6148,5509,2919,4923,,870,345,480,564,342,438,725,553,717,1838
848071,Injection or compression-type moulds for rubber or plastics,200,651,420,593,786,289,739,463,506,643,,37546,51799,45898,60170,53818,58657,72972,86013,68262,95107,,45480,25362,39105,23812,28887,27084,31765,26256,25441,29638
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",43,30,22,18,553,736,911,464,464,640,,30149,31112,27449,21539,24516,26866,30820,30670,33672,57736,,6263,5573,5883,4072,2882,2777,2755,2546,2339,2541
392099,"Plates, sheets, film, foil and strip, of non-cellular plastics, n.e.s., not reinforced, laminated, ...",33,43,46,74,661,534,574,701,604,639,,114020,127212,71178,53237,49798,43900,40579,51643,45120,46893,,30156,24569,21789,19757,16550,21842,28408,23356,19563,23619
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",909,0,6,17,2,0,0,17,0,637,,29051,42265,43317,40246,37369,45575,89565,95219,92598,106723,,210978,176007,172239,145708,125139,122889,107345,93278,56809,85339
851140,Starter motors and dual purpose starter-generators of a kind used for spark-ignition or compression-ignition ...,468,401,330,373,445,580,364,342,330,637,,104293,92985,83812,62005,79646,123504,136559,128594,114480,198134,,69402,60910,58215,58318,54911,51270,52306,49194,44333,48579
940389,"Furniture of other mareials, including cane, osier or similar materials (excluding of bamboo, ...",339,173,527,325,282,313,564,632,670,636,,5133,5942,10045,14005,13299,14198,42038,87409,93465,101080,,36580,35369,34083,40856,42589,44680,47231,43042,43115,49218
90421,"Fruits of the genus Capsicum or of the genus Pimenta, dried, neither crushed nor ground",118,111,119,204,337,186,316,217,410,634,,0,159291,342225,392393,496953,609667,539659,694055,900520,974913,,2345,2097,2208,2615,2785,3344,2932,3358,3083,3419
640419,Footwear with outer soles of rubber or plastics and uppers of textile materials (excluding ...,295,167,106,152,517,1453,3245,2245,1402,631,,18736,39077,56201,57814,49576,63991,63489,75277,80528,80909,,178205,209517,188546,191281,201502,225982,240123,245781,217486,275229
611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",470,1439,489,424,392,546,629,382,474,631,,29916,32941,63031,71901,67765,74059,71937,70098,63937,49604,,247100,273708,278681,262064,277225,267974,282184,296969,264085,336808
382200,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents ...",189,93,181,204,197,279,490,501,559,630,,30339,47975,38052,34872,45299,52192,47210,69363,79337,157388,,344077,349175,337007,336682,363437,388821,383844,396728,530759,807792
841340,Concrete pumps,0,0,0,0,0,0,0,9,4,622,,8343,16918,16517,13198,15762,19511,22838,20342,12507,18159,,12956,8690,11511,15220,12477,17205,21219,16147,8133,18731
293980,"Non-vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters ...",0,0,0,0,0,839,340,570,18,622,,0,0,0,0,0,7038,993,1058,1622,3655,,0,0,0,0,0,9642,11274,8957,1694,2901
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,404,472,625,695,338,714,579,748,727,614,,25659,32804,37672,35105,38803,47440,62864,68232,67912,79288,,2076,2361,2088,2445,2218,2187,1866,1984,1610,2008
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",535,358,810,540,295,673,1051,916,913,614,,36947,33013,30984,33875,34446,55487,60119,37401,35706,74764,,19063,16142,16002,18228,15757,26788,39996,31446,24916,30699
293331,Pyridine and its salts,4433,1139,398,1497,1769,559,74,8,4,611,,0,0,10081,0,0,0,0,4182,0,0,,14041,4263,4933,4010,3666,4594,2626,1999,3027,3471
830140,Locks of base metal (excluding padlocks and locks for motor vehicles or furniture),216,217,375,339,284,384,334,386,292,608,,20565,23337,23619,20928,22932,19855,18302,19681,14770,21663,,56820,66680,73380,71854,71444,76782,79333,78299,77399,96828
903033,"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...",424,728,425,487,285,182,334,369,434,608,,9186,11174,12260,15065,12897,14955,23041,23217,23321,51074,,36447,37122,33501,27306,24174,27023,33605,28692,29611,32419
391722,"Rigid tubes, pipes and hoses of polymers of propylene",220,279,326,251,336,400,537,310,343,607,,827,701,1009,784,1786,2788,3152,2912,2492,2582,,3716,2876,3075,3349,3317,3493,4453,3985,6003,3721
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more ...,877,690,765,585,699,580,670,518,383,607,,41550,48970,80412,53291,42926,54989,63370,73541,52248,67450,,29762,31110,48872,36800,31751,30292,32405,31937,29601,31947
844332,"Machines which only perform one of the functions of printing, copying or facsimile transmission, ...",26,9,20,66,131,318,53,341,452,605,,3681,6540,6226,6381,5978,8213,13670,25948,12603,16094,,186745,158750,164268,162044,142528,147990,155007,126528,100636,140084
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...""",1093,2424,2225,1960,861,10,207,250,385,604,,27683,34511,37927,32724,30917,35369,50138,53509,59171,86398,,11866,11079,11918,12074,11746,10972,12093,10717,12506,17719
851829,"Loudspeakers, without enclosure",271,253,248,224,290,300,546,519,676,604,,43010,52643,28233,42211,29739,5348,8127,10025,8019,12006,,32670,38669,48636,34088,36315,34265,36107,24937,24169,28607
560900,"Articles of yarn, strip or the like of heading 5404 or 5405, or of twine, cordage, ropes or ...",56,44,38,37,61,53,319,233,221,602,,9839,15618,15257,15759,14532,16399,19417,18103,13342,19874,,6845,8287,7632,8253,8387,10596,14288,11262,12968,16500
390791,"Unsaturated polyallyl esters and other polyesters, in primary forms (excluding polycarbonates, ...""",880,1652,1740,1788,1657,1889,1499,1522,804,599,,21056,25570,29065,23228,24406,29718,31465,28688,34882,51481,,20489,26184,28967,24642,24831,32584,28264,26162,24708,35748
200799,"Jams, jellies, marmalades, pur?es or pastes of fruit, obtained by cooking, whether or not containing ...",394,1148,1316,835,632,534,565,416,199,599,,81695,113298,112872,132276,131600,146003,153240,161021,136695,200983,,50340,48066,45831,37413,38929,46845,48295,45513,50183,58097
852691,Radio navigational aid apparatus,13,7,10,5,125,15,17,1130,124,598,,5759,2309,5596,3440,3013,22435,36540,42304,74422,149787,,236629,170570,145646,142593,124281,120526,128028,133810,169396,179025
847330,Parts and accessories of automatic data-processing machines or for other machines of heading ...,461,583,587,475,677,256,253,345,358,597,,164124,105288,115876,117666,119224,123580,105925,107375,95826,131175,,584615,477808,532402,469892,422933,443140,459529,405772,480372,626086
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",0,56,138,738,682,50,256,8,149,592,,40954,51979,53833,51051,40881,45874,67371,63082,59198,75262,,37398,36214,32629,24852,24772,27349,24261,27032,20512,19360
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ...,328,334,142,31,454,215,621,915,871,592,,3693,5644,6635,6358,7494,6586,9049,10186,9906,9618,,1009,884,799,546,967,682,1208,1578,1329,1181
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",42,30,69,77,181,234,211,120,170,591,,59341,90992,78738,66109,75690,74403,133713,89761,38147,38179,,3661,3429,3097,2550,2246,3067,2559,2643,3032,5059
293550,"Perfluorooctane sulphonamides (excl. N-Methylperfluorooctane sulphonamide, N-Ethylperfluorooctane ...",0,0,0,0,0,64,0,20,151,589,,0,0,0,0,0,1779,1040,92,298,215,,0,0,0,0,0,167,110,225,283,642
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",0,6,0,604,1197,1434,1410,1845,959,588,,6099,7234,9217,17667,29786,55532,54316,60320,45226,88349,,37125,6729,8215,8548,8582,17813,15885,12340,10014,11328
292129,"Acyclic polyamines and their derivatives; salts thereof (excluding ethylenediamine and hexamethylenediamine, ...",0,118,654,182,5,260,404,426,236,586,,10419,10976,10348,11036,12524,13145,10431,14844,15477,25541,,6531,6834,7241,5335,4054,5057,4980,4722,3816,5783
560312,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of man-made filaments, ...",0,0,0,104,0,0,51,7,104,586,,35536,49289,56180,52011,56662,55460,65174,64258,93047,127329,,24768,23291,15400,13685,16832,15739,13876,11728,19688,21660
841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",50,73,130,62,262,601,445,491,316,585,,48597,66753,71876,74433,66138,67598,64984,80056,70489,100567,,531038,509428,471769,469849,474386,532403,641726,566853,640427,850578
620432,"Women's or girls' jackets and blazers of cotton (excluding knitted or crocheted, wind-jackets ...",222,488,406,365,470,415,557,442,339,581,,40532,52517,45682,38539,41445,45492,44315,36657,26509,37299,,26971,27694,27818,22513,23185,25642,27490,32293,23518,30631
90812,"Nutmeg, crushed or ground",765,729,568,648,540,553,447,446,533,580,,0,3873,8382,7395,6420,7818,6488,6093,6090,9123,,2726,1813,1870,1446,1464,1374,863,1023,1301,1396
611430,"Special garments for professional, sporting or other purposes, n.e.s., of man-made fibres, ...",552,677,1002,1096,998,783,474,644,407,577,,55986,68962,82897,94060,104236,110266,94334,66722,38854,39458,,123205,121038,135679,139902,115321,122012,106809,98016,85889,109028
961900,"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ...",172,227,184,131,227,555,787,541,653,574,,0,13067,14474,13004,23686,25599,31906,37585,36324,43046,,221808,228372,226964,216852,212758,220362,233594,319664,357815,375470
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.",85,44,83,61,90,131,243,67,71,572,,28701,28413,23903,23821,30168,36065,40380,33177,31095,35529,,36524,51349,35695,49623,65381,50613,51341,52018,45518,60823
831120,"Cored wire of base metal, for electric arc-welding",0,1,8,6,65,413,527,608,677,572,,6557,2432,2324,2237,1543,2302,3632,3246,3154,3324,,29054,25990,24215,17818,15652,20628,21287,21439,22837,26607
340490,"Artificial waxes and prepared waxes (excluding poly""""oxyethylene"""" [polyethylene glycol] waxes)""""",4,15,58,57,85,64,235,121,289,572,,15647,17258,17362,14822,16631,22315,35577,43017,38911,47143,,13313,11793,12264,13889,17615,15136,16215,14690,15940,23103
741533,"Screws, bolts, nuts and similar articles, threaded, of copper (other than screw hooks, ring- ...",225,267,488,428,431,350,457,303,311,570,,6651,9116,11368,14042,11930,16466,16751,17127,14904,26936,,3040,3400,3668,3055,2738,2624,3219,3215,2568,4068
560750,"Twine, cordage, ropes and cables, of synthetic fibres, whether or not plaited or braided and ...",703,689,433,418,161,339,308,364,272,569,,10448,10611,12760,10844,9683,10599,11696,12353,10362,14893,,15022,18213,18000,15286,13613,12856,13154,15055,12707,16516
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",4,4,15,0,1,0,0,0,53,569,,10875,11769,12895,12645,10327,21409,20750,19357,18964,53030,,32161,35164,38999,37485,35789,40571,49036,49869,62631,75284
481710,Envelopes of paper or paperboard (excluding letter cards),7,7,10,32,27,61,285,485,419,563,,2031,3184,3449,3140,3091,3270,3941,4676,5951,10828,,31504,26289,24979,22238,19796,19292,20408,21500,23011,21483
510720,"Yarn of combed wool containing predominantly, but < 85% wool by weight (excluding that put ...",430,372,393,301,184,231,215,256,583,562,,8850,8348,10789,14439,13446,15735,22143,24265,21945,19315,,4137,3148,2662,2896,2253,1877,2691,2563,2523,2709
640340,"Footwear, incorporating a protective metal toecap, with outer soles of rubber, plastics, leather ...",910,491,480,538,785,810,575,648,427,562,,18137,40464,64514,52323,79269,77427,89530,87309,79135,106965,,70347,62342,78638,67820,62903,75183,90818,89866,85543,105887
300510,"Adhesive dressings and other articles having an adhesive layer, impregnated or covered with ...",11,189,160,294,200,289,309,278,305,560,,3177,4744,5175,5067,5182,6699,6716,7115,6044,9367,,69508,69860,73989,76311,82613,81673,89312,88379,81990,104914
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",518,549,626,699,648,456,550,529,378,555,,6517,8283,5803,5988,5255,26611,39274,38559,34317,51437,,13916,15482,15471,15380,13940,14227,16776,16590,14972,18565
570239,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",276,259,220,238,390,329,365,453,451,554,,7254,4767,3179,3841,2375,9939,18167,26927,22601,18134,,993,1300,762,373,477,467,546,540,582,804
690320,"Retorts, crucibles, mufflers, nozzles, plugs, supports, cupels, tubes, pipes, sheaths, rods ...",968,123,125,230,574,402,972,493,610,553,,44862,55459,57006,46397,45313,60276,63370,57586,68662,93861,,11402,8602,9932,8915,8940,9352,10821,9782,9036,10444
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",135,228,177,76,201,202,195,456,337,550,,158802,177125,180841,201071,186093,193484,240935,233774,212179,291889,,86092,108001,123679,144886,173859,167510,161750,131885,133870,136563
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",110,214,416,588,769,619,261,299,894,549,,0,48,712,4092,21543,13699,9175,10515,23832,31449,,731,981,942,1349,1805,1536,711,1057,2202,1114
510710,Yarn of combed wool containing >= 85% wool by weight (excluding that put up for retail sale),1287,361,279,372,481,109,224,311,270,545,,68267,50628,57110,60951,60848,69457,86329,86120,40953,49883,,19609,10967,8171,5707,8694,7558,7299,6923,4082,7483
722880,"Hollow drill bars and rods, of alloy or non-alloy steel",283,108,155,610,553,824,984,709,707,540,,2517,4365,529,376,301,300,1350,606,979,1751,,40563,31307,27254,22685,24661,27844,28527,32139,30475,34587
330125,"Oils of mints, whether or not terpeneless, incl. concretes and absolutes (excluding those ...""",678,603,752,440,523,714,783,284,353,540,,243343,286816,199784,142122,159597,216269,315065,679752,211148,176030,,1285,1179,1250,1145,786,1037,1060,525,601,763
853529,"Automatic circuit breakers for a voltage >= 72,5 kV",970,438,452,411,335,531,892,586,590,539,,29775,30670,37050,35685,38054,51810,42146,56579,34195,40186,,28892,22142,14181,9160,13229,12169,17612,17735,14006,13417
900150,Spectacle lenses of materials other than glass,3820,2813,2576,2201,1388,1068,854,1024,764,538,,113558,109625,98413,109073,113752,121911,136370,139777,116818,125585,,75611,83028,88926,76980,65095,66804,75802,59992,62979,63438
821191,"Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...",20,36,60,63,87,117,132,379,383,537,,185,109,96,95,112,107,304,2242,7278,11049,,6557,5537,7211,6841,5528,5437,5601,4890,5707,9506
846140,"Gear cutting, gear grinding or gear finishing machines, for working metals, metal carbides ...",0,0,0,1,2,3,2,0,0,537,,3033,3950,1330,1589,2012,1119,3858,2835,701,1683,,429,4624,153,162,73,327,839,1449,153,1550
847960,"Evaporative air coolers, n.e.s.",0,3,0,8,0,1,0,47,381,536,,14123,15176,15780,18787,22592,23845,22608,19216,14436,24202,,6869,5052,6355,10182,7141,9248,9403,16322,15456,17259
851718,Telephone sets (excluding line telephone sets with cordless handsets and telephones for cellular ...,0,0,0,0,131,2,1,53,40,534,,17536,42577,21810,25710,15692,11240,8654,11612,12414,15380,,117417,115000,94404,94140,72523,71762,82539,82959,64314,69846
120999,"Seeds, fruits and spores, for sowing (excluding leguminous vegetables and sweetcorn, coffee, ...",349,290,903,154,1276,932,123,159,695,534,,22437,19327,16579,15643,16798,18709,17251,13893,14400,16304,,19796,17951,20829,18320,21410,24735,19680,19738,25095,24875
842511,"Pulley tackle and hoists, powered by electric motor (other than skip hoists or hoists of a ...",702,167,351,134,77,152,232,135,277,528,,6239,6029,5898,6342,4838,7191,7909,10668,12055,10097,,33158,29426,27693,22052,23438,23750,27279,27245,31045,40823
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",0,104,117,244,216,195,383,666,319,527,,11985,36155,27659,16923,27269,31554,31526,33685,30671,37192,,19796,27920,24845,25625,11135,11222,10212,10317,9440,10775
860712,Bogies and driving bissel-bogies for railway or tramway locomotives or rolling stock (excluding ...,0,0,2,103,94,306,343,1632,0,526,,732,2177,8595,2319,5612,8671,14226,15429,6841,7666,,30846,4892,38032,3786,3944,3419,3570,5371,3535,5389
848079,Moulds for rubber or plastics (other than injection or compression types),552,377,455,504,164,359,314,794,225,525,,34879,35827,39406,39993,39287,55880,54589,53172,48815,63409,,13274,7398,4999,7099,6622,7427,7489,10422,6943,8766
381129,Prepared additives for oil lubricants not containing petroleum oil or bituminous mineral oil,588,758,592,885,171,227,6,125,648,524,,5893,14924,15442,15008,19222,17857,24998,190606,13040,18439,,8510,6486,5524,5161,3324,3333,4145,2971,3388,3808
831000,"Sign-plates, nameplates, address-plates and similar plates, numbers, letters and other symbols, ...",641,644,362,344,358,399,358,323,394,519,,4374,6361,8465,8779,6020,5820,5865,6274,5787,6878,,10315,11120,11563,12492,10397,12409,13256,11417,10400,13153
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs",915,650,886,487,1316,634,578,403,893,517,,8955,7803,9053,7002,8804,5767,6088,6337,10983,6768,,98155,107893,102015,91564,81833,65458,68691,70514,86751,70904
441400,"Wooden frames for paintings, photographs, mirrors or similar objects",396,251,369,352,331,382,480,391,315,511,,15253,21966,19368,21603,16651,19052,17238,17244,14249,19234,,20847,19724,19150,22016,21757,21754,25645,23352,25559,27374
841990,"Parts of machinery, plant and laboratory equipment, whether or not electrically heated, for ...",363,502,445,740,404,5773,710,714,494,509,,74172,111760,84497,121779,101489,87661,97453,93462,87483,88480,,70376,124271,162301,142406,61761,78046,64610,76516,66441,85222
392290,"Bidets, lavatory pans, flushing cisterns and similar sanitary ware, of plastics (excluding ...",0,0,1,0,0,26,367,572,560,508,,2075,4260,2996,3142,2257,3025,4670,5922,6813,9894,,14522,15188,16378,16870,22118,22210,22973,21622,22640,29363
841320,Hand pumps for liquids (excluding those of subheading 8413.11 and 8413.19),343,204,258,202,222,102,174,364,354,504,,10572,10603,10244,7451,8785,10838,10308,10805,12020,14443,,8132,7299,8304,8060,7585,8775,11391,11494,19626,14612
820770,Interchangeable tools for milling,130,72,56,58,93,284,286,177,242,504,,9675,11612,11133,14056,17394,16350,22608,25005,20595,33182,,10749,9305,10086,10087,9218,11666,15005,13005,14417,16660
870892,"Silencers """"mufflers"""" and exhaust pipes, and parts thereof, for tractors, motor vehicles ...""",89,44,68,36,117,211,148,152,132,502,,16053,30126,41468,29151,21599,54833,123137,138221,127683,187131,,55111,50224,45030,47787,47435,51577,51728,52912,47695,62175
511119,Woven fabrics containing >= 85% carded wool or carded fine animal hair by weight and weighing ...,322,307,209,584,448,577,425,544,509,498,,1878,2055,2491,3292,3281,2098,2251,2725,2131,3520,,3457,3021,2588,2939,2766,2739,2313,2471,1912,2390
842240,"Packing or wrapping machinery, incl. heat-shrink wrapping machinery (excluding machinery for ...",68,189,83,235,464,93,326,85,7,498,,34233,45851,31235,34760,31992,33740,36424,45762,40141,50707,,148988,167757,167796,113348,129386,144872,147897,152032,124139,152342
391400,"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms",48,61,352,402,461,612,425,668,696,497,,35222,49844,44807,43626,46740,49683,63978,71079,65398,73706,,8852,8210,6551,8149,10229,9402,12557,18107,13340,8209
290621,Benzyl alcohol,388,443,843,382,54,355,422,234,789,495,,22407,21204,26827,28333,28415,41363,44534,27366,29842,44763,,1744,1304,1873,1281,1032,1705,2230,1024,1928,1523
282990,Perchlorates; bromates and perbromates; iodates and periodates (excluding inorganic or organic ...,450,320,365,253,221,219,192,323,285,495,,28055,28242,24601,19768,19667,26217,29279,34234,31941,32442,,2296,2486,1799,1803,1379,1663,1637,1837,2166,2124
291590,"Saturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides and peroxyacids; ...",954,730,506,1037,918,594,253,143,46,493,,90708,127846,166074,168481,158671,129316,169031,158227,152108,188839,,8503,8184,7942,8157,8397,8985,12192,10653,10070,12301
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",36,13,12,34,107,112,166,96,176,491,,17898,24611,29153,23548,26341,28651,29950,36325,28409,59859,,80527,77387,78205,82034,73337,75539,83468,73876,75587,87582
902290,"X-ray generators other than X-ray tubes, high tension generators, control panels and desks, ...",359,500,581,638,609,512,786,587,417,487,,49503,60484,53573,80266,108578,95073,101841,93351,84983,101101,,93161,71711,78692,73178,113625,59515,61170,67345,62070,80423
380894,"Disinfectants, put up in forms or packings for retail sale or as preparations or articles (excl. ...",116,0,27,45,52,6,52,104,268,486,,11200,12981,14884,10068,9389,11568,18826,27554,37444,56066,,42748,47789,47797,49482,49738,51181,55116,51785,252359,72811
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",724,919,976,1016,737,1170,937,501,533,486,,30898,44235,31474,33161,38419,39044,38388,40171,34048,45374,,39772,45943,50661,51084,61106,64331,76753,65678,69670,77311
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",104,171,472,781,614,553,630,544,931,486,,1904,2094,3909,10424,16635,19928,19012,24868,33820,74794,,1079,995,1832,2118,2350,2505,1737,1997,3715,2493
220210,"Waters, incl. mineral and aerated, with added sugar, sweetener or flavour, for direct consumption ...",249,204,192,198,185,255,330,431,606,484,,1762,2828,1820,2609,2067,3354,4694,8986,5804,21994,,201766,197046,217722,186081,188238,206222,216136,209842,208685,263448
391732,"Flexible tubes, pipes and hoses of plastics, not reinforced or otherwise combined with other ...",938,705,548,14,19,15,229,195,279,484,,5275,4708,4138,4256,4027,4507,5467,6108,9856,13961,,65096,67204,63908,63660,58752,65798,74180,76693,76911,86185
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",9,0,0,0,0,0,348,248,679,484,,49,259,2137,1009,210,1170,523,587,2392,3552,,1778,1531,1275,499,721,1002,1583,1180,2649,1345
841582,"Air conditioning machines incorporating a refrigerating unit but without a valve for reversal ...""",0,2,21,69,20,204,55,206,591,484,,949,5711,10664,12975,13959,17264,20682,22311,19414,24508,,50926,62827,72527,77934,56825,81697,53498,60151,52414,56053
640351,"Footwear with outer soles and uppers of leather, covering the ankle (excluding incorporating ...",3298,2538,3187,3126,2544,2234,1222,1204,770,482,,598262,809018,858024,689009,568876,469528,469573,282086,166401,175661,,28429,29770,28190,27529,25973,26705,20486,17443,14211,14531
848110,Pressure-reducing valves,344,287,335,546,194,246,235,620,593,482,,27800,43641,44524,58520,60766,58378,52866,84253,64638,78002,,32348,33079,41978,48116,38816,33656,36016,34819,32057,34704
170310,Cane molasses resulting from the extraction or refining of sugar,17,56,44,51,107,99,207,175,253,481,,42431,32898,12373,24839,15919,9883,49773,92906,100281,215435,,166,200,1926,3135,1243,586,1056,6403,7794,915
902580,"Hydrometers, areometers and similar floating instruments, barometers, hygrometers and psychrometers, ...",47,20,114,124,75,189,253,383,506,478,,4925,7324,8788,10765,12381,15029,13730,14631,15574,15150,,17942,16577,18471,20467,17614,18738,22342,22453,23289,30370
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),290,397,421,427,534,543,522,409,439,476,,13171,15455,15322,14411,20707,19171,24312,27450,25943,42304,,17103,20708,17915,20480,22051,19239,19343,18533,20337,26377
441911,"Bread boards, chopping boards and similar boards, of bamboo",0,0,0,0,0,5,520,467,501,476,,0,0,0,0,0,110,480,785,645,2649,,0,0,0,0,0,2519,3467,4296,3880,4556
680292,"Calcareous stone, in any form (excluding marble, travertine and alabaster, tiles, cubes and ...",628,700,652,678,532,777,429,327,333,474,,417,1579,1369,1169,1208,632,53,507,1600,2703,,16362,14588,15742,14378,14716,14342,15976,14645,12027,17941
841583,"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...""",945,1256,1887,864,1035,1450,1265,1975,1245,472,,3078,14964,5278,16755,15879,14543,18192,19501,15514,20207,,23895,24126,26484,28861,27905,25791,36189,36239,28863,36003
150790,"Soya-bean oil and its fractions, whether or not refined (excluding chemically modified and ...",5,0,0,0,7,4,709,431,411,470,,1224,929,636,1353,1395,2346,9282,10334,13502,19120,,19760,21637,23806,21794,17789,20596,22978,18257,17766,27147
