Product code,Product label,Saudi Arabia's imports from India-Value in 2012,Saudi Arabia's imports from India-Value in 2013,Saudi Arabia's imports from India-Value in 2014,Saudi Arabia's imports from India-Value in 2015,Saudi Arabia's imports from India-Value in 2016,Saudi Arabia's imports from India-Value in 2017,Saudi Arabia's imports from India-Value in 2018,Saudi Arabia's imports from India-Value in 2019,Saudi Arabia's imports from India-Value in 2020,Saudi Arabia's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
10633,"Live ostriches, and emus [Dromaius novaehollandiae]",0,0,0,0,0,0,0,0,0,0,,0,0,10,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
20430,Frozen lamb carcases and half-carcases,116,1128,631,0,115,0,0,0,0,0,,687,81,7,4,2,0,15,9,43,5,,1473,5393,5867,2719,1859,7446,8380,8100,2590,1124
20442,"Frozen cuts of sheep, with bone in (excluding carcases and half-carcases)",13416,16876,19777,16930,10107,8423,2259,1805,837,0,,17168,21607,25396,18995,15395,14604,6776,5353,2908,3204,,125471,107091,155358,146808,55545,80243,59607,49484,43886,53185
20610,Fresh or chilled edible offal of bovine animals,0,0,0,227,0,0,0,0,0,0,,132,1078,779,2096,2314,529,749,2645,3142,2099,,57,0,0,259,16,18,34,0,12,152
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions, ...",0,0,0,0,0,0,0,0,0,0,,522,675,913,398,567,638,566,546,253,653,,0,0,0,0,10,0,0,0,0,0
284510,"Heavy water """"deuterium oxide"""" [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,2828,15963,10587,1528,3709,3,9,0,0,38,,0,0,0,1,4,2,0,17,14,8
284011,"Anhydrous disodium tetraborate """"refined borax""""""""",0,0,0,0,0,0,0,0,0,0,,27,55,4,38,85,189,98,198,258,345,,0,0,0,8,82,5,28,115,163,844
290331,"Ethylene dibromide """"ISO"""" """"1,2-dibromoethane""""""""",0,0,0,0,0,0,0,0,0,0,,230,178,26,675,565,2575,2952,1529,749,2693,,0,0,29,0,0,14,0,0,10,0
290378,"Perhalogenated derivatives of acyclic hydrocarbons containing two or more different halogens, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,,258,116,0,0,54,0,0,0,0,0
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, ...",0,0,0,0,0,0,0,12,0,0,,6488,6250,7545,7564,7551,12418,7086,11796,12121,17352,,806,961,218,185,362,368,412,196,0,130
291260,Paraformaldehyde,0,0,0,0,0,0,0,0,4,0,,203,332,137,378,189,320,403,1097,1848,6682,,0,0,0,446,2,1,0,0,4,71
291431,"Phenylacetone """"phenylpropan-2-one""""""""",0,0,0,0,0,0,0,0,0,0,,1101,354,261,689,1435,1750,2828,4627,3669,3557,,0,0,0,2,0,0,0,0,0,0
280430,Nitrogen,0,0,0,0,0,0,0,72,0,0,,17,42,78,87,204,404,233,181,81,254,,4722,3687,5128,2880,2879,3521,2302,3821,6372,2996
271600,Electrical energy,0,0,0,0,0,0,0,0,0,0,,323,0,3,24483,64856,39074,229251,610728,491404,576310,,0,0,0,2,0,0,10,0,0,0
283327,Sulphate of barium,0,0,0,0,0,0,15,18,7,0,,146,241,360,290,278,270,119,187,157,226,,927,659,1641,341,582,425,930,514,573,375
282550,Copper oxides and hydroxides,0,0,0,0,552,0,0,0,7,0,,695,2536,2900,2266,2747,3378,3328,2762,3093,7018,,1952,2144,9359,1918,4608,1453,1632,13652,5488,6107
282570,Molybdenum oxides and hydroxides,0,0,0,0,0,0,0,0,0,0,,183,95,415,309,134,109,92,83,3676,4440,,0,0,149,9033,7671,6973,7936,9939,9631,10340
240311,Water-pipe tobacco (excluding tobacco-free. See subheading note 1.),0,0,92,0,0,34,0,0,0,0,,0,6087,11794,12567,8862,9415,9450,8623,7761,9222,,17593,24669,21285,27034,33817,47163,22865,22741,31709,37150
252100,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ...",0,0,0,0,0,0,0,0,0,0,,41456,42270,58599,62816,62534,57638,61843,62712,28290,45010,,125,284,28,116,159,26,257,123,794,1168
252220,Slaked lime,0,0,0,0,0,0,0,0,0,0,,1273,625,95,870,142,738,861,818,555,638,,27,31,32,121,56,16,53,40,21,173
252800,"Borates, natural, and concentrates thereof, whether or not calcined, and natural boric acids ...",0,0,0,0,0,0,0,0,0,0,,0,154,21,26,19,13,5,122,61,18,,0,0,0,1,135,452,566,153,229,257
252310,Cement clinkers,0,24835,12642,0,0,0,3,0,0,0,,46614,84686,163684,102020,125797,142689,177907,48564,42678,32796,,30173,248884,72053,6499,14042,968,1892,2689,314,55
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",1265,1265,451,613,37,316,225,0,0,0,,8695,3290,2048,205,229,249,8292,3931,12251,9473,,31677,30416,43718,13178,12113,42248,40463,42467,32087,43308
261100,Tungsten ores and concentrates,0,0,0,0,0,0,0,0,0,0,,95,652,581,6,1,341,834,0,0,0,,0,0,0,0,0,3,0,0,0,0
261210,Uranium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,7
230320,"Beet-pulp, bagasse and other waste of sugar manufacture",0,0,0,0,0,0,0,0,0,0,,4,3,49,5,11,210,296,527,833,1241,,14721,15094,18621,16879,17902,5417,18932,36179,33901,34712
230610,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,116,125,74,0,0,0,0,0,0,,2915,12315,12798,15797,15507,14132,8083,7519,8377,7142,,0,116,125,74,1701,0,85,0,273,29
230660,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,0,0,104,48,0,0,0,225,219,0,,17148,26231,24217,24556,18331,21064,57326,43651,69972,71398
200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,0,0,0,0,0,0,0,,0,1,0,0,6,8,5,0,4,6,,275,36,85,513,685,982,681,431,205,285
210130,"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ...",0,0,0,0,0,0,0,0,0,0,,13400,12823,11874,17106,17188,16801,14973,16365,19450,24092,,0,0,0,7,50,0,7,46,243,237
160559,"Molluscs, prepared or preserved (excluding smoked, oysters, scallops, mussels, cuttle fish, ...",0,0,0,0,0,0,0,0,0,0,,0,18,10,2,0,598,491,692,509,1401,,0,33,57,114,215,2,144,44,10,2
160220,Preparations of liver of any animal (excluding sausages and similar products and finely homogenised ...,0,0,0,0,0,0,0,0,0,0,,0,24,0,0,0,0,0,0,0,0,,0,0,0,0,2,8,14,0,11,21
160417,"Prepared or preserved eels, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,113,0,0,72,37,99,0,32
190520,"Gingerbread and the like, whether or not containing cocoa",0,0,0,0,0,0,0,0,0,0,,72,25,145,205,13,9,15,27,4,8,,0,0,0,103,74,235,133,228,326,793
293930,Caffeine and its salts,0,0,0,0,0,0,0,0,205,0,,21880,20717,13713,6621,14315,17172,27016,23147,27061,38267,,0,103,50,61,3,59,293,72,378,107
293941,Ephedrine and its salts,0,0,0,0,0,0,0,0,0,0,,3523,3547,5379,2674,3027,2538,2194,3318,3418,2823,,0,0,0,2,0,0,0,0,0,0
293361,Melamine,0,0,0,0,0,0,0,0,0,0,,12,12,141,198,449,23,84,42,2866,13641,,4918,6240,6592,5428,3645,5437,4557,3999,3575,6614
293430,"Heterocyclic compounds containing in the structure a phenothiazine ring-system, whether or ...",0,38,0,146,151,226,0,0,0,0,,1252,3456,2347,4496,2910,4117,6181,8317,6455,8275,,0,742,54,274,265,434,843,390,277,416
293623,"Vitamin B2 and its derivatives, used primarily as vitamins",0,0,0,0,0,0,8,9,0,0,,4440,5058,4515,6102,8112,6511,7821,7667,9156,11010,,430,330,416,568,865,554,1475,1246,754,723
293628,"Vitamin E and its derivatives, used primarily as vitamins",0,0,0,0,0,0,6,9,0,0,,1900,937,1610,786,2282,4626,4688,5210,8585,14008,,5403,3607,2478,1785,2269,3758,1432,2421,4275,3557
293723,Oestrogens and progestogens,0,0,0,0,0,0,0,0,0,0,,2118,4356,2734,2282,1606,984,2274,3498,6684,8985,,0,0,0,0,3,1,0,0,0,1
300211,Malaria diagnostic test kits,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8129,6780,10135,24046,36675,,0,0,0,0,0,0,0,0,0,270
300691,Appliances identifiable for ostomy use,0,0,0,0,0,0,0,0,0,0,,30743,71486,101381,46169,10235,106,242,810,1140,1942,,2031,5045,2570,4958,2727,4101,1965,1252,1578,3141
310240,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances ...,0,0,0,0,0,0,0,0,0,0,,1,3,0,2,8,0,0,0,0,0,,30,0,0,0,0,0,0,0,0,0
310280,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution (excluding those in ...,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,810,0,0,0,0,,0,82,0,0,1,0,0,0,0,0
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",978,0,0,109,626,0,0,33,0,0,,31,0,424,12,817,1498,1144,19,3,28,,6840,3882,4728,7007,5231,3386,1084,463,295,3313
310520,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus ...",193,0,0,0,96,0,0,0,0,0,,31390,23545,29459,31388,16824,17056,26786,12577,11365,5820,,13649,12334,17653,15469,13203,4599,4999,6946,7253,3716
291616,Binapacryl (ISO),0,0,0,0,0,0,0,0,0,0,,0,10,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2516,0,0
291899,"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ...",0,181,151,58,162,258,12,61,6,0,,36156,44013,53965,47496,53124,57216,71324,90357,226132,228359,,522,342,1581,734,2167,1008,3107,2449,2306,2337
291990,"Phosphoric esters and their salts, incl. lactophosphates; their halogenated, sulphonated, ...""",0,0,0,0,0,0,46,41,0,0,,9481,15217,11378,9014,9002,9559,13313,15579,9941,11866,,3475,2619,2884,3955,2715,5476,3116,2774,2787,5250
293212,"2-Furaldehyde """"furfuraldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,51,343,318,2264,2048,804,10,129,17,247,,2215,600,1588,1324,505,582,2530,1200,690,1105
293292,"1-""""1,3-Benzodioxol-5-yl""""propan-2-one""""",0,0,0,0,0,0,14,0,0,0,,0,1,0,1,0,0,4,0,31,61,,463,75,418,383,317,30,290,332,401,361
292213,Triethanolamine and its salts,133,38,0,0,0,0,867,0,0,0,,815,989,1173,740,1059,368,0,0,0,0,,4176,855,612,935,609,51,2911,163,102,25
381111,Anti-knock preparations for motor fuels based on lead compounds,0,0,0,0,0,0,0,0,0,0,,0,0,42,3,1,0,31,5,4,2,,774,537,747,688,653,1181,2753,2024,2655,2535
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane or dibromotetrafluoroethanes",0,0,0,0,0,41,57,0,0,0,,0,62,0,1,0,0,0,0,0,0,,0,0,0,3,32,234,5118,0,0,0
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",1395,1546,441,0,0,334,249,19,19,0,,166,410,418,603,808,3509,1433,686,817,994,,8262,7525,4529,3791,4270,6531,6652,817,452,64
390421,"Non-plasticised poly""""vinyl chloride"""", in primary forms, mixed with other substances""""",0,0,0,0,0,0,25,32,0,0,,3359,2216,1439,3661,7623,7623,561,1341,1102,938,,58637,62750,62195,67302,57166,43498,46212,50433,61831,57249
382486,"Mixtures and preparations containing pentachlorobenzene """"ISO"""" or hexachlorobenzene """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,44
382520,Sewage sludge,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,4,14,,0,0,0,0,19,0,0,0,0,179
382541,"Waste organic solvents, halogenated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,19,0,1,0,0,,0,0,0,0,0,0,0,0,0,0
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,164,330,39,29,0,0,9,9,15,4,,68,0,0,0,10,0,4,0,3,6
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",0,0,0,0,0,0,0,0,0,0,,0,0,9,0,1,8,4,0,0,2,,0,0,0,0,0,0,0,0,0,4
370590,"Photographic plates and film, exposed and developed (excluding products made of paper, paperboard ...",0,0,0,0,0,0,0,0,0,0,,118,100,37,113,133,0,0,0,0,0,,430,533,820,603,199,0,0,0,54,78
340540,"Scouring pastes and powders and other scouring preparations, whether or not in the form of ...",0,0,0,0,0,0,0,0,0,0,,1141,611,735,582,1245,1346,1556,1469,1973,1972,,1710,1491,824,1486,1674,1552,1561,1547,1187,546
350710,Rennet and concentrates thereof,0,0,46,0,0,0,0,0,0,0,,651,186,94,54,46,89,126,202,111,147,,1147,1264,1304,207,437,378,440,94,70,207
360690,"Ferro-cerium and other pyrophoric alloys in all forms; metaldehyde, hexamethylenetetramine ...",0,0,0,0,0,0,11,18,0,0,,793,465,455,454,662,632,947,739,630,580,,1110,1463,1865,2052,1293,1104,1311,2719,2808,2679
481160,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or ...",151,0,37,0,0,0,0,3,23,0,,3190,542,897,1605,537,603,429,619,1597,2982,,3555,4035,4297,3258,2511,2655,5936,3038,3908,8373
480990,"Transfer papers, incl. coated or impregnated paper for duplicator stencils or offset plates, ...",190,71,105,93,0,0,67,51,161,0,,722,599,1065,1056,405,481,373,463,363,323,,21522,34876,30476,27291,15260,10900,10614,3970,3295,1101
470710,"Recovered """"waste and scrap"""" paper or paperboard of unbleached kraft paper, corrugated paper ...""",0,0,0,0,0,0,20,6,10,0,,16,33,0,1,54,2,12,32,7,16,,2368,3478,4301,6539,1835,6724,13162,15907,12637,2856
480220,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive ...",0,273,28,0,0,0,0,0,0,0,,6498,1874,2402,1602,1772,2723,6743,4919,3352,2061,,1010,1619,1410,1826,623,960,2375,1417,1720,3459
480240,"Wallpaper base, uncoated",0,0,0,0,0,0,56,19,0,0,,31,57,44,24,29,12,608,0,2,1,,2780,1225,190,1423,566,1345,694,1058,1081,966
480254,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",0,0,0,0,0,0,73,103,48,0,,3520,9694,9245,5531,6984,7001,8039,1812,400,803,,3698,2283,2237,2243,983,586,5133,687,560,357
440712,"Fir """"Abies spp."""" and spruce """"Picea spp."""" sawn or chipped lengthwise, sliced or peeled, ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,29,,0,0,0,0,0,0,0,0,0,58896
440831,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,14,0,0,,7269,7779,7676,9419,9548,4785,7048,7812,7915,10646,,978,2283,2611,2475,1804,3511,794,999,1464,2272
440922,"Tropical wood, incl. strips and friezes for parquet flooring, not assembled, continuously ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,93,0,360,,0,0,0,0,0,0,0,0,0,239
430190,"Heads, tails, paws and other pieces or cuttings of furskins suitable for use in furriery",0,0,0,0,0,0,0,0,0,0,,4,11,16,21,4,17,5,6,0,8,,0,0,0,11,0,3,3,0,0,0
430211,"Tanned or dressed furskins of mink, whole, with or without heads, tails or paws, not assembled",0,0,0,0,0,0,0,0,0,0,,0,0,4,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,18,0,0
440140,"Sawdust and wood waste and scrap, not agglomerated",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,63,36,5,32,,0,0,0,0,0,0,0,0,0,414
440311,"Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,92
440398,"Eucalyptus """"Eucalyptus spp."""" in the rough, whether or not stripped of bark or sapwood, or ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,12
460192,"Plaits and similar products, of bamboo plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,11,11,0,3,89,26,12,5,3,3,,142,85,0,74,23,50,50,115,94,0
470319,"Unbleached non-coniferous chemical wood pulp, soda or sulphate (excluding dissolving grades)",0,0,0,0,0,0,0,0,0,0,,0,0,3036,1955,2374,528,1,0,0,11,,0,0,0,0,66,0,0,41,0,1
470321,"Semi-bleached or bleached coniferous chemical wood pulp, soda or sulphate (excluding dissolving ...",0,0,0,0,0,0,0,0,0,0,,0,0,1353,1906,920,477,5,1537,303,6,,67,52,0,610,164,33,73,6655,5908,5542
441912,Chopsticks of bamboo,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,22,5,,0,0,0,0,0,0,0,0,0,882
401163,"Pneumatic tyres, new, of rubber, having a """"herring-bone"""" or similar tread, of a kind used ...""",558,2049,433,1482,781,0,0,0,0,0,,6486,20082,23448,23943,24613,5213,0,0,0,0,,6024,15149,16818,18211,15392,22,112,699,0,0
401193,"Pneumatic tyres, new, of rubber, of a kind used on construction or industrial handling vehicles ...""",1243,824,1143,332,626,0,0,0,920,0,,12332,36897,60976,68702,71891,14159,0,0,0,0,,4851,5869,6317,12887,5948,44,368,37,6934,0
410190,"Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine ...""",0,0,0,0,0,0,0,0,0,0,,253,45,81,19,142,97,185,105,66,134,,0,0,0,2,3,97,227,104,93,94
410210,"Raw skins of sheep or lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise ...",0,0,0,0,0,0,0,0,0,0,,64,0,26,20,7,30,22,0,1,1,,34,0,0,10,45,0,0,0,0,24
410221,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split",0,0,0,0,0,0,0,0,0,0,,20,21,9,0,107,32,0,13,0,0,,0,0,0,0,0,0,0,0,0,0
410411,"Full grains, unsplit and grain splits, in the wet state """"incl. wet-blue"""", of hides and skins ...""",0,0,0,0,0,0,0,0,0,0,,132,213,658,3,26,6,373,0,0,71,,0,0,62,0,14,241,59,37,24,200
410441,"Full grains leather, unsplit and grain splits leather, in the dry state """"crust"""", of hides ...""",0,0,0,0,0,0,0,0,0,0,,7,0,87,15,19,0,89,195,32,0,,0,0,70,16,0,10,0,0,0,11
411410,"Chamois leather, incl. combination chamois leather (excluding glac?-tanned leather subsequently ...",0,0,0,0,0,0,0,5,0,0,,1350,515,1140,869,808,1159,758,788,547,1000,,0,0,0,49,80,4,15,23,11,21
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",76,97,106,0,0,71,119,0,0,0,,178,250,110,226,201,63,67,107,67,165,,238,141,224,192,105,167,198,26,95,31
392114,"Plates, sheets, film, foil and strip, of regenerated cellular cellulose, unworked or merely ...",0,0,0,0,0,0,0,0,0,0,,10,17,40,39,122,23,37,38,13,11,,0,106,135,190,205,173,384,102,313,134
400241,"Chloroprene latex """"chlorobutadiene rubber, CR""""""""",0,0,0,0,0,0,0,0,0,0,,1,145,7,11,1,3,3,7,3,37,,0,57,581,1099,215,19,69,166,94,209
400400,"Waste, parings and scrap of soft rubber and powders and granules obtained therefrom",65,0,0,0,0,0,0,0,0,0,,1962,657,157,707,1105,586,1105,1905,1121,1936,,469,867,580,683,318,324,77,176,93,52
392030,"Plates, sheets, foil, film and strip, of non-cellular polymers of styrene, not reinforced, ...",0,31,0,0,155,86,194,18,0,0,,6932,9203,9002,8347,8830,8428,7589,6935,6815,10524,,4156,3984,4519,2794,3583,1199,1014,647,880,1445
160431,Caviar,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,321,478,386,130,45,95,143,250,232,432
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,2,0,1,0,0,0,0
180631,"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled",0,0,0,240,185,0,1572,43,0,0,,414,758,1582,2474,2263,8769,8329,4784,3676,5662,,133479,135628,118169,126064,138752,120021,111120,116283,71356,45172
200310,"Mushrooms of the genus """"Agaricus"""", prepared or preserved otherwise than by vinegar or acetic ...""",0,0,0,0,0,0,0,0,0,0,,12149,6487,14543,11491,7993,3331,15,0,31,156,,6514,5593,7078,6364,6810,6079,6736,6008,6237,5707
200510,"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ...",0,0,0,0,0,106,0,0,0,0,,3137,3163,3296,3280,2848,920,61,111,169,184,,463,3281,600,1105,960,903,1527,706,409,286
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",0,0,0,0,0,0,0,0,0,0,,0,26,33,0,2,0,12,15,199,8,,20948,23831,24219,27750,22085,24673,23650,33801,53000,53103
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,0,0,19,0,0,0,,0,0,0,0,0,0,0,0,0,0,,141,40,0,103,164,35,75,47,27,11
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,337,657,748,920,636,1031,,3163,3679,4906,6688,7212,4806,5467,2999,3326,1974
220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",0,0,0,0,0,0,0,0,0,0,,225,64,88,170,100,91,134,171,129,190,,857,1444,5057,6850,3349,2370,1769,1737,1008,954
260400,Nickel ores and concentrates,0,0,0,0,0,0,0,0,0,0,,124,9,24,173,7,0,10,13,0,70,,1537,2208,1995,2591,1,5,0,0,10,28
261610,Silver ores and concentrates,0,0,0,0,0,0,0,0,0,0,,8,0,0,0,0,4,0,0,0,3,,0,66,0,17,0,0,0,0,0,0
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",0,0,0,0,0,0,0,0,0,0,,0,27,145,16,369,2162,3585,276,331,735,,0,0,0,0,9,0,0,0,32,1
261800,Granulated slag (slag sand) from the manufacture of iron or steel,0,0,0,660,0,0,0,0,0,0,,5009,10226,20015,15852,12084,17007,52646,70674,48170,50252,,330,1398,291,2336,1686,382,2564,3756,1729,1110
271011,"Light oils and preparations, of petroleum or bituminous minerals which >= 90% by volume incl. ...""",0,0,0,0,0,0,0,0,0,0,,22147839,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
230240,"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ...",0,0,0,0,0,0,0,0,65,0,,1981,10544,14326,1044,179,1432,483,45,658,583,,1112,135,0,2697,2560,20,14,4,3804,2556
230310,Residues of starch manufacture and similar residues,0,0,0,0,0,0,0,0,0,0,,6342,7440,8204,6864,2719,5420,3734,3316,6412,9297,,2310,0,3059,74,90,495,8,50,0,0
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,114,355,32,43,88,312,122,88,89,94,,0,0,0,1,4,8,30,5,4,0
250410,Natural graphite in powder or in flakes,0,0,0,0,0,0,51,11,0,0,,640,358,285,271,334,422,301,211,554,628,,0,0,3862,207,123,217,116,99,101,173
250860,Mullite,0,0,0,0,0,0,0,92,0,0,,1,5,40,44,82,148,79,77,55,39,,0,31,0,4,1,14,161,360,151,136
251730,Tarred macadam,0,0,0,0,0,0,24,0,0,0,,121,20,3,12,0,6,0,2,1,19,,0,0,0,0,6,0,24,0,0,11
251120,"Natural barium carbonate """"witherite"""", whether or not calcined (excluding barium oxide)""""",58,0,0,0,0,0,798,0,0,0,,2,12,9,3,2,4,2,2,1,2,,135,0,0,57,18,0,820,5,27,127
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",0,101,0,0,0,0,0,0,0,0,,181,1507,491,201,1082,1055,3670,759,2497,4102,,11141,15455,19491,16718,9355,15128,12950,18603,14499,19941
284700,"Hydrogen peroxide, whether or not solidified with urea",27,0,0,88,0,0,27,0,0,0,,1022,429,238,346,337,440,259,601,981,2207,,4017,4990,3754,4163,3249,3263,3425,3580,2685,1913
290270,Cumene,0,0,0,0,0,0,0,0,0,0,,3,20,126,43,10,13,0,0,32,0,,0,0,0,0,1,2860,0,0,0,0
283010,Sodium sulphides,0,0,0,0,0,0,49,9,21,0,,571,423,242,160,231,218,1369,684,216,272,,2023,3583,1811,926,1308,1195,2395,1647,905,1329
282612,Fluoride of aluminium,76,0,0,0,0,0,0,0,0,0,,5161,4320,3524,1987,847,315,557,1263,1934,1290,,1090,16375,14585,9917,5810,7075,9585,10372,7377,6982
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,21,6,47,11,112,,0,0,0,0,0,0,0,0,0,25
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,0,3,0,47,74,79,71,79,40,53,,0,69,0,0,32,0,0,0,20,0
290382,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,5
290511,"Methanol """"methyl alcohol""""""""",0,0,0,77,0,0,272,65,0,0,,67396,39356,21670,12245,5735,3646,4617,5181,3437,5608,,917,879,906,1194,2181,1411,1835,2173,1550,2111
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),0,0,0,0,0,0,0,0,62,0,,1838,2413,2146,2972,3348,3604,6826,10164,11973,22059,,183,131,137,95,66,130,325,62,262,99
283691,Lithium carbonates,0,0,0,0,0,0,0,0,0,0,,178,271,510,255,53,2239,2936,1265,1150,1347,,0,0,0,28,3,70,47,75,22,24
120300,Copra,0,0,0,0,0,0,0,0,0,0,,18898,13840,15102,2001,16827,8506,4664,5061,4457,13147,,0,0,98,12,22,147,0,127,24,5
100821,Millet seed for sowing (excluding grain sorghum),0,176,364,117,42,0,147,502,319,0,,0,10040,9570,8626,7568,8868,12531,11533,9053,10811,,0,176,364,174,176,36,167,502,418,0
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically ...",167,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,7,0,2,1,2,,373,563,758,202,23,233,0,90,0,4
121229,"Seaweeds and other algae, fresh, chilled, frozen or dried, whether or not ground, unfit for ...",0,0,0,0,0,0,0,0,0,0,,0,3203,4491,5553,2402,2718,3587,1186,418,250,,868,3130,1168,2765,1206,3704,3477,3990,3913,4844
