Product code,Product label,Saudi Arabia's imports from Australia-Value in 2012,Saudi Arabia's imports from Australia-Value in 2013,Saudi Arabia's imports from Australia-Value in 2014,Saudi Arabia's imports from Australia-Value in 2015,Saudi Arabia's imports from Australia-Value in 2016,Saudi Arabia's imports from Australia-Value in 2017,Saudi Arabia's imports from Australia-Value in 2018,Saudi Arabia's imports from Australia-Value in 2019,Saudi Arabia's imports from Australia-Value in 2020,Saudi Arabia's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
780110,"Unwrought lead, refined",57,0,114,10254,6563,5498,3864,0,0,0,,419894,476089,495781,419131,436966,503799,436709,231150,258377,263785,,43666,43292,18710,27309,26412,16651,9604,1428,983,397
811100,"Manganese and articles thereof, n.e.s.; manganese waste and scrap (excluding ash and residues ...",0,0,0,0,0,0,0,0,0,0,,450,1164,885,562,412,1189,3120,2824,979,1286,,9293,4103,6120,5258,1031,635,3778,3932,1584,5095
811213,Beryllium waste and scrap (excluding ashes and residues containing beryllium),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,0
811222,Chromium waste and scrap (excluding ash and residues containing chromium and chromium alloys ...,0,0,0,0,0,0,0,0,0,0,,47,131,22,0,0,0,14,0,0,0,,0,0,0,0,0,0,0,0,0,7
811229,"Articles of chromium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,124,120,0,0,0,0,3,14,0,0,,1717,215,257,66,3,157,634,36,191,306
730629,"Casing and tubing of a kind used in drilling for oil or gas, welded, of flat-rolled products ...",0,0,0,0,78,187,30,0,0,0,,1771,790,2323,2386,292,717,615,133,314,470,,15271,72846,44760,31896,23252,20163,16071,20071,15986,25656
730669,"Tubes, pipes and hollow profiles, welded, of non-circular cross-section, of iron or steel (excluding ...",0,0,0,0,0,0,0,0,0,0,,138,466,280,144,284,280,23,18,4,0,,138,717,292,673,266,408,744,1994,860,458
680911,"Boards, sheets, panels, tiles and similar articles, of plaster or compositions based on plaster, ...",0,0,0,0,0,0,0,0,0,0,,383,2256,1523,1252,2770,2145,1761,2045,1141,1548,,6197,7358,4125,7365,9652,10212,6337,6146,3604,839
681520,Articles of peat (excluding textile products from peat fibres),0,0,0,0,0,0,0,0,0,0,,0,0,2,0,0,2,17,68,53,13,,46,37,459,100,341,563,262,386,2190,2313
620791,"Men's or boys' singlets and other vests, bathrobes, dressing gowns and similar articles of ...",0,0,0,0,0,0,0,0,0,0,,15,19,4,19,19,1212,33,21,14,32,,1476,2840,1876,2366,2875,3686,3933,4743,3907,5409
620811,Women's or girls' slips and petticoats of man-made fibres (excluding knitted or crocheted and ...,0,0,0,0,0,0,0,0,0,0,,10,3,2,34,10,23,35,26,14,93,,1118,58,86,330,939,735,149,377,12,1844
740710,"Bars, rods and profiles, of refined copper, n.e.s.",0,0,0,0,0,0,0,0,0,0,,300181,121489,1234,2128,712,596,270,2126,814,1259,,761238,301761,60164,58248,34956,21541,18575,150520,19673,12286
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,14,40,5,26,21,79,54,14,52,119,,392311,531750,230107,160430,110887,34363,975,1382,3481,4234
741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",0,0,0,0,0,0,0,0,0,0,,1,1,4,0,0,0,20,60,0,6,,12402,12031,9247,8882,2546,4385,6813,5198,15125,20230
741022,"Copper alloy foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,11,1,0,0,24,5,1,0,0,3,,0,0,31,9,1,39,11,31,343,140
741110,Tubes and pipes of refined copper,0,166,176,0,0,0,0,0,0,0,,52700,50945,52039,26279,20950,28533,23572,20876,17443,20696,,95840,105172,83992,97956,36793,58171,48845,54708,58708,75423
741210,"Refined copper tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",0,0,0,0,0,0,26,0,0,0,,21185,4323,2078,533,834,577,598,5548,854,1054,,13197,10360,10439,8729,6368,8024,14124,10186,8651,7733
741521,"Washers, """"incl. spring washers and spring lock washers"""", of copper""""",0,0,0,0,0,0,0,0,0,0,,42,63,40,34,21,31,76,99,58,155,,2407,2887,1296,1950,1659,813,1977,1510,2783,3937
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy (excluding nickel ...,0,0,0,0,0,0,0,0,0,0,,301624,136241,148453,107100,12003,0,1938,2542,461,43,,0,0,0,2,0,0,230,0,61,0
750521,Wire of non-alloy nickel (excluding electrically insulated products),0,0,0,0,0,0,0,0,21,0,,8,2,348,4,0,1,2,0,0,0,,0,42,0,250,25,85,1428,2176,187,190
750712,Tubes and pipes of nickel alloys,0,0,0,0,0,0,0,0,0,0,,13,2200,1311,61,77,23,72,471,2886,827,,165766,15811,16023,6577,5001,6574,11107,24151,41872,7497
750810,"Cloth, grill, netting and fencing, of nickel wire",0,0,0,0,0,0,0,0,0,0,,0,0,2,36,37,13,113,28,20,72,,0,75,45,96,25,33,7,156,643,1137
760110,"Aluminium, not alloyed, unwrought",0,0,0,0,0,0,0,0,0,0,,2699037,2591341,2487668,2354220,1989538,2101616,2639721,2247243,2163671,3128382,,54946,40870,51776,56112,24138,11147,4465,32312,46774,16845
760429,"Bars, rods and solid profiles, of aluminium alloys, n.e.s.",0,0,0,0,0,0,0,9,0,0,,711,3010,2387,4906,5309,4530,5140,5234,3010,2842,,376455,389172,324427,308986,144416,78956,43547,20835,21717,31887
760691,"Plates, sheets and strip, of non-alloy aluminium, of a thickness of > 0,2 mm (other than square ...",62,2092,0,0,0,0,0,0,0,0,,482,962,973,1303,615,802,1138,891,1034,3237,,149899,166512,159343,106843,80810,50189,62669,52691,41028,31617
720270,Ferro-molybdenum,0,0,0,0,0,0,0,0,0,0,,134,557,0,0,118,484,432,130,18,39,,12311,1818,8101,1755,1559,111,1772,9099,2624,1130
720521,"Powders, of alloy steel (excluding powders of ferro-alloys and radioactive iron powders "" ...""",0,0,0,0,0,0,0,0,0,0,,804,151,305,185,991,4754,1735,169,1,80,,4532,429,776,1047,221,411,434,454,726,858
720853,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,0,49,4,34,22,106,108,33,36,70,,3535,3531,3010,3400,2027,1152,5105,2564,1901,3482
720917,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,0,1822,43,3,83,34,187,14,28,225,,20649,24511,16716,18709,8717,12788,14862,39506,49898,65694
720990,"Flat-rolled products of iron or steel, of a width of >= 600 mm, cold-rolled """"cold-reduced"""", ...""",0,48,0,0,0,0,0,0,0,0,,7290,9809,6052,2507,1321,2701,1114,810,714,448,,29252,24384,18935,12112,3425,6867,5560,2923,1873,2141
721012,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,15,2032,699,1600,1544,7044,7118,248,91,263,,127737,133196,111632,103593,67262,77740,109099,92312,87007,110093
721020,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,0,0,5,44,381,42,5,62,0,0,,36,0,261,197,761,99,196,0,591,3
721640,"L sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,1708,453,201,210,19,172,130,102,34,123,,50782,30674,28155,7173,3045,3587,2845,1894,3765,7672
721691,"Angles, shapes and sections, of iron or non-alloy steel, cold-formed or cold-finished from ...",0,0,0,0,0,0,0,0,0,0,,133,10,32,473,4,11,356,7,1,22,,3767,4460,3364,3772,2478,3990,6096,8357,5199,5242
721790,"Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...",223,0,0,0,0,0,0,0,0,0,,4887,5820,7249,12242,6575,513,272,444,63,187,,40865,35545,27622,40650,26554,18476,13929,14718,29219,23494
721923,"Flat-rolled products of stainless steel, of a width of >= 600 mm, not further worked than hot-rolled, ...",237,0,0,0,0,0,0,0,0,0,,26,156,32,29,16,94,11,2,46,324,,2436,2249,2082,1614,924,1048,1580,1543,1389,789
721990,"Flat-rolled products of stainless steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,110,0,0,0,0,0,0,0,0,,372,285,339,1318,533,932,1234,1322,688,940,,38373,44860,21403,25837,11349,16743,12165,16721,15719,7722
722240,"Angles, shapes and sections of stainless steel, n.e.s.",0,0,0,0,0,0,0,0,0,0,,982,1200,1400,840,724,397,912,900,366,184,,5795,7930,5926,5448,8334,5075,2279,4156,2212,1167
722599,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,2178,1963,391,3322,2348,5384,7632,2369,1909,2508,,4795,8120,7146,3329,2024,717,2381,1973,5443,3924
722619,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,239,68,0,0,6,0,0,62,4,183,,11993,5612,19880,14191,6056,4097,2792,4106,3753,8472
722720,"Bars and rods of silico-manganese steel, hot-rolled, in irregularly wound coils",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,935,551,115,0,5,4,0
730290,"Sleepers """"cross-ties"""", check-rails, rack rails, chairs, chair wedges, rail clips, bedplates ...""",320,0,93,3694,1629,830,9,151,0,0,,58770,44477,45956,27413,25262,28681,33091,29600,25567,34251,,63027,88699,53651,43634,29421,26481,12647,8920,9021,10229
730411,"Line pipe of a kind used for oil or gas pipelines, seamless, of stainless steel",93,171,0,0,0,0,15,0,0,0,,4569,20704,919,267,694,510,2465,2054,572,167,,55284,40932,50068,55727,17201,20219,35586,30181,41639,19812
730531,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of iron ...",0,0,0,0,0,0,0,0,0,0,,2705,953,1843,6019,502,261,1070,207,487,1625,,28535,36275,119932,66312,22400,28953,39966,11661,12732,21424
690490,"Ceramic flooring blocks, support or filler tiles and the like (excluding those of siliceous ...",156,0,0,0,0,0,0,0,0,0,,1324,511,288,515,7250,4368,4029,1789,696,485,,1740,3304,4823,3197,4398,4514,1903,2202,1587,1832
690730,"Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,81,382,231,230,228,,0,0,0,0,0,0,0,0,0,525
691390,"Statuettes and other ornamental ceramic articles, n.e.s. (excluding of porcelain or china)",0,0,0,0,0,0,4,0,0,0,,208,341,316,394,322,395,342,2613,4064,4090,,10074,5485,4410,7186,5519,5474,7079,12998,16273,11673
700100,"Cullet and other waste and scrap of glass; glass in the mass (excl. glass in the form of powder, ...",0,0,0,0,0,0,0,0,0,0,,938,535,1150,1163,468,917,814,729,740,357,,289,756,1126,530,566,929,333,203,336,743
700231,"Tubes of fused quartz or other fused silica, unworked",0,0,0,0,0,0,9,0,0,0,,6,4,0,4,47,32,18,2,5,3,,0,0,0,9,17,14,245,42,123,49
700521,"Float glass and surface ground glass, in sheets, coloured throughout the mass """"body tinted"""", ...""",0,0,0,0,0,0,0,0,0,0,,12,5,8,37,44,1,3,8,0,59,,16331,14963,17966,19589,18702,15325,17163,14581,19999,21083
700711,"Toughened """"tempered"""" safety glass, of size and shape suitable for incorporation in motor ...""",0,0,0,0,0,0,0,0,0,0,,2548,2238,1857,1423,1411,2000,1104,1387,1302,1297,,1240,6072,5006,7706,7547,5547,4829,5484,11603,9087
701337,Drinking glasses (excluding glasses of glass ceramics or of lead crystal and stemware),0,0,114,0,0,0,0,0,24,0,,418,453,351,717,518,579,611,801,994,682,,17382,15256,9157,10134,11359,11071,10802,15300,7952,10284
701690,"Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or moulded glass, ...",0,0,0,0,0,0,0,0,0,0,,385,1273,381,230,282,325,237,472,386,398,,8318,16280,20410,11365,8293,6254,5619,7866,3659,2746
701810,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ...",35,61,231,383,0,95,21,79,0,0,,2394,2407,2530,3382,3305,3267,3096,3091,2338,2728,,16519,10747,13192,11733,9061,7707,6221,6877,3139,7051
701911,"Glass fibre threads """"chopped strands"""", cut into lengths <= 50 mm""""",0,0,0,0,0,0,0,0,0,0,,31,6,0,2,0,14,87,31,36,62,,837,3988,2330,4972,6155,7347,5789,7761,5140,5325
701931,Mats of irregularly laminated glass fibres,0,0,0,0,0,0,0,0,0,0,,287,597,48,179,61,341,243,187,107,191,,5522,2511,5934,8148,5621,3350,4040,5280,4333,4950
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",0,0,0,0,0,0,0,0,0,0,,360,153,325,259,340,224,305,250,355,383,,424,352,392,649,1002,1304,694,1181,1577,2283
710229,"Industrial diamonds, worked, but not mounted or set (excluding unmounted stones for pick-up ...",0,0,0,0,0,0,0,0,0,0,,3,8,182,623,512,908,1242,362,1193,314,,2129,1575,1265,1283,421,662,849,660,1243,1105
710239,"Diamonds, worked, but not mounted or set (excluding industrial diamonds)",0,0,0,0,0,0,0,0,0,0,,133746,174311,212792,208074,238895,215364,226552,265614,177536,174193,,1112,3390,3969,3510,1367,1379,5241,8666,10695,18891
710391,"Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, ...",0,0,0,0,0,0,0,0,0,0,,2885,1609,2688,3806,2776,4500,4589,3295,3081,2831,,296,294,54,229,81,1,66,217,27,121
710410,"Quartz, piezoelectric, of synthetic or reconstructed stone whether or not worked or graded, ...",0,0,0,0,0,0,0,0,0,0,,0,6,0,2,2,5,5,0,0,8,,0,0,0,6,3,3,0,12,8,0
710692,"Silver, incl. silver plated with gold or platinum, semi-manufactured",0,0,0,0,0,0,0,0,0,0,,258241,370801,91031,113516,23753,282693,141523,70197,147883,220342,,2212,630,1869,1343,739,1538,1012,1361,987,2091
710700,"Base metals clad with silver, not further worked than semi-manufactured",0,0,0,0,0,0,0,0,0,0,,7,15,0,15,6,1,4,39,7391,6219,,334,0,35,130,73,14,129,106,24,23
711419,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of precious metal other than ...",0,0,0,0,0,0,0,0,8,0,,65004,602,7202,324,341,99,509,650,180,804,,6929,2199,5810,3554,2286,10258,7778,25340,996,811
621320,"Handkerchiefs of cotton, of which no side exceeds 60 cm (excluding knitted or crocheted)",0,0,0,0,0,0,0,0,0,0,,10,4,1,82,16,35,17,257,51,4,,0,0,0,96,75,144,240,613,618,173
630210,"Bedlinen, knitted or crocheted",0,0,0,0,0,0,0,0,0,0,,479,694,746,416,866,644,1018,702,155,313,,9285,6494,4811,4512,3003,3431,3444,3540,2836,3251
630222,Printed bedlinen of man-made fibres (excluding knitted or crocheted),0,0,0,0,0,0,0,0,0,0,,155,143,154,420,253,55,60,105,84,121,,1282,1845,1371,1697,1162,1124,647,1093,1951,1446
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",0,0,0,0,0,28,0,7,0,0,,66,16,25,289,41,18,105,20,35,71,,9812,8348,7806,6542,6512,5742,5623,5901,2025,2054
630520,"Sacks and bags, for the packing of goods, of cotton",0,0,0,0,0,0,0,0,0,0,,172,316,79,97,184,112,128,213,692,775,,1051,1013,2017,1734,1182,1027,605,659,740,1332
630612,"Tarpaulins, awnings and sunblinds of synthetic fibres (excluding flat covers of light fabrics ...",0,0,0,75,0,0,0,0,14,0,,1126,1638,1682,900,1035,1065,1282,1062,1872,1322,,2969,3886,3241,3779,3653,3840,7527,7071,5837,5465
680520,"Natural or artificial abrasive powder or grain, on a base of paper or paperboard only, whether ...",0,0,0,0,0,0,0,19,0,0,,1366,861,534,394,428,495,495,573,412,928,,2139,3003,3286,2632,2958,2870,2753,3495,3028,3369
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",0,0,0,0,0,0,33,0,3361,0,,2294,1706,1389,776,1335,997,1166,715,802,254,,24417,27339,20646,11861,9361,11743,24341,11668,9813,7677
680620,"Exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials, ...",0,0,0,0,0,0,0,0,0,0,,1614,701,1373,1066,1135,3081,2254,1234,1149,1534,,1042,847,551,574,1871,1709,4026,9670,575,892
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",0,0,0,0,0,0,0,0,0,0,,6,67,164,99,16,22,43,103,188,142,,1295,2425,2472,1209,794,530,1198,1632,1641,4106
640510,"Footwear with uppers of leather or composition leather (excluding with outer soles of rubber, ...",0,0,0,0,0,0,0,0,0,0,,2026,1139,1647,2741,2369,3317,2668,1989,1303,1787,,865,1785,4988,11892,4247,2238,3495,2044,699,1375
650500,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ...",0,0,0,0,0,0,0,3,0,0,,2035,2621,2629,2621,2923,2937,2970,3771,3322,5025,,62159,79279,89624,94800,76642,74017,65878,67440,54437,63497
680299,"Monumental or building stone, in any form, polished, decorated or otherwise worked (excluding ...",0,0,0,0,0,0,0,0,0,0,,361,809,243,191,663,322,366,942,1594,574,,6868,4811,9161,10869,3633,3553,4783,4637,1284,3281
600320,"Knitted or crocheted fabrics of cotton, of a width of <= 30 cm (excluding those containing ...""",0,0,0,0,0,0,0,0,0,0,,11,0,0,0,0,0,34,0,5,0,,33,0,72,99,24,20,8,8,0,21
600340,"Knitted or crocheted fabrics of artificial fibres, of a width of <= 30 cm (excluding those ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,382,1408,1442,,42,97,61,117,0,7,9,0,0,0
600490,"Knitted or crocheted fabrics, of a width of > 30 cm, containing >= 5% by weight elastomeric ...""",0,0,0,0,0,0,0,0,0,0,,1112,387,406,545,96,8,22,46,26,334,,1193,257,329,484,480,1009,748,515,171,66
600531,"Unbleached or bleached warp knit fabrics of synthetic fibres """"incl. those made on galloon ...""",0,0,0,0,0,0,0,0,0,0,,0,0,15,16,27,0,0,0,0,0,,292,97,0,5,1473,2326,2801,6225,3342,808
600622,"Dyed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",0,0,0,0,0,0,0,0,0,0,,4642,3883,2138,1829,1310,103,48,129,149,47,,0,67,0,17,60,414,13,72,384,143
600642,"Dyed fabrics, knitted or crocheted, of artificial fibres, of a width of > 30 cm (excluding ...""",0,0,0,0,0,0,0,0,0,0,,42,75,51,39,328,614,172,127,11,58,,0,158,30,43,11,51,0,87,145,608
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",0,0,0,0,0,0,0,0,0,0,,844,389,366,484,603,923,545,434,445,883,,565,352,6911,4279,3245,2859,2505,6004,13660,33628
610419,"Women's or girls' suits of textile materials, knitted or crocheted (excluding of synthetic ...",0,0,0,0,0,0,0,0,0,0,,16,13,9,17,9,14,54,35,26,110,,1672,1027,2795,4894,2941,2773,4400,1651,9760,26544
610590,"Men's or boys' shirts of textile materials, knitted or crocheted (excluding of cotton or man-made ...",0,0,0,0,0,0,0,0,0,0,,927,903,660,306,708,402,695,2018,8110,9466,,7746,2325,3921,4453,38032,32075,24679,41685,4135,2795
611510,"Graduated compression hosiery [e.g., stockings for varicose veins], of textile materials, knitted ...",0,0,0,0,0,0,0,0,0,0,,1697,1553,1043,563,546,395,333,309,351,297,,2734,3088,1480,2308,1016,1228,1888,2110,1942,2363
611691,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, ...",0,0,0,0,0,0,0,0,0,0,,21,8,8,6,9,8,49,71,127,133,,33,357,213,209,238,92,162,103,44,34
611780,"Ties, bow ties, cravats and other made-up clothing accessories, knitted or crocheted, n.e.s. ...",0,0,0,0,0,0,0,0,0,0,,273,452,769,448,337,393,422,825,347,482,,256,577,913,4983,2472,4529,4547,4774,3619,3467
620112,"Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...",0,0,0,0,0,0,0,0,0,0,,95,349,314,212,60,69,208,374,475,213,,470,722,1506,531,387,303,559,619,2081,1177
620213,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of man-made ...",0,0,0,0,0,0,12,0,0,0,,150,501,230,162,263,298,351,502,1195,1062,,6324,6118,3632,4733,4321,3561,4646,4216,5264,7803
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",0,0,0,28,0,0,0,0,0,0,,39,34,0,64,51,32,30,224,62,148,,6334,5256,3532,3903,27792,25640,27520,46129,16148,6406
610429,"Women's or girls' ensembles of textile materials (excluding of cotton or synthetic fibres, ...",0,0,0,0,0,0,0,0,0,0,,44,3,21,11,23,99,18,7,24,5,,65023,43020,21550,18719,11176,10334,8399,13730,10943,5903
610432,"Women's or girls' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",0,0,0,0,0,0,0,0,0,0,,210,275,57,54,42,55,312,429,205,214,,1449,1996,2606,3066,2866,2050,2722,2315,3004,6554
780420,"Lead powders and flakes (excluding grains of lead, and spangles of heading 8308)",0,0,0,0,0,0,0,0,0,0,,7003,23870,3189,7395,7583,14783,15216,14583,13324,25801,,0,38,0,3,10,9,0,36,10,2555
790400,"Zinc bars, rods, profiles and wire, n.e.s.",0,0,0,0,0,0,0,0,0,0,,324,23,146,9,16,52,41,7,20,118,,2943,2834,4021,5409,5575,3181,2172,1156,2232,2995
800110,"Unwrought tin, not alloyed",0,0,0,0,0,0,0,0,0,0,,142,20,29,0,139,724,0,11,53,36,,1364,1736,1906,1658,1817,3216,4827,2199,2255,3424
800300,"Tin bars, rods, profiles and wire, n.e.s.",0,0,0,0,0,0,0,0,42,0,,2510,700,2238,705,726,813,1089,1695,1388,2086,,707,295,497,711,342,313,1478,421,857,2056
810196,Tungsten wire,0,0,0,0,0,0,0,0,0,0,,98,12,102,2,3,7,50,16,5,15,,442,154,151,78,49,18,60,820,532,68
810419,"Unwrought magnesium, containing < 99,8% by weight of magnesium",0,0,0,0,0,0,0,0,0,0,,6,0,32,258,0,24,25,0,0,0,,259,81,488,658,19,399,85,81,49,1
810490,"Articles of magnesium, n.e.s.",0,0,0,0,0,0,0,0,4,0,,37,79,41,9,17,23,16,25,9,24,,4194,5938,5622,9361,2732,2766,3382,4313,8332,10245
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),0,0,0,0,0,0,0,0,0,0,,12,0,52,0,0,67,1,9,1,227,,0,0,0,0,0,0,0,74,67,52
810720,Unwrought cadmium; cadmium powders,0,0,0,0,0,0,0,0,0,0,,763,144,142,16,0,0,176,262,126,659,,0,0,0,0,1,6,0,0,0,0
810820,Unwrought titanium; titanium powders,0,0,0,0,0,0,0,0,0,0,,33,0,1,0,0,0,4,0,0,66,,0,33,27,232,2,146,193,8,222,87
811090,"Articles of antimony, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,4612,747,100,0,0,31,38,145,,0,0,0,15,826,45,116,63,3,0
811251,Unwrought thallium; thallium powders,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,5,0,0,0,0,0
820150,"Secateurs and similar one-handed pruners and shears, incl. poultry shears, with working parts ...",0,0,0,0,0,0,0,0,0,0,,61,40,28,47,55,28,69,29,21,106,,319,316,408,972,578,775,652,591,499,727
820220,Bandsaw blades of base metal,0,0,0,0,0,0,0,0,0,0,,321,84,130,315,262,313,322,429,273,339,,1353,1570,2751,3294,2227,1912,3069,2705,2985,3154
820330,"Metal-cutting shears and similar hand tools, of base metal",0,0,0,0,0,0,0,0,0,0,,279,528,361,549,201,325,328,186,153,180,,3759,3077,4306,4012,2825,2223,1562,2062,2394,4002
731813,"Screw hooks and screw rings, of iron or steel",0,0,0,0,0,0,11,13,0,0,,1096,1223,768,190,249,140,327,281,334,434,,2630,4454,3008,2016,3737,2971,3379,3023,5679,5698
731449,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection (excluding ...",0,0,0,178,105,0,17,0,0,0,,1977,1602,998,784,899,2095,3181,3822,2923,4133,,16087,27838,21288,15491,11058,6551,6974,3960,1733,3081
740729,"Bars, rods and profiles of copper alloys, n.e.s. (excluding such articles of copper-zinc base ...""",318,81,0,0,0,0,0,0,0,0,,2616,3967,4695,4177,5169,4286,1200,1315,1493,1750,,41926,46031,36433,39251,18660,11610,8436,2848,4018,7117
740819,"Wire of refined copper, with a maximum cross-sectional dimension of <= 6 mm",0,0,0,0,0,0,0,0,0,0,,35182,10713,479,324,293,671,312,1732,944,2011,,15301,86688,40884,14350,64326,57546,22569,21075,32024,54048
740821,"Wire of copper-zinc base alloys """"brass""""""""",0,0,0,0,0,0,0,0,0,0,,6,6,51,81,62,311,170,2514,962,38,,1427,3335,1526,138,253,7429,74063,102,266,255
740990,"Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""",0,0,0,0,0,0,0,0,0,0,,482,71,516,67,22,24,191,288,381,186,,320,71,555,385,480,159,375,86,95,552
750220,Unwrought nickel alloys,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,428,0,100,103,259,21,0,0,72,283
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",0,83,0,248,0,0,21,0,0,0,,1014,832,697,601,432,574,257,171,315,273,,47362,57385,64597,54760,36878,57605,67546,88146,113322,129140
760820,Tubes and pipes of aluminium alloys (excluding hollow profiles),0,0,0,0,0,0,0,0,0,0,,921,653,863,517,538,461,198,173,469,297,,5943,4841,18379,15946,7709,2504,1977,3231,2036,1209
761490,"Stranded wires, cables, ropes and similar articles, of aluminium (other than with steel core ...",0,0,0,0,0,0,0,0,0,0,,656,486,648,225,743,750,472,314,279,479,,67226,84679,32614,55633,19230,11823,13013,7066,13080,8849
761691,"Cloth, grill, netting and fencing, of aluminium wire (excluding cloth of metal fibres for clothing, ...",0,0,0,0,0,0,0,0,0,0,,324,579,527,551,352,653,187,509,273,340,,1757,2405,1665,1885,1654,1755,2246,2631,3732,4412
830520,"Staples in strips, of base metal",0,0,0,0,0,0,0,0,0,0,,137,107,393,146,99,28,71,75,86,177,,695,1039,1640,1116,893,762,980,847,896,674
830790,"Flexible tubing of base metal other than iron or steel, with or without fittings",0,0,0,0,0,69,0,11,0,0,,139,262,98,758,160,279,320,463,391,198,,6352,10676,12462,10253,6613,3251,4243,8195,4888,3120
831190,"Wire, rods, tubes, plates, electrodes and the like, of base metal or of metal carbides, coated ...",151,0,0,0,0,0,0,40,0,0,,3474,2114,1045,1595,1962,2461,2757,1272,1029,1711,,8066,9059,5615,6653,4177,4115,23910,3831,5946,3344
