Product code,Product label,Singapore's imports from China-Value in 2012,Singapore's imports from China-Value in 2013,Singapore's imports from China-Value in 2014,Singapore's imports from China-Value in 2015,Singapore's imports from China-Value in 2016,Singapore's imports from China-Value in 2017,Singapore's imports from China-Value in 2018,Singapore's imports from China-Value in 2019,Singapore's imports from China-Value in 2020,Singapore's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
440210,"Bamboo charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding used as ...",75,190,120,154,102,59,53,78,60,14,,11904,19653,30793,31506,34914,39505,49759,84265,90336,54392,,375,385,338,382,433,386,308,300,267,189
500720,Woven fabrics containing >= 85% silk or schappe by weight,4625,1632,3879,2130,1144,378,85,263,15,14,,993464,895531,835472,686301,598378,537238,594215,544134,240726,299690,,9439,3736,5338,3624,2286,968,593,3450,854,1069
81310,Dried apricots,46,49,16,20,24,0,3,5,37,14,,919,525,4053,6829,4654,490,384,458,327,456,,1081,1038,1371,1158,838,1017,846,766,684,1079
270730,"Xylol """"xylenes"""" containing > 50% of xylenes (excluding chemically defined)""""",0,21,0,0,2,2,4,2,10,14,,116143,37180,27348,2407,2882,77,7382,3194,110,811,,47158,19488,5594,4614,4241,21757,11810,18236,11818,3020
340530,"Polishes and similar preparations for coachwork, whether or not in the form of paper, wadding, ...",125,359,178,221,143,53,28,121,33,14,,10417,14505,31916,29596,17665,19562,21233,21980,22856,47832,,3668,4260,4027,4145,5847,4268,3777,3614,2852,4309
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ...",31,4,6,3,0,1,10,78,40,14,,9682,9923,10014,9174,10354,10530,10055,17110,16152,17197,,2758,1653,1576,1811,1801,1841,2368,3801,2900,3632
411510,"Composition leather based on leather or leather fibre, in slabs, sheets or strip, whether or ...",409,193,81,129,16,9,44,26,27,14,,3038,5572,12327,13030,13415,13207,15741,20314,14715,19392,,1064,698,293,405,140,240,118,257,44,30
293723,Oestrogens and progestogens,1189,2161,2270,1693,55,73,57,39,59,14,,218958,279640,282134,224388,196276,204304,268752,267198,300060,307867,,2050,5201,5921,5970,1937,10067,6116,1627,1366,259
511190,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",31,2,138,257,52,3,6,1,1,14,,14473,11088,9400,8761,7122,9978,8326,6556,4962,3991,,185,179,648,368,193,103,71,136,38,37
580230,Tufted textile fabrics (excluding carpets and other floor coverings),54,8,6,3,25,44,10,34,1,14,,33065,34706,25247,18805,17215,16052,15080,14034,13989,15051,,422,170,71,16,62,138,49,72,32,35
520812,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",38,22,28,536,1775,1804,1583,33,0,14,,510264,671646,571286,1021938,1279186,1592477,1399317,511489,763279,642675,,117,31,133,663,1885,1823,1611,167,73,89
481022,"Lightweight coated paper used for writing, printing or other graphic purposes, total weight ...",1778,4062,2573,88,112,72,189,9,27,14,,46865,14660,10666,14598,14958,4181,2104,15781,7907,13301,,14541,17170,11163,2905,1984,3094,2353,2183,314,383
281410,Anhydrous ammonia,0,0,0,0,0,23,0,0,0,14,,4987,24759,7862,16847,3286,3909,2244,2896,3164,3213,,9760,9417,11036,20907,15052,15639,16349,19312,21856,39059
870895,"Safety airbags with inflator system and parts thereof, for tractors, motor vehicles for the ...",209,2075,525,2074,1169,283,377,97,10,14,,515320,544286,587411,627777,777452,835681,816180,841267,717012,701987,,2222,4560,2554,4789,6389,4822,8893,3600,5432,9634
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",48,277,267,310,105,64,241,10,18,14,,36,352,66,736,7,2282,148,124,86,591,,5220,3521,1452,6325,1373,1736,5533,1897,12940,1053
293979,"Vegetal alkaloids, natural or reproduced by synthesis, and their salts, ethers, esters and ...""",0,0,0,0,0,0,17,0,22,14,,0,0,0,0,0,7983,16070,22055,22021,17612,,0,0,0,0,0,0,584,0,626,395
520515,"Single cotton yarn, of uncombed fibres, containing >= 85% cotton by weight and with a linear ...""",0,0,0,0,0,0,0,0,0,14,,127,352,77,3398,520,151,304,18,126,52,,0,0,0,0,0,0,0,0,6,15
900710,Cinematographic cameras,129,76,21,23,91,64,63,11,38,14,,164,247,209,162,6,1014,1518,13,74,1,,1312,1330,504,1357,723,388,381,851,301,2909
551221,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...",0,0,857,16,0,0,0,0,0,13,,5872,9160,11648,7104,5177,2277,2730,1916,1205,1207,,555,165,1068,91,146,149,24,51,63,90
611530,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn ...",122,12,37,38,39,30,79,45,6,13,,82108,89535,85279,90216,74424,71426,63162,61639,52668,56039,,260,43,122,59,93,177,261,95,28,50
810296,Molybdenum wire,29,36,41,3,1,8,10,183,5,13,,27955,23949,26351,21062,18608,15749,16331,13791,13369,16102,,385,315,449,302,211,109,156,237,29,30
170113,"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ...",152,94,66,193,50,104,103,64,8,13,,406,226,250,167,193,133,66,4,55,46,,655,660,362,366,223,321,464,483,499,173
30339,"Frozen flat fish """"Pleuronectidae, Bothidae, Cynoglossidae, Soleidae, Scophthalmidae and Citharidae"""" ...""",8,7,6,11,0,0,0,0,13,13,,14025,36330,48227,45215,70227,65512,73165,53593,36652,35172,,136,70,170,52,87,104,90,42,131,273
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form ...",24,28,20,22,18,6,7,20,14,13,,24289,20531,17133,12028,2771,3723,3080,3170,2958,2122,,1121,955,842,598,636,559,505,582,625,972
220510,"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ...",0,0,0,0,0,0,0,0,0,13,,839,893,739,705,675,644,900,739,939,318,,1255,1297,976,750,1053,737,1310,1024,729,1038
280110,Chlorine,0,0,0,0,0,0,0,0,0,13,,1107,1114,1365,1331,1295,1302,1268,1230,808,944,,2911,840,951,784,733,879,863,847,955,1257
60230,"Rhododendrons and azaleas, grafted or not",7,7,8,6,6,1,15,10,4,13,,320,353,392,555,511,394,693,525,635,1279,,105,112,32,129,68,18,158,122,143,122
40630,"Processed cheese, not grated or powdered",444,88,0,0,0,0,0,0,0,13,,1802,501,674,875,707,293,478,180,42,27,,54247,56204,57200,49305,47076,54953,55546,56633,61180,55593
90922,"Coriander seeds, crushed or ground",2,0,1,4,2,1,0,0,0,13,,118,344,12,23,1,12,7,28,15,4,,293,378,344,357,353,442,339,461,532,514
780411,"Lead sheets, strip and foil, of a thickness """"excluding any backing"""" of <= 0,2 mm""""",72,0,2,15,6,5,4,1,13,13,,345,19246,7041,2386,354,686,642,530,335,802,,1424,1099,614,409,359,394,323,657,528,375
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",152,292,324,188,590,554,19,12,14,13,,15186,11193,10916,12411,11122,11362,12369,13999,16895,24750,,686,463,1301,3242,1405,1682,653,461,328,402
30342,"Frozen yellowfin tunas """"Thunnus albacares""""""""",0,2229,2075,616,90,25,99,60,0,13,,43549,83144,120766,130105,130341,109896,70596,103137,211218,137771,,4907,3637,3232,3695,852,1443,2231,3734,4843,1584
600330,"Knitted or crocheted fabrics of synthetic fibres, of a width of <= 30 cm (excluding those ...""",0,0,12,31,22,20,32,14,24,13,,6199,17220,38722,28175,36106,33249,30898,36023,37451,53267,,594,402,309,398,236,506,777,745,733,939
580133,"Cut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",53,197,513,73,44,43,19,33,9,13,,304867,321686,266506,246629,200534,199261,194956,175145,156553,165820,,322,409,669,175,233,94,77,117,70,45
732591,"Grinding balls and similar articles for mills, cast (excluding such articles of non-malleable ...",166,384,97,237,60,23,72,36,1,13,,63178,84904,71809,74404,52404,58198,91653,88998,94301,141021,,756,478,708,564,176,90,109,76,118,26
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",327,1873,0,0,3,1,0,0,0,13,,959,1371,655,2164,14,16,8983,2368,3702,448,,16219,16031,8642,1501,148,492,5089,8416,2041,1560
401410,"Sheath contraceptives, of vulcanised rubber (excluding hard rubber)",1955,2186,3575,1071,1666,2293,5,20,2,13,,80894,92757,123307,81742,82768,78816,66038,58232,53692,53005,,16383,11811,21395,14636,11869,8454,1672,1772,2166,2157
960622,"Buttons of base metal, not covered with textile material (excluding press-fasteners, snap-fasteners, ...",54,161,299,77,240,140,171,104,60,13,,215121,275340,271464,238366,222792,237903,242699,233527,183270,244382,,496,496,462,237,568,291,313,198,84,49
30822,"Frozen sea urchins """"Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus ...""",0,0,0,0,0,0,0,1,0,12,,0,0,0,0,0,2580,3205,7351,224,268,,0,0,0,0,0,0,224,177,382,796
150810,Crude groundnut oil,973,995,279,4,0,13,0,0,5,12,,655,1761,752,2004,1429,968,646,760,1207,1826,,3493,3083,360,39,74,70,103,134,105,77
841610,Furnace burners for liquid fuel,1,31,59,6,4,2,13,67,2,12,,11304,15039,14220,14562,10631,20447,13164,10885,11253,15168,,2036,3056,2403,545,942,1102,963,4543,596,378
843490,"Parts of milking machines and dairy machinery, n.e.s.",41,9,134,20,18,90,24,6,9,12,,16660,17016,19399,21924,35740,44421,28674,24117,21741,30087,,3872,1677,1442,1466,682,719,740,715,4349,1879
390450,"Vinylidene chloride polymers, in primary forms",4674,0,0,1523,487,807,670,50,1,12,,245,116,1143,79,28,719,1799,1748,2043,3976,,9482,3100,1678,3841,3250,2909,3559,2244,746,574
282560,Germanium oxides and zirconium dioxide,96,154,22,5,1,9,301,12,1,12,,96025,87444,74648,76464,61574,82682,123082,113948,108649,129830,,1657,2496,2497,2573,457,849,8477,825,624,783
30520,"Fish livers and roes, dried, smoked, salted or in brine",114,1,1,233,3,0,1,5,180,12,,73483,70509,79518,72280,69305,74491,68722,57372,45881,53151,,479,165,183,558,494,341,217,273,551,282
70521,Fresh or chilled witloof chicory,0,2,1,13,8,2,15,27,20,12,,0,0,0,1,0,0,0,0,0,0,,234,193,206,167,167,183,207,226,304,304
80211,Fresh or dried almonds in shell,55,1,3,24,4,24,18,82,8,12,,399,0,1,166,1392,487,826,683,526,105,,1036,1464,1295,1568,1495,1954,2202,3215,1353,690
253090,"Arsenic sulfides, alunite, pozzuolana, earth colours and other mineral substances, n.e.s.",12,1944,2792,2143,3050,70,115,40,13,12,,125044,127317,146203,165834,134220,124299,145545,125596,115235,132030,,949,3166,2987,3140,3586,622,837,778,520,1260
490400,"Music, printed or in manuscript, whether or not bound or illustrated",38,19,17,1,1,33,42,7,9,12,,298,280,783,158,119,229,591,291,23,431,,1790,1353,1839,1523,1501,1264,1614,1303,1298,1188
843621,Poultry incubators and brooders,8,0,5,23,20,105,47,11,7,12,,8802,20960,20345,21557,22141,25113,33452,34943,62920,50719,,317,273,793,668,163,284,162,179,114,303
260200,"Manganese ores and concentrates, incl. ferruginous manganese ores and concentrates, with a ...",0,0,9,0,85,36,29,20,6,12,,23932,9503,2182,4801,7098,7995,12364,10129,9199,6569,,0,0,2550,2145,2410,4664,3679,3700,22,14
90931,"Cumin seeds, neither crushed nor ground",810,334,1,4,5,3,6,15,10,12,,2045,1518,215,446,295,397,351,94,101,109,,2168,3735,3755,3440,2212,2608,2593,1170,1630,1312
290543,Mannitol,1,0,0,0,0,3,7,9,20,12,,17566,22824,19882,17217,15935,20388,25554,25262,24601,27600,,87,101,40,345,224,348,260,526,408,549
911310,"Watch straps, watch bands and watch bracelets, and parts thereof, of precious metal or of metal ...",168,11,209,59,35,70,55,34,3,12,,3514,4600,6177,2108,9652,1617,1172,1855,2248,2940,,1449,1151,1802,987,1031,642,873,977,1091,1155
481200,"Filter blocks, slabs and plates, of paper pulp",58,34,18,49,77,25,59,13,4,12,,8655,12104,5408,2735,2771,14503,3618,3711,4452,2394,,995,870,847,1234,1677,1289,2189,803,493,2657
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",28,52,28,10,15,46,3,18,3,12,,1243,1166,1274,1269,1830,1953,2321,1899,2109,2411,,482,590,587,454,743,568,511,687,944,750
370400,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",64,141,191,50,34,53,4,8,2,12,,416,529,563,787,507,564,64,68,46,55,,3599,3384,553,495,408,869,941,476,240,220
600634,"Printed fabrics, knitted or crocheted, of synthetic fibres, of a width of > 30 cm (excluding ...""",81,0,311,210,183,232,109,272,408,11,,652709,805402,933779,808429,813037,801389,811227,796441,640666,788767,,253,79,343,310,524,296,142,285,515,102
30341,"Frozen albacore or longfinned tunas """"Thunnus alalunga""""""""",25,6,0,0,0,0,0,0,0,11,,19630,27065,19775,19354,43509,24814,51147,68528,102304,53718,,7107,465,1210,1085,827,1336,739,411,292,32
390521,"Vinyl acetate copolymers, in aqueous dispersion",291,954,461,627,664,78,281,390,298,11,,11568,11184,17189,18682,14906,8590,8485,7121,8899,9789,,4224,6779,7217,5828,4860,3640,4089,16775,2513,3918
380861,"Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""",0,0,0,0,0,0,0,0,0,11,,0,0,0,0,0,0,0,0,6,1371,,0,0,0,0,0,0,86,170,3,12
80529,Fresh or dried wilkings and similar citrus hybrids,0,0,0,0,0,0,12919,0,0,11,,0,0,0,0,0,11159,590,1062,251,664,,0,0,0,0,0,0,19165,79,170,131
80720,"Fresh pawpaws """"papayas""""""""",0,0,0,0,1,0,52,0,1,11,,1774,2598,6051,11939,13998,14413,18515,19509,15059,10547,,7718,7874,9470,9292,8966,9657,8853,8766,9108,8663
382479,"Mixtures containing halogenated derivatives of methane, ethane or propane (excluding those ...",644,456,746,598,480,430,1,296,251,11,,8,10,77,57,284,91,281,39,216,129,,2527,1978,2907,1580,1341,1257,596,944,631,540
720610,"Ingots, of iron and non-alloy steel (excluding remelted scrap ingots, continuous cast products, ...",102,26,61,3,25,21,16,5,4,11,,41,82,9,17,1,2,95,896,946,846,,1691,825,1110,2250,2530,2344,495,132,70,105
560721,"Binder or baler twine, of sisal or other textile fibres of the genus Agave",92,4,14,4,5,22,10,8,22,11,,1488,1113,969,1352,2301,1358,1772,1051,949,772,,186,112,199,10,27,28,18,48,40,14
160416,"Prepared or preserved anchovies, whole or in pieces (excluding minced)",76,55,48,62,34,30,36,18,16,11,,6329,3398,1917,2429,1368,2495,3464,3213,1177,1050,,1003,876,836,803,1272,1711,1418,1040,1100,1141
480411,"Unbleached kraftliner, uncoated, in rolls of a width > 36 cm",408,753,131,645,757,309,123,121,13,11,,3129,21816,56635,84271,69668,14192,4022,3653,6276,15792,,8676,8461,10769,6525,6498,5389,3996,2280,5948,24499
382471,"Mixtures containing chlorofluorocarbons """"CFCs"""", whether or not containing hydrochlorofluorocarbons ...""",0,4,4,0,12,9,4,1,69,11,,26,113,2,34,0,6,31,0,0,0,,296,8,8,9,107,265,259,550,625,126
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",95,98,42,48,3,77,20,231,1,11,,609,598,272,459,392,490,1536,7067,7857,20115,,3080,1816,2816,1496,1335,1217,2111,2032,1162,1666
722620,"Flat-rolled products of high-speed steel, of a width of <= 600 mm, hot-rolled or cold-rolled ...""",1,19,0,70,269,0,0,0,0,11,,1524,2170,2960,2831,2661,2529,2934,4522,4257,6212,,6,19,0,85,312,65,0,0,1555,1544
570291,"Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...",347,282,36,54,45,2,20,26,1,10,,4541,4824,19774,74945,32336,17217,4675,3457,3261,4169,,584,570,140,108,113,195,153,142,70,90
230310,Residues of starch manufacture and similar residues,56,56,47,0,0,0,0,2,0,10,,148142,178073,135162,151658,129329,193657,243278,262000,320570,371646,,226,88,67,43,21,13,11,4,25,16
871610,"Trailers and semi-trailers of the caravan type, for housing or camping",0,0,8,0,121,0,0,1,296,10,,37501,56394,45379,60526,86092,86537,114931,137864,165542,304349,,1912,219,585,223,123,776,158,61,296,179
911290,"Parts of clock and watch cases, n.e.s. (excluding for wrist-watches, pocket-watches and other ...",120,48,16,0,47,18,3,8,7,10,,982,1164,854,1151,681,462,725,490,429,533,,175,128,108,86,67,33,113,26,100,22
490599,"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps and topographical ...",61,76,25,76,19,59,55,21,21,10,,4530,3086,3397,4310,5158,5542,3672,1914,931,488,,20519,22070,23717,19890,14254,12802,9132,4231,2373,2863
121490,"Swedes, mangolds, fodder roots, hay, lucerne """"alfalfa"""", clover, sainfoin, forage kale, lupines, ...""",5,32,4,6,16,16,5,0,1,10,,561,445,488,177,107,111,59,662,326,108,,761,1036,1146,1361,1511,1710,1721,1753,1445,1574
521011,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",116,139,143,172,14,0,2,45,1,10,,80064,93263,439896,559237,209452,199068,89470,208301,209445,172829,,640,518,546,381,93,11,71,158,24,34
520842,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",796,548,194,188,271,173,32,9,14,10,,1269734,1298241,1084345,956576,790264,689056,667233,546660,353109,339899,,1331,1171,1022,2115,1058,929,273,334,173,86
520852,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing > 100 g to 200 ...",730,869,60,11,198,159,80,78,14,10,,1921929,2154419,2205462,1755081,1561297,1673346,1886417,1863970,1445968,1450079,,1080,1734,531,796,967,1167,894,731,474,1238
540743,Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides ...,1,3,3,16,1,649,23,27,8,10,,4082,1499,4537,2837,6804,7417,15176,12642,10440,12045,,572,42,349,66,135,775,84,44,44,124
252010,Gypsum; anhydrite,34,79,77,78,45,37,25,9,4,10,,9370,10015,9606,9813,7738,6156,7421,8207,8410,7283,,2322,1583,1076,1456,906,345,1397,2386,1590,2619
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",270,125,40,32,19,23,47,36,7,10,,14515,8910,5653,1320,1390,1024,554,350,362,398,,1082,830,763,603,669,636,907,867,1090,1425
370239,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",17,31,64,1,7,9,2,1,6,10,,48,6,54,10,1,101,422,76,60,0,,710,459,568,380,7194,162,549,1740,1290,813
382474,"Mixtures containing hydrochlorofluorocarbons """"HCFCs"""", whether or not containing perfluorocarbons ...""",1132,43,486,19,35,21,40,49,131,10,,24417,14580,11526,9699,11178,10019,11554,15188,7951,3968,,1137,246,1198,360,296,71,142,55,134,46
940153,Seats of rattan,0,0,0,0,0,0,59,63,17,10,,0,0,0,0,0,11058,6564,1882,1889,3434,,0,0,0,0,0,0,267,298,161,332
530620,"Multiple """"folded"""" or cabled flax yarn""""",0,1,0,4,0,0,1667,0,0,10,,16635,18250,18422,17383,12168,7988,10277,12523,4060,5519,,4,26,78,16,58,56,1692,2,11,23
370231,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",22,23,20,8,4,15,14,2,0,10,,448,462,989,4451,4359,1507,2211,3840,1861,1562,,830,759,253,181,266,120,5065,4873,44,5088
521029,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",0,0,0,0,98,66,0,28,2,10,,12591,20637,20438,20781,28457,43501,41975,36214,23608,27030,,1050,2129,2073,1888,1281,1445,1132,1060,1299,636
540741,"Woven fabrics of yarn containing >= 85% by weight of filaments of nylon or other polyamides, ...",147,251,72,69,31,46,42,134,51,10,,110885,102567,89199,195227,211123,198827,253351,173124,38717,63223,,509,473,284,379,337,213,357,1277,1180,682
551110,"Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...",76,29,5,21,0,1,16,2,8,10,,26512,25371,30972,24813,25294,29041,30277,25166,26363,32574,,208,202,91,91,92,377,106,83,53,188
844519,"Machines for preparing textile fibres (excluding carding, combing, drawing or roving machines)",66,2,7,9,25,33,46,295,82,10,,15314,23823,51306,49714,44110,47069,69463,63151,51472,70120,,279,569,389,454,49,335,62,311,103,871
540220,High-tenacity filament yarn of polyesters (excluding that put up for retail sale),16,4,101,181,74,30,0,8,8,10,,556044,636021,753616,668438,655205,786552,911292,745634,553921,735611,,201,100,214,532,232,121,173,963,269,1097
854012,"Cathode ray television picture tubes, incl. video monitor cathode ray tubes, black and white ...",84,2,36,30,12,365,70,47,58,10,,242,118,255,1003,9,88,0,4,9,181,,226,14,102,716,473,837,144,105,68,78
720280,Ferro-tungsten and ferro-silico-tungsten,0,0,79,451,255,97,0,1,0,10,,19866,3313,18731,38865,43680,61106,74703,49829,34088,54210,,0,0,80,567,255,101,1057,3099,3178,3452
911410,"Springs for clocks or watches, incl. hairsprings",2,22,15,0,0,0,0,0,1,10,,1198,1252,1211,1130,1022,1021,1138,963,875,931,,29,116,29,51,41,38,47,5,13,37
382590,"Residual products of the chemical or allied industries, n.e.s. (excluding waste)",0,0,0,0,0,0,5,17,22,10,,1841,8069,4314,4221,3135,5425,8664,8684,10869,10447,,12,6,202,86,213,170,185,218,267,297
911090,"Complete, unassembled or partly assembled clock movements """"movement sets""""; incomplete clock ...""",17,600,1170,340,92,226,72,12,9,10,,2345,3048,2858,4341,3074,5462,3220,3545,2937,3717,,586,938,1523,640,395,286,127,174,342,144
282510,Hydrazine and hydroxylamine and their inorganic salts,32,200,540,227,571,820,201,128,35,9,,8399,10679,13451,12732,9691,12014,39852,48123,26760,28954,,3325,2421,2334,1678,1647,1891,1442,761,761,1125
100850,"Quinoa """"Chenopodium quinoa""""""""",0,0,0,0,0,3,5,1,12,9,,0,0,0,168,0,0,0,1,12,18,,31,49,279,246,445,614,811,906,887,840
551599,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those ...",73,47,117,42,268,47,31,76,75,9,,36009,23513,15352,12033,12157,10151,12000,14118,15221,15969,,483,370,326,135,388,282,153,156,128,74
480525,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",3,19,23,0,0,42,109,75,0,9,,466,7748,5069,4436,13492,1260,647,1197,2409,3314,,10019,8554,8692,6599,10555,11427,16988,12704,11448,13977
520829,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, bleached ...",133,217,153,27,299,119,46,135,19,9,,277001,313554,323398,280782,230023,213926,233074,198559,124387,146221,,332,362,561,531,942,535,515,422,293,599
845310,"Machinery for preparing, tanning or working hides, skins or leather (excluding drying machines, ...",1,23,75,500,18,6,40,0,18,9,,37755,36621,37504,41226,41348,54171,54303,75424,38009,51387,,323,257,280,532,548,359,221,104,19,13
30285,"Fresh or chilled sea bream """"Sparidae""""""""",0,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,0,0,0,2,0,,7546,7172,6246,5019,5435,4591,4394,4187,4054,4426
284321,Silver nitrate,1,0,0,0,0,9,1,0,4,9,,253,1289,172,99,253,238,288,287,881,2647,,877,361,307,285,395,1368,3045,4308,4041,13037
480610,"Vegetable parchment, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",31,8,35,1,22,81,32,11,2,9,,1514,1641,2263,2904,3298,4279,5713,6262,5074,6823,,377,487,592,295,352,154,230,137,42,69
551694,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",8,0,509,26,52,320,8,394,182,9,,22417,21053,21504,17619,13096,12271,23296,27240,21654,28304,,1080,878,744,745,571,600,576,1038,526,409
620422,"Women's or girls' ensembles of cotton (excluding knitted or crocheted, ski overalls and swimwear)",316,252,50,40,61,24,142,50,31,9,,11791,14227,66961,53226,50162,152523,81543,101626,89687,111888,,864,705,534,422,277,189,465,272,175,56
721320,"Bars and rods, hot-rolled, in irregularly wound coils, of non-alloy free-cutting steel (excluding ...",1722,3909,5158,3557,428,1270,6106,2186,2,9,,2029,1944,1114,869,502,882,1137,1702,479,714,,3990,5442,6320,6111,2191,5778,8473,5450,2962,2872
480840,"Kraft paper, creped or crinkled, whether or not embossed or perforated, in rolls of a width ...",40,9,96,65,36,63,261,33,4,9,,6631,4517,2721,539,740,1427,444,773,669,1046,,3813,1868,2122,1058,553,545,1873,1475,947,1558
310390,"Mineral or chemical phosphatic fertilisers (excluding superphosphates, those in pellet or similar ...",1,0,0,0,5,0,0,26,9,9,,22763,14939,9682,13924,11580,12704,12948,12257,11156,11274,,748,174,7,88,16,17,120,178,216,127
851621,"Electric storage heating radiators, for space-heating",15,19,36,32,45,9,46,4,2335,9,,3022,7525,6326,4729,4754,13730,12972,10523,13255,20938,,235,432,249,802,4300,2469,203,40,2346,21
950810,Travelling circuses and travelling menageries,6,9,35,243,141,60,65,177,1,9,,0,0,0,4,0,0,0,4,4,0,,1600,446,3393,736,489,592,309,879,229,304
330113,"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes",30,1,1,0,5,4,0,22,5,9,,1487,45022,57902,66878,41268,9512,908,660,538,374,,4701,4360,5275,6481,7505,8941,9921,10198,7425,7388
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,2,2,1,11,36,13,9,,0,73,69,14,17,41,57,99,21,29,,885,700,586,693,579,463,545,521,377,330
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, made ...",960,644,149,363,64,124,174,6,26,9,,115876,185428,289628,330663,315472,324818,331761,278371,141381,122670,,3323,3254,1919,2706,959,957,1004,491,235,123
490210,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...",266,206,224,90,101,80,40,23,34,9,,2131,2021,1503,1189,1149,1157,923,792,457,698,,11077,11398,9113,7041,7836,6086,6425,5251,2064,2296
293959,"Theophylline and aminophylline """"theophylline-ethylenediamine"""" and their derivatives, and ...""",26,48,33,42,77,24,25,8,7,9,,17145,16489,6660,6954,7794,7135,9177,11800,11178,10174,,28,50,33,50,81,25,39,9,29,31
292143,Toluidines and their derivatives; salts thereof,1,0,0,0,0,0,0,7,27,9,,99596,79793,79003,72884,90754,90896,94817,81469,123653,119184,,23,31,22,49,24,3,26,21,55,50
220410,Sparkling wine of fresh grapes,1,3,0,0,30,2,1,0,3,9,,1228,1440,1834,1747,1228,1616,1401,1973,1518,1121,,242593,274121,359137,306426,279974,345883,363661,342792,262040,403019
440112,"Fuel wood, in logs, billets, twigs, faggots or similar forms, non-coniferous",0,0,0,0,0,0,3,0,0,9,,0,0,0,0,0,56,90,638,510,665,,0,0,0,0,0,0,196,173,88,151
600535,"Warp knit fabrics of synthetic fibres, antimalarial, of a width of > 30 cm",0,0,0,0,0,0,5,13,17,9,,0,0,0,0,0,8306,4933,3224,2537,3695,,0,0,0,0,0,0,866,28,36,25
540720,"Woven fabrics of strip or the like, of synthetic filament, incl. monofilament of >= 67 decitex ...",91,134,391,16,42,14,28,225,29,9,,132029,161617,174227,171612,190822,198764,207592,195351,196441,245909,,616,924,1054,217,1013,1391,412,2708,422,297
