Product code,Product label,Singapore's imports from Viet Nam-Value in 2012,Singapore's imports from Viet Nam-Value in 2013,Singapore's imports from Viet Nam-Value in 2014,Singapore's imports from Viet Nam-Value in 2015,Singapore's imports from Viet Nam-Value in 2016,Singapore's imports from Viet Nam-Value in 2017,Singapore's imports from Viet Nam-Value in 2018,Singapore's imports from Viet Nam-Value in 2019,Singapore's imports from Viet Nam-Value in 2020,Singapore's imports from Viet Nam-Value in 2021,Viet Nam's exports to world- ,Viet Nam's exports to world-Value in 2012,Viet Nam's exports to world-Value in 2013,Viet Nam's exports to world-Value in 2014,Viet Nam's exports to world-Value in 2015,Viet Nam's exports to world-Value in 2016,Viet Nam's exports to world-Value in 2017,Viet Nam's exports to world-Value in 2018,Viet Nam's exports to world-Value in 2019,Viet Nam's exports to world-Value in 2020,Viet Nam's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
71010,"Potatoes, uncooked or cooked by steaming or by boiling in water, frozen",4,1,0,0,0,0,2,0,0,0,,450,703,250,700,478,773,988,705,826,1878,,3679,3031,2142,2841,2352,2599,2964,2473,5013,1739
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",0,0,0,0,0,0,0,0,25,0,,144,1179,32759,21109,9118,12592,3419,1228,4581,1180,,3481,3727,4345,5774,5103,4649,3542,3603,4988,5301
71410,"Fresh, chilled, frozen or dried roots and tubers of manioc """"cassava"""", whether or not sliced ...""",0,0,3,2,1,0,1,1,0,0,,567844,386933,393220,398533,256205,285329,150763,81501,141679,178623,,393,368,312,315,284,282,345,439,683,607
80241,"Fresh or dried chestnuts """"Castanea spp."""", in shell""""",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,2,0,0,0,0,,,1073,942,692,561,768,575,582,618,669,854
81040,"Fresh cranberries, bilberries and other fruits of the genus Vaccinium",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,2,0,0,1,,7388,9638,14167,13945,16167,16944,19245,20805,27325,27911
100199,"Wheat and meslin (excluding seed for sowing, and durum wheat)",0,0,0,0,0,0,0,0,0,0,,143,4,712,4699,7544,8671,8452,9198,11463,270,,57103,62464,63947,51654,51016,50336,60481,57039,69650,64248
100410,Oats seed for sowing,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,0,,,5,0,0,0,0,0,29,49,82,1
100829,"Millet (excluding grain sorghum, and seed for sowing)",0,0,0,0,0,0,0,0,0,0,,35,239,143,330,186,265,501,328,162,51,,53,61,380,106,174,176,133,114,151,254
100830,Canary seed,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
80610,Fresh grapes,103,0,0,0,0,0,0,21,0,0,,255,1048,0,0,69,35,2,0,96,287,,47118,57212,56035,50538,51080,50509,48678,49853,52141,57457
80910,Fresh apricots,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,11,1245,321,0,0,177,,833,1181,730,733,938,1025,1113,1225,1248,932
120110,"Soya bean seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,33,23,0,0,0,0,0,,,0,22,65,74,51,74,80,93,103,134
121294,"Chicory roots, fresh, chilled, frozen or dried, whether or not ground",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,85,,1,0,0,0,0,0,0,0,0,0
130120,Natural gum Arabic,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,13,0,2,,1844,2435,2917,2510,2912,3413,4345,3607,4740,4074
120729,Cotton seeds (excluding for sowing),0,0,0,0,0,0,0,0,0,0,,0,0,132,0,54,5,30,2,0,,,0,0,0,0,0,0,0,0,30,1
120910,"Sugar beet seed, for sowing",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0
120924,"Kentucky blue grass """"Poa pratensis L."""" seed for sowing""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,2,0,0,0,0
160290,"Prepared or preserved meat, offal, blood or insects (excl. meat or offal of poultry, swine ...",0,0,0,0,0,0,0,0,0,0,,6,5,6,270,385,941,1216,1275,676,8,,120,200,191,154,186,221,79,172,219,204
150210,"Tallow of bovine animals, sheep or goats (excluding oil and oleostearin)",0,0,0,0,0,0,0,0,0,0,,2966,1495,346,53,0,347,0,0,292,,,58,57,0,0,0,442050,208632,0,40,60
151190,"Palm oil and its fractions, whether or not refined (excluding chemically modified and crude)",0,7,0,0,0,0,2,0,0,0,,64557,48386,50650,49002,49136,46309,45030,44869,54605,2045,,328844,316323,376142,236063,174586,137349,116623,92274,120637,191610
151329,"Palm kernel and babassu oil and their fractions, whether or not refined, but not chemically ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,67,66,0,7,1,0,1,,2361,1257,920,257,1252,3171,1252,1053,2057,3570
281217,Thionyl chloride,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,10,10,0,0
281310,Carbon disulphide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,18,14,90,37,46,51,71,556,48,15
281511,"Sodium hydroxide """"caustic soda"""" solid""""",0,0,0,0,0,0,0,0,0,0,,28,30,58,36,107,182,162,310,625,623,,2266,2114,2274,2781,1994,2033,2674,2194,1674,1954
281512,"Sodium hydroxide """"caustic soda"""" in aqueous solution """"soda lye or liquid soda""""""""",0,0,0,0,2,0,0,0,0,0,,550,362,176,128,146,91,48,307,48,44,,51946,37415,42651,35330,31456,44058,43981,31936,20201,32552
282110,Iron oxides and hydroxides,0,0,4,5,3,3,0,0,0,0,,283,455,1172,664,1184,1468,1390,1915,2989,6085,,7834,7379,7245,7640,5907,3727,3387,2645,1468,1689
282560,Germanium oxides and zirconium dioxide,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,17,,1657,2496,2497,2573,457,849,8477,825,624,783
282890,"Hypochlorites, chlorites and hypobromites (excluding calcium hypochlorites)",0,0,0,0,0,0,0,0,259,0,,470,231,117,57,138,94,2,4,1,14,,2896,3051,2904,1380,1138,1463,1072,2887,3678,4484
282919,Chlorates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2,,,0,0,6,181,5,16,0,47,0,0
283190,Dithionites and sulfoxylates (excluding sodium),0,0,0,0,0,0,0,0,0,0,,0,0,0,6,6,0,0,0,0,6,,8,5,0,52,0,0,15,126,0,0
283321,Sulphate of magnesium,0,0,0,0,0,0,0,0,0,0,,5,7,65,229,233,320,167,289,518,5400,,1164,672,2087,367,224,246,1161,577,829,1072
283324,Sulphates of nickel,0,0,0,0,0,0,0,0,0,0,,62,3,69,46,65,32,80,61,15,,,10465,7224,7902,5755,3187,3555,5024,5806,5210,7660
283524,Phosphates of potassium,0,31,0,0,0,0,0,0,0,0,,3,42,1,0,0,0,0,0,0,,,2652,2519,2727,2924,3972,7757,20412,12530,16370,20211
283640,Potassium carbonates,0,0,0,0,0,0,0,0,0,0,,0,0,1,8,0,0,0,0,0,,,3451,3547,3492,2697,2798,1636,1613,1617,1606,1546
283699,"Carbonates and peroxocarbonates """"percarbonates""""; commercial ammonium carbonate containing ...""",0,0,0,0,0,0,0,0,0,0,,6189,7536,9423,10744,9413,9025,7786,5021,4270,5950,,2044,1162,747,659,647,672,896,1034,582,877
284450,"Spent """"irradiated"""" fuel elements """"cartridges"""" of nuclear reactors [Euratom]""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
284910,"Carbides of calcium, whether or not chemically defined",0,0,0,0,0,0,0,0,0,0,,353,349,0,30,27,0,0,0,0,,,8803,7075,6624,5466,4793,4219,5361,4954,3774,5065
290123,"Butene """"butylene"""" and isomers thereof""""",0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,,,45261,33354,41507,6902,5929,34,54,20,25,0
290241,O-Xylene,0,0,0,0,0,0,0,0,0,0,,15,77,17,1,1,8,6,0,0,,,880,912,260,113,74,75,45,106,75,212
290244,Mixed xylene isomers,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,129,,15899,1386,7663,6632,875,589,1136,8764,3480,2953
290260,Ethylbenzene,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,9,12,62,2,158,49,306,210,71,277
290315,"Ethylene dichloride """"ISO"""" """"1,2 dichloroethane""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,6,3,0,0
290375,Dichloropentafluoropropanes,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,702,0,0,0,7,0,0,0,0,0
290381,"1,2,3,4,5,6-Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0
290435,"Salts of perfluorooctane sulphonic acid (excl. ammonium, lithium and potassium perfluorooctane ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0
290519,"Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""",0,0,0,0,0,0,0,0,0,0,,0,0,2,0,128,15,55,0,0,38,,7670,6130,7955,10597,11150,10724,15151,18913,16752,23773
290522,Acyclic terpene alcohols,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,34022,32883,36565,33344,31152,32725,54566,43371,41067,46980
290541,"2-Ethyl-2-""""hydroxymethyl"""" propane-1,3-diol """"trimethylolpropane""""""""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,,,2764,4404,3086,3156,2451,5897,6013,4018,4684,9325
290544,"D-glucitol """"sorbitol""""""""",0,0,0,0,0,0,0,0,0,0,,15,25,36,13,64,57,67,44,36,7,,2518,2269,2086,2484,2338,2962,3328,3106,3505,4404
290559,"Halogenated, sulphonated, nitrated or nitrosated derivatives or acyclic alcohols (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,1,48,0,0,0,0,0,3,,2315,2424,5235,2371,1398,1598,923,803,566,1943
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,5387,3953,3805,3711,3710,4450,5251,5273,5820,6877
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",0,0,0,0,0,0,0,0,0,0,,1,16,0,0,18,1,2,0,0,316,,25154,28834,30463,25382,19155,24384,26510,24626,26441,25144
291221,Benzaldehyde,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,200,,516,346,207,305,454,374,552,399,243,546
291242,"Ethylvanillin """"3-ethoxy-4-hydroxybenzaldehyde""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,8156,9325,6280,6625,7090,7882,10968,8312,10671,14125
291419,"Acyclic ketones, without other oxygen function (excluding acetone, butanone """"methyl ethyl ...""",0,0,0,0,0,0,0,0,0,0,,14,44,2,16,5,16,0,2,61,4,,2968,3375,3944,2915,2835,3134,3268,3496,2829,4439
291461,Anthraquinone,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,1579,1179,1050,781,603,630,1249,235,309,607
291512,Salts of formic acid,0,0,0,0,0,7,0,0,0,0,,226,10,145,3,6,42,6,13,4,,,16408,8816,39902,24462,127158,60488,18532,30812,382,1040
291524,Acetic anhydride,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,10853,10699,9565,13433,6672,8038,7538,10829,5634,5929
291536,"Dinoseb acetate """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,8,2,20,55,125,64,158,126,171,219
291540,"Mono- di- or trichloroacetic acids, their salts and esters",0,0,0,0,0,0,0,0,0,0,,0,0,2,5,9,12,0,0,0,,,3852,2624,2359,2072,2153,2261,2548,1736,1868,2600
291550,"Propionic acid, its salts and esters",0,0,0,0,0,0,0,0,0,0,,0,36,10,0,19,0,0,12,0,16,,8907,11007,10144,10784,10652,10042,13805,13390,10657,14879
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",0,0,0,1,2,0,23,0,0,0,,0,0,0,0,26,0,0,0,0,,,32858,25291,28195,25031,21744,23697,22558,21347,32141,31034
291634,Phenylacetic acid and its salts,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,29,39,35,34,44,26,48,76,77,106
291811,"Lactic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",0,0,0,0,0,0,0,0,0,0,,36,9,10,27,29,26,18,20,12,20,,5356,5168,4775,4740,3621,4689,5401,4288,4184,4713
291812,Tartaric acid,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,11,0,0,0,,,2006,1937,2065,1216,804,573,991,540,808,836
291821,Salicylic acid and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,0,,0,23,0,0,3,15,5,1,0,,,425,621,1989,354,338,250,332,399,300,449
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",0,0,0,0,0,0,0,0,0,0,,5425,12223,9044,8942,8776,8440,7920,8128,6237,11400,,8960,9592,11886,9747,11549,11543,12703,16930,46418,29613
220870,Liqueurs and cordials,0,0,1,0,0,0,0,0,1,0,,67,177,480,3072,1327,4488,2688,4492,3177,4546,,48261,53614,47110,54281,46392,53196,38423,33414,58245,45688
200911,"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ...",0,0,0,53,0,0,0,1,0,0,,0,1,0,131,0,1,51,108,55,505,,4009,4610,4846,4376,4420,4527,4456,4599,2958,2893
200929,"Grapefruit juice, unfermented, Brix value > 20 at 20¡ÆC, whether or not containing added sugar ...",0,0,0,0,0,0,0,0,0,0,,226,1,67,77,56,51,70,56,82,2690,,885,700,586,693,579,463,545,521,377,330
200941,"Pineapple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar ...",0,4,0,15,0,0,0,0,0,0,,0,251,127,867,1242,1513,853,845,1337,521,,1158,1427,1366,1303,1501,1079,727,452,475,498
200971,"Apple juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing added sugar or ...",0,0,0,0,0,0,2,0,0,0,,1,0,1,146,168,169,94,422,120,105,,1082,830,763,603,669,636,907,867,1090,1425
160569,"Aquatic invertebrates, prepared or preserved (excluding smoked, crustaceans, molluscs, sea ...",0,0,0,2,0,0,0,0,0,0,,1801,2297,4,615,942,1485,722,427,546,1195,,21,66,50,93,102,86,88,105,75,183
170260,"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ...",0,0,0,0,0,0,0,0,0,0,,33,23,0,0,3,7,0,4,1,71,,598,623,539,1138,1294,1243,1129,958,633,666
170310,Cane molasses resulting from the extraction or refining of sugar,0,0,0,2,0,0,0,0,0,0,,1396,3292,1226,1314,1950,6513,4309,15541,7177,1389,,326,287,397,532,392,339,360,302,223,340
180310,Cocoa paste (excluding defatted),16,0,46,0,0,0,0,0,0,0,,17,33,12,109,0,11,99,792,2629,3352,,39076,37877,56466,58290,54823,45600,39987,56113,49799,53419
190240,"Couscous, whether or not prepared",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,11,,84,121,199,114,124,112,114,125,156,282
190420,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ...,0,0,0,0,0,0,0,0,17,0,,300,597,252,209,328,2069,884,1039,1032,5659,,5737,6084,5932,9077,9420,11057,12245,10263,10888,8768
252010,Gypsum; anhydrite,0,0,0,0,0,0,0,0,0,0,,10,0,114,0,2,117,43,16,0,,,2322,1583,1076,1456,906,345,1397,2386,1590,2619
252910,Feldspar,0,0,0,0,0,1,0,0,0,0,,82,95,5,38,48,6,36,199,11,34,,918,681,688,584,543,342,269,221,204,221
260120,Roasted iron pyrites,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,4,0,0,0,0
260500,Cobalt ores and concentrates,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,9,1,0,0
261690,Precious-metal ores and concentrates (excluding silver ores and oncentrates),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,2415,12,2538,1223,803,75,97,1,247,21
262029,"Slag, ash and residues containing mainly lead (excluding leaded gasoline sludges and leaded ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,11,0,0,0,0,1137,,0,0,0,1,0,0,0,0,0,0
271020,Petroleum oils and oils obtained from bituminous minerals (other than crude) and preparations ...,0,0,0,0,0,0,0,0,0,0,,0,0,55,0,0,0,0,0,0,,,85,145,1799,22,4,8,7,10230,29816,4
271113,"Butanes, liquefied (excluding of a purity of >= 95% of N-butane or isobutane)",0,0,0,0,0,0,0,0,0,0,,494,26,17,0,37,520,628,814,1236,2098,,9400,7104,11005,3389,1310,2516,1557,3363,5090,964
271114,"Ethylene, propylene, butylene and butadiene, liquefied (excluding ethylene of a purity of >= ...",0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,7882,6449,0,,,23,82,2103,722,1015,732,7619,4921,3910,835
271129,"Hydrocarbons in gaseous state, n.e.s. (excluding natural gas)",0,0,0,0,0,0,0,0,0,0,,48,20,0,1,5,14,0,0,2,157,,1420,800,644,397,654,452,530,628,682,1104
271290,"Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, ...",0,0,2,0,0,0,0,0,0,0,,1074,993,231,421,274,165,108,22,90,125,,8163,9630,5507,9270,11093,22336,24051,20937,20183,14747
271312,"Petroleum coke, calcined",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,15,81,92,0,,,7030,3601,695,512,1184,265,498,444,168,982
280130,Fluorine; bromine,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,,395,2618,3213,4857,5203,8641,9122,8941,9209,14085
280511,Sodium,0,0,0,0,119,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,96,77,2094,215,247,379,269,2559,269,101
281119,"Inorganic acids (excluding hydrogen chloride """"hydrochloric acid"""", chlorosulphuric acid, ...""",0,0,0,0,0,0,0,0,0,0,,2,1,0,23,10,300,7,5773,32,669,,2648,2145,1488,1608,1627,3114,3437,4439,6773,4949
750720,"Tube or pipe fittings, of nickel",0,0,0,0,0,0,0,0,0,0,,13,0,0,414,0,4,0,12,0,127,,1530,3152,3361,5025,6092,3764,2941,4634,7682,5848
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",1,0,0,0,0,0,0,0,0,0,,2656,1379,3040,4048,5011,3633,7484,2799,528,2001,,524,357,198,237,101,95,459,226,40,20
760529,"Wire, of aluminium alloys, having a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,0,0,28,409,34,23,0,0,,94,424,1484,2104,2595,3918,3594,2687,2119,6435,,2175,1763,2060,3599,3417,2848,2026,2161,2167,4895
760810,Tubes and pipes of non-alloy aluminium (excluding hollow profiles),0,0,0,13,0,0,5,0,0,0,,123,189,463,727,1393,2266,2967,4448,522,3197,,27085,26303,21047,14866,13598,8621,728,457,320,530
761210,"Collapsible tubular containers, of aluminium",0,0,0,0,0,0,0,4,0,0,,1,0,0,0,0,0,0,0,0,198,,2261,2604,3447,3172,966,1125,864,933,912,1026
811010,Unwrought antimony; antimony powders,0,0,0,0,0,149,369,300,2421,0,,10695,8384,4757,8284,6265,4730,4721,3627,3036,81236,,19146,47170,10337,5388,6445,8167,8425,1487,2538,77
820190,"Scythes, sickles, hay knives, timber wedges and other hand tools of a kind used in agriculture, ...",6,0,0,0,92,0,0,14,0,0,,2318,1577,2124,5315,4006,4308,4531,1291,7543,30042,,1940,2248,1064,867,945,1032,2486,726,713,897
820210,"Handsaws, with working parts of base metal (excluding power-operated saws)",3,0,30,0,4,1,0,0,0,0,,30,330,615,713,444,525,2456,2139,3428,9644,,3786,3851,6321,4923,2139,2122,3407,3861,1959,1387
810197,Tungsten waste and scrap (excluding ash and residues containing tungsten),0,0,0,0,16,0,0,0,0,0,,16,18,57,22,18,5,4,8,7,1400,,331,369,2875,283,205,961,1121,1568,1968,10656
810330,Tantalum waste and scrap (excluding ash and residues containing tantalum),0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1240,1069,1218,465,185,1201,0,21,0,0
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,10,,52,26,4,46,3,8,85,12,21,16
830910,Crown corks of base metal,0,0,0,0,0,0,0,0,0,0,,0,33,61,160,165,401,84,47,0,206,,618,693,440,394,215,543,2489,326,134,358
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",0,0,0,1,0,0,0,35,0,0,,184,665,725,5801,1045,330,727,1166,349,3814,,11234,8844,4362,9029,4053,6210,5123,1165,2972,2922
780199,Unwrought lead (excluding refined lead and lead containing by weight antimony as the principal ...,0,0,0,0,0,0,0,0,0,0,,506,60,241,0,942,795,4223,2465,4236,34161,,1479,2266,1170,104,66,305,71,6,27,37
840810,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""", for ...""",12,0,0,0,6,0,356,153,9,0,,1058,3017,3109,1469,352,302,1009,204,2029,960,,338787,365777,319493,229533,142835,148364,78454,86930,84500,61082
841340,Concrete pumps,4,40,33,22,0,0,51,0,0,0,,1193,452,1048,513,490,1311,936,853,1216,1151,,13411,16619,13529,23684,9490,7537,5244,6650,3105,3226
841392,"Parts of liquid elevators, n.e.s.",0,26,0,0,0,0,0,1,0,0,,70,69,59,2,146,4,116,326,1082,757,,4106,2626,1942,2801,2361,2204,2042,3435,2216,1538
841520,"Air conditioning machines of a kind used for persons, in motor vehicles",0,1,0,0,20,0,0,0,0,0,,257,512,552,696,327,82,654,343,380,533,,1801,5203,4871,2075,2778,2530,3501,2565,2361,4322
841931,Dryers for agricultural products,0,0,0,0,0,10,0,0,0,0,,497,762,675,1140,1216,2834,2382,964,1040,611,,2837,5424,1411,1034,325,460,673,1911,329,189
842111,Centrifugal cream separators,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,0,9,,651,1142,1170,530,1364,306,1856,322,777,183
842320,Scales for continuous weighing of goods on conveyors,21,20,19,39,25,0,0,0,0,0,,126,52,6,67,11,3,28,10,4,359,,1566,1791,2686,2248,1438,1202,1002,2478,896,1131
842382,Weighing machinery of a maximum weighing capacity > 30 kg but <= 5.000 kg (excluding personal ...,125,122,110,95,106,0,24,1,0,0,,2722,2613,2377,2522,2329,2673,2834,2721,2906,2161,,3740,2042,1803,2416,1836,2060,1589,1359,1233,1667
842630,Portal or pedestal jib cranes,31,64,0,0,0,0,0,0,101,0,,594,0,23,72,30,54,0,9,14,281,,80261,36457,77101,71133,60282,2725,127660,16483,9419,17911
842641,"Mobile cranes and works trucks fitted with a crane, self-propelled, on tyres (excluding wheel-mounted ...",109,23,0,0,0,0,0,0,0,0,,3399,953,632,844,64,63,824,633,1104,19,,50790,117646,44552,34251,18975,13988,15645,19016,11922,24599
842930,Self-propelled scrapers,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,,,76,80,281,1651,275,31,200,1400,169,16
843142,"Bulldozer or angledozer blades, n.e.s.",0,0,0,0,0,0,0,0,0,0,,277,59,6,77,10,2,36,8,9,1,,6242,7472,14317,4734,3218,1548,1297,2043,541,1373
843239,"Seeders, planters and transplanters (excl. no-till machines)",0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,91,40,67,118,,0,0,0,0,0,0,20,122,67,77
843280,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn ...",0,0,11,76,7,0,0,0,0,0,,2210,289,2056,752,361,733,627,488,895,1019,,9309,9500,11966,10407,7249,7138,7823,5573,4722,5467
843319,"Mowers for lawns, parks or sports grounds, powered, with the cutting device rotating in a vertical ...",0,0,1,0,0,0,0,0,0,0,,270,352,200,109,114,166,99,122,80,1386,,1355,1385,1307,1455,1111,1530,1478,2109,844,1043
845110,Dry-cleaning machines for made-up textile articles,0,0,0,0,0,0,0,0,0,0,,1,0,31,1,0,22,145,160,0,83,,1114,676,645,475,857,859,4316,633,804,538
844317,Gravure printing machinery,0,0,0,1,0,0,0,0,1,0,,1,124,0,0,0,29,9,2,0,,,7943,338,876,475,1592,188,228,725,89,173
844512,Combing machines for preparing textile fibres,0,0,0,0,0,0,0,0,0,0,,0,0,132,0,15,0,766,150,0,,,3,0,3,0,0,289,0,0,0,0
844630,"Weaving machines for weaving fabrics of a width > 30 cm, shuttleless type",0,0,0,0,0,0,0,0,0,0,,385,509,50,146,159,116,413,37,4,579,,2,308,0,9,9,0,10,18,28,5
844819,"Auxiliary machinery for machines of heading 8444, 8445, 8446 or 8447 (excluding doobies and ...",0,0,1,0,0,0,0,0,0,0,,0,7,7,68,27,1,14,68,173,159,,895,661,446,702,474,493,281,335,313,317
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",0,0,0,0,0,0,0,0,0,0,,50,60,11,83,428,401,674,522,985,838,,48,332,131,192,195,328,238,368,353,119
845730,Multi-station transfer machines for working metal,0,0,4,0,0,0,0,0,0,0,,24,0,175,411,223,263,0,183,578,84,,5003,671,268,1490,556,750,1434,1064,616,7030
845921,"Drilling machines for working metal, numerically controlled (excluding way-type unit head machines)",0,0,0,0,0,0,0,0,0,0,,27,3,38,166,48,112,532,440,36,37,,3260,3582,3861,3384,1925,3972,1690,668,1401,482
846024,"Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,104,80,21,17,,0,0,0,0,0,0,1451,1223,967,780
846150,"Sawing or cutting-off machines, for working metals, metal carbides or cermets (excluding machines ...",11,2,0,0,1,0,54,150,3,0,,3240,1848,2713,2024,2196,2563,3877,2910,3496,3240,,22706,8376,8612,7651,8267,8831,5578,4127,5718,4153
846231,"Shearing machines, incl. presses, numerically controlled, for working metal (other than combined ...",0,0,0,0,31,0,0,0,0,0,,0,9,0,21,0,80,0,3531,0,,,1074,7489,2084,2942,1062,1984,855,4024,2442,1583
846592,"Planing, milling or moulding -by cutting- machines, for working wood, cork, bone, hard rubber, ...",5,0,1,0,7,119,0,0,0,0,,320,931,95,61,55,214,353,86,191,174,,9195,7116,11591,5258,7504,5022,3057,2533,976,3235
847439,"Machinery for mixing or kneading solid mineral substances, incl. those in powder or paste form ...",100,1,10,0,0,1,0,22,582,0,,507,454,409,314,371,92,506,758,1259,210,,9472,7378,11565,12223,2411,4046,5234,5249,5178,2089
847629,"Automatic beverage-vending machines, without heating or refrigerating devices",2,0,0,0,0,0,0,0,0,0,,0,30,0,0,116,878,1089,33,0,,,850,1093,479,804,691,357,429,841,28,42
845180,"Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other ...",0,0,0,0,0,0,0,4,0,0,,503,390,340,407,1258,1930,1328,1403,1047,838,,855,2287,5912,4418,4499,2903,5620,2669,1600,3666
