Product code,Product label,Japan's imports from India-Value in 2012,Japan's imports from India-Value in 2013,Japan's imports from India-Value in 2014,Japan's imports from India-Value in 2015,Japan's imports from India-Value in 2016,Japan's imports from India-Value in 2017,Japan's imports from India-Value in 2018,Japan's imports from India-Value in 2019,Japan's imports from India-Value in 2020,Japan's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Japan's imports from world- ,Japan's imports from world-Value in 2012,Japan's imports from world-Value in 2013,Japan's imports from world-Value in 2014,Japan's imports from world-Value in 2015,Japan's imports from world-Value in 2016,Japan's imports from world-Value in 2017,Japan's imports from world-Value in 2018,Japan's imports from world-Value in 2019,Japan's imports from world-Value in 2020,Japan's imports from world-Value in 2021
281820,Aluminium oxide (excluding artificial corundum),2383,1897,1525,3175,1671,1550,2288,1816,1887,2155,,341677,458612,521613,439283,389582,481601,686760,485854,373075,567973,,77731,70760,81369,83680,92520,103371,113444,119507,80275,101908
292019,"Thiophosphoric esters """"phosphorothioates"""" and their salts; their halogenated, sulphonated, ...""",0,0,0,0,0,68,1489,1502,1133,2135,,4241,5269,6183,6123,5964,3858,15880,13661,2953,3810,,3189,2601,3457,2778,2497,3083,4449,4485,2936,5114
680100,"Setts, curbstones and flagstones, of natural stone (excluding slate)",1268,1401,1489,1865,1453,1686,1708,1832,1907,2115,,853,887,968,2841,3528,6871,3645,4356,31788,53529,,49753,48204,48208,41949,39792,38843,38507,38549,37537,35132
850422,"Liquid dielectric transformers, having a power handling capacity > 650 kVA but <= 10.000 kVA",0,0,0,0,691,1044,47,0,0,2095,,46407,37792,35780,44066,47855,40275,55195,41869,41334,46524,,8738,14200,17376,16180,12405,15223,19860,26498,24282,26819
390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",580,6945,7618,5451,7765,8559,10610,10427,2448,2078,,6614,9460,13576,9391,9492,7757,13274,10771,19892,31727,,411740,392352,417413,389691,366672,412244,505676,500109,298452,517628
810196,Tungsten wire,55,160,148,117,69,135,452,854,1192,2072,,11032,14105,11479,8475,9318,8646,7098,5123,4060,5815,,13068,8047,6180,4855,4728,5643,4992,5641,4543,7851
100590,Maize (excluding seed for sowing),1425,1877,1519,1679,1949,2071,2236,2825,2265,2065,,1117289,1229360,808461,190074,106274,121574,193791,100909,352844,882533,,5112611,4738612,3849381,3221969,3060341,3073130,3363106,3510218,3283435,4726803
847780,"Machinery for working rubber or plastics or for the manufacture of products from these materials, ...",0,0,0,0,0,0,428,881,5298,2063,,33572,35087,40656,30216,29873,35569,35341,34159,42376,60084,,67976,84187,89508,67097,64612,63379,84786,103804,83467,76026
680610,"Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...",0,4,0,0,38,31,91,2078,1823,2046,,13145,18496,13477,11947,13716,15742,25853,24322,17057,19693,,40990,34900,37087,44407,48683,41356,46229,52932,47527,51469
732090,"Springs and leaves for springs, of iron or steel, incl. flat spiral springs (excluding helical ...",183,430,921,1452,2328,2102,1796,2158,1434,2015,,19843,23542,20041,19698,18719,19531,20905,19995,13859,22911,,13686,11227,15036,14721,13986,15026,16511,13768,11251,16456
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",148,463,607,729,443,750,865,1107,1726,2011,,208937,193125,185954,202708,214324,207515,265634,282226,266045,271873,,119956,120468,148860,135472,160048,171514,179175,176259,172377,199775
292239,"Amino-aldehydes, amino-ketones and amino-quinones; salts thereof (excluding those containing ...""",0,10,18,6,25,144,653,1576,1922,2011,,4062,4569,4358,6715,11874,29005,28716,45170,52255,57537,,7137,7740,11322,7741,6916,6789,13756,17763,8228,8599
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",1632,1237,1797,1451,1320,1444,2044,1703,994,1999,,34273,30190,31460,22095,19577,24311,28137,26399,27971,44343,,110391,63384,76876,59052,77468,69472,81157,50742,10851,82182
621490,"Shawls, scarves, mufflers, mantillas, veils and similar articles of textile materials (excluding ...",15429,16814,15516,9192,7108,5153,5525,4969,4126,1992,,406649,579950,471812,505108,479161,371801,250412,237167,155680,147436,,50985,50890,44762,28662,20453,18214,18158,14599,11159,6461
340490,"Artificial waxes and prepared waxes (excluding poly""""oxyethylene"""" [polyethylene glycol] waxes)""""",726,728,2117,1944,1880,2111,3526,2351,2049,1970,,15647,17258,17362,14822,16631,22315,35577,43017,38911,47143,,80850,74878,78664,73020,88134,102841,107993,88528,76892,101172
330499,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), ...",382,919,1487,977,908,1453,2151,2972,2439,1956,,119540,147650,129624,125681,137934,132611,133159,145599,122895,164404,,842076,777327,781065,738552,777547,803279,923028,1018275,974089,1029654
900219,"Objective lenses (excluding for cameras, projectors or photographic enlargers or reducers)",281,568,787,1460,720,1559,1165,1810,1726,1928,,8323,11188,10713,15278,9278,6930,5059,4194,4959,4547,,456791,371738,459073,365265,315254,323547,343174,346522,282667,304808
841340,Concrete pumps,38,2014,1987,1145,1490,1734,1251,2730,2089,1922,,8343,16918,16517,13198,15762,19511,22838,20342,12507,18159,,3490,7813,6834,6778,6355,6278,2884,5167,6646,5579
420221,"Handbags, whether or not with shoulder straps, incl. those without handles, with outer surface ...",2861,3057,4431,3652,2568,3332,3703,4464,4314,1911,,333014,394380,416302,394978,375229,421074,412198,421557,292568,353039,,445488,432658,475023,474782,506245,539330,626417,683303,497884,509504
620690,"Women's or girls' blouses, shirts and shirt-blouses of textile materials (excluding of silk, ...",1475,1453,1219,1348,1335,755,1014,1654,1209,1901,,54982,92022,76086,93061,92375,87210,91581,120414,94098,130764,,40514,49418,70807,77108,77388,52511,71000,70497,60545,46579
290539,"Diols (excluding ethylene glycol """"ethanediol"""" and propylene glycol """"propane-1,2-diol"""")""""",305,498,390,578,1135,1103,2226,1811,1642,1874,,25768,34409,43572,32042,24735,23331,37851,29540,24491,34814,,116987,104383,117695,111509,96404,101287,133898,107544,80363,138134
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip",1153,1370,1421,1155,1494,1570,1894,2178,1664,1868,,70863,118516,84684,70840,66503,77526,87931,86522,56048,71492,,7621,7454,7701,6674,6420,6614,7120,8442,6720,7355
620711,Men's or boys' underpants and briefs of cotton (excluding knitted or crocheted),881,192,10,31,41,5,0,497,2212,1861,,10470,10327,12665,13161,13594,13620,16283,16506,14455,20874,,147141,142828,113485,96966,86019,76442,72601,64668,61105,58457
91091,Mixtures of different types of spices,2364,1936,910,740,1065,1092,1399,1066,1449,1857,,42346,46338,52105,52139,56684,64989,68978,71560,82642,82380,,4336,4223,2957,2954,3023,4061,3961,3639,4702,5117
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their ...",43,40,50,89,417,316,1409,2789,1424,1847,,54550,97807,95074,112355,106160,99225,125626,131323,22483,60944,,65828,70019,62119,62111,67396,63158,78524,76028,79174,94790
611120,"Babies' garments and clothing accessories of cotton, knitted or crocheted (excluding hats)",813,946,1869,1975,2176,1350,2669,2446,2378,1844,,447808,545549,583756,590149,655472,631597,646901,708922,624402,790976,,214323,199042,194060,189731,183866,176587,171788,159816,143916,169097
381519,"Supported catalysts, n.e.s. (excluding with precious metal, a precious-metal compound, nickel ...",309,282,4,6,0,2,0,733,751,1841,,6827,23371,36871,38508,33646,34239,37031,29036,16541,16372,,46631,58075,68050,98088,93529,89921,101733,103663,90017,103287
621420,"Shawls, scarves, mufflers, mantillas, veils and similar articles of wool or fine animal hair ...",15035,15305,10606,6440,5769,4712,4456,3870,2438,1825,,139419,133554,130785,112633,87939,69760,89921,89551,46053,51672,,140536,148273,141849,136786,130964,146140,171660,147758,101080,99565
570110,"Carpets and other textile floor coverings, of wool or fine animal hair, knotted, whether or ...",2281,1816,2554,1677,1355,1509,1505,1532,1165,1823,,231170,266332,248741,316452,221604,196312,187745,181910,172251,198867,,42897,43394,37370,29268,23685,24863,28802,29319,19563,25305
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...",5072,2364,1980,2188,2754,2295,2120,2047,1933,1810,,303586,262853,250634,287810,301651,389907,366845,347161,422048,592383,,24142,29015,18771,14304,15656,14619,12630,9818,9162,10033
110423,"Hulled, pearled, sliced, kibbled or otherwise worked maize grains (excluding rolled, flaked, ...",0,8,8,863,1027,1152,1290,1430,2171,1805,,1129,2050,1444,552,4535,5884,9460,8824,9911,10033,,2484,2280,1798,1429,1423,1541,1690,1970,2759,2659
252520,Mica powder,675,759,1135,1036,1128,1281,1314,1412,1225,1799,,30592,31604,31801,34576,34485,39643,59110,37054,34000,47009,,36714,37445,34315,28545,29837,35100,33831,31698,28035,33990
520710,"Cotton yarn containing >= 85% cotton by weight, put up for retail sale (excluding sewing thread)",618,925,740,1006,902,1292,1105,1656,1752,1797,,4019,3006,2219,3166,556,553,669,737,778,974,,3502,4007,3912,3312,3177,3899,3916,4400,4556,5555
90411,"Pepper of the genus Piper, neither crushed nor ground",5517,5144,7059,8783,7448,7632,4205,2669,1276,1796,,95050,129912,116955,206162,98384,69519,50840,41276,37364,52968,,41656,41264,56456,64282,59059,39326,29536,25002,22477,30905
870340,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",0,0,0,0,0,408,474,438,631,1780,,0,0,0,0,0,986,16684,1421,1859,2237,,0,0,0,0,0,116355,93867,76936,247420,637447
847989,"Machines and mechanical appliances, n.e.s.",2030,1350,2290,2584,4401,3185,2022,3973,5209,1771,,202966,234999,344141,305051,284646,367260,347547,376967,376694,560697,,829097,771996,831044,801591,728559,883128,879985,950221,936432,994234
292529,Imines and their derivatives; salts thereof (excluding chlordimeform [ISO]),2830,1614,1462,1165,1543,1416,1133,3133,1626,1752,,64498,81540,85216,83153,88621,82289,85793,98255,135618,139922,,33635,36920,34634,38053,37095,42539,41310,46472,38955,52905
630900,"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ...",145,222,189,373,265,673,793,1389,2658,1750,,64593,81548,89650,90497,62359,72575,79508,82314,66109,85136,,27636,25408,23976,25618,30207,39137,46754,49480,42573,71119
901811,Electro-cardiographs,71,20,99,61,47,196,236,925,717,1749,,11455,5404,580,6213,16948,15276,22440,42586,41803,56656,,25846,25412,29643,29072,32001,33994,34380,40853,36207,34676
290339,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons (excluding ethylene ...",593,4,102,960,509,341,875,1759,1764,1711,,6099,7234,9217,17667,29786,55532,54316,60320,45226,88349,,147513,110513,116164,121338,125623,140821,187645,244781,253566,298540
550951,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, mixed principally ...",1293,1717,2158,3066,2184,2569,3048,2690,1020,1700,,139627,155032,152180,134621,123073,135926,140045,107544,63690,118333,,18244,18696,18187,20182,18643,17917,18749,17864,11620,15653
640520,"Footwear with uppers of textile materials (excluding with outer soles of rubber, plastics, ...",1253,787,1247,904,842,1184,1811,3210,2451,1697,,493,1353,1414,1047,1563,2662,11772,6760,4903,5346,,66538,74464,76300,84562,75801,82919,90484,87343,75291,97038
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",4487,3946,4071,4197,3042,1929,2055,1955,1335,1694,,305368,354840,355140,339202,321917,335218,398541,473973,355395,405645,,297110,307290,224420,198228,182059,139263,160171,168585,142189,116220
620530,"Men's or boys' shirts of man-made fibres (excluding knitted or crocheted, nightshirts, singlets ...",141,352,1444,1392,1543,1818,1985,1819,2156,1661,,66393,70088,86271,75959,146815,206283,80962,71546,56766,79157,,344250,289531,321119,277040,287732,293850,307648,337329,282434,257298
960810,Ball-point pens,1169,1363,1635,2007,1838,1937,2045,1784,1639,1658,,145572,151494,162888,166911,164503,141415,151169,149983,103746,120072,,75788,72469,73070,63338,67169,69529,70619,62468,43365,42166
620311,"Men's or boys' suits of wool or fine animal hair (excluding knitted or crocheted, tracksuits, ...",6867,7217,5678,5711,6841,6373,5150,3425,2481,1652,,9198,15583,16122,12008,10395,12750,14884,11279,5107,10035,,537178,488987,442592,400778,386198,387264,407232,366708,231832,150333
640359,"Footwear with outer soles and uppers of leather (excluding covering the ankle, incorporating ...",2816,2229,2594,2595,1948,1910,2341,1692,1331,1650,,135252,212478,214088,127914,54654,46868,50124,42432,28662,21995,,180069,195124,187231,152414,180191,166360,161363,140842,113929,93871
60290,"Live plants, incl. their roots, and mushroom spawn (excluding bulbs, tubers, tuberous roots, ...",1283,1165,1041,976,1198,1271,1196,1325,1327,1649,,8649,11031,10361,9168,10746,12395,16926,17367,22742,27942,,95327,88067,88072,81719,88701,92724,96095,99365,98041,108833
320420,"Synthetic organic products of a kind used as fluorescent brightening agents, whether or not ...",609,455,1160,1251,1122,1080,1197,2697,1752,1613,,73351,83974,87005,83083,77775,76518,95336,129055,73496,75534,,30827,25970,25013,23388,24751,24651,27031,32650,21008,23356
291619,"Unsaturated acyclic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids ...",1500,1695,1321,1065,1017,2198,1072,1154,979,1585,,49835,63001,45629,33246,34772,46042,52917,52049,47172,73726,,12418,14640,23078,24274,34476,36902,36908,36508,31957,27425
730640,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of stainless steel (excluding ...",299,811,118,0,779,1286,372,422,492,1583,,22543,37984,71990,35749,74735,49606,78918,57442,55552,120041,,48636,43671,38068,35932,41943,54188,63624,57355,54976,73468
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",3964,2369,1839,2117,4536,595,356,607,967,1582,,5028,5557,5722,7086,10207,9489,10267,6555,5557,9539,,213356,103784,155801,129779,147597,173980,262773,232852,131854,169015
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives (excluding ...",0,0,0,39,3,3,10,530,122,1562,,172039,133278,81680,82488,39826,35415,45492,94704,164593,226361,,706664,720334,927495,767526,977005,1196828,1264807,1104165,1009916,1268760
293722,Halogenated derivatives of corticosteroidal hormones,5815,1646,1332,12,8,164,5,423,424,1557,,19524,18903,26556,27060,17581,30123,40081,44866,43761,31888,,49687,34961,27385,25653,27572,31145,39280,44275,39189,42426
291739,"Aromatic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",862,712,471,383,471,722,818,850,2276,1553,,78674,87870,71888,79440,64426,83232,112069,135241,97301,127070,,73372,67366,80018,104853,69304,73290,96649,79975,82073,76031
722830,"Bars and rods of alloy steel other than stainless, not further worked than hot-rolled, hot-drawn ...",66,93,107,48,14,75,26,317,1045,1543,,48881,45508,45401,42412,22813,41969,44438,38232,28286,115863,,73337,57383,70452,59422,45001,63160,68039,62288,54256,79374
850220,Generating sets with spark-ignition internal combustion piston engine,65,113,868,1260,1696,768,931,1834,2382,1535,,13925,36460,48309,44735,44264,52780,51544,50486,39706,68955,,26510,30081,43335,36590,42384,56046,61914,68721,96320,71121
846693,"Parts and accessories for machine tools for working metal by removing material, n.e.s.",1383,850,254,329,267,1361,1238,708,804,1534,,55629,52293,37316,45389,38983,49805,43765,46078,31077,44018,,526742,358139,502553,522453,424965,521097,556248,453728,363301,485207
842123,Oil or petrol-filters for internal combustion engines,2304,2734,1033,1374,1306,710,1044,586,878,1509,,32597,36972,29545,30986,47643,55752,64857,58322,52761,79513,,131097,142636,158074,149002,145057,155587,170947,175077,157980,184481
851680,Electric heating resistors (excluding those of agglomerated coal and graphite),75,64,79,29,27,794,1309,1055,1419,1505,,13171,15455,15322,14411,20707,19171,24312,27450,25943,42304,,161559,158890,161286,167649,170355,191073,203658,207741,192427,221479
852351,"Solid-state, non-volatile data storage devices for recording data from an external source [flash ...",27,242,69,92,63,226,65,90,5672,1499,,14581,10041,3694,5465,10663,30014,27930,42885,28112,46184,,1344791,1022199,836307,832335,883401,948179,922639,915757,993281,956616
630221,Printed bedlinen of cotton (excluding knitted or crocheted),755,993,898,522,786,603,1004,1615,1412,1494,,93200,30114,44001,18194,13774,7808,16676,43796,21897,123872,,64782,68775,64740,60346,59791,62896,67880,70198,54066,55095
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",6,0,0,0,0,0,17,41,140,1493,,7189,15561,10439,6384,7729,12434,11198,9974,6845,20678,,95983,80021,75613,52185,52962,59116,65590,71089,50121,68227
853720,"Boards, cabinets and similar combinations of apparatus for electric control or the distribution ...",55,197,0,0,945,2569,939,81,46,1491,,94100,104087,104194,116156,94712,132347,140637,112564,108050,107924,,28293,21213,46046,47813,40245,44536,41448,39262,39690,53064
710490,"Precious and semi-precious stones, synthetic or reconstructed, worked, whether or not graded ...",250,470,352,29,82,157,337,1276,3658,1490,,26520,20966,27536,33929,86848,217225,262850,449645,532594,1188457,,76695,69801,92866,83882,45034,26890,12696,16143,17712,15039
848790,"Parts of machinery of chapter 84, not intended for a specific purpose, n.e.s.",100,10,40,67,13,130,600,1821,1248,1482,,138866,106462,104890,90828,92956,220805,113747,117565,97298,136539,,196004,167489,198492,182211,167142,157155,151666,138303,115738,140631
854411,"Winding wire for electrical purposes, of copper, insulated",216,40,19,7,47,29,8,29,1402,1480,,60250,72879,65617,64493,54585,60914,67586,71699,56968,103244,,73086,76259,99450,107226,96088,132481,182202,192083,210793,435963
760711,"Aluminium foil, not backed, rolled but not further worked, of a thickness of <= 0,2 mm (excluding ...",716,759,760,1375,834,1207,1430,1791,1292,1480,,7660,10583,9418,8659,9763,11875,11311,13877,13401,18436,,79603,82600,91748,99940,110497,137135,168839,169899,145476,225627
292419,"Acyclic amides, incl. acyclic carbamates, and their derivatives, and salts thereof (excluding ...",1261,1009,1388,1253,1345,1872,1358,932,1691,1464,,95652,119153,148622,126855,152266,168853,309008,213070,173788,259969,,77736,73361,70591,68999,56329,69169,74278,64932,71063,113963
720291,Ferro-titanium and ferro-silico-titanium,0,0,0,0,0,0,17,329,399,1460,,380,97,1002,378,479,1626,2430,8638,7944,9073,,18971,13987,14368,14699,10015,12823,16968,17203,11117,20809
252620,"Natural steatite and talc, crushed or powdered",643,691,1013,1376,1038,1612,373,349,769,1439,,15494,25824,30458,30408,36044,39385,34802,32074,28763,33465,,77415,48993,60238,53489,48964,61394,63378,64058,48514,66391
620459,"Women's or girls' skirts and divided skirts of textile materials (excluding of wool, fine animal ...",2074,1836,1485,1608,1314,1800,2118,2639,1512,1439,,22199,29617,34569,29756,22861,19523,22369,32666,29179,37503,,53327,41410,43517,36027,37281,42836,51269,68533,59568,44775
391910,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, in ...",1601,1390,1944,1889,1775,1732,1414,2127,1384,1436,,17898,24611,29153,23548,26341,28651,29950,36325,28409,59859,,195542,196439,206393,196649,192165,201137,211118,204514,197059,227169
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",545,521,287,394,388,445,353,788,823,1424,,22870,39867,39794,54476,77615,76580,101616,131496,128519,174210,,2090852,1980887,2022828,1915683,2000005,2127142,2286518,2296681,2050078,2419217
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",947,3111,4011,3039,2628,1979,2333,1567,1679,1419,,58983,88734,88578,107730,134050,141693,131158,142315,154238,220464,,268641,251653,246988,208951,208675,210832,209969,207755,198738,202053
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",2360,2459,3069,3321,3018,2879,3098,2970,2019,1405,,145802,190957,193504,172341,157154,170765,154079,168584,129106,119901,,36114,36219,37464,36843,34148,30357,30330,30659,24736,25568
271019,"Medium oils and preparations, of petroleum or bituminous minerals, not containing biodiesel, ...",38492,26816,175,33906,714,20323,1116,1462,617,1403,,30189091,46921811,40682152,17629287,16081655,22227429,32327270,29790424,17626804,34867787,,11387324,8608650,6519960,3362247,1810903,2664845,3935434,2518814,1898048,3390124
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",924,473,563,465,603,830,899,1785,1240,1402,,38127,58075,49606,59459,59219,65301,62367,66154,63303,83527,,63129,54027,46061,40863,37715,37128,38343,36901,30948,33947
320810,"Paints and varnishes, incl. enamels and lacquers, based on polyesters, dispersed or dissolved ...",0,3,0,0,0,6,0,848,1244,1393,,4883,9819,9528,7561,9323,13906,18422,21406,21222,23723,,16250,17446,18268,13362,14392,15702,15898,16182,16321,20115
292119,"Acyclic monoamines and their derivatives; salts thereof (excluding methylamine, dimethylamine, ...",989,1643,423,677,680,868,917,1279,1304,1392,,13792,12625,8300,11241,9205,16749,16779,15647,23306,23371,,48537,53356,57715,58959,55425,68262,79477,68103,72244,80923
848210,Ball bearings,2851,2224,2758,1607,1758,2086,2028,1274,806,1388,,48377,57694,58377,54202,60026,89510,93718,103046,80661,125993,,392613,360182,377138,377886,357495,377646,432010,420752,348099,416013
721720,"Wire of iron or non-alloy steel, in coils, plated or coated with zinc (excluding bars and rods)",28,0,0,0,0,0,0,0,0,1385,,10875,11769,12895,12645,10327,21409,20750,19357,18964,53030,,82788,73096,69306,58457,57133,60518,68674,88787,75982,85676
901813,Magnetic resonance imaging apparatus,1033,593,579,660,1040,1079,442,528,1046,1380,,7933,2719,7191,22329,30408,25401,33561,39681,31004,47141,,453353,425009,448937,371583,391913,336686,359186,421506,335575,335662
850239,Generating sets (excluding wind-powered and powered by spark-ignition internal combustion piston ...,0,16,6,2,0,0,15,5,0,1358,,13237,11522,17048,23072,20448,19187,18300,20179,18742,24103,,14054,4685,10594,14882,12393,9674,11704,14818,49455,35906
350790,"Enzymes and prepared enzymes, n.e.s. (excluding rennet and concentrates thereof)",777,596,1095,3823,2678,2233,3333,1636,1640,1356,,41642,43751,42966,42181,45471,49551,42747,41625,50189,68555,,126591,115710,93147,91140,87172,88054,89037,94572,91194,107906
960321,"Tooth brushes, incl. dental-plate brushes",374,391,390,209,170,391,237,312,1078,1346,,48673,46873,50175,44907,56330,60430,75988,86512,69854,90609,,105372,99929,94894,103830,119605,122128,120362,125322,115629,120418
350610,"Products suitable for use as glues or adhesives put up for retail sale as glues or adhesives, ...",4,2,7,3,11,0,2775,1127,985,1343,,2938,4071,3504,4206,10171,16293,19382,20394,16986,24488,,63467,64680,66904,63212,62915,70765,66911,68953,61064,67165
847410,"Sorting, screening, separating or washing machines for solid mineral substances, incl. those ...",213,0,39,0,192,477,543,6281,1046,1334,,17474,15884,22420,28061,26666,51960,75060,83775,47868,69030,,22908,13560,10369,8138,7728,12643,15199,19725,14248,17032
681599,"Articles of stone or of other mineral substances, n.e.s.",300,727,467,285,292,753,2142,2611,1406,1326,,16813,23553,28997,53631,79175,100040,125042,115161,104551,153472,,170785,162824,171890,160411,154175,202036,298859,273580,192703,224614
901812,Ultrasonic scanning apparatus,4441,6557,5707,4613,3578,2600,3097,2475,1235,1325,,27095,32144,88783,54103,34618,25099,22353,39454,32523,49099,,191682,225024,240809,204726,214518,198269,216941,253414,213166,234361
90831,"Cardamoms, neither crushed nor ground",863,914,725,1186,1011,1477,880,1119,1462,1323,,0,32142,58007,70389,65149,94959,71805,55332,114637,193499,,5070,4791,3759,4007,3367,5460,4980,7535,12162,12806
880330,"Parts of aeroplanes or helicopters, n.e.s. (excluding those for gliders)",21,113,133,2232,5428,7161,9257,9462,6696,1321,,1323656,1116662,1250788,1033437,1660023,1962885,1627145,1192983,906575,943947,,1320723,1440811,1873540,1836140,2056030,1717325,1702298,1909932,1568274,1144715
293712,"Insulin and its salts, used primarily as hormones",351,1116,1026,1576,242,516,2097,2468,286,1317,,21836,30399,26227,31265,38127,28565,23571,22956,30858,44580,,1460,2352,2136,2397,1129,1637,3343,3380,1894,1931
620590,"Men's or boys' shirts of textile materials (excluding of cotton or man-made fibres, knitted ...",369,690,720,839,952,933,949,1433,1454,1316,,86705,106446,113872,175157,238620,280705,217642,180628,114864,123346,,51926,80481,77936,70453,68982,50594,48567,49920,46244,29614
854442,"Electric conductors for a voltage <= 1.000 V, insulated, fitted with connectors, n.e.s.",1410,1188,986,905,506,1519,1669,2152,2059,1297,,45253,45253,36689,42421,49660,55659,69923,94853,106524,129089,,1582259,1517652,1613422,1425235,1429003,1540795,1727734,1747549,1692730,1926344
852990,"Parts suitable for use solely or principally with flat panel display modules, transmission ...",57,346,704,210,401,394,280,350,689,1292,,111262,124805,133649,109829,126059,90832,93260,139817,152049,193635,,4378265,3400666,3081400,2773777,2785911,2796831,2817145,2973599,2625298,2772826
610442,"Women's or girls' dresses of cotton, knitted or crocheted (excluding petticoats)",2039,2244,1834,1720,1540,1397,1321,1453,1334,1291,,105362,123070,125365,113486,109008,113730,112665,130516,103481,135735,,141148,147987,140228,125758,108320,81076,109798,186725,154756,162561
730799,"Tube or pipe fittings, of iron or steel (excluding cast iron or stainless steel products; flanges; ...",92,45,195,149,262,140,140,121,325,1284,,67943,75619,81920,58272,60909,88694,102084,119169,69873,104144,,157558,140101,145258,129675,139530,150018,143985,139744,115050,143890
780110,"Unwrought lead, refined",0,823,1483,4687,1551,74,972,457,938,1280,,60274,145202,126084,120868,101937,283992,344468,279446,236998,303480,,63292,55469,61495,68024,54331,95507,110406,79984,61751,62307
570390,"Carpet tiles of vegetable textile materials or coarse animal hair, tufted """"needle punched"""", ...""",3916,3713,3597,2586,2405,2763,2488,2249,1442,1265,,119928,121603,116374,155414,185551,195605,215733,213995,232500,338622,,6958,7431,6224,4879,4320,4946,4683,4295,2795,4070
750300,"Waste and scrap, of nickel (excluding ingots or other similar unwrought shapes, of remelted ...",220,212,211,181,225,275,575,917,230,1263,,1990,2461,2211,1953,2002,2095,10189,10219,4163,16354,,73376,85172,122861,77936,62357,74345,98100,125161,74764,121232
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",116,73,4068,200,425,3119,2559,2973,1580,1258,,394209,384015,418025,403307,373271,413000,483891,489349,475355,723458,,1469824,1227824,1409305,1555610,1585927,1540189,1932721,1919583,1680532,1762624
620192,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of cotton (not knitted ...",1126,1083,1449,1065,853,668,682,1180,1654,1255,,878,2432,5011,1307,890,2183,2333,2894,2295,3225,,102443,87382,80732,72705,71933,70514,80939,77484,65001,62624
901831,"Syringes, with or without needles, used in medical, surgical, dental or veterinary sciences",0,0,20,13,390,812,9,25,73,1254,,23249,33675,36833,22544,31449,33161,33872,32087,40309,53688,,92511,88500,87399,88045,95053,80974,72071,81459,116556,155789
291539,"Esters of acetic acid (excluding ethyl, vinyl, n-butyl and dinoseb [ISO] acetates)",1515,1213,1550,1522,1018,795,1123,987,1108,1253,,102562,101452,95535,82919,71778,69513,97682,108080,107596,138877,,34257,25768,29345,26258,26805,29035,41018,39776,36594,71264
380891,"Insecticides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",217,3478,837,1408,3462,1425,1363,721,2433,1246,,802656,907204,784425,558270,552212,757326,955696,1460359,1264946,1666272,,149068,157995,148485,143444,142842,153961,165396,170202,144668,141340
390720,"Polyethers, in primary forms (excluding polyacetals and goods of 3002 10)",23,16,113,78,39,202,174,327,822,1240,,14052,32316,66080,21343,21166,30220,26525,53398,91842,60577,,282263,278773,282392,247719,258716,310511,358244,324663,317786,414575
230649,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""",899,1529,3980,2020,1656,1475,1212,1436,1032,1214,,241823,340745,332946,183097,82574,108037,211699,199929,241203,256608,,6509,12000,6072,3322,2398,2145,1826,1995,1419,1539
