Product code,Product label,Saudi Arabia's imports from Russian Federation-Value in 2012,Saudi Arabia's imports from Russian Federation-Value in 2013,Saudi Arabia's imports from Russian Federation-Value in 2014,Saudi Arabia's imports from Russian Federation-Value in 2015,Saudi Arabia's imports from Russian Federation-Value in 2016,Saudi Arabia's imports from Russian Federation-Value in 2017,Saudi Arabia's imports from Russian Federation-Value in 2018,Saudi Arabia's imports from Russian Federation-Value in 2019,Saudi Arabia's imports from Russian Federation-Value in 2020,Saudi Arabia's imports from Russian Federation-Value in 2021,Russian Federation's exports to world- ,Russian Federation's exports to world-Value in 2012,Russian Federation's exports to world-Value in 2013,Russian Federation's exports to world-Value in 2014,Russian Federation's exports to world-Value in 2015,Russian Federation's exports to world-Value in 2016,Russian Federation's exports to world-Value in 2017,Russian Federation's exports to world-Value in 2018,Russian Federation's exports to world-Value in 2019,Russian Federation's exports to world-Value in 2020,Russian Federation's exports to world-Value in 2021,Saudi Arabia's imports from world- ,Saudi Arabia's imports from world-Value in 2012,Saudi Arabia's imports from world-Value in 2013,Saudi Arabia's imports from world-Value in 2014,Saudi Arabia's imports from world-Value in 2015,Saudi Arabia's imports from world-Value in 2016,Saudi Arabia's imports from world-Value in 2017,Saudi Arabia's imports from world-Value in 2018,Saudi Arabia's imports from world-Value in 2019,Saudi Arabia's imports from world-Value in 2020,Saudi Arabia's imports from world-Value in 2021
611521,"Pantyhose and tights of synthetic fibres, knitted or crocheted, measuring per single yarn < ...",0,0,0,0,0,0,0,0,0,0,,613,776,2846,3848,3391,4301,5341,7349,5597,5188,,147,409,411,759,781,801,1002,331,903,656
611530,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn ...",0,0,0,0,0,0,0,0,0,0,,278,170,481,237,283,421,528,612,456,498,,1372,866,859,943,1700,1141,814,916,354,403
620219,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of textile ...",0,0,0,0,0,0,0,0,0,0,,1118,2024,2757,1743,2103,1853,1304,1581,1068,909,,799,697,1171,1390,1509,1716,1226,1024,271,362
620292,"Women's or girls' anoraks, windcheaters, wind jackets and similar articles, of cotton (not ...",0,0,0,0,0,0,0,0,0,0,,279,600,1129,897,715,820,1054,1213,1145,1325,,1979,598,142,314,281,585,474,2955,2543,3564
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",0,0,0,0,0,0,0,0,0,0,,550,683,1101,508,560,985,1456,2684,4904,3630,,1154,2430,981,1322,1682,4171,4170,2264,3721,5070
620423,"Women's or girls' ensembles of synthetic fibres (excluding knitted or crocheted, ski overalls ...",0,0,0,0,0,0,0,16,0,0,,144,232,332,181,3294,172,160,219,346,413,,34618,48847,22369,18278,25011,9465,26784,33951,32546,27105
722790,"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils (excluding ...",0,0,39,255,0,0,0,0,0,0,,9297,7894,8326,5711,5241,12424,7816,15228,7435,65341,,8195,3140,24465,34518,16019,4712,5024,13198,15786,20757
722820,"Bars and rods of silico-manganese steel (excluding semi-finished products, flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,159561,189790,154570,148579,95517,109743,116151,89246,79482,94652,,118,29,65,524,1702,124,154,193,114,226
722880,"Hollow drill bars and rods, of alloy or non-alloy steel",30,0,0,0,0,0,14,0,30,0,,631,968,221,108,311,132,44,22,101,257,,5800,3285,3201,4755,2099,9480,7280,6804,3295,856
722920,"Wire of silico-manganese steel, in coils (excluding bars and rods)",0,0,0,0,0,0,0,0,0,0,,6670,4965,4415,2748,3005,3423,3031,2663,4897,6939,,1068,1305,1479,1241,960,772,1880,1909,4584,7793
730230,"Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway ...",0,0,0,0,0,0,0,0,0,0,,10657,7689,13603,6094,9550,3950,2919,4033,3968,4468,,37596,41193,39320,36211,26273,11445,18062,13517,19619,21408
730429,"Casing and tubing, seamless, of iron or steel, of a kind used in drilling for oil or gas (excluding ...",0,0,25546,0,0,128,47971,0,0,0,,307653,263159,350028,179784,140729,225115,383649,362190,182354,258069,,233276,683415,1516340,256122,353857,385985,427105,243024,105387,63117
740312,"Copper, refined, in the form of wire-bars",0,0,0,0,0,0,0,0,0,0,,0,0,45,6,4,126,0,0,0,6,,1207,641,830,892,289,187,110,25,303,1238
741510,"Nails, tacks, drawing pins, staples and similar articles, of copper or with shafts of iron ...",0,0,0,0,0,0,0,0,0,0,,11,201,1,12,10,26,14,6,11,11,,117,696,622,632,471,428,504,1097,1418,2540
750110,Nickel mattes,0,0,0,0,0,0,0,0,0,0,,8,0,0,8855,238243,613819,794161,1038833,1062970,1078437,,0,0,0,4,0,1,0,0,0,4
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",0,0,0,0,0,0,0,0,0,0,,373,9256,1152,3235,7864,1214,295,2029,2381,3697,,92571,74356,17706,6447,29817,1659,15340,85742,394,701
730791,Flanges of iron or steel (excluding cast or stainless products),0,0,0,0,0,0,0,13,0,0,,7546,7769,8543,4152,4681,6985,6902,9870,12100,9381,,90604,103594,68248,61063,85281,91566,83057,60345,67517,97520
731100,"Containers of iron or steel, for compressed or liquefied gas (excluding containers specifically ...",0,0,0,68,59,0,0,0,0,0,,15688,27815,15706,16727,13303,16117,14195,23459,31251,24021,,50063,70774,52777,61994,34847,47497,36688,45087,30907,29086
731419,"Woven cloth, incl. endless bands, of iron or steel wire (excluding stainless and woven products ...",0,0,0,58,0,0,0,0,0,0,,609,896,2533,374,650,528,542,1376,1720,597,,14510,8845,4897,5454,2960,1594,1620,2338,7522,4543
731442,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with ...",0,0,0,0,0,0,0,0,0,0,,59,93,118,466,120,909,306,440,127,519,,1493,997,434,647,271,311,2290,2716,1286,194
731590,"Parts of skid chain, stud-link chain and other chains of heading 7315 (excluding articulated ...",0,0,0,0,0,0,0,0,0,0,,450,558,871,630,400,711,652,818,830,1384,,3879,3620,2280,3509,1739,2118,946,1483,2085,4754
731822,Washers of iron or steel (excl. spring washers and other lock washers),0,0,0,0,0,0,0,0,0,0,,5302,6662,5883,4292,4277,5680,5506,5043,4854,7078,,47437,65542,44777,53580,33836,27414,30404,30528,27699,23191
731824,"Cotters and cotter pins, of iron or steel",0,0,0,0,0,0,0,3,0,0,,522,682,1043,523,692,560,959,1167,631,842,,15413,19378,12135,15660,11543,9458,12398,13417,15116,11343
732020,"Helical springs, of iron or steel (excluding flat spiral springs, clock and watch springs, ...",0,0,0,0,0,0,0,0,0,0,,31562,22641,11291,7914,9901,14451,25435,27740,17985,23992,,7056,6739,10039,12535,6841,7086,6257,10568,12436,14887
732090,"Springs and leaves for springs, of iron or steel, incl. flat spiral springs (excluding helical ...",0,0,0,0,0,0,3,0,0,0,,2969,1598,1582,1206,1208,1672,1216,1402,2201,2433,,13106,14977,20337,18623,11060,7346,10453,9456,7305,6712
732119,"Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of ...",0,0,0,0,0,0,0,0,0,0,,482,443,567,643,769,1084,1243,1495,2313,4499,,1078,1325,1506,1321,3001,3678,2045,3760,7740,17982
732310,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron ...",0,0,0,0,0,0,0,0,59,0,,170,281,357,325,463,561,657,796,1027,1312,,4287,5129,6463,6641,14857,16250,8277,10033,25049,25221
732410,"Sinks and washbasins, of stainless steel",0,0,0,0,0,0,0,0,0,0,,1411,1433,1947,1478,1774,2173,2191,2462,1928,2166,,7851,8585,8080,9850,6991,7904,6595,7759,5809,7195
740100,Copper mattes; cement copper (precipitated copper),0,0,0,0,0,0,0,0,0,0,,34,0,10,0,207,40023,57233,75495,9666,2429,,0,0,0,2,26,20,30,24,40,94
740200,"Copper, unrefined; copper anodes for electrolytic refining",0,0,0,0,0,0,0,0,0,0,,754,14,484,5,83,2,10,22,16,3,,3213,221,1062,436,292,183,991,262,497,2439
730793,"Butt welding fittings of iron or steel (excluding cast iron or stainless steel products, and ...",0,0,0,0,0,0,0,0,0,0,,41285,34099,41895,41397,19190,14868,19703,29348,23930,20057,,40969,31212,23104,32455,53571,70583,36159,41349,32169,35761
730830,"Doors, windows and their frames and thresholds for doors, of iron or steel",0,0,0,0,29,0,0,0,5,0,,18976,27403,41548,26339,61825,61180,52392,70185,97215,125596,,29457,105251,357372,53413,26025,25299,24450,41405,48461,24799
730890,"Structures and parts of structures, of iron or steel, n.e.s. (excluding bridges and bridge-sections, ...",265,0,88,44,87,0,25,3,0,0,,180089,286541,329392,414960,294681,325840,366864,411322,371326,511819,,927188,1196982,957671,978919,436575,415040,416922,398896,247046,285232
731439,"Grill, netting and fencing, of iron or steel wire, welded at the intersection (excluding products ...",0,0,0,0,0,0,0,0,0,0,,1442,1740,2227,2325,1937,2893,3592,3102,3789,5343,,3889,5292,11193,7631,3936,2881,2459,2730,1375,1106
731589,"Chain of iron or steel (excluding articulated link chain, skid chain, stud-link chain, welded ...",0,0,0,0,0,0,0,0,0,0,,5209,4624,4355,1401,1503,1730,2002,2418,2037,2391,,7337,5636,6250,6630,3863,4530,2540,2476,632,1154
731940,"Safety pins and other pins of iron or steel, n.e.s.",0,0,0,0,0,0,0,0,0,0,,58,47,56,39,42,70,89,88,92,90,,888,1034,575,1049,909,1831,971,852,16227,17119
732010,"Leaf-springs and leaves therefor, of iron or steel (excluding clock and watch springs and shock ...",0,0,65,0,0,0,0,0,0,0,,12894,14943,10503,8127,8065,10590,10855,10589,9779,13494,,20228,17905,17937,14880,9092,7126,5767,9469,16772,9923
732393,"Table, kitchen or other household articles, and parts thereof, of stainless steel (excluding ...",0,0,0,99,0,0,0,0,0,0,,1769,3397,4024,5203,3629,4702,6141,7524,7452,11472,,63693,62143,71109,72775,57254,48347,60335,81627,86980,95911
820720,Interchangeable dies for drawing or extruding metal,0,0,0,0,0,0,0,0,0,0,,261,473,791,921,1116,659,1598,1433,1207,1441,,7240,7229,6994,7810,5710,4535,7901,8698,10582,10780
821290,Parts of non-electric razors of base metal (excluding safety razor blades and razor blade blanks ...,0,0,79,0,0,0,0,0,0,0,,3,0,13,5,39,103,3,6,113,34,,77,83,275,191,88,1,0,128,49,350
830110,Padlocks of base metal,0,0,0,0,0,0,0,0,0,0,,1900,2068,1975,1325,1527,1761,1699,1828,1937,2482,,63715,63184,68982,69257,61075,40458,39862,33256,13483,19680
830210,"Hinges of all kinds, of base metal",0,0,0,0,0,0,0,0,0,0,,1567,2290,3009,2376,3280,4054,5536,6463,6865,8791,,29591,31624,34120,34521,33220,30048,30117,39034,41588,44267
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",0,0,0,0,0,0,3,0,0,0,,3208,2905,2252,2110,2673,3208,5203,6176,5650,7925,,99575,127445,132519,134108,103104,75779,71324,91385,50551,37371
830621,"Statuettes and other ornaments, of base metal, plated with precious metal (excluding works ...",0,0,0,0,0,0,0,49,0,0,,942,407,145,554,360,809,556,389,3817,619,,726,784,677,911,662,474,435,1772,1754,4658
830810,"Hooks, eyes and eyelets, of base metal, of a kind used for clothing, footwear, awnings, handbags, ...",0,0,0,0,0,0,0,0,31,0,,258,212,140,180,347,374,517,406,337,515,,1407,1435,1746,2622,1830,1101,997,1379,1594,1610
831130,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame (excluding ...",0,0,0,0,0,0,0,0,0,0,,408,526,473,399,380,546,603,420,435,648,,7848,3885,4081,6545,4175,3230,2148,2726,2694,3610
840211,Watertube boilers with a steam production > 45 t/hour,0,0,0,0,0,0,0,0,0,0,,31,339,5003,260,583,0,58,2398,1031,2987,,245566,245089,5782,20182,1481,280,32482,4705,328,1455
840410,"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...",0,0,0,0,0,0,0,0,0,0,,5234,11867,18828,3300,22864,16516,8955,13518,11820,8156,,45713,18813,17206,35408,34057,9130,9964,6605,9220,9573
840610,Steam and other vapour turbines for marine propulsion,0,0,0,0,0,0,0,0,0,0,,0,101,0,0,0,0,0,0,1,0,,109,195,0,137,124,9,4,5,745,876
840733,"Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...",0,0,0,0,0,0,0,0,0,0,,261,187,232,139,125,108,260,113,138,192,,38,0,512,194,184,82,84,72,118,420
740329,"Copper alloys unwrought (excluding copper-zinc base alloys """"brass"""", copper-zinc base alloys ...""",0,0,0,0,0,0,0,0,0,0,,6728,10777,6298,4551,2736,10373,16971,9560,7966,13266,,63,1405,4617,2336,450,801,1329,3035,1564,2919
740500,"Master alloys of copper (excluding phosphorus-copper compounds copper phosphide"""" containing ...""",0,0,0,0,0,0,0,0,0,0,,1237,556,720,1037,3223,928,478,293,235,1779,,176,1295,138,179,127,384,234,438,198,324
740929,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",0,0,0,0,0,0,0,0,0,0,,10473,4528,5495,2621,2447,2743,3309,3376,2528,4133,,1704,1829,959,1521,725,735,296,772,585,1174
741012,"Copper alloy foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of heading ...",0,0,0,0,0,0,0,0,0,0,,1132,1132,597,550,936,418,352,477,299,270,,10347,3517,1960,2461,906,2133,1407,641,687,335
741122,"Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""",0,0,0,0,0,0,0,0,0,0,,6342,5706,8879,4829,3560,2091,1700,9698,2185,6725,,8800,2877,9513,27503,3753,2855,2505,1634,1149,3746
750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",0,0,0,0,0,0,0,0,0,0,,53963,18912,27243,19760,15161,14903,22439,41360,43630,36420,,96,148,110,293,293,485,664,661,541,857
750511,"Bars, rods, profiles and wire, of non-alloy nickel, n.e.s. (excluding electrically insulated ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,24,12,12,19,,122,118,211,167,301,223,252,365,1278,2935
750522,Wire of nickel alloys (excluding electrically insulated products),0,0,0,0,0,0,0,0,0,0,,3356,3660,2163,2430,2446,2958,3787,3343,2692,3331,,4481,1739,1322,5584,5297,10330,3916,37467,42137,7276
760519,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than ...",0,0,0,0,0,0,0,0,0,0,,134,68,385,105,250,1121,556,495,473,684,,9190,12187,7011,14985,4594,4732,2207,1456,3023,1840
760521,"Wire of aluminium alloys, with a maximum cross-sectional dimension of > 7 mm (excluding stranded ...",0,0,0,0,0,0,0,0,0,0,,1548,4565,4584,3469,5313,9043,12527,12146,8220,12592,,15454,32855,21452,34630,21076,17073,4029,4834,4474,5338
760612,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm, square or rectangular ...",0,0,0,0,0,0,0,0,0,0,,214541,197878,224063,223240,240881,321640,366609,348983,323285,333393,,52658,91259,96109,124147,83725,84352,89990,97409,120909,112885
760692,"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...",0,0,40,0,0,0,0,0,0,0,,829,1599,1849,1495,1499,1261,1650,2139,1495,2249,,38842,48883,51816,62483,66600,78194,54715,29651,22172,26760
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",0,0,0,0,0,0,0,0,0,0,,23555,25119,24259,19811,19506,21344,25002,30409,40533,53635,,60215,60449,73433,85217,67912,74960,74935,107152,106318,119338
761610,"Nails, tacks, staples, screws, bolts, nuts, screw hooks, rivets, cotters, cotter pins, washers ...",0,0,0,0,0,0,0,0,0,0,,7669,7658,7008,5030,3721,4427,3598,3294,3886,3790,,3203,3737,2766,3451,2882,2948,4056,5307,5418,8327
790120,Unwrought zinc alloys,0,0,0,0,0,0,0,0,0,0,,175,415,722,480,697,1200,1386,1668,1209,1875,,1295,1016,690,796,473,2331,10034,7656,8596,3955
790200,"Zinc waste and scrap (excluding ash and residues from zinc production heading 2620"""", ingots ...""",0,0,0,0,0,0,0,0,0,0,,2,34,25,19,34,118,83,23,475,1129,,38,79,197,0,2,438,334,675,102,848
800200,"Tin waste and scrap (excluding ash and residues from the manufacture of tin of heading 2620, ...",0,0,0,0,0,0,0,0,0,0,,0,7,0,0,0,0,0,0,6,0,,0,0,0,23,1,0,0,4,56,0
810210,Molybdenum powders,0,0,0,0,0,0,0,0,0,0,,240,4,60,2,9,64,64,218,35,6,,0,0,0,2,1,0,0,0,0,0
810600,"Bismuth and articles thereof, n.e.s.; bismuth waste and scrap (excluding ash and residues containing ...",0,0,0,0,0,0,0,0,0,0,,38,306,302,63,188,23,21,21,162,42,,0,46,181,222,49,79,99,56,25,31
810890,"Articles of titanium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,495953,483853,435303,427957,418712,477372,565026,585107,373539,275722,,16384,3454,2884,2048,1570,1511,5567,4213,3652,7945
810920,Unwrought zirconium; zirconium powders,0,0,0,0,0,0,0,0,0,0,,385,97,1,8,1,31,35,39,27,0,,34,0,217,29,26,42,38,153,426,265
810990,"Articles of zirconium, n.e.s.",0,0,0,0,0,0,0,0,0,0,,6683,56,7131,5751,6679,375,20019,6316,15843,23427,,164,0,832,116,461,2,158,29,72,182
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears, with working parts of ...",0,0,0,0,0,0,0,0,0,0,,267,318,150,180,169,265,289,461,425,444,,229,127,439,574,449,9,0,43,899,974
820291,"Straight saw blades, of base metal, for working metal",0,0,0,0,0,0,0,0,10,0,,115,92,127,93,78,136,162,124,116,193,,1857,1391,2780,2038,1467,1247,1490,1619,2233,2261
820310,"Files, rasps and similar hand tools of base metal",0,0,0,0,0,0,0,0,0,0,,648,478,449,254,330,466,517,400,375,587,,179,334,556,1235,592,704,660,702,296,382
820530,"Planes, chisels, gouges and similar cutting tools for working wood",0,0,0,0,0,0,0,0,0,0,,317,123,152,109,105,186,173,136,175,284,,1368,1694,1308,1899,2389,1074,757,1085,1705,2262
820540,Hand-operated screwdrivers,0,0,0,0,0,0,0,0,0,0,,553,597,603,725,830,837,1032,1140,1292,1917,,4065,3909,3422,4990,4135,3712,3490,4351,4370,4218
700729,Laminated safety glass (excluding glass of size and shape suitable for incorporation in motor ...,0,0,0,0,0,0,0,0,0,0,,1511,2496,2868,3175,11904,11783,8818,7946,5100,7170,,8840,7968,15657,7116,3525,3650,7863,5823,2279,1182
701010,Glass ampoules,0,0,0,0,0,0,0,0,0,0,,1695,2295,2573,2746,3987,6199,8190,7003,7220,5639,,505,1057,759,1090,977,1518,882,1319,2321,1519
701399,"Glassware of a kind used for toilet, office, indoor decoration or similar purposes (excluding ...",0,0,0,0,0,0,0,28,0,0,,1850,1719,2100,1943,2120,2864,2885,2816,3247,4309,,10600,8832,13799,10499,9761,8182,9222,8339,7523,17498
701400,"Signalling glassware and optical elements of glass, not optically worked (excluding clock or ...",0,0,0,0,0,0,0,0,0,0,,1458,2544,1665,1117,1050,1126,3319,1624,1491,1758,,1165,1957,1436,3027,1068,2504,1208,1228,1002,929
701919,"Glass fibre cakes """"textile cakes"""" and chopped glass fibre strands of a length >50mm""""",0,0,0,0,0,0,0,1143,97,0,,3394,4185,3197,2209,1063,1901,2696,2219,4657,6643,,32448,27956,27221,14667,6883,15785,23115,16148,6767,5947
701932,"Thin sheets """"voiles"""" of irregularly laminated glass fibres""""",0,0,0,0,0,0,0,0,0,0,,6642,7466,10167,6849,7252,12355,18258,16965,19431,24926,,2517,1249,2141,3915,2746,1373,1783,2741,1531,1653
701939,"Webs, mattresses, boards and similar nonwoven products, of glass fibres (excluding mats and ...""",0,0,0,0,0,0,0,0,0,0,,54515,63231,51798,39230,41371,58519,57658,54637,44319,54064,,21396,84980,33680,15017,51655,3971,19996,75401,12070,10267
710510,"Dust and powder of diamonds, incl. synthetic diamonds",0,0,0,0,0,0,0,0,0,0,,7521,7582,9590,7527,7119,8087,8075,7895,3815,5725,,1897,293,240,90,106,97,46,33,13,22
711320,"Articles of jewellery and parts thereof, of base metal clad with precious metal (excluding ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,4,0,,1329,619,1055,299,349,319,513,542,606,4190
711411,"Articles of goldsmiths' or silversmiths' wares or parts thereof, of silver, whether or not ...",0,0,0,0,0,0,0,0,0,0,,1914,1575,1292,1258,1377,1336,1383,981,1256,1500,,6666,6376,7858,5168,1393,688,644,2338,1604,1642
711510,"Catalysts in the form of wire cloth or grill, of platinum",0,0,0,0,0,0,0,0,0,0,,8931,19561,41718,61523,216708,21413,27455,56106,58219,84124,,0,0,0,0,12,179,161,157,15,8836
711590,"Articles of precious metal or of metal clad with precious metal, n.e.s.",0,0,0,0,0,0,0,0,0,0,,1105492,1114812,1397501,601041,27022,36658,39151,47077,51610,129737,,11294,9251,7331,8799,6025,1612,1686,742,414,447
720260,Ferro-nickel,795,1272,0,0,0,0,0,0,0,0,,376348,359948,111290,1137,3827,3757,4627,1939,2056,2254,,7977,4143,8051,2796,2242,4646,9477,10073,8521,7835
720280,Ferro-tungsten and ferro-silico-tungsten,0,0,0,0,0,0,0,0,0,0,,30090,18523,31674,10206,35471,41419,35085,28809,32359,34870,,0,0,38,11,1,175,40,6,90,277
720826,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",0,0,0,0,0,0,0,0,0,0,,40518,35995,33094,28394,23191,17322,23391,8263,13555,49148,,16943,11448,2761,11409,6475,10948,13690,25407,7864,33
620429,"Women's or girls' ensembles of textile materials (excluding of wool, fine animal hair, cotton ...",0,0,0,0,0,0,0,0,0,0,,5,31,188,28,38,60,52,134,76,122,,101341,92821,135032,29117,40532,15612,16167,19733,12272,12683
620431,"Women's or girls' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",0,0,0,0,0,0,0,0,0,0,,14102,13921,7060,527,261,300,334,328,200,283,,129,170,142,937,688,825,1373,308,238,1263
700210,"Glass in balls, unworked (excluding glass microspheres <= 1 mm in diameter, glass balls of ...",0,0,0,0,0,0,0,0,0,0,,2899,2408,1386,1067,408,733,567,772,259,298,,0,0,0,77,33,498,990,913,1179,1039
700239,"Tubes of glass, unworked (excluding tubes of glass having a linear coefficient of expansion ...",0,0,0,0,0,0,0,0,0,0,,461,420,253,183,473,421,331,1146,2566,2207,,426,2814,1129,2485,1427,4214,5344,6361,6102,12999
700490,"Sheets of glass, drawn or blown, but not otherwise worked (excluding glass coloured throughout ...""",0,0,0,0,0,0,0,0,0,0,,2265,272,155,114,305,1588,2171,2560,2848,5607,,6939,3781,5066,3657,4333,3798,4024,3560,585,377
720918,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""",187,0,0,0,0,0,0,0,0,0,,79898,77936,44168,28609,29360,44981,78311,33459,24257,37012,,6433,5545,3892,3826,2295,3054,3614,4809,7616,7514
720928,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""",0,0,0,0,0,0,0,0,0,0,,4027,2189,292,327,173,567,655,401,278,266,,2079,1871,1750,1098,570,526,342,335,797,480
721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,110147,147214,138321,105903,105678,148946,189513,215507,218783,255823,,68900,100013,116477,127056,89555,68931,60563,35361,37470,44547
721220,"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",0,0,0,0,0,0,0,0,0,0,,635,763,933,472,520,611,638,361,740,429,,10407,2280,5832,787,192,811,2149,852,198,14
721912,"Flat-rolled products of stainless steel, of a width of>= 600 mm, not further worked than hot-rolled, ...",0,0,0,0,0,0,0,0,0,0,,199,251,94,58,16,44,19,25,36,25,,18454,14352,4912,4292,2799,1128,2070,2619,2133,2140
722220,"Other bars and rods of stainless steel, not further worked than cold-formed or cold-finished",0,0,0,0,0,0,0,0,0,0,,8535,13382,9866,1645,2879,4029,5349,5194,10755,6591,,3022,3557,2554,2190,2783,1920,3783,4193,2883,3719
722410,"Steel, alloy, other than stainless, in ingots or other primary forms (excluding waste and scrap ...",0,0,0,0,0,0,0,0,0,0,,21089,21329,16460,5984,4231,6206,5184,15459,6555,6982,,30,161,140,9,3,698,156,39,41,23
722591,"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...""",0,0,0,0,0,0,0,0,0,0,,38,57,0,9,1,7,17,1,31,1,,885,355,321,843,28,1,0,331,56,0
722691,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, not further ...",0,0,0,0,0,0,0,0,0,0,,26122,19549,6320,1031,840,567,565,595,387,1062,,301,934,29,70,127,124,1789,203,126,93
722840,"Bars and rods of alloy steel other than stainless, not further worked than forged (excluding ...",0,0,0,0,0,0,0,0,0,0,,7812,7534,5413,7752,9283,8844,9305,9108,9375,14124,,7962,254,748,1457,1242,386,1228,965,1267,1457
722850,"Bars and rods of alloy steel other than stainless, not further worked than cold-formed or cold-finished ...",0,0,0,0,0,0,0,0,0,0,,210513,202726,188160,145946,108891,132119,177073,122106,82133,211129,,3014,1440,4891,6102,2252,2104,3129,1899,2772,1978
730422,"Drill pipe, seamless, of stainless steel, of a kind used in drilling for oil or gas",0,0,0,0,0,0,0,0,0,0,,3312,6988,5043,1307,333,849,1231,1860,1755,1259,,25351,23483,12688,16203,1967,4594,6449,20816,44144,72552
441213,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,11,0,0
450110,"Natural cork, raw or simply prepared """"merely surface-worked or otherwise cleaned""""""""",0,0,0,0,0,0,0,0,0,0,,0,4,1,8,2,53,63,2,1,0,,75,0,31,17,239,48,84,201,17,120
450490,"Agglomerated cork, with or without a binding substance, and articles of agglomerated cork (excluding ...",0,0,0,0,0,0,0,0,0,0,,26,119,442,872,567,311,300,482,696,513,,567,696,870,1581,19274,1535,899,4084,34754,34324
460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,1,4,6,5,,0,27,0,1,3,63,18,8,11,5
460211,"Basketwork, wickerwork and other articles, made directly to shape from bamboo plaiting materials ...",0,0,0,0,0,0,0,0,0,0,,2,17,10,35,13,22,18,34,45,87,,284,453,268,678,1729,1499,2820,3731,5753,2312
440728,"Iroko, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,38,56,38,436,125,0,152,527,455
440792,"Beech """"Fagus spp."""", sawn or chipped lengthwise, sliced or peeled, whether or not planed, ...""",0,0,0,0,0,0,39,0,114,0,,47,416,62,542,2783,4294,2904,2591,863,1258,,7744,5409,5458,9557,6923,11711,9947,14687,11901,9045
440839,"Sheets for veneering, incl. those obtained by slicing laminated wood, for plywood or for other ...",0,0,0,0,0,0,0,0,0,0,,1884,1789,1252,629,428,335,283,228,196,134,,246,147,152,382,81,297,144,169,709,204
440921,"Bamboo, incl. strips and friezes for parquet flooring, not assembled, continuously shaped ...""",0,0,0,0,0,0,0,45,0,0,,18,4,20,3,7,1,5,0,10,4,,681,1854,1737,3724,5263,1250,2530,2579,560,351
441879,"Flooring panels, assembled, of wood (excluding multilayer panels and flooring panels for mosaic ...",32,402,0,0,36,0,0,0,0,0,,1206,281,425,157,795,1228,1608,769,99,489,,10731,12953,13819,16705,9471,7256,9914,7686,9236,7304
441891,"Builders' joinery and carpentry, of bamboo (excl. windows, French windows and their frames, ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,81,1781,269,341,148,301,,0,0,0,0,0,0,0,0,0,232
