Product code,Product label,Germany's imports from China-Value in 2012,Germany's imports from China-Value in 2013,Germany's imports from China-Value in 2014,Germany's imports from China-Value in 2015,Germany's imports from China-Value in 2016,Germany's imports from China-Value in 2017,Germany's imports from China-Value in 2018,Germany's imports from China-Value in 2019,Germany's imports from China-Value in 2020,Germany's imports from China-Value in 2021,China's exports to world- ,China's exports to world-Value in 2012,China's exports to world-Value in 2013,China's exports to world-Value in 2014,China's exports to world-Value in 2015,China's exports to world-Value in 2016,China's exports to world-Value in 2017,China's exports to world-Value in 2018,China's exports to world-Value in 2019,China's exports to world-Value in 2020,China's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
610449,"Women's or girls' dresses of textile materials, knitted or crocheted (excluding of wool, fine ...",3418,3212,3110,2847,2108,1839,2207,1501,1968,1867,,53576,57100,49740,69645,51134,26234,21640,24985,23110,28273,,12007,12016,11769,10167,10411,8501,8000,8552,7549,9372
470630,Pulps of fibrous cellulosic bamboo material,373,407,140,642,1023,449,318,957,743,1864,,1461,2019,2394,3192,2696,1972,2841,2915,2739,5845,,373,407,140,642,1023,449,318,957,2200,1944
320650,"Inorganic products of a kind used as luminophores, whether or not chemically defined",6925,2718,4631,3853,3031,2526,2678,1946,1124,1861,,75934,70644,78971,44432,31384,26548,20997,16566,17909,19559,,18200,11518,13949,13695,7879,8100,7532,7192,4302,5537
570310,"Carpets and other floor coverings, of wool or fine animal hair, tufted """"needle punched"""", ...""",2284,2303,2143,1467,4168,2112,4008,2151,3023,1860,,87881,80057,85704,77686,75696,63361,55244,52043,41667,39932,,30938,28189,24770,23549,26332,25651,25707,21345,26813,25582
291550,"Propionic acid, its salts and esters",57,1887,838,213,939,544,795,447,732,1859,,30681,36175,31127,24448,26348,27411,34189,35935,34861,52988,,23458,34451,22943,17805,15319,18115,17223,18973,17376,21506
843621,Poultry incubators and brooders,173,381,567,644,1055,780,996,607,446,1858,,8802,20960,20345,21557,22141,25113,33452,34943,62920,50719,,8875,8153,7332,11013,5400,3167,5795,5457,7056,5057
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",154,145,155,107,347,569,861,1577,1269,1857,,60184,144978,119931,135600,139088,164730,179169,193459,201855,268059,,66337,88437,102879,79764,77008,85274,83354,77530,75760,107868
551299,"Woven fabrics containing >= 85% synthetic staple fibres by weight, dyed, made of yarn of different ...",15572,15366,7956,5453,4651,4217,2641,2951,3155,1850,,63590,55715,43008,37357,32442,105960,130370,56329,38157,44391,,31950,46032,44053,24387,24437,26258,24405,23788,24049,26217
730431,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...""",1130,475,1889,908,732,1188,1030,1495,1565,1847,,212628,207306,215931,176225,146913,164424,195736,218063,197055,223428,,146116,126710,134913,104293,100926,121627,156010,133704,88933,144820
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",0,0,0,0,0,0,0,6,342,1844,,22254,38473,38484,29249,13088,15583,31460,30069,15668,26075,,0,0,0,0,0,0,1,1202,2300,3458
500720,Woven fabrics containing >= 85% silk or schappe by weight,16559,13967,15390,9680,8111,6963,7901,4469,2613,1844,,993464,895531,835472,686301,598378,537238,594215,544134,240726,299690,,46639,42543,43164,29490,24998,21951,19931,14324,9196,6470
380892,"Fungicides, put up in forms or packings for retail sale or as preparations or articles (excl. ...",1623,1539,1858,693,1746,1262,1725,1456,4258,1837,,333885,373541,413157,434033,530450,607222,588159,569655,641536,712081,,647779,734307,778915,709868,662068,593383,644218,613927,452301,604597
293790,"Hormones, natural or reproduced by synthesis; derivatives and structural analogues thereof, ...",940,1046,613,229,126,165,1395,335,319,1820,,12829,16460,13448,12275,14715,13136,13776,16236,21250,30542,,4252,7404,7135,2981,2843,15905,9437,4700,7926,17194
330290,"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...",2337,1544,1433,832,996,992,1178,1480,1996,1816,,259206,258910,271015,229921,231353,244989,290971,310596,285995,314202,,421373,499413,539018,497884,477177,490674,543809,568619,486471,472347
580133,"Cut weft pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry ...",1968,3004,2854,1467,1152,2358,2518,3225,3564,1807,,304867,321686,266506,246629,200534,199261,194956,175145,156553,165820,,3348,4433,4790,3620,2876,3701,3775,4309,4789,3043
842831,"Continuous-action elevators and conveyors for goods or materials, for underground use (excluding ...",0,669,2845,377,827,540,188,406,143,1801,,41197,10412,2386,3254,7475,7003,11221,8146,6567,18090,,483,742,3419,722,912,1102,983,4562,1305,3565
382440,"Prepared additives for cements, mortars or concretes",386,14,1,14,413,1121,1475,1349,1396,1797,,191192,263498,290281,324508,239798,248624,308581,271225,207497,236817,,36328,41200,48659,39871,39707,43310,46585,47439,49384,63008
843041,Self-propelled boring or sinking machinery for boring earth or extracting minerals or ores ...,2384,3030,2090,1086,998,0,0,5,485,1796,,1186904,862099,978141,705440,586862,433890,488035,434710,294453,362615,,42344,57797,42421,35610,38492,49796,46343,56010,59451,74842
843930,Machinery for finishing paper or paperboard (excluding calenders),2345,1066,992,985,250,1002,2428,597,1428,1795,,75730,86913,98058,97122,106216,113623,145994,173905,150217,179640,,34243,19487,34653,28162,37278,70236,70800,76010,71761,72784
390290,"Polymers of propylene or of other olefins, in primary forms (excluding polypropylene, polyisobutylene ...",554,673,1086,105,366,116,1000,2107,1697,1792,,19991,23196,24224,25262,30885,30415,25576,35526,36670,49946,,355864,384904,388908,271763,269850,293935,285531,276996,261991,333035
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",2380,2678,4003,4634,4275,2423,2590,1646,1767,1792,,224367,253698,246073,234789,249110,263474,269443,291353,286134,274715,,22971,24981,26205,22385,22940,21327,19860,18569,20387,22885
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, ...",2461,4204,3191,1749,2210,2970,2902,1605,420,1790,,140418,166329,161919,149542,139698,191128,231763,337107,254166,320396,,14238,18348,10929,9976,11652,13094,14460,10451,12544,9972
800110,"Unwrought tin, not alloyed",377,356,823,2148,4803,12745,5369,9651,257,1789,,43591,70325,21387,9161,11540,19809,45394,72612,78435,405188,,406225,443555,463508,333098,358367,447028,446701,383189,279522,538012
400811,"Plates, sheets and strip of cellular rubber",815,845,1244,723,827,855,1404,840,1228,1786,,62799,66000,70219,70113,72867,82456,90476,102868,134327,146656,,52683,50011,50934,47312,51787,60047,70392,68412,60676,78153
847740,Vacuum-moulding machines and other thermoforming machines for working rubber or plastics,229,102,342,601,1001,933,726,399,150,1780,,116963,121784,145741,163634,152345,164345,189021,229808,186802,209922,,10855,12146,13469,10665,10872,8144,11657,13997,8966,18439
250830,Fireclay (excluding kaolin and other kaolinic clays and expanded clay),129,300,799,1191,1175,1928,2324,1625,1126,1778,,189211,199100,218766,190323,166932,206720,205596,179080,156807,251815,,4677,3552,3682,4141,4291,9579,14316,13288,12209,15523
60390,"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...",209,111,75,283,153,99,155,283,738,1759,,6430,5036,4355,4057,2995,3130,4205,5373,10984,20638,,10079,10163,10894,10745,7891,12268,14427,13655,21452,27446
760120,Unwrought aluminium alloys,4382,2264,4994,2741,1144,555,1166,1269,829,1758,,1162734,1030288,1233656,1110813,911840,1033978,1098087,958024,400373,364020,,4254869,4192204,4345251,3933002,3477930,4155068,4387164,3642839,2851459,4464129
850520,"Electromagnetic couplings, clutches and brakes",2997,3673,3026,2601,2923,2326,2941,2426,1511,1748,,135869,160418,210214,204443,192735,204601,186700,157780,117107,147146,,91662,100516,107875,77164,89807,89755,99153,80132,93834,64537
290542,Pentaerythritol,3716,4366,1537,553,1704,2047,1953,1479,1882,1748,,97670,100597,72219,93978,85180,101507,107241,91228,69042,115878,,12649,13985,13239,8953,9273,11536,12565,11691,12099,18794
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, ...",1572,1672,2340,1685,1964,2406,2058,1890,1681,1744,,79272,60197,69127,68483,69531,71657,82366,86470,85126,108393,,30644,34814,35830,34428,30338,33981,31366,28168,29279,38096
600110,"""Long pile"""" fabrics, knitted or crocheted""""",2296,2022,1983,2858,2947,3253,4324,3121,1533,1744,,158766,156590,185861,191195,178950,207882,265738,279186,265389,288612,,18476,17748,16020,11670,10219,11267,12774,10223,6203,8431
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",1262,558,1312,1798,1427,1707,2291,1434,1641,1736,,214003,289480,308338,265634,246809,232515,202016,172731,128777,158356,,20422,18876,19419,16843,16892,17767,20244,16972,15717,19008
430400,"Artificial fur and articles thereof (excluding gloves made of leather and artificial fur, footware ...",859,877,1125,876,1715,819,1048,1784,1475,1735,,13689,11327,17806,17432,15769,21430,28917,45748,43304,55127,,1163,1434,2444,1968,3588,2244,3553,3517,3686,3263
510211,"Hair of Kashmir """"cashmere"""" goats, neither carded nor combed""""",633,741,1653,1440,1848,1996,1153,294,1504,1724,,275,427,0,1279,0,0,0,0,0,0,,2122,1536,5194,1968,2234,2613,3272,2438,3808,4042
284610,Cerium compounds,11208,11252,4475,4351,3649,2346,2063,1105,972,1724,,132836,40856,37105,34834,51444,35355,36919,18341,16306,20079,,37243,32713,22847,29080,20465,15087,11109,6314,4674,5240
620990,Babies' garments and clothing accessories of textile materials (excluding of cotton or synthetic ...,448,485,911,1406,2082,2381,4502,1675,1560,1720,,15512,17581,22273,19744,18738,20112,17436,16337,14454,14939,,1880,2011,2766,3682,4998,5070,11987,7825,7676,8741
330690,"Preparations for oral or dental hygiene, incl. denture fixative pastes and powders (excluding ...""",783,643,826,653,1089,1232,1379,1945,3053,1719,,3697,4468,5128,7362,7505,8583,16486,20974,23071,25989,,80394,90616,104662,87683,89313,95682,112077,115022,126320,180155
500400,Silk yarn (excluding that spun from silk waste and that put up for retail sale),21568,13042,12039,8789,4611,7519,11193,2073,1749,1719,,133927,141542,118788,98140,97832,95388,92298,74691,46803,43462,,22201,14365,13278,10126,5567,8230,11942,2689,2595,2682
870911,"Electrical vehicles not fitted with lifting or handling equipment, of the type used in factories, ...",1497,554,368,609,664,683,1165,1349,1015,1718,,13292,16162,15600,17568,23726,27276,35902,46328,79208,42780,,23563,14526,16773,17834,15106,19276,22101,16257,11753,14844
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",4309,2664,3322,2257,2881,2859,2608,2215,3704,1715,,42302,51311,48208,38567,39201,45630,54923,55762,56611,60708,,35368,29504,33428,27801,31326,32984,30826,38386,30188,32344
722699,"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...""",419,158,28,41,169,1143,115,968,1544,1712,,29730,33218,48445,58351,46793,63766,61077,57087,95846,110019,,32614,23901,8738,24263,28484,26376,44029,46100,55157,80826
711420,"Articles of goldsmiths' or silversmiths' wares and parts thereof, of base metal clad with precious ...",174,185,193,133,31,6,31,91,584,1710,,67,214,139,99,59,90,99,11,42,1277,,1861,1758,1392,588,325,43,106,297,1318,3620
610719,"Men's or boys' underpants and briefs of other textile materials, knitted or crocheted (excluding ...",445,819,1524,820,859,920,1035,1220,934,1706,,36614,48257,23308,19776,20611,15517,11867,14477,12099,19335,,2506,2593,3129,2687,2724,3861,5285,5851,6013,8697
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or ...",572,449,461,403,386,721,626,729,810,1700,,34805,35387,34334,33700,32784,31159,29239,29116,31582,27866,,2769,3510,3857,3125,3282,3651,5475,3826,3788,4984
920120,Grand pianos,1693,1537,2040,906,790,1268,1822,1022,1020,1696,,26691,27532,28610,24391,25383,20656,26549,22012,22046,25683,,30547,33681,30881,22300,19620,21668,20587,22248,23319,29004
551614,"Woven fabrics containing >= 85% artificial staple fibres by weight, printed",234,97,309,582,779,899,1131,1020,983,1694,,577444,710943,872200,1039465,1003645,1116880,1223270,1312522,1259298,1273355,,1714,3105,4991,7794,8089,10123,9526,10182,9380,8616
890392,"Motor boats and motor yachts, for pleasure or sports (other than outboard motor boats)",75,0,1003,11,90,0,44,51,11,1692,,7988,58701,20968,20575,30981,39373,157210,48662,45205,65351,,297905,615867,124838,452947,284012,155304,170672,155254,1127940,183013
950661,Tennis balls (excluding table tennis balls),1748,2274,1118,1181,2737,2259,1182,575,1233,1692,,84506,89478,83809,79661,78109,75722,73505,73084,66495,81137,,19795,20891,19124,14327,24275,23397,25564,24992,28145,29141
970300,"Original sculptures and statuary, in any material",1417,1890,2374,2060,1341,948,4814,1614,1819,1690,,273709,533812,223662,61465,30928,6952,8633,47953,13039,353400,,123154,102144,103619,90474,89442,75550,98260,74599,59872,98446
844140,"Machines for moulding articles in paper pulp, paper or paperboard (excluding drying equipment)",1491,1159,2580,1286,1259,717,327,979,715,1679,,75322,75655,75930,97823,105190,106594,104074,160439,142839,138993,,4250,5238,7502,4721,3528,2825,2971,15725,20803,14993
846595,"Drilling or mortising machines for working wood, cork, bone, hard rubber, hard plastics or ...",445,447,685,442,341,637,1900,1540,1153,1677,,20016,22097,31518,29867,39457,42329,58352,106782,128650,145249,,17018,21979,16240,15999,20678,20781,20718,16447,11833,16153
690723,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,9280,9445,5734,6487,1676,,0,0,0,0,0,733211,652049,544552,457115,329627,,0,0,0,0,0,138037,135674,111669,105642,93525
200559,"Unshelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",1445,1339,824,675,760,848,816,894,1092,1675,,15136,13086,10806,9411,8875,6993,4197,3299,4096,3009,,54610,55086,57253,53014,53228,60382,61876,61554,65732,62945
854590,"Articles of graphite or other carbon, for electrical purposes (excluding electrodes and carbon ...",1222,1134,1597,1522,1608,1748,1292,1123,879,1673,,60622,52348,57290,56830,43368,58433,75494,67409,59157,105785,,11366,11857,11659,12337,15876,11652,11072,12699,10039,11191
190219,"Uncooked pasta, not stuffed or otherwise prepared, not containing eggs",693,1415,1708,1660,1505,2323,1642,1651,1611,1669,,27852,27513,30420,31100,39036,43527,41033,38181,43343,33510,,349670,399437,412645,368929,344911,332450,373216,362803,422414,462187
620312,"Men's or boys' suits of synthetic fibres (excluding knitted or crocheted, tracksuits, ski suits ...",37019,33451,24235,15399,16479,9140,13615,10388,3330,1669,,524787,550185,518356,410087,350933,309925,319175,301705,149161,146399,,52257,48001,38418,30614,32261,26161,37212,34714,23432,17440
845012,"Household or laundry-type washing machines, with built-in centrifugal drier (excluding fully-automatic ...",198,269,197,1599,8474,6266,161,241,819,1667,,454848,368292,359535,323714,297264,298556,312894,334920,279880,223312,,1440,1235,1612,6266,14815,10549,1869,1842,3169,10158
350699,"Glues, prepared, and other prepared adhesives, n.e.s.",662,1041,1054,1231,1196,2097,1586,1985,1411,1662,,210560,202881,201014,226095,235868,269494,287596,322250,338152,434507,,72777,76476,77474,61954,60693,70327,82306,69872,70387,84000
844833,"Spindles, spindle flyers, spinning rings and ring travellers, for machines of heading 8445",868,863,696,952,1592,1934,1696,1660,651,1658,,9294,9513,8377,11537,8964,10723,10332,10528,8248,9974,,7609,8953,9053,8904,9619,11937,7968,6730,3333,3676
321519,"Printing ink, whether or not concentrated or solid (excluding black ink)",2391,4621,4549,2443,194403,425880,1611,1350,1642,1657,,95573,119609,127207,134065,108460,104180,100976,95834,82423,100821,,457613,437526,428952,360349,786825,1252698,386743,354997,380042,406961
950632,Golf balls,1741,1652,1705,1437,1676,1545,1441,1744,1620,1647,,80268,74349,57510,65267,51952,53258,56834,62743,61004,80140,,15254,14016,16371,15550,15660,18017,20841,25114,26503,46615
551120,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, put up for retail ...",311,920,3532,3538,1437,1151,1266,978,1432,1641,,10432,12686,13029,11059,6957,9806,16352,14609,15552,12554,,14775,33811,28118,15136,10606,9368,7352,5336,5704,6413
845961,"Milling machines for metals, numerically controlled (excluding way-type unit head machines, ...",2628,1639,2355,1596,1402,1804,1995,1737,2075,1641,,12614,15351,14828,19427,24080,32916,39300,45493,36172,50138,,109702,119698,100335,85659,82099,76100,82813,62036,49035,53466
580639,"Narrow woven fabrics of textile materials other than cotton or man-made fibres, with a width ...",572,716,1091,822,860,611,715,740,1245,1636,,6597,10758,16548,19848,14854,14287,14757,14068,13728,15850,,1795,2691,2676,2268,2249,2138,2616,2250,3169,3662
740921,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",7,367,19,17,32,46,27,72,21,1633,,57610,52187,52493,44302,41576,49652,66829,57387,50112,148852,,73368,77748,78173,59824,53939,67924,103012,75675,58991,98332
390110,"Polyethylene with a specific gravity of < 0,94, in primary forms",2773,940,781,494,750,700,522,1076,916,1631,,110583,74419,83346,91374,102672,84289,113325,141005,165064,302022,,2131230,2097298,2067181,1757158,1734496,1780222,1775074,1511020,1257256,2030696
540600,"Man-made filament yarn, put up for retail sale (excluding sewing thread)",789,949,1087,1179,281,286,255,355,486,1630,,47419,45854,39526,42878,49393,62554,73511,77801,73215,87642,,3409,3037,4464,3932,2889,3076,2386,2147,2265,3009
71232,"Dried wood ears """"Auricularia spp."""", whole, cut, sliced, broken or in powder, but not further ...""",1473,1698,1954,1474,1474,1453,1447,1384,864,1629,,146667,329975,558600,663422,628750,743060,934813,590701,287800,250121,,2111,2323,2283,1806,1819,1811,1742,1803,1371,2118
280470,Phosphorus,2669,5008,1289,1197,2271,1575,3285,2455,1108,1629,,47630,70793,57027,45094,34468,19311,16896,12485,5595,4567,,115143,83372,100306,108428,90561,94787,106022,110684,102920,113641
620721,"Men's or boys' nightshirts and pyjamas of cotton (excluding knitted or crocheted, vests, singlets ...",6249,4843,5196,2092,1562,1792,1396,1061,1202,1621,,168153,155810,141656,122209,96801,103464,93566,83074,76622,77523,,12219,15948,14157,16907,8833,8819,10147,8803,7820,9462
630120,"Blankets and travelling rugs of wool or fine animal hair (excluding electric, table covers, ...",931,255,315,376,1507,679,936,1183,1504,1620,,16603,17256,39397,54082,39250,34164,27419,28920,35055,54409,,11244,11368,10009,10325,12818,13490,13425,12312,14836,17287
283529,"Phosphates (excluding phosphates of monosodium, disodium, potassium, calcium and mercury)",779,1222,2043,1211,1577,1273,1810,1415,1832,1613,,51195,28535,32460,31822,30384,21804,22103,25632,21442,40871,,12221,12640,14500,9645,10039,11749,13473,13182,12440,14999
611594,"Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...",5291,4714,4712,1949,2244,1744,1538,1261,1838,1613,,21419,28950,26866,27283,38395,49059,60639,60255,51154,73327,,32755,31428,32367,24332,22968,22447,24227,27579,32395,41421
611530,"Women's full-length or knee-length hosiery, knitted or crocheted, measuring per single yarn ...",2546,3863,3210,2481,1676,2034,2032,1471,1510,1612,,82108,89535,85279,90216,74424,71426,63162,61639,52668,56039,,56783,56371,57944,47165,40992,36398,34707,30015,24345,21328
80590,"Fresh or dried citrus fruit (excluding oranges, lemons """"Citrus limon, Citrus limonum"""", limes ...""",274,368,547,614,361,489,1097,1132,1184,1611,,1273,1690,2288,4851,740,279,157,113,8,15,,5610,4788,4044,3737,3717,5805,8077,8723,8832,7726
820760,Interchangeable tools for boring or broaching,318,747,1322,1538,1823,1474,2346,2564,1538,1611,,14556,15212,15194,17879,17120,19037,18487,20629,15461,23931,,42391,41489,37938,41043,43139,55808,61619,49718,40741,37947
520849,"Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, made ...",1231,1082,1478,2598,4086,6499,5576,4501,2539,1599,,115876,185428,289628,330663,315472,324818,331761,278371,141381,122670,,21504,24211,23909,18828,20798,20393,15428,10899,6452,4878
71021,"Shelled or unshelled peas """"Pisum sativum"""", uncooked or cooked by steaming or by boiling ...""",3322,2958,2737,2454,2884,3143,2069,2181,1715,1595,,21663,19342,17892,16824,16291,19627,17930,16147,16905,11906,,41900,47622,47022,37349,40993,39303,39509,37485,45598,38032
220600,"Cider, perry, mead and other fermented beverages and mixtures of fermented beverages and non-alcoholic ...",1344,1382,1366,1730,1386,1308,1302,1132,1022,1594,,33900,30914,30165,28268,30523,33446,35685,34161,31305,29096,,61893,64123,64454,49832,54350,56441,62135,51303,41266,53790
200551,"Shelled beans """"Vigna spp., Phaseolus spp."""", prepared or preserved otherwise than by vinegar ...""",28,10,139,324,683,1638,1402,913,1850,1592,,111065,110178,114316,108248,114825,106611,103387,118058,117701,102936,,34948,37822,46939,42875,42601,47553,51597,52217,66739,70538
630510,"Sacks and bags, for the packing of goods, of jute or other textile bast fibres of heading 5303",404,403,404,415,327,396,806,769,1442,1591,,6075,4227,7003,6796,5446,4329,5940,5006,5961,8347,,4898,5398,5683,3822,5566,5665,6527,5249,5241,7207
252922,Fluorspar containing by weight > 97% calcium fluoride,23495,23642,8002,5491,10828,4887,18351,9694,4088,1589,,112794,92139,72083,48663,48220,40747,80381,78077,29891,18492,,106981,77228,75624,51942,42146,30785,63248,73393,57949,58473
810295,"Molybdenum bars and rods (other than those obtained simply by sintering), profiles, plates, ...",28585,17890,16538,11227,1399,908,1013,849,894,1588,,149316,101674,143980,68137,27096,25393,29060,26011,25928,28901,,45967,38978,33957,25769,15732,16638,20036,17793,19640,23123
550912,"Multiple """"folded"""" or cabled yarn containing >= 85% nylon or other polyamide staple fibres ...""",172,537,703,953,1168,1014,1343,850,616,1585,,21526,20616,23584,16177,16260,17937,27745,25235,21064,18223,,43054,49723,57613,47078,46961,62852,69354,68533,59024,76387
630190,"Blankets and travelling rugs of textile materials (excluding of wool or fine animal hair, cotton ...",1646,2159,2547,1915,1778,1725,1818,1461,1647,1584,,11248,7865,18146,18382,21325,19133,18471,29915,26029,32509,,5956,7685,7968,6610,6253,5564,6238,5483,6546,8082
420321,"Specially designed gloves for use in sport, of leather or composition leather",2153,1974,1328,1460,1642,1287,695,1218,1466,1576,,98260,87117,85700,88059,73993,66922,69901,63567,42294,51900,,9104,9315,8345,8356,9932,9842,7864,9210,9624,12501
321210,Stamping foils of a kind used in the printing of book bindings or hatband leather,1509,4087,3123,1284,3047,4587,2287,1505,1282,1575,,11358,16443,15510,15174,16083,22758,27531,25637,23975,26372,,37332,39430,30481,27756,30223,32591,26778,21392,19567,30570
731940,"Safety pins and other pins of iron or steel, n.e.s.",2234,1685,2444,2707,2369,2490,2826,2511,2431,1574,,62015,52739,53530,51433,42365,42146,41062,44208,36475,35878,,5675,5243,5852,5554,5299,5327,5551,4960,4538,3736
350510,"Dextrins and other modified starches, e.g. pregelatinised or esterified starches",1378,2728,1198,1033,844,328,1078,559,602,1573,,91804,103991,83553,63486,68889,76099,80857,81798,109149,147348,,364017,387069,383228,307483,302178,324946,345520,351187,330950,372115
690911,"Ceramic wares for laboratory, chemical or other technical uses, of porcelain or china (excluding ...",831,1325,1598,2382,1148,3527,2452,1243,1248,1568,,49547,50785,60678,66068,61228,66769,78259,79280,72084,94246,,12575,12238,12857,14098,10770,17528,14343,12536,10749,13217
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",1049,1144,1462,1213,986,863,786,996,1200,1567,,101088,48289,21525,16635,18609,17205,27082,198969,49661,25685,,1596,1611,1708,1436,1116,1307,993,1104,1382,1674
741991,"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.",651,354,1073,738,303,463,990,1098,1101,1565,,12015,31023,106868,73979,42232,50729,67517,59486,61265,94139,,37065,31794,34539,29722,29789,34703,37526,30818,30810,36109
621790,"Parts of garments or clothing accessories, of all types of textile materials, n.e.s. (excluding ...",936,721,910,702,738,1447,1402,1708,1824,1556,,69912,76389,108410,87687,83755,97965,84350,67896,53520,110051,,15816,13800,11570,16593,15478,13986,12837,10445,8212,9809
810294,"Unwrought molybdenum, incl. bars and rods obtained simply by sintering",1901,2273,2522,5474,4775,17100,25592,9295,2896,1555,,503,4179,768,38023,54000,74280,87053,78738,60572,45213,,4591,3497,22099,23211,14403,19998,30915,17686,12446,14709
610791,"Men's or boys' bathrobes, dressing gowns and similar articles of cotton, knitted or crocheted",1212,1093,1372,850,947,1205,859,815,1304,1545,,98259,109643,97871,86132,66826,65003,54512,57562,50423,58484,,3816,5324,7000,6679,7229,6938,6773,8331,7094,8789
292320,"Lecithins and other phosphoaminolipids, whether or not chemically defined",123,33,196,239,141,504,867,3436,3727,1536,,23003,19515,29117,29523,32131,41509,49608,46974,40625,31792,,68449,72149,64909,63363,68596,64734,66237,65202,62921,68379
731600,"Anchors, grapnels and parts thereof, of iron or steel",674,557,521,509,527,618,794,727,927,1535,,79420,71751,82341,76248,75539,77997,78991,80404,71923,84458,,1634,1464,1363,1081,2485,1449,2034,2338,2035,3306
871140,"Motorcycles, incl. mopeds, with reciprocating internal combustion piston engine of a cylinder ...",66,61,678,283,772,132,403,19,378,1531,,6136,18807,8562,9053,8231,12768,7940,13384,13001,41311,,245492,248623,236737,174256,195772,157550,131967,172434,181417,198380
291822,"O-Acetylsalicylic acid, its salts and esters",1849,2602,1324,1137,1112,1247,1095,1046,1613,1527,,25362,25071,19938,19497,22559,20164,22649,23775,22340,21575,,11831,13335,14497,11564,13032,11006,10342,8810,8677,9040
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",1253,2870,3046,2452,2972,2281,2183,1735,1336,1523,,126115,127105,140369,133202,105367,110975,108694,110143,104885,98117,,3543,6542,6524,5175,5074,5089,5322,3653,3340,4756
610431,"Women's or girls' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...",12850,11153,7413,6213,4340,3216,2615,1452,1801,1519,,56536,55155,64716,45780,69412,100497,42854,18674,26421,31366,,35531,30311,25736,21776,17431,13804,11642,10163,10729,8870
392520,"Doors, windows and their frames and thresholds for doors, of plastics",1020,1505,2160,1787,1601,1025,1509,1157,1079,1518,,251923,258886,241455,243246,213473,234385,256762,273864,309571,358804,,260453,214038,223312,190150,234040,286205,353860,345595,390486,416764
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,512,1737,2690,1357,1099,1536,1203,995,1174,1516,,6282,6151,6684,5161,5071,5612,6416,6079,8507,10102,,5313,7083,9134,7155,5486,5900,5602,4737,4718,7378
711711,"Cuff links and studs, of base metal, whether or not clad with silver, gold or platinum",4146,5086,4915,4723,4177,3181,2830,3535,2296,1511,,8443,11974,17854,20351,31703,38511,32238,24495,26928,46023,,6234,7431,7742,6771,6182,5396,4683,4621,3447,3073
41000,"Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s.",1102,1000,586,1046,1067,1146,1235,1360,1818,1511,,59407,64753,58717,78714,81196,83368,95544,82096,90915,74967,,1930,2404,2097,2818,2591,3686,5196,4466,5623,6525
841780,"Industrial or laboratory furnaces and ovens, non-electric, incl. incinerators (excluding those ...",4062,5929,190,758,17,383,400,94,343,1510,,256844,219272,292602,351150,379568,448435,384347,453002,356842,385946,,21225,30329,14017,11481,9040,13782,7395,11853,23642,6543
283640,Potassium carbonates,50,282,474,354,350,321,367,409,469,1497,,7575,8961,10746,12045,11915,16750,15683,9866,9033,11718,,11387,10626,9991,9930,8976,10247,12487,11533,12556,13701
320413,Basic synthetic organic dyes; preparations based on basic synthetic organic dyes of a kind ...,3743,8014,7172,8949,9320,9880,6395,5199,3733,1493,,91769,98232,110074,102083,97519,94927,100943,101703,85741,78833,,26689,26369,28629,27660,28370,30062,26731,21074,19793,15983
