Product code,Product label,China's imports from Australia-Value in 2012,China's imports from Australia-Value in 2013,China's imports from Australia-Value in 2014,China's imports from Australia-Value in 2015,China's imports from Australia-Value in 2016,China's imports from Australia-Value in 2017,China's imports from Australia-Value in 2018,China's imports from Australia-Value in 2019,China's imports from Australia-Value in 2020,China's imports from Australia-Value in 2021,Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,China's imports from world- ,China's imports from world-Value in 2012,China's imports from world-Value in 2013,China's imports from world-Value in 2014,China's imports from world-Value in 2015,China's imports from world-Value in 2016,China's imports from world-Value in 2017,China's imports from world-Value in 2018,China's imports from world-Value in 2019,China's imports from world-Value in 2020,China's imports from world-Value in 2021
721491,"Bars and rods, of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or ...""",2,0,6,11,0,0,0,2,0,0,,162,90,1203,3139,747,385,435,326,207,117,,3848,2693,2184,7039,9626,6520,8279,7504,7055,6414
721510,"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...",0,385,0,0,0,0,0,0,0,0,,83,94,33,45,36,13,74,38,1,31,,71349,79343,80902,63414,52566,64984,66606,49549,48035,63607
120740,"Sesamum seeds, whether or not broken",0,0,0,0,0,0,0,0,0,0,,69,276,52,353,147,148,94,100,95,263,,521147,773204,1148087,1122866,958655,734396,1067412,1203982,1272465,1429698
130231,"Agar-agar, whether or not modified",0,0,0,0,0,0,0,0,0,0,,9,20,15,31,19,89,24,9,20,3,,5602,8473,10106,3573,7730,11730,15264,16437,13416,20437
140110,Bamboos,0,0,0,0,0,0,0,0,0,0,,0,5,2,12,0,4,0,4,3,3,,2837,2951,2605,1417,967,966,842,1620,1846,947
120300,Copra,0,0,0,0,0,0,1,0,0,0,,31,14,0,0,0,0,0,0,0,0,,56,1,0,1,18,8,11,2,8,49
20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",0,0,0,0,0,0,0,0,0,0,,6027,3991,7900,6340,5948,8692,10136,8809,11306,12949,,343580,276868,289484,450382,969494,697999,562404,884009,2467349,2550962
20422,"Fresh or chilled cuts of sheep, with bone in (excluding carcases and half-carcases)",25,19,16,0,77,71,57,135,7,0,,353441,390211,443252,409501,398503,429216,493262,522994,547385,692770,,39,19,16,135,77,289,2783,2429,2472,3536
160210,"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ...",0,0,0,43,0,0,0,0,0,0,,2006,1745,1858,1809,1939,2431,2067,1661,2023,4356,,68,75,151,1072,104,621,450,70,35,0
160249,"Prepared or preserved meat and offal of swine, incl. mixtures (excluding hams, shoulders and ...",0,0,0,0,0,0,0,0,0,0,,4689,4783,4277,2578,2555,2189,3622,4764,3033,3760,,2336,4729,891,630,615,1017,1046,3019,5245,1675
160300,"Extracts and juices of meat, fish or crustaceans, molluscs and other aquatic invertebrates",0,0,0,0,0,2,0,0,0,0,,1065,833,1841,674,795,1198,399,101,629,480,,747,780,754,1014,627,850,964,1251,578,1138
160412,"Prepared or preserved herrings, whole or in pieces (excluding minced)",0,0,0,0,0,0,0,0,0,0,,0,1,32,3,5,3,2,5,38,65,,68,60,99,170,425,58,85,64,71,76
160414,"Prepared or preserved tunas, skipjack and Atlantic bonito, whole or in pieces (excluding minced)",18,0,0,0,0,0,0,0,0,0,,1333,2407,3156,3581,3008,4343,5901,4011,3139,1581,,8546,17669,12919,11513,11441,13300,15364,15207,17621,13097
160431,Caviar,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,13,12,1,0,,79,31,3,3,0,32,45,100,3,2
160561,"Sea cucumbers, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,58,169,0,2,3,57,0,0,0,,498,1577,4626,7317,5227,3411,5764,14363,22771,57312
160563,"Jellyfish, prepared or preserved (excluding smoked)",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0
170112,Raw beet sugar (excluding added flavouring or colouring),0,0,0,0,0,0,0,0,0,0,,736,4,0,15,8,86,92,62,36,10,,18,1,6,76,272,687,218,0,0,0
70320,"Garlic, fresh or chilled",0,0,0,0,0,0,0,0,0,0,,222,344,203,205,305,226,230,190,329,262,,0,6,1,1,305,2,46,4,7,0
70940,Fresh or chilled celery (excluding celeriac),0,0,0,0,0,0,0,0,0,0,,1002,1295,1587,2794,4488,5341,5882,6784,6141,6665,,177,38,1,1,0,26,0,0,0,0
70951,"Fresh or chilled mushrooms of the genus """"Agaricus""""""""",0,0,0,0,0,0,0,0,0,0,,273,407,509,395,359,381,363,373,326,338,,0,108,17,0,5,11,14,4,0,13
70960,Fresh or chilled fruits of the genus Capsicum or Pimenta,0,0,0,0,0,0,0,0,0,0,,713,933,1858,1226,1221,993,1009,1142,1573,1384,,0,0,0,0,17,5397,82180,55906,44749,55008
71040,"Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen",0,0,0,0,0,0,161,74,0,0,,712,2867,673,223,191,387,260,255,121,84,,18852,16168,16300,16964,16220,17319,18410,19549,17152,16934
71350,"Dried, shelled broad beans """"Vicia faba var. major"""" and horse beans """"Vicia faba var. equina ...""",0,0,0,0,0,0,0,0,0,0,,160749,177012,185203,158948,120425,146850,132402,179470,213076,215798,,23,10,0,2,5,1,2,24,4,3
71390,"Dried, shelled leguminous vegetables, whether or not skinned or split (excluding peas, chickpeas, ...",0,0,0,0,0,0,0,0,0,0,,1031,1182,1802,1146,881,2033,737,1108,1029,1795,,259676,214485,94112,62683,21075,30352,56923,97364,35165,57567
71490,"Arrowroot, salep, Jerusalem artichokes and similar roots and tubers with high starch or inulin ...""",0,0,0,0,0,0,0,0,0,0,,13,40,107,29,11,7,0,12,0,25,,1347,1775,1045,576,23,3,23,893,333,0
80522,Fresh or dried clementines incl. monreales,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,637,774,733,1197,723,,0,0,0,0,0,83,0,38,37,162
81010,Fresh strawberries,0,0,0,0,0,0,0,0,0,0,,5668,8281,11712,19285,24430,24237,20860,25571,19416,18935,,0,0,1,0,6,245,5,4,0,0
81050,Fresh kiwifruit,0,0,0,0,0,0,0,0,0,0,,3632,1137,2329,1888,3115,2552,2634,1628,2144,2382,,138807,121626,195481,266655,343008,349491,411291,454609,450424,520233
90520,"Vanilla, crushed or ground",0,0,0,0,0,0,0,0,0,0,,30,39,128,136,15,34,32,186,706,130,,11,29,20,0,9,0,102,235,50,77
90710,"Cloves, whole fruit, cloves and stems, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,34,58,125,192,150,66,68,35,23,12,,536,1670,683,1759,0,42,84,1180,11084,6435
90720,"Cloves, whole fruit, cloves and stems, crushed or ground",0,0,0,0,0,0,0,0,0,0,,19,14,10,3,65,43,21,51,57,63,,0,0,0,0,0,4,32,0,0,0
91011,"Ginger, neither crushed nor ground",0,0,0,0,0,0,0,0,0,0,,37,39,10,148,201,88,181,159,148,187,,452,25,594,73,162,75,22,1040,3619,11727
91030,"Turmeric """"curcuma""""""""",0,0,0,0,0,1,0,0,0,0,,112,78,60,260,235,643,901,946,2133,2308,,862,1171,2,250,584,685,387,5842,3420,4835
100821,Millet seed for sowing (excluding grain sorghum),0,0,0,0,0,0,0,0,0,0,,1872,2313,785,1386,890,618,502,374,1451,1210,,0,0,0,0,0,0,0,0,0,0
100860,Triticale,0,0,0,20,80,121,253,102,142,0,,7,50,76,10,83,173,21,31,170,32,,0,0,0,20,80,122,253,102,142,0
100890,"Cereals (excluding wheat and meslin, rye, barley, oats, maize, rice, grain sorghum, buckwheat, ...",0,0,0,0,0,0,0,0,0,0,,214,243,445,556,500,1037,330,404,710,3715,,2008,638,1426,34,558,1286,1343,979,2903,235
30543,"Smoked trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, ...""",0,2,0,0,0,0,0,0,0,0,,12,35,302,39,44,64,68,51,106,28,,9,232,167,586,375,948,893,456,178,0
30562,"Cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus"""", salted or in brine only (excluding ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,,125,28,28,69,986,237,0,58,107,456
30626,"Cold-water shrimps and prawns """"Pandalus spp., Crangon crangon"""", even smoked, whether in ...""",0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,,504,314,323,491,439,0,0,0,0,0
30631,"Rock lobster and other sea crawfish """"Palinurus spp., Panulirus spp. and Jasus spp."""", whether ...""",0,0,0,0,0,153260,466358,517613,309479,0,,0,0,0,0,0,527473,570364,526907,327021,239748,,0,0,0,0,0,470910,912315,941440,897326,558431
30699,"Crustaceans, fit for human consumption, whether in shell or not, dried, salted, smoked or in ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,122,3,0,,0,0,0,0,0,31,157,108,4678,1042
30731,"Live, fresh or chilled, not smoked, mussels """"Mytilus spp., Perna spp."""", with or without ...""",63,66,109,16,9,23,9,109,2,0,,1308,1439,1413,994,1185,1042,1928,1300,1468,1936,,136,518,1186,1195,1426,2504,3652,4930,10216,10277
30791,"Live, fresh or chilled molluscs, even in shell (excl. oysters, scallops of the genera Pecten, ...""",0,10,0,0,0,7,83,236,91,0,,182,107,29,0,169,126,51,14,140,14,,71966,90214,69451,52832,50298,92804,143033,117279,110328,167248
10513,"Live domestic ducks, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,26,0,0,,4233,2865,2454,424,0,0,0,0,0,0
40811,"Dried egg yolks, whether or not sweetened",0,0,0,0,0,0,0,0,0,0,,0,0,0,2,0,60,42,0,0,0,,27,10,0,0,0,0,0,0,0,0
50710,"Ivory, unworked or simply prepared, its powder and waste (excluding cut to shape)",0,0,0,0,0,0,0,0,0,0,,73,0,0,0,9,12,0,0,185,94,,2627,4282,6526,6379,5549,6613,3524,5219,4752,6513
60315,"Fresh cut lilies """"Lilium spp."""" and buds, of a kind suitable for bouquets or for ornamental ...""",0,0,1,0,0,0,0,0,0,0,,20,0,0,0,0,0,0,0,0,0,,18,13,27,53,114,176,97,144,206,210
30319,"Frozen salmonidae (excluding trout and Pacific, Atlantic and Danube salmon)",0,0,0,0,0,0,0,0,0,0,,615,102,76,300,817,990,335,642,654,1014,,22428,4277,3844,2623,2262,9079,2807,5501,646,277
30329,"Frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.)",0,0,0,0,0,0,0,0,0,0,,0,0,0,14,58,23,33,33,22,271,,2348,1446,134,422,512,39,0,36,0,0
30346,"Frozen Southern bluefin tunas """"Thunnus maccoyii""""""""",67,772,1802,1647,0,4240,1,0,0,0,,130220,101891,115017,78973,83979,84071,90315,95141,55379,67535,,67,772,1895,2008,6,4240,1,1,0,0
30363,"Frozen cod """"Gadus morhua, Gadus ogac, Gadus macrocephalus""""""""",0,0,0,1,0,0,0,0,0,0,,4,19,14,5,56,91,89,16,84,0,,440670,433315,502880,490350,567501,676932,727128,640742,496982,445289
30433,"Fresh or chilled fillets of Nile perch """"Lates niloticus""""""""",0,0,0,0,0,0,1,0,0,0,,0,0,0,3,2,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0
30482,"Frozen fillets of trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",10,0,0,0,0,0,0,0,0,0,,0,5,0,35,3,6,1,8,13,8,,14,1326,290,415,43,65,465,244,145,98
30486,"Frozen fillets of herring """"Clupea harengus, Clupea pallasii""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,4,,68,122,42,37,265,300,297,349,257,20
20649,"Edible offal of swine, frozen (excluding livers)",0,0,0,0,0,0,0,0,0,0,,7275,8885,13456,6287,6939,6455,7891,6689,9987,12273,,1441105,1496455,1401453,1250525,2445524,2112612,1516837,1864107,2623470,2602867
20711,"Fresh or chilled fowls of the species Gallus domesticus, not cut in pieces",0,0,0,0,0,0,0,0,0,0,,434,779,440,455,700,532,579,213,596,989,,0,0,0,0,0,0,0,0,0,0
20745,Frozen cuts and edible offal of domestic ducks,0,0,0,0,0,0,0,0,0,0,,105,74,177,221,233,200,253,139,12,33,,520,430,107,1,0,1,0,161,3563,207
20755,Frozen cuts and edible offal of domestic geese,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
20850,"Fresh, chilled or frozen meat and edible offal of reptiles """"e.g. snakes, turtles, crocodiles""""""""",0,0,0,0,0,0,0,0,0,0,,414,122,249,170,167,100,185,163,241,147,,0,0,45,33,0,10,0,6,0,0
21099,"Meat and edible offal, salted, in brine, dried or smoked, and edible flours and meals of meat ...""",68,118,103,136,151,221,104,0,0,0,,107,245,143,107,48,265,467,19,11,0,,490,169,103,136,151,232,105,0,0,0
30211,"Fresh or chilled trout """"Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus ...""",3,3,0,0,0,0,0,0,0,0,,1668,1742,2156,2388,1120,926,980,904,1280,4148,,5,32,0,0,374,39,993,163,647,1
30213,"Fresh or chilled Pacific salmon """"Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus ...""",0,0,0,0,0,0,0,0,0,0,,3425,1987,93,906,475,320,4662,2,213,17,,287,450,484,988,2378,3855,4956,5850,3050,8694
30222,"Fresh or chilled plaice """"Pleuronectes platessa""""""""",0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,9,17,0,0,22,19,1
30224,"Fresh or chilled turbot """"Psetta maxima""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
30249,"Fresh or chilled Indian mackerels """"Rastrelliger spp."""", seerfishes """"Scomberomorus spp."""", ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6609,3402,3210,1739,2336,,0,0,0,0,0,2191,5778,8655,9734,9492
30272,"Fresh or chilled catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,42,38,109,27,0,0
30284,"Fresh or chilled sea bass """"Dicentrarchus spp.""""""""",7,5,12,0,0,0,1,6,0,0,,0,0,0,0,24,0,0,0,0,3,,8,6,12,0,0,0,1,6,0,10
30289,"Fresh or chilled fish, n.e.s.",38,25,55,19,26,466,567,262,3,0,,3413,1232,2583,4984,9894,3711,5646,4841,1989,3089,,3744,9110,14071,21592,29887,29097,49960,67714,64064,74294
291469,Quinones (excluding anthraquinone),0,0,0,87,144,0,0,0,0,0,,165,62,34,57,47,9,11,5,2,0,,16897,16737,16008,15827,12651,13387,8416,21435,16163,20323
251710,"Pebbles, gravel, broken or crushed stone, for concrete aggregates, for road metalling or for ...",1,0,0,1,4,2,0,0,4,0,,1143,213,285,134,50,145,171,273,148,318,,979,965,836,951,1511,2471,2364,2115,2873,2548
251730,Tarred macadam,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
251910,"Natural magnesium carbonate """"magnesite""""""""",0,0,23,0,0,28,66,0,0,0,,657,545,0,0,0,0,0,0,0,0,,384,428,425,267,530,2088,10736,7688,869,3506
230310,Residues of starch manufacture and similar residues,0,0,0,0,0,0,0,0,0,0,,0,0,0,1813,1283,2435,1776,1674,2349,2900,,26914,31638,25710,36891,27130,15975,13668,11508,8807,21536
230650,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,45,17,5,6,0,2030,113,4,0,57,,16143,27781,25023,2213,613,2218,11757,1141,1708,14048
230700,Wine lees; argol,0,0,0,0,0,0,0,0,0,0,,65,88,40,0,2,0,18,0,0,10,,25,5,6,9,0,26,0,0,0,0
250410,Natural graphite in powder or in flakes,0,1,2,3,0,3,2,1,0,0,,187,0,0,13,2,11,3,42,3,31,,22835,19948,18087,13467,12974,16736,49734,98840,16785,33826
250860,Mullite,0,0,0,0,0,0,0,0,0,0,,21,0,40,0,0,0,3,0,0,1,,3044,2342,2424,3693,2829,3029,4041,2888,2499,3848
251110,"Natural barium sulphate """"barytes""""""""",0,8,11,3,5,4,9,1,0,0,,770,868,865,483,179,105,201,419,38,250,,495,636,1086,927,1199,1291,2049,9551,8829,4074
251120,"Natural barium carbonate """"witherite"""", whether or not calcined (excluding barium oxide)""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,48,1,0,4,0,0,,0,0,0,8,0,0,0,0,0,0
251511,"Marble and travertine, crude or roughly trimmed",1,0,0,1,5,11,118,34,0,0,,103,0,18,0,0,8,0,5,34,3,,473814,516604,436818,225731,172794,253668,224476,143168,90060,96610
200570,"Olives, prepared or preserved otherwise than by vinegar or acetic acid (excluding frozen)",20,20,5,9,10,3,2,4,0,0,,957,1015,763,799,1421,304,175,126,511,303,,1625,1653,2272,2357,2592,2707,2606,2661,1755,2468
200840,"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ...",0,0,0,0,2,0,0,0,0,0,,3152,2579,156,109,22,28,299,84,21,5,,226,113,84,234,158,208,207,86,112,154
200931,"Single citrus fruit juice, unfermented, Brix value <= 20 at 20¡ÆC, whether or not containing ...",3,3,1,0,0,0,3,4,3,0,,599,348,114,22,111,577,283,602,508,220,,1777,2844,6248,7100,6879,12599,14055,13624,8768,19144
150990,Olive oil and fractions obtained from the fruit of the olive tree solely by mechanical or other ...,54,37,0,30,1,1,0,0,7,0,,1441,1407,2630,2326,2264,2903,2597,2380,3402,2734,,6207,8112,9405,12881,14578,20994,27573,32403,32255,30690
180400,"Cocoa butter, fat and oil",0,0,0,0,0,0,0,0,0,0,,260,65,174,719,785,871,519,288,357,138,,35356,54826,94946,87900,81512,71584,80358,86723,76015,80219
261790,"Ores and concentrates (excluding iron, manganese, copper, nickel, cobalt, aluminium, lead, ...",0,0,0,0,0,0,11,1,1,0,,0,0,0,0,0,0,0,0,0,0,,4256,3310,14855,12071,12497,5033,4569,4238,4274,3781
261800,Granulated slag (slag sand) from the manufacture of iron or steel,0,0,0,0,0,0,0,0,0,0,,217,182,10,44,277,22,352,797,15,0,,0,0,0,0,0,0,0,0,0,0
270600,"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,6,4,1,0,0,,3546,2191,6892,6225,3330,4362,6219,35080,44353,39742
270720,"Toluol """"toluene"""" containing > 50% of toluene (excluding chemically defined)""""",0,0,0,0,0,0,0,0,0,0,,0,0,3,1,4,0,1,0,0,0,,2,55,12100,2,1436,0,2286,3,2,28
270750,"Aromatic hydrocarbon mixtures of which >= 65% by volume, incl. losses, distils at 250¡ÆC by ...",0,0,0,0,0,0,0,0,463,0,,12565,15632,9181,6305,7674,8271,10231,6630,2717,4488,,4519186,4254506,5079289,4161274,6430650,7083876,3502881,1726654,2498923,2677669
280519,Alkali or alkaline-earth metals  (excluding sodium and calcium),0,0,0,0,0,0,0,0,0,0,,0,27,1,16,37,39,2,1997,225,67,,1766,3864,3767,5511,3235,3537,4844,6219,4531,4018
280620,Chlorosulphuric acid,0,0,0,0,0,0,0,0,0,0,,0,5,0,11,0,6,0,0,0,9,,0,0,8,0,1,0,0,0,0,0
281111,"Hydrogen fluoride """"hydrofluoric acid""""""""",0,0,0,0,0,0,0,0,0,0,,21,55,8,16,98,111,137,59,20,46,,8157,6800,10075,12640,18925,24329,31080,31034,38699,42962
281210,Chlorides and chloride oxides,0,0,0,0,0,0,0,0,0,0,,3,242,6,52,0,0,0,0,0,0,,17277,18129,29227,36079,37952,0,0,0,0,0
281219,"Chlorides and chloride oxides (excl. carbonyl dichloride """"phosgene"""", phosphorus oxy-, tri- ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,0,2,0,,0,0,0,0,0,39585,44946,39754,50811,56330
281420,Ammonia in aqueous solution,0,0,0,0,0,0,0,0,0,0,,226,250,317,163,218,395,152,142,106,199,,3975,3642,4376,4858,5669,7556,10875,12212,7997,7666
281990,Chromium oxides and hydroxides (excluding chromium trioxide),0,1,0,0,0,0,0,0,3,0,,219,179,220,421,86,2,13,0,0,22,,3048,2702,2825,3191,2333,4293,4074,12404,8686,18199
282590,"Bases, inorganic, and metal oxides, hydroxides and peroxides, n.e.s.",0,73,0,0,0,0,0,0,0,0,,135,111,2569,15,31,137,109,105,202,437,,23776,23654,23581,17963,30452,24192,50109,37222,44985,72097
282612,Fluoride of aluminium,0,0,0,0,0,0,0,0,0,0,,295,1637,1752,1340,666,566,572,221,99,4,,38,257,37,346,904,970,1358,1338,1183,1159
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",0,0,0,0,0,0,0,0,0,0,,1851,2711,2529,3976,1007,2075,1415,1212,1158,1401,,22960,24886,41122,30949,44015,40401,41225,30773,16080,23667
283010,Sodium sulphides,0,0,0,0,0,0,0,0,0,0,,24,7,20,1357,86,7,106,1,10,4,,215,576,71,104,48,50,72,28,74,176
283090,"Sulphides (excluding sodium); polysulphides, whether or not chemically defined (excluding inorganic ...",2,23,14,0,105,391,131,67,42,0,,2,4,13,37,77,27,10,15,13,0,,13192,14447,18807,16885,20964,23256,23480,21465,24516,24129
283230,Thiosulphates,0,0,0,0,0,0,0,0,0,0,,21,5,3,4,27,227,164,137,286,23,,279,218,229,163,173,154,132,161,184,137
283329,"Sulphates (excluding of sodium, magnesium, aluminium, nickel, copper, barium and mercury)",0,0,0,0,0,0,0,0,0,0,,324,181,307,129,49,37,59,187,658,516,,24566,18653,26471,20173,17201,39799,36434,52320,93526,120375
283410,Nitrites,0,0,0,0,0,0,0,0,0,0,,102,71,83,58,171,564,669,887,789,467,,161,509,487,340,148,215,240,146,130,155
283691,Lithium carbonates,0,0,0,0,0,67,0,3,0,0,,10,42,24,15,420,153,92,52,52,430,,62698,68661,65638,57360,188175,362158,361548,240461,260952,477936
283720,Complex cyanides (excluding inorganic or organic compounds of mercury),0,0,0,0,1,1,2,0,4,0,,13,12,11,5,4,5,9,1,1,0,,174,468,433,342,417,529,3399,4343,4602,6433
284440,"Radioactive elements, isotopes and compounds, and alloys and dispersions, incl. cermets, ceramic ...",2134,2290,1343,1704,2181,2730,1421,857,0,0,,16227,16099,18634,18785,24182,34162,36712,15180,8365,18398,,59361,70549,70674,72299,69817,78660,85253,95640,81282,91548
284700,"Hydrogen peroxide, whether or not solidified with urea",0,0,0,0,0,0,0,52,0,0,,2171,2869,2061,2095,2023,2038,2989,3070,4129,2464,,21000,22229,19275,18058,21409,29688,33703,32481,32512,34779
290270,Cumene,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,61418,420483,782395,576338,335002,531216,571999,537910,376842,610051
290290,"Cyclic hydrocarbons (excluding cyclanes, cyclenes, benzene, toluene, xylenes, styrene, ethylbenzene ...",14,9,11,4,0,0,0,0,0,0,,273,70,19,40,94,20,45,27,87,37,,101872,104153,85418,61569,88675,99566,140946,115005,91405,86562
290322,Trichloroethylene,0,0,0,0,0,0,0,0,0,0,,36,39,7,17,7,0,4,2,0,0,,0,0,0,2551,2559,2593,3656,3652,9744,20
290511,"Methanol """"methyl alcohol""""""""",0,0,0,0,0,0,0,0,0,0,,12197,10722,3379,2857,2799,2619,2521,2467,2574,2940,,1887870,1875923,1611676,1561285,2098217,2640785,2923811,2909889,2697139,3598908
290517,"Dodecan-1-ol """"lauryl alcohol"""", hexadecan-1-ol """"cetyl alcohol"""" and octadecan-1-ol """"stearyl ...""",1,0,0,0,0,46,0,0,0,0,,7,8,0,21,46,41,0,1,11,7,,45839,44809,55764,41158,43846,60540,69156,63898,57839,85516
290529,Unsaturated monohydric acyclic alcohols (excluding acyclic terpene alcohols),0,0,0,0,0,1,2,6,2,0,,4,0,1,0,1,1,12,20,14,370,,51449,111877,199354,191616,163194,184835,208359,157341,163148,285628
290532,"Propylene glycol """"propane-1,2-diol""""""""",328,242,8,5,7,0,0,1,0,0,,3234,2470,1103,1399,962,1230,1284,219,489,213,,109515,106284,113693,109785,85508,85341,109481,98146,93147,120782
290611,Menthol,0,0,0,0,0,0,0,0,0,0,,111,43,24,94,77,132,31,66,1,41,,327646,292752,230700,163626,164761,189518,255436,345911,250249,283473
290621,Benzyl alcohol,0,0,0,0,0,0,0,0,0,0,,39,57,8,16,241,356,126,17,179,435,,4003,3990,4568,3813,2615,3556,3912,3163,4204,4658
290711,"Phenol """"hydroxybenzene"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,12,7,11,9,14,28,41,1,2,10,,838163,546855,317353,160385,207387,329846,530601,462233,488258,509896
290721,Resorcinol and its salts,0,0,0,0,0,0,0,0,0,0,,39,0,3,5,6,2,0,0,3,0,,47064,33320,58026,31785,12472,12041,9320,13187,17193,22128
290729,"Polyphenols and phenol-alcohols (excluding resorcinol and hydroquinone """"quinol"""" and their ...""",0,0,0,0,0,0,0,0,0,0,,15,27,471,14,8,14,5,17,16,15,,49318,47556,39390,46857,26069,39297,41715,39916,45296,45100
290819,"Derivatives containing only halogen substituents and their salts, of phenols or phenol-alcohols ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,1,7,1,1,1,1,0,,124843,102444,102650,67141,103003,139048,166324,237282,240716,318103
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or ...",0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,7,0,0,14,0,,2577,2543,873,2283,1177,1587,3290,2387,2939,4653
291020,"Methyloxirane """"propylene oxide""""""""",0,0,0,0,0,0,0,0,0,0,,28,14,7,0,0,5,0,0,0,0,,823204,731289,841480,388110,321949,266740,393956,547042,573242,810406
291229,"Cyclic aldehydes, without other oxygen function (excluding benzaldehyde)",0,0,0,0,0,1,0,0,0,0,,4,100,1,4,1,8,20,2,1,0,,21210,23089,26953,33181,31366,31627,34960,39413,38820,38890
291250,Cyclic polymers of aldehydes,0,0,0,0,0,0,0,0,0,0,,7,93,2,0,7,119,67,18,18,19,,1003,870,779,988,988,597,1287,4476,8704,10096
300630,Opacifying preparations for x-ray examinations; diagnostic reagents for administration to patients,0,0,0,0,0,0,0,0,0,0,,484,626,568,966,854,1155,679,846,754,1413,,116678,167476,122459,161724,160313,209713,205554,246049,236954,288804
310229,Double salts and mixtures of ammonium sulphate and ammonium nitrate (excluding goods of this ...,0,0,0,0,0,0,0,0,0,0,,3,155,6,1,0,3,5,93,350,554,,3624,33,456,777,1139,514,801,2244,1460,1311
310230,"Ammonium nitrate, whether or not in aqueous solution (excluding that in pellet or similar forms, ...",0,0,0,0,0,0,0,0,0,0,,40808,13270,19639,13766,11913,9744,5465,2860,4109,2782,,221,0,0,0,0,0,0,0,0,0
310310,"Superphosphates (excluding those in tablets or similar forms, or in packages with a gross weight ...",0,0,0,0,0,0,0,0,0,0,,893,0,9,1167,0,0,0,0,0,0,,43596,18698,12781,1547,2487,0,0,0,0,0
310420,"Potassium chloride for use as fertiliser (excluding that in tablets or similar forms, or in ...",0,0,0,0,0,0,0,0,0,0,,262,2220,932,41,118,248,264,247,100,81,,2918684,2376668,2521534,2975646,1730858,1716204,1856095,2669802,2115069,1884529
310510,"Mineral or chemical fertilisers of animal or vegetable origin, in tablets or similar forms, ...",0,0,0,0,1,0,0,0,0,0,,209,351,272,106,373,184,223,410,550,822,,467,285,489,1943,2885,4241,7061,6621,7600,8345
