Product code,Product label,Singapore's imports from India-Value in 2012,Singapore's imports from India-Value in 2013,Singapore's imports from India-Value in 2014,Singapore's imports from India-Value in 2015,Singapore's imports from India-Value in 2016,Singapore's imports from India-Value in 2017,Singapore's imports from India-Value in 2018,Singapore's imports from India-Value in 2019,Singapore's imports from India-Value in 2020,Singapore's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,Singapore's imports from world- ,Singapore's imports from world-Value in 2012,Singapore's imports from world-Value in 2013,Singapore's imports from world-Value in 2014,Singapore's imports from world-Value in 2015,Singapore's imports from world-Value in 2016,Singapore's imports from world-Value in 2017,Singapore's imports from world-Value in 2018,Singapore's imports from world-Value in 2019,Singapore's imports from world-Value in 2020,Singapore's imports from world-Value in 2021
902730,"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...",190,165,273,63,113,1263,182,178,231,345,,11182,7061,6836,6311,12792,8889,13166,8088,6484,10624,,52744,75536,175163,210339,193653,166479,174729,170313,163848,189061
860900,"Containers, incl. containers for the transport of fluids, specially designed and equipped for ...",75,56,11,28,16,24,4,302,0,344,,19262,25554,12801,7815,4550,6615,10819,14865,22232,40298,,11932,19029,28673,24993,38558,40804,91949,116910,110992,109379
852352,"Cards incorporating one or more electronic integrated circuits """"smart cards""""""""",1185,53,132,205,165,122,345,283,236,343,,162863,143332,102000,109414,139385,97511,93061,75122,76412,210518,,96763,222362,67130,40781,57908,82906,108186,84013,72282,73882
870870,"Road wheels and parts and accessories thereof, for tractors, motor vehicles for the transport ...",68,96,155,71,104,150,300,784,696,343,,96586,96488,92271,87512,105755,121421,170268,118889,86380,169588,,32584,55607,64770,54671,60904,43409,27544,28427,22583,29476
220890,"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ...",0,18,398,460,381,214,218,165,0,340,,520,785,4412,6913,6905,5354,2791,1718,2841,3759,,60059,59585,53676,52218,54419,48084,85250,86073,87082,127060
842890,"Machinery for lifting, handling, loading or unloading, n.e.s.",13,433,264,537,208,101,277,148,588,338,,18195,21013,32287,30101,34524,37329,76847,86538,63398,68184,,79856,98233,114288,116706,107339,75831,93282,109076,71920,104829
850432,"Transformers, having a power handling capacity > 1 kVA but <= 16 kVA (excluding liquid dielectric ...",13,443,120,13,637,1014,2040,1966,1272,338,,10187,6044,5142,4206,4514,4025,6937,7444,6119,8465,,13842,28997,27567,9141,11849,13448,14801,13712,12406,12684
300431,"Medicaments containing insulin but not antibiotics, put up in measured doses """"incl. those ...""",0,0,0,0,0,252,101,93,83,337,,113622,164603,108371,108681,109514,118973,124872,114291,108507,81512,,3340,2817,0,0,0,6268,6971,10487,24218,34027
401180,"New pneumatic tyres, of rubber, of a kind used on construction, mining or industrial handling ...",0,0,0,0,0,0,211,270,282,336,,0,0,0,0,0,225742,369134,386955,345039,534927,,0,0,0,0,0,0,10807,44301,32763,10604
852610,Radar apparatus,433,570,241,262,200,575,118,764,0,335,,1971,5836,9604,1030,3702,4049,4982,13176,45958,121068,,69449,53693,87608,56727,43678,50209,62468,70601,60126,67332
610419,"Women's or girls' suits of textile materials, knitted or crocheted (excluding of synthetic ...",270,340,349,406,596,303,434,477,139,334,,16271,25954,35683,23252,9923,9712,6588,5889,4677,3843,,1394,1281,2685,1652,2943,2198,2382,3012,1428,1758
282739,"Chlorides (excluding ammonium, calcium, magnesium, aluminium, nickel and mercury chloride)",93,56,45,88,66,55,141,224,207,334,,30149,31112,27449,21539,24516,26866,30820,30670,33672,57736,,5256,9140,8584,8238,12497,1721,2039,1822,2563,5461
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",74,25,113,105,114,124,211,250,139,334,,38127,58075,49606,59459,59219,65301,62367,66154,63303,83527,,1367,1422,1728,1643,1639,1102,1575,1234,1234,1493
854519,"Electrodes of graphite or other carbon, for electrical purposes (excluding those used for furnaces)",16,13,14,26,10,271,13,345,320,333,,2911,2424,2963,2684,1807,1264,2913,1517,2148,1735,,7094,3069,4209,3422,2821,7024,16989,2800,2712,5289
620463,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of synthetic fibres ...",250,490,716,295,131,154,373,193,166,333,,32738,56860,100206,130219,132376,114952,129385,137493,92384,105418,,16713,17589,15215,12113,15728,18598,19465,15965,14421,16860
291440,Ketone-alcohols and ketone-aldehydes,198,114,344,436,284,232,439,360,288,332,,5041,3812,2920,2694,2457,3460,7615,7067,4750,6813,,1643,1624,1199,1238,1166,968,1565,2070,1179,1741
481920,"Folding cartons, boxes and cases, of non-corrugated paper or paperboard",25,20,96,397,171,137,136,322,75,330,,27945,33039,33498,36608,36913,44102,58585,75175,74000,97780,,44371,35003,38592,33662,33349,35209,45722,53197,56088,67852
850511,Permanent magnets of metal and articles intended to become permanent magnets after magnetization ...,28,114,247,217,221,402,396,321,216,330,,20012,20751,21760,20708,17009,24624,27694,22156,18521,30466,,74250,40631,34562,19675,15891,13004,17040,17349,14827,44672
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",187,216,256,219,354,231,244,248,409,330,,16286,13884,9473,10683,12961,15902,19695,72802,59665,87000,,482,590,587,454,743,568,511,687,944,750
240399,"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ...""",314,451,287,361,699,730,1488,2809,534,330,,113528,120503,131724,152813,215434,216714,285539,290421,230765,233757,,803,996,505,1104,1016,1557,2086,5968,4307,1765
340219,"Organic surface-active agents, whether or not put up for retail sale (excluding anionic, cationic ...",57,47,43,97,67,38,67,73,315,328,,18854,24031,20976,22567,25365,27811,27524,31965,25101,34122,,19232,19439,25812,23350,23087,26320,22789,20879,22085,25836
340319,"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...",127,287,88,54,43,65,137,53,107,328,,10917,12148,8644,7491,10853,7155,9978,9187,7700,9201,,48422,63067,67288,64624,59997,56543,52192,53636,48041,57102
620349,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of textile materials (excluding ...",535,587,1071,706,731,599,112,307,177,327,,110177,147966,157146,234965,346347,274007,242372,284100,182165,232696,,21577,25437,25512,30351,28167,40117,37298,30613,10629,13914
970600,Antiques of > 100 years old,77,563,1042,482,2260,189,230,376,179,327,,5,11774,25,3,0,3211,43081,17840,1,0,,11002,25376,10927,19684,16789,9753,4011,8709,6517,8231
300215,"Immunological products, put up in measured doses or in forms or packings for retail sale (excl. ...",0,0,0,0,0,0,26,679,1425,326,,0,0,0,0,0,28059,82148,113676,187844,214826,,0,0,0,0,0,0,404186,393936,469931,588792
852691,Radio navigational aid apparatus,6466,2270,2499,978,718,600,20,161,205,323,,5759,2309,5596,3440,3013,22435,36540,42304,74422,149787,,452808,271054,192031,142307,128805,163628,227581,280849,214073,124437
90961,"Juniper berries and seeds of anise, badian, caraway or fennel, neither crushed nor ground",471,532,577,449,561,414,451,923,312,322,,0,27994,21150,23759,42194,43063,32780,30282,34343,60132,,1216,1106,1417,1129,1032,1018,967,1634,1354,1893
293721,"Cortisone, hydrocortisone, prednisone """"dehydrocortisone"""" and prednisolone """"dehydrohydr ...""",14,36,23,0,63,67,8,1,0,321,,10415,14319,17579,15542,15708,12308,5587,6205,8443,7359,,5104,4013,4145,4998,1796,3509,2879,2841,2924,2094
730792,"Threaded elbows, bends and sleeves, of stainless steel (excluding cast or stainless products)",26,95,152,20,61,104,106,97,77,318,,12959,14173,18922,15029,12236,18508,23165,43635,48092,70557,,12227,14613,14461,11192,8716,7929,10185,12245,10114,12424
570500,"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...""",233,325,774,491,227,428,3227,522,315,318,,273130,380795,399032,310699,298762,309063,315039,302526,283993,412852,,7179,7422,6261,4391,4860,5725,6775,3982,4406,4102
420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",389,268,732,493,294,264,263,495,372,317,,7194,6419,8553,7002,6996,7742,8924,12190,11479,21347,,59906,60536,73521,70448,97343,126973,138643,145274,148718,146502
291719,"Acyclic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their halogenated, ...",90,653,426,72,33,11,126,15,168,316,,22087,25971,26182,21917,24207,22898,26740,29287,25967,30801,,6322,6408,7551,9692,6182,8831,12512,24594,21924,25886
71331,"Dried, shelled beans of species """"Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"""", ...""",28,26,42,107,114,110,149,179,298,315,,1904,2094,3909,10424,16635,19928,19012,24868,33820,74794,,3481,3727,4345,5774,5103,4649,3542,3603,4988,5301
853610,Fuses for a voltage <= 1.000 V,113,562,340,417,876,609,436,554,268,314,,63981,68351,63147,53772,47368,49747,49141,45825,40273,49482,,32339,44368,41571,38533,39721,36394,44263,47211,45305,70772
320890,"Paints and varnishes based, incl. enamels and lacquers, on synthetic polymers or chemically ...",308,669,436,1229,298,276,186,284,168,314,,15470,18480,18921,18958,23874,26523,31462,31784,27847,35332,,182816,196918,192432,176076,140256,151758,161006,172954,139357,166785
71360,"Dried, shelled pigeon peas """"Cajanus cajan"""", whether or not skinned or split""""",37,25,19,270,436,520,288,456,502,313,,0,48,712,4092,21543,13699,9175,10515,23832,31449,,54,199,84,294,592,773,620,502,946,517
540710,"Woven fabrics of high-tenacity yarn, nylon, other polyamides or polyesters, incl. monofilament ...",389,2105,952,775,200,127,69,211,58,313,,501934,555012,470852,341233,229617,222712,147348,152830,136195,165812,,4345,8021,3193,4428,4621,8022,4718,5694,6775,3835
40900,Natural honey,86,123,117,129,229,198,306,407,396,312,,59882,75718,77196,121457,70752,104080,101986,100872,83406,136655,,16076,18189,20689,23408,25651,27464,24078,21527,23119,24708
70820,"Fresh or chilled beans """"Vigna spp., Phaseolus spp."""", shelled or unshelled""""",280,288,302,332,298,264,266,238,218,310,,68,63,242,122,302,123,86,86,113,68,,13164,13817,13440,13764,12960,13654,13896,12841,14690,15402
560394,"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., weighing > than ...",10,25,1,14,22,1,1,0,0,310,,1473,2749,2151,5353,2818,3932,4257,4638,4195,7962,,4499,5311,6721,10581,8564,8962,7489,6698,6857,8786
392410,"Tableware and kitchenware, of plastics",174,171,136,192,243,427,488,506,319,309,,117039,133013,147694,143063,130404,126906,131805,154268,134170,170367,,94005,116245,128992,118130,124162,121645,127331,126932,121521,140306
320620,Pigments and preparations of a kind used for colouring any material or used as ingredients ...,545,832,604,401,974,996,686,447,259,308,,10859,18207,20224,17896,23889,29319,34645,37742,38288,43626,,3941,4295,3361,2263,2498,2680,2063,2147,1141,958
200110,"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid",121,164,177,148,179,188,234,168,264,308,,113800,118202,132965,98451,90775,94535,135722,108624,137096,135242,,1096,971,937,1049,1074,1121,1145,1044,1125,1254
841690,"Parts of furnace burners such as mechanical stokers, incl. their mechanical grates, mechanical ...",11,893,1209,303,199,50,25,9,18,308,,5769,4295,4280,2306,3456,3519,4657,5501,4841,4572,,14662,32743,24734,15991,18382,19882,14061,10905,8486,14394
110290,"Cereal flours (excluding wheat, meslin and maize)",186,217,232,199,178,229,226,202,211,303,,13470,7547,7912,8369,9614,15444,12746,12764,18774,21321,,7126,6857,6086,6674,6456,6176,6306,6389,7301,7264
842720,"Self-propelled trucks fitted with lifting or handling equipment, non-powered by an electric ...",0,0,0,0,8,0,0,0,0,300,,10653,3340,2815,2447,3362,2160,3489,2874,1592,2744,,142529,75070,96690,70727,70709,56984,57923,43875,22416,39598
680293,"Granite, in any form, polished, decorated or otherwise worked (excluding tiles, cubes and similar ...",218,504,464,442,767,1238,719,553,406,298,,36676,107651,98590,65119,64445,66866,91924,113182,131336,177551,,9975,8831,8495,9064,12587,11877,8622,8894,8264,12263
690210,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods containing, ...",0,0,0,74,53,255,1065,371,73,298,,14718,12707,18618,16624,14454,16080,27114,33408,17050,23994,,1796,1327,1952,1523,1165,1529,3036,1086,394,3284
740911,"Plates, sheets and strip, of refined copper, in coils, of a thickness of > 0,15 mm (excluding ...",449,261,568,491,298,268,503,334,439,297,,1395,2047,2214,3689,3180,4128,5753,7475,4363,12262,,88714,42653,44119,33846,37540,42724,41675,33957,31744,48185
730729,"Tube or pipe fittings of stainless steel (excluding cast products, flanges, threaded elbows, ...",679,468,834,522,293,148,315,384,250,296,,30369,34218,32684,26464,26568,30033,28205,31622,27048,42065,,76188,56745,52354,55878,40994,37535,42386,44756,54499,75139
830230,"Base metal mountings, fittings and similar articles suitable for motor vehicles (excluding ...",7,3,1,8,1,31,83,76,163,295,,3864,3537,5112,2990,6269,7500,9891,18950,18003,28777,,2041,2551,2215,2631,2527,2287,3805,4514,4147,6827
731816,Nuts of iron or steel,147,190,319,182,125,211,168,312,340,295,,119077,282476,473504,84167,59965,61869,70336,70727,55056,88202,,26128,27917,31044,26502,33568,42721,48662,49931,38461,54338
780411,"Lead sheets, strip and foil, of a thickness """"excluding any backing"""" of <= 0,2 mm""""",95,1,56,131,286,291,221,67,165,294,,1338,2536,2417,2497,1977,914,1644,1021,856,1224,,1424,1099,614,409,359,394,323,657,528,375
330300,"Perfumes and toilet waters (excluding aftershave lotions, personal deodorants and hair lotions)",774,700,707,870,631,621,912,637,202,293,,119453,148802,139140,141357,141458,178945,143559,168962,114119,134285,,578995,652092,678953,640308,700053,817312,907734,841585,650668,859256
721590,"Bars or rods, of iron or non-alloy steel, cold-formed or cold-finished and further worked or ...",58,95,75,68,216,20,108,446,247,293,,20664,24755,20891,25082,23638,29357,62823,64478,55679,76437,,49164,60671,47313,29726,17087,11642,106296,233105,110545,146797
741220,"Copper alloy tube or pipe fittings """"e.g., couplings, elbows, sleeves""""""""",1386,795,528,372,492,391,349,414,253,292,,8257,9050,9194,12534,12130,20457,28214,27092,31594,52438,,22105,28362,32877,26930,27621,23582,35906,31550,31882,36026
282760,Iodides and iodide oxides (excluding inorganic or organic compounds of mercury),756,495,371,129,281,194,154,90,232,291,,54542,47688,35340,24293,26127,22374,26122,25858,30191,33130,,1077,861,1966,518,546,1278,1283,1381,2340,2700
940540,"Electric lamps and lighting fittings, n.e.s.",94,78,124,282,266,540,908,538,286,287,,28278,18487,16175,14988,21144,25687,26437,43211,31990,44056,,180329,197889,208192,191946,146583,153577,169029,144324,98672,126922
500790,"Woven fabrics containing predominantly, but < 85% silk or silk waste by weight",998,1199,517,376,362,156,196,244,1102,286,,19156,13408,10712,18807,20326,16825,14302,18435,13110,13245,,3256,3013,1854,1647,1547,1162,1347,1242,1353,1275
481910,"Cartons, boxes and cases, of corrugated paper or paperboard",231,48,140,153,85,371,265,275,181,286,,30898,44235,31474,33161,38419,39044,38388,40171,34048,45374,,59602,63860,63304,60716,58725,64632,74044,64571,67999,80381
871500,"Baby carriages and parts thereof, n.e.s.",596,998,971,643,63,60,140,117,17,284,,131,265,255,155,103,201,371,511,409,221,,9997,13768,13428,10638,9348,9865,10145,8925,5107,6052
851690,"Parts of electric water heaters, immersion heaters, space-heating apparatus and soil-heating ...",177,44,57,23,31,20,36,69,61,281,,7433,10527,7872,8143,8524,8685,9002,5802,4474,6543,,74462,42405,34012,26513,31590,43267,61957,56510,70388,49807
852859,"Monitors, not incorporating television reception apparatus (excluding with cathode ray tube ...",659,183,144,552,142,158,375,474,404,281,,2672,2755,2634,7316,10012,12706,11145,7039,7864,8007,,113158,102010,141250,107481,129946,173294,227278,419239,382836,400959
392310,"Boxes, cases, crates and similar articles for the conveyance or packaging of goods, of plastics",64,130,283,217,130,115,116,220,102,281,,44564,41492,36907,32960,38062,46525,53715,44782,43316,61576,,44892,46793,57600,68218,79970,57962,71010,69816,71827,93044
854790,"Insulating fittings for electrical purposes, of materials other than ceramics or plastics; ...",158,229,1308,178,118,81,69,79,143,280,,103759,89351,56431,44336,34735,34724,30480,33444,32242,39114,,25457,34327,24950,19730,19404,29996,32246,29465,34904,37464
620319,"Men's or boys' suits of textile materials (excluding of wool, fine animal hair or synthetic ...",501,433,292,379,204,252,194,227,160,280,,73189,91645,159279,130509,85135,50572,66297,71263,52980,124460,,2925,3236,2815,2739,3494,2400,2060,2081,1257,2079
520821,"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m©÷, ...",11,51,49,11,29,17,47,100,144,279,,70011,51908,45983,44631,34374,38386,33316,37617,30076,40077,,901,922,1398,895,879,878,448,718,322,482
90922,"Coriander seeds, crushed or ground",193,208,164,151,183,286,182,288,304,278,,0,7812,12016,13290,14960,15695,13932,15796,17836,17816,,293,378,344,357,353,442,339,461,532,514
842951,Self-propelled front-end shovel loaders,0,0,0,2487,0,0,93,512,79,274,,17025,38214,37755,80916,36318,59210,75883,63657,66539,95320,,50504,20133,12251,16241,9321,8055,21526,20333,33472,17595
293628,"Vitamin E and its derivatives, used primarily as vitamins",0,0,0,1,0,23,9,58,134,273,,1900,937,1610,786,2282,4626,4688,5210,8585,14008,,94044,84382,66535,53482,50927,47696,48466,46118,43165,49046
850410,Ballasts for discharge lamps or tubes,28,58,41,91,58,190,84,172,153,273,,35527,37606,33591,24618,22893,25213,21221,20731,20201,22027,,28280,28565,25270,19043,14045,13717,10466,10863,7561,10019
300460,"Medicaments containing any of the following antimalarial active principles: artemisinin """"INN"""" ...""",0,0,0,0,0,0,0,76,8,273,,0,0,0,0,0,2,1703,86133,177419,223684,,0,0,0,0,0,0,71,181,32,326
890710,Inflatable rafts,34,91,31,4,8,23,33,302,654,272,,385,25,186,127,118,394,478,239,342,1757,,21352,21369,17620,17290,14059,15552,14592,13492,11036,10878
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",224,166,69,402,399,371,752,309,143,271,,6726,9174,12408,11435,13752,22204,23576,24234,20579,21493,,6567,8014,7437,7527,5854,6739,11754,10134,8801,8129
842131,Intake air filters for internal combustion engines,82,35,14,22,33,57,74,240,95,271,,7622,12538,9554,9417,13558,11891,20989,23326,21396,30355,,28750,25079,26078,22354,24432,31046,50098,50274,45076,63479
871499,"Parts and accessories, for bicycles, n.e.s.",8,12,155,106,113,44,168,217,204,271,,85166,143634,123692,93588,73051,62570,88131,96702,79000,89881,,364849,316601,262583,205369,157068,162725,173670,158112,185813,290381
620332,"Men's or boys' jackets and blazers of cotton (excluding knitted or crocheted, and wind-jackets ...",384,342,447,220,78,243,249,441,177,270,,54873,51508,50494,40385,30501,32529,32477,39304,40183,56463,,4941,4877,5609,4722,3907,4145,3796,6754,3694,8848
611190,"Babies' garments and clothing accessories of textile materials, knitted or crocheted (excluding ...",946,875,743,1250,233,48,147,1533,856,270,,55681,81437,87547,83974,112837,141759,134011,166047,152132,188696,,6286,6083,6205,9999,9051,11997,12308,14807,5451,2844
853290,"Parts of electrical """"pre-set"""" capacitors, fixed, variable or adjustable, n.e.s.""""",212,86,109,705,553,193,565,770,586,269,,3815,6513,5611,4803,5740,6023,11094,10067,3870,8046,,74345,87205,99351,77003,78216,90665,113020,132705,233635,309987
610462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton, knitted ...",385,409,529,399,585,283,309,240,155,268,,104331,116283,108288,130263,133213,131191,108143,99781,90336,147656,,55112,70818,47138,67698,43404,57908,72210,53500,52102,72491
910229,"Wrist-watches, whether or not incorporating a stop-watch facility, with hand winding only (excluding ...",1942,8,1103,3,4,13,10,2,184,267,,777,471,485,235,478,749,1316,2780,2377,2097,,82267,84370,85553,397472,473183,411506,392982,396636,277649,429854
620412,"Women's or girls' suits of cotton (excluding knitted or crocheted, ski overalls and swimwear)",430,540,703,408,425,327,257,329,160,267,,56628,79939,89518,63151,89751,15347,11217,21569,13086,8418,,2426,2364,2346,1727,2561,1571,1648,1267,775,800
900640,Instant print cameras (excluding special cameras of subheading 9006.10 or 9006.30),0,0,0,0,0,1,0,0,48,267,,0,2,273,101,310,122,893,77,1273,899,,1898,3176,2965,3701,1785,3821,2767,4532,2489,3844
731819,"Threaded articles, of iron or steel, n.e.s.",2082,246,239,203,226,67,379,209,132,267,,93510,91093,86183,77846,69641,83629,100563,100744,88456,119496,,49296,47196,44718,49862,66389,63366,59388,46452,46326,59449
401691,"Floor coverings and mats, of vulcanised rubber (excluding hard rubber), with chamfered sides, ...",273,251,117,369,370,291,560,446,264,266,,46491,65583,64467,62765,64688,70294,75299,75139,71649,106340,,6863,6422,7682,6959,6274,7891,7941,6589,6147,8682
821220,"Safety razor blades of base metal, incl. razor blade blanks in strips",1567,997,459,156,283,499,313,436,297,265,,55437,54161,48143,37554,39630,48816,55544,55734,44954,59085,,26630,31871,29049,17770,37702,34432,31065,29537,29376,20875
950699,Articles and equipment for sport and outdoor games n.e.s; swimming and paddling pools,443,293,387,473,333,500,368,454,389,265,,72856,92448,106812,83415,81048,83015,109205,99803,81246,97050,,44547,47813,49140,46072,47543,47026,48125,48369,34328,40572
291631,"Benzoic acid, its salts and esters (excluding inorganic or organic compounds of mercury)",54,18,50,46,96,119,66,130,148,265,,28904,30785,30797,18808,26637,27541,34091,39285,38483,45113,,3473,3802,3510,3514,3021,3260,4224,6383,5913,7444
800300,"Tin bars, rods, profiles and wire, n.e.s.",0,0,0,0,0,0,0,1,3,262,,1103,1039,1083,950,2064,4171,3505,3136,3219,5670,,262976,104521,213672,5210,5036,8356,7039,6801,6135,12413
30389,"Frozen fish, n.e.s.",895,698,878,840,433,397,439,342,407,261,,0,512813,499533,392621,409739,476880,412819,355897,265496,193895,,33174,21861,20895,21050,20935,23063,19143,14717,16863,17656
200599,"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ...""",302,264,268,194,186,273,279,246,336,260,,20799,25589,24869,23753,29089,32276,38651,40942,53610,46912,,9580,10996,11740,11376,11591,11311,11301,11833,15188,12297
610443,"Women's or girls' dresses of synthetic fibres, knitted or crocheted (excluding petticoats)",128,126,276,135,251,1243,178,329,127,258,,60462,88013,103279,81695,94753,139503,96406,86864,47472,54203,,5078,6039,11193,8099,6772,6599,7877,8747,5117,7100
381590,"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ...",634,315,208,34,638,185,352,0,0,258,,40954,51979,53833,51051,40881,45874,67371,63082,59198,75262,,58115,26842,18980,25940,29465,36581,43187,37930,20772,27577
420291,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",166,143,134,225,264,269,714,534,294,257,,14799,18103,16487,19820,21197,19326,21956,27198,25623,42218,,32620,45925,59703,56838,54246,71526,103478,88918,74888,84651
392490,"Household articles and toilet articles, of plastics (excluding tableware, kitchenware, baths, ...",40,311,68,59,369,753,1862,1387,252,256,,35587,34084,37689,44116,41739,42322,36923,36657,46329,70164,,32745,33443,33987,38050,45728,67094,101588,56827,43743,58869
611219,"Track-suits of textile materials, knitted or crocheted (excluding cotton or synthetic fibres)",32,0,1,1,1,1,2,0,1,256,,1899,5222,2380,1648,2211,2116,2778,5138,1345,2796,,416,394,629,476,371,1627,778,423,265,545
480255,"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...",287,71,31,0,0,0,0,0,0,255,,45280,51852,39814,50190,50328,60824,125519,134988,60344,117714,,280195,21179,25213,18837,20494,31000,21344,25197,35507,35770
380899,Rodenticides and other plant protection products put up for retail sale or as preparations ...,126,109,229,206,318,414,661,361,258,255,,363477,523744,455972,481359,407307,456916,516344,190000,67007,69222,,13603,15331,15016,13832,14640,13234,14670,13888,11835,10803
842790,"Works trucks fitted with lifting or handling equipment, not self-propelled",0,0,0,6,34,1,0,0,5,255,,4422,6175,3008,1858,2361,2826,3154,4964,6254,12277,,46563,45122,43638,34693,19890,17893,15552,22433,14885,21881
730830,"Doors, windows and their frames and thresholds for doors, of iron or steel",1,91,26,2,54,0,38,4,37,254,,9053,12222,8716,10479,7279,6667,8926,9360,9663,11575,,40149,58177,64206,43509,34094,29530,28062,33271,23636,30053
860800,"Railway or tramway track fixtures and fittings (excluding sleepers of wood, concrete or steel, ...",91,221,729,582,32,316,309,132,80,254,,4300,4611,2254,5107,5550,7603,8751,7928,7879,14034,,9979,15649,19648,39528,26916,14805,27663,29176,17284,26464
630210,"Bedlinen, knitted or crocheted",277,94,55,473,797,277,399,353,120,251,,64156,43041,29680,21158,29061,32246,50815,41856,36640,48088,,4276,5819,5244,6643,7732,4784,4603,4925,4183,4907
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",122,53,39,53,175,109,205,208,249,251,,15375,20747,37707,40756,50007,54978,55639,54820,57808,94320,,1229,1564,1168,1400,932,608,870,650,556,600
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,0,119,163,322,249,,0,0,0,0,0,269251,529049,803311,981909,1239851,,0,0,0,0,0,0,27636,48104,36777,66492
120750,"Mustard seeds, whether or not broken",124,120,113,168,121,112,149,139,165,249,,15881,23611,20019,9787,6557,12228,14227,18848,27580,29851,,153,145,212,204,165,166,178,180,255,277
370790,"Preparation of chemicals for photographic uses, incl. unmixed products put up in measured portions ...",53,74,64,172,47,39,69,75,195,247,,8497,8967,9476,7966,7455,7220,6895,6045,4702,4556,,146938,153828,149022,119477,124296,143577,145079,133203,118334,125290
620920,"Babies' garments and clothing accessories of cotton (excluding knitted or crocheted and hats, ...",839,760,650,434,385,308,388,296,387,247,,145802,190957,193504,172341,157154,170765,154079,168584,129106,119901,,8049,5812,6693,8654,7591,8141,5916,4381,3400,3647
400211,"Styrene-butadiene rubber latex """"SBR""""; carboxylated styrene-butadiene rubber latex """"XSBR""""""""",13,26,1,20,130,90,287,289,142,246,,11581,11325,10921,8148,8217,16342,20250,18994,14804,22792,,10971,7032,6004,3638,4068,2901,3005,2266,1265,1587
847490,"Parts of machinery for working mineral substances of heading 8474, n.e.s.",469,385,1699,431,458,829,4547,2377,695,245,,133745,144882,147168,150180,180294,195618,236362,279344,290057,400913,,139632,108961,126134,92877,56418,31875,53456,41093,33103,30301
740929,"Plates, sheets and strip, of copper-zinc base alloys """"brass"""", of a thickness of > 0,15 mm, ...""",397,433,136,20,132,214,323,161,0,244,,1075,1995,2313,4668,2190,4077,2648,2937,2987,5184,,8602,5917,8124,6555,3217,1965,2971,2394,1211,2048
391721,"Rigid tubes, pipes and hoses, of polymers of ethylene",3,33,34,32,300,212,131,121,178,243,,40108,39654,37238,33758,34479,27639,34259,26725,16345,38078,,9493,9574,7950,11487,9376,7623,10913,11669,11079,9508
852359,"Semiconductor media, unrecorded, for the recording of sound or of other phenomena (excluding ...",229,8,21,6,202,612,80,198,104,240,,4145,5819,5691,5900,5725,9714,23047,35627,30208,34701,,246639,251976,253334,237538,237793,213122,226328,195619,216106,247385
790112,"Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc",2320,0,0,0,0,411,1501,0,719,239,,22568,24522,25240,39798,32746,67104,7429,3519,16210,3021,,16219,16031,8642,1501,148,492,5089,8416,2041,1560
581010,"Embroidery on a textile fabric ground without visible ground, in the piece, in strips or in ...",1170,58,580,63,56,95,268,54,32,238,,5814,44992,62258,45777,58285,64949,56043,82946,76708,56063,,2351,530,2461,991,1084,1066,1162,586,236,327
843880,"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.",2,6,22,54,17,197,125,31,36,237,,28701,28413,23903,23821,30168,36065,40380,33177,31095,35529,,10743,13460,16437,16699,19729,19059,12418,11509,12375,17808
