"﻿Code	Product label	Exported value in 2012	Exported value in 2013	Exported value in 2014	Exported value in 2015	Exported value in 2016	Exported value in 2017	Exported value in 2018	Exported value in 2019	Exported value in 2020	Exported value in 2021"
"482020	""Exercise books of paper or paperboard""	8749	7336	3239	440	552	4464	6163	1959	1290	263"
"854099	""Parts of thermionic, cold cathode or photo cathode valves and tubes, n.e.s. (excluding parts ...""	615	869	948	903	395	222	496	779	498	263"
"120740	""Sesamum seeds, whether or not broken""	69	276	52	353	147	148	94	100	95	263"
"070320	""Garlic, fresh or chilled""	222	344	203	205	305	226	230	190	329	262"
"721011	""""Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""	557	446	74	42	227	415	362	153	1730	262"
"845130	""Ironing machines and presses, incl. fusing presses (excluding calenders)""	18	590	113	221	218	159	149	70	155	262"
"290110	""Saturated acyclic hydrocarbons""	77	77	62	39	178	88	284	113	18	262"
"290516	""""Octanol """"octyl alcohol"""" and isomers thereof""""	719	1049	676	331	245	359	1256	263	303	262"
"920991	""Parts and accessories for pianos, n.e.s.""	15	50	163	5	13	23	92	93	188	261"
"731414	""Woven cloth, incl. endless bands, of stainless steel wire (excluding woven products of metal ...""	426	760	440	229	574	105	232	273	187	261"
"611529	""Pantyhose and tights of textile materials, knitted or crocheted (excluding graduated compression ...""	344	599	844	787	1589	948	587	319	408	261"
"870290	""""Motor vehicles for the transport of >= 10 persons, incl. driver, not with compression-ignition ...""	50	423	827	947	1834	206	1815	1281	307	261"
"710210	""Diamonds, unsorted""	5917	164406	226001	270823	239779	193531	190629	162803	112062	260"
"150430	""Fats and oils and their fractions of marine mammals, whether or not refined (excluding chemically ...""	469	95	689	1289	52	50	10	111	141	260"
"610120	""Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...""	232	144	261	90	230	126	170	273	608	260"
"800120	""Unwrought tin alloys""	51	111	77	94	17	752	631	27	3	259"
"081020	""Fresh raspberries, blackberries, mulberries and loganberries""	14	202	128	33	116	52	60	91	217	259"
"441019	""Waferboard and similar board, of wood, whether or not agglomerated with resins or other organic ...""	20	0	14	66	151	179	101	58	179	259"
"610210	""Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...""	70	267	104	93	101	46	90	51	165	259"
"200941	""Pineapple juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ...""	1087	1786	2028	1320	1662	1474	1583	1496	681	258"
"845180	""Machinery for dressing, finishing, coating or impregnating textile yarns, fabrics or other ...""	678	661	597	323	422	601	512	1041	110	258"
"283630	""""Sodium hydrogencarbonate """"sodium bicarbonate""""""""	0	0	0	141	315	260	633	446	285	258"
"844900	""Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ...""	4	1635	891	30	432	130	261	1105	454	258"
"030279	""""Fresh or chilled, Nile perch """"Lates niloticus"""" and snakeheads """"Channa spp.""""""""	0	0	0	0	0	96	522	857	743	258"
"811300	""Cermets and articles thereof, n.e.s.; waste and scrap of cermets (excluding ash and residues ...""	397	669	189	497	375	410	336	220	851	258"
"110813	""Potato starch""	2277	1373	1382	988	508	523	563	266	172	257"
"930510	""Parts and accessories for revolvers or pistols, n.e.s.""	83	88	99	23	89	191	166	441	3280	257"
"401033	""""Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""	9	14	111	344	385	359	293	180	190	256"
"580710	""Labels, badges and similar articles, of textile materials, in the piece, in strips or cut to ...""	1423	1035	239	309	331	394	207	402	271	256"
"030273	""""Fresh or chilled carp """"Cyprinus carpio, Carassius carassius, Ctenopharyngodon idellus, Hypophthalmichthys ...""	0	0	0	0	0	112	104	60	122	256"
"151311	""Crude coconut oil""	6	159	362	39	60	198	263	1136	1112	255"
"961000	""Slates and boards, with writing or drawing surfaces, whether or not framed""	490	476	544	529	184	466	291	495	315	255"
"150190	""Poultry fat, rendered or otherwise extracted""	477	26	124	94	156	127	354	536	253	255"
"293369	""Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused triazine ring, ...""	179	130	256	550	1830	615	720	380	314	255"
"610331	""Men's or boys' jackets and blazers of wool or fine animal hair, knitted or crocheted (excluding ...""	194	12	54	69	27	86	212	58	132	254"
"680610	""Slag-wool, rock-wool and similar mineral wools, incl. intermixtures thereof, in bulk, sheets ...""	2294	1706	1389	776	1335	997	1166	715	802	254"
"901520	""""Theodolites and tachymeters """"tacheometers""""""""	73	63	152	293	83	118	156	290	392	253"
"510129	""Degreased wool, non-carbonised, neither carded nor combed (excluding shorn wool)""	88	97	249	54	96	83	22	93	191	253"
"481149	""Gummed or adhesive paper and paperboard, surface-coloured, surface-decorated or printed, in ...""	510	609	196	49	123	87	68	270	114	252"
"961390	""Parts of lighters, n.e.s.""	31	4	16	37	31	30	67	95	109	252"
"630140	""Blankets and travelling rugs of synthetic fibres (excluding electric, table covers, bedspreads ...""	67	147	117	145	112	184	357	241	162	252"
"920210	""Violins and other string instruments""	1041	159	536	128	144	75	72	130	217	251"
"961519	""Combs, hair-slides and the like (excluding of hard rubber or plastics)""	156	296	385	307	383	129	117	128	131	251"
"040819	""Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, ...""	255	367	92	196	47	20	87	23	674	251"
"846239	""Shearing machines, for flat products (excl. slitting lines, cut-to-length lines, presses, combined ...""	112	637	85	351	150	1302	296	544	444	251"
"071339	""""Dried, shelled beans """"Vigna and Phaseolus"""", whether or not skinned or split (excluding beans ...""	474	264	220	213	652	211	761	385	103	250"
"251110	""""Natural barium sulphate """"barytes""""""""	770	868	865	483	179	105	201	419	38	250"
"870432	""Motor vehicles for the transport of goods, with only spark-ignition internal combustion piston ...""	1349	778	575	466	1757	247	2478	2319	1442	250"
"292146	""""Amfetamine """"INN"""", benzfetamine """"INN"""", dexamfetamine """"INN"""", etilamfetamine """"INN"""", fencamfamine ...""	282	804	926	784	535	709	944	649	694	250"
"920992	""Parts and accessories for string musical instruments without keyboards, n.e.s. (excluding strings ...""	286	851	854	487	165	157	102	209	293	248"
"732219	""Radiators for central heating, non-electrically heated, and parts thereof, of iron other than ...""	2032	606	906	957	1295	695	1119	868	291	248"
"820231	""Circular saw blades, incl. slitting or slotting saw blades, of base metal, with working parts ...""	512	796	130	325	165	499	482	449	389	248"
"490599	""Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps and topographical ...""	2030	2153	2312	1058	897	734	645	656	191	248"
"510529	""""Wool, combed (excluding that in fragments """"open tops"""")""""	264	204	191	85	100	2440	14	667	0	248"
"200820	""Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ...""	392	233	256	172	301	186	172	324	194	247"
"730451	""""Tubes, pipes and hollow profiles, seamless, of circular cross-section, of alloy steel other ...""	2896	237	167	79	100	57	298	177	75	247"
"851650	""Microwave ovens""	523	307	452	445	473	359	634	528	521	246"
"720852	""Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, not in coils, simply ...""	1131	875	131	608	298	172	302	333	299	246"
"390490	""""Polymers of vinyl chloride or other halogenated olefins, in primary forms (excluding poly""""vinyl ...""	425	179	25	464	197	123	178	357	252	245"
"820540	""Hand-operated screwdrivers""	397	345	313	305	412	266	529	339	143	244"
"300660	""Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...""	5551	5605	7714	6858	6692	8323	951	161	91	244"
"610422	""Women's or girls' ensembles of cotton, knitted or crocheted (excluding ski ensembles and swimwear)""	18	112	69	183	70	57	24	47	58	243"
"830820	""Tubular or bifurcated rivets, of base metal""	428	104	428	261	180	171	256	378	176	243"
"731940	""Safety pins and other pins of iron or steel, n.e.s.""	117	210	80	68	98	33	62	73	113	242"
"540742	""Woven fabrics of filament yarn containing >= 85% nylon or other polyamides by weight, incl. ...""	119	36	105	215	153	65	54	70	58	242"
"262040	""Slag, as and residues containing mainly aluminium""	223	10	136	699	65	167	24	97	35	241"
"691310	""Statuettes and other ornamental articles of porcelain or china, n.e.s.""	216	462	183	268	290	365	272	332	102	241"
"470100	""Mechanical wood pulp, not chemically treated""	0	10	0	0	2	261	151	149	335	240"
"284590	""""Non-radioactive isotopes; inorganic or organic compounds of such isotopes, whether or not ...""	77	143	343	131	22	141	41	75	514	240"
"280920	""Phosphoric acid; polyphosphoric acids, whether or not chemically defined""	439	397	978	1363	824	383	213	299	254	240"
"901720	""Drawing, marking-out and mathematical calculating instruments (excluding drafting tables and ...""	134	96	62	1482	1180	1409	739	607	242	240"
"160241	""Hams of swine and cuts thereof, prepared or preserved""	1033	1512	2458	2603	3018	354	161	80	186	239"
"440311	""Wood in the rough, treated with paint, stains, creosote or other preservatives, coniferous ...""	0	0	0	0	0	1752	747	2601	1433	239"
"846820	""Gas-operated machinery and apparatus for soldering, brazing, welding or surface tempering (excluding ...""	850	650	396	572	430	203	546	638	187	237"
"293299	""""Heterocyclic compounds with oxygen hetero-atom[s] only (excl. compounds containing unfused ...""	2478	940	1454	1191	575	604	1188	439	212	236"
"721610	""U, I or H sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn ...""	32297	11445	661	321	294	271	373	137	224	236"
"760810	""Tubes and pipes of non-alloy aluminium (excluding hollow profiles)""	355	357	712	409	150	155	772	194	549	234"
"846040	""Honing or lapping machines, for working metals, metal carbides or cermets (excluding gear cutting, ...""	612	34	534	14	64	951	78	50	9	234"
"611019	""""Jerseys, pullovers, cardigans, waistcoats and similar articles, of fine animal hair, knitted ...""	49	117	213	152	103	38	345	125	273	234"
"293295	""""Tetrahydrocannabinols """"all isomers""""""""	0	0	0	0	0	0	0	0	0	233"
"551693	""Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...""	353	309	335	209	247	355	363	531	335	233"
"081290	""Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...""	555	503	636	213	190	322	606	375	156	233"
"670290	""Artificial flowers, foliage and fruit and parts thereof, and articles made of artificial flowers, ...""	52	60	106	486	230	263	131	557	278	233"
"790112	""Unwrought zinc, not alloyed, containing by weight < 99,99% of zinc""	3901	49	154	119	91	2	27	69	300	232"
"870130	""Track-laying tractors (excluding pedestrian-controlled)""	214	263	144	328	509	1594	258	200	889	232"
"610452	""Women's or girls' skirts and divided skirts of cotton, knitted or crocheted (excluding petticoats)""	27	66	469	122	47	224	110	120	182	231"
"720510	""Granules, of pig iron, spiegeleisen, iron or steel (excluding granules of ferro-alloys, turnings ...""	79	61	133	334	185	90	44	123	56	230"
"481490	""Wallpaper and similar wallcoverings of paper, and window transparencies of paper (excluding ...""	64	293	177	229	220	179	81	227	198	230"
"021012	""""Bellies """"streaky"""" and cuts thereof of swine, salted, in brine, dried or smoked""""	1640	638	367	145	157	189	98	156	92	229"
"690730	""Ceramic mosaic cubes and the like, whether or not on a backing (excl. refractory and finishing ...""	0	0	0	0	0	81	382	231	230	228"
"590190	""Tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a ...""	446	272	223	110	211	123	136	200	527	228"
"570410	""Floor tiles, of felt, not tufted or flocked, with an area of <= 0,3 m²""	247	342	789	139	252	2195	3494	3284	2393	228"
"810530	""Cobalt waste and scrap (excluding ash and residues containing cobalt)""	12	0	52	0	0	67	1	9	1	227"
"903220	""Manostats (excluding taps, cocks and valves of heading 8481)""	67	252	146	141	270	256	328	483	233	226"
"030231	""""Fresh or chilled albacore or longfinned tunas """"Thunnus alalunga""""""""	185	177	485	1177	1503	1195	180	325	104	226"
"901841	""Dental drill engines, whether or not combined on a single base with other dental equipment""	76	223	289	52	59	183	81	327	58	225"
"720917	""""Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...""	0	1822	43	3	83	34	187	14	28	225"
"283311	""Disodium sulphate""	11	5	4	33	14	24	14	16	36	224"
"570239	""""Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""	219	17	103	191	50	10	126	138	256	224"
"760320	""Powders of aluminium, of lamellar structure, and flakes of aluminium (excluding pellets of ...""	14	1	1182	4	7	19	86	0	29	222"
"290519	""""Saturated monohydric acyclic alcohols (excluding methanol """"methyl alcohol"""", propan-1-ol ...""	248	471	1158	76	350	25	172	460	396	222"
"846024	""Grinding machines for finishing metal, numerically controlled (excl. flat-surface, cylindrical ...""	0	0	0	0	0	2602	1473	657	516	221"
"350520	""Glues based on starches, dextrins or other modified starches (excluding those put up for retail ...""	352	244	354	458	595	498	1013	335	290	221"
"821110	""Sets of assorted articles of knives of heading 8211; sets in which there is a higher number ...""	1419	382	91	50	175	158	130	463	497	221"
"600590	""""Warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width of > 30 cm ...""	87	24	148	0	3	21	25	300	156	221"
"081110	""Frozen strawberries, uncooked or cooked by steaming or boiling in water, whether or not sweetened""	1790	1072	450	490	249	374	1107	877	551	220"
"200931	""Single citrus fruit juice, unfermented, Brix value <= 20 at 20°C, whether or not containing ...""	599	348	114	22	111	577	283	602	508	220"
"920600	""Percussion musical instruments, e.g. drums, xylophones, cymbals, castanets, maracas""	1873	1389	825	387	296	353	241	305	204	220"
"722090	""""Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""	334	156	131	920	212	176	279	455	210	219"
"160554	""Cuttlefish and squid, prepared or preserved (excluding smoked)""	323	96	250	317	4	231	4	0	13	219"
"610891	""Women's or girls' négligés, bathrobes, dressing gowns, housejackets and similar articles of ...""	1216	278	317	124	76	129	372	132	178	217"
"851633	""Electric hand-drying apparatus""	616	419	456	286	252	588	391	300	143	217"
"821193	""Knives having other than fixed blades, incl. pruning knives, of base metal (excluding razors)""	99	242	159	103	118	84	217	114	153	216"
"720690	""Iron and non-alloy steel, in puddled bars or other primary forms (excluding ingots, remelted ...""	5598	9438	350	752	566	139	463	284	134	216"
"380861	""""Goods of heading 3808, containing alpha-cypermethrin """"ISO"""", bendiocarb """"ISO"""", bifenthrin ...""	0	0	0	0	0	273	443	474	1025	216"
"150890	""Groundnut oil and its fractions, whether or not refined (excluding chemically modified and ...""	702	418	1040	2233	730	786	609	233	176	215"
"401390	""Inner tubes, of rubber (excluding those of a kind used on motor cars, incl. station wagons ...""	706	255	171	159	844	496	873	269	140	214"
"440420	""Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; ...""	615	9	45	81	56	13	26	56	107	214"
"610432	""Women's or girls' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...""	210	275	57	54	42	55	312	429	205	214"
"551110	""Yarn containing >= 85% synthetic staple fibres by weight, put up for retail sale (excluding ...""	288	632	326	1	7	33	87	3	271	213"
"620112	""Men's or boys' overcoats, raincoats, car coats, capes, cloaks and similar articles, of cotton ...""	95	349	314	212	60	69	208	374	475	213"
"291815	""Salts and esters of citric acid (excluding inorganic or organic compounds of mercury)""	18	103	203	196	71	109	50	100	163	213"
"290532	""""Propylene glycol """"propane-1,2-diol""""""""	3234	2470	1103	1399	962	1230	1284	219	489	213"
"851521	""Fully or partly automatic machines for resistance welding of metals""	1471	786	2633	1356	1734	945	612	336	384	213"
"741122	""""Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""	3	39	18	22	1	10	52	11	86	212"
"960910	""Pencils and crayons, with leads encased in a rigid sheath""	215	285	147	239	214	118	71	180	188	212"
"540810	""Woven fabrics of high-tenacity viscose yarn, incl. monofilament of >= 67 decitex and a maximum ...""	714	429	198	268	365	258	574	587	85	211"
"852712	""Pocket-size radiocassette players [dimensions <= 170 mm x 100 mm x 45 mm], with built-in amplifier, ...""	47	95	173	41	12	116	63	80	192	211"
"852871	""Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...""	639	1016	10656	10102	565	413	369	236	575	210"
"080420	""Fresh or dried figs""	16	33	24	299	72	138	237	201	166	210"
"721499	""Bars and rods, of iron or non-alloy steel, only hot-rolled, only hot-drawn or only hot-extruded ...""	2441	1301	181	224	708	500	396	255	241	209"
"630229	""Printed bedlinen of textile materials (excluding cotton and man-made fibres, knitted or crocheted)""	56	121	130	280	1202	791	871	129	132	209"
"610892	""Women's or girls' négligés, bathrobes, dressing gowns, housejackets and similar articles of ...""	310	82	90	10	33	98	226	240	105	209"
"870194	""Tractors, of an engine power > 75 kW but <= 130 kW (excl. those of heading 8709, pedestrian-controlled ...""	0	0	0	0	0	565	564	720	121	209"
"293919	""""Alkaloids of opium and their derivatives, and salts thereof (excluding concentrates of poppy ...""	0	1073	0	0	1327	1284	8996	10571	1667	208"
"721631	""U sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...""	1590	404	344	64	87	283	396	698	121	208"
"580500	""Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ...""	33	14	85	12	101	10	16	29	123	208"
"570231	""Carpets and other floor coverings, of wool or fine animal hair, woven, not tufted or flocked, ...""	340	567	358	67	95	72	186	128	152	208"
"320490	""Synthetic organic products of a kind used as luminophores, whether or not chemically defined""	1321	344	387	252	301	155	108	330	229	208"
"520851	""Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 100 g/m², ...""	203	66	108	44	103	93	25	86	106	208"
"100810	""Buckwheat""	477	232	194	469	240	229	207	76	51	208"
"930400	""Spring, air or gas guns and pistols, truncheons and other non-firearms (excluding swords, cutlasses, ...""	34	267	380	306	1195	38	581	61	130	208"
"620422	""Women's or girls' ensembles of cotton (excluding knitted or crocheted, ski overalls and swimwear)""	82	11	77	44	22	63	48	72	66	207"
"610130	""Overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, wind-jackets ...""	247	250	167	155	171	259	131	462	82	207"
"830910	""Crown corks of base metal""	2898	2533	2254	2082	516	302	375	200	172	207"
"283325	""Sulphates of copper""	1872	1185	303	80	22	67	35	15	59	206"
"151221	""Crude cotton-seed oil""	0	0	58	95	1092	106	76	0	0	206"
"490810	""""Transfers """"decalcomanias"""", vitrifiable""""	1166	465	464	257	234	357	250	221	312	206"
"845650	""Water-jet cutting machines""	0	0	0	0	0	350	603	370	517	206"
"610822	""Women's or girls' briefs and panties of man-made fibres, knitted or crocheted""	551	301	319	391	196	900	350	175	524	204"
"840733	""Spark-ignition reciprocating piston engine, of a kind used for vehicles of chapter 87, of a ...""	440	282	278	221	193	835	169	441	165	204"
"871494	""Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excluding ...""	355	709	646	707	306	1042	179	121	177	203"
"441919	""Tableware and kitchenware, of bamboo (excl. chopsticks, bread boards, chopping boards and similar ...""	0	0	0	0	0	361	79	393	112	203"
"620291	""Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...""	72	21	9	22	74	25	39	60	127	202"
"870350	""Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...""	0	0	0	0	0	196	400	367	191	201"
"843510	""Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices ...""	1001	599	219	144	764	726	1492	234	229	201"
"852210	""Pick-up cartridges""	31	17	47	26	16	31	41	156	114	201"
"851519	""Brazing or soldering machines (excluding soldering irons and guns)""	261	92	157	705	154	149	130	190	203	200"
"120890	""Flours and meal of oil seeds or oleaginous fruit (excluding soya and mustard)""	551	904	439	128	600	383	104	237	115	200"
"292151	""O-Phenylenediamine, m-phenylenediamine, p-phenylenediamine or diaminotoluenes and their derivatives; ...""	17	13	40	154	206	274	414	462	174	200"
"848060	""Moulds for mineral materials (excluding moulds of graphite or other carbons, ceramic or glass ...""	368	417	146	853	257	166	76	133	241	200"
"281420	""Ammonia in aqueous solution""	226	250	317	163	218	395	152	142	106	199"
"320412	""Synthetic organic acid dyes, whether or not metallised, and synthetic organic mordant dyes; ...""	95	153	192	155	184	190	190	124	150	199"
"282490	""""Lead oxides (excluding monoxide """"litharge, massicot"""")""""	33	248	183	440	71	304	191	166	84	199"
"830790	""Flexible tubing of base metal other than iron or steel, with or without fittings""	139	262	98	758	160	279	320	463	391	198"
"843710	""Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables""	741	930	839	345	149	2914	454	266	236	198"
"160521	""Shrimps and prawns, prepared or preserved, not in airtight containers (excluding smoked)""	109	96	585	552	93	1444	677	1176	186	198"
"821191	""Table knives having fixed blades of base metal, incl. handles (excluding butter knives and ...""	228	67	200	95	55	127	102	192	112	197"
"320720	""""Vitrifiable enamels and glazes, engobes """"slips"""" and similar preparations of the kind used ...""	2173	239	146	212	114	10	188	168	101	196"
"540793	""Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...""	41	91	129	61	1079	1831	266	584	606	196"
"140490	""Vegetable products n.e.s""	50	72	100	264	317	42	288	225	221	196"
"853661	""Lamp holders for a voltage <= 1.000 V""	186	193	109	103	51	84	76	61	270	196"
"080390	""Fresh or dried bananas (excluding plantains)""	14	65	119	18	214	239	153	251	97	195"
"320190	""Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...""	80	73	51	40	159	422	422	389	248	195"
"480593	""Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...""	1844	1171	11	18	27	29	37	19	159	195"
"620299	""Women's or girls' anoraks, incl. ski jackets, windcheaters, wind-jackets and similar articles, ...""	42	48	84	18	62	572	1282	134	352	194"
"732211	""Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel ...""	192	46	49	53	73	108	77	81	50	193"
"910811	""Watch movements, complete and assembled, electrically operated, with mechanical display only ...""	3	8	18	450	27	7	66	1950	30	193"
"292421	""Ureines and their derivatives; salts thereof""	96	3	1	3	3	36	3	6	17	193"
"902213	""Apparatus based on the use of X-rays for dental uses""	528	455	220	165	1197	594	171	674	652	193"
"620322	""Men's or boys' ensembles of cotton (excluding knitted or crocheted, ski ensembles and swimwear)""	185	149	4	10	44	35	32	33	122	192"
"291412	""""Butanone """"methyl ethyl ketone""""""""	100	201	70	83	17	26	66	35	69	192"
"701931	""Mats of irregularly laminated glass fibres""	287	597	48	179	61	341	243	187	107	191"
"530911	""Woven fabrics of flax, containing >= 85% flax by weight, unbleached or bleached""	7	12	4	15	0	2	12	21	52	191"
"740319	""Copper, refined, unwrought (excluding copper in the form of billets, wire-bars, cathodes and ...""	114	67	163	90	92	200	406	120	169	190"
"610220	""Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...""	139	47	142	62	233	108	339	95	111	190"
"690723	""Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...""	0	0	0	0	0	103	358	183	38	190"
"690722	""Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...""	0	0	0	0	0	1826	1773	1303	160	190"
"291814	""Citric acid""	1417	990	89	106	122	246	132	87	133	190"
"680210	""Tiles, cubes and other processed articles of natural stone, incl. slate, for mosaics and the ...""	176	116	88	108	112	160	123	88	139	189"
"920190	""Harpsichords and other keyboard stringed instruments (excluding pianos)""	112	541	106	124	134	196	172	331	205	189"
"701310	""Glassware of glass ceramics, of a kind used for table, kitchen, toilet, office, indoor decoration ...""	159	222	327	189	217	201	391	379	302	189"
"520843	""Woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m², in three-thread ...""	0	0	9	0	0	0	5	0	20	189"
"230210	""""Bran, sharps and other residues of maize """"corn"""", whether or not in the form of pellets, ...""	1354	780	15	8	2312	17	19	104	78	188"
"090832	""Cardamoms, crushed or ground""	59	41	31	36	39	66	63	62	125	188"
"901814	""Scintigraphic apparatus""	157	650	340	550	303	823	416	689	149	188"
"610441	""Women's or girls' dresses of wool or fine animal hair, knitted or crocheted (excluding petticoats)""	116	72	168	108	266	175	132	160	154	188"
"490700	""Unused postage, revenue or similar stamps of current or new issue in the country in which they ...""	3363	14031	486	21	777	226	544	9913	558	188"
"283525	""""Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""	252	210	173	123	99	168	241	256	241	188"
"721790	""Wire of iron or non-alloy steel, in coils, plated or coated (excluding plated or coated with ...""	4887	5820	7249	12242	6575	513	272	444	63	187"
"760519	""Wire of non-alloy aluminium, with a maximum cross-sectional dimension of <= 7 mm (other than ...""	35	35	9	71	72	4	32	59	67	187"
"540110	""Sewing thread of synthetic filaments, whether or not put up for retail sale""	206	78	264	119	152	96	64	96	143	187"
"390529	""Vinyl acetate copolymers, in primary forms (excluding in aqueous dispersion)""	674	981	1058	473	1776	149	62	51	25	187"
"091011	""Ginger, neither crushed nor ground""	37	39	10	148	201	88	181	159	148	187"
"901820	""Ultraviolet or infra-red ray apparatus used in medical, surgical, dental or veterinary sciences""	457	808	386	434	284	311	194	651	165	186"
"580610	""Narrow woven pile fabrics, incl. terry towelling and similar terry fabrics, and chenille fabrics, ...""	299	178	138	115	125	128	41	23	221	186"
"620412	""Women's or girls' suits of cotton (excluding knitted or crocheted, ski overalls and swimwear)""	174	51	79	80	362	29	53	292	24	186"
"600538	""""Warp knit fabrics of synthetic fibres, of yarns of different colours """"incl. those made on ...""	0	0	0	0	0	176	360	47	23	186"
"740990	""""Plates, sheets and strip, of copper alloys, of a thickness of > 0,15 mm (excluding copper-zinc ...""	482	71	516	67	22	24	191	288	381	186"
"200893	""""Cranberries """"Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea"""", prepared ...""	285	54	7	84	249	188	449	175	182	185"
"845420	""Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries""	159	0	435	572	261	97	183	361	155	185"
"821510	""Sets of spoons, forks or other articles of heading 8215, which may also contain up to an equivalent ...""	43	47	11	14	376	76	16	13	51	185"
"731412	""Endless bands of stainless steel wire, for machinery""	2729	16	1481	64	125	314	67	55	55	184"
"846593	""Grinding, sanding or polishing machines for working wood, cork, bone, hard rubber, hard plastics ...""	552	308	459	206	312	609	699	1445	205	184"
"910820	""Watch movements, complete and assembled, with automatic winding""	25	3	1	24	22	0	59	25	88	184"
"722240	""Angles, shapes and sections of stainless steel, n.e.s.""	982	1200	1400	840	724	397	912	900	366	184"
"722619	""""Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""	239	68	0	0	6	0	0	62	4	183"
"710510	""Dust and powder of diamonds, incl. synthetic diamonds""	4	0	43	209	46	217	99	404	95	183"
"230649	""""Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...""	0	0	0	0	0	0	0	0	67	183"
"853225	""Fixed electrical capacitors, dielectric of paper or plastics (excluding power capacitors)""	1411	190	534	248	195	17	87	218	62	183"
"840211	""Watertube boilers with a steam production > 45 t/hour""	78	148	141	22	0	7	12	92	229	182"
"840410	""Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ...""	3103	9707	1027	3003	68	1124	1444	633	36	182"
"820310	""Files, rasps and similar hand tools of base metal""	423	315	213	237	142	328	321	546	376	181"
"291090	""""Epoxides, epoxyalcohols, epoxyphenols and epoxyethers, with a three-membered ring, and their ...""	45	101	96	52	142	523	1204	294	191	181"
"610333	""Men's or boys' jackets and blazers of synthetic fibres, knitted or crocheted (excluding wind-jackets ...""	250	249	323	64	73	419	200	330	165	181"
"845730	""Multi-station transfer machines for working metal""	281	884	3049	331	9	130	3024	4931	2190	181"
"611594	""Full-length or knee-length stockings, socks and other hosiery, incl. footwear without applied ...""	319	314	233	39	82	42	61	95	71	180"
"510910	""Yarn containing >= 85% wool or fine animal hair by weight, put up for retail sale""	8379	7376	1772	1044	3278	2513	473	278	289	180"
"845899	""Lathes, incl. turning centres, for removing metal, not numerically controlled (excluding horizontal ...""	1734	872	856	633	320	755	5765	17137	148	180"
"390940	""Phenolic resins, in primary forms""	324	558	403	375	664	577	707	1089	286	180"
